County,State,State_FIPS,County_FIPS,white_population,total_population,age_60_and_over,housing_cost_burden,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,median_household_income,asian_population,per_capita_income,total_population_race,median_home_value,black_population,age_18_and_under_percentage,Year
Saunders County,Nebraska,31,155,20214.0,20696.0,14.1,105.0,704.0,76.4,0.4193,69.0,58785.0,20214.0,28758.0,20696.0,142400.0,57.0,7.2,2012
Sawyer County,Wisconsin,55,113,13131.0,16580.0,19.9,201.0,575.0,81.9,0.4363,2793.0,39814.0,13131.0,23213.0,16580.0,163300.0,39.0,6.9,2012
Schenectady County,New York,36,93,124632.0,154466.0,12.7,1537.0,825.0,78.9,0.4281,604.0,56445.0,124632.0,28326.0,154466.0,166600.0,14996.0,9.9,2012
Schleicher County,Texas,48,413,2903.0,3327.0,13.0,20.0,513.0,74.3,0.4593,37.0,50417.0,2903.0,22505.0,3327.0,81500.0,12.0,9.6,2012
Schley County,Georgia,13,249,3250.0,4963.0,10.6,50.0,573.0,69.2,0.4695,0.0,40612.0,3250.0,19526.0,4963.0,96700.0,1420.0,4.1,2012
Schoharie County,New York,36,95,31271.0,32617.0,15.3,216.0,715.0,82.7,0.4142,98.0,51896.0,31271.0,25477.0,32617.0,147800.0,443.0,12.4,2012
Schoolcraft County,Michigan,26,153,7412.0,8455.0,20.3,36.0,484.0,82.7,0.4404,670.0,37468.0,7412.0,20962.0,8455.0,86300.0,28.0,6.8,2012
Schuyler County,Illinois,17,169,7157.0,7499.0,16.2,68.0,518.0,79.5,0.3837,16.0,46934.0,7157.0,23075.0,7499.0,75500.0,72.0,6.6,2012
Schuyler County,Missouri,29,197,4317.0,4397.0,18.0,30.0,446.0,78.1,0.4309,15.0,30896.0,4317.0,18087.0,4397.0,65100.0,41.0,9.0,2012
Schuyler County,New York,36,97,17927.0,18472.0,15.6,83.0,587.0,81.7,0.3827,31.0,47869.0,17927.0,23952.0,18472.0,91900.0,212.0,9.2,2012
Schuylkill County,Pennsylvania,42,107,140308.0,147935.0,15.1,1368.0,590.0,82.3,0.4114,72.0,45441.0,140308.0,22752.0,147935.0,92500.0,3997.0,7.8,2012
Scioto County,Ohio,39,145,74648.0,79122.0,13.2,722.0,534.0,79.3,0.4618,174.0,34783.0,74648.0,18902.0,79122.0,89100.0,2087.0,10.5,2012
Scotland County,Missouri,29,199,4792.0,4843.0,15.8,0.0,414.0,74.5,0.4703,0.0,40017.0,4792.0,20305.0,4843.0,74400.0,7.0,8.1,2012
Scotland County,North Carolina,37,165,17114.0,36266.0,11.6,321.0,630.0,77.4,0.4832,3567.0,30472.0,17114.0,16589.0,36266.0,75900.0,14029.0,9.4,2012
Scott County,Arkansas,5,127,10037.0,11170.0,16.4,94.0,550.0,75.8,0.4397,158.0,38130.0,10037.0,18766.0,11170.0,79100.0,22.0,9.6,2012
Scott County,Illinois,17,171,5222.0,5322.0,15.8,16.0,528.0,77.3,0.4418,0.0,49746.0,5222.0,26347.0,5322.0,80800.0,0.0,7.3,2012
Scott County,Indiana,18,143,23488.0,24044.0,11.9,285.0,688.0,78.1,0.3987,54.0,41610.0,23488.0,19846.0,24044.0,96800.0,117.0,9.1,2012
Scott County,Iowa,19,163,143495.0,165432.0,11.5,1525.0,669.0,77.3,0.448,415.0,53002.0,143495.0,28764.0,165432.0,141400.0,11980.0,8.9,2012
Scott County,Kansas,20,171,4547.0,4872.0,15.1,0.0,615.0,82.2,0.3565,31.0,58520.0,4547.0,27248.0,4872.0,95500.0,7.0,7.8,2012
Scott County,Kentucky,21,209,42484.0,47211.0,8.1,256.0,716.0,75.4,0.4118,125.0,60553.0,42484.0,27003.0,47211.0,161400.0,2741.0,9.3,2012
Scott County,Minnesota,27,139,114098.0,130689.0,7.2,459.0,978.0,72.8,0.3788,777.0,84571.0,114098.0,35061.0,130689.0,253100.0,3370.0,7.2,2012
Scott County,Mississippi,28,123,16298.0,28207.0,10.6,87.0,604.0,75.2,0.4405,24.0,35074.0,16298.0,16774.0,28207.0,65100.0,10732.0,10.3,2012
Scott County,Missouri,29,201,33804.0,39192.0,13.0,425.0,560.0,75.9,0.4436,87.0,38968.0,33804.0,20524.0,39192.0,96700.0,4464.0,8.6,2012
Scott County,Tennessee,47,151,21953.0,22196.0,12.3,88.0,491.0,76.5,0.5123,87.0,29161.0,21953.0,17538.0,22196.0,79700.0,21.0,8.5,2012
Scott County,Virginia,51,169,22701.0,23061.0,17.8,89.0,499.0,83.2,0.4663,0.0,37544.0,22701.0,21573.0,23061.0,90500.0,150.0,8.0,2012
Scotts Bluff County,Nebraska,31,157,34089.0,36835.0,14.6,480.0,630.0,76.6,0.4277,511.0,43113.0,34089.0,22345.0,36835.0,99500.0,235.0,9.1,2012
Screven County,Georgia,13,251,7909.0,14574.0,13.2,55.0,513.0,76.2,0.4683,6.0,34634.0,7909.0,18008.0,14574.0,77200.0,6416.0,9.5,2012
Scurry County,Texas,48,415,13380.0,16855.0,11.1,200.0,657.0,79.0,0.4596,100.0,46340.0,13380.0,22926.0,16855.0,81800.0,754.0,10.3,2012
Searcy County,Arkansas,5,129,7858.0,8146.0,19.3,35.0,394.0,80.6,0.4084,69.0,30301.0,7858.0,15508.0,8146.0,85200.0,26.0,6.9,2012
Sebastian County,Arkansas,5,131,104479.0,125795.0,11.2,1640.0,609.0,76.6,0.4779,1144.0,40247.0,104479.0,22613.0,125795.0,113100.0,7356.0,9.9,2012
Sedgwick County,Colorado,8,115,2291.0,2389.0,19.4,7.0,557.0,81.6,0.4222,2.0,38401.0,2291.0,22202.0,2389.0,83200.0,6.0,7.5,2012
Sedgwick County,Kansas,20,173,388827.0,497062.0,10.1,5399.0,688.0,75.1,0.4419,4102.0,49885.0,388827.0,25856.0,497062.0,123000.0,44320.0,9.8,2012
Seminole County,Florida,12,117,341546.0,423389.0,10.8,3558.0,1044.0,79.2,0.4503,1016.0,58577.0,341546.0,29364.0,423389.0,204000.0,46044.0,10.7,2012
Seminole County,Georgia,13,253,5767.0,8815.0,17.8,51.0,608.0,79.8,0.4746,0.0,28909.0,5767.0,16866.0,8815.0,71500.0,2944.0,7.4,2012
Seminole County,Oklahoma,40,133,17409.0,25394.0,14.6,172.0,506.0,76.4,0.4593,4217.0,33377.0,17409.0,18498.0,25394.0,70400.0,1259.0,9.0,2012
Seneca County,New York,36,99,32695.0,35306.0,13.5,239.0,657.0,81.9,0.3993,144.0,49155.0,32695.0,22652.0,35306.0,92800.0,1686.0,10.2,2012
Seneca County,Ohio,39,147,53589.0,56630.0,12.3,493.0,622.0,78.4,0.4125,121.0,42375.0,53589.0,21419.0,56630.0,100000.0,1500.0,11.1,2012
Sequatchie County,Tennessee,47,153,12971.0,14173.0,15.3,77.0,571.0,78.0,0.4629,189.0,33181.0,12971.0,19313.0,14173.0,115700.0,31.0,8.3,2012
Sequoyah County,Oklahoma,40,135,28210.0,41945.0,14.2,454.0,564.0,76.8,0.4361,4659.0,36191.0,28210.0,18641.0,41945.0,85200.0,815.0,8.1,2012
Sevier County,Arkansas,5,133,11668.0,16978.0,10.9,136.0,509.0,72.1,0.4156,320.0,32081.0,11668.0,15888.0,16978.0,70000.0,749.0,9.1,2012
Sevier County,Tennessee,47,155,86458.0,90218.0,14.4,805.0,705.0,79.4,0.4309,259.0,43300.0,86458.0,22355.0,90218.0,159300.0,622.0,8.9,2012
Sevier County,Utah,49,41,19803.0,20759.0,13.9,96.0,613.0,71.3,0.3972,262.0,45599.0,19803.0,18735.0,20759.0,152500.0,94.0,8.2,2012
Seward County,Kansas,20,175,15484.0,23013.0,6.8,208.0,651.0,70.9,0.3803,190.0,47731.0,15484.0,18498.0,23013.0,86400.0,1004.0,12.8,2012
Seward County,Nebraska,31,159,16213.0,16729.0,13.3,75.0,593.0,78.3,0.4217,13.0,60676.0,16213.0,28183.0,16729.0,140800.0,82.0,15.5,2012
Shackelford County,Texas,48,417,3014.0,3346.0,16.6,0.0,613.0,80.0,0.4336,11.0,46181.0,3014.0,23931.0,3346.0,66600.0,46.0,10.0,2012
Shannon County,Missouri,29,203,8112.0,8407.0,16.9,59.0,434.0,80.4,0.4167,106.0,33091.0,8112.0,16749.0,8407.0,78100.0,49.0,7.9,2012
Shannon County,South Dakota,46,113,486.0,13683.0,5.3,82.0,399.0,64.9,0.4804,13091.0,26282.0,486.0,9136.0,13683.0,19400.0,18.0,14.4,2012
Sharkey County,Mississippi,28,125,1378.0,4835.0,12.4,65.0,483.0,76.0,0.4337,6.0,32340.0,1378.0,14472.0,4835.0,65800.0,3442.0,11.0,2012
Sharp County,Arkansas,5,135,16633.0,17278.0,22.6,103.0,587.0,80.7,0.3976,115.0,30240.0,16633.0,15883.0,17278.0,75700.0,50.0,6.8,2012
Shasta County,California,6,89,155637.0,177693.0,15.6,1765.0,916.0,79.6,0.4478,4116.0,44396.0,155637.0,23639.0,177693.0,233400.0,1633.0,9.5,2012
Shawano County,Wisconsin,55,115,37337.0,41820.0,16.9,376.0,606.0,79.8,0.3961,3147.0,45901.0,37337.0,22827.0,41820.0,128200.0,163.0,7.5,2012
Shawnee County,Kansas,20,177,144807.0,177688.0,12.8,2182.0,698.0,76.6,0.4411,1970.0,47992.0,144807.0,26369.0,177688.0,119400.0,14875.0,8.9,2012
Sheboygan County,Wisconsin,55,117,104972.0,115377.0,12.6,1187.0,653.0,78.8,0.3953,556.0,52967.0,104972.0,25793.0,115377.0,153800.0,1675.0,8.3,2012
Shelby County,Alabama,1,117,162400.0,195237.0,9.9,1011.0,885.0,76.4,0.4307,639.0,69379.0,162400.0,34081.0,195237.0,196000.0,21002.0,8.0,2012
Shelby County,Illinois,17,173,22043.0,22316.0,17.8,124.0,633.0,80.1,0.3982,17.0,46546.0,22043.0,23233.0,22316.0,87000.0,72.0,7.5,2012
Shelby County,Indiana,18,145,42021.0,44435.0,12.1,446.0,686.0,77.7,0.4059,97.0,51829.0,42021.0,25017.0,44435.0,128200.0,488.0,8.4,2012
Shelby County,Iowa,19,165,11847.0,12158.0,18.9,58.0,610.0,78.8,0.4177,8.0,47731.0,11847.0,25031.0,12158.0,104600.0,10.0,6.3,2012
Shelby County,Kentucky,21,211,36187.0,42286.0,11.5,353.0,760.0,76.9,0.4145,62.0,56267.0,36187.0,26750.0,42286.0,167600.0,3236.0,8.5,2012
Shelby County,Missouri,29,205,6199.0,6328.0,16.8,59.0,435.0,77.4,0.4082,23.0,34219.0,6199.0,18910.0,6328.0,71300.0,78.0,6.5,2012
Shelby County,Ohio,39,149,46963.0,49359.0,11.4,518.0,691.0,75.2,0.3911,84.0,51159.0,46963.0,22919.0,49359.0,122700.0,834.0,7.7,2012
Shelby County,Tennessee,47,157,384952.0,929437.0,8.6,11732.0,833.0,75.4,0.4938,2095.0,46251.0,384952.0,25465.0,929437.0,135500.0,482411.0,10.6,2012
Shelby County,Texas,48,419,20022.0,25602.0,13.9,200.0,551.0,75.5,0.4899,14.0,35732.0,20022.0,21457.0,25602.0,68400.0,4580.0,9.8,2012
Shenandoah County,Virginia,51,171,40016.0,42076.0,16.5,449.0,760.0,79.6,0.4044,40.0,49953.0,40016.0,25131.0,42076.0,213100.0,888.0,7.6,2012
Sherburne County,Minnesota,27,141,83767.0,88558.0,7.5,554.0,860.0,74.1,0.3605,409.0,72041.0,83767.0,27593.0,88558.0,202600.0,1583.0,9.0,2012
Sheridan County,Kansas,20,179,2525.0,2562.0,19.3,36.0,529.0,78.5,0.4001,0.0,49125.0,2525.0,26746.0,2562.0,78700.0,11.0,8.5,2012
Sheridan County,Montana,30,91,3286.0,3447.0,18.5,35.0,514.0,78.9,0.4396,43.0,48148.0,3286.0,29569.0,3447.0,98000.0,6.0,6.9,2012
Sheridan County,Nebraska,31,161,4680.0,5432.0,20.6,47.0,528.0,79.1,0.4442,395.0,37813.0,4680.0,22576.0,5432.0,63300.0,9.0,5.8,2012
Sheridan County,North Dakota,38,83,1236.0,1282.0,29.1,5.0,387.0,88.2,0.4538,27.0,39811.0,1236.0,26699.0,1282.0,49600.0,5.0,4.0,2012
Sheridan County,Wyoming,56,33,27257.0,29097.0,14.9,264.0,725.0,79.8,0.4003,345.0,52352.0,27257.0,28016.0,29097.0,223900.0,100.0,8.2,2012
Sherman County,Kansas,20,181,5685.0,6036.0,16.1,34.0,610.0,80.6,0.3976,16.0,42642.0,5685.0,20466.0,6036.0,69000.0,65.0,10.7,2012
Sherman County,Nebraska,31,163,3094.0,3133.0,22.0,18.0,567.0,80.2,0.4042,7.0,43000.0,3094.0,23451.0,3133.0,62000.0,30.0,5.3,2012
Sherman County,Oregon,41,55,1764.0,1865.0,19.5,13.0,692.0,80.2,0.4262,25.0,44583.0,1764.0,24263.0,1865.0,140200.0,2.0,7.9,2012
Sherman County,Texas,48,421,2601.0,3040.0,11.8,16.0,613.0,69.7,0.3834,4.0,47500.0,2601.0,20680.0,3040.0,81100.0,5.0,9.8,2012
Shiawassee County,Michigan,26,155,68415.0,70402.0,12.8,406.0,651.0,78.1,0.4117,385.0,47106.0,68415.0,22957.0,70402.0,114500.0,403.0,8.8,2012
Shoshone County,Idaho,16,79,12313.0,12797.0,18.6,162.0,585.0,82.0,0.4009,121.0,38273.0,12313.0,20342.0,12797.0,138800.0,17.0,6.8,2012
Sibley County,Minnesota,27,143,14616.0,15189.0,14.1,109.0,564.0,77.2,0.3834,22.0,52996.0,14616.0,25053.0,15189.0,143900.0,68.0,6.8,2012
Sierra County,California,6,91,2949.0,3163.0,22.0,22.0,1026.0,87.8,0.4341,10.0,42500.0,2949.0,24121.0,3163.0,265600.0,36.0,6.0,2012
Sierra County,New Mexico,35,51,10893.0,11956.0,29.7,30.0,528.0,84.2,0.4516,181.0,29185.0,10893.0,16734.0,11956.0,114600.0,79.0,6.4,2012
Silver Bow County,Montana,30,93,32503.0,34164.0,13.9,348.0,564.0,81.2,0.4324,544.0,39211.0,32503.0,22770.0,34164.0,127400.0,71.0,11.7,2012
Simpson County,Kentucky,21,213,15137.0,17323.0,12.2,110.0,627.0,79.1,0.4168,55.0,40930.0,15137.0,19997.0,17323.0,115800.0,1729.0,9.7,2012
Simpson County,Mississippi,28,127,17386.0,27476.0,12.0,128.0,601.0,74.3,0.428,73.0,37977.0,17386.0,18361.0,27476.0,77000.0,9673.0,9.3,2012
Sioux County,Iowa,19,167,31614.0,33776.0,12.1,95.0,575.0,76.3,0.4001,75.0,55252.0,31614.0,23632.0,33776.0,129400.0,175.0,14.5,2012
Sioux County,Nebraska,31,165,1224.0,1262.0,20.2,6.0,488.0,80.0,0.5139,0.0,43558.0,1224.0,31635.0,1262.0,88100.0,0.0,5.0,2012
Sioux County,North Dakota,38,85,529.0,4193.0,6.0,11.0,417.0,66.2,0.5641,3463.0,30799.0,529.0,14265.0,4193.0,59800.0,11.0,12.5,2012
Siskiyou County,California,6,93,38804.0,44673.0,19.1,481.0,792.0,81.5,0.4503,1235.0,37948.0,38804.0,22304.0,44673.0,215200.0,555.0,7.9,2012
Sitka City and Borough,Alaska,2,220,5869.0,8909.0,9.9,143.0,1144.0,80.2,0.3774,1544.0,66895.0,5869.0,32162.0,8909.0,319500.0,70.0,8.3,2012
Skagit County,Washington,53,57,102449.0,117087.0,15.1,1357.0,933.0,78.8,0.4124,1942.0,56457.0,102449.0,27395.0,117087.0,271000.0,704.0,8.7,2012
Skagway Municipality,Alaska,2,230,799.0,1050.0,7.3,14.0,1038.0,81.4,0.3779,17.0,71583.0,799.0,36470.0,1050.0,306200.0,3.0,8.7,2012
Skamania County,Washington,53,59,10245.0,11053.0,14.4,76.0,660.0,81.1,0.4479,244.0,55319.0,10245.0,28389.0,11053.0,262200.0,11.0,7.3,2012
Smith County,Kansas,20,183,3721.0,3835.0,24.4,11.0,473.0,82.6,0.4429,21.0,44798.0,3721.0,26646.0,3835.0,59500.0,4.0,4.4,2012
Smith County,Mississippi,28,129,12331.0,16425.0,13.6,0.0,524.0,75.3,0.4967,0.0,36519.0,12331.0,20964.0,16425.0,78100.0,3924.0,8.2,2012
Smith County,Tennessee,47,159,18092.0,19157.0,12.3,131.0,558.0,77.5,0.4478,75.0,44116.0,18092.0,21881.0,19157.0,116300.0,523.0,8.1,2012
Smith County,Texas,48,423,159100.0,209691.0,12.8,2280.0,814.0,75.6,0.4776,846.0,47312.0,159100.0,25656.0,209691.0,119300.0,38047.0,11.0,2012
Smyth County,Virginia,51,173,31017.0,32103.0,16.2,112.0,537.0,80.1,0.4534,98.0,34394.0,31017.0,20169.0,32103.0,91900.0,641.0,8.0,2012
Snohomish County,Washington,53,61,572692.0,714443.0,9.1,8944.0,1085.0,78.2,0.3965,8685.0,68338.0,572692.0,31310.0,714443.0,311600.0,16600.0,9.3,2012
Snyder County,Pennsylvania,42,109,38467.0,39620.0,13.6,344.0,639.0,79.2,0.4313,50.0,47059.0,38467.0,23155.0,39620.0,133300.0,408.0,12.9,2012
Socorro County,New Mexico,35,53,14155.0,17843.0,13.1,67.0,551.0,76.5,0.4846,1988.0,34337.0,14155.0,17795.0,17843.0,114000.0,204.0,14.1,2012
Solano County,California,6,95,218264.0,414209.0,10.0,4948.0,1249.0,78.0,0.4125,2186.0,69006.0,218264.0,29170.0,414209.0,290500.0,58858.0,10.5,2012
Somerset County,Maine,23,25,50542.0,52098.0,15.2,283.0,648.0,80.7,0.4295,262.0,38141.0,50542.0,21025.0,52098.0,109900.0,193.0,7.2,2012
Somerset County,Maryland,24,39,14267.0,26402.0,12.0,187.0,701.0,87.3,0.4378,43.0,41558.0,14267.0,17168.0,26402.0,162400.0,10784.0,17.7,2012
Somerset County,New Jersey,34,35,229327.0,323650.0,10.8,1912.0,1379.0,77.0,0.45,492.0,98571.0,229327.0,47985.0,323650.0,407300.0,28280.0,7.3,2012
Somerset County,Pennsylvania,42,111,74769.0,77638.0,15.8,428.0,533.0,83.4,0.4198,88.0,42424.0,74769.0,21585.0,77638.0,95100.0,1789.0,8.2,2012
Somervell County,Texas,48,425,7619.0,8444.0,14.0,25.0,701.0,75.9,0.4618,31.0,51618.0,7619.0,27210.0,8444.0,133500.0,107.0,5.4,2012
Sonoma County,California,6,97,391986.0,483456.0,12.4,6268.0,1243.0,80.1,0.4469,5785.0,63565.0,391986.0,32898.0,483456.0,430900.0,7739.0,10.1,2012
Southampton County,Virginia,51,175,11223.0,18576.0,14.0,202.0,749.0,82.3,0.4125,50.0,46703.0,11223.0,21247.0,18576.0,148700.0,6925.0,8.7,2012
Southeast Fairbanks Census Area,Alaska,2,240,5694.0,7039.0,9.6,40.0,1141.0,77.7,0.3898,735.0,62712.0,5694.0,28833.0,7039.0,178600.0,107.0,8.9,2012
Spalding County,Georgia,13,255,40646.0,63979.0,11.6,566.0,769.0,76.0,0.4468,265.0,40655.0,40646.0,19394.0,63979.0,119200.0,21080.0,9.5,2012
Spartanburg County,South Carolina,45,83,208863.0,284540.0,11.8,2469.0,673.0,77.4,0.4454,685.0,43421.0,208863.0,22019.0,284540.0,119600.0,58556.0,9.8,2012
Spencer County,Indiana,18,147,20214.0,20948.0,14.2,78.0,566.0,79.3,0.3821,64.0,54832.0,20214.0,24092.0,20948.0,113800.0,138.0,7.3,2012
Spencer County,Kentucky,21,215,16511.0,17135.0,10.6,68.0,612.0,77.6,0.3492,52.0,62652.0,16511.0,26507.0,17135.0,167000.0,410.0,7.2,2012
Spink County,South Dakota,46,115,6326.0,6483.0,17.3,22.0,466.0,78.7,0.4815,85.0,46884.0,6326.0,26352.0,6483.0,61900.0,9.0,7.9,2012
Spokane County,Washington,53,63,420391.0,470375.0,11.5,5787.0,753.0,78.6,0.4435,6159.0,49615.0,420391.0,25891.0,470375.0,190300.0,8515.0,11.5,2012
Spotsylvania County,Virginia,51,177,92339.0,122854.0,8.9,742.0,1226.0,74.8,0.3774,378.0,79402.0,92339.0,31567.0,122854.0,264600.0,19432.0,8.8,2012
Stafford County,Kansas,20,185,4174.0,4398.0,18.5,14.0,476.0,78.6,0.3967,37.0,43232.0,4174.0,23643.0,4398.0,59300.0,27.0,6.9,2012
Stafford County,Virginia,51,179,92277.0,129446.0,6.7,1106.0,1382.0,75.0,0.359,740.0,96355.0,92277.0,35776.0,129446.0,309300.0,22393.0,10.9,2012
Stanislaus County,California,6,99,398065.0,515115.0,9.4,5964.0,978.0,74.0,0.4458,5044.0,49866.0,398065.0,21785.0,515115.0,192200.0,14493.0,10.8,2012
Stanley County,South Dakota,46,117,2575.0,2940.0,15.9,24.0,671.0,81.7,0.4466,273.0,56553.0,2575.0,31692.0,2940.0,109700.0,0.0,6.7,2012
Stanly County,North Carolina,37,167,51333.0,60489.0,13.5,468.0,637.0,78.8,0.4168,148.0,43256.0,51333.0,20954.0,60489.0,124500.0,6548.0,9.9,2012
Stanton County,Kansas,20,187,1709.0,2200.0,11.7,9.0,532.0,77.1,0.3733,7.0,51823.0,1709.0,22053.0,2200.0,85200.0,23.0,10.4,2012
Stanton County,Nebraska,31,167,5854.0,6139.0,12.8,34.0,606.0,75.8,0.3459,26.0,50962.0,5854.0,22764.0,6139.0,97500.0,23.0,7.4,2012
Stark County,Illinois,17,175,5853.0,5983.0,18.5,18.0,550.0,78.7,0.4327,0.0,51392.0,5853.0,26157.0,5983.0,86600.0,20.0,6.9,2012
Stark County,North Dakota,38,89,23405.0,24682.0,12.8,158.0,654.0,80.1,0.4056,208.0,58793.0,23405.0,29209.0,24682.0,149200.0,146.0,11.9,2012
Stark County,Ohio,39,151,333935.0,375593.0,14.2,3617.0,656.0,78.9,0.4381,782.0,45689.0,333935.0,24278.0,375593.0,124200.0,27292.0,9.1,2012
Starke County,Indiana,18,149,22701.0,23310.0,14.9,113.0,665.0,78.9,0.3859,44.0,39909.0,22701.0,18724.0,23310.0,98000.0,81.0,8.2,2012
Starr County,Texas,48,427,56702.0,60882.0,9.7,385.0,478.0,68.7,0.5128,95.0,24653.0,56702.0,11537.0,60882.0,59300.0,53.0,11.5,2012
Staunton City,Virginia,51,790,19985.0,23906.0,17.3,239.0,724.0,80.9,0.4449,36.0,42918.0,19985.0,25001.0,23906.0,171900.0,2967.0,7.5,2012
Stearns County,Minnesota,27,145,138603.0,150307.0,10.9,1401.0,714.0,79.4,0.4187,530.0,53861.0,138603.0,25702.0,150307.0,169000.0,4627.0,16.1,2012
Steele County,Minnesota,27,147,34067.0,36524.0,12.4,288.0,689.0,76.5,0.4,40.0,58403.0,34067.0,26831.0,36524.0,157500.0,779.0,7.8,2012
Steele County,North Dakota,38,91,1961.0,1976.0,22.3,14.0,400.0,81.7,0.4104,0.0,50536.0,1961.0,29920.0,1976.0,67800.0,0.0,5.1,2012
Stephens County,Georgia,13,257,22300.0,26003.0,15.1,279.0,591.0,77.9,0.4385,81.0,37535.0,22300.0,18209.0,26003.0,104600.0,3037.0,9.7,2012
Stephens County,Oklahoma,40,137,38460.0,44848.0,15.7,340.0,615.0,77.7,0.4288,2345.0,44918.0,38460.0,22913.0,44848.0,86300.0,993.0,8.2,2012
Stephens County,Texas,48,429,8176.0,9561.0,15.9,25.0,645.0,79.9,0.4388,32.0,38424.0,8176.0,19896.0,9561.0,68400.0,236.0,10.9,2012
Stephenson County,Illinois,17,177,41559.0,47532.0,16.7,607.0,594.0,78.7,0.4219,80.0,44572.0,41559.0,23695.0,47532.0,103400.0,4316.0,8.1,2012
Sterling County,Texas,48,431,1187.0,1223.0,9.1,0.0,615.0,78.7,0.4447,0.0,44239.0,1187.0,22091.0,1223.0,70000.0,2.0,12.3,2012
Steuben County,Indiana,18,151,31758.0,34116.0,13.5,276.0,657.0,80.2,0.3947,138.0,48291.0,31758.0,23988.0,34116.0,120900.0,264.0,12.2,2012
Steuben County,New York,36,101,94265.0,98992.0,14.2,874.0,634.0,79.2,0.4293,238.0,46519.0,94265.0,24756.0,98992.0,85200.0,1754.0,8.3,2012
Stevens County,Kansas,20,189,4254.0,5633.0,11.8,35.0,659.0,72.1,0.4115,52.0,56991.0,4254.0,25109.0,5633.0,78100.0,36.0,3.5,2012
Stevens County,Minnesota,27,149,9102.0,9712.0,14.2,96.0,538.0,81.0,0.4802,201.0,52819.0,9102.0,27442.0,9712.0,121100.0,44.0,19.0,2012
Stevens County,Washington,53,65,39119.0,43498.0,17.5,369.0,634.0,79.1,0.4132,2013.0,42746.0,39119.0,21928.0,43498.0,178000.0,180.0,6.7,2012
Stewart County,Georgia,13,259,1713.0,5991.0,9.4,48.0,444.0,89.0,0.4618,0.0,28222.0,1713.0,14218.0,5991.0,45900.0,3722.0,14.8,2012
Stewart County,Tennessee,47,161,12445.0,13262.0,15.0,125.0,586.0,78.5,0.4364,169.0,40200.0,12445.0,21460.0,13262.0,110600.0,224.0,8.1,2012
Stillwater County,Montana,30,95,8796.0,9096.0,16.5,24.0,698.0,80.3,0.4077,57.0,53533.0,8796.0,27824.0,9096.0,180900.0,15.0,6.1,2012
Stoddard County,Missouri,29,207,29062.0,29902.0,15.8,322.0,525.0,79.4,0.4749,182.0,37303.0,29062.0,22533.0,29902.0,83500.0,432.0,9.2,2012
Stokes County,North Carolina,37,169,44254.0,47224.0,14.1,178.0,584.0,79.7,0.4192,289.0,42476.0,44254.0,21063.0,47224.0,121000.0,2000.0,7.6,2012
Stone County,Arkansas,5,137,12119.0,12480.0,21.2,71.0,489.0,81.8,0.4366,17.0,32834.0,12119.0,18361.0,12480.0,90400.0,9.0,6.7,2012
Stone County,Mississippi,28,131,13901.0,17657.0,10.8,53.0,659.0,78.7,0.5023,15.0,42862.0,13901.0,21806.0,17657.0,103700.0,3419.0,12.4,2012
Stone County,Missouri,29,209,27935.0,31968.0,24.1,172.0,673.0,82.8,0.406,316.0,42084.0,27935.0,21219.0,31968.0,145000.0,38.0,6.3,2012
Stonewall County,Texas,48,433,1278.0,1447.0,19.6,10.0,400.0,77.1,0.455,11.0,52917.0,1278.0,27670.0,1447.0,52700.0,46.0,1.2,2012
Storey County,Nevada,32,29,3783.0,4010.0,19.2,0.0,1315.0,88.5,0.3738,54.0,62561.0,3783.0,33043.0,4010.0,195000.0,15.0,4.0,2012
Story County,Iowa,19,169,79969.0,89734.0,8.3,969.0,721.0,84.5,0.4561,131.0,49683.0,79969.0,25856.0,89734.0,160700.0,2516.0,31.9,2012
Strafford County,New Hampshire,33,17,115715.0,123295.0,10.7,1280.0,941.0,80.7,0.4353,263.0,58538.0,115715.0,29338.0,123295.0,224000.0,1098.0,14.9,2012
Stutsman County,North Dakota,38,93,20031.0,20965.0,14.3,238.0,535.0,81.8,0.4234,291.0,48678.0,20031.0,26287.0,20965.0,98000.0,91.0,10.2,2012
Sublette County,Wyoming,56,35,9036.0,10065.0,9.8,92.0,1078.0,79.1,0.3638,53.0,79776.0,9036.0,36543.0,10065.0,282400.0,1.0,7.0,2012
Suffolk City,Virginia,51,800,44201.0,84216.0,10.3,728.0,982.0,75.6,0.4159,77.0,66479.0,44201.0,29547.0,84216.0,248900.0,35374.0,8.9,2012
Suffolk County,Massachusetts,25,25,406050.0,724502.0,8.9,17672.0,1251.0,83.5,0.5245,2344.0,52700.0,406050.0,32429.0,724502.0,362600.0,161767.0,17.2,2012
Suffolk County,New York,36,103,1227708.0,1492360.0,11.8,8701.0,1480.0,78.4,0.4181,3486.0,87778.0,1227708.0,36819.0,1492360.0,395200.0,110478.0,9.3,2012
Sullivan County,Indiana,18,153,20060.0,21379.0,11.8,112.0,585.0,82.1,0.4161,49.0,45330.0,20060.0,20763.0,21379.0,77000.0,1061.0,9.7,2012
Sullivan County,Missouri,29,211,6391.0,6667.0,15.3,87.0,530.0,78.2,0.4058,15.0,34247.0,6391.0,18348.0,6667.0,70800.0,22.0,8.5,2012
Sullivan County,New Hampshire,33,19,42140.0,43534.0,15.2,489.0,828.0,80.8,0.4091,73.0,53821.0,42140.0,28045.0,43534.0,177600.0,156.0,7.1,2012
