County,State,State_FIPS,County_FIPS,white_population,total_population,age_60_and_over,housing_cost_burden,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,median_household_income,asian_population,per_capita_income,total_population_race,median_home_value,black_population,age_18_and_under_percentage,Year
Catoosa County,Georgia,13,47,61190.0,65645.0,14.0,429.0,757.0,77.5,0.4022,123.0,52265.0,61190.0,23834.0,65645.0,135300.0,1684.0,8.7,2016
Catron County,New Mexico,35,3,3444.0,3547.0,34.0,2.0,663.0,89.5,0.4089,10.0,38142.0,3444.0,20762.0,3547.0,161200.0,30.0,2.8,2016
Cattaraugus County,New York,36,9,72288.0,78506.0,15.7,548.0,616.0,79.3,0.4154,2249.0,43884.0,72288.0,22832.0,78506.0,85100.0,1273.0,9.7,2016
Cavalier County,North Dakota,38,19,3710.0,3867.0,24.5,0.0,505.0,82.4,0.4505,38.0,65645.0,3710.0,39779.0,3867.0,90500.0,5.0,7.4,2016
Cayuga County,New York,36,11,72587.0,78783.0,14.9,539.0,695.0,82.5,0.4157,302.0,53114.0,72587.0,26596.0,78783.0,117800.0,3405.0,9.7,2016
Cecil County,Maryland,24,15,90516.0,102175.0,12.9,781.0,1042.0,78.1,0.4069,245.0,67938.0,90516.0,30676.0,102175.0,239900.0,6847.0,8.9,2016
Cedar County,Iowa,19,31,17852.0,18389.0,16.4,82.0,665.0,79.5,0.3739,27.0,60435.0,17852.0,29271.0,18389.0,138600.0,108.0,7.3,2016
Cedar County,Missouri,29,39,13476.0,13932.0,22.0,220.0,602.0,76.2,0.4499,5.0,33720.0,13476.0,18932.0,13932.0,87800.0,9.0,7.0,2016
Cedar County,Nebraska,31,27,8534.0,8657.0,18.7,85.0,603.0,77.4,0.4346,64.0,54391.0,8534.0,28663.0,8657.0,110500.0,5.0,7.7,2016
Centre County,Pennsylvania,42,27,140074.0,159178.0,10.8,1663.0,930.0,86.9,0.471,249.0,54407.0,140074.0,27584.0,159178.0,206000.0,6043.0,26.9,2016
Cerro Gordo County,Iowa,19,33,41093.0,43303.0,17.0,495.0,645.0,81.0,0.4496,118.0,47788.0,41093.0,28763.0,43303.0,115900.0,682.0,8.5,2016
Chaffee County,Colorado,8,15,17739.0,18507.0,20.7,179.0,847.0,86.4,0.406,136.0,50993.0,17739.0,27848.0,18507.0,289900.0,237.0,7.4,2016
Chambers County,Alabama,1,17,19417.0,34018.0,16.1,373.0,658.0,79.4,0.4734,78.0,36027.0,19417.0,21532.0,34018.0,83000.0,13779.0,8.8,2016
Chambers County,Texas,48,71,33013.0,38072.0,10.1,135.0,867.0,76.0,0.43,56.0,70396.0,33013.0,29729.0,38072.0,158700.0,3061.0,9.5,2016
Champaign County,Illinois,17,19,150806.0,206420.0,9.7,2712.0,828.0,83.0,0.5,317.0,48899.0,150806.0,27373.0,206420.0,151400.0,25974.0,24.9,2016
Champaign County,Ohio,39,21,36965.0,39175.0,15.0,252.0,687.0,79.3,0.3847,38.0,53673.0,36965.0,24715.0,39175.0,124400.0,666.0,9.7,2016
Chariton County,Missouri,29,41,7313.0,7615.0,20.1,52.0,517.0,79.0,0.459,14.0,41773.0,7313.0,23029.0,7615.0,80200.0,181.0,7.2,2016
Charles City County,Virginia,51,36,2984.0,7086.0,19.8,25.0,883.0,84.6,0.4764,460.0,54167.0,2984.0,30477.0,7086.0,163400.0,3346.0,7.3,2016
Charles County,Maryland,24,17,73744.0,154357.0,10.0,1180.0,1532.0,77.1,0.3891,1026.0,91373.0,73744.0,37680.0,154357.0,287600.0,65796.0,9.8,2016
Charles Mix County,South Dakota,46,23,5921.0,9277.0,16.5,50.0,480.0,73.5,0.4683,2972.0,43376.0,5921.0,21323.0,9277.0,90800.0,5.0,8.8,2016
Charleston County,South Carolina,45,19,256797.0,380673.0,13.1,4976.0,1030.0,81.0,0.503,610.0,54931.0,256797.0,33700.0,380673.0,252700.0,107455.0,10.4,2016
Charlevoix County,Michigan,26,29,24866.0,26172.0,20.3,250.0,670.0,81.9,0.4687,309.0,48603.0,24866.0,29581.0,26172.0,155100.0,91.0,7.2,2016
Charlotte County,Florida,12,15,152785.0,169642.0,37.0,1200.0,905.0,87.7,0.4525,341.0,44865.0,152785.0,27860.0,169642.0,154400.0,9748.0,6.2,2016
Charlotte County,Virginia,51,37,8292.0,12232.0,18.5,175.0,594.0,79.8,0.4533,21.0,33837.0,8292.0,18150.0,12232.0,99900.0,3784.0,10.0,2016
Charlottesville City,Virginia,51,540,32001.0,45538.0,8.3,757.0,1030.0,85.8,0.5127,163.0,50727.0,32001.0,30729.0,45538.0,280100.0,8501.0,21.4,2016
Charlton County,Georgia,13,49,8691.0,12968.0,11.6,24.0,578.0,83.9,0.4166,115.0,43871.0,8691.0,18693.0,12968.0,80400.0,3433.0,10.2,2016
Chase County,Kansas,20,17,2577.0,2694.0,21.2,21.0,509.0,80.1,0.4281,43.0,41889.0,2577.0,24353.0,2694.0,83200.0,32.0,7.8,2016
Chase County,Nebraska,31,29,3988.0,4061.0,18.3,20.0,590.0,79.0,0.4578,0.0,53496.0,3988.0,29239.0,4061.0,95900.0,1.0,7.7,2016
Chatham County,Georgia,13,51,150695.0,282613.0,12.1,3964.0,963.0,78.9,0.476,740.0,49596.0,150695.0,27204.0,282613.0,174500.0,112500.0,12.3,2016
Chatham County,North Carolina,37,37,55295.0,68778.0,21.7,544.0,803.0,81.2,0.49,185.0,58555.0,55295.0,35109.0,68778.0,243900.0,8218.0,6.9,2016
Chattahoochee County,Georgia,13,53,8309.0,11882.0,2.2,186.0,1272.0,83.1,0.3843,94.0,43929.0,8309.0,19708.0,11882.0,66400.0,2193.0,42.7,2016
Chattooga County,Georgia,13,55,21724.0,25046.0,12.9,339.0,607.0,80.6,0.4516,27.0,35245.0,21724.0,17381.0,25046.0,67300.0,2686.0,10.2,2016
Chautauqua County,Kansas,20,19,3043.0,3470.0,24.8,22.0,616.0,82.4,0.4511,235.0,37927.0,3043.0,23398.0,3470.0,53900.0,9.0,7.5,2016
Chautauqua County,New York,36,13,122325.0,131748.0,16.2,1119.0,619.0,81.2,0.4396,511.0,43211.0,122325.0,23249.0,131748.0,85500.0,3465.0,11.0,2016
Chaves County,New Mexico,35,5,52656.0,65610.0,13.5,621.0,706.0,75.8,0.4676,929.0,41356.0,52656.0,21015.0,65610.0,102400.0,1152.0,11.1,2016
Cheatham County,Tennessee,47,21,37570.0,39575.0,12.4,215.0,912.0,78.7,0.3928,58.0,53179.0,37570.0,24279.0,39575.0,163700.0,549.0,8.3,2016
Cheboygan County,Michigan,26,31,23858.0,25579.0,23.6,162.0,643.0,84.1,0.4549,519.0,41023.0,23858.0,24220.0,25579.0,113300.0,188.0,7.3,2016
Chelan County,Washington,53,7,67799.0,74761.0,16.2,524.0,792.0,77.8,0.4531,922.0,51845.0,67799.0,26109.0,74761.0,246100.0,370.0,9.3,2016
Chemung County,New York,36,15,77481.0,87742.0,14.8,1083.0,723.0,80.0,0.4519,392.0,49578.0,77481.0,26196.0,87742.0,101800.0,5143.0,9.4,2016
Chenango County,New York,36,17,47440.0,49286.0,17.7,384.0,632.0,80.6,0.4193,136.0,46979.0,47440.0,23805.0,49286.0,93400.0,442.0,8.7,2016
Cherokee County,Alabama,1,19,24156.0,25897.0,18.6,239.0,601.0,81.2,0.4464,152.0,38925.0,24156.0,22544.0,25897.0,112500.0,1209.0,7.6,2016
Cherokee County,Georgia,13,57,200053.0,230629.0,10.8,1654.0,1061.0,76.1,0.413,558.0,72586.0,200053.0,32002.0,230629.0,204400.0,14934.0,8.3,2016
Cherokee County,Iowa,19,35,11431.0,11752.0,19.8,73.0,561.0,80.9,0.4352,56.0,51590.0,11431.0,28783.0,11752.0,86300.0,83.0,8.8,2016
Cherokee County,Kansas,20,21,18749.0,20737.0,16.1,156.0,661.0,78.3,0.4067,665.0,41240.0,18749.0,20371.0,20737.0,74800.0,127.0,7.4,2016
Cherokee County,North Carolina,37,39,25518.0,27226.0,25.3,150.0,678.0,82.8,0.422,398.0,35284.0,25518.0,19285.0,27226.0,140700.0,375.0,6.7,2016
Cherokee County,Oklahoma,40,21,25154.0,48267.0,14.1,364.0,597.0,79.3,0.4551,16468.0,38585.0,25154.0,19627.0,48267.0,108700.0,645.0,15.6,2016
Cherokee County,South Carolina,45,21,42546.0,56274.0,13.7,512.0,646.0,78.3,0.4969,106.0,35719.0,42546.0,19940.0,56274.0,90400.0,11265.0,10.5,2016
Cherokee County,Texas,48,73,40972.0,51257.0,14.8,255.0,660.0,77.2,0.4606,131.0,40769.0,40972.0,19871.0,51257.0,89300.0,7114.0,10.4,2016
Cherry County,Nebraska,31,31,5286.0,5781.0,19.1,1.0,574.0,78.4,0.3971,218.0,53059.0,5286.0,27891.0,5781.0,122300.0,1.0,6.8,2016
Chesapeake City,Virginia,51,550,145131.0,233194.0,10.4,2011.0,1180.0,77.7,0.4048,455.0,69978.0,145131.0,30764.0,233194.0,256500.0,69273.0,9.9,2016
Cheshire County,New Hampshire,33,5,72930.0,76320.0,16.1,874.0,925.0,83.3,0.449,137.0,58359.0,72930.0,30935.0,76320.0,187300.0,530.0,12.7,2016
Chester County,Pennsylvania,42,29,441027.0,512028.0,13.1,3482.0,1222.0,78.5,0.4574,624.0,88995.0,441027.0,44299.0,512028.0,331000.0,29907.0,9.3,2016
Chester County,South Carolina,45,23,19524.0,32435.0,15.2,262.0,595.0,77.8,0.488,113.0,34319.0,19524.0,19858.0,32435.0,89300.0,12181.0,8.8,2016
Chester County,Tennessee,47,23,15027.0,17355.0,15.4,226.0,672.0,79.5,0.4268,7.0,42376.0,15027.0,19987.0,17355.0,107300.0,1573.0,14.2,2016
Chesterfield County,South Carolina,45,25,29214.0,46083.0,13.9,277.0,564.0,79.2,0.4639,283.0,35733.0,29214.0,19088.0,46083.0,79100.0,14868.0,9.3,2016
Chesterfield County,Virginia,51,41,226791.0,331839.0,11.8,2576.0,1137.0,77.4,0.407,814.0,73869.0,226791.0,33848.0,331839.0,218700.0,75210.0,9.4,2016
Cheyenne County,Colorado,8,17,1989.0,2071.0,10.2,16.0,625.0,73.6,0.3962,13.0,54375.0,1989.0,23916.0,2071.0,89200.0,6.0,6.1,2016
Cheyenne County,Kansas,20,23,2502.0,2679.0,24.5,2.0,572.0,79.5,0.3993,0.0,46058.0,2502.0,27608.0,2679.0,84500.0,0.0,8.0,2016
Cheyenne County,Nebraska,31,33,9653.0,10090.0,14.5,75.0,633.0,76.7,0.4138,40.0,54215.0,9653.0,30929.0,10090.0,114300.0,7.0,7.5,2016
Chickasaw County,Iowa,19,37,11946.0,12164.0,17.0,135.0,542.0,79.2,0.4182,30.0,48013.0,11946.0,26915.0,12164.0,103700.0,90.0,8.2,2016
Chickasaw County,Mississippi,28,17,9441.0,17357.0,13.4,84.0,546.0,76.7,0.4996,8.0,31048.0,9441.0,18514.0,17357.0,60000.0,7533.0,10.7,2016
Chicot County,Arkansas,5,17,4778.0,11189.0,15.8,79.0,571.0,79.6,0.5425,47.0,29628.0,4778.0,18853.0,11189.0,59600.0,6070.0,10.1,2016
Childress County,Texas,48,75,5807.0,7059.0,9.9,36.0,741.0,86.0,0.4585,66.0,37125.0,5807.0,18745.0,7059.0,73200.0,505.0,16.7,2016
Chilton County,Alabama,1,21,36740.0,43817.0,14.0,422.0,646.0,77.8,0.4575,134.0,42594.0,36740.0,22045.0,43817.0,99100.0,4418.0,8.0,2016
Chippewa County,Michigan,26,33,27370.0,38330.0,14.0,261.0,620.0,84.6,0.4312,5573.0,42287.0,27370.0,20839.0,38330.0,109700.0,2564.0,11.8,2016
Chippewa County,Minnesota,27,23,11265.0,12126.0,17.4,53.0,576.0,78.2,0.4088,177.0,54041.0,11265.0,27781.0,12126.0,102400.0,65.0,7.5,2016
Chippewa County,Wisconsin,55,17,60255.0,63355.0,14.5,610.0,752.0,79.8,0.4049,130.0,52657.0,60255.0,26299.0,63355.0,152400.0,851.0,7.7,2016
Chisago County,Minnesota,27,25,51690.0,54041.0,12.7,312.0,796.0,79.3,0.3668,218.0,72908.0,51690.0,30455.0,54041.0,195600.0,672.0,8.3,2016
Chittenden County,Vermont,50,7,146371.0,160510.0,11.5,1999.0,1139.0,82.5,0.442,424.0,66414.0,146371.0,34658.0,160510.0,275000.0,4088.0,16.3,2016
Choctaw County,Alabama,1,23,7495.0,13287.0,19.0,99.0,497.0,79.8,0.4799,2.0,32622.0,7495.0,20773.0,13287.0,64600.0,5658.0,8.3,2016
Choctaw County,Mississippi,28,19,5637.0,8320.0,16.9,57.0,545.0,78.7,0.4495,21.0,32953.0,5637.0,18434.0,8320.0,77400.0,2613.0,8.1,2016
Choctaw County,Oklahoma,40,23,9478.0,15051.0,18.6,105.0,538.0,77.3,0.4982,2015.0,30870.0,9478.0,19085.0,15051.0,84200.0,1698.0,7.7,2016
Chouteau County,Montana,30,15,4461.0,5837.0,17.1,18.0,404.0,79.8,0.453,1194.0,38735.0,4461.0,22247.0,5837.0,121900.0,3.0,8.9,2016
Chowan County,North Carolina,37,41,9163.0,14556.0,20.4,60.0,733.0,81.5,0.4541,178.0,41156.0,9163.0,22173.0,14556.0,131500.0,4889.0,6.1,2016
Christian County,Illinois,17,21,32714.0,33888.0,15.7,235.0,624.0,81.3,0.4182,87.0,47417.0,32714.0,23823.0,33888.0,85200.0,524.0,8.6,2016
Christian County,Kentucky,21,47,53122.0,73936.0,8.9,1155.0,763.0,74.7,0.4498,467.0,40253.0,53122.0,19962.0,73936.0,109200.0,15149.0,19.8,2016
Christian County,Missouri,29,43,78504.0,82053.0,13.2,878.0,786.0,75.6,0.4033,538.0,54392.0,78504.0,25342.0,82053.0,148000.0,482.0,7.6,2016
Churchill County,Nevada,32,1,19706.0,24148.0,16.5,209.0,826.0,78.7,0.4209,1179.0,45368.0,19706.0,23951.0,24148.0,157800.0,570.0,9.5,2016
Cibola County,New Mexico,35,6,12008.0,27373.0,12.7,229.0,573.0,78.1,0.4311,10987.0,36160.0,12008.0,16885.0,27373.0,86900.0,263.0,9.6,2016
Cimarron County,Oklahoma,40,25,2004.0,2269.0,20.9,0.0,474.0,80.1,0.4313,19.0,44550.0,2004.0,26309.0,2269.0,57100.0,6.0,6.5,2016
Citrus County,Florida,12,17,131042.0,140453.0,34.7,1186.0,775.0,86.2,0.4555,442.0,39054.0,131042.0,24188.0,140453.0,114300.0,4241.0,6.5,2016
Clackamas County,Oregon,41,5,351391.0,394967.0,14.7,4335.0,1091.0,79.7,0.4443,2895.0,68915.0,351391.0,35506.0,394967.0,319100.0,3604.0,8.4,2016
Claiborne County,Mississippi,28,21,1162.0,9209.0,14.2,78.0,570.0,79.2,0.4934,19.0,25000.0,1162.0,12944.0,9209.0,56200.0,7905.0,20.8,2016
Claiborne County,Tennessee,47,25,30556.0,31701.0,16.9,188.0,540.0,82.0,0.4719,54.0,33428.0,30556.0,19215.0,31701.0,98500.0,335.0,9.6,2016
Claiborne Parish,Louisiana,22,27,7589.0,16452.0,14.1,103.0,653.0,84.8,0.5033,90.0,28927.0,7589.0,16417.0,16452.0,76100.0,8308.0,11.6,2016
Clallam County,Washington,53,9,64423.0,72969.0,25.4,922.0,854.0,84.0,0.4291,3425.0,47180.0,64423.0,26967.0,72969.0,220200.0,775.0,8.2,2016
Clare County,Michigan,26,35,29520.0,30608.0,21.4,259.0,600.0,82.4,0.4471,145.0,34911.0,29520.0,20418.0,30608.0,83300.0,156.0,7.5,2016
Clarendon County,South Carolina,45,27,16600.0,34056.0,18.4,263.0,584.0,81.3,0.4802,55.0,34106.0,16600.0,18765.0,34056.0,87200.0,16595.0,12.4,2016
Clarion County,Pennsylvania,42,31,37669.0,38939.0,16.3,363.0,610.0,82.8,0.4326,52.0,42890.0,37669.0,22451.0,38939.0,108100.0,462.0,13.5,2016
Clark County,Arkansas,5,19,16387.0,22684.0,14.3,323.0,584.0,82.0,0.4654,39.0,35595.0,16387.0,19500.0,22684.0,92700.0,5348.0,22.1,2016
Clark County,Illinois,17,23,15646.0,16089.0,16.2,169.0,640.0,79.4,0.4302,6.0,48693.0,15646.0,25806.0,16089.0,84600.0,72.0,7.9,2016
Clark County,Indiana,18,19,100506.0,113993.0,12.5,1170.0,768.0,78.6,0.4108,138.0,51844.0,100506.0,25693.0,113993.0,129500.0,7917.0,8.3,2016
Clark County,Kansas,20,25,1951.0,2131.0,19.3,2.0,643.0,76.3,0.4123,39.0,42976.0,1951.0,24322.0,2131.0,67300.0,20.0,6.2,2016
Clark County,Kentucky,21,49,33112.0,35706.0,14.9,581.0,695.0,78.5,0.4416,32.0,49069.0,33112.0,25674.0,35706.0,138000.0,1860.0,7.7,2016
Clark County,Missouri,29,45,6689.0,6860.0,17.6,34.0,532.0,79.0,0.4515,25.0,45169.0,6689.0,25149.0,6860.0,85900.0,19.0,7.0,2016
Clark County,Nevada,32,3,1297573.0,2070153.0,12.4,29837.0,1013.0,78.4,0.4522,13297.0,52629.0,1297573.0,26661.0,2070153.0,186700.0,228502.0,9.1,2016
Clark County,Ohio,39,23,117716.0,136175.0,16.2,1974.0,691.0,78.6,0.4423,288.0,44154.0,117716.0,23992.0,136175.0,103200.0,11204.0,9.1,2016
Clark County,South Dakota,46,25,3454.0,3639.0,17.4,21.0,536.0,79.7,0.4346,78.0,48563.0,3454.0,26291.0,3639.0,77000.0,54.0,10.9,2016
Clark County,Washington,53,11,381593.0,450893.0,12.7,5961.0,1022.0,77.1,0.4259,2841.0,62879.0,381593.0,30207.0,450893.0,249400.0,8486.0,8.6,2016
Clark County,Wisconsin,55,19,33301.0,34486.0,14.5,229.0,585.0,73.7,0.4288,97.0,46783.0,33301.0,22560.0,34486.0,115500.0,187.0,8.0,2016
Clarke County,Alabama,1,25,13253.0,24847.0,16.6,312.0,540.0,79.6,0.5259,8.0,32735.0,13253.0,20543.0,24847.0,85900.0,11304.0,9.4,2016
Clarke County,Georgia,13,59,77967.0,122037.0,8.2,1817.0,800.0,83.1,0.5341,254.0,33116.0,77967.0,20195.0,122037.0,152300.0,33245.0,27.6,2016
Clarke County,Iowa,19,39,8757.0,9273.0,15.1,123.0,698.0,76.8,0.399,0.0,46510.0,8757.0,23742.0,9273.0,94900.0,27.0,9.4,2016
Clarke County,Mississippi,28,23,10442.0,16203.0,17.1,134.0,601.0,78.9,0.4436,16.0,36441.0,10442.0,20431.0,16203.0,68200.0,5627.0,8.1,2016
Clarke County,Virginia,51,43,12757.0,14307.0,17.1,123.0,1054.0,80.3,0.4364,58.0,71986.0,12757.0,37630.0,14307.0,333000.0,642.0,6.9,2016
Clatsop County,Oregon,41,7,34102.0,37660.0,18.0,521.0,872.0,82.2,0.4284,265.0,47492.0,34102.0,27071.0,37660.0,245400.0,290.0,8.7,2016
Clay County,Alabama,1,27,11177.0,13483.0,18.3,44.0,441.0,80.4,0.4497,124.0,38815.0,11177.0,21115.0,13483.0,90000.0,1993.0,8.2,2016
Clay County,Arkansas,5,21,14632.0,15202.0,18.9,159.0,513.0,80.5,0.4528,62.0,32404.0,14632.0,19192.0,15202.0,66700.0,76.0,8.4,2016
Clay County,Florida,12,19,163638.0,200346.0,13.2,1272.0,1028.0,77.7,0.4115,310.0,59179.0,163638.0,27159.0,200346.0,157600.0,19765.0,8.9,2016
Clay County,Georgia,13,61,900.0,3068.0,19.4,3.0,413.0,78.5,0.467,0.0,22120.0,900.0,13533.0,3068.0,71400.0,1912.0,6.5,2016
Clay County,Illinois,17,25,13173.0,13466.0,16.5,81.0,515.0,79.4,0.4092,22.0,45984.0,13173.0,23843.0,13466.0,76500.0,84.0,8.4,2016
Clay County,Indiana,18,21,25848.0,26568.0,14.9,115.0,672.0,78.5,0.406,38.0,49735.0,25848.0,22913.0,26568.0,96600.0,64.0,8.2,2016
Clay County,Iowa,19,41,15770.0,16478.0,16.7,197.0,634.0,78.6,0.4362,8.0,48888.0,15770.0,27883.0,16478.0,111600.0,73.0,7.9,2016
Clay County,Kansas,20,27,8042.0,8346.0,20.2,84.0,641.0,78.9,0.4521,49.0,53041.0,8042.0,27715.0,8346.0,99400.0,60.0,6.3,2016
Clay County,Kentucky,21,51,19817.0,21160.0,11.3,64.0,483.0,81.8,0.5069,71.0,22174.0,19817.0,14255.0,21160.0,54500.0,849.0,8.5,2016
Clay County,Minnesota,27,27,56626.0,61402.0,11.3,498.0,747.0,77.9,0.4143,770.0,59614.0,56626.0,27165.0,61402.0,166600.0,1271.0,15.5,2016
Clay County,Mississippi,28,25,8153.0,20147.0,15.2,22.0,666.0,77.4,0.4906,60.0,33142.0,8153.0,19097.0,20147.0,81600.0,11734.0,9.7,2016
Clay County,Missouri,29,47,201570.0,233135.0,11.4,2348.0,851.0,76.9,0.4062,1094.0,63702.0,201570.0,30531.0,233135.0,156600.0,13340.0,8.4,2016
Clay County,Nebraska,31,35,6115.0,6313.0,17.4,45.0,557.0,77.9,0.3924,13.0,51613.0,6115.0,25472.0,6313.0,82100.0,25.0,7.6,2016
Clay County,North Carolina,37,43,10646.0,10730.0,28.0,14.0,673.0,84.4,0.4554,0.0,36296.0,10646.0,23076.0,10730.0,145800.0,45.0,8.1,2016
Clay County,South Dakota,46,27,12676.0,14029.0,10.1,129.0,693.0,84.4,0.522,421.0,38399.0,12676.0,23046.0,14029.0,137500.0,214.0,32.0,2016
Clay County,Tennessee,47,27,7518.0,7769.0,23.0,27.0,507.0,82.4,0.4438,61.0,28147.0,7518.0,16470.0,7769.0,89400.0,111.0,7.8,2016
Clay County,Texas,48,77,9797.0,10367.0,19.7,23.0,634.0,79.9,0.4693,137.0,45341.0,9797.0,26696.0,10367.0,82300.0,89.0,7.8,2016
Clay County,West Virginia,54,15,8850.0,9033.0,18.2,110.0,461.0,79.6,0.4306,48.0,33639.0,8850.0,16980.0,9033.0,77700.0,3.0,7.1,2016
Clayton County,Georgia,13,63,52955.0,270269.0,7.2,3639.0,896.0,72.8,0.4226,607.0,42470.0,52955.0,18728.0,270269.0,86700.0,184017.0,11.0,2016
Clayton County,Iowa,19,43,17377.0,17735.0,19.4,141.0,584.0,80.2,0.4315,40.0,48482.0,17377.0,26960.0,17735.0,111500.0,110.0,7.0,2016
Clear Creek County,Colorado,8,19,8710.0,9238.0,17.8,32.0,808.0,85.6,0.4565,74.0,68250.0,8710.0,42355.0,9238.0,297000.0,105.0,6.9,2016
Clearfield County,Pennsylvania,42,33,77296.0,81170.0,16.1,636.0,596.0,84.0,0.4187,138.0,43361.0,77296.0,21650.0,81170.0,88300.0,2026.0,8.7,2016
Clearwater County,Idaho,16,35,8021.0,8528.0,23.0,25.0,652.0,87.2,0.411,168.0,40266.0,8021.0,21316.0,8528.0,129500.0,18.0,6.7,2016
Clearwater County,Minnesota,27,29,7564.0,8764.0,18.2,33.0,543.0,77.5,0.4545,805.0,44203.0,7564.0,23777.0,8764.0,116500.0,29.0,7.5,2016
Cleburne County,Alabama,1,29,14176.0,14991.0,16.3,83.0,582.0,77.2,0.4441,21.0,36316.0,14176.0,19791.0,14991.0,108100.0,354.0,7.5,2016
Cleburne County,Arkansas,5,23,24850.0,25587.0,24.2,267.0,679.0,82.1,0.4727,103.0,41717.0,24850.0,25078.0,25587.0,126100.0,143.0,7.5,2016
Clermont County,Ohio,39,25,191898.0,201092.0,12.7,1527.0,774.0,77.8,0.436,391.0,61265.0,191898.0,30060.0,201092.0,159100.0,2682.0,8.4,2016
Cleveland County,Arkansas,5,25,7299.0,8421.0,17.0,38.0,651.0,79.0,0.4317,19.0,42429.0,7299.0,21485.0,8421.0,84000.0,885.0,8.6,2016
Cleveland County,North Carolina,37,45,73303.0,97113.0,15.3,1208.0,662.0,79.3,0.4628,221.0,39134.0,73303.0,20677.0,97113.0,108100.0,20151.0,10.0,2016
Cleveland County,Oklahoma,40,27,214323.0,271818.0,10.5,3040.0,848.0,79.4,0.4298,10342.0,58488.0,214323.0,28378.0,271818.0,150400.0,12299.0,15.2,2016
Clinch County,Georgia,13,65,4570.0,6814.0,14.7,43.0,456.0,72.4,0.5458,42.0,24848.0,4570.0,16912.0,6814.0,65400.0,1826.0,6.4,2016
Clinton County,Illinois,17,27,35539.0,37858.0,13.4,146.0,751.0,81.3,0.4105,96.0,63929.0,35539.0,29512.0,37858.0,141200.0,1283.0,8.6,2016
Clinton County,Indiana,18,23,30571.0,32692.0,13.6,306.0,688.0,75.6,0.3974,55.0,50096.0,30571.0,23260.0,32692.0,98700.0,357.0,8.5,2016
Clinton County,Iowa,19,45,45020.0,47972.0,16.5,424.0,641.0,79.0,0.4341,125.0,50067.0,45020.0,27116.0,47972.0,110900.0,1284.0,8.1,2016
Clinton County,Kentucky,21,53,9966.0,10172.0,16.4,48.0,534.0,78.5,0.4894,0.0,29872.0,9966.0,18444.0,10172.0,65900.0,72.0,7.5,2016
Clinton County,Michigan,26,37,72543.0,77245.0,14.5,498.0,778.0,79.5,0.4311,131.0,62646.0,72543.0,31170.0,77245.0,160000.0,1173.0,9.8,2016
Clinton County,Missouri,29,49,19482.0,20494.0,16.3,121.0,772.0,78.4,0.3818,134.0,57486.0,19482.0,26551.0,20494.0,138400.0,351.0,7.7,2016
Clinton County,New York,36,19,74418.0,81505.0,13.3,814.0,748.0,83.8,0.4358,163.0,50502.0,74418.0,25024.0,81505.0,127500.0,3482.0,13.5,2016
Clinton County,Ohio,39,27,39547.0,41854.0,13.9,540.0,696.0,77.7,0.4287,56.0,48675.0,39547.0,23612.0,41854.0,121700.0,994.0,9.9,2016
Clinton County,Pennsylvania,42,35,38030.0,39536.0,15.8,315.0,675.0,81.4,0.4117,54.0,47163.0,38030.0,22084.0,39536.0,119500.0,645.0,15.7,2016
Cloud County,Kansas,20,29,8828.0,9302.0,17.3,55.0,612.0,79.6,0.4215,28.0,40947.0,8828.0,24677.0,9302.0,72500.0,71.0,11.9,2016
Coahoma County,Mississippi,28,27,5460.0,24804.0,11.8,301.0,573.0,73.9,0.5119,9.0,28217.0,5460.0,16066.0,24804.0,62500.0,19158.0,11.6,2016
Coal County,Oklahoma,40,29,4078.0,5755.0,17.7,58.0,585.0,76.7,0.5067,781.0,39231.0,4078.0,23716.0,5755.0,85200.0,24.0,9.2,2016
Cobb County,Georgia,13,67,441994.0,728388.0,9.5,8353.0,1046.0,77.1,0.4534,1494.0,68818.0,441994.0,34891.0,728388.0,205600.0,194744.0,9.7,2016
Cochise County,Arizona,4,3,106136.0,128177.0,18.6,1323.0,790.0,79.9,0.4529,1496.0,45383.0,106136.0,23757.0,128177.0,140700.0,5076.0,9.8,2016
Cochran County,Texas,48,79,2613.0,2955.0,13.1,7.0,453.0,74.1,0.4967,6.0,38625.0,2613.0,20408.0,2955.0,33000.0,99.0,9.7,2016
Cocke County,Tennessee,47,29,33550.0,35256.0,18.4,329.0,562.0,80.3,0.4754,191.0,31081.0,33550.0,18959.0,35256.0,100100.0,587.0,8.0,2016
Coconino County,Arizona,4,5,87335.0,138064.0,10.4,1620.0,1025.0,80.1,0.4767,37054.0,51106.0,87335.0,24711.0,138064.0,231300.0,2136.0,19.0,2016
Codington County,South Dakota,46,29,26378.0,27886.0,13.5,294.0,652.0,77.2,0.4218,592.0,50133.0,26378.0,27294.0,27886.0,159300.0,78.0,9.0,2016
Coffee County,Alabama,1,31,38945.0,50991.0,14.0,422.0,701.0,78.3,0.4485,421.0,47872.0,38945.0,25325.0,50991.0,142800.0,8766.0,8.5,2016
Coffee County,Georgia,13,69,28964.0,43042.0,10.7,328.0,550.0,78.2,0.5031,49.0,34536.0,28964.0,18060.0,43042.0,84400.0,12104.0,11.4,2016
Coffee County,Tennessee,47,31,48936.0,53808.0,15.0,477.0,680.0,77.8,0.4407,249.0,45456.0,48936.0,23404.0,53808.0,116500.0,1163.0,8.6,2016
