County,State,State_FIPS,County_FIPS,disability_rate,high_school_and_above_percentage,median_gross_rent,age_15_to_44_percentage,white_population,total_population,age_60_and_over,poverty_rate,housing_cost_burden,median_household_income,gini_index,native_american_population,health_insurance_rate,unemployment_rate,total_population_race,median_home_value,black_population,age_18_and_under_percentage,asian_population,per_capita_income,Year
Scurry County,Texas,48,415,14.6,12.3,696.0,78.8,14641.0,17108.0,11.4,12.7,117.0,50829.0,0.4459,168.0,18.5,3.3,17108.0,88800.0,700.0,10.0,14641.0,23967.0,2014
Searcy County,Arkansas,5,129,23.5,10.3,421.0,79.3,7721.0,8036.0,20.1,23.3,39.0,33610.0,0.4383,75.0,20.7,6.8,8036.0,85400.0,26.0,6.7,7721.0,17590.0,2014
Sebastian County,Arkansas,5,131,17.3,20.6,635.0,76.8,104542.0,126801.0,11.8,22.5,1475.0,39208.0,0.4991,1551.0,17.8,6.8,126801.0,113800.0,7710.0,9.7,104542.0,23768.0,2014
Sedgwick County,Colorado,8,115,14.3,18.2,559.0,84.6,2159.0,2365.0,20.8,15.6,25.0,43864.0,0.4201,11.0,12.7,8.0,2365.0,84500.0,10.0,9.1,2159.0,22124.0,2014
Sedgwick County,Kansas,20,173,12.0,29.2,725.0,75.3,399555.0,503788.0,10.6,15.1,5394.0,50326.0,0.4468,4247.0,13.7,8.0,503788.0,125400.0,46296.0,9.9,399555.0,25897.0,2014
Seminole County,Florida,12,117,10.4,36.4,1059.0,79.8,345365.0,432135.0,11.8,11.6,4108.0,57875.0,0.453,733.0,16.6,10.3,432135.0,175100.0,49538.0,10.2,345365.0,28870.0,2014
Seminole County,Georgia,13,253,16.3,13.9,637.0,78.4,5642.0,8804.0,18.5,22.6,18.0,34894.0,0.4595,0.0,20.4,8.9,8804.0,76300.0,2969.0,7.5,5642.0,18939.0,2014
Seminole County,Oklahoma,40,133,20.8,11.6,537.0,76.6,17402.0,25460.0,15.4,23.1,147.0,35607.0,0.4603,4552.0,22.6,8.5,25460.0,70500.0,1270.0,9.3,17402.0,18797.0,2014
Seneca County,New York,36,99,15.1,17.2,692.0,82.4,32529.0,35232.0,14.3,13.0,286.0,48932.0,0.4171,131.0,11.1,6.3,35232.0,95400.0,1688.0,10.3,32529.0,23823.0,2014
Seneca County,Ohio,39,147,13.8,13.5,635.0,78.8,52822.0,56100.0,13.0,17.1,474.0,44947.0,0.419,111.0,9.7,9.7,56100.0,97200.0,1320.0,11.8,52822.0,22552.0,2014
Sequatchie County,Tennessee,47,153,20.2,12.1,630.0,78.9,12895.0,14431.0,17.2,18.6,117.0,42182.0,0.4476,179.0,11.7,10.2,14431.0,134100.0,25.0,8.1,12895.0,22300.0,2014
Sequoyah County,Oklahoma,40,135,23.8,11.6,618.0,78.1,27523.0,41720.0,15.2,23.4,440.0,37483.0,0.4324,6141.0,24.0,10.3,41720.0,88000.0,869.0,8.4,27523.0,18639.0,2014
Sevier County,Arkansas,5,133,14.1,6.8,534.0,72.5,11255.0,17250.0,10.8,22.6,176.0,36218.0,0.4064,262.0,22.6,11.6,17250.0,68200.0,817.0,9.3,11255.0,16266.0,2014
Sevier County,Tennessee,47,155,17.6,15.3,724.0,79.4,87763.0,92561.0,15.3,15.4,899.0,42499.0,0.4337,213.0,21.2,9.0,92561.0,158000.0,739.0,9.0,87763.0,22125.0,2014
Sevier County,Utah,49,41,11.8,18.8,709.0,71.7,19774.0,20812.0,14.3,14.7,61.0,46327.0,0.4007,202.0,18.0,6.4,20812.0,148300.0,112.0,9.0,19774.0,19121.0,2014
Seward County,Kansas,20,175,7.9,11.6,661.0,71.9,13869.0,23319.0,7.9,18.3,233.0,48621.0,0.3957,185.0,19.3,8.5,23319.0,88900.0,1091.0,12.4,13869.0,19872.0,2014
Seward County,Nebraska,31,159,10.4,26.4,655.0,79.2,16400.0,16939.0,14.1,9.0,99.0,59503.0,0.4091,17.0,6.3,4.3,16939.0,142700.0,87.0,15.0,16400.0,27579.0,2014
Shackelford County,Texas,48,417,14.1,24.1,575.0,78.8,3116.0,3359.0,16.7,17.1,21.0,50857.0,0.4697,1.0,20.7,4.7,3359.0,72300.0,46.0,9.6,3116.0,25602.0,2014
Shannon County,Missouri,29,203,19.1,12.1,512.0,78.3,8013.0,8360.0,16.9,23.1,42.0,33583.0,0.4464,203.0,17.0,10.0,8360.0,84200.0,28.0,7.6,8013.0,18931.0,2014
Shannon County,South Dakota,46,113,12.0,9.7,431.0,65.6,617.0,14005.0,5.4,52.6,75.0,26383.0,0.5059,13250.0,40.2,27.1,14005.0,20000.0,18.0,13.1,617.0,9226.0,2014
Sharkey County,Mississippi,28,125,22.0,11.6,519.0,75.0,1397.0,4898.0,13.3,32.2,106.0,30688.0,0.4077,0.0,22.4,22.4,4898.0,59100.0,3470.0,10.4,1397.0,15600.0,2014
Sharp County,Arkansas,5,135,19.7,10.6,581.0,81.8,16417.0,17117.0,23.6,23.4,219.0,30826.0,0.4103,78.0,17.8,10.4,17117.0,73600.0,57.0,7.1,16417.0,16906.0,2014
Shasta County,California,6,89,18.2,19.8,932.0,80.1,155559.0,178520.0,16.8,18.0,2063.0,44556.0,0.4464,4214.0,15.1,12.2,178520.0,213700.0,1759.0,9.2,155559.0,23763.0,2014
Shawano County,Wisconsin,55,115,11.5,13.1,616.0,80.2,37193.0,41697.0,17.5,11.6,308.0,46903.0,0.4092,3115.0,9.7,6.9,41697.0,130600.0,147.0,7.5,37193.0,23843.0,2014
Shawnee County,Kansas,20,177,14.5,28.5,727.0,76.9,146429.0,178600.0,13.5,16.3,2135.0,49695.0,0.4468,1584.0,12.0,7.2,178600.0,120100.0,14338.0,8.9,146429.0,26682.0,2014
Sheboygan County,Wisconsin,55,117,10.4,22.2,660.0,79.0,104283.0,115168.0,13.4,9.3,1266.0,53029.0,0.4036,319.0,7.6,6.8,115168.0,150800.0,1720.0,8.4,104283.0,26580.0,2014
Shelby County,Alabama,1,117,11.4,42.0,948.0,76.9,164508.0,201168.0,10.8,8.6,1199.0,69723.0,0.4253,590.0,9.6,6.2,201168.0,192200.0,23050.0,8.2,164508.0,33135.0,2014
Shelby County,Illinois,17,173,14.7,14.9,622.0,80.4,21902.0,22216.0,18.0,11.5,110.0,47411.0,0.3872,57.0,8.4,6.9,22216.0,86100.0,86.0,7.7,21902.0,23279.0,2014
Shelby County,Indiana,18,145,12.5,13.9,718.0,78.7,41793.0,44428.0,13.1,12.2,418.0,52341.0,0.38,138.0,14.5,9.1,44428.0,122600.0,507.0,8.3,41793.0,24200.0,2014
Shelby County,Iowa,19,165,15.1,15.4,636.0,79.6,11621.0,12034.0,19.5,11.7,118.0,49599.0,0.4338,16.0,7.4,3.4,12034.0,106500.0,10.0,6.8,11621.0,27178.0,2014
Shelby County,Kentucky,21,211,12.1,26.1,772.0,76.6,37680.0,43581.0,12.2,12.4,425.0,57890.0,0.4189,18.0,14.1,7.5,43581.0,170300.0,3204.0,9.0,37680.0,27152.0,2014
Shelby County,Missouri,29,205,17.1,12.7,443.0,78.4,6102.0,6218.0,16.9,16.4,39.0,38935.0,0.415,5.0,14.3,7.1,6218.0,72000.0,82.0,6.4,6102.0,20256.0,2014
Shelby County,Ohio,39,149,11.6,14.4,688.0,75.5,46578.0,49165.0,12.1,11.4,444.0,51266.0,0.4262,132.0,8.6,6.9,49165.0,126000.0,1191.0,7.9,46578.0,25603.0,2014
Shelby County,Tennessee,47,157,12.6,29.3,861.0,75.7,378933.0,936130.0,9.2,21.3,11766.0,46213.0,0.4993,2011.0,15.4,11.3,936130.0,131700.0,491453.0,10.8,378933.0,25913.0,2014
Shelby County,Texas,48,419,16.0,12.1,575.0,76.5,20425.0,25698.0,14.2,23.1,192.0,36250.0,0.4854,21.0,26.2,6.3,25698.0,68300.0,4476.0,9.7,20425.0,21084.0,2014
Shenandoah County,Virginia,51,171,13.2,18.6,782.0,80.2,40054.0,42545.0,17.5,12.8,232.0,47936.0,0.4123,40.0,13.3,5.7,42545.0,201200.0,921.0,7.4,40054.0,24967.0,2014
Sherburne County,Minnesota,27,141,8.6,23.3,928.0,74.9,84576.0,89770.0,8.1,7.8,505.0,73621.0,0.3734,484.0,6.5,6.2,89770.0,188600.0,1809.0,8.8,84576.0,29440.0,2014
Sheridan County,Kansas,20,179,13.9,20.9,464.0,75.4,2436.0,2540.0,18.9,8.5,30.0,48750.0,0.3994,44.0,9.8,2.2,2540.0,85100.0,8.0,7.2,2436.0,27102.0,2014
Sheridan County,Montana,30,91,14.9,17.9,607.0,79.7,3274.0,3510.0,19.2,11.4,8.0,47348.0,0.4679,38.0,8.8,3.0,3510.0,121700.0,4.0,6.5,3274.0,31642.0,2014
Sheridan County,Nebraska,31,161,13.6,22.4,553.0,78.5,4589.0,5342.0,21.8,17.2,49.0,40489.0,0.4187,441.0,16.7,2.2,5342.0,67600.0,24.0,5.9,4589.0,22665.0,2014
Sheridan County,North Dakota,38,83,16.5,18.8,397.0,86.2,1296.0,1320.0,25.0,10.6,7.0,50395.0,0.474,3.0,8.5,2.4,1320.0,59100.0,9.0,2.7,1296.0,33010.0,2014
Sheridan County,Wyoming,56,33,12.9,30.2,757.0,79.5,27655.0,29578.0,16.0,8.4,250.0,56015.0,0.4121,436.0,12.4,3.9,29578.0,219400.0,230.0,8.2,27655.0,29656.0,2014
Sherman County,Kansas,20,181,17.5,17.3,662.0,81.1,5667.0,6078.0,16.2,18.5,29.0,38528.0,0.4024,0.0,16.0,6.4,6078.0,71600.0,130.0,11.4,5667.0,20944.0,2014
Sherman County,Nebraska,31,163,16.6,12.4,594.0,80.0,3068.0,3120.0,22.0,11.9,22.0,46301.0,0.3871,7.0,7.6,3.5,3120.0,83900.0,34.0,5.9,3068.0,24505.0,2014
Sherman County,Oregon,41,55,19.9,17.9,734.0,82.8,1659.0,1790.0,21.6,19.4,17.0,39960.0,0.4908,34.0,16.9,6.9,1790.0,139900.0,6.0,8.3,1659.0,27427.0,2014
Sherman County,Texas,48,421,16.0,18.8,624.0,76.0,2790.0,3060.0,12.9,16.0,7.0,49219.0,0.4414,17.0,24.7,6.9,3060.0,77400.0,4.0,7.3,2790.0,23728.0,2014
Shiawassee County,Michigan,26,155,15.3,12.9,675.0,79.4,67486.0,69553.0,13.7,15.5,442.0,47723.0,0.4121,281.0,11.4,11.5,69553.0,104700.0,404.0,9.1,67486.0,23206.0,2014
Shoshone County,Idaho,16,79,19.6,14.6,604.0,82.9,12096.0,12629.0,19.2,17.8,131.0,38006.0,0.4157,122.0,18.6,11.3,12629.0,117500.0,44.0,7.1,12096.0,20803.0,2014
Sibley County,Minnesota,27,143,10.8,12.7,616.0,77.5,14648.0,15096.0,14.6,10.8,116.0,56317.0,0.393,25.0,6.7,6.4,15096.0,132000.0,47.0,7.4,14648.0,26709.0,2014
Sierra County,California,6,91,15.9,17.2,1010.0,85.1,2793.0,3019.0,22.6,16.3,65.0,43107.0,0.4618,21.0,19.1,7.0,3019.0,195700.0,4.0,5.8,2793.0,28030.0,2014
Sierra County,New Mexico,35,51,26.4,19.8,576.0,87.1,10777.0,11774.0,34.1,17.7,75.0,28855.0,0.4249,252.0,19.7,6.4,11774.0,91100.0,26.0,6.9,10777.0,18589.0,2014
Silver Bow County,Montana,30,93,16.2,23.5,595.0,81.1,32736.0,34462.0,14.3,20.8,238.0,37503.0,0.4657,576.0,16.8,7.2,34462.0,122100.0,147.0,12.7,32736.0,23698.0,2014
Simpson County,Kentucky,21,213,14.5,14.4,650.0,78.4,15137.0,17551.0,12.2,19.6,141.0,39055.0,0.4048,113.0,15.8,8.6,17551.0,116800.0,1685.0,9.4,15137.0,18840.0,2014
Simpson County,Mississippi,28,127,16.6,12.0,604.0,76.0,17245.0,27425.0,13.0,24.1,158.0,36097.0,0.4651,80.0,18.4,10.9,27425.0,76900.0,9580.0,9.5,17245.0,18728.0,2014
Sioux County,Iowa,19,167,6.7,25.4,607.0,75.8,31754.0,34261.0,12.2,8.5,88.0,59272.0,0.4035,71.0,8.0,1.9,34261.0,137500.0,149.0,14.2,31754.0,25343.0,2014
Sioux County,Nebraska,31,165,11.0,23.8,475.0,80.4,1238.0,1279.0,20.4,10.9,0.0,40625.0,0.4796,0.0,11.6,1.6,1279.0,86600.0,0.0,6.3,1238.0,27669.0,2014
Sioux County,North Dakota,38,85,10.8,12.5,463.0,65.2,590.0,4317.0,6.4,36.4,13.0,40152.0,0.5345,3551.0,31.6,21.7,4317.0,60900.0,1.0,11.4,590.0,16287.0,2014
Siskiyou County,California,6,93,19.8,24.4,799.0,81.5,38114.0,44261.0,20.6,22.7,570.0,37495.0,0.4535,1326.0,14.2,14.4,44261.0,185400.0,574.0,8.0,38114.0,22482.0,2014
Sitka City and Borough,Alaska,2,220,10.3,28.9,1101.0,79.0,5897.0,8957.0,10.9,8.0,72.0,69635.0,0.3862,1415.0,19.7,4.6,8957.0,335800.0,89.0,7.9,5897.0,33920.0,2014
Skagit County,Washington,53,57,14.0,25.6,961.0,79.2,102704.0,118364.0,16.3,14.9,1709.0,54917.0,0.4284,1859.0,14.7,8.9,118364.0,254900.0,761.0,8.7,102704.0,27598.0,2014
Skagway Municipality,Alaska,2,230,5.7,34.3,1038.0,85.6,792.0,996.0,8.9,4.5,10.0,72868.0,0.3761,33.0,23.8,5.5,996.0,323100.0,0.0,7.1,792.0,40986.0,2014
Skamania County,Washington,53,59,16.2,20.5,708.0,81.2,10488.0,11194.0,15.8,13.6,89.0,50986.0,0.4681,232.0,13.4,10.5,11194.0,237500.0,63.0,7.4,10488.0,28705.0,2014
Smith County,Kansas,20,183,17.3,17.3,405.0,84.1,3652.0,3779.0,23.9,18.4,16.0,42174.0,0.4842,0.0,8.2,4.9,3779.0,65400.0,20.0,8.2,3652.0,26964.0,2014
Smith County,Mississippi,28,129,19.9,10.5,594.0,76.4,12206.0,16344.0,14.7,22.7,16.0,37356.0,0.492,0.0,13.4,4.8,16344.0,76800.0,4051.0,9.4,12206.0,21173.0,2014
Smith County,Tennessee,47,159,17.4,9.1,563.0,77.5,18198.0,19092.0,13.2,15.9,135.0,43988.0,0.4355,106.0,11.9,7.5,19092.0,113800.0,383.0,8.0,18198.0,21354.0,2014
Smith County,Texas,48,423,13.4,25.6,841.0,76.2,164419.0,214735.0,13.3,16.9,2393.0,46669.0,0.4676,734.0,20.9,7.7,214735.0,126400.0,38497.0,10.7,164419.0,24924.0,2014
Smyth County,Virginia,51,173,20.4,14.3,570.0,80.3,30699.0,31876.0,16.9,19.3,253.0,37880.0,0.4693,17.0,13.1,7.6,31876.0,91200.0,663.0,8.3,30699.0,22010.0,2014
Snohomish County,Washington,53,61,11.3,29.8,1128.0,78.7,583890.0,735351.0,9.8,10.3,8698.0,69443.0,0.4037,8374.0,12.2,8.7,735351.0,287500.0,19147.0,9.2,583890.0,31782.0,2014
Snyder County,Pennsylvania,42,109,12.1,16.4,689.0,79.4,38706.0,39922.0,14.1,11.0,277.0,48718.0,0.432,25.0,14.4,5.6,39922.0,139400.0,360.0,12.2,38706.0,23886.0,2014
Socorro County,New Mexico,35,53,26.9,20.2,580.0,75.0,13872.0,17608.0,14.5,25.1,95.0,33570.0,0.5073,2215.0,16.1,7.6,17608.0,112500.0,163.0,13.3,13872.0,17969.0,2014
Solano County,California,6,95,11.1,22.9,1290.0,78.7,226669.0,421624.0,10.9,13.1,5274.0,67341.0,0.4194,2340.0,12.1,12.1,421624.0,263600.0,59510.0,10.5,226669.0,29132.0,2014
Somerset County,Maine,23,25,17.8,14.6,674.0,81.4,50216.0,51762.0,16.6,17.1,263.0,39792.0,0.4308,232.0,12.1,9.6,51762.0,110500.0,197.0,7.3,50216.0,21765.0,2014
Somerset County,Maryland,24,39,15.8,10.8,716.0,86.4,13855.0,26197.0,12.2,23.7,144.0,36716.0,0.4491,55.0,12.3,9.0,26197.0,149700.0,10904.0,18.3,13855.0,16471.0,2014
Somerset County,New Jersey,34,35,7.6,54.4,1420.0,77.9,227182.0,328704.0,11.5,5.1,1806.0,100903.0,0.4513,448.0,8.5,6.5,328704.0,396500.0,29273.0,7.7,227182.0,48646.0,2014
Somerset County,Pennsylvania,42,111,16.3,14.1,572.0,84.2,73765.0,77011.0,16.6,12.7,485.0,44255.0,0.4198,118.0,9.8,7.5,77011.0,97400.0,1924.0,8.2,73765.0,22618.0,2014
Somervell County,Texas,48,425,11.8,27.6,835.0,78.0,7824.0,8575.0,15.7,11.8,76.0,51190.0,0.4398,40.0,21.3,2.2,8575.0,141300.0,144.0,6.9,7824.0,26708.0,2014
Sonoma County,California,6,97,11.2,31.5,1302.0,80.4,387044.0,491790.0,13.5,12.3,7048.0,63799.0,0.451,6119.0,13.3,9.6,491790.0,414500.0,7490.0,9.7,387044.0,33361.0,2014
Southampton County,Virginia,51,175,16.0,12.9,734.0,83.0,11196.0,18364.0,15.2,14.5,159.0,49690.0,0.4202,49.0,14.0,6.6,18364.0,159200.0,6670.0,7.9,11196.0,23414.0,2014
Southeast Fairbanks Census Area,Alaska,2,240,14.7,22.1,1165.0,77.3,5675.0,7044.0,10.4,13.6,52.0,65481.0,0.3944,787.0,23.4,8.4,7044.0,203500.0,75.0,9.6,5675.0,30402.0,2014
Spalding County,Georgia,13,255,16.2,14.5,785.0,75.9,40434.0,63946.0,12.9,22.6,680.0,40243.0,0.4629,253.0,18.2,13.4,63946.0,114600.0,20973.0,9.5,40434.0,19656.0,2014
Spartanburg County,South Carolina,45,83,15.5,21.8,700.0,77.5,210995.0,288728.0,12.6,18.3,2728.0,43555.0,0.4476,575.0,16.8,10.3,288728.0,123200.0,59639.0,10.0,210995.0,22330.0,2014
Spencer County,Indiana,18,147,13.6,15.2,588.0,80.1,20050.0,20893.0,15.3,11.8,98.0,53073.0,0.3881,62.0,9.7,7.5,20893.0,112700.0,146.0,7.4,20050.0,24346.0,2014
Spencer County,Kentucky,21,215,14.1,17.0,616.0,78.0,16720.0,17419.0,11.4,6.9,76.0,65149.0,0.3469,50.0,8.0,6.8,17419.0,174600.0,309.0,7.8,16720.0,26564.0,2014
Spink County,South Dakota,46,115,16.8,20.1,510.0,77.7,6359.0,6552.0,17.2,11.9,25.0,49627.0,0.4748,99.0,7.6,1.1,6552.0,68100.0,16.0,8.0,6359.0,27971.0,2014
Spokane County,Washington,53,63,14.4,29.1,780.0,79.0,425316.0,476950.0,12.4,15.6,6315.0,50432.0,0.4453,6680.0,12.3,9.0,476950.0,182000.0,9300.0,11.2,425316.0,26125.0,2014
Spotsylvania County,Virginia,51,177,10.8,29.4,1322.0,76.1,93660.0,126200.0,9.8,8.1,803.0,78505.0,0.3862,357.0,11.9,6.5,126200.0,245600.0,20006.0,9.1,93660.0,31842.0,2014
Stafford County,Kansas,20,185,14.7,15.9,552.0,76.6,4141.0,4363.0,18.7,15.0,15.0,44180.0,0.4071,27.0,12.6,2.5,4363.0,58500.0,38.0,6.1,4141.0,24169.0,2014
Stafford County,Virginia,51,179,7.6,40.1,1447.0,75.6,94428.0,134672.0,7.3,5.4,1002.0,98721.0,0.3688,665.0,8.7,5.9,134672.0,300000.0,23169.0,11.3,94428.0,37237.0,2014
Stanislaus County,California,6,99,13.3,15.7,993.0,74.5,396628.0,522794.0,10.0,20.3,6097.0,49573.0,0.4493,4251.0,16.5,16.3,522794.0,175400.0,14456.0,10.7,396628.0,21729.0,2014
Stanley County,South Dakota,46,117,8.7,26.6,641.0,78.8,2619.0,2984.0,16.1,10.1,20.0,57930.0,0.4435,286.0,12.0,2.1,2984.0,131300.0,0.0,9.8,2619.0,30188.0,2014
Stanly County,North Carolina,37,167,16.7,14.4,645.0,79.3,51218.0,60553.0,14.6,16.6,612.0,42010.0,0.418,217.0,14.2,13.7,60553.0,128000.0,6745.0,10.0,51218.0,20880.0,2014
Stanton County,Kansas,20,187,10.6,19.2,560.0,77.5,1520.0,2187.0,14.3,7.1,10.0,42146.0,0.4029,9.0,13.2,2.5,2187.0,79200.0,21.0,7.9,1520.0,22623.0,2014
Stanton County,Nebraska,31,167,12.4,14.7,651.0,73.4,5963.0,6112.0,13.2,10.3,5.0,53532.0,0.4496,20.0,11.2,2.6,6112.0,101200.0,29.0,7.3,5963.0,28682.0,2014
Stark County,Illinois,17,175,16.6,17.9,600.0,80.2,5740.0,5888.0,20.2,9.9,20.0,52956.0,0.4152,0.0,9.4,7.9,5888.0,87800.0,24.0,7.3,5740.0,27104.0,2014
Stark County,North Dakota,38,89,10.0,22.2,748.0,79.8,25180.0,27038.0,12.0,7.6,156.0,70243.0,0.4143,322.0,9.0,2.7,27038.0,182200.0,294.0,11.5,25180.0,33396.0,2014
Stark County,Ohio,39,151,13.4,22.2,679.0,79.3,333037.0,375090.0,14.9,15.0,4082.0,46290.0,0.4412,479.0,10.3,9.6,375090.0,121700.0,26616.0,9.2,333037.0,24821.0,2014
Starke County,Indiana,18,149,17.4,11.2,672.0,79.3,22283.0,23215.0,15.3,18.2,118.0,40357.0,0.4163,23.0,13.2,13.8,23215.0,96400.0,109.0,8.4,22283.0,20292.0,2014
Starr County,Texas,48,427,19.6,8.1,500.0,69.5,58732.0,62040.0,9.8,38.9,376.0,25906.0,0.4887,71.0,38.9,12.8,62040.0,65400.0,26.0,11.8,58732.0,11935.0,2014
Staunton City,Virginia,51,790,16.4,31.1,742.0,79.9,20171.0,24132.0,17.9,18.2,170.0,39982.0,0.4713,17.0,14.3,6.4,24132.0,167700.0,2811.0,7.2,20171.0,25255.0,2014
Stearns County,Minnesota,27,145,10.1,23.7,730.0,79.4,138837.0,151728.0,11.6,13.4,1367.0,55455.0,0.4199,583.0,7.2,6.3,151728.0,166300.0,5373.0,15.9,138837.0,26502.0,2014
Steele County,Minnesota,27,147,10.8,25.8,713.0,76.9,33620.0,36472.0,13.2,11.0,214.0,55764.0,0.4174,30.0,5.8,6.5,36472.0,150600.0,881.0,8.1,33620.0,27596.0,2014
Steele County,North Dakota,38,91,12.2,15.2,445.0,84.7,1971.0,1982.0,20.2,6.6,19.0,53438.0,0.4471,0.0,9.8,3.3,1982.0,77100.0,0.0,6.7,1971.0,33619.0,2014
Stephens County,Georgia,13,257,18.9,16.0,591.0,77.7,21666.0,25741.0,16.1,19.3,138.0,40103.0,0.4449,64.0,17.9,11.4,25741.0,99500.0,3128.0,11.6,21666.0,19624.0,2014
Stephens County,Oklahoma,40,137,18.9,19.1,634.0,77.8,38034.0,44900.0,15.8,15.1,301.0,43519.0,0.4508,2759.0,16.3,7.5,44900.0,95100.0,1114.0,8.8,38034.0,23577.0,2014
Stephens County,Texas,48,429,15.5,14.7,526.0,78.9,8308.0,9485.0,16.3,19.9,71.0,43082.0,0.4395,50.0,24.8,4.4,9485.0,76700.0,238.0,14.1,8308.0,21145.0,2014
Stephenson County,Illinois,17,177,14.6,17.8,608.0,79.5,40606.0,47053.0,17.6,15.5,678.0,44631.0,0.4241,48.0,8.8,11.4,47053.0,100300.0,4413.0,8.1,40606.0,23686.0,2014
Sterling County,Texas,48,431,11.6,29.7,661.0,71.1,1313.0,1360.0,8.7,20.4,0.0,50509.0,0.4192,0.0,27.9,0.3,1360.0,74400.0,3.0,9.8,1313.0,19762.0,2014
Steuben County,Indiana,18,151,13.6,20.0,650.0,81.5,31736.0,34190.0,14.6,11.3,315.0,48750.0,0.4057,94.0,12.6,8.7,34190.0,124300.0,235.0,12.2,31736.0,24345.0,2014
Steuben County,New York,36,101,15.6,19.5,664.0,79.7,94036.0,98917.0,15.1,15.9,772.0,47733.0,0.4374,142.0,10.8,8.6,98917.0,89800.0,1683.0,8.6,94036.0,25696.0,2014
Stevens County,Kansas,20,189,10.6,11.9,674.0,72.6,4443.0,5744.0,11.1,13.0,17.0,57614.0,0.4438,40.0,15.5,3.0,5744.0,88600.0,22.0,4.2,4443.0,25126.0,2014
Stevens County,Minnesota,27,149,11.2,24.7,536.0,80.7,9017.0,9748.0,14.1,17.2,78.0,51181.0,0.499,146.0,4.5,4.4,9748.0,134900.0,65.0,20.4,9017.0,27693.0,2014
Stevens County,Washington,53,65,18.8,18.0,670.0,79.4,39016.0,43541.0,18.8,17.6,438.0,42111.0,0.4104,1959.0,14.4,10.1,43541.0,171900.0,214.0,6.8,39016.0,22035.0,2014
Stewart County,Georgia,13,259,24.6,5.0,486.0,88.4,1767.0,5900.0,10.1,35.0,46.0,21880.0,0.4647,5.0,26.8,21.2,5900.0,46100.0,3197.0,14.8,1767.0,13354.0,2014
Stewart County,Tennessee,47,161,20.2,13.8,615.0,80.0,12504.0,13311.0,16.7,19.1,107.0,41089.0,0.4313,164.0,13.5,13.0,13311.0,120500.0,257.0,8.3,12504.0,21598.0,2014
Stillwater County,Montana,30,95,13.6,21.6,675.0,81.2,8872.0,9214.0,18.6,7.3,31.0,58326.0,0.4086,40.0,10.4,4.2,9214.0,189200.0,32.0,6.6,8872.0,29298.0,2014
Stoddard County,Missouri,29,207,20.7,13.2,541.0,80.1,29082.0,29864.0,16.4,14.9,375.0,39229.0,0.4811,46.0,16.3,9.5,29864.0,87000.0,402.0,8.5,29082.0,23923.0,2014
Stokes County,North Carolina,37,169,15.1,12.4,614.0,80.9,43781.0,46858.0,15.6,17.1,204.0,41944.0,0.4307,341.0,12.9,10.2,46858.0,116700.0,1826.0,7.9,43781.0,21406.0,2014
Stone County,Arkansas,5,137,22.9,15.4,489.0,81.9,12350.0,12531.0,22.6,26.8,116.0,29982.0,0.4937,10.0,14.3,6.1,12531.0,91200.0,19.0,6.6,12350.0,19985.0,2014
Stone County,Mississippi,28,131,17.2,11.0,706.0,78.4,14111.0,17941.0,11.6,18.5,86.0,45141.0,0.4137,152.0,17.8,13.3,17941.0,107400.0,3349.0,11.4,14111.0,19130.0,2014
Stone County,Missouri,29,209,18.5,16.1,725.0,83.7,30582.0,31593.0,25.9,16.3,184.0,40136.0,0.4071,73.0,16.8,10.7,31593.0,150500.0,19.0,6.5,30582.0,21555.0,2014
Stonewall County,Texas,48,433,18.2,17.8,310.0,76.0,1239.0,1409.0,24.0,18.6,8.0,42321.0,0.4647,0.0,16.7,6.7,1409.0,54200.0,66.0,0.6,1239.0,23895.0,2014
Storey County,Nevada,32,29,19.3,25.0,699.0,90.5,3733.0,3934.0,24.0,10.5,0.0,64835.0,0.415,67.0,18.4,13.0,3934.0,181300.0,21.0,2.1,3733.0,37215.0,2014
Story County,Iowa,19,169,6.9,49.9,760.0,84.4,81347.0,91939.0,8.6,21.9,1111.0,51270.0,0.4594,142.0,5.8,5.7,91939.0,164200.0,2250.0,32.3,81347.0,26113.0,2014
Strafford County,New Hampshire,33,17,12.7,32.0,973.0,80.7,116193.0,124387.0,11.5,11.2,1346.0,59580.0,0.4355,215.0,11.9,6.8,124387.0,217900.0,1026.0,15.0,116193.0,29757.0,2014
Stutsman County,North Dakota,38,93,14.6,19.9,613.0,81.7,19992.0,21056.0,14.6,11.3,247.0,50926.0,0.4416,239.0,9.4,3.1,21056.0,102000.0,108.0,10.8,19992.0,29361.0,2014
Sublette County,Wyoming,56,35,8.6,24.8,1180.0,78.6,9469.0,10183.0,10.6,7.8,79.0,78578.0,0.344,22.0,16.2,5.2,10183.0,284400.0,0.0,6.7,9469.0,33532.0,2014
Suffolk City,Virginia,51,800,11.1,24.9,1022.0,75.9,44663.0,85477.0,11.0,11.1,775.0,66822.0,0.4183,69.0,10.2,8.9,85477.0,240200.0,35775.0,8.8,44663.0,30021.0,2014
Suffolk County,Massachusetts,25,25,12.0,41.1,1279.0,83.8,416449.0,747928.0,9.1,21.2,18388.0,54169.0,0.5299,2695.0,5.5,10.1,747928.0,365200.0,165781.0,16.0,416449.0,33522.0,2014
Suffolk County,New York,36,103,9.1,33.4,1519.0,79.1,1215779.0,1500373.0,12.5,6.8,8803.0,88323.0,0.4267,3389.0,9.3,7.1,1500373.0,376800.0,113313.0,9.6,1215779.0,37427.0,2014
