County,State,State_FIPS,County_FIPS,disability_rate,high_school_and_above_percentage,age_15_to_44_percentage,median_gross_rent,housing_cost_burden,poverty_rate,age_60_and_over,total_population,white_population,median_household_income,unemployment_rate,health_insurance_rate,native_american_population,gini_index,age_18_and_under_percentage,black_population,median_home_value,total_population_race,per_capita_income,asian_population,Year
Culberson County,Texas,48,109,24.6,7.7,82.4,531.0,15.0,23.8,21.3,2259.0,1767.0,33981.0,4.6,79.8,0.0,0.4723,9.8,9.0,60100.0,2259.0,18862.0,1767.0,2016
Cullman County,Alabama,1,43,15.7,15.0,79.5,626.0,526.0,17.1,15.6,81316.0,77946.0,39297.0,6.1,85.5,425.0,0.4529,8.3,899.0,118700.0,81316.0,21041.0,77946.0,2016
Culpeper County,Virginia,51,47,10.9,22.3,76.7,1066.0,438.0,9.2,12.9,48952.0,38196.0,66160.0,6.4,88.2,226.0,0.4144,8.4,7073.0,255000.0,48952.0,28969.0,38196.0,2016
Cumberland County,Illinois,17,35,18.2,14.8,78.9,522.0,40.0,16.3,16.0,10890.0,10709.0,44281.0,6.2,93.8,31.0,0.3989,7.5,20.0,91600.0,10890.0,22786.0,10709.0,2016
Cumberland County,Kentucky,21,57,15.6,14.2,79.4,386.0,50.0,22.3,18.7,6780.0,6415.0,33268.0,7.2,84.9,0.0,0.4785,8.3,223.0,82100.0,6780.0,18362.0,6415.0,2016
Cumberland County,Maine,23,5,11.6,44.1,81.7,986.0,3822.0,11.1,14.5,288204.0,265918.0,61902.0,4.6,92.5,650.0,0.4638,9.4,7833.0,251300.0,288204.0,35066.0,265918.0,2016
Cumberland County,New Jersey,34,11,14.7,14.3,79.2,999.0,1527.0,18.5,11.6,155744.0,99295.0,49537.0,9.9,87.5,1163.0,0.4491,9.2,30904.0,161900.0,155744.0,22303.0,99295.0,2016
Cumberland County,North Carolina,37,51,16.2,24.1,76.0,878.0,5518.0,17.6,9.3,325841.0,166292.0,44810.0,11.4,87.8,4738.0,0.4377,14.0,120092.0,129000.0,325841.0,23148.0,166292.0,2016
Cumberland County,Pennsylvania,42,41,11.2,33.6,81.1,911.0,2285.0,8.6,14.9,243838.0,217203.0,62640.0,5.1,93.7,183.0,0.4256,10.3,8668.0,191700.0,243838.0,33079.0,217203.0,2016
Cumberland County,Tennessee,47,35,23.4,18.8,83.3,626.0,610.0,16.0,28.3,57895.0,56145.0,40123.0,8.8,87.5,263.0,0.4282,6.9,316.0,136800.0,57895.0,22606.0,56145.0,2016
Cumberland County,Virginia,51,49,18.9,15.1,80.5,848.0,130.0,22.8,18.2,9769.0,6144.0,37489.0,8.5,85.3,67.0,0.4509,9.3,3272.0,139900.0,9769.0,22126.0,6144.0,2016
Cuming County,Nebraska,31,39,12.3,20.0,79.0,623.0,78.0,12.4,18.7,9055.0,8672.0,49181.0,2.5,91.1,40.0,0.4091,9.2,7.0,109200.0,9055.0,26061.0,8672.0,2016
Currituck County,North Carolina,37,53,14.2,21.9,80.4,971.0,109.0,10.0,14.0,24864.0,22490.0,61086.0,6.2,85.9,140.0,0.3833,7.3,1550.0,227400.0,24864.0,28202.0,22490.0,2016
Curry County,New Mexico,35,9,16.6,19.7,76.1,813.0,759.0,21.6,9.8,50544.0,35557.0,42170.0,8.9,85.4,573.0,0.4536,14.4,3110.0,125900.0,50544.0,21502.0,35557.0,2016
Curry County,Oregon,41,15,25.5,23.6,86.0,846.0,413.0,15.2,30.9,22364.0,20484.0,38661.0,11.0,90.0,442.0,0.4314,6.0,87.0,222100.0,22364.0,24908.0,20484.0,2016
Custer County,Colorado,8,27,17.8,29.4,88.1,725.0,30.0,17.9,30.2,4375.0,4069.0,38605.0,10.8,83.3,41.0,0.4323,6.2,136.0,230700.0,4375.0,22333.0,4069.0,2016
Custer County,Idaho,16,37,19.6,26.2,84.1,629.0,4.0,20.6,23.6,4185.0,4105.0,39497.0,3.6,86.2,22.0,0.4334,4.0,0.0,166800.0,4185.0,23624.0,4105.0,2016
Custer County,Montana,30,17,16.2,19.9,79.6,639.0,53.0,11.2,16.7,11980.0,11326.0,50146.0,2.2,90.4,307.0,0.4349,9.0,43.0,145100.0,11980.0,26742.0,11326.0,2016
Custer County,Nebraska,31,41,12.8,21.4,79.7,583.0,110.0,10.9,19.2,10784.0,10479.0,47083.0,2.3,89.3,13.0,0.4845,7.6,66.0,93000.0,10784.0,29986.0,10479.0,2016
Custer County,Oklahoma,40,39,13.4,27.8,78.7,669.0,155.0,16.1,11.6,29248.0,23856.0,47250.0,3.5,84.1,716.0,0.4429,17.5,905.0,125100.0,29248.0,23540.0,23856.0,2016
Custer County,South Dakota,46,33,15.3,24.5,85.0,817.0,41.0,11.6,25.3,8447.0,7863.0,52891.0,4.6,88.4,354.0,0.4385,4.6,17.0,202000.0,8447.0,31275.0,7863.0,2016
Cuyahoga County,Ohio,39,35,14.8,30.9,79.9,742.0,17477.0,18.5,14.2,1258710.0,795889.0,45289.0,9.7,91.8,3273.0,0.5077,9.6,374396.0,122200.0,1258710.0,29143.0,795889.0,2016
Dade County,Georgia,13,83,16.3,13.8,82.5,681.0,26.0,16.6,15.4,16356.0,15568.0,43463.0,5.8,84.0,45.0,0.4414,12.7,105.0,119200.0,16356.0,21997.0,15568.0,2016
Dade County,Missouri,29,57,18.5,14.9,80.5,600.0,57.0,20.6,20.3,7590.0,7265.0,37904.0,8.2,83.2,35.0,0.4189,7.6,27.0,80300.0,7590.0,20624.0,7265.0,2016
Daggett County,Utah,49,9,12.4,14.5,88.7,338.0,0.0,4.8,18.2,751.0,732.0,75938.0,4.9,96.0,6.0,0.3617,6.5,0.0,206700.0,751.0,27182.0,732.0,2016
Dakota County,Minnesota,27,37,8.7,40.7,77.2,1003.0,3400.0,7.2,10.9,411402.0,344555.0,77321.0,4.4,94.8,1168.0,0.4117,8.4,22082.0,226900.0,411402.0,37266.0,344555.0,2016
Dakota County,Nebraska,31,43,8.6,13.0,73.5,685.0,125.0,16.0,11.7,20697.0,14611.0,52336.0,6.8,84.8,485.0,0.4099,10.4,862.0,108400.0,20697.0,21710.0,14611.0,2016
Dale County,Alabama,1,45,21.0,16.1,78.7,636.0,676.0,20.5,13.6,49607.0,36921.0,44093.0,10.4,86.9,295.0,0.4576,9.8,9756.0,103800.0,49607.0,22834.0,36921.0,2016
Dallam County,Texas,48,111,13.9,11.8,70.7,704.0,61.0,16.2,7.6,7052.0,6401.0,43897.0,4.8,75.1,135.0,0.4081,12.1,96.0,79000.0,7052.0,19908.0,6401.0,2016
Dallas County,Alabama,1,47,18.0,13.8,75.2,581.0,554.0,34.3,14.2,41426.0,11884.0,28136.0,14.9,87.5,91.0,0.517,9.8,28798.0,81000.0,41426.0,17611.0,11884.0,2016
Dallas County,Arkansas,5,39,24.9,12.7,78.4,608.0,118.0,14.7,17.3,7738.0,4256.0,35745.0,7.1,88.5,4.0,0.3892,6.1,3179.0,61000.0,7738.0,17803.0,4256.0,2016
Dallas County,Iowa,19,49,7.4,47.4,74.0,940.0,751.0,5.7,10.1,78074.0,71336.0,78918.0,2.2,95.8,38.0,0.4425,6.5,912.0,204700.0,78074.0,40468.0,71336.0,2016
Dallas County,Missouri,29,59,22.0,13.2,78.8,594.0,51.0,18.2,17.9,16508.0,15733.0,37695.0,10.8,79.1,151.0,0.3929,7.2,14.0,101300.0,16508.0,17378.0,15733.0,2016
Dallas County,Texas,48,113,9.6,29.7,75.0,935.0,37312.0,18.6,8.3,2513054.0,1526798.0,51411.0,6.7,76.8,8603.0,0.5034,10.1,563370.0,138600.0,2513054.0,28552.0,1526798.0,2016
Dane County,Wisconsin,55,25,8.8,49.0,80.5,942.0,7720.0,12.7,10.6,516818.0,434792.0,64773.0,4.4,94.5,1375.0,0.4491,13.9,26699.0,236000.0,516818.0,35687.0,434792.0,2016
Daniels County,Montana,30,19,13.6,23.7,84.2,752.0,37.0,4.8,19.1,1787.0,1761.0,51108.0,2.0,94.8,18.0,0.4478,8.5,0.0,119300.0,1787.0,33909.0,1761.0,2016
Danville City,Virginia,51,590,20.0,18.2,78.8,602.0,643.0,22.5,16.3,42360.0,19358.0,33721.0,11.8,88.2,64.0,0.4929,10.2,20807.0,90800.0,42360.0,21742.0,19358.0,2016
Dare County,North Carolina,37,55,14.6,29.0,82.5,1050.0,310.0,8.2,18.2,35187.0,32040.0,54787.0,5.9,82.2,94.0,0.4073,7.3,707.0,283000.0,35187.0,29746.0,32040.0,2016
Darke County,Ohio,39,37,14.8,13.1,78.3,624.0,389.0,12.4,16.5,52185.0,50964.0,47043.0,6.1,92.3,132.0,0.4075,8.1,389.0,112100.0,52185.0,23589.0,50964.0,2016
Darlington County,South Carolina,45,31,18.8,17.1,78.3,615.0,788.0,23.0,15.0,67689.0,38291.0,34773.0,15.7,85.3,199.0,0.4786,9.5,27570.0,84700.0,67689.0,20144.0,38291.0,2016
Dauphin County,Pennsylvania,42,43,13.3,29.3,79.0,863.0,3464.0,13.4,13.4,271962.0,195198.0,54968.0,6.2,91.9,634.0,0.4448,8.8,49840.0,161000.0,271962.0,30068.0,195198.0,2016
Davidson County,North Carolina,37,57,17.0,18.2,78.9,676.0,1387.0,16.2,15.1,164058.0,141859.0,44469.0,10.0,87.6,669.0,0.432,8.2,14750.0,132000.0,164058.0,23146.0,141859.0,2016
Davidson County,Tennessee,47,37,11.9,38.2,79.4,904.0,10827.0,17.7,9.5,667885.0,420689.0,50484.0,6.2,85.8,1957.0,0.4847,10.4,184318.0,177700.0,667885.0,30595.0,420689.0,2016
Davie County,North Carolina,37,59,13.9,23.6,80.0,677.0,230.0,13.9,17.0,41568.0,36842.0,51662.0,6.4,87.0,21.0,0.4669,7.1,2635.0,169300.0,41568.0,28178.0,36842.0,2016
Daviess County,Indiana,18,27,13.7,14.0,72.4,633.0,145.0,13.5,12.5,32583.0,31171.0,47939.0,5.5,77.4,6.0,0.4202,9.6,583.0,113600.0,32583.0,21472.0,31171.0,2016
Daviess County,Kentucky,21,59,16.3,21.2,76.6,663.0,1125.0,16.3,13.9,98724.0,90333.0,46675.0,6.5,92.2,136.0,0.4491,8.6,4593.0,119400.0,98724.0,25026.0,90333.0,2016
Daviess County,Missouri,29,61,16.5,16.8,76.6,546.0,23.0,16.3,18.2,8257.0,8023.0,43669.0,4.7,81.1,26.0,0.4226,8.0,95.0,97700.0,8257.0,21356.0,8023.0,2016
Davis County,Iowa,19,51,12.3,16.6,75.0,630.0,46.0,18.7,15.8,8768.0,8605.0,49696.0,4.1,75.5,0.0,0.4496,8.4,16.0,104500.0,8768.0,24405.0,8605.0,2016
Davis County,Utah,49,11,9.5,35.4,69.4,943.0,2328.0,7.2,8.3,329292.0,294509.0,72661.0,3.7,92.0,1544.0,0.3869,9.9,4264.0,234300.0,329292.0,27059.0,294509.0,2016
Davison County,South Dakota,46,35,16.3,26.6,78.3,651.0,306.0,12.0,14.1,19824.0,18494.0,48310.0,3.9,92.7,684.0,0.4231,12.4,126.0,137900.0,19824.0,26416.0,18494.0,2016
Dawes County,Nebraska,31,45,10.4,34.7,84.2,590.0,39.0,16.0,17.2,9082.0,8105.0,42685.0,1.9,86.1,258.0,0.4379,22.3,91.0,104200.0,9082.0,23307.0,8105.0,2016
Dawson County,Georgia,13,85,12.5,29.8,81.4,938.0,158.0,13.4,17.1,22939.0,21843.0,59265.0,7.5,86.6,37.0,0.4588,7.8,159.0,196400.0,22939.0,29958.0,21843.0,2016
Dawson County,Montana,30,21,14.5,18.9,79.7,602.0,37.0,15.3,14.6,9431.0,8945.0,57591.0,2.2,90.3,238.0,0.4149,9.6,62.0,158900.0,9431.0,28438.0,8945.0,2016
Dawson County,Nebraska,31,47,11.9,15.2,75.6,671.0,216.0,15.2,12.9,23924.0,21305.0,49943.0,4.7,86.2,195.0,0.4283,8.6,1298.0,95600.0,23924.0,24042.0,21305.0,2016
Dawson County,Texas,48,115,16.3,12.6,80.6,586.0,34.0,16.3,10.7,13317.0,10332.0,42354.0,7.4,79.2,292.0,0.4888,13.9,780.0,62200.0,13317.0,21193.0,10332.0,2016
Day County,South Dakota,46,37,14.4,17.1,80.2,496.0,16.0,18.5,22.7,5588.0,4921.0,40647.0,1.9,88.3,558.0,0.5345,6.7,0.0,83600.0,5588.0,28811.0,4921.0,2016
De Baca County,New Mexico,35,11,23.6,9.5,87.8,579.0,18.0,20.0,23.0,1977.0,1415.0,31197.0,6.6,86.7,0.0,0.4399,6.7,0.0,70000.0,1977.0,28232.0,1415.0,2016
De Soto Parish,Louisiana,22,31,17.1,13.5,77.3,581.0,227.0,26.4,14.7,27047.0,15986.0,42368.0,9.8,86.8,233.0,0.4885,8.7,10111.0,103600.0,27047.0,23284.0,15986.0,2016
De Witt County,Illinois,17,39,12.1,20.4,80.3,573.0,82.0,12.0,15.7,16322.0,15686.0,53510.0,7.2,93.1,12.0,0.417,7.6,55.0,99500.0,16322.0,28294.0,15686.0,2016
DeKalb County,Alabama,1,49,15.4,11.4,77.2,552.0,469.0,19.8,13.8,70937.0,61858.0,38248.0,6.3,84.0,979.0,0.4438,8.7,1082.0,99600.0,70937.0,18685.0,61858.0,2016
DeKalb County,Georgia,13,89,10.2,41.7,77.1,1018.0,10855.0,19.0,8.9,723902.0,252162.0,52623.0,9.8,82.9,3319.0,0.4916,9.4,392967.0,168100.0,723902.0,30517.0,252162.0,2016
DeKalb County,Illinois,17,37,9.7,30.8,79.7,877.0,1504.0,18.2,9.9,104458.0,87701.0,56076.0,9.4,91.7,66.0,0.4311,19.5,7187.0,166000.0,104458.0,25172.0,87701.0,2016
DeKalb County,Indiana,18,33,15.4,17.4,77.0,664.0,295.0,12.8,13.2,42489.0,41184.0,50398.0,6.2,88.6,36.0,0.4212,8.6,153.0,113800.0,42489.0,25132.0,41184.0,2016
DeKalb County,Missouri,29,63,17.7,13.6,88.0,507.0,81.0,14.2,11.6,12706.0,10749.0,43538.0,5.5,91.2,124.0,0.4269,9.2,1298.0,104600.0,12706.0,17584.0,10749.0,2016
DeKalb County,Tennessee,47,41,18.8,14.2,80.0,611.0,106.0,22.2,15.5,19159.0,18108.0,37640.0,7.0,86.5,55.0,0.5403,8.5,255.0,128100.0,19159.0,25273.0,18108.0,2016
DeSoto County,Florida,12,27,14.7,10.0,83.0,666.0,376.0,29.9,16.4,35134.0,29041.0,35513.0,8.3,75.6,95.0,0.4287,11.3,4590.0,82300.0,35134.0,16710.0,29041.0,2016
DeSoto County,Mississippi,28,33,11.2,23.2,75.1,977.0,1497.0,10.0,10.5,170890.0,120860.0,60111.0,6.7,88.8,233.0,0.4002,9.1,42384.0,155000.0,170890.0,27135.0,120860.0,2016
DeWitt County,Texas,48,123,17.1,14.6,79.6,694.0,111.0,16.2,15.6,20660.0,14335.0,50582.0,6.7,85.2,18.0,0.5242,6.9,2060.0,104300.0,20660.0,27370.0,14335.0,2016
Deaf Smith County,Texas,48,117,9.9,14.2,71.6,732.0,107.0,17.2,10.4,19039.0,16540.0,47219.0,4.9,80.9,102.0,0.3976,10.5,236.0,87400.0,19039.0,19823.0,16540.0,2016
Dearborn County,Indiana,18,29,11.7,20.0,79.2,737.0,385.0,9.3,14.1,49552.0,48123.0,60834.0,7.1,91.6,98.0,0.4059,8.8,417.0,159800.0,49552.0,28471.0,48123.0,2016
Decatur County,Georgia,13,87,16.7,16.9,76.4,605.0,277.0,26.5,13.2,27237.0,14349.0,33514.0,6.7,80.7,77.0,0.522,10.1,11423.0,111100.0,27237.0,18972.0,14349.0,2016
Decatur County,Indiana,18,31,14.0,18.2,77.8,766.0,279.0,13.0,14.0,26340.0,25387.0,51185.0,5.3,88.8,80.0,0.3806,8.1,149.0,119300.0,26340.0,24175.0,25387.0,2016
Decatur County,Iowa,19,53,18.3,20.1,80.8,504.0,100.0,20.8,16.6,8210.0,7815.0,38467.0,5.8,87.2,37.0,0.4465,19.5,163.0,79200.0,8210.0,20808.0,7815.0,2016
Decatur County,Kansas,20,39,20.8,26.2,83.4,567.0,54.0,13.3,25.2,2886.0,2776.0,41362.0,2.8,88.8,19.0,0.4947,5.9,12.0,61400.0,2886.0,29729.0,2776.0,2016
Decatur County,Tennessee,47,39,21.8,11.3,80.7,545.0,60.0,20.9,20.8,11703.0,11115.0,38180.0,8.3,88.8,1.0,0.4818,7.6,325.0,90700.0,11703.0,21977.0,11115.0,2016
Deer Lodge County,Montana,30,23,23.6,15.9,87.2,505.0,71.0,20.8,19.0,9176.0,8515.0,39212.0,3.7,86.3,128.0,0.4595,12.1,32.0,122700.0,9176.0,23192.0,8515.0,2016
Defiance County,Ohio,39,39,13.2,15.8,78.8,669.0,232.0,13.6,14.7,38488.0,35301.0,50822.0,6.8,90.9,139.0,0.4018,10.1,734.0,109400.0,38488.0,24703.0,35301.0,2016
Del Norte County,California,6,15,22.5,14.9,82.1,818.0,152.0,21.7,13.4,27628.0,21485.0,42363.0,10.4,89.2,1834.0,0.4748,9.6,642.0,183600.0,27628.0,20282.0,21485.0,2016
Delaware County,Indiana,18,35,16.5,23.3,82.4,683.0,1031.0,22.0,14.4,116463.0,103243.0,39537.0,9.4,88.8,182.0,0.4583,19.7,7124.0,87800.0,116463.0,21566.0,103243.0,2016
Delaware County,Iowa,19,55,10.9,15.1,78.8,629.0,68.0,9.6,16.4,17445.0,17154.0,59452.0,3.4,96.1,5.0,0.4243,7.6,33.0,123200.0,17445.0,29978.0,17154.0,2016
Delaware County,New York,36,25,16.6,21.3,84.6,682.0,460.0,15.9,20.8,46480.0,44161.0,46055.0,8.3,92.0,55.0,0.4392,11.5,896.0,135200.0,46480.0,24753.0,44161.0,2016
Delaware County,Ohio,39,41,7.4,52.5,74.4,969.0,1282.0,4.9,10.5,188996.0,167734.0,94234.0,2.7,95.9,115.0,0.4325,7.7,6625.0,267600.0,188996.0,42985.0,167734.0,2016
Delaware County,Oklahoma,40,41,22.9,16.7,80.8,654.0,357.0,19.8,22.6,41433.0,27112.0,38438.0,8.1,81.4,9011.0,0.4587,7.6,132.0,110500.0,41433.0,22267.0,27112.0,2016
Delaware County,Pennsylvania,42,45,11.7,36.8,79.1,996.0,5456.0,10.9,13.0,562316.0,395791.0,66576.0,7.5,93.0,832.0,0.4778,10.9,118089.0,233300.0,562316.0,34857.0,395791.0,2016
Delta County,Colorado,8,29,18.9,19.6,82.2,818.0,264.0,16.8,22.4,30221.0,28515.0,42011.0,9.2,84.0,334.0,0.4739,7.3,217.0,196200.0,30221.0,24261.0,28515.0,2016
Delta County,Michigan,26,41,18.2,20.6,81.3,566.0,347.0,16.6,19.8,36570.0,34406.0,42353.0,7.5,90.5,736.0,0.4387,7.5,91.0,103900.0,36570.0,24182.0,34406.0,2016
Delta County,Texas,48,119,17.8,18.6,81.0,558.0,28.0,21.5,20.2,5226.0,4444.0,40529.0,9.4,83.3,9.0,0.4371,9.6,455.0,71200.0,5226.0,20822.0,4444.0,2016
Denali Borough,Alaska,2,68,9.3,38.5,81.4,933.0,1.0,11.3,8.0,2125.0,1817.0,81302.0,1.2,76.8,66.0,0.3762,10.9,21.0,228600.0,2125.0,38337.0,1817.0,2016
Dent County,Missouri,29,65,24.8,12.6,79.5,479.0,172.0,22.4,18.7,15578.0,15006.0,38020.0,8.1,81.6,117.0,0.4595,7.1,87.0,100300.0,15578.0,19929.0,15006.0,2016
Denton County,Texas,48,121,8.0,42.2,76.0,1051.0,8334.0,8.7,7.8,754650.0,578108.0,76678.0,5.1,86.7,3096.0,0.4362,9.6,68449.0,212200.0,754650.0,36238.0,578108.0,2016
Denver County,Colorado,8,31,9.4,45.7,80.8,1035.0,12586.0,16.4,9.3,663303.0,510441.0,56258.0,5.4,87.0,6203.0,0.5008,8.5,64805.0,292700.0,663303.0,36616.0,510441.0,2016
Des Moines County,Iowa,19,57,14.7,19.6,78.3,675.0,406.0,16.7,16.7,40114.0,36446.0,44516.0,5.7,93.2,68.0,0.4412,8.3,2239.0,98000.0,40114.0,25151.0,36446.0,2016
Deschutes County,Oregon,41,17,12.8,33.3,79.8,981.0,2301.0,13.9,17.6,170813.0,159574.0,54211.0,7.1,86.9,854.0,0.4616,7.3,824.0,275300.0,170813.0,30177.0,159574.0,2016
Desha County,Arkansas,5,41,20.6,13.2,77.6,538.0,233.0,32.0,15.7,12234.0,5993.0,26519.0,12.8,88.5,24.0,0.4747,10.1,5837.0,58800.0,12234.0,17324.0,5993.0,2016
Deuel County,Nebraska,31,49,12.8,17.8,82.4,621.0,0.0,10.5,21.9,1932.0,1852.0,51786.0,4.7,85.3,14.0,0.4039,9.0,0.0,72900.0,1932.0,28640.0,1852.0,2016
Deuel County,South Dakota,46,39,14.2,19.8,78.2,434.0,3.0,10.6,19.4,4309.0,4295.0,54781.0,2.1,94.5,1.0,0.4125,6.3,0.0,117700.0,4309.0,29953.0,4295.0,2016
Dewey County,Oklahoma,40,43,14.9,22.0,76.5,636.0,31.0,18.1,17.1,4862.0,4351.0,51654.0,2.6,85.6,38.0,0.445,8.9,8.0,85600.0,4862.0,25708.0,4351.0,2016
Dewey County,South Dakota,46,41,10.6,14.1,66.2,520.0,48.0,27.6,8.9,5652.0,1178.0,40585.0,24.6,67.9,4331.0,0.4624,10.1,8.0,63200.0,5652.0,16305.0,1178.0,2016
Dickens County,Texas,48,125,24.0,14.3,83.7,472.0,18.0,19.0,21.6,2237.0,2008.0,42118.0,11.8,78.8,23.0,0.4834,7.3,95.0,50700.0,2237.0,22526.0,2008.0,2016
Dickenson County,Virginia,51,51,25.4,10.7,81.7,545.0,112.0,21.5,17.1,15304.0,15049.0,31226.0,7.2,88.6,0.0,0.5195,7.8,117.0,72700.0,15304.0,20757.0,15049.0,2016
Dickey County,North Dakota,38,21,9.8,28.0,79.8,601.0,67.0,8.6,18.7,5160.0,4990.0,55882.0,2.5,93.0,44.0,0.4042,9.5,76.0,105500.0,5160.0,28843.0,4990.0,2016
Dickinson County,Iowa,19,59,13.7,29.0,82.1,667.0,118.0,6.9,21.7,17046.0,16622.0,57914.0,3.4,95.2,42.0,0.4455,6.6,62.0,170500.0,17046.0,36042.0,16622.0,2016
Dickinson County,Kansas,20,41,16.8,19.5,77.9,631.0,241.0,11.2,16.6,19384.0,18342.0,48093.0,5.6,92.6,177.0,0.4172,7.5,173.0,110300.0,19384.0,24454.0,18342.0,2016
Dickinson County,Michigan,26,43,17.7,23.4,82.4,667.0,270.0,14.6,18.8,25889.0,25007.0,43373.0,6.9,92.2,175.0,0.4532,7.8,140.0,88100.0,25889.0,25136.0,25007.0,2016
Dickson County,Tennessee,47,43,16.3,14.1,78.4,735.0,394.0,15.9,14.2,50926.0,47130.0,47137.0,5.6,88.3,213.0,0.4447,8.5,2049.0,143500.0,50926.0,23426.0,47130.0,2016
Dillingham Census Area,Alaska,2,70,12.6,17.6,72.5,1018.0,34.0,16.5,8.2,4980.0,893.0,56055.0,11.2,74.2,3596.0,0.4268,11.5,12.0,196400.0,4980.0,23520.0,893.0,2016
Dillon County,South Carolina,45,33,20.7,9.6,75.2,524.0,241.0,30.6,12.8,31273.0,14845.0,30955.0,9.5,83.4,790.0,0.472,9.5,14622.0,65800.0,31273.0,15729.0,14845.0,2016
Dimmit County,Texas,48,127,24.1,10.5,74.2,738.0,39.0,23.3,12.7,10842.0,10111.0,32204.0,12.8,71.4,7.0,0.5301,10.4,33.0,61300.0,10842.0,19528.0,10111.0,2016
Dinwiddie County,Virginia,51,53,16.3,16.9,80.0,923.0,111.0,15.9,15.2,28155.0,18260.0,51579.0,9.3,88.1,38.0,0.4303,8.7,9078.0,153800.0,28155.0,24001.0,18260.0,2016
Divide County,North Dakota,38,23,16.0,23.1,79.4,709.0,8.0,9.4,20.9,2369.0,2239.0,62470.0,1.6,93.7,21.0,0.5157,5.5,16.0,115800.0,2369.0,41063.0,2239.0,2016
Dixie County,Florida,12,29,25.0,6.4,84.3,644.0,85.0,21.5,19.5,16084.0,14097.0,34634.0,5.3,82.3,65.0,0.4583,7.5,1220.0,69600.0,16084.0,18490.0,14097.0,2016
Dixon County,Nebraska,31,51,12.8,19.0,77.1,654.0,54.0,11.9,17.1,5809.0,5531.0,52813.0,3.4,90.8,4.0,0.4063,7.7,20.0,86200.0,5809.0,24983.0,5531.0,2016
Doddridge County,West Virginia,54,17,20.0,14.8,84.5,545.0,21.0,15.4,16.3,8363.0,8028.0,39381.0,6.5,87.0,6.0,0.4123,12.4,98.0,95700.0,8363.0,19703.0,8028.0,2016
Dodge County,Georgia,13,91,19.8,13.5,81.3,561.0,180.0,22.2,12.2,20995.0,14019.0,35544.0,10.5,85.2,3.0,0.4483,11.3,5851.0,68900.0,20995.0,18481.0,14019.0,2016
Dodge County,Minnesota,27,39,8.1,23.8,75.3,624.0,75.0,6.6,11.9,20361.0,19633.0,68718.0,3.3,94.9,54.0,0.3903,7.9,67.0,162000.0,20361.0,30495.0,19633.0,2016
Dodge County,Nebraska,31,53,13.4,18.9,77.8,711.0,311.0,11.8,16.4,36679.0,35027.0,49830.0,4.3,88.3,242.0,0.4268,9.2,261.0,114700.0,36679.0,26141.0,35027.0,2016
Dodge County,Wisconsin,55,27,11.3,16.3,82.2,770.0,700.0,8.8,14.0,88404.0,82988.0,54111.0,4.8,95.0,641.0,0.3863,8.2,1870.0,153900.0,88404.0,25617.0,82988.0,2016
Dolores County,Colorado,8,33,22.3,20.3,78.8,693.0,12.0,19.3,24.1,1789.0,1737.0,32240.0,3.6,89.7,8.0,0.4678,4.3,0.0,115900.0,1789.0,21112.0,1737.0,2016
Dona Ana County,New Mexico,35,13,11.7,27.5,76.4,725.0,2072.0,27.6,13.3,213825.0,190289.0,38636.0,10.6,84.5,2433.0,0.4801,14.9,3614.0,137300.0,213825.0,20143.0,190289.0,2016
Doniphan County,Kansas,20,43,15.0,16.9,82.3,593.0,47.0,12.2,15.6,7793.0,7179.0,49375.0,5.1,87.3,89.0,0.407,15.3,293.0,92000.0,7793.0,23986.0,7179.0,2016
Donley County,Texas,48,129,18.0,16.5,81.8,570.0,20.0,15.0,19.8,3506.0,3228.0,40560.0,4.9,81.9,33.0,0.4379,15.6,142.0,66400.0,3506.0,22454.0,3228.0,2016
Dooly County,Georgia,13,93,17.2,11.3,84.5,521.0,135.0,24.3,13.0,14089.0,6224.0,33319.0,9.4,82.4,2.0,0.4385,10.3,6915.0,83600.0,14089.0,16109.0,6224.0,2016
Door County,Wisconsin,55,29,13.2,31.3,85.2,720.0,314.0,9.0,24.9,27669.0,26775.0,53980.0,5.9,94.9,153.0,0.4421,6.6,176.0,201900.0,27669.0,32767.0,26775.0,2016
Dorchester County,Maryland,24,19,16.5,20.8,79.8,850.0,326.0,17.0,18.4,32451.0,21527.0,47907.0,10.1,93.5,27.0,0.4682,7.8,9101.0,188100.0,32451.0,28055.0,21527.0,2016
Dorchester County,South Carolina,45,35,12.3,26.4,76.3,967.0,1200.0,12.1,10.9,148517.0,101145.0,56345.0,6.7,88.4,780.0,0.4263,8.9,37607.0,169700.0,148517.0,26288.0,101145.0,2016
Dougherty County,Georgia,13,95,14.9,19.8,75.4,692.0,1657.0,30.5,11.8,92326.0,25715.0,33605.0,17.0,80.5,134.0,0.5229,12.1,63267.0,100500.0,92326.0,20403.0,25715.0,2016
Douglas County,Colorado,8,35,6.3,57.5,73.7,1459.0,1790.0,3.8,9.2,314238.0,283589.0,105759.0,3.6,95.7,767.0,0.4016,7.2,3533.0,376300.0,314238.0,47062.0,283589.0,2016
Douglas County,Georgia,13,97,12.0,26.1,74.6,977.0,1464.0,15.2,9.5,138283.0,68460.0,57384.0,9.0,84.4,250.0,0.4132,9.5,60118.0,127400.0,138283.0,24471.0,68460.0,2016
Douglas County,Illinois,17,41,10.7,19.1,76.2,658.0,132.0,11.4,14.3,19770.0,19096.0,52984.0,5.3,85.0,55.0,0.4254,8.4,58.0,101700.0,19770.0,26309.0,19096.0,2016
