County,State,State_FIPS,County_FIPS,white_population,total_population,age_60_and_over,housing_cost_burden,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,median_household_income,asian_population,per_capita_income,total_population_race,median_home_value,black_population,age_18_and_under_percentage,Year
McLean County,Kentucky,21,149,9393,9554,15.6,48,447,77.9,0.4285,14,40563,9393,20494,9554,80300,51,7.6,2012
McLean County,North Dakota,38,55,8282,9020,20.0,33,463,82.5,0.414,665,54539,8282,29016,9020,106900,2,5.4,2012
McLennan County,Texas,48,309,181949,234626,11.0,2736,756,76.4,0.4698,1129,41589,181949,21459,234626,106600,34584,14.5,2012
McLeod County,Minnesota,27,85,34931,36527,13.2,318,661,77.7,0.4045,132,55275,34931,27644,36527,161000,287,8.0,2012
McMinn County,Tennessee,47,107,48638,52325,15.3,539,579,78.6,0.4336,75,38944,48638,19805,52325,109800,2167,8.3,2012
McNairy County,Tennessee,47,109,23906,26001,15.9,174,544,77.7,0.4742,61,33066,23906,17761,26001,88000,1462,7.8,2012
McPherson County,Kansas,20,113,28006,29208,15.7,240,609,78.4,0.4031,168,54171,28006,27161,29208,121400,280,9.1,2012
McPherson County,South Dakota,46,89,2463,2485,23.6,3,332,81.1,0.4415,20,36314,2463,21987,2485,55300,1,6.1,2012
Meade County,Kansas,20,119,3977,4504,14.0,45,619,75.2,0.4048,6,49846,3977,25644,4504,83600,41,8.6,2012
Meade County,Kentucky,21,163,26621,28979,9.8,229,760,75.0,0.3958,65,45629,26621,20384,28979,111100,1244,8.7,2012
Meade County,South Dakota,46,93,23203,25456,11.0,234,650,77.4,0.4114,554,50077,23203,25276,25456,160500,208,11.4,2012
Meagher County,Montana,30,59,1876,1900,19.5,26,516,82.1,0.4376,5,35000,1876,19006,1900,116500,0,5.6,2012
Mecklenburg County,North Carolina,37,119,537507,926873,7.5,11602,875,75.9,0.4901,3670,55961,537507,32631,926873,186100,282309,9.8,2012
Mecklenburg County,Virginia,51,117,19346,32548,18.1,279,624,82.1,0.4438,46,35399,19346,19795,32548,124000,11968,8.3,2012
Mecosta County,Michigan,26,107,40189,42947,13.8,437,668,82.2,0.4302,163,38332,40189,19184,42947,112500,1223,22.1,2012
Medina County,Ohio,39,103,165340,172334,12.1,1385,819,77.1,0.4001,227,65768,165340,30749,172334,182700,2117,7.3,2012
Medina County,Texas,48,325,41052,46009,12.2,139,678,78.0,0.4325,219,52206,41052,21786,46009,109800,1267,10.9,2012
Meeker County,Minnesota,27,93,22725,23262,15.1,159,683,77.5,0.3879,62,52705,22725,25139,23262,161500,57,7.6,2012
Meigs County,Ohio,39,105,23099,23664,14.0,168,540,79.2,0.4187,34,34704,23099,18425,23664,83800,316,8.3,2012
Meigs County,Tennessee,47,121,11199,11696,15.9,26,630,81.5,0.4339,0,33492,11199,19455,11696,99300,195,7.4,2012
Mellette County,South Dakota,46,95,778,2057,12.7,24,421,68.8,0.4547,1186,35563,778,14614,2057,50900,0,7.4,2012
Menard County,Illinois,17,129,12394,12728,14.1,48,632,78.7,0.3837,6,59428,12394,27577,12728,116800,116,7.6,2012
Menard County,Texas,48,327,2108,2232,23.6,21,518,75.4,0.5125,9,35048,2108,20754,2232,62100,25,6.2,2012
Mendocino County,California,6,45,72842,87577,14.6,1000,954,79.6,0.4452,4200,43721,72842,23179,87577,353400,804,9.2,2012
Menifee County,Kentucky,21,165,6120,6331,12.7,39,491,82.3,0.4645,14,25988,6120,14853,6331,68800,72,10.0,2012
Menominee County,Michigan,26,109,22909,24041,17.7,116,499,81.4,0.4068,454,40865,22909,21816,24041,96700,50,6.6,2012
Menominee County,Wisconsin,55,78,595,4274,13.0,6,517,71.9,0.4242,3289,37644,595,14479,4274,86900,35,11.2,2012
Merced County,California,6,47,173461,256398,8.3,2463,832,71.7,0.4652,2622,43565,173461,18343,256398,161600,9794,12.3,2012
Mercer County,Illinois,17,131,16058,16421,16.6,96,583,79.5,0.3925,19,52700,16058,26468,16421,95100,87,7.3,2012
Mercer County,Kentucky,21,167,20052,21283,14.6,155,523,78.8,0.4565,0,44431,20052,23294,21283,125600,761,7.9,2012
Mercer County,Missouri,29,129,3695,3763,18.4,30,494,77.8,0.4245,2,38125,3695,20633,3763,72000,19,6.7,2012
Mercer County,New Jersey,34,21,232853,366442,10.8,3726,1106,79.2,0.4772,1030,73759,232853,37246,366442,293100,73852,11.3,2012
Mercer County,North Dakota,38,57,8070,8400,13.7,45,511,80.5,0.4035,171,63244,8070,31331,8400,114800,73,5.8,2012
Mercer County,Ohio,39,107,39995,40866,13.5,247,667,76.7,0.3785,44,52234,39995,23371,40866,123800,112,8.2,2012
Mercer County,Pennsylvania,42,85,106816,116474,15.9,1016,598,80.9,0.4211,115,43589,106816,22395,116474,103700,6397,10.1,2012
Mercer County,West Virginia,54,55,57036,62251,16.0,377,549,80.1,0.4621,223,34517,57036,20201,62251,77300,3566,9.2,2012
Meriwether County,Georgia,13,199,12810,21966,14.4,140,662,78.3,0.4285,47,37660,12810,18999,21966,93900,8823,9.1,2012
Merrick County,Nebraska,31,121,7562,7779,16.5,67,539,78.9,0.4203,42,49609,7562,23865,7779,84200,41,6.7,2012
Merrimack County,New Hampshire,33,13,140170,146742,12.1,1579,915,80.2,0.4126,248,65487,140170,31355,146742,237500,1517,9.4,2012
Mesa County,Colorado,8,77,132245,146562,13.5,1256,848,78.4,0.4424,1584,51029,132245,27030,146562,216600,956,10.3,2012
Metcalfe County,Kentucky,21,169,9707,10074,15.1,43,525,78.9,0.4278,0,34100,9707,17347,10074,80300,189,8.2,2012
Miami County,Indiana,18,103,33723,36850,11.8,279,618,81.0,0.4083,370,39816,33723,19388,36850,84200,1740,9.5,2012
Miami County,Kansas,20,121,31166,32546,11.9,160,721,75.2,0.3957,115,61272,31166,28019,32546,163200,425,7.0,2012
Miami County,Ohio,39,109,97118,102657,13.8,672,700,78.0,0.4054,141,52292,97118,25653,102657,138900,2324,7.9,2012
Miami-Dade County,Florida,12,86,1881017,2512219,12.2,30959,1071,79.9,0.5129,3843,43464,1881017,23304,2512219,221900,477618,10.4,2012
Middlesex County,Connecticut,9,7,147872,165639,13.8,1013,1005,80.7,0.4337,126,76659,147872,39776,165639,299600,7618,8.3,2012
Middlesex County,Massachusetts,25,17,1216987,1507558,11.3,18961,1268,80.4,0.4665,1927,81420,1216987,42289,1507558,401300,69773,9.9,2012
Middlesex County,New Jersey,34,23,509495,811064,10.6,7524,1245,79.1,0.4168,1440,79442,509495,34494,811064,340000,76560,10.7,2012
Middlesex County,Virginia,51,119,8647,10855,24.5,37,741,86.4,0.4435,31,55625,8647,31947,10855,260300,2146,7.3,2012
Midland County,Michigan,26,111,78843,83744,13.0,687,696,78.9,0.4639,326,52947,78843,29564,83744,130200,1073,10.0,2012
Midland County,Texas,48,329,117967,138472,9.4,1305,899,74.1,0.4882,753,59391,117967,32223,138472,141100,9249,10.3,2012
Mifflin County,Pennsylvania,42,87,45674,46694,16.5,418,585,78.0,0.4097,31,38671,45674,20164,46694,95900,315,7.8,2012
Milam County,Texas,48,331,20704,24691,16.1,184,625,76.5,0.4598,258,39170,20704,21605,24691,85000,2291,6.9,2012
Millard County,Utah,49,27,11646,12436,13.4,49,591,72.5,0.3999,124,47235,11646,19849,12436,129500,88,8.0,2012
Mille Lacs County,Minnesota,27,95,23725,26004,14.2,190,646,77.3,0.4005,1502,46363,23725,22146,26004,153900,121,7.6,2012
Miller County,Arkansas,5,91,31577,43449,12.0,305,678,77.0,0.4252,158,40314,31577,19908,43449,89400,10581,9.7,2012
Miller County,Georgia,13,201,4216,6094,15.7,46,571,78.6,0.4837,8,32432,4216,19415,6094,83600,1822,10.3,2012
Miller County,Missouri,29,131,24012,24822,15.1,216,573,77.8,0.4367,74,34763,24012,19266,24822,110900,168,8.4,2012
Mills County,Iowa,19,129,14624,15028,12.8,58,738,76.9,0.3801,36,62908,14624,27382,15028,151400,82,6.9,2012
Mills County,Texas,48,333,4755,4880,20.0,39,473,77.3,0.4595,0,34984,4755,19556,4880,87300,28,5.1,2012
Milwaukee County,Wisconsin,55,79,594961,946584,9.6,14526,786,76.6,0.4603,5512,43599,594961,24254,946584,162900,250473,11.5,2012
Miner County,South Dakota,46,97,2305,2365,17.7,16,435,78.0,0.4868,22,47019,2305,29854,2365,58800,1,4.1,2012
Mineral County,Montana,30,61,3994,4203,22.3,44,543,79.6,0.3951,90,32618,3994,17683,4203,168600,95,6.0,2012
Mineral County,Nevada,32,21,3617,4718,19.8,52,537,89.0,0.4397,628,33547,3617,22257,4718,92400,85,12.8,2012
Mineral County,West Virginia,54,57,26754,28049,16.3,296,501,80.6,0.4688,4,32968,26754,20797,28049,114500,935,10.6,2012
Mingo County,West Virginia,54,59,25762,26660,12.5,134,476,79.3,0.4527,14,34518,25762,19433,26660,62300,593,8.1,2012
Minidoka County,Idaho,16,67,16976,19909,13.3,131,557,73.6,0.4143,155,43301,16976,19466,19909,107600,50,9.0,2012
Minnehaha County,South Dakota,46,99,150083,170342,9.4,1954,687,77.0,0.4195,4419,52530,150083,26657,170342,148600,6490,9.9,2012
Missaukee County,Michigan,26,113,14512,14945,16.5,33,712,78.0,0.3906,114,40406,14512,20042,14945,106800,62,7.5,2012
Mississippi County,Arkansas,5,93,29435,46388,10.6,535,596,74.6,0.4656,78,35651,29435,18912,46388,75600,15855,9.7,2012
Mississippi County,Missouri,29,133,10602,14231,12.2,108,521,81.2,0.4382,42,29606,10602,15375,14231,63000,3405,9.6,2012
Missoula County,Montana,30,63,101761,109402,10.5,1874,730,81.6,0.4616,2811,44653,101761,25548,109402,238100,453,15.3,2012
Mitchell County,Georgia,13,205,11478,23510,10.2,339,615,77.3,0.458,17,32838,11478,15912,23510,79300,11320,10.0,2012
Mitchell County,Iowa,19,131,10615,10761,18.6,25,518,78.2,0.3688,0,50574,10615,24292,10761,100400,21,7.4,2012
Mitchell County,Kansas,20,123,6252,6359,18.6,28,502,81.9,0.4058,8,48046,6252,25789,6359,70700,21,12.1,2012
Mitchell County,North Carolina,37,121,15122,15539,18.7,33,543,83.2,0.4541,38,36276,15122,20600,15539,114800,127,8.3,2012
Mitchell County,Texas,48,335,7136,9367,9.2,77,494,84.8,0.4118,37,41082,7136,15463,9367,56200,956,14.6,2012
Mobile County,Alabama,1,97,250617,412297,11.3,3734,742,76.4,0.4695,3443,42973,250617,22581,412297,125400,143332,10.2,2012
Modoc County,California,6,49,8417,9545,19.4,68,614,81.3,0.4221,288,37482,8417,20916,9545,158200,129,6.3,2012
Moffat County,Colorado,8,81,12550,13547,9.7,69,738,76.2,0.3926,287,51008,12550,23974,13547,184800,47,9.2,2012
Mohave County,Arizona,4,15,179349,201216,23.0,1708,822,81.2,0.4307,3062,39383,179349,20725,201216,144700,2019,7.1,2012
Moniteau County,Missouri,29,135,14198,15587,11.6,93,536,78.4,0.3885,113,49394,14198,19599,15587,114000,709,8.5,2012
Monmouth County,New Jersey,34,25,525127,629263,12.0,5228,1204,78.2,0.4661,1751,84746,525127,42678,629263,399000,46100,8.4,2012
Mono County,California,6,51,11856,14181,9.7,117,1146,82.3,0.3719,476,61868,11856,27135,14181,355600,82,12.3,2012
Monona County,Iowa,19,133,8948,9242,20.1,90,485,79.3,0.4223,36,42832,8948,23844,9242,74800,21,6.5,2012
Monongalia County,West Virginia,54,61,87808,96417,8.4,779,685,86.1,0.5268,121,41326,87808,24642,96417,158700,3234,27.7,2012
Monroe County,Alabama,1,99,12748,22993,13.7,170,531,77.7,0.4709,288,30996,12748,16943,22993,76600,9534,8.8,2012
Monroe County,Arkansas,5,95,4612,8145,16.6,109,506,80.2,0.4762,30,28075,4612,17368,8145,52500,3422,9.0,2012
Monroe County,Florida,12,87,66362,73475,17.0,1108,1335,86.9,0.499,137,53418,66362,34277,73475,417400,4769,7.9,2012
Monroe County,Georgia,13,207,19299,26376,12.6,112,700,80.3,0.4215,23,47323,19299,22659,26376,150700,6300,9.3,2012
Monroe County,Illinois,17,133,32401,33003,12.3,225,781,77.0,0.3884,22,71033,32401,32334,33003,198300,75,7.4,2012
Monroe County,Indiana,18,105,121045,138048,8.9,2126,777,84.9,0.5099,505,38675,121045,22869,138048,155300,4299,29.4,2012
Monroe County,Iowa,19,135,7701,7979,16.6,93,527,79.0,0.4043,99,45266,7701,23291,7979,87700,50,8.3,2012
Monroe County,Kentucky,21,171,10546,10925,15.3,149,480,79.8,0.4689,0,27586,10546,16017,10925,68900,248,9.1,2012
Monroe County,Michigan,26,115,143893,151944,11.8,986,775,78.3,0.4114,516,54588,143893,25772,151944,147600,3078,8.9,2012
Monroe County,Mississippi,28,95,25113,36912,13.3,191,536,77.2,0.4362,35,35370,25113,18598,36912,80100,11428,9.0,2012
Monroe County,Missouri,29,137,8425,8876,17.4,57,514,78.8,0.3792,47,40707,8425,19888,8876,85700,307,7.2,2012
Monroe County,New York,36,55,570868,744746,12.1,8425,793,79.2,0.4569,1998,52700,570868,28240,744746,134200,112370,11.9,2012
Monroe County,Ohio,39,111,14434,14679,18.9,68,506,81.3,0.3974,32,41677,14434,21466,14679,89700,36,6.8,2012
Monroe County,Pennsylvania,42,89,133808,169346,11.9,691,963,79.3,0.3988,233,57773,133808,24920,169346,198400,22000,10.8,2012
Monroe County,Tennessee,47,123,42568,44680,15.2,266,606,78.9,0.4498,211,36430,42568,19327,44680,115300,845,8.2,2012
Monroe County,West Virginia,54,63,13181,13528,18.2,71,483,81.6,0.3806,49,39877,13181,19329,13528,102600,117,7.5,2012
Monroe County,Wisconsin,55,81,42342,44714,13.0,321,728,76.6,0.397,522,48768,42342,23406,44714,134400,504,7.3,2012
Montague County,Texas,48,337,18797,19737,18.6,191,636,78.9,0.4535,51,45287,18797,24667,19737,86000,24,7.4,2012
Montcalm County,Michigan,26,117,59771,63357,12.5,348,661,79.2,0.4051,196,40707,59771,19033,63357,99400,1544,9.5,2012
Monterey County,California,6,53,309794,416199,9.2,6393,1183,76.1,0.4452,3864,60143,309794,24995,416199,390400,12568,11.7,2012
Montezuma County,Colorado,8,83,21409,25424,16.0,229,703,79.6,0.4541,2841,44102,21409,24731,25424,187900,26,7.7,2012
Montgomery County,Alabama,1,101,93483,229376,10.2,3069,797,76.6,0.4739,891,44401,93483,24765,229376,123500,125397,12.0,2012
Montgomery County,Arkansas,5,97,8996,9453,21.4,48,486,81.5,0.4733,129,33240,8996,19298,9453,75500,47,7.6,2012
Montgomery County,Georgia,13,209,6402,9054,10.8,76,560,81.4,0.4444,0,33569,6402,16396,9054,76100,2440,15.4,2012
Montgomery County,Illinois,17,135,27344,29977,14.2,168,629,82.4,0.4401,20,42261,27344,21550,29977,81100,2208,9.6,2012
Montgomery County,Indiana,18,107,36772,38207,13.5,347,656,78.9,0.408,117,46026,36772,22655,38207,108200,507,12.0,2012
Montgomery County,Iowa,19,137,10413,10710,16.8,38,532,79.3,0.4464,0,40530,10413,22811,10710,78200,4,6.5,2012
Montgomery County,Kansas,20,125,29492,35167,14.9,325,558,78.2,0.4441,625,41073,29492,21696,35167,72500,2019,10.2,2012
Montgomery County,Kentucky,21,173,25221,26517,11.8,171,602,76.8,0.477,14,35832,25221,20123,26517,104800,830,8.2,2012
Montgomery County,Maryland,24,31,560968,974824,10.9,11526,1525,77.6,0.4557,3282,96985,560968,48690,974824,455800,167316,8.2,2012
Montgomery County,Mississippi,28,97,5720,10866,15.3,98,614,76.9,0.4488,0,30440,5720,15880,10866,68600,5086,11.7,2012
Montgomery County,Missouri,29,139,11712,12181,16.4,60,577,78.1,0.4061,14,40565,11712,20297,12181,106600,96,7.2,2012
Montgomery County,New York,36,57,45715,50025,14.3,478,703,78.1,0.4363,141,42830,45715,22936,50025,99500,847,8.7,2012
Montgomery County,North Carolina,37,123,21052,27741,14.2,223,551,77.8,0.4932,135,32798,21052,18834,27741,86700,5242,8.9,2012
Montgomery County,Ohio,39,113,396579,535626,13.2,6654,715,78.3,0.4547,555,43895,396579,24909,535626,115800,112269,9.9,2012
Montgomery County,Pennsylvania,42,91,657641,799886,13.1,6561,1102,79.0,0.4566,884,78984,657641,41330,799886,296000,69139,8.1,2012
Montgomery County,Tennessee,47,125,125335,173138,7.1,2352,804,74.0,0.4095,1096,49459,125335,22382,173138,139000,33312,12.5,2012
Montgomery County,Texas,48,339,402030,458339,9.5,3573,951,74.7,0.4658,1671,66422,402030,32660,458339,164200,18758,8.4,2012
Montgomery County,Virginia,51,121,82549,94179,8.1,1194,796,86.0,0.4843,208,44166,82549,23292,94179,200900,3632,33.6,2012
Montmorency County,Michigan,26,119,9485,9709,25.6,57,642,85.6,0.4054,24,34955,9485,19546,9709,96700,29,6.3,2012
Montour County,Pennsylvania,42,93,17365,18243,15.5,90,674,80.6,0.4708,16,49845,17365,28786,18243,150100,278,7.6,2012
Montrose County,Colorado,8,85,37310,40994,16.7,308,816,78.0,0.403,308,47139,37310,23018,40994,200900,260,6.9,2012
Moody County,South Dakota,46,101,5251,6474,13.1,56,528,76.1,0.4081,875,50949,5251,26149,6474,105300,0,7.8,2012
Moore County,North Carolina,37,125,72722,88314,21.2,669,689,79.5,0.4773,587,48238,72722,28598,88314,196700,11639,6.8,2012
Moore County,Tennessee,47,127,5956,6349,17.0,43,646,78.7,0.3936,26,44977,5956,21821,6349,135700,148,7.2,2012
Moore County,Texas,48,341,16392,21765,8.4,134,635,70.1,0.3772,140,48489,16392,18973,21765,84200,360,10.8,2012
Mora County,New Mexico,35,33,3672,4830,22.3,0,594,83.8,0.4567,118,40000,3672,22561,4830,100400,2,8.6,2012
Morehouse Parish,Louisiana,22,67,14366,27893,13.5,76,552,76.6,0.4614,16,31447,14366,16518,27893,76100,13140,9.1,2012
Morgan County,Alabama,1,103,98477,119330,12.6,911,606,78.2,0.4396,1185,45852,98477,23809,119330,121100,14197,8.9,2012
Morgan County,Colorado,8,87,25478,28200,12.4,223,675,74.6,0.4108,175,42829,25478,20276,28200,138900,728,9.0,2012
Morgan County,Georgia,13,211,13039,17919,14.3,105,768,77.2,0.4887,25,44908,13039,25414,17919,175700,4466,7.4,2012
Morgan County,Illinois,17,137,32592,35544,14.0,375,608,80.9,0.4079,41,46763,32592,24082,35544,91600,2239,11.1,2012
Morgan County,Indiana,18,109,67449,69033,12.0,440,741,77.3,0.4036,84,56303,67449,25664,69033,143000,194,7.9,2012
Morgan County,Kentucky,21,175,13074,13898,10.9,85,425,81.2,0.478,0,29154,13074,16315,13898,68800,512,8.1,2012
Morgan County,Missouri,29,141,19810,20479,22.0,85,536,80.1,0.4135,222,35446,19810,18113,20479,111400,144,6.8,2012
Morgan County,Ohio,39,115,14058,15042,16.8,75,552,79.2,0.4418,42,37152,14058,20117,15042,89000,458,7.5,2012
Morgan County,Tennessee,47,129,20689,21882,11.7,69,580,81.8,0.4338,48,37522,20689,17949,21882,88300,698,9.3,2012
Morgan County,Utah,49,29,9253,9485,10.2,49,688,67.4,0.3322,0,77159,9253,25091,9485,266300,0,7.8,2012
Morgan County,West Virginia,54,65,17073,17507,17.2,148,659,80.9,0.4396,11,35350,17073,21375,17507,157800,131,6.4,2012
Morrill County,Nebraska,31,123,4819,4993,17.7,31,617,77.9,0.4112,27,42025,4819,21881,4993,76900,4,7.3,2012
Morris County,Kansas,20,127,5742,5917,20.5,53,483,80.9,0.4229,57,45000,5742,24528,5917,76800,6,7.0,2012
Morris County,New Jersey,34,27,407897,493472,12.2,3700,1313,78.4,0.4492,923,97979,407897,48252,493472,446800,15367,7.7,2012
Morris County,Texas,48,343,9093,12914,18.2,62,529,78.5,0.4535,23,39122,9093,20344,12914,70600,2972,7.7,2012
Morrison County,Minnesota,27,97,32345,33173,14.1,173,611,78.2,0.4073,53,47110,32345,23269,33173,156400,146,7.8,2012
Morrow County,Ohio,39,117,34017,34895,12.3,127,686,76.7,0.3813,12,51534,34017,22367,34895,130200,217,7.6,2012
Morrow County,Oregon,41,49,9995,11146,11.6,106,656,75.4,0.4123,57,48457,9995,21004,11146,115600,16,8.6,2012
Morton County,Kansas,20,129,2715,3207,13.8,59,574,74.4,0.415,36,44198,2715,22287,3207,73400,40,6.9,2012
Morton County,North Dakota,38,59,25731,27439,13.0,90,575,78.6,0.4079,1021,57988,25731,28853,27439,131800,131,8.0,2012
Motley County,Texas,48,345,1100,1153,18.3,3,465,80.4,0.4259,7,35313,1100,19288,1153,49600,24,9.6,2012
Moultrie County,Illinois,17,139,14601,14844,15.7,102,632,76.3,0.3955,2,50005,14601,23985,14844,94100,58,7.6,2012
Mountrail County,North Dakota,38,61,5145,7830,11.4,30,547,79.5,0.4347,2259,65822,5145,31285,7830,83200,32,11.3,2012
Mower County,Minnesota,27,99,36198,39115,14.6,395,669,77.3,0.4238,64,46239,36198,24005,39115,108000,803,9.2,2012
Muhlenberg County,Kentucky,21,177,29303,31399,13.5,199,497,80.9,0.4468,100,38835,29303,20173,31399,79400,1434,9.1,2012
Multnomah County,Oregon,41,51,578509,737110,9.1,11098,884,81.2,0.4736,7433,51582,578509,29984,737110,276900,42365,9.4,2012
Murray County,Georgia,13,213,37118,39635,9.8,410,641,75.4,0.4148,64,36928,37118,16821,39635,98400,450,9.5,2012
Murray County,Minnesota,27,101,8425,8690,20.6,28,536,81.2,0.414,20,50039,8425,26252,8690,91500,21,6.3,2012
Murray County,Oklahoma,40,99,10349,13460,16.9,107,607,77.0,0.4284,1170,43781,10349,22319,13460,81200,139,8.2,2012
Muscatine County,Iowa,19,139,39782,42729,11.8,398,705,76.8,0.4006,124,51675,39782,24386,42729,120600,574,8.3,2012
Muscogee County,Georgia,13,215,89502,191278,9.3,3249,778,76.4,0.4783,461,41443,89502,22761,191278,132900,86320,14.2,2012
Muskegon County,Michigan,26,121,138397,171755,12.0,1585,656,77.1,0.4349,1017,40843,138397,20463,171755,105700,24007,9.4,2012
Muskingum County,Ohio,39,119,80100,85996,13.3,730,614,77.7,0.4265,159,40398,80100,20598,85996,110300,2877,9.5,2012
Muskogee County,Oklahoma,40,101,43806,70635,13.0,733,608,76.4,0.4541,9459,37748,43806,19525,70635,88800,7899,9.9,2012
Musselshell County,Montana,30,65,4411,4597,19.1,41,525,80.8,0.4035,24,43079,4411,22896,4597,116400,12,5.5,2012
Nacogdoches County,Texas,48,347,49059,64647,10.6,806,679,77.6,0.4777,335,35641,49059,19271,64647,96600,12079,18.9,2012
Nance County,Nebraska,31,125,3684,3730,16.1,43,520,78.7,0.4034,3,40714,3684,22072,3730,63600,4,6.5,2012
Nantucket County,Massachusetts,25,19,9130,10194,10.8,97,1648,82.6,0.4955,1,83546,9130,48183,10194,944100,575,6.1,2012
Napa County,California,6,55,109393,136644,13.7,1815,1297,79.4,0.4604,979,69571,109393,35195,136644,460400,2758,9.5,2012
Nash County,North Carolina,37,127,53751,95545,11.9,1210,743,77.8,0.4537,497,43757,53751,23364,95545,118300,35412,9.0,2012
Nassau County,Florida,12,89,66088,73303,15.9,630,929,80.7,0.4486,142,57163,66088,29490,73303,195300,4949,8.4,2012
Nassau County,New York,36,59,973573,1338712,13.3,7046,1479,78.7,0.4474,2310,97049,973573,42286,1338712,467500,148771,9.1,2012
Natchitoches Parish,Louisiana,22,69,21477,39434,12.1,372,614,76.6,0.5288,291,32649,21477,20394,39434,94500,16322,15.0,2012
Natrona County,Wyoming,56,25,70831,75876,10.8,979,782,78.1,0.4335,745,55786,70831,29702,75876,179100,639,10.0,2012
Navajo County,Arizona,4,17,52280,107415,12.7,627,667,73.5,0.4617,45544,37683,52280,16884,107415,122000,916,10.0,2012
