County,State,mean_life_expectancy,State_FIPS,County_FIPS,disability_rate,median_gross_rent,age_15_to_44_percentage,bachelors_and_above_percentage,housing_cost_burden,white_population,total_population,age_60_and_over,poverty_rate,median_household_income,native_american_population,less_than_9th_grade_percentage,health_insurance_rate,unemployment_rate,gini_index,high_school_only_percentage,median_home_value,age_18_and_under_percentage,black_population,total_population_race,asian_population,per_capita_income,Year
Gem County,Idaho,77.6719700457143,16,45,20.3,740.0,30.9,16.9,128.0,15496.0,16850.0,29.0,20.7,42888.0,204.0,4.4,82.7,6.0,0.4084,39.2,148800.0,23.6,0.0,16850.0,15496.0,20041.0,2017
Genesee County,Michigan,75.4497378928283,26,49,16.6,738.0,37.0,20.4,3785.0,307679.0,410881.0,22.7,20.0,45231.0,1595.0,2.3,93.4,10.8,0.4643,31.7,96500.0,23.2,82289.0,410881.0,307679.0,25180.0,2017
Genesee County,New York,78.5831949381772,36,37,14.8,748.0,35.6,21.4,482.0,53921.0,58537.0,23.8,12.8,54033.0,563.0,1.8,94.9,5.1,0.4085,35.9,111900.0,20.8,1485.0,58537.0,53921.0,27499.0,2017
Geneva County,Alabama,74.2527953119664,1,61,21.5,589.0,35.1,11.1,142.0,23014.0,26572.0,25.3,22.5,39293.0,179.0,7.3,86.1,8.9,0.445,35.7,87800.0,22.2,2440.0,26572.0,23014.0,21084.0,2017
Gentry County,Missouri,77.2676607379027,29,75,16.5,575.0,33.0,20.0,24.0,6469.0,6688.0,25.2,18.1,43777.0,48.0,4.5,90.5,4.1,0.4094,43.0,85600.0,24.9,63.0,6688.0,6469.0,20903.0,2017
George County,Mississippi,72.3672687286948,28,39,20.9,671.0,39.4,11.9,54.0,20987.0,23545.0,20.3,14.7,47640.0,117.0,6.3,84.5,8.2,0.4662,37.1,98200.0,26.6,1818.0,23545.0,20987.0,20973.0,2017
Georgetown County,South Carolina,76.1138623336237,45,43,15.9,918.0,30.5,27.1,450.0,39133.0,61065.0,33.5,18.7,46967.0,73.0,4.2,85.7,9.6,0.4928,28.7,178600.0,19.6,19204.0,61065.0,39133.0,28748.0,2017
Gibson County,Indiana,77.1347614661409,18,51,15.1,671.0,36.3,16.8,247.0,31920.0,33596.0,22.6,10.7,51149.0,29.0,3.0,91.8,3.5,0.4294,40.5,105700.0,23.5,688.0,33596.0,31920.0,27342.0,2017
Gibson County,Tennessee,73.4003015901714,47,53,17.6,660.0,36.0,17.8,470.0,38542.0,49222.0,23.8,17.1,41315.0,244.0,5.9,90.9,6.1,0.438,38.2,94800.0,24.5,8746.0,49222.0,38542.0,21858.0,2017
Gila County,Arizona,74.1269913666399,4,7,21.8,767.0,28.2,19.0,288.0,41211.0,53145.0,35.3,21.9,41179.0,8419.0,4.1,87.6,11.7,0.4442,27.5,153600.0,20.4,300.0,53145.0,41211.0,22433.0,2017
Gilchrist County,Florida,76.5403282898351,12,41,20.1,632.0,37.3,12.4,119.0,15786.0,17191.0,26.5,19.8,42934.0,33.0,4.5,81.9,7.4,0.4214,39.9,96700.0,20.6,1034.0,17191.0,15786.0,21145.0,2017
Giles County,Tennessee,74.6616239190229,47,55,17.8,627.0,34.7,14.8,476.0,25099.0,29024.0,25.8,15.9,43925.0,14.0,5.7,89.6,5.9,0.437,44.7,120400.0,21.0,2837.0,29024.0,25099.0,22994.0,2017
