County,State,State_FIPS,County_FIPS,age_15_to_44_percentage,median_gross_rent,age_60_and_over,total_population,white_population,housing_cost_burden,median_household_income,gini_index,native_american_population,total_population_race,black_population,age_18_and_under_percentage,median_home_value,per_capita_income,asian_population,Year
Sandoval County,New Mexico,35,43,76.6,1022.0,13.2,136638.0,95608.0,841.0,58982.0,0.4275,16807.0,136638.0,3638.0,8.4,177400.0,26742.0,95608.0,2015
Sandusky County,Ohio,39,143,78.2,634.0,14.6,60187.0,54463.0,370.0,47209.0,0.4129,145.0,60187.0,2041.0,8.2,110100.0,23782.0,54463.0,2015
Sangamon County,Illinois,17,167,78.2,743.0,13.1,199016.0,164596.0,1873.0,56167.0,0.4532,270.0,199016.0,24595.0,8.8,130900.0,31024.0,164596.0,2015
Sanilac County,Michigan,26,151,79.8,612.0,17.5,42014.0,40601.0,264.0,41100.0,0.427,151.0,42014.0,240.0,8.0,94800.0,21374.0,40601.0,2015
Sanpete County,Utah,49,39,76.4,675.0,11.6,28261.0,25377.0,165.0,50323.0,0.3926,264.0,28261.0,239.0,15.9,164400.0,16965.0,25377.0,2015
Santa Barbara County,California,6,83,79.7,1369.0,12.0,435850.0,323766.0,6637.0,63985.0,0.4807,4122.0,435850.0,8727.0,16.2,465300.0,30589.0,323766.0,2015
Santa Clara County,California,6,85,78.8,1705.0,10.5,1868149.0,902404.0,21339.0,96310.0,0.4662,8961.0,1868149.0,48310.0,9.2,698600.0,43880.0,902404.0,2015
Santa Cruz County,Arizona,4,23,72.1,603.0,14.5,47073.0,37543.0,302.0,40140.0,0.4613,106.0,47073.0,165.0,9.8,137000.0,17795.0,37543.0,2015
Santa Cruz County,California,6,87,81.6,1441.0,11.6,269278.0,216891.0,3876.0,67256.0,0.4709,1572.0,269278.0,2535.0,15.2,578800.0,33241.0,216891.0,2015
Santa Fe County,New Mexico,35,49,82.2,945.0,17.2,147108.0,122459.0,1564.0,54315.0,0.4817,4677.0,147108.0,1149.0,8.1,275200.0,33044.0,122459.0,2015
Santa Rosa County,Florida,12,113,79.8,1031.0,12.6,161021.0,138251.0,1692.0,58923.0,0.4301,900.0,161021.0,9226.0,9.8,161400.0,27892.0,138251.0,2015
Sarasota County,Florida,12,115,85.7,1023.0,31.7,392038.0,357445.0,3961.0,51766.0,0.482,1075.0,392038.0,18479.0,6.5,181400.0,34479.0,357445.0,2015
Saratoga County,New York,36,91,80.5,993.0,13.8,223774.0,209990.0,1974.0,71496.0,0.4076,277.0,223774.0,3606.0,8.7,232900.0,35922.0,209990.0,2015
Sargent County,North Dakota,38,81,81.6,577.0,18.2,3874.0,3722.0,43.0,57125.0,0.4097,22.0,3874.0,42.0,9.3,77900.0,32280.0,3722.0,2015
Sarpy County,Nebraska,31,153,73.7,868.0,8.7,169192.0,150178.0,1712.0,70543.0,0.3785,829.0,169192.0,7180.0,9.1,163800.0,30902.0,150178.0,2015
Sauk County,Wisconsin,55,111,78.8,731.0,14.4,62992.0,60001.0,813.0,51055.0,0.415,834.0,62992.0,337.0,7.9,166700.0,26335.0,60001.0,2015
Saunders County,Nebraska,31,155,76.7,729.0,15.5,20913.0,20338.0,111.0,60854.0,0.4122,64.0,20913.0,137.0,7.5,150600.0,29637.0,20338.0,2015
Sawyer County,Wisconsin,55,113,82.5,648.0,22.0,16483.0,12893.0,198.0,41665.0,0.4563,2765.0,16483.0,114.0,6.9,160400.0,25284.0,12893.0,2015
Schenectady County,New York,36,93,79.4,845.0,13.3,154796.0,121404.0,1485.0,58114.0,0.4345,354.0,154796.0,15764.0,10.0,165800.0,28902.0,121404.0,2015
Schleicher County,Texas,48,413,73.5,503.0,14.3,3224.0,2433.0,13.0,55543.0,0.4839,3.0,3224.0,3.0,14.5,79200.0,25199.0,2433.0,2015
Schley County,Georgia,13,249,75.9,659.0,12.1,5074.0,3737.0,61.0,39375.0,0.4792,0.0,5074.0,1215.0,7.0,91500.0,19858.0,3737.0,2015
Schoharie County,New York,36,95,83.4,733.0,17.0,31913.0,30630.0,202.0,51195.0,0.4134,24.0,31913.0,452.0,12.1,147000.0,25498.0,30630.0,2015
Schoolcraft County,Michigan,26,153,83.3,574.0,22.3,8288.0,7204.0,75.0,34118.0,0.4419,493.0,8288.0,41.0,6.7,89000.0,20580.0,7204.0,2015
Schuyler County,Illinois,17,169,83.5,523.0,16.9,7311.0,6901.0,66.0,47723.0,0.4122,16.0,7311.0,332.0,6.6,78100.0,24077.0,6901.0,2015
Schuyler County,Missouri,29,197,77.9,498.0,17.7,4395.0,4307.0,24.0,37500.0,0.4449,3.0,4395.0,14.0,8.2,86000.0,19650.0,4307.0,2015
Schuyler County,New York,36,97,81.7,640.0,17.3,18410.0,17793.0,124.0,47680.0,0.4136,41.0,18410.0,206.0,9.0,108500.0,25189.0,17793.0,2015
Schuylkill County,Pennsylvania,42,107,82.6,635.0,15.9,146360.0,137921.0,1151.0,45535.0,0.4201,172.0,146360.0,4041.0,8.1,93000.0,23682.0,137921.0,2015
Scioto County,Ohio,39,145,79.2,550.0,13.9,78017.0,73613.0,400.0,35903.0,0.4713,338.0,78017.0,2057.0,10.1,90200.0,19769.0,73613.0,2015
Scotland County,Missouri,29,199,72.2,449.0,16.3,4873.0,4815.0,11.0,39772.0,0.4668,0.0,4873.0,44.0,7.8,75100.0,20859.0,4815.0,2015
Scotland County,North Carolina,37,165,78.3,623.0,12.9,35932.0,16548.0,174.0,30958.0,0.47,3751.0,35932.0,13817.0,10.3,79100.0,15849.0,16548.0,2015
Scott County,Arkansas,5,127,76.6,512.0,16.1,10870.0,9727.0,88.0,37321.0,0.4272,176.0,10870.0,18.0,9.3,76800.0,17833.0,9727.0,2015
Scott County,Illinois,17,171,79.0,548.0,16.7,5198.0,5128.0,9.0,47222.0,0.4401,10.0,5198.0,0.0,7.5,84300.0,24978.0,5128.0,2015
Scott County,Indiana,18,143,79.1,735.0,14.1,23783.0,23159.0,162.0,44442.0,0.4124,30.0,23783.0,66.0,9.0,98700.0,21385.0,23159.0,2015
Scott County,Iowa,19,163,77.6,715.0,12.4,169994.0,146516.0,1761.0,55114.0,0.4426,434.0,169994.0,13115.0,8.8,148200.0,29391.0,146516.0,2015
Scott County,Kansas,20,171,81.0,792.0,15.9,4928.0,4693.0,0.0,51850.0,0.3676,31.0,4928.0,0.0,8.0,126000.0,30179.0,4693.0,2015
Scott County,Kentucky,21,209,76.1,760.0,9.4,50178.0,44455.0,378.0,63027.0,0.414,86.0,50178.0,2602.0,9.7,164600.0,28232.0,44455.0,2015
Scott County,Minnesota,27,139,73.6,1024.0,8.1,137322.0,117647.0,660.0,87794.0,0.3888,990.0,137322.0,4039.0,7.4,247600.0,36180.0,117647.0,2015
Scott County,Mississippi,28,123,75.7,629.0,11.3,28293.0,16920.0,87.0,32935.0,0.4735,230.0,28293.0,10562.0,10.0,68000.0,17256.0,16920.0,2015
Scott County,Missouri,29,201,77.0,583.0,14.8,39061.0,33574.0,391.0,39162.0,0.438,142.0,39061.0,4406.0,8.9,94300.0,20542.0,33574.0,2015
Scott County,Tennessee,47,151,77.4,537.0,14.0,22043.0,21660.0,169.0,30246.0,0.5362,53.0,22043.0,49.0,8.4,84700.0,18709.0,21660.0,2015
Scott County,Virginia,51,169,83.9,503.0,19.2,22570.0,22137.0,56.0,37240.0,0.4647,17.0,22570.0,171.0,8.2,91900.0,21295.0,22137.0,2015
Scotts Bluff County,Nebraska,31,157,76.5,683.0,15.4,36684.0,34223.0,330.0,45992.0,0.4467,381.0,36684.0,318.0,9.0,107700.0,25064.0,34223.0,2015
Screven County,Georgia,13,251,78.5,548.0,14.3,14206.0,7946.0,54.0,34466.0,0.4758,16.0,14206.0,5966.0,10.9,80500.0,18597.0,7946.0,2015
Scurry County,Texas,48,415,78.8,716.0,11.7,17238.0,14988.0,72.0,56842.0,0.4171,127.0,17238.0,784.0,10.2,89100.0,24584.0,14988.0,2015
Searcy County,Arkansas,5,129,78.8,421.0,21.1,7965.0,7609.0,48.0,33083.0,0.462,85.0,7965.0,22.0,6.5,86300.0,18533.0,7609.0,2015
Sebastian County,Arkansas,5,131,77.2,631.0,12.3,127273.0,103610.0,1430.0,38575.0,0.4982,1740.0,127273.0,8000.0,9.7,114600.0,23182.0,103610.0,2015
Sedgwick County,Colorado,8,115,84.4,543.0,23.2,2365.0,2169.0,24.0,44191.0,0.4213,12.0,2365.0,29.0,9.6,86800.0,22857.0,2169.0,2015
Sedgwick County,Kansas,20,173,75.5,731.0,11.0,506529.0,403007.0,5095.0,50657.0,0.4496,4676.0,506529.0,46712.0,10.0,126500.0,26016.0,403007.0,2015
Seminole County,Florida,12,117,80.0,1077.0,12.3,437346.0,348169.0,4392.0,57010.0,0.4593,754.0,437346.0,50641.0,9.9,176100.0,29162.0,348169.0,2015
Seminole County,Georgia,13,253,78.7,666.0,19.5,8769.0,5626.0,44.0,34905.0,0.4629,0.0,8769.0,2937.0,6.3,75600.0,19891.0,5626.0,2015
Seminole County,Oklahoma,40,133,76.4,551.0,15.4,25481.0,17441.0,125.0,36068.0,0.4683,4908.0,25481.0,1272.0,9.4,69200.0,19141.0,17441.0,2015
Seneca County,New York,36,99,81.8,716.0,14.6,35144.0,32358.0,320.0,49292.0,0.4277,109.0,35144.0,1576.0,9.4,97000.0,24666.0,32358.0,2015
Seneca County,Ohio,39,147,79.1,645.0,13.6,55929.0,52691.0,300.0,45444.0,0.4309,49.0,55929.0,1398.0,11.8,96900.0,23020.0,52691.0,2015
Sequatchie County,Tennessee,47,153,78.8,608.0,17.9,14592.0,13085.0,135.0,45408.0,0.4329,130.0,14592.0,31.0,7.8,135700.0,21818.0,13085.0,2015
Sequoyah County,Oklahoma,40,135,78.4,604.0,15.6,41464.0,27271.0,419.0,35736.0,0.4422,6686.0,41464.0,851.0,8.7,89600.0,18451.0,27271.0,2015
Sevier County,Arkansas,5,133,72.3,543.0,11.6,17268.0,11455.0,189.0,36579.0,0.4088,334.0,17268.0,841.0,9.3,68200.0,17371.0,11455.0,2015
Sevier County,Tennessee,47,155,79.7,722.0,15.9,93617.0,88485.0,1018.0,42258.0,0.4357,257.0,93617.0,618.0,8.8,159000.0,22483.0,88485.0,2015
Sevier County,Utah,49,41,71.9,696.0,14.4,20871.0,19881.0,93.0,46291.0,0.4117,285.0,20871.0,79.0,8.7,149400.0,19261.0,19881.0,2015
Seward County,Kansas,20,175,71.8,664.0,7.3,23274.0,13820.0,215.0,47134.0,0.4096,182.0,23274.0,872.0,12.5,87100.0,20442.0,13820.0,2015
Seward County,Nebraska,31,159,78.7,669.0,14.6,16998.0,16399.0,113.0,59662.0,0.415,22.0,16998.0,60.0,14.5,147800.0,28124.0,16399.0,2015
Shackelford County,Texas,48,417,78.0,575.0,17.3,3352.0,3233.0,17.0,48750.0,0.4408,1.0,3352.0,4.0,7.8,79000.0,23826.0,3233.0,2015
Shannon County,Missouri,29,203,79.1,502.0,16.9,8317.0,7955.0,55.0,32404.0,0.4552,200.0,8317.0,23.0,7.6,89400.0,19658.0,7955.0,2015
Shannon County,South Dakota,46,113,,,,,,,,,,,,,,,,2015
Sharkey County,Mississippi,28,125,74.1,513.0,11.8,4805.0,1342.0,114.0,30525.0,0.4307,0.0,4805.0,3438.0,12.2,62000.0,15993.0,1342.0,2015
Sharp County,Arkansas,5,135,81.3,578.0,24.2,17055.0,16320.0,194.0,30691.0,0.4047,143.0,17055.0,69.0,7.1,74800.0,16848.0,16320.0,2015
Shasta County,California,6,89,80.0,926.0,17.4,178942.0,155251.0,2316.0,44620.0,0.4506,4654.0,178942.0,1788.0,9.2,216600.0,24107.0,155251.0,2015
Shawano County,Wisconsin,55,115,80.4,615.0,18.0,41563.0,37163.0,283.0,47861.0,0.4137,3115.0,41563.0,120.0,7.4,131500.0,24638.0,37163.0,2015
Shawnee County,Kansas,20,177,77.1,738.0,13.9,178792.0,148032.0,2192.0,50378.0,0.4429,1496.0,178792.0,14078.0,8.9,122200.0,26691.0,148032.0,2015
Sheboygan County,Wisconsin,55,117,79.1,658.0,13.9,115226.0,103922.0,1150.0,53713.0,0.407,314.0,115226.0,1644.0,8.2,148200.0,27034.0,103922.0,2015
Shelby County,Alabama,1,117,77.2,944.0,11.3,203530.0,165486.0,1340.0,70187.0,0.4265,551.0,203530.0,23940.0,8.3,192800.0,33494.0,165486.0,2015
Shelby County,Illinois,17,173,80.2,554.0,18.2,22115.0,21778.0,75.0,47850.0,0.3951,46.0,22115.0,122.0,7.7,85300.0,23697.0,21778.0,2015
Shelby County,Indiana,18,145,79.0,711.0,13.4,44441.0,41947.0,321.0,53584.0,0.3838,131.0,44441.0,562.0,8.3,120800.0,24645.0,41947.0,2015
Shelby County,Iowa,19,165,79.7,600.0,19.7,11992.0,11521.0,127.0,50952.0,0.4348,13.0,11992.0,23.0,6.7,108800.0,27695.0,11521.0,2015
Shelby County,Kentucky,21,211,76.4,796.0,12.7,44290.0,38406.0,504.0,60324.0,0.4307,25.0,44290.0,3208.0,8.7,175700.0,27631.0,38406.0,2015
Shelby County,Missouri,29,205,78.1,454.0,17.1,6179.0,6051.0,37.0,39087.0,0.4221,1.0,6179.0,100.0,6.8,72600.0,20569.0,6051.0,2015
Shelby County,Ohio,39,149,76.0,684.0,12.4,49067.0,46375.0,357.0,54550.0,0.4198,152.0,49067.0,1278.0,7.9,130000.0,26741.0,46375.0,2015
Shelby County,Tennessee,47,157,75.8,859.0,9.6,937750.0,376646.0,12659.0,46224.0,0.5047,1846.0,937750.0,494368.0,10.7,130800.0,26285.0,376646.0,2015
Shelby County,Texas,48,419,76.5,568.0,14.7,25725.0,20413.0,276.0,37756.0,0.4716,16.0,25725.0,4537.0,9.6,75100.0,20753.0,20413.0,2015
Shenandoah County,Virginia,51,171,80.6,781.0,17.7,42724.0,39788.0,294.0,49406.0,0.41,22.0,42724.0,1015.0,7.5,198900.0,25253.0,39788.0,2015
Sherburne County,Minnesota,27,141,75.5,925.0,8.6,90401.0,84945.0,494.0,74170.0,0.3739,510.0,90401.0,1784.0,8.9,190600.0,29923.0,84945.0,2015
Sheridan County,Kansas,20,179,74.4,479.0,19.6,2531.0,2478.0,23.0,49750.0,0.4188,35.0,2531.0,2.0,6.7,91400.0,28733.0,2478.0,2015
Sheridan County,Montana,30,91,80.8,618.0,19.5,3630.0,3367.0,9.0,50664.0,0.4624,66.0,3630.0,2.0,7.2,143700.0,30814.0,3367.0,2015
Sheridan County,Nebraska,31,161,78.4,571.0,22.9,5294.0,4476.0,37.0,41985.0,0.4316,487.0,5294.0,23.0,6.1,70200.0,23734.0,4476.0,2015
Sheridan County,North Dakota,38,83,88.9,356.0,26.6,1337.0,1314.0,6.0,48102.0,0.4829,6.0,1337.0,0.0,3.0,69600.0,32095.0,1314.0,2015
Sheridan County,Wyoming,56,33,79.2,731.0,16.7,29738.0,27856.0,269.0,55455.0,0.418,379.0,29738.0,241.0,8.4,228000.0,29892.0,27856.0,2015
Sherman County,Kansas,20,181,79.6,643.0,16.7,6054.0,5616.0,44.0,39029.0,0.4052,11.0,6054.0,87.0,9.5,77000.0,21786.0,5616.0,2015
Sherman County,Nebraska,31,163,80.1,520.0,22.6,3107.0,3042.0,22.0,46366.0,0.4195,8.0,3107.0,38.0,6.1,86600.0,26416.0,3042.0,2015
Sherman County,Oregon,41,55,82.3,701.0,20.2,1795.0,1649.0,16.0,38362.0,0.4883,57.0,1795.0,10.0,9.6,140500.0,26178.0,1649.0,2015
Sherman County,Texas,48,421,76.5,621.0,11.8,3066.0,2796.0,9.0,51987.0,0.4044,24.0,3066.0,6.0,6.7,79700.0,22436.0,2796.0,2015
Shiawassee County,Michigan,26,155,79.9,673.0,14.2,69113.0,66900.0,424.0,48233.0,0.4116,313.0,69113.0,317.0,9.2,105100.0,23582.0,66900.0,2015
Shoshone County,Idaho,16,79,82.4,621.0,19.8,12571.0,11978.0,150.0,37665.0,0.4166,226.0,12571.0,40.0,7.2,119600.0,21254.0,11978.0,2015
Sibley County,Minnesota,27,143,78.0,630.0,14.8,15021.0,14537.0,111.0,56990.0,0.3965,24.0,15021.0,60.0,7.3,131300.0,27493.0,14537.0,2015
Sierra County,California,6,91,88.3,938.0,24.7,3021.0,2913.0,66.0,42833.0,0.4697,26.0,3021.0,3.0,5.2,170400.0,29986.0,2913.0,2015
Sierra County,New Mexico,35,51,84.1,575.0,33.2,11615.0,10615.0,95.0,29356.0,0.4289,178.0,11615.0,53.0,6.8,98800.0,18982.0,10615.0,2015
Silver Bow County,Montana,30,93,81.5,601.0,14.8,34549.0,32701.0,319.0,37749.0,0.4765,584.0,34549.0,163.0,13.1,128100.0,24383.0,32701.0,2015
Simpson County,Kentucky,21,213,76.4,641.0,12.3,17704.0,15227.0,163.0,39679.0,0.4209,74.0,17704.0,1834.0,8.5,116800.0,19397.0,15227.0,2015
Simpson County,Mississippi,28,127,75.3,618.0,13.3,27401.0,17211.0,130.0,35375.0,0.4678,101.0,27401.0,9782.0,9.2,78800.0,17412.0,17211.0,2015
Sioux County,Iowa,19,167,75.5,622.0,12.3,34509.0,31934.0,108.0,61627.0,0.3999,86.0,34509.0,150.0,14.1,140900.0,26029.0,31934.0,2015
Sioux County,Nebraska,31,165,79.1,623.0,24.4,1249.0,1179.0,0.0,41215.0,0.4387,0.0,1249.0,0.0,7.1,89600.0,27216.0,1179.0,2015
Sioux County,North Dakota,38,85,64.9,470.0,6.6,4380.0,617.0,15.0,38068.0,0.5314,3583.0,4380.0,2.0,11.0,66200.0,15557.0,617.0,2015
Siskiyou County,California,6,93,81.3,806.0,21.4,43895.0,37727.0,550.0,37170.0,0.4583,1326.0,43895.0,621.0,7.8,174700.0,22561.0,37727.0,2015
Sitka City and Borough,Alaska,2,220,79.3,1057.0,11.3,8943.0,5800.0,76.0,70376.0,0.3876,1317.0,8943.0,97.0,8.4,338600.0,33890.0,5800.0,2015
Skagit County,Washington,53,57,79.8,954.0,16.9,119343.0,102146.0,1711.0,54129.0,0.4369,1711.0,119343.0,962.0,8.7,249800.0,27794.0,102146.0,2015
Skagway Municipality,Alaska,2,230,89.9,1020.0,9.3,999.0,782.0,17.0,69318.0,0.3282,61.0,999.0,0.0,3.8,324600.0,38696.0,782.0,2015
Skamania County,Washington,53,59,81.2,716.0,16.4,11243.0,10503.0,116.0,52374.0,0.4761,236.0,11243.0,95.0,7.5,243000.0,29878.0,10503.0,2015
Smith County,Kansas,20,183,83.4,459.0,24.6,3740.0,3646.0,19.0,43848.0,0.4773,0.0,3740.0,16.0,7.2,64000.0,27315.0,3646.0,2015
Smith County,Mississippi,28,129,76.9,593.0,15.2,16257.0,12172.0,20.0,32951.0,0.5149,0.0,16257.0,4026.0,9.7,79700.0,21050.0,12172.0,2015
Smith County,Tennessee,47,159,77.5,538.0,13.7,19136.0,18279.0,139.0,43914.0,0.4644,108.0,19136.0,432.0,8.2,114000.0,22854.0,18279.0,2015
Smith County,Texas,48,423,76.3,840.0,13.7,217552.0,166830.0,2218.0,46929.0,0.4701,770.0,217552.0,39022.0,10.8,130600.0,24964.0,166830.0,2015
Smyth County,Virginia,51,173,80.8,574.0,17.6,31734.0,30492.0,285.0,37983.0,0.4679,21.0,31734.0,678.0,8.0,88900.0,21927.0,30492.0,2015
Snohomish County,Washington,53,61,78.9,1153.0,10.2,746653.0,588607.0,9097.0,70722.0,0.4101,7489.0,746653.0,19382.0,9.2,293000.0,32542.0,588607.0,2015
Snyder County,Pennsylvania,42,109,79.7,694.0,14.4,40046.0,38769.0,261.0,49917.0,0.426,30.0,40046.0,405.0,12.4,144700.0,23836.0,38769.0,2015
Socorro County,New Mexico,35,53,76.1,582.0,15.3,17494.0,14169.0,104.0,34037.0,0.535,1803.0,17494.0,131.0,13.2,117800.0,18553.0,14169.0,2015
Solano County,California,6,95,79.1,1294.0,11.5,425753.0,229116.0,5288.0,66828.0,0.4236,2463.0,425753.0,59212.0,10.5,279100.0,29185.0,229116.0,2015
Somerset County,Maine,23,25,81.4,684.0,17.3,51577.0,50010.0,293.0,40066.0,0.4221,218.0,51577.0,168.0,7.4,107300.0,21729.0,50010.0,2015
Somerset County,Maryland,24,39,86.5,703.0,12.7,25980.0,13703.0,224.0,35154.0,0.4591,87.0,25980.0,10856.0,17.1,149600.0,16631.0,13703.0,2015
Somerset County,New Jersey,34,35,78.3,1411.0,11.9,330604.0,225609.0,1990.0,100667.0,0.4548,440.0,330604.0,30070.0,8.0,399000.0,48791.0,225609.0,2015
Somerset County,Pennsylvania,42,111,84.6,580.0,17.1,76617.0,73304.0,450.0,44587.0,0.4265,65.0,76617.0,2023.0,8.1,98800.0,22980.0,73304.0,2015
Somervell County,Texas,48,425,79.0,853.0,17.1,8608.0,8110.0,59.0,51912.0,0.4389,56.0,8608.0,52.0,6.5,139800.0,26946.0,8110.0,2015
Sonoma County,California,6,97,80.7,1320.0,14.2,495078.0,382484.0,7420.0,64240.0,0.4565,5746.0,495078.0,7731.0,9.5,436400.0,34235.0,382484.0,2015
Southampton County,Virginia,51,175,83.2,729.0,15.7,18410.0,11215.0,176.0,48962.0,0.4324,24.0,18410.0,6613.0,7.9,159700.0,23259.0,11215.0,2015
Southeast Fairbanks Census Area,Alaska,2,240,77.1,1176.0,10.8,7029.0,5604.0,52.0,62670.0,0.3958,742.0,7029.0,80.0,9.3,197300.0,30079.0,5604.0,2015
Spalding County,Georgia,13,255,76.4,786.0,13.6,63873.0,40286.0,742.0,40246.0,0.457,255.0,63873.0,21012.0,9.7,111500.0,19588.0,40286.0,2015
Spartanburg County,South Carolina,45,83,77.8,707.0,13.1,291240.0,212585.0,2639.0,43907.0,0.4464,645.0,291240.0,60590.0,10.0,123800.0,22618.0,212585.0,2015
Spencer County,Indiana,18,147,79.5,587.0,15.9,20856.0,20070.0,86.0,55247.0,0.3853,53.0,20856.0,124.0,7.7,116100.0,24936.0,20070.0,2015
Spencer County,Kentucky,21,215,78.3,598.0,12.0,17577.0,16885.0,64.0,63000.0,0.3665,49.0,17577.0,262.0,7.4,176900.0,27016.0,16885.0,2015
Spink County,South Dakota,46,115,77.6,540.0,17.4,6570.0,6293.0,27.0,48217.0,0.4584,83.0,6570.0,28.0,7.6,74200.0,28165.0,6293.0,2015
Spokane County,Washington,53,63,79.1,782.0,12.8,480832.0,428124.0,6831.0,50079.0,0.4486,6748.0,480832.0,8785.0,10.9,183300.0,26093.0,428124.0,2015
Spotsylvania County,Virginia,51,177,76.4,1346.0,10.3,127691.0,94819.0,887.0,78125.0,0.3913,537.0,127691.0,20395.0,8.5,248300.0,32105.0,94819.0,2015
Stafford County,Kansas,20,185,75.7,579.0,18.1,4320.0,4129.0,16.0,47377.0,0.4213,11.0,4320.0,42.0,5.9,65100.0,25476.0,4129.0,2015
Stafford County,Virginia,51,179,76.3,1445.0,7.7,137145.0,96182.0,1136.0,97144.0,0.3712,506.0,137145.0,23492.0,11.4,305300.0,37198.0,96182.0,2015
Stanislaus County,California,6,99,74.7,989.0,10.4,527367.0,397080.0,6290.0,50125.0,0.4483,4183.0,527367.0,14335.0,10.6,190800.0,21922.0,397080.0,2015
Stanley County,South Dakota,46,117,78.5,671.0,17.7,2962.0,2646.0,12.0,56829.0,0.4391,273.0,2962.0,0.0,6.9,124100.0,30597.0,2646.0,2015
Stanly County,North Carolina,37,167,79.6,653.0,15.1,60586.0,51433.0,516.0,40910.0,0.4212,230.0,60586.0,6300.0,10.0,128200.0,20990.0,51433.0,2015
Stanton County,Kansas,20,187,78.0,567.0,14.0,2149.0,1614.0,6.0,43780.0,0.3794,11.0,2149.0,22.0,6.3,73800.0,22690.0,1614.0,2015
Stanton County,Nebraska,31,167,75.1,639.0,13.8,6081.0,5910.0,4.0,53416.0,0.4365,4.0,6081.0,34.0,7.2,103400.0,27463.0,5910.0,2015
Stark County,Illinois,17,175,80.6,571.0,21.3,5859.0,5719.0,19.0,50085.0,0.4369,0.0,5859.0,44.0,7.5,85100.0,27148.0,5719.0,2015
Stark County,North Dakota,38,89,79.1,854.0,11.0,28628.0,26517.0,116.0,72099.0,0.4173,272.0,28628.0,319.0,10.7,206200.0,35114.0,26517.0,2015
Stark County,Ohio,39,151,79.5,680.0,15.3,374979.0,332700.0,3764.0,47137.0,0.4465,378.0,374979.0,26818.0,9.2,122900.0,25547.0,332700.0,2015
Starke County,Indiana,18,149,79.4,679.0,15.6,23117.0,22108.0,54.0,42208.0,0.4124,15.0,23117.0,154.0,8.3,96900.0,20899.0,22108.0,2015
Starr County,Texas,48,427,69.7,510.0,10.2,62648.0,59469.0,353.0,26172.0,0.5023,30.0,62648.0,36.0,12.1,65100.0,12483.0,59469.0,2015
Staunton City,Virginia,51,790,80.8,795.0,17.8,24193.0,20026.0,238.0,40842.0,0.4647,46.0,24193.0,2954.0,7.2,165400.0,25182.0,20026.0,2015
Stearns County,Minnesota,27,145,79.4,742.0,11.8,152595.0,138925.0,1506.0,56336.0,0.4248,536.0,152595.0,5717.0,15.8,166400.0,27135.0,138925.0,2015
Steele County,Minnesota,27,147,77.6,731.0,13.6,36523.0,33357.0,139.0,57858.0,0.4144,38.0,36523.0,932.0,9.0,150500.0,28087.0,33357.0,2015
Steele County,North Dakota,38,91,86.8,463.0,22.2,1979.0,1972.0,20.0,55833.0,0.4439,0.0,1979.0,0.0,6.6,74900.0,34774.0,1972.0,2015
Stephens County,Georgia,13,257,78.0,567.0,16.4,25620.0,21531.0,161.0,40315.0,0.4596,82.0,25620.0,3125.0,11.6,101100.0,20001.0,21531.0,2015
Stephens County,Oklahoma,40,137,78.3,649.0,15.8,44806.0,37657.0,317.0,43781.0,0.4621,2603.0,44806.0,929.0,8.4,98400.0,24291.0,37657.0,2015
Stephens County,Texas,48,429,79.7,561.0,16.0,9452.0,8457.0,96.0,43951.0,0.4542,89.0,9452.0,248.0,12.0,83900.0,22241.0,8457.0,2015
Stephenson County,Illinois,17,177,79.7,610.0,18.1,46625.0,40223.0,621.0,45331.0,0.4284,48.0,46625.0,4286.0,8.3,98900.0,24253.0,40223.0,2015
Sterling County,Texas,48,431,70.8,820.0,9.5,1346.0,1282.0,0.0,53456.0,0.4013,0.0,1346.0,3.0,8.2,86300.0,21386.0,1282.0,2015
Steuben County,Indiana,18,151,81.6,674.0,15.2,34267.0,33345.0,305.0,48472.0,0.4053,16.0,34267.0,87.0,12.6,128800.0,24576.0,33345.0,2015
Steuben County,New York,36,101,79.8,658.0,15.5,98665.0,93711.0,789.0,47280.0,0.4445,157.0,98665.0,1546.0,8.6,91000.0,25800.0,93711.0,2015
Stevens County,Kansas,20,189,72.3,647.0,10.9,5772.0,4898.0,12.0,55433.0,0.4573,43.0,5772.0,32.0,6.1,96400.0,24827.0,4898.0,2015
Stevens County,Minnesota,27,149,80.7,587.0,15.0,9771.0,9098.0,69.0,52302.0,0.4456,128.0,9771.0,76.0,19.9,131500.0,25739.0,9098.0,2015
Stevens County,Washington,53,65,79.9,672.0,19.6,43548.0,38835.0,425.0,41978.0,0.4206,2188.0,43548.0,213.0,7.0,172600.0,22221.0,38835.0,2015
Stewart County,Georgia,13,259,88.4,503.0,10.5,5868.0,1747.0,19.0,21118.0,0.4705,8.0,5868.0,2857.0,15.3,52500.0,13721.0,1747.0,2015
Stewart County,Tennessee,47,161,79.5,610.0,17.5,13286.0,12423.0,81.0,42023.0,0.4322,162.0,13286.0,207.0,9.0,123100.0,21475.0,12423.0,2015
Stillwater County,Montana,30,95,81.0,667.0,19.6,9288.0,8893.0,47.0,58259.0,0.4043,38.0,9288.0,17.0,6.8,202000.0,29217.0,8893.0,2015
Stoddard County,Missouri,29,207,80.3,540.0,16.7,29837.0,29003.0,389.0,38203.0,0.4424,46.0,29837.0,446.0,8.4,90500.0,21797.0,29003.0,2015
