County,State,State_FIPS,County_FIPS,age_15_to_44_percentage,median_gross_rent,age_60_and_over,total_population,white_population,housing_cost_burden,median_household_income,gini_index,native_american_population,total_population_race,black_population,age_18_and_under_percentage,median_home_value,per_capita_income,asian_population,Year
Abbeville County,South Carolina,45,1,79.2,562.0,16.9,24997.0,17470.0,77.0,34799.0,0.4267,32.0,24997.0,6986.0,10.5,88300.0,18112.0,17470.0,2015
Acadia Parish,Louisiana,22,1,75.2,535.0,11.6,62163.0,49092.0,539.0,37649.0,0.4679,97.0,62163.0,10838.0,9.5,91000.0,20552.0,49092.0,2015
Accomack County,Virginia,51,1,79.7,733.0,19.0,33115.0,22521.0,233.0,39412.0,0.4624,134.0,33115.0,9496.0,7.9,153300.0,23231.0,22521.0,2015
Ada County,Idaho,16,1,76.8,856.0,10.8,417501.0,381606.0,4215.0,56356.0,0.4515,2377.0,417501.0,4741.0,9.1,188800.0,28851.0,381606.0,2015
Adair County,Iowa,19,1,80.9,553.0,19.5,7426.0,7312.0,55.0,46526.0,0.4225,2.0,7426.0,27.0,7.6,89600.0,25990.0,7312.0,2015
Adair County,Kentucky,21,1,81.1,505.0,15.3,18852.0,17920.0,119.0,33362.0,0.4542,24.0,18852.0,528.0,12.9,82400.0,18277.0,17920.0,2015
Adair County,Missouri,29,1,83.0,594.0,12.4,25560.0,23906.0,323.0,37516.0,0.4941,84.0,25560.0,528.0,27.1,108000.0,19671.0,23906.0,2015
Adair County,Oklahoma,40,1,75.2,526.0,13.2,22236.0,9848.0,185.0,33404.0,0.4527,8936.0,22236.0,66.0,9.0,76600.0,16247.0,9848.0,2015
Adams County,Colorado,8,1,74.4,1039.0,8.1,471206.0,390252.0,5912.0,58946.0,0.404,5229.0,471206.0,15264.0,9.2,198800.0,25039.0,390252.0,2015
Adams County,Idaho,16,3,82.5,573.0,24.3,3880.0,3743.0,48.0,39565.0,0.4302,65.0,3880.0,0.0,6.4,145000.0,21219.0,3743.0,2015
Adams County,Illinois,17,1,78.8,572.0,16.0,67081.0,62462.0,700.0,45965.0,0.4262,170.0,67081.0,2539.0,8.8,110000.0,24380.0,62462.0,2015
Adams County,Indiana,18,1,70.7,545.0,12.1,34642.0,33789.0,144.0,48188.0,0.4255,39.0,34642.0,242.0,8.6,116900.0,21274.0,33789.0,2015
Adams County,Iowa,19,3,80.0,538.0,20.2,3892.0,3788.0,17.0,48043.0,0.4045,2.0,3892.0,27.0,6.4,87800.0,26428.0,3788.0,2015
Adams County,Mississippi,28,1,81.1,588.0,13.4,31979.0,12856.0,218.0,28869.0,0.5156,31.0,31979.0,17757.0,8.3,85600.0,17669.0,12856.0,2015
Adams County,Nebraska,31,1,78.2,623.0,13.8,31442.0,29847.0,282.0,50635.0,0.4599,46.0,31442.0,303.0,12.1,104300.0,27690.0,29847.0,2015
Adams County,North Dakota,38,1,86.0,481.0,22.7,2341.0,2183.0,3.0,52118.0,0.4329,63.0,2341.0,31.0,9.8,126100.0,34005.0,2183.0,2015
Adams County,Ohio,39,1,77.0,562.0,15.0,28229.0,27503.0,238.0,35560.0,0.4515,64.0,28229.0,108.0,7.9,87900.0,18556.0,27503.0,2015
Adams County,Pennsylvania,42,1,81.1,838.0,16.1,101767.0,93927.0,920.0,60356.0,0.4015,96.0,101767.0,1576.0,10.0,193100.0,27870.0,93927.0,2015
Adams County,Washington,53,1,67.6,680.0,9.4,19081.0,12893.0,240.0,46564.0,0.4047,82.0,19081.0,39.0,10.7,138400.0,17564.0,12893.0,2015
Adams County,Wisconsin,55,1,87.6,695.0,24.5,20451.0,19058.0,78.0,43640.0,0.4112,102.0,20451.0,624.0,6.0,131600.0,22783.0,19058.0,2015
Addison County,Vermont,50,1,82.8,879.0,15.1,36943.0,35053.0,341.0,59688.0,0.4175,130.0,36943.0,355.0,13.4,237300.0,29561.0,35053.0,2015
Aiken County,South Carolina,45,3,78.9,696.0,15.4,163908.0,114199.0,1072.0,45759.0,0.4579,358.0,163908.0,40653.0,9.3,128800.0,25321.0,114199.0,2015
Aitkin County,Minnesota,27,1,84.7,633.0,28.6,15839.0,15059.0,91.0,42252.0,0.4338,292.0,15839.0,58.0,5.5,166400.0,25591.0,15059.0,2015
Alachua County,Florida,12,1,83.1,871.0,10.8,254218.0,177612.0,3455.0,43073.0,0.5177,773.0,254218.0,50580.0,22.3,164000.0,25498.0,177612.0,2015
Alamance County,North Carolina,37,1,77.9,745.0,13.6,155258.0,109891.0,1773.0,41814.0,0.4608,590.0,155258.0,28452.0,10.3,138100.0,23434.0,109891.0,2015
Alameda County,California,6,1,79.9,1367.0,10.7,1584983.0,708558.0,24767.0,75619.0,0.4702,9813.0,1584983.0,184883.0,9.7,543100.0,37285.0,708558.0,2015
Alamosa County,Colorado,8,3,78.1,635.0,11.5,16269.0,14159.0,353.0,32395.0,0.5118,327.0,16269.0,303.0,19.6,144300.0,19524.0,14159.0,2015
Albany County,New York,36,1,82.4,919.0,12.8,307463.0,236881.0,4391.0,59887.0,0.4532,411.0,307463.0,38612.0,14.8,208400.0,32779.0,236881.0,2015
Albany County,Wyoming,56,1,84.7,727.0,8.2,37565.0,33616.0,607.0,42834.0,0.4964,283.0,37565.0,481.0,30.2,216100.0,24946.0,33616.0,2015
Albemarle County,Virginia,51,3,80.1,1117.0,14.4,103108.0,84059.0,1069.0,68449.0,0.4817,258.0,103108.0,9658.0,12.0,313800.0,37474.0,84059.0,2015
Alcona County,Michigan,26,1,88.1,609.0,33.9,10550.0,10290.0,11.0,38033.0,0.4337,30.0,10550.0,29.0,5.2,97500.0,23933.0,10290.0,2015
Alcorn County,Mississippi,28,3,77.6,604.0,14.5,37319.0,31563.0,381.0,36163.0,0.4459,79.0,37319.0,4281.0,8.9,84800.0,19467.0,31563.0,2015
Aleutians East Borough,Alaska,2,13,90.5,930.0,5.1,3304.0,712.0,21.0,61518.0,0.3743,979.0,3304.0,304.0,12.1,126100.0,28608.0,712.0,2015
Aleutians West Census Area,Alaska,2,16,89.1,1270.0,5.9,5684.0,1794.0,30.0,84306.0,0.3711,738.0,5684.0,269.0,12.1,217500.0,31754.0,1794.0,2015
Alexander County,Illinois,17,3,77.2,358.0,16.4,7364.0,4538.0,46.0,27265.0,0.4588,38.0,7364.0,2535.0,8.8,50200.0,14729.0,4538.0,2015
Alexander County,North Carolina,37,3,81.1,584.0,15.6,37158.0,33210.0,127.0,39365.0,0.4284,100.0,37158.0,2078.0,8.8,124600.0,20043.0,33210.0,2015
Alexandria City,Virginia,51,510,82.8,1555.0,8.7,149315.0,95703.0,3763.0,89134.0,0.4378,282.0,149315.0,31916.0,5.8,502500.0,54861.0,95703.0,2015
Alfalfa County,Oklahoma,40,3,84.7,639.0,15.7,5755.0,4510.0,32.0,50156.0,0.5004,81.0,5755.0,110.0,5.5,64600.0,28233.0,4510.0,2015
Alger County,Michigan,26,3,87.6,595.0,20.3,9476.0,8125.0,48.0,39300.0,0.4355,242.0,9476.0,733.0,8.7,116400.0,21259.0,8125.0,2015
Allamakee County,Iowa,19,5,79.5,554.0,19.4,14060.0,13592.0,65.0,45890.0,0.4277,29.0,14060.0,99.0,7.4,110900.0,26077.0,13592.0,2015
Allegan County,Michigan,26,5,77.3,739.0,13.5,112837.0,106592.0,424.0,54264.0,0.4156,657.0,112837.0,1714.0,8.0,140400.0,25161.0,106592.0,2015
Allegany County,Maryland,24,1,84.2,624.0,15.4,73549.0,65160.0,707.0,40551.0,0.458,114.0,73549.0,5898.0,13.1,120800.0,21674.0,65160.0,2015
Allegany County,New York,36,3,81.7,606.0,15.2,48070.0,45982.0,472.0,42776.0,0.41,159.0,48070.0,677.0,16.6,70300.0,20940.0,45982.0,2015
Alleghany County,North Carolina,37,5,82.7,623.0,20.8,10911.0,9911.0,94.0,36968.0,0.4221,151.0,10911.0,237.0,8.1,146600.0,20366.0,9911.0,2015
Alleghany County,Virginia,51,5,81.6,591.0,21.5,16066.0,14904.0,97.0,45007.0,0.4215,3.0,16066.0,850.0,6.9,112000.0,24118.0,14904.0,2015
Allegheny County,Pennsylvania,42,3,82.0,780.0,14.6,1231145.0,994913.0,14207.0,53040.0,0.4855,1558.0,1231145.0,160131.0,9.9,129600.0,32848.0,994913.0,2015
Allen County,Indiana,18,3,75.4,682.0,11.2,363453.0,288897.0,3264.0,49092.0,0.4528,944.0,363453.0,42063.0,9.6,114600.0,25770.0,288897.0,2015
Allen County,Kansas,20,1,78.4,531.0,16.3,13081.0,12226.0,122.0,38698.0,0.431,43.0,13081.0,223.0,10.1,68200.0,20671.0,12226.0,2015
Allen County,Kentucky,21,3,78.0,588.0,14.5,20355.0,19646.0,74.0,41326.0,0.4369,5.0,20355.0,276.0,8.8,95500.0,20702.0,19646.0,2015
Allen County,Ohio,39,3,79.2,639.0,13.3,105196.0,87886.0,1146.0,44103.0,0.4497,297.0,105196.0,12685.0,12.1,105400.0,22922.0,87886.0,2015
Allen Parish,Louisiana,22,3,82.2,522.0,10.1,25653.0,18598.0,176.0,40948.0,0.4688,554.0,25653.0,5135.0,8.5,81100.0,19868.0,18598.0,2015
Allendale County,South Carolina,45,5,83.4,578.0,12.9,9838.0,2427.0,72.0,25327.0,0.4659,0.0,9838.0,7261.0,10.5,56300.0,12199.0,2427.0,2015
Alpena County,Michigan,26,7,81.8,564.0,19.1,29068.0,28118.0,190.0,38829.0,0.4292,191.0,29068.0,165.0,7.8,93300.0,22082.0,28118.0,2015
Alpine County,California,6,3,80.7,913.0,18.8,1131.0,783.0,0.0,52917.0,0.4583,219.0,1131.0,11.0,13.1,295000.0,21415.0,783.0,2015
Amador County,California,6,5,87.8,1047.0,21.0,36995.0,32006.0,300.0,54171.0,0.4512,829.0,36995.0,855.0,7.7,251000.0,27473.0,32006.0,2015
Amelia County,Virginia,51,7,77.8,693.0,15.6,12777.0,9371.0,49.0,56850.0,0.3973,56.0,12777.0,3108.0,7.6,170800.0,24868.0,9371.0,2015
Amherst County,Virginia,51,9,80.9,679.0,16.7,32148.0,24701.0,237.0,47558.0,0.4187,131.0,32148.0,5913.0,9.1,150100.0,23469.0,24701.0,2015
Amite County,Mississippi,28,5,78.4,620.0,18.1,12840.0,7395.0,49.0,30704.0,0.4577,3.0,12840.0,5416.0,5.6,71600.0,17635.0,7395.0,2015
Anchorage Municipality,Alaska,2,20,77.3,1197.0,7.7,299107.0,194254.0,4221.0,78326.0,0.4225,19745.0,299107.0,17511.0,12.6,290500.0,36920.0,194254.0,2015
Anderson County,Kansas,20,3,77.0,610.0,18.8,7896.0,7513.0,107.0,40696.0,0.3989,178.0,7896.0,9.0,7.2,90400.0,21226.0,7513.0,2015
Anderson County,Kentucky,21,5,77.2,721.0,11.8,21761.0,20807.0,202.0,53974.0,0.3685,3.0,21761.0,507.0,7.7,136800.0,24353.0,20807.0,2015
Anderson County,South Carolina,45,7,78.3,675.0,15.0,191215.0,153110.0,1569.0,42143.0,0.4432,518.0,191215.0,31333.0,8.8,128100.0,22400.0,153110.0,2015
Anderson County,Tennessee,47,1,80.2,685.0,16.6,75430.0,69356.0,592.0,42880.0,0.475,217.0,75430.0,2840.0,8.6,131200.0,25590.0,69356.0,2015
Anderson County,Texas,48,1,85.3,721.0,10.1,57915.0,42959.0,370.0,41327.0,0.4532,255.0,57915.0,12265.0,8.8,83000.0,17876.0,42959.0,2015
Andrew County,Missouri,29,3,79.0,726.0,15.1,17328.0,16724.0,127.0,55613.0,0.4215,106.0,17328.0,230.0,8.1,127200.0,26778.0,16724.0,2015
Andrews County,Texas,48,3,72.9,929.0,8.8,16775.0,15490.0,30.0,70423.0,0.4425,103.0,16775.0,329.0,10.6,111600.0,29423.0,15490.0,2015
Androscoggin County,Maine,23,1,79.2,710.0,13.8,107393.0,99303.0,1400.0,47537.0,0.4321,136.0,107393.0,1516.0,9.3,151100.0,25011.0,99303.0,2015
Angelina County,Texas,48,5,75.4,773.0,13.0,87748.0,68827.0,1004.0,44223.0,0.4631,404.0,87748.0,13246.0,9.4,87100.0,21688.0,68827.0,2015
Anne Arundel County,Maryland,24,3,79.0,1497.0,11.6,555280.0,414935.0,4729.0,89860.0,0.4162,1098.0,555280.0,88130.0,10.0,334100.0,41706.0,414935.0,2015
Anoka County,Minnesota,27,3,77.6,971.0,10.2,338764.0,290201.0,2200.0,70873.0,0.3882,2230.0,338764.0,16604.0,8.4,187600.0,31775.0,290201.0,2015
Anson County,North Carolina,37,7,81.7,661.0,12.3,26135.0,12578.0,255.0,33228.0,0.447,103.0,26135.0,12757.0,10.6,76900.0,17025.0,12578.0,2015
Antelope County,Nebraska,31,3,80.0,484.0,19.6,6486.0,6368.0,40.0,45609.0,0.4602,26.0,6486.0,8.0,7.4,78100.0,26763.0,6368.0,2015
Antrim County,Michigan,26,9,82.4,695.0,23.7,23267.0,22354.0,85.0,46845.0,0.4635,227.0,23267.0,75.0,6.6,140700.0,27155.0,22354.0,2015
Apache County,Arizona,4,1,73.5,523.0,12.0,72124.0,16762.0,213.0,31757.0,0.4793,52154.0,72124.0,442.0,10.6,83300.0,13011.0,16762.0,2015
Appanoose County,Iowa,19,7,78.0,536.0,18.9,12669.0,12347.0,143.0,41394.0,0.4492,4.0,12669.0,43.0,7.1,78200.0,23653.0,12347.0,2015
Appling County,Georgia,13,1,78.9,499.0,13.5,18417.0,14121.0,94.0,37135.0,0.458,21.0,18417.0,3479.0,10.3,72300.0,19178.0,14121.0,2015
Appomattox County,Virginia,51,11,79.0,695.0,17.4,15208.0,11787.0,77.0,48823.0,0.4256,37.0,15208.0,3085.0,7.6,148200.0,23941.0,11787.0,2015
Aransas County,Texas,48,7,83.6,822.0,25.3,24292.0,21538.0,131.0,41690.0,0.5134,183.0,24292.0,409.0,7.6,144000.0,28472.0,21538.0,2015
Arapahoe County,Colorado,8,5,76.9,1077.0,10.1,608310.0,444490.0,8973.0,63265.0,0.4649,3432.0,608310.0,62294.0,9.0,247600.0,34190.0,444490.0,2015
Archer County,Texas,48,9,80.8,659.0,16.4,8779.0,8260.0,56.0,60275.0,0.4419,131.0,8779.0,91.0,9.3,107500.0,29380.0,8260.0,2015
Archuleta County,Colorado,8,7,84.0,946.0,20.8,12174.0,10636.0,163.0,46646.0,0.4521,280.0,12174.0,110.0,7.9,264200.0,28884.0,10636.0,2015
Arenac County,Michigan,26,11,83.6,587.0,20.7,15424.0,14877.0,81.0,38307.0,0.4349,209.0,15424.0,75.0,7.5,87500.0,21197.0,14877.0,2015
Arkansas County,Arkansas,5,1,79.2,622.0,15.8,18731.0,13558.0,235.0,36411.0,0.4816,18.0,18731.0,4811.0,7.7,75600.0,22473.0,13558.0,2015
Arlington County,Virginia,51,13,84.3,1827.0,8.1,223945.0,161376.0,4500.0,105763.0,0.4404,1130.0,223945.0,18936.0,8.0,607700.0,63579.0,161376.0,2015
Armstrong County,Pennsylvania,42,5,82.0,607.0,17.4,67979.0,66452.0,422.0,44942.0,0.4169,12.0,67979.0,636.0,7.5,96000.0,24391.0,66452.0,2015
Armstrong County,Texas,48,11,81.9,708.0,18.6,1943.0,1751.0,11.0,59737.0,0.3784,31.0,1943.0,23.0,7.4,106600.0,28669.0,1751.0,2015
Aroostook County,Maine,23,3,82.7,547.0,18.9,70005.0,66705.0,837.0,36923.0,0.4462,1091.0,70005.0,520.0,8.3,94800.0,21763.0,66705.0,2015
Ascension Parish,Louisiana,22,5,73.8,882.0,9.2,114738.0,85182.0,574.0,70551.0,0.4041,136.0,114738.0,25109.0,8.5,168600.0,29269.0,85182.0,2015
Ashe County,North Carolina,37,9,82.9,628.0,20.4,27114.0,25537.0,191.0,36267.0,0.4478,98.0,27114.0,186.0,7.7,151500.0,21269.0,25537.0,2015
Ashland County,Ohio,39,5,78.9,676.0,15.4,53189.0,51560.0,321.0,48003.0,0.4123,35.0,53189.0,445.0,10.6,120800.0,22928.0,51560.0,2015
Ashland County,Wisconsin,55,3,79.9,614.0,15.8,15993.0,13588.0,111.0,39381.0,0.431,1621.0,15993.0,84.0,10.2,109000.0,22196.0,13588.0,2015
Ashley County,Arkansas,5,3,78.5,588.0,16.5,21229.0,15037.0,61.0,34263.0,0.4754,64.0,21229.0,5517.0,9.2,65700.0,19891.0,15037.0,2015
Ashtabula County,Ohio,39,7,79.3,628.0,14.9,99777.0,93048.0,992.0,40544.0,0.4245,125.0,99777.0,3399.0,8.6,106000.0,20378.0,93048.0,2015
Asotin County,Washington,53,3,81.8,694.0,19.7,22040.0,20614.0,259.0,44394.0,0.4326,268.0,22040.0,98.0,8.5,171900.0,25132.0,20614.0,2015
Assumption Parish,Louisiana,22,7,79.4,626.0,14.1,23057.0,15682.0,79.0,49167.0,0.4501,149.0,23057.0,6885.0,10.6,107300.0,23886.0,15682.0,2015
Atascosa County,Texas,48,13,74.2,742.0,12.8,47050.0,43154.0,299.0,52192.0,0.4335,163.0,47050.0,369.0,9.2,91500.0,22493.0,43154.0,2015
Atchison County,Kansas,20,5,76.9,586.0,13.4,16633.0,15065.0,65.0,43581.0,0.4364,80.0,16633.0,681.0,14.8,88100.0,21677.0,15065.0,2015
Atchison County,Missouri,29,5,82.1,547.0,21.3,5440.0,5325.0,37.0,43933.0,0.4314,11.0,5440.0,16.0,7.7,82300.0,26069.0,5325.0,2015
Athens County,Ohio,39,9,86.3,705.0,9.8,64974.0,59154.0,666.0,33872.0,0.509,330.0,64974.0,1513.0,30.2,117700.0,17868.0,59154.0,2015
Atkinson County,Georgia,13,3,75.0,460.0,10.4,8294.0,5541.0,51.0,30933.0,0.4753,24.0,8294.0,1429.0,8.7,74400.0,17022.0,5541.0,2015
Atlantic County,New Jersey,34,1,79.3,1047.0,13.8,275376.0,184901.0,3261.0,54461.0,0.4572,705.0,275376.0,42859.0,10.0,225600.0,28005.0,184901.0,2015
Atoka County,Oklahoma,40,5,80.3,583.0,15.1,13906.0,10319.0,115.0,36661.0,0.4735,1717.0,13906.0,569.0,8.7,85400.0,18810.0,10319.0,2015
Attala County,Mississippi,28,7,76.6,562.0,16.8,19175.0,10649.0,48.0,32886.0,0.5136,4.0,19175.0,8194.0,8.4,73600.0,20604.0,10649.0,2015
Audrain County,Missouri,29,7,76.4,613.0,15.2,25783.0,23082.0,126.0,41310.0,0.4134,37.0,25783.0,1693.0,8.0,91900.0,18934.0,23082.0,2015
Audubon County,Iowa,19,9,81.5,547.0,20.7,5869.0,5732.0,25.0,46979.0,0.4647,39.0,5869.0,19.0,6.4,65000.0,29882.0,5732.0,2015
Auglaize County,Ohio,39,11,77.5,642.0,14.4,45873.0,44677.0,239.0,54274.0,0.3907,112.0,45873.0,207.0,8.3,133300.0,25727.0,44677.0,2015
Augusta County,Virginia,51,15,82.3,832.0,17.1,74053.0,68942.0,519.0,54558.0,0.4329,197.0,74053.0,2996.0,8.3,197400.0,27000.0,68942.0,2015
Aurora County,South Dakota,46,3,77.1,618.0,19.6,2729.0,2549.0,15.0,48750.0,0.4127,90.0,2729.0,11.0,7.2,69400.0,25965.0,2549.0,2015
Austin County,Texas,48,15,77.2,825.0,15.6,28886.0,24483.0,152.0,53687.0,0.4464,7.0,28886.0,2553.0,8.6,157000.0,27658.0,24483.0,2015
Autauga County,Alabama,1,1,76.8,883.0,12.0,55221.0,42741.0,466.0,51281.0,0.4227,230.0,55221.0,10315.0,9.4,141300.0,24974.0,42741.0,2015
Avery County,North Carolina,37,11,86.9,671.0,16.4,17695.0,15807.0,112.0,37777.0,0.4916,80.0,17695.0,738.0,10.3,137100.0,21298.0,15807.0,2015
Avoyelles Parish,Louisiana,22,9,78.2,612.0,13.0,41389.0,27741.0,453.0,33739.0,0.4878,497.0,41389.0,12336.0,9.0,89500.0,18967.0,27741.0,2015
Baca County,Colorado,8,9,80.9,525.0,23.3,3701.0,3544.0,31.0,38000.0,0.4335,46.0,3701.0,44.0,7.3,73200.0,21361.0,3544.0,2015
Bacon County,Georgia,13,5,79.1,587.0,11.9,11222.0,8746.0,75.0,37162.0,0.4306,0.0,11222.0,1678.0,11.7,62800.0,18349.0,8746.0,2015
Bailey County,Texas,48,17,71.4,683.0,12.6,7126.0,6050.0,40.0,37397.0,0.4043,9.0,7126.0,147.0,10.4,58300.0,17007.0,6050.0,2015
Baker County,Florida,12,3,77.4,691.0,10.8,27135.0,22649.0,83.0,47121.0,0.438,39.0,27135.0,3938.0,10.7,114300.0,20471.0,22649.0,2015
Baker County,Georgia,13,7,83.7,408.0,14.2,3292.0,1663.0,5.0,44297.0,0.4713,8.0,3292.0,1569.0,11.0,78500.0,20959.0,1663.0,2015
Baker County,Oregon,41,1,82.6,608.0,23.0,16052.0,15240.0,133.0,41098.0,0.4581,211.0,16052.0,41.0,7.4,146600.0,24360.0,15240.0,2015
Baldwin County,Alabama,1,3,79.4,879.0,17.3,195121.0,168646.0,1790.0,50254.0,0.4564,1166.0,195121.0,18735.0,7.8,169300.0,27317.0,168646.0,2015
Baldwin County,Georgia,13,9,82.8,673.0,12.4,45795.0,24998.0,379.0,32460.0,0.5169,116.0,45795.0,18998.0,18.8,101700.0,18611.0,24998.0,2015
Ballard County,Kentucky,21,7,79.5,611.0,16.8,8256.0,7791.0,52.0,42244.0,0.4461,50.0,8256.0,279.0,8.3,101800.0,24056.0,7791.0,2015
Baltimore City,Maryland,24,510,79.5,951.0,10.1,622454.0,188684.0,10971.0,42241.0,0.5098,1775.0,622454.0,391122.0,11.5,152400.0,25707.0,188684.0,2015
Baltimore County,Maryland,24,5,79.7,1163.0,13.5,822959.0,521211.0,9251.0,67095.0,0.4463,2152.0,822959.0,223152.0,10.0,246600.0,35011.0,521211.0,2015
Bamberg County,South Carolina,45,9,80.7,607.0,15.9,15432.0,5529.0,87.0,31314.0,0.5012,10.0,15432.0,9615.0,16.8,63900.0,18215.0,5529.0,2015
Bandera County,Texas,48,19,84.0,834.0,25.5,20796.0,19441.0,133.0,49863.0,0.4055,120.0,20796.0,294.0,6.7,146100.0,26663.0,19441.0,2015
Banks County,Georgia,13,11,77.5,713.0,14.6,18336.0,17129.0,57.0,41472.0,0.4049,63.0,18336.0,492.0,8.7,121600.0,19211.0,17129.0,2015
Bannock County,Idaho,16,5,75.1,636.0,11.2,83604.0,75609.0,806.0,43779.0,0.4417,2650.0,83604.0,625.0,11.3,145300.0,21598.0,75609.0,2015
Baraga County,Michigan,26,13,88.4,516.0,14.3,8690.0,6411.0,28.0,39803.0,0.4365,395.0,8690.0,1607.0,9.7,88100.0,17461.0,6411.0,2015
Barber County,Kansas,20,7,80.0,609.0,17.7,4770.0,4577.0,21.0,51811.0,0.4302,15.0,4770.0,16.0,7.6,78100.0,28174.0,4577.0,2015
Barbour County,Alabama,1,5,81.3,579.0,12.8,26932.0,12756.0,241.0,32964.0,0.4642,52.0,26932.0,12595.0,9.7,92200.0,16824.0,12756.0,2015
Barbour County,West Virginia,54,1,80.5,540.0,16.9,16731.0,16203.0,102.0,37066.0,0.4358,87.0,16731.0,140.0,10.6,92600.0,18039.0,16203.0,2015
Barnes County,North Dakota,38,3,83.8,582.0,17.5,11097.0,10488.0,103.0,53141.0,0.471,104.0,11097.0,104.0,11.0,97600.0,33016.0,10488.0,2015
Barnstable County,Massachusetts,25,1,85.3,1104.0,24.7,214766.0,199244.0,2086.0,63251.0,0.457,1036.0,214766.0,5570.0,8.4,363500.0,37678.0,199244.0,2015
Barnwell County,South Carolina,45,11,78.7,604.0,14.3,22098.0,11429.0,321.0,34336.0,0.4843,114.0,22098.0,9939.0,11.9,74100.0,19026.0,11429.0,2015
Barren County,Kentucky,21,9,78.6,594.0,14.5,42925.0,39976.0,620.0,38370.0,0.4472,125.0,42925.0,1807.0,8.6,105800.0,20262.0,39976.0,2015
Barron County,Wisconsin,55,5,81.0,646.0,17.5,45686.0,43704.0,325.0,45714.0,0.4048,353.0,45686.0,579.0,8.3,134100.0,23852.0,43704.0,2015
Barrow County,Georgia,13,13,73.6,913.0,9.1,72012.0,57974.0,674.0,52012.0,0.3943,193.0,72012.0,8338.0,8.2,119700.0,21411.0,57974.0,2015
Barry County,Michigan,26,15,79.1,762.0,15.1,59147.0,57000.0,395.0,55064.0,0.3957,139.0,59147.0,288.0,8.0,134700.0,25795.0,57000.0,2015
Barry County,Missouri,29,9,78.2,570.0,17.9,35726.0,33003.0,320.0,39033.0,0.4029,168.0,35726.0,63.0,8.3,113000.0,19313.0,33003.0,2015
Bartholomew County,Indiana,18,5,77.9,818.0,13.0,79488.0,69200.0,558.0,55050.0,0.4255,217.0,79488.0,1579.0,8.4,136000.0,27987.0,69200.0,2015
Barton County,Kansas,20,9,78.9,591.0,15.4,27399.0,25177.0,167.0,44013.0,0.4392,55.0,27399.0,466.0,9.4,81200.0,24338.0,25177.0,2015
Barton County,Missouri,29,11,76.8,528.0,16.4,12166.0,11469.0,104.0,37467.0,0.4521,151.0,12166.0,33.0,7.8,93500.0,20780.0,11469.0,2015
Bartow County,Georgia,13,15,76.5,822.0,11.0,101336.0,84787.0,663.0,48893.0,0.4264,529.0,101336.0,11138.0,9.3,123800.0,22592.0,84787.0,2015
Bastrop County,Texas,48,21,76.9,917.0,11.7,76948.0,62368.0,465.0,54821.0,0.4327,627.0,76948.0,6069.0,8.2,129500.0,24812.0,62368.0,2015
Bates County,Missouri,29,13,77.1,608.0,16.8,16643.0,15888.0,225.0,41060.0,0.4263,107.0,16643.0,85.0,7.5,103700.0,21715.0,15888.0,2015
Bath County,Kentucky,21,11,75.9,589.0,14.3,11978.0,11511.0,119.0,33483.0,0.5118,11.0,11978.0,196.0,7.7,73500.0,18719.0,11511.0,2015
Bath County,Virginia,51,17,79.5,535.0,22.3,4583.0,4310.0,16.0,43646.0,0.5099,0.0,4583.0,157.0,2.1,153700.0,32166.0,4310.0,2015
Baxter County,Arkansas,5,5,83.4,624.0,28.9,41040.0,39707.0,307.0,35396.0,0.4574,238.0,41040.0,135.0,6.1,120400.0,22475.0,39707.0,2015
Bay County,Florida,12,5,80.3,922.0,14.5,175353.0,143910.0,2472.0,47368.0,0.4404,994.0,175353.0,18881.0,9.5,157800.0,25246.0,143910.0,2015
Bay County,Michigan,26,17,80.2,657.0,15.5,106698.0,100823.0,742.0,45583.0,0.4366,366.0,106698.0,1444.0,8.8,92800.0,24445.0,100823.0,2015
Bayfield County,Wisconsin,55,7,83.7,613.0,22.9,15050.0,13000.0,133.0,46665.0,0.4072,1503.0,15050.0,100.0,5.8,161300.0,26485.0,13000.0,2015
Baylor County,Texas,48,23,77.7,480.0,20.3,3628.0,3378.0,15.0,36373.0,0.581,21.0,3628.0,69.0,3.2,81400.0,32907.0,3378.0,2015
Beadle County,South Dakota,46,5,76.1,549.0,14.1,18168.0,15969.0,225.0,46267.0,0.4233,218.0,18168.0,46.0,8.2,96500.0,24662.0,15969.0,2015
Bear Lake County,Idaho,16,7,76.7,558.0,18.7,5939.0,5694.0,9.0,48654.0,0.3893,7.0,5939.0,28.0,7.7,138900.0,22959.0,5694.0,2015
Beaufort County,North Carolina,37,13,80.5,659.0,19.4,47561.0,33324.0,468.0,40391.0,0.4515,23.0,47561.0,12574.0,9.0,115100.0,22356.0,33324.0,2015
Beaufort County,South Carolina,45,13,81.3,1048.0,22.5,171420.0,126235.0,2090.0,57048.0,0.4693,332.0,171420.0,31904.0,11.6,274700.0,32401.0,126235.0,2015
Beauregard Parish,Louisiana,22,11,77.5,669.0,12.5,36259.0,29780.0,241.0,45969.0,0.4486,369.0,36259.0,4777.0,9.8,104100.0,22961.0,29780.0,2015
Beaver County,Oklahoma,40,7,78.7,682.0,16.7,5530.0,4470.0,25.0,52090.0,0.4407,25.0,5530.0,34.0,8.9,89300.0,26258.0,4470.0,2015
Beaver County,Pennsylvania,42,7,81.4,645.0,16.8,169785.0,154413.0,1921.0,50581.0,0.429,150.0,169785.0,10289.0,8.4,120100.0,27233.0,154413.0,2015
