County,State,mean_life_expectancy,State_FIPS,County_FIPS,per_capita_income,asian_population,black_population,age_18_and_under_percentage,median_home_value,high_school_only_percentage,total_population_race,unemployment_rate,health_insurance_rate,less_than_9th_grade_percentage,native_american_population,gini_index,median_household_income,housing_cost_burden,poverty_rate,age_60_and_over,total_population,white_population,age_15_to_44_percentage,median_gross_rent,bachelors_and_above_percentage,disability_rate,Year
Lake and Peninsula Borough,Alaska,74.5502413308315,2,164,24836.0,293.0,16.0,23.2,114900.0,44.2,1393.0,15.2,66.6,5.9,973.0,0.4259,44135.0,8.0,16.5,15.1,1393.0,293.0,45.7,743.0,16.1,13.9,2019
Lake of the Woods County,Minnesota,79.5752239452638,27,77,25640.0,3508.0,2.0,21.2,161900.0,38.6,3771.0,3.6,97.1,2.2,49.0,0.3858,49967.0,42.0,10.7,34.7,3771.0,3508.0,28.1,678.0,16.7,12.9,2019
Lamar County,Alabama,74.8683149184064,1,75,22636.0,12154.0,1479.0,22.0,80900.0,39.8,13885.0,8.8,89.4,6.6,3.0,0.472,38364.0,84.0,20.6,28.9,13885.0,12154.0,32.4,425.0,11.9,22.9,2019
Lamar County,Georgia,74.9593700097731,13,171,22413.0,12363.0,5489.0,20.9,145600.0,39.4,18672.0,7.6,87.4,2.3,26.0,0.4783,44846.0,199.0,18.6,22.8,18672.0,12363.0,41.2,706.0,15.8,16.0,2019
Lamar County,Mississippi,78.8458442090369,28,73,30062.0,47370.0,12446.0,25.1,177700.0,24.2,61969.0,10.3,86.8,3.9,48.0,0.4635,60328.0,575.0,18.3,18.4,61969.0,47370.0,41.8,927.0,34.1,14.3,2019
Lamar County,Texas,75.085446917795,48,277,25038.0,40350.0,6358.0,23.8,99100.0,33.1,49611.0,4.8,83.7,5.0,283.0,0.475,45117.0,568.0,17.4,25.4,49611.0,40350.0,35.7,735.0,18.7,19.4,2019
Lamb County,Texas,75.8540682923677,48,279,22337.0,11819.0,515.0,27.9,65500.0,32.4,13123.0,3.6,77.0,13.6,50.0,0.4453,45111.0,55.0,19.0,21.8,13123.0,11819.0,36.3,719.0,14.4,15.4,2019
Lamoille County,Vermont,80.3590190423626,50,15,36747.0,24145.0,308.0,20.4,225600.0,25.6,25318.0,3.7,95.0,1.9,209.0,0.488,64003.0,178.0,13.6,24.6,25318.0,24145.0,38.2,956.0,38.2,12.2,2019
Lampasas County,Texas,77.4850321398585,48,281,29412.0,18212.0,961.0,22.2,161600.0,29.4,20862.0,6.6,86.9,3.8,132.0,0.4147,60772.0,109.0,11.1,26.2,20862.0,18212.0,34.6,774.0,19.9,20.8,2019
Lancaster County,Nebraska,80.2663041232382,31,109,32378.0,269630.0,12501.0,22.9,177400.0,21.5,313158.0,3.2,92.8,2.8,2147.0,0.4467,60527.0,3789.0,12.5,19.0,313158.0,269630.0,45.1,852.0,39.5,10.6,2019
Lancaster County,Pennsylvania,80.2927502691243,42,71,32194.0,478516.0,22580.0,23.7,209400.0,35.3,540999.0,3.7,88.3,6.8,823.0,0.4324,66056.0,4610.0,10.1,23.8,540999.0,478516.0,37.4,1009.0,27.3,11.7,2019
Lancaster County,South Carolina,78.0335536957767,45,57,30742.0,68565.0,19412.0,21.7,199800.0,29.9,92308.0,6.8,91.4,4.7,91.0,0.4729,58849.0,504.0,13.4,26.9,92308.0,68565.0,35.4,776.0,26.9,13.2,2019
Lancaster County,Virginia,77.1409381885753,51,103,40062.0,7299.0,3305.0,15.3,257200.0,30.7,10724.0,4.1,90.0,3.6,0.0,0.5079,53711.0,108.0,9.8,45.6,10724.0,7299.0,23.6,763.0,31.5,15.8,2019
Lander County,Nevada,77.1295028637318,32,15,34000.0,5265.0,52.0,27.0,179900.0,38.0,5643.0,8.2,93.3,5.1,194.0,0.3986,88030.0,0.0,9.7,17.5,5643.0,5265.0,35.0,842.0,12.4,13.5,2019
Lane County,Kansas,76.1659049016389,20,101,28435.0,1514.0,0.0,24.7,90800.0,31.9,1564.0,2.6,88.6,0.8,12.0,0.4271,52125.0,6.0,12.0,24.3,1564.0,1514.0,36.6,503.0,23.1,15.2,2019
Lane County,Oregon,79.3128441965689,41,39,29705.0,323102.0,4064.0,18.6,263200.0,23.2,373340.0,6.9,93.0,2.4,4132.0,0.4665,52426.0,5276.0,17.6,25.7,373340.0,323102.0,41.0,989.0,30.5,16.9,2019
Langlade County,Wisconsin,78.9416445832238,55,67,27618.0,18246.0,240.0,19.3,113900.0,42.3,19146.0,5.9,93.7,2.5,133.0,0.4105,49491.0,190.0,13.2,31.3,19146.0,18246.0,30.6,640.0,16.7,16.7,2019
Lanier County,Georgia,75.6935233496723,13,173,19207.0,7683.0,2532.0,25.2,114900.0,37.9,10380.0,4.9,85.4,7.0,17.0,0.4687,40986.0,36.0,23.1,19.8,10380.0,7683.0,42.1,712.0,16.5,16.1,2019
Lapeer County,Michigan,77.8960008688457,26,87,30344.0,84158.0,1108.0,20.9,168800.0,35.8,88038.0,5.6,92.8,2.6,266.0,0.419,62641.0,589.0,10.1,25.5,88038.0,84158.0,34.2,788.0,18.3,13.7,2019
Laramie County,Wyoming,78.5732198606767,56,21,35190.0,88215.0,2104.0,23.1,227900.0,25.8,98320.0,5.1,92.1,1.8,914.0,0.4373,66910.0,1044.0,9.9,21.7,98320.0,88215.0,40.0,950.0,28.5,13.2,2019
Larimer County,Colorado,81.7409917944594,8,69,37363.0,314957.0,3387.0,19.8,363800.0,19.0,344786.0,4.7,94.1,1.3,2661.0,0.4463,71881.0,4148.0,11.6,21.4,344786.0,314957.0,44.6,1297.0,47.3,9.7,2019
Larue County,Kentucky,75.2624039347967,21,123,24803.0,13186.0,503.0,22.6,115600.0,39.2,14204.0,4.4,95.8,5.7,10.0,0.4455,47643.0,135.0,14.6,24.2,14204.0,13186.0,36.4,703.0,12.4,21.8,2019
Las Animas County,Colorado,76.7842621659841,8,71,25813.0,12111.0,125.0,17.7,151100.0,29.5,14266.0,8.1,91.5,5.7,544.0,0.4708,41817.0,151.0,18.5,31.3,14266.0,12111.0,34.5,712.0,19.5,24.1,2019
Lassen County,California,78.2284119036475,6,35,22134.0,25324.0,2686.0,14.9,203000.0,34.5,30818.0,6.5,95.6,3.8,864.0,0.4171,56352.0,322.0,13.5,20.3,30818.0,25324.0,49.1,956.0,12.9,18.4,2019
Latah County,Idaho,82.1128266621932,16,57,27011.0,36325.0,462.0,18.7,228200.0,19.7,39505.0,4.2,93.5,1.2,531.0,0.4568,49158.0,527.0,18.1,17.8,39505.0,36325.0,51.2,737.0,45.4,12.3,2019
Latimer County,Oklahoma,75.1780345952937,40,77,25240.0,6866.0,113.0,21.6,87000.0,36.8,10348.0,10.3,79.9,3.7,2193.0,0.4874,44214.0,81.0,18.6,28.0,10348.0,6866.0,35.9,622.0,17.2,24.0,2019
Lauderdale County,Alabama,76.2969405417653,1,77,28033.0,80436.0,9596.0,19.8,145000.0,36.0,92556.0,4.7,91.0,4.2,363.0,0.4601,48094.0,825.0,14.6,26.5,92556.0,80436.0,38.0,663.0,23.5,14.7,2019
Lauderdale County,Mississippi,74.4894483698754,28,75,24698.0,41343.0,33333.0,23.7,96300.0,27.5,76279.0,5.3,89.2,5.3,153.0,0.504,42534.0,1007.0,20.8,23.4,76279.0,41343.0,38.1,752.0,19.7,19.1,2019
Lauderdale County,Tennessee,73.3485311870596,47,97,18515.0,16359.0,8769.0,23.0,84100.0,45.4,25989.0,8.0,90.2,6.7,218.0,0.43,39896.0,312.0,21.2,21.3,25989.0,16359.0,40.1,650.0,8.3,21.6,2019
Laurel County,Kentucky,74.6129147503087,21,125,22398.0,58536.0,444.0,23.1,112000.0,39.1,60357.0,6.5,93.5,8.5,234.0,0.4832,41526.0,543.0,23.2,22.9,60357.0,58536.0,37.7,651.0,14.4,17.5,2019
Laurens County,Georgia,74.6579676717434,13,175,21665.0,27786.0,17687.0,24.7,94600.0,43.1,47405.0,5.4,88.6,4.1,37.0,0.4997,39120.0,476.0,27.1,22.9,47405.0,27786.0,36.6,615.0,16.2,14.3,2019
Laurens County,South Carolina,73.6930483081889,45,59,23004.0,46860.0,16083.0,22.0,101200.0,33.8,66846.0,7.5,88.3,6.4,98.0,0.46,43304.0,534.0,20.3,24.7,66846.0,46860.0,36.2,734.0,16.2,19.6,2019
Lavaca County,Texas,78.5285830484316,48,285,32188.0,15747.0,1281.0,23.7,162400.0,40.9,20021.0,3.2,89.9,6.3,45.0,0.4715,54403.0,160.0,10.7,30.1,20021.0,15747.0,31.7,752.0,16.7,16.1,2019
Lawrence County,Alabama,74.0450227399105,1,79,23450.0,25799.0,3502.0,21.7,110500.0,41.2,33058.0,5.3,90.9,6.7,1852.0,0.4409,44886.0,181.0,18.0,25.2,33058.0,25799.0,34.9,551.0,12.6,21.3,2019
Lawrence County,Arkansas,74.1619647316862,5,75,21473.0,15992.0,186.0,22.5,76800.0,38.6,16549.0,7.2,93.4,6.0,44.0,0.4382,39993.0,211.0,15.6,26.8,16549.0,15992.0,36.3,549.0,15.4,23.4,2019
Lawrence County,Illinois,76.0269519509141,17,101,23613.0,14073.0,1331.0,18.1,78400.0,34.7,16033.0,6.0,92.4,4.8,163.0,0.4263,46636.0,235.0,16.2,24.8,16033.0,14073.0,38.9,628.0,14.9,21.2,2019
Lawrence County,Indiana,76.2260868408691,18,93,26603.0,43954.0,180.0,21.9,117400.0,42.3,45548.0,4.4,91.6,3.5,253.0,0.4055,53610.0,401.0,12.4,26.5,45548.0,43954.0,34.5,686.0,15.8,18.6,2019
Lawrence County,Kentucky,71.885237634586,21,127,18124.0,15490.0,29.0,23.8,79400.0,42.5,15671.0,8.4,91.4,9.7,6.0,0.4989,32798.0,46.0,26.5,23.9,15671.0,15490.0,34.9,568.0,9.8,22.5,2019
Lawrence County,Mississippi,73.4462237395803,28,77,22980.0,8215.0,4109.0,24.5,94800.0,33.6,12633.0,7.2,87.9,5.4,19.0,0.4585,41914.0,65.0,18.6,24.7,12633.0,8215.0,35.5,766.0,17.6,17.2,2019
Lawrence County,Missouri,75.4937454776264,29,109,22957.0,36225.0,184.0,25.4,109600.0,38.7,38204.0,6.1,86.5,4.3,313.0,0.434,44742.0,325.0,16.8,24.7,38204.0,36225.0,35.1,681.0,16.0,18.3,2019
Lawrence County,Ohio,72.866941337603,39,87,24562.0,57458.0,1211.0,22.0,106500.0,43.9,60184.0,5.6,94.4,3.0,19.0,0.4538,45118.0,361.0,18.1,25.1,60184.0,57458.0,35.6,733.0,14.9,22.7,2019
Lawrence County,Pennsylvania,76.520408261944,42,73,28926.0,80717.0,3153.0,19.9,111300.0,43.3,86727.0,6.3,95.0,2.6,77.0,0.4622,50204.0,753.0,13.8,29.7,86727.0,80717.0,33.4,696.0,22.1,18.2,2019
Lawrence County,South Dakota,81.227423073425,46,81,31712.0,23732.0,230.0,17.7,207900.0,29.6,25478.0,2.6,90.7,2.2,582.0,0.4556,52641.0,228.0,12.7,28.6,25478.0,23732.0,38.0,761.0,35.0,15.9,2019
Lawrence County,Tennessee,74.1081344451649,47,99,21720.0,41314.0,724.0,25.1,112500.0,44.3,43390.0,8.1,87.2,7.7,147.0,0.443,43614.0,424.0,17.0,23.5,43390.0,41314.0,35.2,661.0,14.3,18.4,2019
Le Flore County,Oklahoma,73.8139750506335,40,79,20902.0,37793.0,952.0,24.3,90300.0,41.1,50026.0,5.6,82.0,5.6,5639.0,0.4497,40677.0,390.0,20.7,23.8,50026.0,37793.0,36.6,638.0,14.6,22.2,2019
Le Sueur County,Minnesota,80.9025487778078,27,79,33311.0,26972.0,238.0,24.0,207400.0,35.8,28242.0,3.4,94.4,2.1,50.0,0.3919,71080.0,218.0,8.5,23.4,28242.0,26972.0,34.8,773.0,23.0,10.9,2019
Lea County,New Mexico,76.1466244318774,35,25,25585.0,62117.0,2692.0,30.1,133100.0,31.5,70277.0,6.3,87.0,11.9,716.0,0.4423,60546.0,492.0,15.8,15.9,70277.0,62117.0,41.9,895.0,13.6,11.3,2019
Leake County,Mississippi,74.3694896402731,28,79,19893.0,11677.0,9555.0,26.6,83300.0,36.6,22792.0,8.3,84.9,8.3,1293.0,0.4923,37096.0,75.0,26.4,21.2,22792.0,11677.0,38.8,660.0,14.3,23.8,2019
Leavenworth County,Kansas,79.0406656561928,20,103,32444.0,66592.0,7124.0,23.8,182900.0,28.3,80745.0,4.1,95.2,2.1,587.0,0.4144,73013.0,747.0,8.5,19.8,80745.0,66592.0,40.5,987.0,31.5,14.3,2019
Lebanon County,Pennsylvania,78.9537225315282,42,75,29130.0,121005.0,3449.0,22.9,171300.0,44.0,139729.0,4.4,91.4,4.3,132.0,0.4034,60281.0,1358.0,10.8,25.9,139729.0,121005.0,35.6,874.0,20.7,13.1,2019
Lee County,Alabama,77.9139576690325,1,81,27860.0,113359.0,36920.0,21.3,169300.0,23.7,161152.0,5.2,92.2,2.8,296.0,0.5026,51463.0,1223.0,19.6,16.5,161152.0,113359.0,48.3,856.0,35.3,13.0,2019
Lee County,Arkansas,73.6550632062585,5,77,16968.0,3949.0,5108.0,18.2,74000.0,40.4,9194.0,12.3,92.8,6.5,35.0,0.5049,29681.0,46.0,22.1,24.8,9194.0,3949.0,39.8,525.0,10.7,24.2,2019
Lee County,Florida,81.8202975262275,12,71,33543.0,622299.0,63282.0,17.8,224800.0,31.0,737468.0,5.3,86.7,5.0,1395.0,0.4798,57832.0,6194.0,13.1,35.4,737468.0,622299.0,31.3,1154.0,28.2,13.9,2019
Lee County,Georgia,76.7743295827364,13,177,29348.0,21662.0,6121.0,26.5,152800.0,29.8,29502.0,6.7,90.0,1.4,30.0,0.397,69280.0,217.0,12.8,18.2,29502.0,21662.0,40.3,881.0,25.4,11.6,2019
Lee County,Illinois,78.0134731999883,17,103,29984.0,31133.0,1881.0,19.8,119900.0,33.8,34389.0,3.5,96.4,2.3,92.0,0.436,58194.0,246.0,12.5,25.8,34389.0,31133.0,36.0,694.0,18.2,15.5,2019
Lee County,Iowa,76.3365051831041,19,111,26710.0,32054.0,946.0,21.8,94500.0,40.8,34227.0,6.9,96.2,1.4,83.0,0.4199,49564.0,293.0,14.2,27.7,34227.0,32054.0,33.8,670.0,16.4,16.6,2019
Lee County,Kentucky,70.9063442359346,21,129,17386.0,6612.0,52.0,20.4,63000.0,36.3,6881.0,10.4,97.3,18.5,47.0,0.5105,25275.0,40.0,34.6,24.5,6881.0,6612.0,35.6,548.0,8.3,31.0,2019
Lee County,Mississippi,74.5405743764429,28,81,26369.0,56904.0,25089.0,25.4,133700.0,25.9,85072.0,5.8,88.6,4.5,225.0,0.4674,50559.0,700.0,14.6,20.1,85072.0,56904.0,38.9,752.0,24.4,15.8,2019
Lee County,North Carolina,76.46842481045,37,105,24842.0,44592.0,12273.0,24.4,144200.0,26.8,60481.0,7.0,86.1,7.0,498.0,0.4428,49994.0,684.0,16.1,22.4,60481.0,44592.0,37.4,775.0,21.5,16.2,2019
Lee County,South Carolina,72.0854944673625,45,61,19300.0,5721.0,11163.0,19.6,78800.0,41.5,17365.0,7.9,88.9,6.0,2.0,0.5068,32371.0,113.0,25.0,24.5,17365.0,5721.0,38.1,656.0,15.9,19.5,2019
Lee County,Texas,78.0891553037765,48,287,27227.0,13945.0,1917.0,22.2,138700.0,36.2,17058.0,2.5,84.2,7.0,0.0,0.4459,54744.0,80.0,12.3,27.1,17058.0,13945.0,36.8,873.0,14.6,13.0,2019
Lee County,Virginia,74.575359529711,51,105,19720.0,22408.0,978.0,18.5,88100.0,34.5,23948.0,9.1,87.8,9.4,64.0,0.4932,32888.0,176.0,25.5,27.0,23948.0,22408.0,35.1,558.0,11.2,26.0,2019
Leelanau County,Michigan,82.8744227448396,26,89,39073.0,20123.0,105.0,16.3,268400.0,21.6,21652.0,4.5,94.8,1.4,678.0,0.4569,65249.0,92.0,6.1,39.9,21652.0,20123.0,27.1,959.0,44.7,13.1,2019
Leflore County,Mississippi,71.1046583944489,28,83,18419.0,7009.0,21683.0,27.8,81200.0,38.2,29222.0,8.1,85.5,8.5,0.0,0.5857,26735.0,368.0,36.8,20.0,29222.0,7009.0,40.0,585.0,18.5,10.0,2019
Lehigh County,Pennsylvania,79.5503649281651,42,77,33566.0,289545.0,26932.0,22.7,208200.0,32.9,365052.0,5.8,93.5,4.3,1030.0,0.457,63897.0,4626.0,12.5,22.8,365052.0,289545.0,38.7,1072.0,29.9,13.5,2019
Lemhi County,Idaho,78.7793898464421,16,59,25075.0,7430.0,3.0,19.0,177000.0,30.3,7847.0,4.5,88.3,1.7,40.0,0.4323,39324.0,58.0,12.1,38.7,7847.0,7430.0,27.0,657.0,22.9,18.3,2019
Lenawee County,Michigan,77.8932924914479,26,91,27850.0,91576.0,2471.0,21.2,139400.0,36.9,98381.0,4.7,94.3,2.6,475.0,0.417,55450.0,627.0,11.4,25.5,98381.0,91576.0,36.6,767.0,21.0,15.5,2019
Lenoir County,North Carolina,74.3752764707142,37,107,23865.0,31205.0,22205.0,22.5,95500.0,31.9,56756.0,11.4,87.5,7.3,119.0,0.4799,39402.0,749.0,23.2,26.9,56756.0,31205.0,33.8,717.0,14.9,23.9,2019
Leon County,Florida,79.1165379077494,12,73,30586.0,177974.0,89536.0,18.7,203100.0,19.0,289770.0,7.2,91.9,2.1,570.0,0.4896,53106.0,4365.0,20.5,18.2,289770.0,177974.0,50.3,1024.0,46.2,11.2,2019
Leon County,Texas,76.8180912852326,48,289,30129.0,15331.0,1173.0,22.6,111000.0,40.0,17225.0,6.6,83.0,6.0,107.0,0.5271,43045.0,119.0,17.6,32.2,17225.0,15331.0,31.9,773.0,14.0,19.5,2019
Leslie County,Kentucky,70.0886090384775,21,131,15838.0,10039.0,15.0,21.5,64100.0,41.9,10283.0,9.4,95.5,10.9,0.0,0.4562,31627.0,50.0,38.0,25.3,10283.0,10039.0,35.2,517.0,8.7,32.0,2019
Letcher County,Kentucky,71.0912326877153,21,133,20641.0,21812.0,83.0,21.6,58600.0,37.0,22295.0,12.6,95.2,9.7,41.0,0.5207,29886.0,162.0,33.6,25.5,22295.0,21812.0,34.6,559.0,12.1,30.4,2019
Levy County,Florida,74.8204356383303,12,75,21579.0,35391.0,3541.0,19.7,105700.0,41.1,40403.0,6.3,84.8,3.8,67.0,0.4524,37326.0,237.0,20.7,32.3,40403.0,35391.0,31.2,720.0,12.2,20.9,2019
Lewis County,Idaho,78.6381338375493,16,61,24094.0,3327.0,5.0,22.6,132300.0,29.6,3838.0,6.0,84.9,3.9,321.0,0.4534,41198.0,40.0,16.2,34.1,3838.0,3327.0,28.5,593.0,17.9,25.8,2019
Lewis County,Kentucky,72.7591977609984,21,135,19860.0,13117.0,90.0,22.3,65500.0,42.8,13417.0,5.2,94.9,11.6,29.0,0.5015,31147.0,58.0,24.4,24.8,13417.0,13117.0,34.5,518.0,9.1,22.4,2019
Lewis County,Missouri,76.558472198525,29,111,22739.0,9255.0,419.0,22.5,87900.0,45.9,9955.0,2.8,90.2,4.0,77.0,0.429,45988.0,105.0,18.6,24.6,9955.0,9255.0,37.2,569.0,13.6,14.5,2019
Lewis County,New York,79.7863342832876,36,49,26708.0,25725.0,185.0,23.1,120200.0,44.7,26572.0,4.8,94.5,2.7,76.0,0.4002,54524.0,144.0,13.5,25.2,26572.0,25725.0,34.3,768.0,18.4,14.2,2019
Lewis County,Tennessee,74.4372326254568,47,101,21516.0,11436.0,219.0,21.9,95600.0,42.5,12027.0,2.6,89.7,5.5,0.0,0.4372,37277.0,153.0,19.5,29.2,12027.0,11436.0,34.3,580.0,10.4,18.5,2019
Lewis County,Washington,77.8727114551992,53,41,27127.0,70251.0,414.0,21.6,209600.0,29.1,78145.0,7.1,92.7,3.9,508.0,0.4252,53484.0,887.0,13.1,28.2,78145.0,70251.0,34.7,876.0,17.7,19.4,2019
Lewis County,West Virginia,73.732866581032,54,41,23820.0,15744.0,29.0,21.2,104200.0,51.0,16166.0,6.8,93.6,3.7,87.0,0.4722,39908.0,58.0,21.1,27.3,16166.0,15744.0,33.7,648.0,14.5,19.8,2019
Lewis and Clark County,Montana,79.6688886503679,30,49,34504.0,63568.0,183.0,21.6,243000.0,23.6,67805.0,3.1,94.3,1.2,1166.0,0.421,65791.0,827.0,10.4,25.6,67805.0,63568.0,36.2,833.0,40.1,13.3,2019
Lexington City,Virginia,76.4106477062131,51,678,19047.0,6063.0,637.0,9.0,235700.0,21.9,7241.0,2.6,95.1,2.8,0.0,0.4953,42632.0,65.0,27.4,19.2,7241.0,6063.0,62.8,788.0,46.7,12.7,2019
Lexington County,South Carolina,77.6399963913272,45,63,31671.0,229664.0,43041.0,23.3,157000.0,28.2,290278.0,5.2,90.5,3.5,884.0,0.4384,61173.0,2830.0,12.5,22.1,290278.0,229664.0,38.2,917.0,30.4,13.6,2019
Liberty County,Florida,75.7841247471328,12,77,17872.0,6682.0,1320.0,16.5,75100.0,45.8,8345.0,7.9,84.8,5.1,103.0,0.4305,38015.0,11.0,16.8,21.5,8345.0,6682.0,42.9,595.0,14.4,23.5,2019
Liberty County,Georgia,76.4874651261938,13,179,22811.0,28086.0,25265.0,28.2,124500.0,31.6,61349.0,9.9,88.8,2.8,321.0,0.3971,48007.0,1195.0,15.9,13.2,61349.0,28086.0,47.9,1067.0,18.3,14.2,2019
Liberty County,Montana,81.788083063862,30,51,43320.0,2340.0,0.0,22.7,101100.0,21.5,2351.0,0.0,91.4,23.5,0.0,0.5778,44875.0,9.0,16.2,34.5,2351.0,2340.0,30.4,571.0,15.2,17.9,2019
Liberty County,Texas,74.214508559321,48,291,23461.0,67404.0,8273.0,26.1,111600.0,37.8,83702.0,7.0,80.2,9.7,496.0,0.4434,51494.0,383.0,14.1,18.3,83702.0,67404.0,40.4,850.0,9.7,17.1,2019
Licking County,Ohio,77.6903855519418,39,89,31617.0,158836.0,6676.0,23.3,170200.0,34.3,173750.0,4.4,93.6,1.8,213.0,0.4353,64589.0,1443.0,10.5,22.7,173750.0,158836.0,36.9,852.0,26.1,15.8,2019
Limestone County,Alabama,77.6675828538061,1,83,28411.0,76003.0,13028.0,22.8,158800.0,30.4,94727.0,6.2,90.4,5.5,723.0,0.4454,59686.0,522.0,13.6,21.1,94727.0,76003.0,38.8,691.0,25.7,15.7,2019
Limestone County,Texas,75.5870386342023,48,293,22595.0,18013.0,4037.0,22.5,95400.0,33.2,23417.0,6.7,81.0,8.5,399.0,0.448,44418.0,133.0,19.4,25.7,23417.0,18013.0,37.2,701.0,14.8,16.8,2019
Lincoln County,Arkansas,75.1174601445946,5,79,14764.0,8872.0,4106.0,15.1,76300.0,47.3,13455.0,2.3,92.6,5.1,72.0,0.4604,46596.0,32.0,20.0,21.2,13455.0,8872.0,44.9,534.0,9.7,21.1,2019
Lincoln County,Colorado,78.3588326706885,8,73,16753.0,4971.0,459.0,20.1,147100.0,54.5,5585.0,2.7,91.9,2.3,46.0,0.4737,47258.0,56.0,14.8,22.8,5585.0,4971.0,42.0,780.0,12.6,15.9,2019
Lincoln County,Georgia,76.5255941801173,13,181,26918.0,5295.0,2433.0,19.2,127700.0,39.7,7856.0,3.4,87.6,5.4,4.0,0.4995,39742.0,98.0,20.6,32.6,7856.0,5295.0,31.0,708.0,15.9,16.0,2019
Lincoln County,Idaho,78.0362194422426,16,63,21656.0,4978.0,0.0,29.6,145600.0,33.3,5350.0,3.7,78.4,12.6,32.0,0.4175,50053.0,54.0,12.1,19.4,5350.0,4978.0,40.7,639.0,10.3,14.1,2019
Lincoln County,Kansas,78.8245153656251,20,105,25803.0,2986.0,5.0,22.6,72700.0,31.1,3044.0,3.4,91.3,2.6,0.0,0.3977,45076.0,31.0,9.2,32.1,3044.0,2986.0,29.7,530.0,22.8,18.3,2019
Lincoln County,Kentucky,74.4057807778528,21,137,21480.0,23154.0,466.0,23.7,106400.0,42.7,24476.0,5.5,90.8,9.8,5.0,0.4271,42919.0,257.0,21.3,24.1,24476.0,23154.0,34.9,651.0,13.0,18.2,2019
Lincoln County,Maine,79.7353903176991,23,15,33595.0,33143.0,129.0,16.7,215400.0,34.4,34201.0,3.8,90.0,2.1,148.0,0.4404,57720.0,160.0,12.3,36.7,34201.0,33143.0,29.2,819.0,33.5,16.9,2019
Lincoln County,Minnesota,80.0378567697619,27,81,30253.0,5533.0,25.0,23.3,103100.0,38.3,5677.0,2.9,95.1,2.2,33.0,0.4492,53077.0,24.0,10.9,31.5,5677.0,5533.0,29.9,616.0,19.3,13.0,2019
Lincoln County,Mississippi,73.6614321342719,28,85,23541.0,23159.0,10957.0,23.9,99500.0,37.6,34320.0,7.3,85.7,4.4,5.0,0.4762,42606.0,132.0,21.0,23.5,34320.0,23159.0,37.0,713.0,16.2,14.3,2019
Lincoln County,Missouri,76.6051017696392,29,113,26848.0,53593.0,1088.0,25.5,163300.0,42.3,56477.0,3.8,92.2,2.2,182.0,0.4017,64196.0,380.0,11.0,19.6,56477.0,53593.0,38.6,854.0,16.8,15.0,2019
Lincoln County,Montana,78.6997042910146,30,53,25081.0,18511.0,40.0,18.2,198200.0,37.3,19537.0,9.5,89.3,4.4,256.0,0.4744,40140.0,101.0,17.4,38.3,19537.0,18511.0,26.2,734.0,19.6,22.2,2019
Lincoln County,Nebraska,78.7921651878036,31,111,31567.0,33426.0,542.0,23.7,139400.0,28.5,35263.0,3.2,90.6,2.8,151.0,0.4358,59795.0,388.0,9.9,26.1,35263.0,33426.0,35.9,753.0,23.2,15.0,2019
Lincoln County,Nevada,78.4082226021821,32,17,26432.0,4589.0,232.0,18.1,140900.0,34.3,5180.0,7.6,90.6,2.7,59.0,0.3751,58462.0,0.0,5.5,29.5,5180.0,4589.0,37.9,606.0,19.6,18.4,2019
Lincoln County,New Mexico,79.9128329189469,35,27,27454.0,18843.0,104.0,18.4,193900.0,29.9,19461.0,4.4,89.5,3.9,113.0,0.4648,46216.0,56.0,10.6,37.6,19461.0,18843.0,28.4,697.0,25.8,19.8,2019
Lincoln County,North Carolina,77.5981194866353,37,109,31771.0,74133.0,4125.0,21.4,172000.0,31.1,82919.0,5.5,91.2,3.3,201.0,0.4576,57536.0,649.0,12.1,23.7,82919.0,74133.0,34.8,727.0,23.0,14.2,2019
Lincoln County,Oklahoma,75.6509603354946,40,81,25255.0,29620.0,677.0,24.3,110800.0,40.8,34895.0,4.7,86.1,2.8,2542.0,0.4446,50671.0,176.0,13.9,24.8,34895.0,29620.0,34.4,668.0,15.5,19.2,2019
Lincoln County,Oregon,78.3178304068929,41,41,27861.0,42835.0,271.0,16.9,251200.0,27.3,48547.0,6.1,90.6,2.3,1358.0,0.4455,47882.0,596.0,16.3,38.0,48547.0,42835.0,28.3,924.0,24.9,22.3,2019
Lincoln County,South Dakota,83.9148389852668,46,83,40059.0,53679.0,756.0,28.2,228800.0,23.0,56826.0,2.0,95.4,2.0,247.0,0.4418,82473.0,490.0,4.1,16.6,56826.0,53679.0,41.2,963.0,37.6,8.3,2019
Lincoln County,Tennessee,75.3283252781407,47,103,26965.0,30413.0,2428.0,22.4,135700.0,40.5,33924.0,4.0,91.6,5.1,70.0,0.4415,49485.0,259.0,14.7,26.1,33924.0,30413.0,34.1,685.0,18.4,19.0,2019
Lincoln County,Washington,80.8463207576645,53,43,28891.0,9881.0,83.0,21.4,162800.0,29.3,10574.0,3.6,96.2,1.7,162.0,0.4023,54631.0,68.0,12.5,33.6,10574.0,9881.0,28.9,788.0,25.1,19.4,2019
Lincoln County,West Virginia,72.0709023220708,54,43,21456.0,20495.0,39.0,22.5,84200.0,47.0,20850.0,5.4,93.9,8.3,0.0,0.4481,42345.0,47.0,22.8,26.5,20850.0,20495.0,34.0,618.0,9.0,23.9,2019
