County,State,State_FIPS,County_FIPS,asian_population,per_capita_income,high_school_only_percentage,median_home_value,black_population,age_18_and_under_percentage,total_population_race,native_american_population,less_than_9th_grade_percentage,health_insurance_rate,unemployment_rate,gini_index,median_household_income,housing_cost_burden,white_population,total_population,age_60_and_over,poverty_rate,median_gross_rent,age_15_to_44_percentage,bachelors_and_above_percentage,disability_rate,Year
Cass County,Missouri,29,37,93925.0,31675.0,33.1,171800.0,3713.0,24.6,102678.0,630.0,2.4,92.6,4.3,0.3982,67659.0,900.0,93925.0,102678.0,22.5,9.8,948.0,36.6,26.1,13.4,2018
Cass County,Nebraska,31,25,24747.0,33178.0,29.9,170700.0,153.0,24.4,25702.0,30.0,1.1,93.9,3.0,0.3927,71139.0,158.0,24747.0,25702.0,23.7,6.4,773.0,34.2,27.4,9.4,2018
Cass County,North Dakota,38,17,152505.0,36655.0,19.7,211500.0,8922.0,22.3,174202.0,1631.0,2.5,93.9,2.9,0.4708,62031.0,2464.0,152505.0,174202.0,16.7,10.7,804.0,48.2,39.4,9.4,2018
Cass County,Texas,48,67,23487.0,22545.0,43.3,86200.0,5234.0,22.6,30087.0,39.0,3.5,84.6,7.2,0.433,45345.0,275.0,23487.0,30087.0,28.6,19.6,640.0,32.6,16.4,17.6,2018
Cassia County,Idaho,16,31,21998.0,21547.0,29.9,151800.0,46.0,32.3,23615.0,281.0,8.1,84.3,3.2,0.4133,50918.0,69.0,21998.0,23615.0,19.1,14.3,634.0,38.0,18.6,13.7,2018
Castro County,Texas,48,69,7079.0,20915.0,32.2,81900.0,70.0,29.3,7787.0,17.0,17.6,73.9,2.1,0.4088,45000.0,57.0,7079.0,7787.0,21.0,15.7,636.0,36.9,14.8,11.0,2018
Caswell County,North Carolina,37,33,14378.0,22982.0,33.3,109100.0,7503.0,19.0,22746.0,51.0,7.1,91.0,6.8,0.4336,43961.0,126.0,14378.0,22746.0,27.6,19.6,553.0,33.6,15.5,18.3,2018
Catahoula Parish,Louisiana,22,25,6564.0,21962.0,42.5,82100.0,3210.0,22.0,9893.0,19.0,7.7,86.2,5.7,0.4745,38854.0,74.0,6564.0,9893.0,24.1,22.1,518.0,40.1,11.7,14.1,2018
Catawba County,North Carolina,37,35,123876.0,26950.0,30.6,141900.0,12772.0,22.6,156729.0,430.0,5.0,89.2,7.0,0.4536,51157.0,1343.0,123876.0,156729.0,23.4,13.2,724.0,36.2,21.9,14.2,2018
Catoosa County,Georgia,13,47,61318.0,26915.0,32.4,140000.0,1558.0,23.2,66299.0,220.0,3.0,88.0,3.9,0.4156,55125.0,452.0,61318.0,66299.0,23.4,9.8,759.0,37.9,20.8,14.7,2018
Catron County,New Mexico,35,3,3504.0,20767.0,42.9,161800.0,0.0,13.2,3539.0,2.0,3.5,92.3,0.0,0.3511,42480.0,13.0,3504.0,3539.0,48.0,22.9,1150.0,16.8,22.2,30.4,2018
Cattaraugus County,New York,36,9,71439.0,24628.0,39.4,86200.0,1247.0,22.4,77686.0,2380.0,4.0,93.0,6.3,0.4256,47240.0,612.0,71439.0,77686.0,25.4,16.5,639.0,34.9,19.1,15.8,2018
Cavalier County,North Dakota,38,19,3638.0,43125.0,29.9,98600.0,4.0,21.2,3824.0,48.0,5.4,95.4,1.3,0.4774,67591.0,23.0,3638.0,3824.0,34.9,10.0,547.0,27.1,21.2,9.8,2018
Cayuga County,New York,36,11,71522.0,29022.0,33.0,123000.0,3361.0,20.1,77868.0,235.0,3.1,94.6,5.4,0.4267,56579.0,578.0,71522.0,77868.0,25.0,11.7,747.0,36.4,22.3,14.8,2018
Cecil County,Maryland,24,15,90454.0,32976.0,37.7,237300.0,6869.0,23.0,102517.0,165.0,3.2,95.5,5.6,0.4066,72845.0,779.0,90454.0,102517.0,21.6,9.4,1110.0,36.9,22.8,13.5,2018
Cedar County,Iowa,19,31,17924.0,32010.0,35.9,150700.0,136.0,22.8,18445.0,45.0,1.9,97.8,2.7,0.3785,65791.0,72.0,17924.0,18445.0,26.5,6.4,711.0,33.9,23.0,10.8,2018
Cedar County,Missouri,29,39,13447.0,22434.0,40.2,105000.0,6.0,24.2,13938.0,5.0,6.3,83.9,9.0,0.4534,39412.0,113.0,13447.0,13938.0,28.3,18.5,612.0,31.0,15.3,21.3,2018
Cedar County,Nebraska,31,27,8352.0,29494.0,35.2,121000.0,4.0,25.2,8523.0,76.0,3.1,94.1,1.2,0.4171,58978.0,46.0,8352.0,8523.0,29.2,9.1,643.0,30.4,19.4,11.4,2018
Centre County,Pennsylvania,42,27,141282.0,29432.0,30.0,220500.0,6396.0,15.2,161443.0,154.0,1.9,94.5,4.3,0.4696,58055.0,1336.0,141282.0,161443.0,18.8,18.4,966.0,51.6,44.7,9.6,2018
Cerro Gordo County,Iowa,19,33,40492.0,31304.0,30.8,124400.0,745.0,20.6,42984.0,208.0,2.1,94.4,4.1,0.4437,52902.0,499.0,40492.0,42984.0,28.6,11.4,693.0,33.7,22.7,14.0,2018
Chaffee County,Colorado,8,15,17857.0,29365.0,26.7,335900.0,366.0,15.5,19164.0,42.0,2.7,89.6,2.8,0.4266,54580.0,144.0,17857.0,19164.0,33.9,10.1,800.0,32.0,33.5,16.9,2018
Chambers County,Alabama,1,17,19483.0,22827.0,38.4,88400.0,13319.0,20.7,33826.0,97.0,5.7,89.2,5.0,0.4568,39872.0,260.0,19483.0,33826.0,25.5,16.6,715.0,35.9,13.2,16.7,2018
Chambers County,Texas,48,71,35465.0,34372.0,29.1,185700.0,3158.0,28.0,40292.0,85.0,5.8,85.7,6.1,0.4543,76850.0,196.0,35465.0,40292.0,16.3,12.7,889.0,40.5,21.5,11.0,2018
Champaign County,Illinois,17,19,151382.0,29683.0,21.7,157800.0,27942.0,18.9,209448.0,312.0,1.4,95.2,4.8,0.5097,51692.0,2925.0,151382.0,209448.0,17.3,20.9,862.0,51.9,44.4,8.9,2018
Champaign County,Ohio,39,21,36732.0,26515.0,47.5,126200.0,711.0,22.6,38864.0,114.0,2.4,94.4,6.0,0.3797,57103.0,298.0,36732.0,38864.0,24.6,11.0,698.0,35.6,14.9,16.1,2018
Chariton County,Missouri,29,41,7212.0,24470.0,48.9,91600.0,183.0,22.9,7546.0,7.0,2.0,92.7,3.2,0.4478,46992.0,28.0,7212.0,7546.0,30.5,11.9,515.0,30.6,18.4,17.6,2018
Charles City County,Virginia,51,36,3016.0,37059.0,38.7,168900.0,3279.0,15.7,6995.0,453.0,4.9,90.9,5.0,0.5459,59192.0,16.0,3016.0,6995.0,31.9,13.1,780.0,29.2,13.3,16.8,2018
Charles County,Maryland,24,17,71681.0,39696.0,31.4,302800.0,70047.0,24.3,157671.0,849.0,2.2,96.4,4.0,0.3813,95924.0,1163.0,71681.0,157671.0,17.5,6.1,1661.0,39.4,28.9,8.9,2018
Charles Mix County,South Dakota,46,23,5947.0,21787.0,38.2,102200.0,7.0,29.6,9344.0,2945.0,4.2,81.0,6.8,0.4471,46389.0,65.0,5947.0,9344.0,23.8,20.2,531.0,33.4,17.5,14.9,2018
Charleston County,South Carolina,45,19,269342.0,37801.0,22.7,295600.0,107789.0,19.9,394708.0,674.0,2.4,89.2,4.4,0.5058,61028.0,4715.0,269342.0,394708.0,21.7,14.7,1147.0,42.1,42.8,10.7,2018
Charlevoix County,Michigan,26,29,24945.0,32559.0,29.5,162900.0,140.0,19.6,26219.0,388.0,1.1,93.6,4.5,0.47,53207.0,262.0,24945.0,26219.0,31.9,10.8,713.0,30.3,31.0,14.3,2018
Charlotte County,Florida,12,15,159598.0,30528.0,33.8,176500.0,9735.0,12.5,176954.0,464.0,2.8,88.7,7.3,0.4542,49225.0,1237.0,159598.0,176954.0,47.6,11.1,976.0,22.8,23.2,21.9,2018
Charlotte County,Virginia,51,37,8323.0,20585.0,43.6,107400.0,3506.0,21.5,12095.0,10.0,6.8,86.4,5.8,0.4455,39212.0,157.0,8323.0,12095.0,30.3,24.1,636.0,32.4,10.2,21.0,2018
Charlottesville City,Virginia,51,540,33128.0,35026.0,18.7,283800.0,8820.0,15.7,47042.0,145.0,3.9,90.9,4.1,0.5168,58933.0,742.0,33128.0,47042.0,14.9,24.6,1118.0,54.9,52.6,9.0,2018
Charlton County,Georgia,13,49,8684.0,19341.0,39.1,82600.0,3358.0,19.1,12983.0,245.0,11.6,78.9,12.2,0.436,40283.0,16.0,8684.0,12983.0,20.6,24.4,546.0,40.0,10.5,20.2,2018
Chase County,Kansas,20,17,2516.0,25105.0,27.6,96200.0,46.0,23.3,2645.0,13.0,3.0,91.1,4.5,0.436,46295.0,33.0,2516.0,2645.0,30.1,12.6,624.0,31.9,21.6,17.3,2018
Chase County,Nebraska,31,29,3703.0,29526.0,25.2,122700.0,2.0,21.6,3734.0,0.0,6.2,91.5,2.5,0.382,55833.0,8.0,3703.0,3734.0,30.4,8.4,639.0,31.7,20.8,12.0,2018
Chatham County,Georgia,13,51,151228.0,30664.0,24.3,184900.0,114130.0,21.8,287049.0,778.0,2.8,85.5,8.0,0.4804,54911.0,3791.0,151228.0,287049.0,20.0,15.8,1044.0,43.5,33.2,14.0,2018
Chatham County,North Carolina,37,37,56190.0,39299.0,21.4,265900.0,8073.0,20.6,69791.0,159.0,5.3,88.1,5.1,0.4899,63531.0,652.0,56190.0,69791.0,30.6,11.9,833.0,30.6,41.3,15.3,2018
Chattahoochee County,Georgia,13,53,7510.0,23651.0,25.9,69000.0,2263.0,21.5,10767.0,37.0,1.9,93.6,9.6,0.4753,46453.0,159.0,7510.0,10767.0,6.3,16.8,1263.0,66.4,33.4,10.9,2018
Chattooga County,Georgia,13,55,21407.0,18209.0,38.7,69600.0,2507.0,22.6,24817.0,29.0,10.7,84.6,8.2,0.4602,36107.0,281.0,21407.0,24817.0,23.3,19.9,591.0,37.5,9.8,18.0,2018
Chautauqua County,Kansas,20,19,2934.0,24496.0,35.6,62500.0,20.0,21.0,3367.0,208.0,4.5,86.9,7.4,0.4662,38690.0,19.0,2934.0,3367.0,33.9,17.0,574.0,29.4,16.8,22.3,2018
Chautauqua County,New York,36,13,119857.0,24825.0,35.9,86300.0,3326.0,20.6,129656.0,425.0,3.6,94.5,6.9,0.447,45332.0,1218.0,119857.0,129656.0,26.0,18.7,649.0,36.0,21.7,15.5,2018
Chaves County,New Mexico,35,5,55609.0,21356.0,27.8,108700.0,1111.0,26.9,65459.0,1063.0,11.3,88.3,5.9,0.4596,43197.0,704.0,55609.0,65459.0,21.8,20.6,771.0,38.8,17.8,16.6,2018
Cheatham County,Tennessee,47,21,37939.0,26719.0,36.4,176400.0,550.0,22.7,39929.0,95.0,3.9,90.5,4.5,0.3833,58641.0,230.0,37939.0,39929.0,20.2,11.5,956.0,37.3,19.6,14.1,2018
Cheboygan County,Michigan,26,31,23741.0,25876.0,37.9,125100.0,220.0,17.1,25458.0,431.0,2.5,92.1,8.2,0.422,46161.0,147.0,23741.0,25458.0,35.4,14.8,658.0,29.3,20.5,19.5,2018
Chelan County,Washington,53,7,64606.0,29204.0,27.2,274500.0,360.0,23.9,75757.0,545.0,8.7,91.1,5.3,0.451,56135.0,649.0,64606.0,75757.0,25.2,11.6,863.0,35.8,26.7,14.0,2018
Chemung County,New York,36,15,75443.0,28115.0,36.0,106500.0,5262.0,21.8,85740.0,294.0,2.9,95.4,5.0,0.4486,53299.0,1171.0,75443.0,85740.0,24.8,14.8,805.0,36.2,23.9,15.4,2018
Chenango County,New York,36,17,46395.0,26717.0,39.0,97000.0,472.0,21.0,48348.0,166.0,3.0,95.3,5.7,0.4279,50595.0,428.0,46395.0,48348.0,27.0,14.3,667.0,33.4,18.3,19.2,2018
Cherokee County,Alabama,1,19,23997.0,23356.0,38.3,123100.0,1267.0,20.4,25853.0,236.0,7.5,91.7,5.6,0.4539,41014.0,187.0,23997.0,25853.0,29.2,15.0,606.0,32.6,12.9,20.0,2018
Cherokee County,Georgia,13,57,209053.0,35199.0,22.8,234300.0,16478.0,25.3,241910.0,864.0,3.3,89.1,4.3,0.411,79670.0,1765.0,209053.0,241910.0,18.5,8.1,1184.0,38.8,37.0,9.9,2018
Cherokee County,Iowa,19,35,10871.0,32667.0,35.9,95200.0,269.0,21.4,11468.0,51.0,1.4,95.7,2.3,0.4298,54658.0,58.0,10871.0,11468.0,32.4,9.7,551.0,30.2,21.4,14.2,2018
Cherokee County,Kansas,20,21,18379.0,21635.0,33.5,80300.0,125.0,23.8,20331.0,499.0,3.3,87.5,4.7,0.4057,41103.0,124.0,18379.0,20331.0,25.8,13.8,630.0,34.0,19.1,22.5,2018
Cherokee County,North Carolina,37,39,25890.0,22754.0,34.6,152200.0,364.0,17.2,27668.0,430.0,4.5,86.0,6.4,0.4123,40294.0,175.0,25890.0,27668.0,37.6,16.5,718.0,28.3,19.2,20.6,2018
Cherokee County,Oklahoma,40,21,24926.0,20575.0,31.4,115900.0,707.0,22.6,48599.0,16657.0,4.1,77.1,7.4,0.454,40936.0,426.0,24926.0,48599.0,21.3,20.9,635.0,42.1,25.0,17.4,2018
Cherokee County,South Carolina,45,21,42693.0,21432.0,36.6,95300.0,11366.0,23.4,56711.0,103.0,6.6,89.0,5.9,0.5036,35836.0,589.0,42693.0,56711.0,22.1,20.5,686.0,38.0,13.8,17.6,2018
Cherokee County,Texas,48,73,42247.0,21520.0,31.5,100700.0,7044.0,25.5,51903.0,324.0,9.2,81.2,5.4,0.439,46044.0,303.0,42247.0,51903.0,23.5,18.2,706.0,37.2,16.9,12.9,2018
Cherry County,Nebraska,31,31,5291.0,27605.0,32.7,120700.0,1.0,21.6,5790.0,193.0,2.5,93.1,1.6,0.4118,53684.0,27.0,5291.0,5790.0,29.1,10.5,675.0,33.9,21.2,13.7,2018
Chesapeake City,Virginia,51,550,145954.0,33844.0,25.0,265600.0,71092.0,24.3,237820.0,428.0,2.2,92.5,5.1,0.4073,75790.0,2342.0,145954.0,237820.0,18.3,9.0,1235.0,40.7,32.5,10.8,2018
Cheshire County,New Hampshire,33,5,72655.0,34136.0,31.3,190600.0,587.0,18.1,76263.0,144.0,2.1,92.9,3.8,0.4563,63057.0,742.0,72655.0,76263.0,26.3,9.9,946.0,37.7,32.6,13.8,2018
Chester County,Pennsylvania,42,29,441326.0,48225.0,21.4,347000.0,30706.0,23.1,517156.0,557.0,3.0,94.1,4.4,0.4572,96726.0,3447.0,441326.0,517156.0,21.8,6.8,1287.0,37.1,51.8,8.7,2018
Chester County,South Carolina,45,23,19601.0,21240.0,41.2,90500.0,11938.0,22.9,32326.0,157.0,5.5,90.0,7.2,0.4712,40080.0,216.0,19601.0,32326.0,25.1,21.1,625.0,34.7,13.7,18.8,2018
Chester County,Tennessee,47,23,14734.0,21425.0,40.7,114400.0,1776.0,22.5,17150.0,7.0,3.4,88.0,9.5,0.4295,45667.0,259.0,14734.0,17150.0,23.0,18.5,696.0,40.5,16.4,14.0,2018
Chesterfield County,South Carolina,45,25,29010.0,20676.0,40.4,82400.0,14887.0,22.5,46024.0,219.0,8.5,87.6,9.4,0.4481,40033.0,412.0,29010.0,46024.0,23.2,22.5,647.0,36.0,10.1,17.7,2018
Chesterfield County,Virginia,51,41,231715.0,36641.0,23.4,231700.0,77546.0,24.1,339447.0,1072.0,3.4,92.4,4.9,0.4052,80214.0,2740.0,231715.0,339447.0,20.3,7.1,1226.0,38.7,39.9,10.5,2018
Cheyenne County,Colorado,8,17,1916.0,25234.0,36.4,104000.0,2.0,33.9,2039.0,3.0,2.1,88.8,7.5,0.4233,55227.0,16.0,1916.0,2039.0,17.6,11.5,579.0,32.0,20.0,13.1,2018
Cheyenne County,Kansas,20,23,2540.0,28467.0,30.2,84000.0,0.0,21.4,2677.0,0.0,2.5,92.5,3.0,0.4289,46833.0,10.0,2540.0,2677.0,34.4,9.5,575.0,31.3,26.3,15.7,2018
Cheyenne County,Nebraska,31,33,9404.0,32321.0,28.3,104900.0,10.0,24.0,9852.0,60.0,3.0,92.7,2.8,0.4309,56538.0,25.0,9404.0,9852.0,24.8,10.0,727.0,34.9,26.2,14.3,2018
Chickasaw County,Iowa,19,37,11858.0,29752.0,43.5,112000.0,62.0,23.1,12099.0,34.0,3.6,95.1,1.9,0.4034,55385.0,92.0,11858.0,12099.0,27.6,7.4,565.0,32.0,16.9,13.3,2018
Chickasaw County,Mississippi,28,17,9063.0,19556.0,37.0,66000.0,7505.0,24.9,17279.0,21.0,9.2,86.0,5.8,0.4621,35939.0,54.0,9063.0,17279.0,22.7,21.2,608.0,37.8,12.4,16.5,2018
Chicot County,Arkansas,5,17,4733.0,21843.0,39.2,63000.0,5861.0,22.7,10826.0,24.0,5.9,91.1,9.7,0.5579,33051.0,69.0,4733.0,10826.0,26.1,29.2,597.0,33.8,14.7,24.4,2018
Childress County,Texas,48,75,6042.0,20234.0,38.9,80000.0,552.0,18.7,7226.0,69.0,5.6,82.9,11.0,0.4452,40794.0,89.0,6042.0,7226.0,18.7,14.6,742.0,52.9,17.3,17.5,2018
Chilton County,Alabama,1,21,36599.0,24611.0,44.1,102200.0,4148.0,24.2,43930.0,123.0,5.3,85.8,7.1,0.4845,45182.0,426.0,36599.0,43930.0,22.0,18.6,684.0,38.3,14.2,17.7,2018
Chippewa County,Michigan,26,33,26848.0,23310.0,35.0,112300.0,2505.0,18.6,37834.0,5428.0,2.6,92.6,9.3,0.4534,44483.0,244.0,26848.0,37834.0,23.4,18.5,667.0,40.7,21.0,18.3,2018
Chippewa County,Minnesota,27,23,10915.0,30168.0,35.9,114600.0,82.0,23.2,12010.0,222.0,5.6,92.0,2.7,0.4185,54552.0,60.0,10915.0,12010.0,27.6,9.9,589.0,33.5,19.1,13.6,2018
Chippewa County,Wisconsin,55,17,60433.0,28277.0,36.3,159000.0,794.0,22.7,63635.0,102.0,2.2,94.0,3.3,0.4072,57288.0,662.0,60433.0,63635.0,24.3,10.9,798.0,35.5,20.1,12.7,2018
Chisago County,Minnesota,27,25,52149.0,33927.0,33.9,219400.0,699.0,23.1,54727.0,254.0,1.3,96.1,4.1,0.3572,80409.0,290.0,52149.0,54727.0,20.6,5.6,876.0,37.0,20.5,11.9,2018
Chittenden County,Vermont,50,7,146601.0,37507.0,19.2,288200.0,4103.0,18.2,162052.0,432.0,2.1,96.7,3.7,0.4496,69896.0,2357.0,146601.0,162052.0,20.3,11.8,1230.0,45.0,50.7,11.6,2018
Choctaw County,Alabama,1,23,7420.0,22182.0,38.2,75200.0,5590.0,20.3,13075.0,9.0,5.4,88.6,10.6,0.4809,34884.0,65.0,7420.0,13075.0,28.9,22.2,533.0,32.7,13.0,28.4,2018
Choctaw County,Mississippi,28,19,5631.0,20589.0,38.0,81600.0,2596.0,22.2,8321.0,23.0,8.6,91.5,8.9,0.4432,37203.0,44.0,5631.0,8321.0,28.7,23.3,540.0,33.7,17.7,25.9,2018
Choctaw County,Oklahoma,40,23,9387.0,21329.0,39.4,95500.0,1693.0,24.3,14886.0,2291.0,5.5,75.2,8.9,0.5136,32129.0,91.0,9387.0,14886.0,27.1,29.0,553.0,32.7,12.3,22.0,2018
Chouteau County,Montana,30,15,4482.0,22661.0,32.5,137200.0,3.0,23.8,5789.0,1122.0,1.4,85.0,2.9,0.435,40942.0,16.0,4482.0,5789.0,28.4,18.9,403.0,34.4,27.3,11.5,2018
Chowan County,North Carolina,37,41,8606.0,24084.0,34.3,124700.0,4839.0,21.1,14205.0,62.0,4.7,88.1,11.0,0.4474,42621.0,111.0,8606.0,14205.0,32.1,19.6,751.0,34.3,19.8,15.7,2018
Christian County,Illinois,17,21,32101.0,26166.0,41.9,90000.0,423.0,20.6,33231.0,62.0,2.8,95.1,3.4,0.4208,52415.0,232.0,32101.0,33231.0,25.4,13.0,661.0,35.5,16.6,12.3,2018
Christian County,Kentucky,21,47,51543.0,21770.0,32.1,113900.0,15316.0,27.2,72263.0,467.0,5.4,91.5,8.3,0.4557,41235.0,1467.0,51543.0,72263.0,16.1,20.2,819.0,46.6,17.3,16.5,2018
Christian County,Missouri,29,43,80364.0,27024.0,30.4,162900.0,676.0,25.8,84275.0,510.0,2.1,91.1,4.3,0.409,57019.0,807.0,80364.0,84275.0,21.2,10.2,791.0,38.6,28.2,13.5,2018
Churchill County,Nevada,32,1,20192.0,26606.0,32.4,174100.0,588.0,22.8,24010.0,1074.0,4.1,87.9,7.2,0.4112,51514.0,187.0,20192.0,24010.0,25.1,12.8,799.0,35.6,17.5,14.3,2018
Cibola County,New Mexico,35,6,12624.0,18514.0,31.8,86800.0,305.0,23.9,26978.0,11318.0,4.9,88.9,15.4,0.4496,37368.0,258.0,12624.0,26978.0,22.1,26.5,658.0,40.1,13.4,24.8,2018
Cimarron County,Oklahoma,40,25,2129.0,27929.0,37.1,55800.0,5.0,24.6,2189.0,10.0,7.1,86.3,1.9,0.4623,46071.0,0.0,2129.0,2189.0,31.8,16.4,539.0,31.6,22.6,14.9,2018
Citrus County,Florida,12,17,132656.0,25983.0,38.3,123800.0,4183.0,14.9,143087.0,449.0,3.2,89.6,8.6,0.4611,41424.0,1216.0,132656.0,143087.0,44.0,16.7,815.0,24.4,17.6,21.4,2018
Clackamas County,Oregon,41,5,357240.0,39619.0,21.3,369100.0,3753.0,21.9,405788.0,3054.0,2.4,94.4,4.7,0.4464,76597.0,3991.0,357240.0,405788.0,24.2,8.5,1205.0,36.9,36.8,11.7,2018
Claiborne County,Mississippi,28,21,1066.0,13503.0,30.5,63000.0,7972.0,21.8,9120.0,13.0,8.2,83.7,15.6,0.4934,26732.0,33.0,1066.0,9120.0,20.4,44.0,602.0,44.1,19.1,14.6,2018
Claiborne County,Tennessee,47,25,30507.0,20753.0,38.4,107500.0,349.0,18.9,31613.0,60.0,10.1,92.2,8.5,0.4802,36077.0,229.0,30507.0,31613.0,26.4,23.6,616.0,37.1,15.2,21.4,2018
Claiborne Parish,Louisiana,22,27,7398.0,16948.0,41.4,76800.0,8397.0,18.2,16153.0,36.0,6.4,88.1,9.4,0.5074,27303.0,134.0,7398.0,16153.0,25.1,30.5,636.0,39.3,14.7,17.8,2018
Clallam County,Washington,53,9,65566.0,29663.0,26.2,238500.0,832.0,17.4,74487.0,3515.0,1.9,91.1,7.7,0.4408,49913.0,834.0,65566.0,74487.0,36.6,15.9,933.0,30.2,26.1,19.9,2018
Clare County,Michigan,26,35,29477.0,21717.0,38.2,88400.0,186.0,19.8,30616.0,163.0,5.1,88.6,10.1,0.4513,37369.0,221.0,29477.0,30616.0,31.4,23.5,652.0,31.2,12.1,23.2,2018
Clarendon County,South Carolina,45,27,16768.0,20967.0,37.3,93800.0,16588.0,19.8,34017.0,29.0,6.1,88.7,11.8,0.4848,37525.0,294.0,16768.0,34017.0,30.5,23.4,605.0,34.2,15.5,24.3,2018
Clarion County,Pennsylvania,42,31,37487.0,24293.0,45.0,114300.0,426.0,18.8,38827.0,83.0,3.4,92.0,6.6,0.433,45625.0,258.0,37487.0,38827.0,26.1,16.2,628.0,38.5,22.7,16.6,2018
Clark County,Arkansas,5,19,15939.0,21571.0,30.5,100900.0,5374.0,19.1,22385.0,86.0,3.4,91.4,2.7,0.4509,39752.0,323.0,15939.0,22385.0,21.8,19.8,611.0,45.0,27.6,19.6,2018
Clark County,Illinois,17,23,15357.0,29887.0,38.8,87800.0,49.0,23.0,15836.0,14.0,2.6,94.5,6.3,0.4275,54158.0,165.0,15357.0,15836.0,25.4,12.6,699.0,34.2,17.6,16.5,2018
Clark County,Indiana,18,19,101426.0,28525.0,34.2,137800.0,7981.0,22.9,115702.0,117.0,2.8,91.5,5.2,0.4191,54240.0,1187.0,101426.0,115702.0,21.7,10.0,813.0,39.3,20.9,13.7,2018
Clark County,Kansas,20,25,1929.0,27896.0,27.5,77700.0,12.0,24.6,2053.0,25.0,1.3,91.5,1.2,0.3962,50368.0,2.0,1929.0,2053.0,29.1,11.0,614.0,30.8,31.5,13.7,2018
Clark County,Kentucky,21,49,33250.0,27416.0,34.8,141600.0,1663.0,22.5,35872.0,30.0,5.9,94.3,6.0,0.4439,52938.0,545.0,33250.0,35872.0,23.8,15.6,726.0,36.2,20.1,18.4,2018
Clark County,Missouri,29,45,6598.0,28537.0,44.0,88100.0,23.0,23.1,6800.0,24.0,5.6,84.8,3.6,0.459,47955.0,55.0,6598.0,6800.0,27.9,13.3,613.0,32.1,13.5,14.4,2018
Clark County,Nevada,32,3,1299138.0,29256.0,28.6,238300.0,245827.0,23.6,2141574.0,16590.0,6.1,87.5,7.2,0.4614,56802.0,31421.0,1299138.0,2141574.0,19.7,14.1,1088.0,41.2,23.9,12.2,2018
Clark County,Ohio,39,23,117294.0,25948.0,36.8,111600.0,10641.0,22.7,135198.0,258.0,3.0,93.2,7.3,0.4305,48502.0,1492.0,117294.0,135198.0,25.5,15.8,731.0,35.5,18.6,16.9,2018
Clark County,South Dakota,46,25,3552.0,30339.0,40.3,88700.0,9.0,26.0,3673.0,72.0,3.6,92.2,3.5,0.5018,47798.0,14.0,3552.0,3673.0,29.6,13.1,513.0,31.3,18.6,12.9,2018
Clark County,Washington,53,11,393116.0,34163.0,23.9,296800.0,7845.0,24.6,465384.0,2726.0,2.3,93.7,5.4,0.4266,71636.0,5879.0,393116.0,465384.0,20.8,9.3,1180.0,38.9,29.8,12.2,2018
Clark County,Wisconsin,55,19,33223.0,24114.0,41.6,121300.0,169.0,29.4,34491.0,85.0,11.3,78.1,3.0,0.4159,51872.0,177.0,33223.0,34491.0,22.6,12.6,611.0,33.3,11.5,11.6,2018
Clarke County,Alabama,1,25,12935.0,21111.0,43.7,100800.0,11173.0,22.1,24387.0,25.0,5.4,89.2,14.4,0.5185,36127.0,253.0,12935.0,24387.0,25.0,25.4,561.0,35.7,12.6,17.1,2018
Clarke County,Georgia,13,59,78342.0,22589.0,21.1,163700.0,34354.0,17.4,124602.0,168.0,5.0,86.0,6.4,0.5271,36889.0,1915.0,78342.0,124602.0,14.6,31.3,845.0,57.1,42.7,11.1,2018
Clarke County,Iowa,19,39,9026.0,26706.0,41.4,104700.0,6.0,25.1,9282.0,23.0,4.8,94.1,3.2,0.4185,51571.0,25.0,9026.0,9282.0,24.7,14.4,751.0,34.3,16.9,13.7,2018
Clarke County,Mississippi,28,23,10113.0,22422.0,36.4,79700.0,5696.0,22.6,15928.0,10.0,4.7,90.7,8.2,0.4762,39246.0,77.0,10113.0,15928.0,26.4,19.3,625.0,35.0,11.7,23.0,2018
Clarke County,Virginia,51,43,12902.0,39946.0,28.9,335600.0,687.0,21.0,14365.0,6.0,4.8,85.8,3.8,0.4468,77936.0,91.0,12902.0,14365.0,26.7,10.0,1120.0,31.7,32.2,10.8,2018
Clatsop County,Oregon,41,7,35170.0,28750.0,25.1,268100.0,282.0,19.5,38562.0,223.0,2.7,91.3,6.0,0.4145,52583.0,566.0,35170.0,38562.0,29.1,10.5,906.0,35.0,24.6,19.4,2018
Clay County,Alabama,1,27,11106.0,23147.0,36.3,102200.0,1977.0,21.1,13378.0,155.0,11.1,89.8,6.4,0.4684,41225.0,56.0,11106.0,13378.0,26.1,18.4,564.0,34.6,10.2,15.3,2018
Clay County,Arkansas,5,21,14443.0,20353.0,41.2,72400.0,93.0,22.0,15061.0,66.0,9.2,93.1,5.0,0.4574,33935.0,194.0,14443.0,15061.0,27.6,22.6,586.0,34.2,11.6,23.5,2018
Clay County,Florida,12,19,165931.0,29138.0,31.6,174400.0,21318.0,23.8,207291.0,205.0,2.7,89.6,7.5,0.4191,62653.0,1497.0,165931.0,207291.0,20.9,10.6,1129.0,38.2,24.1,13.6,2018
Clay County,Georgia,13,61,902.0,16199.0,42.3,65900.0,2036.0,19.5,3001.0,0.0,7.2,76.4,17.3,0.493,25000.0,4.0,902.0,3001.0,30.6,41.1,340.0,32.9,7.9,20.7,2018
