County,State,State_FIPS,County_FIPS,total_population
Lake County,California,06,033,64209.0
Lassen County,California,06,035,33356.0
Los Angeles County,California,06,037,9974203.0
Madera County,California,06,039,152452.0
Marin County,California,06,041,256802.0
Mariposa County,California,06,043,17946.0
Mendocino County,California,06,045,87612.0
Merced County,California,06,047,261609.0
Modoc County,California,06,049,9335.0
Mono County,California,06,051,14193.0
Monterey County,California,06,053,424927.0
Napa County,California,06,055,139253.0
Nevada County,California,06,057,98606.0
Orange County,California,06,059,3086331.0
Placer County,California,06,061,361518.0
Plumas County,California,06,063,19286.0
Riverside County,California,06,065,2266899.0
Sacramento County,California,06,067,1450277.0
San Benito County,California,06,069,56888.0
San Bernardino County,California,06,071,2078586.0
San Diego County,California,06,073,3183143.0
San Francisco County,California,06,075,829072.0
San Joaquin County,California,06,077,701050.0
San Luis Obispo County,California,06,079,274184.0
San Mateo County,California,06,081,739837.0
Santa Barbara County,California,06,083,431555.0
Santa Clara County,California,06,085,1841569.0
Santa Cruz County,California,06,087,267203.0
Shasta County,California,06,089,178520.0
Sierra County,California,06,091,3019.0
Siskiyou County,California,06,093,44261.0
Solano County,California,06,095,421624.0
Sonoma County,California,06,097,491790.0
Stanislaus County,California,06,099,522794.0
Sutter County,California,06,101,95067.0
Tehama County,California,06,103,63284.0
Trinity County,California,06,105,13515.0
Tulare County,California,06,107,451108.0
Tuolumne County,California,06,109,54347.0
Ventura County,California,06,111,835790.0
Yolo County,California,06,113,204162.0
Yuba County,California,06,115,73059.0
Alamosa County,Colorado,08,003,16111.0
Archuleta County,Colorado,08,007,12132.0
Baca County,Colorado,08,009,3735.0
Bent County,Colorado,08,011,6000.0
Chaffee County,Colorado,08,015,18121.0
Cheyenne County,Colorado,08,017,2153.0
Clear Creek County,Colorado,08,019,9114.0
Conejos County,Colorado,08,021,8276.0
Costilla County,Colorado,08,023,3578.0
Crowley County,Colorado,08,025,5558.0
Custer County,Colorado,08,027,4274.0
Delta County,Colorado,08,029,30378.0
Dolores County,Colorado,08,033,1736.0
Douglas County,Colorado,08,035,299794.0
Eagle County,Colorado,08,037,52233.0
Elbert County,Colorado,08,039,23545.0
El Paso County,Colorado,08,041,645707.0
Fremont County,Colorado,08,043,46879.0
Garfield County,Colorado,08,045,56684.0
Gilpin County,Colorado,08,047,5557.0
Grand County,Colorado,08,049,14478.0
Gunnison County,Colorado,08,051,15503.0
Huerfano County,Colorado,08,055,6550.0
Jackson County,Colorado,08,057,1389.0
Kiowa County,Colorado,08,061,1407.0
Kit Carson County,Colorado,08,063,8122.0
Lake County,Colorado,08,065,7311.0
La Plata County,Colorado,08,067,52547.0
Larimer County,Colorado,08,069,311435.0
Las Animas County,Colorado,08,071,14789.0
Lincoln County,Colorado,08,073,5462.0
Logan County,Colorado,08,075,22604.0
Mesa County,Colorado,08,077,147509.0
Moffat County,Colorado,08,081,13286.0
Montezuma County,Colorado,08,083,25569.0
Montrose County,Colorado,08,085,40885.0
Morgan County,Colorado,08,087,28342.0
Otero County,Colorado,08,089,18712.0
Ouray County,Colorado,08,091,4532.0
Park County,Colorado,08,093,16174.0
Phillips County,Colorado,08,095,4385.0
Pitkin County,Colorado,08,097,17303.0
Prowers County,Colorado,08,099,12359.0
Pueblo County,Colorado,08,101,160757.0
Rio Blanco County,Colorado,08,103,6739.0
Rio Grande County,Colorado,08,105,11840.0
Routt County,Colorado,08,107,23428.0
Saguache County,Colorado,08,109,6211.0
San Miguel County,Colorado,08,113,7597.0
Sedgwick County,Colorado,08,115,2365.0
Summit County,Colorado,08,117,28482.0
Teller County,Colorado,08,119,23363.0
Washington County,Colorado,08,121,4781.0
Yuma County,Colorado,08,125,10131.0
Adams County,Colorado,08,001,461558.0
Arapahoe County,Colorado,08,005,596684.0
Boulder County,Colorado,08,013,305166.0
Broomfield County,Colorado,08,014,59027.0
Denver County,Colorado,08,031,633777.0
Jefferson County,Colorado,08,059,546162.0
Weld County,Colorado,08,123,265066.0
Fairfield County,Connecticut,09,001,934215.0
Hartford County,Connecticut,09,003,897374.0
Litchfield County,Connecticut,09,005,187542.0
Middlesex County,Connecticut,09,007,165534.0
New Haven County,Connecticut,09,009,863148.0
New London County,Connecticut,09,011,274071.0
Tolland County,Connecticut,09,013,152251.0
Windham County,Connecticut,09,015,117918.0
Kent County,Delaware,10,001,167477.0
New Castle County,Delaware,10,003,545846.0
Sussex County,Delaware,10,005,203737.0
Alachua County,Florida,12,001,251759.0
Baker County,Florida,12,003,27057.0
Bay County,Florida,12,005,172988.0
Bradford County,Florida,12,007,27552.0
Brevard County,Florida,12,009,548891.0
Broward County,Florida,12,011,1815269.0
Calhoun County,Florida,12,013,14657.0
Charlotte County,Florida,12,015,163151.0
Citrus County,Florida,12,017,139771.0
Clay County,Florida,12,019,194868.0
Collier County,Florida,12,021,334474.0
Columbia County,Florida,12,023,67662.0
Miami-Dade County,Florida,12,086,2600861.0
DeSoto County,Florida,12,027,34785.0
Dixie County,Florida,12,029,16137.0
Duval County,Florida,12,031,880750.0
Escambia County,Florida,12,033,304099.0
Flagler County,Florida,12,035,98843.0
Franklin County,Florida,12,037,11636.0
Gadsden County,Florida,12,039,46865.0
Gilchrist County,Florida,12,041,16948.0
Glades County,Florida,12,043,13190.0
Gulf County,Florida,12,045,15781.0
Hamilton County,Florida,12,047,14466.0
Hardee County,Florida,12,049,27549.0
Hendry County,Florida,12,051,38360.0
Hernando County,Florida,12,053,173792.0
Highlands County,Florida,12,055,98261.0
Hillsborough County,Florida,12,057,1279668.0
Holmes County,Florida,12,059,19741.0
Indian River County,Florida,12,061,140918.0
Jackson County,Florida,12,063,49105.0
Jefferson County,Florida,12,065,14335.0
Lafayette County,Florida,12,067,8821.0
Lake County,Florida,12,069,305010.0
Lee County,Florida,12,071,647554.0
Leon County,Florida,12,073,280882.0
Levy County,Florida,12,075,40057.0
Liberty County,Florida,12,077,8302.0
Madison County,Florida,12,079,18901.0
Manatee County,Florida,12,081,335840.0
Marion County,Florida,12,083,334771.0
Martin County,Florida,12,085,149658.0
Monroe County,Florida,12,087,75208.0
Nassau County,Florida,12,089,74918.0
Okaloosa County,Florida,12,091,188984.0
Okeechobee County,Florida,12,093,39398.0
Orange County,Florida,12,095,1200241.0
Osceola County,Florida,12,097,289449.0
Palm Beach County,Florida,12,099,1359074.0
Pasco County,Florida,12,101,472745.0
Pinellas County,Florida,12,103,925030.0
Polk County,Florida,12,105,617323.0
Putnam County,Florida,12,107,73191.0
Saint Johns County,Florida,12,109,203402.0
Saint Lucie County,Florida,12,111,283988.0
Santa Rosa County,Florida,12,113,158240.0
Sarasota County,Florida,12,115,386944.0
Seminole County,Florida,12,117,432135.0
Sumter County,Florida,12,119,103708.0
Suwannee County,Florida,12,121,43404.0
Taylor County,Florida,12,123,22690.0
Union County,Florida,12,125,15258.0
Volusia County,Florida,12,127,498981.0
Wakulla County,Florida,12,129,31015.0
Walton County,Florida,12,131,57821.0
Washington County,Florida,12,133,24660.0
Appling County,Georgia,13,001,18421.0
Atkinson County,Georgia,13,003,8297.0
Bacon County,Georgia,13,005,11196.0
Baker County,Georgia,13,007,3342.0
Baldwin County,Georgia,13,009,45854.0
Banks County,Georgia,13,011,18317.0
Barrow County,Georgia,13,013,70873.0
Bartow County,Georgia,13,015,100771.0
Ben Hill County,Georgia,13,017,17547.0
Berrien County,Georgia,13,019,19091.0
Bibb County,Georgia,13,021,155237.0
Bleckley County,Georgia,13,023,12912.0
Brantley County,Georgia,13,025,18463.0
Brooks County,Georgia,13,027,15766.0
Bryan County,Georgia,13,029,32185.0
Bulloch County,Georgia,13,031,71940.0
Burke County,Georgia,13,033,23136.0
Butts County,Georgia,13,035,23469.0
Calhoun County,Georgia,13,037,6549.0
Camden County,Georgia,13,039,51193.0
Candler County,Georgia,13,043,11056.0
Carroll County,Georgia,13,045,111872.0
Catoosa County,Georgia,13,047,64955.0
Charlton County,Georgia,13,049,13098.0
Chatham County,Georgia,13,051,275303.0
Chattahoochee County,Georgia,13,053,11846.0
Chattooga County,Georgia,13,055,25484.0
Cherokee County,Georgia,13,057,221951.0
Clarke County,Georgia,13,059,119681.0
Clay County,Georgia,13,061,3110.0
Clayton County,Georgia,13,063,264221.0
Clinch County,Georgia,13,065,6777.0
Cobb County,Georgia,13,067,708920.0
Coffee County,Georgia,13,069,42947.0
Colquitt County,Georgia,13,071,45987.0
Columbia County,Georgia,13,073,132362.0
Cook County,Georgia,13,075,17061.0
Coweta County,Georgia,13,077,131419.0
Crawford County,Georgia,13,079,12536.0
Crisp County,Georgia,13,081,23403.0
Dade County,Georgia,13,083,16533.0
Dawson County,Georgia,13,085,22500.0
Decatur County,Georgia,13,087,27508.0
DeKalb County,Georgia,13,089,707185.0
Dodge County,Georgia,13,091,21365.0
Dooly County,Georgia,13,093,14443.0
Dougherty County,Georgia,13,095,93890.0
Douglas County,Georgia,13,097,135037.0
Early County,Georgia,13,099,10662.0
Echols County,Georgia,13,101,4018.0
Effingham County,Georgia,13,103,53673.0
Elbert County,Georgia,13,105,19694.0
Emanuel County,Georgia,13,107,22731.0
Evans County,Georgia,13,109,10868.0
Fannin County,Georgia,13,111,23632.0
Fayette County,Georgia,13,113,107930.0
Floyd County,Georgia,13,115,96146.0
Forsyth County,Georgia,13,117,189314.0
Franklin County,Georgia,13,119,22051.0
Fulton County,Georgia,13,121,967100.0
Gilmer County,Georgia,13,123,28441.0
Glascock County,Georgia,13,125,3086.0
Glynn County,Georgia,13,127,80937.0
Gordon County,Georgia,13,129,55666.0
Grady County,Georgia,13,131,25239.0
Greene County,Georgia,13,133,16190.0
Gwinnett County,Georgia,13,135,842091.0
Habersham County,Georgia,13,137,43342.0
Hall County,Georgia,13,139,185318.0
Hancock County,Georgia,13,141,9043.0
Haralson County,Georgia,13,143,28563.0
Harris County,Georgia,13,145,32539.0
Hart County,Georgia,13,147,25406.0
Heard County,Georgia,13,149,11674.0
Henry County,Georgia,13,151,209069.0
Houston County,Georgia,13,153,145622.0
Irwin County,Georgia,13,155,9482.0
Jackson County,Georgia,13,157,60928.0
Jasper County,Georgia,13,159,13647.0
Jeff Davis County,Georgia,13,161,15028.0
Jefferson County,Georgia,13,163,16554.0
Jenkins County,Georgia,13,165,8794.0
Johnson County,Georgia,13,167,9850.0
Jones County,Georgia,13,169,28783.0
Lamar County,Georgia,13,171,18128.0
Lanier County,Georgia,13,173,10356.0
Laurens County,Georgia,13,175,48028.0
Lee County,Georgia,13,177,28805.0
Liberty County,Georgia,13,179,64489.0
Lincoln County,Georgia,13,181,7800.0
Long County,Georgia,13,183,15967.0
Lowndes County,Georgia,13,185,112515.0
Lumpkin County,Georgia,13,187,30719.0
McDuffie County,Georgia,13,189,21563.0
McIntosh County,Georgia,13,191,14172.0
Macon County,Georgia,13,193,14232.0
Madison County,Georgia,13,195,28142.0
Marion County,Georgia,13,197,8751.0
Meriwether County,Georgia,13,199,21434.0
Miller County,Georgia,13,201,6017.0
Mitchell County,Georgia,13,205,23175.0
Monroe County,Georgia,13,207,26788.0
Montgomery County,Georgia,13,209,9000.0
Morgan County,Georgia,13,211,17866.0
Murray County,Georgia,13,213,39416.0
Muscogee County,Georgia,13,215,198247.0
Newton County,Georgia,13,217,101503.0
Oconee County,Georgia,13,219,33769.0
Oglethorpe County,Georgia,13,221,14695.0
Paulding County,Georgia,13,223,145565.0
Peach County,Georgia,13,225,27337.0
Pickens County,Georgia,13,227,29550.0
Pierce County,Georgia,13,229,18860.0
Pike County,Georgia,13,231,17821.0
Polk County,Georgia,13,233,41250.0
Pulaski County,Georgia,13,235,11693.0
Putnam County,Georgia,13,237,21226.0
Quitman County,Georgia,13,239,2407.0
Rabun County,Georgia,13,241,16267.0
Randolph County,Georgia,13,243,7411.0
Richmond County,Georgia,13,245,201244.0
Rockdale County,Georgia,13,247,86256.0
Schley County,Georgia,13,249,5054.0
Screven County,Georgia,13,251,14281.0
Seminole County,Georgia,13,253,8804.0
Spalding County,Georgia,13,255,63946.0
Stephens County,Georgia,13,257,25741.0
Stewart County,Georgia,13,259,5900.0
Sumter County,Georgia,13,261,31804.0
Talbot County,Georgia,13,263,6594.0
Taliaferro County,Georgia,13,265,1700.0
Tattnall County,Georgia,13,267,25356.0
Taylor County,Georgia,13,269,8505.0
Telfair County,Georgia,13,271,16493.0
Terrell County,Georgia,13,273,9304.0
Thomas County,Georgia,13,275,44733.0
Tift County,Georgia,13,277,40721.0
Toombs County,Georgia,13,279,27272.0
Towns County,Georgia,13,281,10670.0
Treutlen County,Georgia,13,283,6781.0
Troup County,Georgia,13,285,68375.0
Turner County,Georgia,13,287,8491.0
Twiggs County,Georgia,13,289,8612.0
Union County,Georgia,13,291,21553.0
Upson County,Georgia,13,293,26681.0
Walker County,Georgia,13,295,68445.0
Walton County,Georgia,13,297,85378.0
Ware County,Georgia,13,299,35915.0
Warren County,Georgia,13,301,5626.0
Washington County,Georgia,13,303,20861.0
Wayne County,Georgia,13,305,30170.0
Webster County,Georgia,13,307,2744.0
Wheeler County,Georgia,13,309,7932.0
White County,Georgia,13,311,27594.0
Whitfield County,Georgia,13,313,103132.0
Wilcox County,Georgia,13,315,9061.0
Wilkes County,Georgia,13,317,10123.0
Wilkinson County,Georgia,13,319,9455.0
Worth County,Georgia,13,321,21365.0
Hawaii County,Hawaii,15,001,189382.0
Honolulu County,Hawaii,15,003,975690.0
Kauai County,Hawaii,15,007,68745.0
Kalawao County,Hawaii,15,005,73.0
Maui County,Hawaii,15,009,158814.0
Ada County,Idaho,16,001,409239.0
Adams County,Idaho,16,003,3908.0
Bannock County,Idaho,16,005,83394.0
Bear Lake County,Idaho,16,007,5941.0
Benewah County,Idaho,16,009,9149.0
Bingham County,Idaho,16,011,45558.0
Blaine County,Idaho,16,013,21269.0
Boise County,Idaho,16,015,6880.0
Bonner County,Idaho,16,017,40899.0
Bonneville County,Idaho,16,019,106703.0
Boundary County,Idaho,16,021,10903.0
Butte County,Idaho,16,023,2734.0
Camas County,Idaho,16,025,1156.0
Canyon County,Idaho,16,027,195353.0
Caribou County,Idaho,16,029,6857.0
Cassia County,Idaho,16,031,23275.0
Clearwater County,Idaho,16,035,8600.0
Custer County,Idaho,16,037,4284.0
Elmore County,Idaho,16,039,26349.0
Franklin County,Idaho,16,041,12853.0
Fremont County,Idaho,16,043,13024.0
Gem County,Idaho,16,045,16732.0
Gooding County,Idaho,16,047,15241.0
Idaho County,Idaho,16,049,16315.0
Jefferson County,Idaho,16,051,26620.0
Jerome County,Idaho,16,053,22580.0
Kootenai County,Idaho,16,055,142783.0
Latah County,Idaho,16,057,37989.0
Lemhi County,Idaho,16,059,7828.0
Lewis County,Idaho,16,061,3822.0
Lincoln County,Idaho,16,063,5246.0
Madison County,Idaho,16,065,37754.0
Minidoka County,Idaho,16,067,20191.0
Nez Perce County,Idaho,16,069,39655.0
Oneida County,Idaho,16,071,4241.0
Owyhee County,Idaho,16,073,11412.0
Payette County,Idaho,16,075,22658.0
Power County,Idaho,16,077,7742.0
Shoshone County,Idaho,16,079,12629.0
Teton County,Idaho,16,081,10212.0
Twin Falls County,Idaho,16,083,78933.0
Valley County,Idaho,16,085,9662.0
Washington County,Idaho,16,087,10068.0
Adams County,Illinois,17,001,67113.0
Alexander County,Illinois,17,003,7821.0
Bond County,Illinois,17,005,17571.0
Boone County,Illinois,17,007,54005.0
Brown County,Illinois,17,009,6878.0
Bureau County,Illinois,17,011,34361.0
Calhoun County,Illinois,17,013,5033.0
Carroll County,Illinois,17,015,15027.0
Cass County,Illinois,17,017,13440.0
Champaign County,Illinois,17,019,204214.0
Christian County,Illinois,17,021,34415.0
Clark County,Illinois,17,023,16240.0
Clay County,Illinois,17,025,13675.0
Clinton County,Illinois,17,027,37952.0
Coles County,Illinois,17,029,53655.0
Cook County,Illinois,17,031,5227827.0
Crawford County,Illinois,17,033,19626.0
Cumberland County,Illinois,17,035,10950.0
DeKalb County,Illinois,17,037,104919.0
De Witt County,Illinois,17,039,16461.0
Douglas County,Illinois,17,041,19867.0
DuPage County,Illinois,17,043,926485.0
Edgar County,Illinois,17,045,18171.0
Edwards County,Illinois,17,047,6687.0
Effingham County,Illinois,17,049,34280.0
Fayette County,Illinois,17,051,22041.0
Ford County,Illinois,17,053,13906.0
Franklin County,Illinois,17,055,39774.0
Fulton County,Illinois,17,057,36616.0
Gallatin County,Illinois,17,059,5439.0
Greene County,Illinois,17,061,13677.0
Grundy County,Illinois,17,063,50173.0
Hamilton County,Illinois,17,065,8371.0
Hancock County,Illinois,17,067,18808.0
Hardin County,Illinois,17,069,4226.0
Henderson County,Illinois,17,071,7074.0
Henry County,Illinois,17,073,50031.0
Iroquois County,Illinois,17,075,29272.0
Jackson County,Illinois,17,077,60125.0
Jasper County,Illinois,17,079,9658.0
Jefferson County,Illinois,17,081,38716.0
Jersey County,Illinois,17,083,22751.0
Jo Daviess County,Illinois,17,085,22427.0
Johnson County,Illinois,17,087,12650.0
Kane County,Illinois,17,089,521874.0
Kankakee County,Illinois,17,091,112682.0
Kendall County,Illinois,17,093,118194.0
Knox County,Illinois,17,095,52447.0
Lake County,Illinois,17,097,703170.0
LaSalle County,Illinois,17,099,112698.0
Lawrence County,Illinois,17,101,16726.0
Lee County,Illinois,17,103,35248.0
Livingston County,Illinois,17,105,38476.0
Logan County,Illinois,17,107,30047.0
McDonough County,Illinois,17,109,32388.0
McHenry County,Illinois,17,111,307888.0
McLean County,Illinois,17,113,172390.0
Macon County,Illinois,17,115,109833.0
Macoupin County,Illinois,17,117,47229.0
Madison County,Illinois,17,119,267937.0
Marion County,Illinois,17,121,38922.0
Marshall County,Illinois,17,123,12319.0
Mason County,Illinois,17,125,14309.0
Massac County,Illinois,17,127,15148.0
Menard County,Illinois,17,129,12658.0
Mercer County,Illinois,17,131,16204.0
Monroe County,Illinois,17,133,33373.0
Montgomery County,Illinois,17,135,29740.0
Morgan County,Illinois,17,137,35272.0
Moultrie County,Illinois,17,139,14896.0
Ogle County,Illinois,17,141,52782.0
Peoria County,Illinois,17,143,187197.0
Perry County,Illinois,17,145,22034.0
Piatt County,Illinois,17,147,16552.0
Pike County,Illinois,17,149,16244.0
Pope County,Illinois,17,151,4362.0
Pulaski County,Illinois,17,153,5967.0
Putnam County,Illinois,17,155,5895.0
Randolph County,Illinois,17,157,33091.0
Richland County,Illinois,17,159,16144.0
Rock Island County,Illinois,17,161,146964.0
Saint Clair County,Illinois,17,163,268415.0
Saline County,Illinois,17,165,24876.0
Sangamon County,Illinois,17,167,198808.0
Schuyler County,Illinois,17,169,7454.0
Scott County,Illinois,17,171,5260.0
Shelby County,Illinois,17,173,22216.0
Stark County,Illinois,17,175,5888.0
Stephenson County,Illinois,17,177,47053.0
Tazewell County,Illinois,17,179,135872.0
Union County,Illinois,17,181,17620.0
Vermilion County,Illinois,17,183,80773.0
Wabash County,Illinois,17,185,11730.0
Warren County,Illinois,17,187,17784.0
Washington County,Illinois,17,189,14527.0
Wayne County,Illinois,17,191,16627.0
White County,Illinois,17,193,14549.0
Whiteside County,Illinois,17,195,57680.0
Will County,Illinois,17,197,682108.0
Williamson County,Illinois,17,199,66808.0
Winnebago County,Illinois,17,201,292026.0
Woodford County,Illinois,17,203,38965.0
Adams County,Indiana,18,001,34533.0
Allen County,Indiana,18,003,360990.0
Bartholomew County,Indiana,18,005,78628.0
