County,State,State_FIPS,County_FIPS,median_household_income
Autauga County,Alabama,01,001,53773
Baldwin County,Alabama,01,003,50706
Barbour County,Alabama,01,005,31889
Bibb County,Alabama,01,007,36824
Blount County,Alabama,01,009,45192
Bullock County,Alabama,01,011,34500
Butler County,Alabama,01,013,30752
Calhoun County,Alabama,01,015,40093
Chambers County,Alabama,01,017,32181
Cherokee County,Alabama,01,019,36241
Chilton County,Alabama,01,021,40834
Choctaw County,Alabama,01,023,35123
Clarke County,Alabama,01,025,30954
Clay County,Alabama,01,027,34556
Cleburne County,Alabama,01,029,37244
Coffee County,Alabama,01,031,44626
Colbert County,Alabama,01,033,40158
Conecuh County,Alabama,01,035,27064
Coosa County,Alabama,01,037,37425
Covington County,Alabama,01,039,35321
Crenshaw County,Alabama,01,041,37309
Cullman County,Alabama,01,043,39244
Dale County,Alabama,01,045,45247
Dallas County,Alabama,01,047,26178
DeKalb County,Alabama,01,049,36853
Elmore County,Alabama,01,051,55514
Escambia County,Alabama,01,053,31075
Etowah County,Alabama,01,055,37660
Fayette County,Alabama,01,057,33090
Franklin County,Alabama,01,059,37235
Geneva County,Alabama,01,061,33618
Greene County,Alabama,01,063,23777
Hale County,Alabama,01,065,29409
Henry County,Alabama,01,067,40680
Houston County,Alabama,01,069,41828
Jackson County,Alabama,01,071,37059
Jefferson County,Alabama,01,073,45415
Lamar County,Alabama,01,075,35271
Lauderdale County,Alabama,01,077,40701
Lawrence County,Alabama,01,079,39526
Lee County,Alabama,01,081,43189
Limestone County,Alabama,01,083,48197
Lowndes County,Alabama,01,085,28023
Macon County,Alabama,01,087,27957
Madison County,Alabama,01,089,58242
Marengo County,Alabama,01,091,34515
Marion County,Alabama,01,093,31970
Marshall County,Alabama,01,095,38649
Mobile County,Alabama,01,097,42973
Monroe County,Alabama,01,099,30996
Montgomery County,Alabama,01,101,44401
Morgan County,Alabama,01,103,45852
Perry County,Alabama,01,105,31008
Pickens County,Alabama,01,107,28762
Pike County,Alabama,01,109,31702
Randolph County,Alabama,01,111,35074
Russell County,Alabama,01,113,33591
Saint Clair County,Alabama,01,115,49652
Shelby County,Alabama,01,117,69379
Sumter County,Alabama,01,119,22655
Talladega County,Alabama,01,121,35209
Tallapoosa County,Alabama,01,123,38611
Tuscaloosa County,Alabama,01,125,43996
Walker County,Alabama,01,127,37408
Washington County,Alabama,01,129,42256
Wilcox County,Alabama,01,131,24212
Winston County,Alabama,01,133,32830
Anchorage Municipality,Alaska,02,020,76495
Bethel Census Area,Alaska,02,050,52349
Bristol Bay Borough,Alaska,02,060,79931
Fairbanks North Star Borough,Alaska,02,090,69485
Haines Borough,Alaska,02,100,50208
Juneau City and Borough,Alaska,02,110,78947
Kenai Peninsula Borough,Alaska,02,122,59421
Kodiak Island Borough,Alaska,02,150,70976
Matanuska-Susitna Borough,Alaska,02,170,70728
Nome Census Area,Alaska,02,180,51472
North Slope Borough,Alaska,02,185,76679
Sitka City and Borough,Alaska,02,220,66895
Southeast Fairbanks Census Area,Alaska,02,240,62712
Valdez-Cordova Census Area,Alaska,02,261,67421
Wade Hampton Census Area,Alaska,02,270,40608
Northwest Arctic Borough,Alaska,02,188,60870
Aleutians East Borough,Alaska,02,013,58125
Aleutians West Census Area,Alaska,02,016,77292
Dillingham Census Area,Alaska,02,070,56857
Lake and Peninsula Borough,Alaska,02,164,49808
Denali Borough,Alaska,02,068,74044
Yukon-Koyukuk Census Area,Alaska,02,290,35559
Hoonah-Angoon Census Area,Alaska,02,105,48942
Skagway Municipality,Alaska,02,230,71583
Yakutat City and Borough,Alaska,02,282,71705
Ketchikan Gateway Borough,Alaska,02,130,59736
Petersburg Borough,Alaska,02,195,61696
Prince of Wales-Hyder Census Area,Alaska,02,198,45774
Wrangell City and Borough,Alaska,02,275,47348
Apache County,Arizona,04,001,31615
Cochise County,Arizona,04,003,45505
Coconino County,Arizona,04,005,48320
Gila County,Arizona,04,007,38504
Graham County,Arizona,04,009,44421
Greenlee County,Arizona,04,011,49692
Maricopa County,Arizona,04,013,54385
Mohave County,Arizona,04,015,39383
Navajo County,Arizona,04,017,37683
Pima County,Arizona,04,019,46443
Pinal County,Arizona,04,021,50164
Santa Cruz County,Arizona,04,023,37692
Yavapai County,Arizona,04,025,43652
La Paz County,Arizona,04,012,35093
Yuma County,Arizona,04,027,41156
Arkansas County,Arkansas,05,001,39883
Ashley County,Arkansas,05,003,38069
Baxter County,Arkansas,05,005,35209
Benton County,Arkansas,05,007,53515
Boone County,Arkansas,05,009,38364
Bradley County,Arkansas,05,011,32321
Calhoun County,Arkansas,05,013,31425
Carroll County,Arkansas,05,015,35558
Chicot County,Arkansas,05,017,25188
Clark County,Arkansas,05,019,32393
Clay County,Arkansas,05,021,32695
Cleburne County,Arkansas,05,023,39410
Cleveland County,Arkansas,05,025,38060
Columbia County,Arkansas,05,027,34895
Conway County,Arkansas,05,029,32625
Craighead County,Arkansas,05,031,41054
Crawford County,Arkansas,05,033,39981
Crittenden County,Arkansas,05,035,36521
Cross County,Arkansas,05,037,39665
Dallas County,Arkansas,05,039,30309
Desha County,Arkansas,05,041,29504
Drew County,Arkansas,05,043,32087
Faulkner County,Arkansas,05,045,49008
Franklin County,Arkansas,05,047,35918
Fulton County,Arkansas,05,049,35059
Garland County,Arkansas,05,051,38680
Grant County,Arkansas,05,053,49063
Greene County,Arkansas,05,055,38481
Hempstead County,Arkansas,05,057,31193
Hot Spring County,Arkansas,05,059,39652
Howard County,Arkansas,05,061,35236
Independence County,Arkansas,05,063,34374
Izard County,Arkansas,05,065,31011
Jackson County,Arkansas,05,067,31692
Jefferson County,Arkansas,05,069,37561
Johnson County,Arkansas,05,071,32198
Lafayette County,Arkansas,05,073,28633
Lawrence County,Arkansas,05,075,32205
Lee County,Arkansas,05,077,26098
Lincoln County,Arkansas,05,079,34107
Little River County,Arkansas,05,081,39042
Logan County,Arkansas,05,083,37237
Lonoke County,Arkansas,05,085,51499
Madison County,Arkansas,05,087,33481
Marion County,Arkansas,05,089,33497
Miller County,Arkansas,05,091,40314
Mississippi County,Arkansas,05,093,35651
Monroe County,Arkansas,05,095,28075
Montgomery County,Arkansas,05,097,33240
Nevada County,Arkansas,05,099,35578
Newton County,Arkansas,05,101,27790
Ouachita County,Arkansas,05,103,32032
Perry County,Arkansas,05,105,42738
Phillips County,Arkansas,05,107,27219
Pike County,Arkansas,05,109,32087
Poinsett County,Arkansas,05,111,31743
Polk County,Arkansas,05,113,33479
Pope County,Arkansas,05,115,40948
Prairie County,Arkansas,05,117,35806
Pulaski County,Arkansas,05,119,46102
Randolph County,Arkansas,05,121,32539
Saint Francis County,Arkansas,05,123,30104
Saline County,Arkansas,05,125,53817
Scott County,Arkansas,05,127,38130
Searcy County,Arkansas,05,129,30301
Sebastian County,Arkansas,05,131,40247
Sevier County,Arkansas,05,133,32081
Sharp County,Arkansas,05,135,30240
Stone County,Arkansas,05,137,32834
Union County,Arkansas,05,139,39349
Van Buren County,Arkansas,05,141,33900
Washington County,Arkansas,05,143,41429
White County,Arkansas,05,145,41410
Woodruff County,Arkansas,05,147,28061
Yell County,Arkansas,05,149,38245
Alameda County,California,06,001,71516
Alpine County,California,06,003,59931
Amador County,California,06,005,53462
Butte County,California,06,007,43339
Calaveras County,California,06,009,54686
Colusa County,California,06,011,52165
Contra Costa County,California,06,013,78187
Del Norte County,California,06,015,39626
El Dorado County,California,06,017,70117
Fresno County,California,06,019,45741
Glenn County,California,06,021,42641
Humboldt County,California,06,023,40830
Imperial County,California,06,025,41255
Inyo County,California,06,027,45000
Kern County,California,06,029,47727
Kings County,California,06,031,48761
Lake County,California,06,033,38147
Lassen County,California,06,035,51921
Los Angeles County,California,06,037,56241
Madera County,California,06,039,47937
Marin County,California,06,041,90962
Mariposa County,California,06,043,52584
Mendocino County,California,06,045,43721
Merced County,California,06,047,43565
Modoc County,California,06,049,37482
Mono County,California,06,051,61868
Monterey County,California,06,053,60143
Napa County,California,06,055,69571
Nevada County,California,06,057,57382
Orange County,California,06,059,75566
Placer County,California,06,061,73356
Plumas County,California,06,063,45358
Riverside County,California,06,065,57096
Sacramento County,California,06,067,55846
San Benito County,California,06,069,63939
San Bernardino County,California,06,071,54750
San Diego County,California,06,073,63373
San Francisco County,California,06,075,73802
San Joaquin County,California,06,077,53895
San Luis Obispo County,California,06,079,59628
San Mateo County,California,06,081,87751
Santa Barbara County,California,06,083,62723
Santa Clara County,California,06,085,90747
Santa Cruz County,California,06,087,66571
Shasta County,California,06,089,44396
Sierra County,California,06,091,42500
Siskiyou County,California,06,093,37948
Solano County,California,06,095,69006
Sonoma County,California,06,097,63565
Stanislaus County,California,06,099,49866
Sutter County,California,06,101,50510
Tehama County,California,06,103,40307
Trinity County,California,06,105,36569
Tulare County,California,06,107,43803
Tuolumne County,California,06,109,48169
Ventura County,California,06,111,76483
Yolo County,California,06,113,57260
Yuba County,California,06,115,46641
Alamosa County,Colorado,08,003,38045
Archuleta County,Colorado,08,007,54007
Baca County,Colorado,08,009,39497
Bent County,Colorado,08,011,36297
Chaffee County,Colorado,08,015,45713
Cheyenne County,Colorado,08,017,50357
Clear Creek County,Colorado,08,019,60517
Conejos County,Colorado,08,021,32860
Costilla County,Colorado,08,023,25309
Crowley County,Colorado,08,025,38507
Custer County,Colorado,08,027,42534
Delta County,Colorado,08,029,42786
Dolores County,Colorado,08,033,43098
Douglas County,Colorado,08,035,101108
Eagle County,Colorado,08,037,71030
Elbert County,Colorado,08,039,80811
