County,State,State_FIPS,County_FIPS,per_capita_income
Elbert County,Georgia,13,105,21138.0
Emanuel County,Georgia,13,107,17944.0
Evans County,Georgia,13,109,20736.0
Fannin County,Georgia,13,111,24845.0
Fayette County,Georgia,13,113,39936.0
Floyd County,Georgia,13,115,23929.0
Forsyth County,Georgia,13,117,39896.0
Franklin County,Georgia,13,119,19663.0
Fulton County,Georgia,13,121,41041.0
Gilmer County,Georgia,13,123,23688.0
Glascock County,Georgia,13,125,19815.0
Glynn County,Georgia,13,127,29209.0
Gordon County,Georgia,13,129,21208.0
Grady County,Georgia,13,131,20864.0
Greene County,Georgia,13,133,32890.0
Gwinnett County,Georgia,13,135,27945.0
Habersham County,Georgia,13,137,20656.0
Hall County,Georgia,13,139,26283.0
Hancock County,Georgia,13,141,15454.0
Haralson County,Georgia,13,143,23141.0
Harris County,Georgia,13,145,32373.0
Hart County,Georgia,13,147,21668.0
Heard County,Georgia,13,149,20946.0
Henry County,Georgia,13,151,26924.0
Houston County,Georgia,13,153,26305.0
Irwin County,Georgia,13,155,19429.0
Jackson County,Georgia,13,157,25598.0
Jasper County,Georgia,13,159,19784.0
Jeff Davis County,Georgia,13,161,18550.0
Jefferson County,Georgia,13,163,17485.0
Jenkins County,Georgia,13,165,15149.0
Johnson County,Georgia,13,167,19706.0
Jones County,Georgia,13,169,26098.0
Lamar County,Georgia,13,171,20458.0
Lanier County,Georgia,13,173,17739.0
Laurens County,Georgia,13,175,20687.0
Lee County,Georgia,13,177,28061.0
Liberty County,Georgia,13,179,20966.0
Lincoln County,Georgia,13,181,24529.0
Long County,Georgia,13,183,20321.0
Lowndes County,Georgia,13,185,21199.0
Lumpkin County,Georgia,13,187,23364.0
McDuffie County,Georgia,13,189,20436.0
McIntosh County,Georgia,13,191,25226.0
Macon County,Georgia,13,193,15919.0
Madison County,Georgia,13,195,22885.0
Marion County,Georgia,13,197,20154.0
Meriwether County,Georgia,13,199,19679.0
Miller County,Georgia,13,201,21002.0
Mitchell County,Georgia,13,205,16088.0
Monroe County,Georgia,13,207,30359.0
Montgomery County,Georgia,13,209,20114.0
Morgan County,Georgia,13,211,28830.0
Murray County,Georgia,13,213,19084.0
Muscogee County,Georgia,13,215,24604.0
Newton County,Georgia,13,217,23611.0
Oconee County,Georgia,13,219,38639.0
Oglethorpe County,Georgia,13,221,21858.0
Paulding County,Georgia,13,223,26636.0
Peach County,Georgia,13,225,22388.0
Pickens County,Georgia,13,227,29460.0
Pierce County,Georgia,13,229,23754.0
Pike County,Georgia,13,231,25176.0
Polk County,Georgia,13,233,22314.0
Pulaski County,Georgia,13,235,18623.0
Putnam County,Georgia,13,237,27498.0
Quitman County,Georgia,13,239,18921.0
Rabun County,Georgia,13,241,26942.0
Randolph County,Georgia,13,243,19781.0
Richmond County,Georgia,13,245,21464.0
Rockdale County,Georgia,13,247,24254.0
Schley County,Georgia,13,249,19761.0
Screven County,Georgia,13,251,20255.0
Seminole County,Georgia,13,253,21257.0
Spalding County,Georgia,13,255,21675.0
Stephens County,Georgia,13,257,21657.0
Stewart County,Georgia,13,259,14954.0
Sumter County,Georgia,13,261,18785.0
Talbot County,Georgia,13,263,21351.0
Taliaferro County,Georgia,13,265,17939.0
Tattnall County,Georgia,13,267,16279.0
Taylor County,Georgia,13,269,18482.0
Telfair County,Georgia,13,271,13594.0
Terrell County,Georgia,13,273,17562.0
Thomas County,Georgia,13,275,24047.0
Tift County,Georgia,13,277,20800.0
Toombs County,Georgia,13,279,21309.0
Towns County,Georgia,13,281,22301.0
Treutlen County,Georgia,13,283,20775.0
Troup County,Georgia,13,285,22091.0
Turner County,Georgia,13,287,20302.0
Twiggs County,Georgia,13,289,17485.0
Union County,Georgia,13,291,26755.0
Upson County,Georgia,13,293,19624.0
Walker County,Georgia,13,295,22564.0
Walton County,Georgia,13,297,25184.0
Ware County,Georgia,13,299,19246.0
Warren County,Georgia,13,301,20712.0
Washington County,Georgia,13,303,19238.0
Wayne County,Georgia,13,305,19188.0
Webster County,Georgia,13,307,22206.0
Wheeler County,Georgia,13,309,11192.0
White County,Georgia,13,311,23630.0
Whitfield County,Georgia,13,313,22262.0
Wilcox County,Georgia,13,315,15119.0
Wilkes County,Georgia,13,317,21957.0
Wilkinson County,Georgia,13,319,19823.0
Worth County,Georgia,13,321,20783.0
Hawaii County,Hawaii,15,001,26959.0
Honolulu County,Hawaii,15,003,33776.0
Kauai County,Hawaii,15,007,30515.0
Kalawao County,Hawaii,15,005,46024.0
Maui County,Hawaii,15,009,32379.0
Ada County,Idaho,16,001,31642.0
Adams County,Idaho,16,003,24315.0
Bannock County,Idaho,16,005,23872.0
Bear Lake County,Idaho,16,007,24411.0
Benewah County,Idaho,16,009,23120.0
Bingham County,Idaho,16,011,20720.0
Blaine County,Idaho,16,013,32736.0
Boise County,Idaho,16,015,29648.0
Bonner County,Idaho,16,017,25909.0
Bonneville County,Idaho,16,019,25706.0
Boundary County,Idaho,16,021,24606.0
Butte County,Idaho,16,023,26227.0
Camas County,Idaho,16,025,29193.0
Canyon County,Idaho,16,027,19765.0
Caribou County,Idaho,16,029,25669.0
Cassia County,Idaho,16,031,20007.0
Clearwater County,Idaho,16,035,22169.0
Custer County,Idaho,16,037,23290.0
Elmore County,Idaho,16,039,23029.0
Franklin County,Idaho,16,041,20454.0
Fremont County,Idaho,16,043,21611.0
Gem County,Idaho,16,045,20041.0
Gooding County,Idaho,16,047,20821.0
Idaho County,Idaho,16,049,20741.0
Jefferson County,Idaho,16,051,21519.0
Jerome County,Idaho,16,053,19329.0
Kootenai County,Idaho,16,055,28275.0
Latah County,Idaho,16,057,24166.0
Lemhi County,Idaho,16,059,22489.0
Lewis County,Idaho,16,061,23285.0
Lincoln County,Idaho,16,063,19095.0
Madison County,Idaho,16,065,15257.0
Minidoka County,Idaho,16,067,21887.0
Nez Perce County,Idaho,16,069,26799.0
Oneida County,Idaho,16,071,21360.0
Owyhee County,Idaho,16,073,19909.0
Payette County,Idaho,16,075,23361.0
Power County,Idaho,16,077,21513.0
Shoshone County,Idaho,16,079,23834.0
Teton County,Idaho,16,081,28004.0
Twin Falls County,Idaho,16,083,22723.0
Valley County,Idaho,16,085,28515.0
Washington County,Idaho,16,087,20435.0
Adams County,Illinois,17,001,27256.0
Alexander County,Illinois,17,003,18564.0
Bond County,Illinois,17,005,24473.0
Boone County,Illinois,17,007,29029.0
Brown County,Illinois,17,009,21906.0
Bureau County,Illinois,17,011,28332.0
Calhoun County,Illinois,17,013,25660.0
Carroll County,Illinois,17,015,27605.0
Cass County,Illinois,17,017,25451.0
Champaign County,Illinois,17,019,28463.0
Christian County,Illinois,17,021,25614.0
Clark County,Illinois,17,023,28495.0
Clay County,Illinois,17,025,25700.0
Clinton County,Illinois,17,027,30382.0
Coles County,Illinois,17,029,26060.0
Cook County,Illinois,17,031,33722.0
Crawford County,Illinois,17,033,25955.0
Cumberland County,Illinois,17,035,24956.0
DeKalb County,Illinois,17,037,26511.0
De Witt County,Illinois,17,039,27866.0
Douglas County,Illinois,17,041,26284.0
DuPage County,Illinois,17,043,42050.0
Edgar County,Illinois,17,045,26344.0
Edwards County,Illinois,17,047,26549.0
Effingham County,Illinois,17,049,29300.0
Fayette County,Illinois,17,051,21844.0
Ford County,Illinois,17,053,26611.0
Franklin County,Illinois,17,055,22346.0
Fulton County,Illinois,17,057,24269.0
Gallatin County,Illinois,17,059,24538.0
Greene County,Illinois,17,061,22836.0
Grundy County,Illinois,17,063,31914.0
Hamilton County,Illinois,17,065,25945.0
Hancock County,Illinois,17,067,26118.0
Hardin County,Illinois,17,069,20025.0
Henderson County,Illinois,17,071,27949.0
Henry County,Illinois,17,073,28443.0
Iroquois County,Illinois,17,075,26480.0
Jackson County,Illinois,17,077,23455.0
Jasper County,Illinois,17,079,25806.0
Jefferson County,Illinois,17,081,24617.0
Jersey County,Illinois,17,083,27528.0
Jo Daviess County,Illinois,17,085,32401.0
Johnson County,Illinois,17,087,20726.0
Kane County,Illinois,17,089,33486.0
Kankakee County,Illinois,17,091,26150.0
Kendall County,Illinois,17,093,33369.0
Knox County,Illinois,17,095,23676.0
Lake County,Illinois,17,097,42388.0
LaSalle County,Illinois,17,099,27959.0
Lawrence County,Illinois,17,101,21072.0
Lee County,Illinois,17,103,28179.0
Livingston County,Illinois,17,105,27318.0
Logan County,Illinois,17,107,26479.0
McDonough County,Illinois,17,109,22527.0
McHenry County,Illinois,17,111,36208.0
McLean County,Illinois,17,113,32943.0
Macon County,Illinois,17,115,28280.0
Macoupin County,Illinois,17,117,27255.0
Madison County,Illinois,17,119,30278.0
Marion County,Illinois,17,121,24112.0
Marshall County,Illinois,17,123,29025.0
Mason County,Illinois,17,125,25952.0
Massac County,Illinois,17,127,23434.0
Menard County,Illinois,17,129,32839.0
Mercer County,Illinois,17,131,27844.0
Monroe County,Illinois,17,133,37043.0
Montgomery County,Illinois,17,135,23172.0
Morgan County,Illinois,17,137,26253.0
Moultrie County,Illinois,17,139,26166.0
Ogle County,Illinois,17,141,29239.0
Peoria County,Illinois,17,143,29683.0
Perry County,Illinois,17,145,23929.0
Piatt County,Illinois,17,147,33672.0
Pike County,Illinois,17,149,23218.0
Pope County,Illinois,17,151,22191.0
Pulaski County,Illinois,17,153,20195.0
Putnam County,Illinois,17,155,33697.0
Randolph County,Illinois,17,157,24716.0
Richland County,Illinois,17,159,25262.0
Rock Island County,Illinois,17,161,27822.0
Saint Clair County,Illinois,17,163,28643.0
Saline County,Illinois,17,165,22725.0
Sangamon County,Illinois,17,167,33277.0
Schuyler County,Illinois,17,169,23670.0
Scott County,Illinois,17,171,26918.0
Shelby County,Illinois,17,173,24808.0
Stark County,Illinois,17,175,30009.0
Stephenson County,Illinois,17,177,25792.0
Tazewell County,Illinois,17,179,32082.0
Union County,Illinois,17,181,24646.0
Vermilion County,Illinois,17,183,23416.0
Wabash County,Illinois,17,185,25105.0
Warren County,Illinois,17,187,24840.0
Washington County,Illinois,17,189,29687.0
Wayne County,Illinois,17,191,25046.0
White County,Illinois,17,193,26522.0
Whiteside County,Illinois,17,195,28188.0
Will County,Illinois,17,197,33731.0
Williamson County,Illinois,17,199,26023.0
Winnebago County,Illinois,17,201,27297.0
Woodford County,Illinois,17,203,34198.0
Adams County,Indiana,18,001,21534.0
