County,State,State_FIPS,County_FIPS,gini_index
Tallapoosa County,Alabama,01,123,0.4593
Tuscaloosa County,Alabama,01,125,0.474
Walker County,Alabama,01,127,0.4506
Washington County,Alabama,01,129,0.4428
Wilcox County,Alabama,01,131,0.522
Winston County,Alabama,01,133,0.478
Anchorage Municipality,Alaska,02,020,0.4145
Bethel Census Area,Alaska,02,050,0.4492
Bristol Bay Borough,Alaska,02,060,0.3456
Fairbanks North Star Borough,Alaska,02,090,0.4066
Haines Borough,Alaska,02,100,0.398
Juneau City and Borough,Alaska,02,110,0.3869
Kenai Peninsula Borough,Alaska,02,122,0.4266
Kodiak Island Borough,Alaska,02,150,0.3631
Matanuska-Susitna Borough,Alaska,02,170,0.3955
Nome Census Area,Alaska,02,180,0.4194
North Slope Borough,Alaska,02,185,0.3859
Sitka City and Borough,Alaska,02,220,0.3774
Southeast Fairbanks Census Area,Alaska,02,240,0.3898
Valdez-Cordova Census Area,Alaska,02,261,0.3943
Wade Hampton Census Area,Alaska,02,270,0.3894
Northwest Arctic Borough,Alaska,02,188,0.3982
Aleutians East Borough,Alaska,02,013,0.392
Aleutians West Census Area,Alaska,02,016,0.3772
Dillingham Census Area,Alaska,02,070,0.426
Lake and Peninsula Borough,Alaska,02,164,0.4412
Denali Borough,Alaska,02,068,0.3579
Yukon-Koyukuk Census Area,Alaska,02,290,0.4491
Hoonah-Angoon Census Area,Alaska,02,105,0.4445
Skagway Municipality,Alaska,02,230,0.3779
Yakutat City and Borough,Alaska,02,282,0.342
Ketchikan Gateway Borough,Alaska,02,130,0.3929
Petersburg Borough,Alaska,02,195,0.4091
Prince of Wales-Hyder Census Area,Alaska,02,198,0.4278
Wrangell City and Borough,Alaska,02,275,0.4049
Apache County,Arizona,04,001,0.4845
Cochise County,Arizona,04,003,0.44
Coconino County,Arizona,04,005,0.4508
Gila County,Arizona,04,007,0.4379
Graham County,Arizona,04,009,0.4281
Greenlee County,Arizona,04,011,0.362
Maricopa County,Arizona,04,013,0.4559
Mohave County,Arizona,04,015,0.4307
Navajo County,Arizona,04,017,0.4617
Pima County,Arizona,04,019,0.4653
Pinal County,Arizona,04,021,0.3987
Santa Cruz County,Arizona,04,023,0.4713
Yavapai County,Arizona,04,025,0.461
La Paz County,Arizona,04,012,0.4178
Yuma County,Arizona,04,027,0.4211
Arkansas County,Arkansas,05,001,0.4681
Ashley County,Arkansas,05,003,0.4505
Baxter County,Arkansas,05,005,0.442
Benton County,Arkansas,05,007,0.4368
Boone County,Arkansas,05,009,0.4584
Bradley County,Arkansas,05,011,0.4698
Calhoun County,Arkansas,05,013,0.4133
Carroll County,Arkansas,05,015,0.4364
Chicot County,Arkansas,05,017,0.4877
Clark County,Arkansas,05,019,0.4838
Clay County,Arkansas,05,021,0.433
Cleburne County,Arkansas,05,023,0.4555
Cleveland County,Arkansas,05,025,0.4493
Columbia County,Arkansas,05,027,0.4583
Conway County,Arkansas,05,029,0.4768
Craighead County,Arkansas,05,031,0.4835
Crawford County,Arkansas,05,033,0.4099
Crittenden County,Arkansas,05,035,0.4596
Cross County,Arkansas,05,037,0.4241
Dallas County,Arkansas,05,039,0.4748
Desha County,Arkansas,05,041,0.5046
Drew County,Arkansas,05,043,0.4603
Faulkner County,Arkansas,05,045,0.4309
Franklin County,Arkansas,05,047,0.4375
Fulton County,Arkansas,05,049,0.4103
Garland County,Arkansas,05,051,0.4672
Grant County,Arkansas,05,053,0.3863
Greene County,Arkansas,05,055,0.4293
Hempstead County,Arkansas,05,057,0.4489
Hot Spring County,Arkansas,05,059,0.3924
Howard County,Arkansas,05,061,0.4562
Independence County,Arkansas,05,063,0.4734
Izard County,Arkansas,05,065,0.4266
Jackson County,Arkansas,05,067,0.4563
Jefferson County,Arkansas,05,069,0.4649
Johnson County,Arkansas,05,071,0.4924
Lafayette County,Arkansas,05,073,0.4774
Lawrence County,Arkansas,05,075,0.4081
Lee County,Arkansas,05,077,0.4493
Lincoln County,Arkansas,05,079,0.4876
Little River County,Arkansas,05,081,0.4026
Logan County,Arkansas,05,083,0.4308
Lonoke County,Arkansas,05,085,0.3874
Madison County,Arkansas,05,087,0.4503
Marion County,Arkansas,05,089,0.4196
Miller County,Arkansas,05,091,0.4252
Mississippi County,Arkansas,05,093,0.4656
Monroe County,Arkansas,05,095,0.4762
Montgomery County,Arkansas,05,097,0.4733
Nevada County,Arkansas,05,099,0.4736
Newton County,Arkansas,05,101,0.4736
Ouachita County,Arkansas,05,103,0.4447
Perry County,Arkansas,05,105,0.4439
Phillips County,Arkansas,05,107,0.4849
Pike County,Arkansas,05,109,0.4401
Poinsett County,Arkansas,05,111,0.4518
Polk County,Arkansas,05,113,0.4608
Pope County,Arkansas,05,115,0.4263
Prairie County,Arkansas,05,117,0.4188
Pulaski County,Arkansas,05,119,0.4863
Randolph County,Arkansas,05,121,0.4599
Saint Francis County,Arkansas,05,123,0.4728
Saline County,Arkansas,05,125,0.3889
Scott County,Arkansas,05,127,0.4397
Searcy County,Arkansas,05,129,0.4084
Sebastian County,Arkansas,05,131,0.4779
Sevier County,Arkansas,05,133,0.4156
Sharp County,Arkansas,05,135,0.3976
Stone County,Arkansas,05,137,0.4366
Union County,Arkansas,05,139,0.4665
Van Buren County,Arkansas,05,141,0.4401
Washington County,Arkansas,05,143,0.4786
White County,Arkansas,05,145,0.4553
Woodruff County,Arkansas,05,147,0.5209
Yell County,Arkansas,05,149,0.4197
Alameda County,California,06,001,0.4634
Alpine County,California,06,003,0.4279
Amador County,California,06,005,0.4384
Butte County,California,06,007,0.4538
Calaveras County,California,06,009,0.4284
Colusa County,California,06,011,0.4131
Contra Costa County,California,06,013,0.4564
Del Norte County,California,06,015,0.4618
El Dorado County,California,06,017,0.4248
Fresno County,California,06,019,0.4687
Glenn County,California,06,021,0.4823
Humboldt County,California,06,023,0.4713
Imperial County,California,06,025,0.4694
Inyo County,California,06,027,0.426
Kern County,California,06,029,0.4552
Kings County,California,06,031,0.4362
Lake County,California,06,033,0.4596
Lassen County,California,06,035,0.4185
Los Angeles County,California,06,037,0.4951
Madera County,California,06,039,0.4356
Marin County,California,06,041,0.5067
Mariposa County,California,06,043,0.4224
Mendocino County,California,06,045,0.4452
Merced County,California,06,047,0.4652
Modoc County,California,06,049,0.4221
Mono County,California,06,051,0.3719
Monterey County,California,06,053,0.4452
Napa County,California,06,055,0.4604
Nevada County,California,06,057,0.4401
Orange County,California,06,059,0.4582
Placer County,California,06,061,0.4246
Plumas County,California,06,063,0.4459
Riverside County,California,06,065,0.4397
Sacramento County,California,06,067,0.4392
San Benito County,California,06,069,0.4179
San Bernardino County,California,06,071,0.4328
San Diego County,California,06,073,0.4578
San Francisco County,California,06,075,0.5135
San Joaquin County,California,06,077,0.4413
San Luis Obispo County,California,06,079,0.4487
San Mateo County,California,06,081,0.4765
Santa Barbara County,California,06,083,0.4739
Santa Clara County,California,06,085,0.4543
Santa Cruz County,California,06,087,0.4633
Shasta County,California,06,089,0.4478
Sierra County,California,06,091,0.4341
Siskiyou County,California,06,093,0.4503
Solano County,California,06,095,0.4125
Sonoma County,California,06,097,0.4469
Stanislaus County,California,06,099,0.4458
Sutter County,California,06,101,0.4403
Tehama County,California,06,103,0.4317
Trinity County,California,06,105,0.4417
Tulare County,California,06,107,0.4478
Tuolumne County,California,06,109,0.4401
Ventura County,California,06,111,0.4384
Yolo County,California,06,113,0.4679
Yuba County,California,06,115,0.4154
Alamosa County,Colorado,08,003,0.5004
Archuleta County,Colorado,08,007,0.456
Baca County,Colorado,08,009,0.451
Bent County,Colorado,08,011,0.4259
Chaffee County,Colorado,08,015,0.4508
Cheyenne County,Colorado,08,017,0.3858
Clear Creek County,Colorado,08,019,0.453
Conejos County,Colorado,08,021,0.4265
Costilla County,Colorado,08,023,0.5111
Crowley County,Colorado,08,025,0.4784
Custer County,Colorado,08,027,0.4842
Delta County,Colorado,08,029,0.4583
Dolores County,Colorado,08,033,0.4266
Douglas County,Colorado,08,035,0.3859
Eagle County,Colorado,08,037,0.4722
Elbert County,Colorado,08,039,0.3789
El Paso County,Colorado,08,041,0.4364
Fremont County,Colorado,08,043,0.4206
Garfield County,Colorado,08,045,0.3875
Gilpin County,Colorado,08,047,0.4004
Grand County,Colorado,08,049,0.3842
Gunnison County,Colorado,08,051,0.4427
Huerfano County,Colorado,08,055,0.488
Jackson County,Colorado,08,057,0.38
Kiowa County,Colorado,08,061,0.4514
Kit Carson County,Colorado,08,063,0.3852
Lake County,Colorado,08,065,0.3925
La Plata County,Colorado,08,067,0.4256
Larimer County,Colorado,08,069,0.4479
Las Animas County,Colorado,08,071,0.4358
Lincoln County,Colorado,08,073,0.4464
Logan County,Colorado,08,075,0.4305
Mesa County,Colorado,08,077,0.4424
Moffat County,Colorado,08,081,0.3926
Montezuma County,Colorado,08,083,0.4541
Montrose County,Colorado,08,085,0.403
Morgan County,Colorado,08,087,0.4108
Otero County,Colorado,08,089,0.4552
Ouray County,Colorado,08,091,0.4074
Park County,Colorado,08,093,0.3574
Phillips County,Colorado,08,095,0.3879
Pitkin County,Colorado,08,097,0.5437
Prowers County,Colorado,08,099,0.4553
Pueblo County,Colorado,08,101,0.4484
Rio Blanco County,Colorado,08,103,0.3818
Rio Grande County,Colorado,08,105,0.4471
Routt County,Colorado,08,107,0.4293
Saguache County,Colorado,08,109,0.4838
San Miguel County,Colorado,08,113,0.5106
Sedgwick County,Colorado,08,115,0.4222
Summit County,Colorado,08,117,0.4088
Teller County,Colorado,08,119,0.3958
Washington County,Colorado,08,121,0.4234
Yuma County,Colorado,08,125,0.4186
Adams County,Colorado,08,001,0.3984
Arapahoe County,Colorado,08,005,0.4654
Boulder County,Colorado,08,013,0.4775
Broomfield County,Colorado,08,014,0.4117
Denver County,Colorado,08,031,0.506
Jefferson County,Colorado,08,059,0.4322
Weld County,Colorado,08,123,0.4235
Fairfield County,Connecticut,09,001,0.5376
Hartford County,Connecticut,09,003,0.4635
Litchfield County,Connecticut,09,005,0.4353
Middlesex County,Connecticut,09,007,0.4337
New Haven County,Connecticut,09,009,0.4592
New London County,Connecticut,09,011,0.4216
Tolland County,Connecticut,09,013,0.3925
Windham County,Connecticut,09,015,0.4105
Kent County,Delaware,10,001,0.395
New Castle County,Delaware,10,003,0.444
Sussex County,Delaware,10,005,0.428
Alachua County,Florida,12,001,0.5101
Baker County,Florida,12,003,0.4111
Bay County,Florida,12,005,0.418
Bradford County,Florida,12,007,0.4476
Brevard County,Florida,12,009,0.443
Broward County,Florida,12,011,0.4733
Calhoun County,Florida,12,013,0.4405
Charlotte County,Florida,12,015,0.4323
Citrus County,Florida,12,017,0.4443
Clay County,Florida,12,019,0.3982
Collier County,Florida,12,021,0.5344
Columbia County,Florida,12,023,0.4323
Miami-Dade County,Florida,12,086,0.5129
DeSoto County,Florida,12,027,0.4228
Dixie County,Florida,12,029,0.4061
Duval County,Florida,12,031,0.4617
Escambia County,Florida,12,033,0.4523
Flagler County,Florida,12,035,0.4279
Franklin County,Florida,12,037,0.4775
Gadsden County,Florida,12,039,0.4899
Gilchrist County,Florida,12,041,0.4772
Glades County,Florida,12,043,0.4133
Gulf County,Florida,12,045,0.4321
Hamilton County,Florida,12,047,0.4894
Hardee County,Florida,12,049,0.4339
Hendry County,Florida,12,051,0.4415
Hernando County,Florida,12,053,0.4137
Highlands County,Florida,12,055,0.4304
Hillsborough County,Florida,12,057,0.4726
Holmes County,Florida,12,059,0.4166
Indian River County,Florida,12,061,0.524
Jackson County,Florida,12,063,0.4481
Jefferson County,Florida,12,065,0.4408
Lafayette County,Florida,12,067,0.4176
Lake County,Florida,12,069,0.4319
Lee County,Florida,12,071,0.4724
Leon County,Florida,12,073,0.4894
Levy County,Florida,12,075,0.4433
Liberty County,Florida,12,077,0.4705
Madison County,Florida,12,079,0.4415
Manatee County,Florida,12,081,0.4599
Marion County,Florida,12,083,0.4427
Martin County,Florida,12,085,0.5156
Monroe County,Florida,12,087,0.499
Nassau County,Florida,12,089,0.4486
Okaloosa County,Florida,12,091,0.4243
Okeechobee County,Florida,12,093,0.4653
Orange County,Florida,12,095,0.4663
Osceola County,Florida,12,097,0.4058
Palm Beach County,Florida,12,099,0.5092
Pasco County,Florida,12,101,0.4411
Pinellas County,Florida,12,103,0.4702
Polk County,Florida,12,105,0.4364
Putnam County,Florida,12,107,0.4555
Saint Johns County,Florida,12,109,0.4848
Saint Lucie County,Florida,12,111,0.4422
Santa Rosa County,Florida,12,113,0.4117
Sarasota County,Florida,12,115,0.4827
Seminole County,Florida,12,117,0.4503
Sumter County,Florida,12,119,0.4078
Suwannee County,Florida,12,121,0.4335
Taylor County,Florida,12,123,0.4507
Union County,Florida,12,125,0.3857
Volusia County,Florida,12,127,0.4516
Wakulla County,Florida,12,129,0.404
Walton County,Florida,12,131,0.4796
Washington County,Florida,12,133,0.4183
Appling County,Georgia,13,001,0.4401
Atkinson County,Georgia,13,003,0.4758
Bacon County,Georgia,13,005,0.4526
Baker County,Georgia,13,007,0.5303
Baldwin County,Georgia,13,009,0.4828
Banks County,Georgia,13,011,0.4372
Barrow County,Georgia,13,013,0.3797
Bartow County,Georgia,13,015,0.4226
Ben Hill County,Georgia,13,017,0.4719
Berrien County,Georgia,13,019,0.4322
Bibb County,Georgia,13,021,0.5076
Bleckley County,Georgia,13,023,0.4825
Brantley County,Georgia,13,025,0.4179
Brooks County,Georgia,13,027,0.499
Bryan County,Georgia,13,029,0.4085
Bulloch County,Georgia,13,031,0.4915
Burke County,Georgia,13,033,0.4739
Butts County,Georgia,13,035,0.3939
Calhoun County,Georgia,13,037,0.5419
Camden County,Georgia,13,039,0.3955
Candler County,Georgia,13,043,0.4366
Carroll County,Georgia,13,045,0.4318
Catoosa County,Georgia,13,047,0.4028
Charlton County,Georgia,13,049,0.455
Chatham County,Georgia,13,051,0.4736
Chattahoochee County,Georgia,13,053,0.3582
Chattooga County,Georgia,13,055,0.4225
Cherokee County,Georgia,13,057,0.4012
Clarke County,Georgia,13,059,0.5521
Clay County,Georgia,13,061,0.4508
Clayton County,Georgia,13,063,0.4099
Clinch County,Georgia,13,065,0.4439
Cobb County,Georgia,13,067,0.4483
Coffee County,Georgia,13,069,0.4738
Colquitt County,Georgia,13,071,0.4775
Columbia County,Georgia,13,073,0.4153
Cook County,Georgia,13,075,0.4575
Coweta County,Georgia,13,077,0.3962
Crawford County,Georgia,13,079,0.4262
Crisp County,Georgia,13,081,0.4651
Dade County,Georgia,13,083,0.4304
Dawson County,Georgia,13,085,0.4226
Decatur County,Georgia,13,087,0.5085
DeKalb County,Georgia,13,089,0.4833
Dodge County,Georgia,13,091,0.4258
Dooly County,Georgia,13,093,0.4845
Dougherty County,Georgia,13,095,0.5166
Douglas County,Georgia,13,097,0.4004
Early County,Georgia,13,099,0.484
Echols County,Georgia,13,101,0.4789
Effingham County,Georgia,13,103,0.3784
Elbert County,Georgia,13,105,0.4378
Emanuel County,Georgia,13,107,0.4715
Evans County,Georgia,13,109,0.4361
Fannin County,Georgia,13,111,0.4257
Fayette County,Georgia,13,113,0.4106
Floyd County,Georgia,13,115,0.4595
Forsyth County,Georgia,13,117,0.4054
Franklin County,Georgia,13,119,0.4456
Fulton County,Georgia,13,121,0.5356
Gilmer County,Georgia,13,123,0.4665
Glascock County,Georgia,13,125,0.4111
Glynn County,Georgia,13,127,0.4705
Gordon County,Georgia,13,129,0.4407
Grady County,Georgia,13,131,0.5015
Greene County,Georgia,13,133,0.5509
Gwinnett County,Georgia,13,135,0.4222
Habersham County,Georgia,13,137,0.4253
Hall County,Georgia,13,139,0.4492
Hancock County,Georgia,13,141,0.4493
Haralson County,Georgia,13,143,0.4386
Harris County,Georgia,13,145,0.4307
Hart County,Georgia,13,147,0.4741
Heard County,Georgia,13,149,0.4208
Henry County,Georgia,13,151,0.3802
Houston County,Georgia,13,153,0.4074
Irwin County,Georgia,13,155,0.4497
Jackson County,Georgia,13,157,0.4113
Jasper County,Georgia,13,159,0.4508
Jeff Davis County,Georgia,13,161,0.4307
Jefferson County,Georgia,13,163,0.4452
Jenkins County,Georgia,13,165,0.5081
Johnson County,Georgia,13,167,0.4702
Jones County,Georgia,13,169,0.424
Lamar County,Georgia,13,171,0.4284
Lanier County,Georgia,13,173,0.4553
Laurens County,Georgia,13,175,0.4861
Lee County,Georgia,13,177,0.4228
Liberty County,Georgia,13,179,0.4174
Lincoln County,Georgia,13,181,0.4473
Long County,Georgia,13,183,0.3793
Lowndes County,Georgia,13,185,0.4695
Lumpkin County,Georgia,13,187,0.4403
McDuffie County,Georgia,13,189,0.4439
McIntosh County,Georgia,13,191,0.4259
Macon County,Georgia,13,193,0.4222
Madison County,Georgia,13,195,0.432
Marion County,Georgia,13,197,0.4299
Meriwether County,Georgia,13,199,0.4285
Miller County,Georgia,13,201,0.4837
Mitchell County,Georgia,13,205,0.458
Monroe County,Georgia,13,207,0.4215
Montgomery County,Georgia,13,209,0.4444
Morgan County,Georgia,13,211,0.4887
Murray County,Georgia,13,213,0.4148
Muscogee County,Georgia,13,215,0.4783
Newton County,Georgia,13,217,0.4013
Oconee County,Georgia,13,219,0.4372
Oglethorpe County,Georgia,13,221,0.4062
Paulding County,Georgia,13,223,0.3655
Peach County,Georgia,13,225,0.4491
Pickens County,Georgia,13,227,0.449
Pierce County,Georgia,13,229,0.4224
Pike County,Georgia,13,231,0.3759
Polk County,Georgia,13,233,0.445
Pulaski County,Georgia,13,235,0.4355
Putnam County,Georgia,13,237,0.5101
Quitman County,Georgia,13,239,0.3733
Rabun County,Georgia,13,241,0.4905
Randolph County,Georgia,13,243,0.5452
Richmond County,Georgia,13,245,0.4627
Rockdale County,Georgia,13,247,0.4067
Schley County,Georgia,13,249,0.4695
Screven County,Georgia,13,251,0.4683
Seminole County,Georgia,13,253,0.4746
Spalding County,Georgia,13,255,0.4468
Stephens County,Georgia,13,257,0.4385
Stewart County,Georgia,13,259,0.4618
Sumter County,Georgia,13,261,0.4746
Talbot County,Georgia,13,263,0.4987
Taliaferro County,Georgia,13,265,0.4398
Tattnall County,Georgia,13,267,0.4658
Taylor County,Georgia,13,269,0.4817
Telfair County,Georgia,13,271,0.491
Terrell County,Georgia,13,273,0.4519
Thomas County,Georgia,13,275,0.5152
Tift County,Georgia,13,277,0.4812
Toombs County,Georgia,13,279,0.4822
Towns County,Georgia,13,281,0.4285
Treutlen County,Georgia,13,283,0.4997
Troup County,Georgia,13,285,0.4685
Turner County,Georgia,13,287,0.5054
Twiggs County,Georgia,13,289,0.5165
Union County,Georgia,13,291,0.4613
Upson County,Georgia,13,293,0.4214
Walker County,Georgia,13,295,0.4478
Walton County,Georgia,13,297,0.4199
Ware County,Georgia,13,299,0.4711
Warren County,Georgia,13,301,0.48
Washington County,Georgia,13,303,0.4692
Wayne County,Georgia,13,305,0.4492
Webster County,Georgia,13,307,0.4612
Wheeler County,Georgia,13,309,0.414
White County,Georgia,13,311,0.4555
Whitfield County,Georgia,13,313,0.4547
Wilcox County,Georgia,13,315,0.469
Wilkes County,Georgia,13,317,0.4702
Wilkinson County,Georgia,13,319,0.4012
Worth County,Georgia,13,321,0.4316
Hawaii County,Hawaii,15,001,0.4524
Honolulu County,Hawaii,15,003,0.4207
Kauai County,Hawaii,15,007,0.4113
Kalawao County,Hawaii,15,005,0.3161
Maui County,Hawaii,15,009,0.4387
Ada County,Idaho,16,001,0.434
Adams County,Idaho,16,003,0.4285
Bannock County,Idaho,16,005,0.4228
Bear Lake County,Idaho,16,007,0.3933
Benewah County,Idaho,16,009,0.3861
Bingham County,Idaho,16,011,0.4014
Blaine County,Idaho,16,013,0.446
Boise County,Idaho,16,015,0.4236
Bonner County,Idaho,16,017,0.4482
Bonneville County,Idaho,16,019,0.422
Boundary County,Idaho,16,021,0.4085
Butte County,Idaho,16,023,0.4358
Camas County,Idaho,16,025,0.3865
Canyon County,Idaho,16,027,0.3993
Caribou County,Idaho,16,029,0.3876
Cassia County,Idaho,16,031,0.4334
Clearwater County,Idaho,16,035,0.3937
Custer County,Idaho,16,037,0.4228
Elmore County,Idaho,16,039,0.3832
Franklin County,Idaho,16,041,0.3801
Fremont County,Idaho,16,043,0.3923
Gem County,Idaho,16,045,0.4124
Gooding County,Idaho,16,047,0.4246
Idaho County,Idaho,16,049,0.3995
Jefferson County,Idaho,16,051,0.3681
Jerome County,Idaho,16,053,0.3899
Kootenai County,Idaho,16,055,0.4249
Latah County,Idaho,16,057,0.4639
Lemhi County,Idaho,16,059,0.456
Lewis County,Idaho,16,061,0.3803
Lincoln County,Idaho,16,063,0.3645
Madison County,Idaho,16,065,0.4773
Minidoka County,Idaho,16,067,0.4143
Nez Perce County,Idaho,16,069,0.4188
Oneida County,Idaho,16,071,0.3996
Owyhee County,Idaho,16,073,0.4222
Payette County,Idaho,16,075,0.4051
Power County,Idaho,16,077,0.3536
Shoshone County,Idaho,16,079,0.4009
Teton County,Idaho,16,081,0.3731
Twin Falls County,Idaho,16,083,0.4124
Valley County,Idaho,16,085,0.3884
Washington County,Idaho,16,087,0.4317
Adams County,Illinois,17,001,0.4381
Alexander County,Illinois,17,003,0.4569
Bond County,Illinois,17,005,0.4397
Boone County,Illinois,17,007,0.4164
Brown County,Illinois,17,009,0.3969
Bureau County,Illinois,17,011,0.4416
Calhoun County,Illinois,17,013,0.4323
Carroll County,Illinois,17,015,0.4307
Cass County,Illinois,17,017,0.3937
Champaign County,Illinois,17,019,0.489
Christian County,Illinois,17,021,0.4353
Clark County,Illinois,17,023,0.435
Clay County,Illinois,17,025,0.4032
Clinton County,Illinois,17,027,0.3974
Coles County,Illinois,17,029,0.4868
Cook County,Illinois,17,031,0.4934
Crawford County,Illinois,17,033,0.4326
Cumberland County,Illinois,17,035,0.4051
DeKalb County,Illinois,17,037,0.4274
De Witt County,Illinois,17,039,0.4428
Douglas County,Illinois,17,041,0.397
DuPage County,Illinois,17,043,0.4428
Edgar County,Illinois,17,045,0.4503
Edwards County,Illinois,17,047,0.4057
Effingham County,Illinois,17,049,0.4335
Fayette County,Illinois,17,051,0.4276
Ford County,Illinois,17,053,0.4382
Franklin County,Illinois,17,055,0.4145
Fulton County,Illinois,17,057,0.4046
Gallatin County,Illinois,17,059,0.4879
Greene County,Illinois,17,061,0.4069
Grundy County,Illinois,17,063,0.3872
Hamilton County,Illinois,17,065,0.4232
Hancock County,Illinois,17,067,0.4097
Hardin County,Illinois,17,069,0.4841
Henderson County,Illinois,17,071,0.3814
Henry County,Illinois,17,073,0.4069
Iroquois County,Illinois,17,075,0.4174
Jackson County,Illinois,17,077,0.514
Jasper County,Illinois,17,079,0.3766
Jefferson County,Illinois,17,081,0.451
Jersey County,Illinois,17,083,0.3953
Jo Daviess County,Illinois,17,085,0.432
Johnson County,Illinois,17,087,0.4219
Kane County,Illinois,17,089,0.4268
Kankakee County,Illinois,17,091,0.419
Kendall County,Illinois,17,093,0.3441
Knox County,Illinois,17,095,0.4292
Lake County,Illinois,17,097,0.4709
LaSalle County,Illinois,17,099,0.41
Lawrence County,Illinois,17,101,0.4218
Lee County,Illinois,17,103,0.429
Livingston County,Illinois,17,105,0.3981
Logan County,Illinois,17,107,0.4333
McDonough County,Illinois,17,109,0.4746
McHenry County,Illinois,17,111,0.3934
McLean County,Illinois,17,113,0.446
Macon County,Illinois,17,115,0.4558
Macoupin County,Illinois,17,117,0.3953
Madison County,Illinois,17,119,0.432
Marion County,Illinois,17,121,0.428
Marshall County,Illinois,17,123,0.3935
Mason County,Illinois,17,125,0.4292
Massac County,Illinois,17,127,0.4116
Menard County,Illinois,17,129,0.3837
Mercer County,Illinois,17,131,0.3925
Monroe County,Illinois,17,133,0.3884
Montgomery County,Illinois,17,135,0.4401
Morgan County,Illinois,17,137,0.4079
Moultrie County,Illinois,17,139,0.3955
Ogle County,Illinois,17,141,0.3836
Peoria County,Illinois,17,143,0.4752
Perry County,Illinois,17,145,0.4118
Piatt County,Illinois,17,147,0.3938
Pike County,Illinois,17,149,0.4103
Pope County,Illinois,17,151,0.3871
Pulaski County,Illinois,17,153,0.4585
Putnam County,Illinois,17,155,0.3872
Randolph County,Illinois,17,157,0.395
Richland County,Illinois,17,159,0.4301
Rock Island County,Illinois,17,161,0.4394
Saint Clair County,Illinois,17,163,0.4485
Saline County,Illinois,17,165,0.4578
Sangamon County,Illinois,17,167,0.4354
Schuyler County,Illinois,17,169,0.3837
Scott County,Illinois,17,171,0.4418
Shelby County,Illinois,17,173,0.3982
Stark County,Illinois,17,175,0.4327
Stephenson County,Illinois,17,177,0.4219
Tazewell County,Illinois,17,179,0.3986
Union County,Illinois,17,181,0.4152
Vermilion County,Illinois,17,183,0.4279
Wabash County,Illinois,17,185,0.4178
Warren County,Illinois,17,187,0.416
Washington County,Illinois,17,189,0.3793
Wayne County,Illinois,17,191,0.4361
White County,Illinois,17,193,0.4542
Whiteside County,Illinois,17,195,0.415
Will County,Illinois,17,197,0.393
Williamson County,Illinois,17,199,0.4443
Winnebago County,Illinois,17,201,0.4473
Woodford County,Illinois,17,203,0.402
Adams County,Indiana,18,001,0.3836
Allen County,Indiana,18,003,0.4372
Bartholomew County,Indiana,18,005,0.4235
Benton County,Indiana,18,007,0.3733
Blackford County,Indiana,18,009,0.4244
Boone County,Indiana,18,011,0.477
Brown County,Indiana,18,013,0.4252
