County,State,State_FIPS,County_FIPS,per_capita_income
Northwest Arctic Borough,Alaska,02,188,21751
Aleutians East Borough,Alaska,02,013,24387
Aleutians West Census Area,Alaska,02,016,31188
Dillingham Census Area,Alaska,02,070,22603
Lake and Peninsula Borough,Alaska,02,164,21210
Denali Borough,Alaska,02,068,38804
Yukon-Koyukuk Census Area,Alaska,02,290,19923
Hoonah-Angoon Census Area,Alaska,02,105,28398
Skagway Municipality,Alaska,02,230,36108
Yakutat City and Borough,Alaska,02,282,37556
Ketchikan Gateway Borough,Alaska,02,130,29998
Petersburg Borough,Alaska,02,195,31279
Prince of Wales-Hyder Census Area,Alaska,02,198,24902
Wrangell City and Borough,Alaska,02,275,29643
Apache County,Arizona,04,001,12626
Cochise County,Arizona,04,003,23296
Coconino County,Arizona,04,005,22607
Gila County,Arizona,04,007,20098
Graham County,Arizona,04,009,16116
Greenlee County,Arizona,04,011,20366
Maricopa County,Arizona,04,013,27841
Mohave County,Arizona,04,015,21457
Navajo County,Arizona,04,017,17004
Pima County,Arizona,04,019,25477
Pinal County,Arizona,04,021,21419
Santa Cruz County,Arizona,04,023,17577
Yavapai County,Arizona,04,025,26028
La Paz County,Arizona,04,012,21358
Yuma County,Arizona,04,027,18778
Arkansas County,Arkansas,05,001,22220
Ashley County,Arkansas,05,003,19264
Baxter County,Arkansas,05,005,21968
Benton County,Arkansas,05,007,25934
Boone County,Arkansas,05,009,21803
Bradley County,Arkansas,05,011,19283
Calhoun County,Arkansas,05,013,15998
Carroll County,Arkansas,05,015,20320
Chicot County,Arkansas,05,017,15593
Clark County,Arkansas,05,019,18090
Clay County,Arkansas,05,021,18494
Cleburne County,Arkansas,05,023,21614
Cleveland County,Arkansas,05,025,19269
Columbia County,Arkansas,05,027,20146
Conway County,Arkansas,05,029,20202
Craighead County,Arkansas,05,031,22505
Crawford County,Arkansas,05,033,18732
Crittenden County,Arkansas,05,035,19007
Cross County,Arkansas,05,037,18179
Dallas County,Arkansas,05,039,16704
Desha County,Arkansas,05,041,19320
Drew County,Arkansas,05,043,18220
Faulkner County,Arkansas,05,045,23344
Franklin County,Arkansas,05,047,18810
Fulton County,Arkansas,05,049,18149
Garland County,Arkansas,05,051,22955
Grant County,Arkansas,05,053,22590
Greene County,Arkansas,05,055,19262
Hempstead County,Arkansas,05,057,17822
Hot Spring County,Arkansas,05,059,18378
Howard County,Arkansas,05,061,18415
Independence County,Arkansas,05,063,19927
Izard County,Arkansas,05,065,18081
Jackson County,Arkansas,05,067,15833
Jefferson County,Arkansas,05,069,19080
Johnson County,Arkansas,05,071,18541
Lafayette County,Arkansas,05,073,17464
Lawrence County,Arkansas,05,075,15506
Lee County,Arkansas,05,077,12615
Lincoln County,Arkansas,05,079,15183
Little River County,Arkansas,05,081,20258
Logan County,Arkansas,05,083,19464
Lonoke County,Arkansas,05,085,22725
Madison County,Arkansas,05,087,18199
Marion County,Arkansas,05,089,19508
Miller County,Arkansas,05,091,20013
Mississippi County,Arkansas,05,093,18125
Monroe County,Arkansas,05,095,17074
Montgomery County,Arkansas,05,097,20417
Nevada County,Arkansas,05,099,20523
Newton County,Arkansas,05,101,16768
Ouachita County,Arkansas,05,103,19079
Perry County,Arkansas,05,105,20257
Phillips County,Arkansas,05,107,15948
Pike County,Arkansas,05,109,17596
Poinsett County,Arkansas,05,111,17014
Polk County,Arkansas,05,113,18327
Pope County,Arkansas,05,115,20118
Prairie County,Arkansas,05,117,18704
Pulaski County,Arkansas,05,119,27666
Randolph County,Arkansas,05,121,18995
Saint Francis County,Arkansas,05,123,13834
Saline County,Arkansas,05,125,25417
Scott County,Arkansas,05,127,17697
Searcy County,Arkansas,05,129,15053
Sebastian County,Arkansas,05,131,23175
Sevier County,Arkansas,05,133,15698
Sharp County,Arkansas,05,135,16146
Stone County,Arkansas,05,137,17190
Union County,Arkansas,05,139,21393
Van Buren County,Arkansas,05,141,18341
Washington County,Arkansas,05,143,23109
White County,Arkansas,05,145,21327
Woodruff County,Arkansas,05,147,19167
Yell County,Arkansas,05,149,17367
Alameda County,California,06,001,34937
Alpine County,California,06,003,29576
Amador County,California,06,005,28030
Butte County,California,06,007,23431
Calaveras County,California,06,009,28667
Colusa County,California,06,011,21271
Contra Costa County,California,06,013,38141
Del Norte County,California,06,015,19247
El Dorado County,California,06,017,34385
Fresno County,California,06,019,20638
Glenn County,California,06,021,21254
Humboldt County,California,06,023,24209
Imperial County,California,06,025,16593
Inyo County,California,06,027,27532
Kern County,California,06,029,20167
Kings County,California,06,031,18296
Lake County,California,06,033,22238
Lassen County,California,06,035,19339
Los Angeles County,California,06,037,27954
Madera County,California,06,039,18817
Marin County,California,06,041,54605
Mariposa County,California,06,043,27209
Mendocino County,California,06,045,23585
Merced County,California,06,047,18304
Modoc County,California,06,049,20769
Mono County,California,06,051,28789
Monterey County,California,06,053,25508
Napa County,California,06,055,35309
Nevada County,California,06,057,31607
Orange County,California,06,059,34416
Placer County,California,06,061,35583
Plumas County,California,06,063,28104
Riverside County,California,06,065,24516
Sacramento County,California,06,067,27180
San Benito County,California,06,069,26300
San Bernardino County,California,06,071,21932
San Diego County,California,06,073,30955
San Francisco County,California,06,075,46777
San Joaquin County,California,06,077,22857
San Luis Obispo County,California,06,079,30204
San Mateo County,California,06,081,45346
Santa Barbara County,California,06,083,30330
Santa Clara County,California,06,085,40698
Santa Cruz County,California,06,087,32975
Shasta County,California,06,089,23691
Sierra County,California,06,091,26137
Siskiyou County,California,06,093,22335
Solano County,California,06,095,29367
Sonoma County,California,06,097,33119
Stanislaus County,California,06,099,21820
Sutter County,California,06,101,22464
Tehama County,California,06,103,20689
Trinity County,California,06,105,22551
Tulare County,California,06,107,17986
Tuolumne County,California,06,109,26084
Ventura County,California,06,111,32740
Yolo County,California,06,113,28631
Yuba County,California,06,115,20046
Alamosa County,Colorado,08,003,20429
Archuleta County,Colorado,08,007,29361
Baca County,Colorado,08,009,21322
Bent County,Colorado,08,011,15390
Chaffee County,Colorado,08,015,26795
Cheyenne County,Colorado,08,017,22877
Clear Creek County,Colorado,08,019,35345
Conejos County,Colorado,08,021,18094
Costilla County,Colorado,08,023,18622
Crowley County,Colorado,08,025,17746
Custer County,Colorado,08,027,28008
Delta County,Colorado,08,029,23495
Dolores County,Colorado,08,033,22729
Douglas County,Colorado,08,035,43461
Eagle County,Colorado,08,037,38174
Elbert County,Colorado,08,039,34527
El Paso County,Colorado,08,041,28624
Fremont County,Colorado,08,043,19657
Garfield County,Colorado,08,045,27901
Gilpin County,Colorado,08,047,33439
Grand County,Colorado,08,049,30519
Gunnison County,Colorado,08,051,28862
Huerfano County,Colorado,08,055,22167
Jackson County,Colorado,08,057,24466
Kiowa County,Colorado,08,061,24098
Kit Carson County,Colorado,08,063,21674
Lake County,Colorado,08,065,21063
La Plata County,Colorado,08,067,30592
Larimer County,Colorado,08,069,30276
Las Animas County,Colorado,08,071,22357
Lincoln County,Colorado,08,073,20579
Logan County,Colorado,08,075,23601
Mesa County,Colorado,08,077,27680
Moffat County,Colorado,08,081,23810
Montezuma County,Colorado,08,083,25612
Montrose County,Colorado,08,085,23498
Morgan County,Colorado,08,087,19753
Otero County,Colorado,08,089,17396
Ouray County,Colorado,08,091,31329
Park County,Colorado,08,093,30908
Phillips County,Colorado,08,095,20995
Pitkin County,Colorado,08,097,57179
Prowers County,Colorado,08,099,19337
Pueblo County,Colorado,08,101,22056
Rio Blanco County,Colorado,08,103,27771
Rio Grande County,Colorado,08,105,18762
Routt County,Colorado,08,107,34435
Saguache County,Colorado,08,109,20194
San Miguel County,Colorado,08,113,44490
Sedgwick County,Colorado,08,115,23515
Summit County,Colorado,08,117,35218
Teller County,Colorado,08,119,28569
Washington County,Colorado,08,121,24814
Yuma County,Colorado,08,125,21825
Adams County,Colorado,08,001,24384
Arapahoe County,Colorado,08,005,32482
Boulder County,Colorado,08,013,37720
Broomfield County,Colorado,08,014,36783
Denver County,Colorado,08,031,32051
Jefferson County,Colorado,08,059,35587
Weld County,Colorado,08,123,25233
Fairfield County,Connecticut,09,001,48922
Hartford County,Connecticut,09,003,33991
Litchfield County,Connecticut,09,005,37249
Middlesex County,Connecticut,09,007,39347
New Haven County,Connecticut,09,009,32509
New London County,Connecticut,09,011,33478
Tolland County,Connecticut,09,013,33929
Windham County,Connecticut,09,015,27634
Kent County,Delaware,10,001,24374
New Castle County,Delaware,10,003,31988
Sussex County,Delaware,10,005,27580
Alachua County,Florida,12,001,25172
Baker County,Florida,12,003,19985
Bay County,Florida,12,005,25370
Bradford County,Florida,12,007,17270
Brevard County,Florida,12,009,27927
Broward County,Florida,12,011,28720
Calhoun County,Florida,12,013,14486
Charlotte County,Florida,12,015,26902
Citrus County,Florida,12,017,22939
Clay County,Florida,12,019,26650
Collier County,Florida,12,021,37335
Columbia County,Florida,12,023,19224
Miami-Dade County,Florida,12,086,23348
DeSoto County,Florida,12,027,16034
Dixie County,Florida,12,029,18374
Duval County,Florida,12,031,26394
Escambia County,Florida,12,033,23773
Flagler County,Florida,12,035,24455
Franklin County,Florida,12,037,21009
Gadsden County,Florida,12,039,17657
Gilchrist County,Florida,12,041,18869
Glades County,Florida,12,043,18248
Gulf County,Florida,12,045,18371
Hamilton County,Florida,12,047,15484
Hardee County,Florida,12,049,15760
Hendry County,Florida,12,051,14858
Hernando County,Florida,12,053,22540
Highlands County,Florida,12,055,19860
Hillsborough County,Florida,12,057,27282
Holmes County,Florida,12,059,15404
Indian River County,Florida,12,061,31732
Jackson County,Florida,12,063,18368
Jefferson County,Florida,12,065,19788
Lafayette County,Florida,12,067,19201
Lake County,Florida,12,069,25440
Lee County,Florida,12,071,28946
Leon County,Florida,12,073,26332
Levy County,Florida,12,075,19244
Liberty County,Florida,12,077,16291
Madison County,Florida,12,079,16398
Manatee County,Florida,12,081,27918
Marion County,Florida,12,083,22328
Martin County,Florida,12,085,35822
Monroe County,Florida,12,087,35074
Nassau County,Florida,12,089,29368
Okaloosa County,Florida,12,091,28505
Okeechobee County,Florida,12,093,19493
Orange County,Florida,12,095,25494
Osceola County,Florida,12,097,20440
Palm Beach County,Florida,12,099,33960
Pasco County,Florida,12,101,24116
Pinellas County,Florida,12,103,29232
Polk County,Florida,12,105,21952
Putnam County,Florida,12,107,18609
Saint Johns County,Florida,12,109,36694
Saint Lucie County,Florida,12,111,23172
Santa Rosa County,Florida,12,113,26507
Sarasota County,Florida,12,115,33096
Seminole County,Florida,12,117,29894
Sumter County,Florida,12,119,25070
Suwannee County,Florida,12,121,19094
Taylor County,Florida,12,123,18291
Union County,Florida,12,125,14210
Volusia County,Florida,12,127,24536
Wakulla County,Florida,12,129,22089
Walton County,Florida,12,131,27064
Washington County,Florida,12,133,18382
Appling County,Georgia,13,001,18899
Atkinson County,Georgia,13,003,15172
Bacon County,Georgia,13,005,16561
Baker County,Georgia,13,007,17838
Baldwin County,Georgia,13,009,17953
Banks County,Georgia,13,011,20149
Barrow County,Georgia,13,013,20740
Bartow County,Georgia,13,015,22324
Ben Hill County,Georgia,13,017,16234
Berrien County,Georgia,13,019,16885
Bibb County,Georgia,13,021,21754
Bleckley County,Georgia,13,023,18149
Brantley County,Georgia,13,025,18464
Brooks County,Georgia,13,027,22812
Bryan County,Georgia,13,029,28911
Bulloch County,Georgia,13,031,17918
Burke County,Georgia,13,033,15690
Butts County,Georgia,13,035,21130
Calhoun County,Georgia,13,037,13428
Camden County,Georgia,13,039,22228
Candler County,Georgia,13,043,16962
Carroll County,Georgia,13,045,20739
Catoosa County,Georgia,13,047,22368
Charlton County,Georgia,13,049,17623
Chatham County,Georgia,13,051,25394
Chattahoochee County,Georgia,13,053,21648
Chattooga County,Georgia,13,055,14924
Cherokee County,Georgia,13,057,29968
Clarke County,Georgia,13,059,19596
Clay County,Georgia,13,061,12619
Clayton County,Georgia,13,063,18835
Clinch County,Georgia,13,065,15980
Cobb County,Georgia,13,067,33514
Coffee County,Georgia,13,069,16854
Colquitt County,Georgia,13,071,17922
Columbia County,Georgia,13,073,30109
Cook County,Georgia,13,075,18755
Coweta County,Georgia,13,077,26117
Crawford County,Georgia,13,079,20244
Crisp County,Georgia,13,081,17140
Dade County,Georgia,13,083,21110
Dawson County,Georgia,13,085,25158
Decatur County,Georgia,13,087,17968
DeKalb County,Georgia,13,089,28843
Dodge County,Georgia,13,091,16756
Dooly County,Georgia,13,093,15515
Dougherty County,Georgia,13,095,19204
Douglas County,Georgia,13,097,24457
Early County,Georgia,13,099,17313
Echols County,Georgia,13,101,14179
Effingham County,Georgia,13,103,24136
Elbert County,Georgia,13,105,17978
Emanuel County,Georgia,13,107,16318
Evans County,Georgia,13,109,18547
Fannin County,Georgia,13,111,20085
Fayette County,Georgia,13,113,35405
Floyd County,Georgia,13,115,21213
Forsyth County,Georgia,13,117,35277
Franklin County,Georgia,13,119,19524
Fulton County,Georgia,13,121,37711
Gilmer County,Georgia,13,123,20624
Glascock County,Georgia,13,125,17265
Glynn County,Georgia,13,127,27767
Gordon County,Georgia,13,129,18781
Grady County,Georgia,13,131,17683
Greene County,Georgia,13,133,24479
Gwinnett County,Georgia,13,135,26712
Habersham County,Georgia,13,137,19710
Hall County,Georgia,13,139,24572
Hancock County,Georgia,13,141,11714
Haralson County,Georgia,13,143,19472
Harris County,Georgia,13,145,31363
Hart County,Georgia,13,147,19252
Heard County,Georgia,13,149,17381
Henry County,Georgia,13,151,25949
Houston County,Georgia,13,153,25329
Irwin County,Georgia,13,155,17062
Jackson County,Georgia,13,157,22465
Jasper County,Georgia,13,159,20440
Jeff Davis County,Georgia,13,161,17127
Jefferson County,Georgia,13,163,14974
Jenkins County,Georgia,13,165,15243
Johnson County,Georgia,13,167,16178
Jones County,Georgia,13,169,23185
Lamar County,Georgia,13,171,18058
Lanier County,Georgia,13,173,17472
Laurens County,Georgia,13,175,19358
Lee County,Georgia,13,177,24121
Liberty County,Georgia,13,179,20034
Lincoln County,Georgia,13,181,20242
Long County,Georgia,13,183,15661
Lowndes County,Georgia,13,185,20040
Lumpkin County,Georgia,13,187,20949
McDuffie County,Georgia,13,189,17760
McIntosh County,Georgia,13,191,20395
Macon County,Georgia,13,193,14398
Madison County,Georgia,13,195,18992
Marion County,Georgia,13,197,17532
Meriwether County,Georgia,13,199,18145
Miller County,Georgia,13,201,19558
Mitchell County,Georgia,13,205,16489
Monroe County,Georgia,13,207,23671
Montgomery County,Georgia,13,209,16884
Morgan County,Georgia,13,211,27459
Murray County,Georgia,13,213,16748
Muscogee County,Georgia,13,215,22726
Newton County,Georgia,13,217,21246
Oconee County,Georgia,13,219,33863
Oglethorpe County,Georgia,13,221,19052
Paulding County,Georgia,13,223,23700
Peach County,Georgia,13,225,18735
Pickens County,Georgia,13,227,26206
Pierce County,Georgia,13,229,18287
Pike County,Georgia,13,231,21922
Polk County,Georgia,13,233,18274
Pulaski County,Georgia,13,235,16679
Putnam County,Georgia,13,237,27000
Quitman County,Georgia,13,239,14894
Rabun County,Georgia,13,241,22423
Randolph County,Georgia,13,243,19523
Richmond County,Georgia,13,245,20393
Rockdale County,Georgia,13,247,24606
Schley County,Georgia,13,249,16815
Screven County,Georgia,13,251,16647
Seminole County,Georgia,13,253,18692
Spalding County,Georgia,13,255,19547
Stephens County,Georgia,13,257,18592
Stewart County,Georgia,13,259,15944
Sumter County,Georgia,13,261,18368
Talbot County,Georgia,13,263,18051
Taliaferro County,Georgia,13,265,13347
Tattnall County,Georgia,13,267,15741
Taylor County,Georgia,13,269,15594
Telfair County,Georgia,13,271,12959
Terrell County,Georgia,13,273,15896
Thomas County,Georgia,13,275,20716
Tift County,Georgia,13,277,18704
Toombs County,Georgia,13,279,18466
Towns County,Georgia,13,281,21642
Treutlen County,Georgia,13,283,18030
Troup County,Georgia,13,285,20351
Turner County,Georgia,13,287,17265
Twiggs County,Georgia,13,289,16022
Union County,Georgia,13,291,24124
Upson County,Georgia,13,293,17482
Walker County,Georgia,13,295,20459
Walton County,Georgia,13,297,22993
Ware County,Georgia,13,299,18513
Warren County,Georgia,13,301,17423
Washington County,Georgia,13,303,15840
Wayne County,Georgia,13,305,18441
Webster County,Georgia,13,307,20524
Wheeler County,Georgia,13,309,9412
White County,Georgia,13,311,23849
Whitfield County,Georgia,13,313,20139
Wilcox County,Georgia,13,315,12561
Wilkes County,Georgia,13,317,17397
Wilkinson County,Georgia,13,319,18488
Worth County,Georgia,13,321,18810
Hawaii County,Hawaii,15,001,25573
Honolulu County,Hawaii,15,003,30016
Kauai County,Hawaii,15,007,26591
Kalawao County,Hawaii,15,005,49995
Maui County,Hawaii,15,009,29654
Ada County,Idaho,16,001,27956
Adams County,Idaho,16,003,24015
Bannock County,Idaho,16,005,21457
Bear Lake County,Idaho,16,007,19484
Benewah County,Idaho,16,009,18831
Bingham County,Idaho,16,011,18918
Blaine County,Idaho,16,013,33408
Boise County,Idaho,16,015,23894
Bonner County,Idaho,16,017,24494
Bonneville County,Idaho,16,019,23521
Boundary County,Idaho,16,021,18509
Butte County,Idaho,16,023,19395
Camas County,Idaho,16,025,19726
Canyon County,Idaho,16,027,18171
Caribou County,Idaho,16,029,22014
Cassia County,Idaho,16,031,17651
Clearwater County,Idaho,16,035,20238
Custer County,Idaho,16,037,23579
Elmore County,Idaho,16,039,20435
Franklin County,Idaho,16,041,18722
Fremont County,Idaho,16,043,18709
Gem County,Idaho,16,045,20660
Gooding County,Idaho,16,047,18339
Idaho County,Idaho,16,049,19299
Jefferson County,Idaho,16,051,19648
Jerome County,Idaho,16,053,17415
Kootenai County,Idaho,16,055,24766
Latah County,Idaho,16,057,21818
Lemhi County,Idaho,16,059,24019
Lewis County,Idaho,16,061,18865
Lincoln County,Idaho,16,063,18147
Madison County,Idaho,16,065,14314
Minidoka County,Idaho,16,067,19537
Nez Perce County,Idaho,16,069,24580
Oneida County,Idaho,16,071,18902
Owyhee County,Idaho,16,073,16665
Payette County,Idaho,16,075,19590
Power County,Idaho,16,077,18293
Shoshone County,Idaho,16,079,19717
Teton County,Idaho,16,081,23576
Twin Falls County,Idaho,16,083,20619
Valley County,Idaho,16,085,27678
Washington County,Idaho,16,087,20896
Adams County,Illinois,17,001,24798
Alexander County,Illinois,17,003,14617
Bond County,Illinois,17,005,24166
Boone County,Illinois,17,007,26323
Brown County,Illinois,17,009,19704
Bureau County,Illinois,17,011,25344
Calhoun County,Illinois,17,013,24643
Carroll County,Illinois,17,015,26196
Cass County,Illinois,17,017,19975
Champaign County,Illinois,17,019,25226
Christian County,Illinois,17,021,23125
Clark County,Illinois,17,023,24338
Clay County,Illinois,17,025,21577
Clinton County,Illinois,17,027,26380
Coles County,Illinois,17,029,21669
Cook County,Illinois,17,031,29920
Crawford County,Illinois,17,033,23387
Cumberland County,Illinois,17,035,21715
DeKalb County,Illinois,17,037,24547
De Witt County,Illinois,17,039,25914
Douglas County,Illinois,17,041,22339
DuPage County,Illinois,17,043,38405
Edgar County,Illinois,17,045,23897
Edwards County,Illinois,17,047,20907
Effingham County,Illinois,17,049,25566
Fayette County,Illinois,17,051,22419
Ford County,Illinois,17,053,25302
Franklin County,Illinois,17,055,19668
Fulton County,Illinois,17,057,21071
Gallatin County,Illinois,17,059,22674
Greene County,Illinois,17,061,22366
Grundy County,Illinois,17,063,28159
Hamilton County,Illinois,17,065,22471
Hancock County,Illinois,17,067,23027
Hardin County,Illinois,17,069,18749
Henderson County,Illinois,17,071,23237
Henry County,Illinois,17,073,25931
Iroquois County,Illinois,17,075,24563
Jackson County,Illinois,17,077,19619
Jasper County,Illinois,17,079,22917
Jefferson County,Illinois,17,081,22032
Jersey County,Illinois,17,083,24940
Jo Daviess County,Illinois,17,085,28659
Johnson County,Illinois,17,087,17328
Kane County,Illinois,17,089,29864
Kankakee County,Illinois,17,091,23190
Kendall County,Illinois,17,093,31325
Knox County,Illinois,17,095,21336
Lake County,Illinois,17,097,38512
LaSalle County,Illinois,17,099,25439
Lawrence County,Illinois,17,101,17050
Lee County,Illinois,17,103,25303
Livingston County,Illinois,17,105,23530
Logan County,Illinois,17,107,22136
McDonough County,Illinois,17,109,18854
McHenry County,Illinois,17,111,32318
McLean County,Illinois,17,113,29425
Macon County,Illinois,17,115,25797
Macoupin County,Illinois,17,117,24141
Madison County,Illinois,17,119,26939
Marion County,Illinois,17,121,21418
Marshall County,Illinois,17,123,25600
Mason County,Illinois,17,125,23992
Massac County,Illinois,17,127,20044
Menard County,Illinois,17,129,26300
Mercer County,Illinois,17,131,25878
Monroe County,Illinois,17,133,31570
Montgomery County,Illinois,17,135,22205
Morgan County,Illinois,17,137,23598
Moultrie County,Illinois,17,139,24078
Ogle County,Illinois,17,141,25803
Peoria County,Illinois,17,143,28743
Perry County,Illinois,17,145,18469
Piatt County,Illinois,17,147,27452
Pike County,Illinois,17,149,20383
Pope County,Illinois,17,151,20603
Pulaski County,Illinois,17,153,17732
Putnam County,Illinois,17,155,25510
Randolph County,Illinois,17,157,21442
Richland County,Illinois,17,159,23922
Rock Island County,Illinois,17,161,25609
Saint Clair County,Illinois,17,163,25475
Saline County,Illinois,17,165,21626
Sangamon County,Illinois,17,167,29167
Schuyler County,Illinois,17,169,22215
Scott County,Illinois,17,171,27955
Shelby County,Illinois,17,173,22522
Stark County,Illinois,17,175,24952
Stephenson County,Illinois,17,177,23413
Tazewell County,Illinois,17,179,27395
Union County,Illinois,17,181,20138
Vermilion County,Illinois,17,183,21000
Wabash County,Illinois,17,185,23629
Warren County,Illinois,17,187,20373
Washington County,Illinois,17,189,25177
Wayne County,Illinois,17,191,22319
White County,Illinois,17,193,23398
Whiteside County,Illinois,17,195,24370
Will County,Illinois,17,197,30199
Williamson County,Illinois,17,199,22903
Winnebago County,Illinois,17,201,24544
Woodford County,Illinois,17,203,29886
Adams County,Indiana,18,001,19633
Allen County,Indiana,18,003,24902
Bartholomew County,Indiana,18,005,27518
Benton County,Indiana,18,007,22461
Blackford County,Indiana,18,009,21255
Boone County,Indiana,18,011,36155
Brown County,Indiana,18,013,25418
Carroll County,Indiana,18,015,24007
Cass County,Indiana,18,017,20674
Clark County,Indiana,18,019,24136
Clay County,Indiana,18,021,20921
Clinton County,Indiana,18,023,21362
Crawford County,Indiana,18,025,19202
Daviess County,Indiana,18,027,20123
Dearborn County,Indiana,18,029,25687
Decatur County,Indiana,18,031,22425
DeKalb County,Indiana,18,033,22732
Delaware County,Indiana,18,035,21132
Dubois County,Indiana,18,037,25355
Elkhart County,Indiana,18,039,21879
Fayette County,Indiana,18,041,18288
Floyd County,Indiana,18,043,26785
Fountain County,Indiana,18,045,21918
Franklin County,Indiana,18,047,23971
Fulton County,Indiana,18,049,21951
Gibson County,Indiana,18,051,23252
Grant County,Indiana,18,053,20346
Greene County,Indiana,18,055,21974
Hamilton County,Indiana,18,057,39842
Hancock County,Indiana,18,059,28605
Harrison County,Indiana,18,061,23956
Hendricks County,Indiana,18,063,29173
Henry County,Indiana,18,065,19598
Howard County,Indiana,18,067,23631
Huntington County,Indiana,18,069,21916
Jackson County,Indiana,18,071,22062
Jasper County,Indiana,18,073,23546
Jay County,Indiana,18,075,19375
Jefferson County,Indiana,18,077,22191
Jennings County,Indiana,18,079,19570
Johnson County,Indiana,18,081,28694
Knox County,Indiana,18,083,20841
Kosciusko County,Indiana,18,085,24417
LaGrange County,Indiana,18,087,18469
Lake County,Indiana,18,089,23726
LaPorte County,Indiana,18,091,22968
Lawrence County,Indiana,18,093,22189
Madison County,Indiana,18,095,22150
Marion County,Indiana,18,097,24575
Marshall County,Indiana,18,099,22376
Martin County,Indiana,18,101,22148
Miami County,Indiana,18,103,19392
Monroe County,Indiana,18,105,22306
Montgomery County,Indiana,18,107,23322
Morgan County,Indiana,18,109,25249
Newton County,Indiana,18,111,23416
Noble County,Indiana,18,113,20600
Ohio County,Indiana,18,115,26138
Orange County,Indiana,18,117,18811
Owen County,Indiana,18,119,21028
Parke County,Indiana,18,121,20000
Perry County,Indiana,18,123,21298
Pike County,Indiana,18,125,20756
Porter County,Indiana,18,127,28452
Posey County,Indiana,18,129,27529
Pulaski County,Indiana,18,131,21895
Putnam County,Indiana,18,133,20927
Randolph County,Indiana,18,135,20552
Ripley County,Indiana,18,137,22995
Rush County,Indiana,18,139,21779
Saint Joseph County,Indiana,18,141,23420
Scott County,Indiana,18,143,19766
Shelby County,Indiana,18,145,26197
Spencer County,Indiana,18,147,23781
Starke County,Indiana,18,149,18507
Steuben County,Indiana,18,151,23813
Sullivan County,Indiana,18,153,21371
Switzerland County,Indiana,18,155,20974
Tippecanoe County,Indiana,18,157,22892
Tipton County,Indiana,18,159,24969
Union County,Indiana,18,161,20279
