County,State,State_FIPS,County_FIPS,per_capita_income
North Slope Borough,Alaska,02,185,41712
Sitka City and Borough,Alaska,02,220,32162
Southeast Fairbanks Census Area,Alaska,02,240,28833
Valdez-Cordova Census Area,Alaska,02,261,33094
Wade Hampton Census Area,Alaska,02,270,11380
Northwest Arctic Borough,Alaska,02,188,21902
Aleutians East Borough,Alaska,02,013,24932
Aleutians West Census Area,Alaska,02,016,32014
Dillingham Census Area,Alaska,02,070,22066
Lake and Peninsula Borough,Alaska,02,164,22087
Denali Borough,Alaska,02,068,38621
Yukon-Koyukuk Census Area,Alaska,02,290,20109
Hoonah-Angoon Census Area,Alaska,02,105,28288
Skagway Municipality,Alaska,02,230,36470
Yakutat City and Borough,Alaska,02,282,39428
Ketchikan Gateway Borough,Alaska,02,130,30610
Petersburg Borough,Alaska,02,195,31836
Prince of Wales-Hyder Census Area,Alaska,02,198,25369
Wrangell City and Borough,Alaska,02,275,28267
Apache County,Arizona,04,001,12845
Cochise County,Arizona,04,003,23330
Coconino County,Arizona,04,005,22664
Gila County,Arizona,04,007,20547
Graham County,Arizona,04,009,16967
Greenlee County,Arizona,04,011,20297
Maricopa County,Arizona,04,013,27552
Mohave County,Arizona,04,015,20725
Navajo County,Arizona,04,017,16884
Pima County,Arizona,04,019,25525
Pinal County,Arizona,04,021,20901
Santa Cruz County,Arizona,04,023,17116
Yavapai County,Arizona,04,025,26335
La Paz County,Arizona,04,012,21854
Yuma County,Arizona,04,027,18467
Arkansas County,Arkansas,05,001,23570
Ashley County,Arkansas,05,003,20300
Baxter County,Arkansas,05,005,21409
Benton County,Arkansas,05,007,26199
Boone County,Arkansas,05,009,22333
Bradley County,Arkansas,05,011,19429
Calhoun County,Arkansas,05,013,17478
Carroll County,Arkansas,05,015,19964
Chicot County,Arkansas,05,017,15975
Clark County,Arkansas,05,019,18322
Clay County,Arkansas,05,021,18943
Cleburne County,Arkansas,05,023,22576
Cleveland County,Arkansas,05,025,20093
Columbia County,Arkansas,05,027,18999
Conway County,Arkansas,05,029,19833
Craighead County,Arkansas,05,031,22806
Crawford County,Arkansas,05,033,18737
Crittenden County,Arkansas,05,035,19548
Cross County,Arkansas,05,037,19282
Dallas County,Arkansas,05,039,17056
Desha County,Arkansas,05,041,19107
Drew County,Arkansas,05,043,17790
Faulkner County,Arkansas,05,045,23763
Franklin County,Arkansas,05,047,18694
Fulton County,Arkansas,05,049,18243
Garland County,Arkansas,05,051,23249
Grant County,Arkansas,05,053,22190
Greene County,Arkansas,05,055,19415
Hempstead County,Arkansas,05,057,17493
Hot Spring County,Arkansas,05,059,18344
Howard County,Arkansas,05,061,18531
Independence County,Arkansas,05,063,19863
Izard County,Arkansas,05,065,17422
Jackson County,Arkansas,05,067,16095
Jefferson County,Arkansas,05,069,19300
Johnson County,Arkansas,05,071,19422
Lafayette County,Arkansas,05,073,16865
Lawrence County,Arkansas,05,075,15243
Lee County,Arkansas,05,077,12475
Lincoln County,Arkansas,05,079,15161
Little River County,Arkansas,05,081,20081
Logan County,Arkansas,05,083,19587
Lonoke County,Arkansas,05,085,22791
Madison County,Arkansas,05,087,17718
Marion County,Arkansas,05,089,18935
Miller County,Arkansas,05,091,19908
Mississippi County,Arkansas,05,093,18912
Monroe County,Arkansas,05,095,17368
Montgomery County,Arkansas,05,097,19298
Nevada County,Arkansas,05,099,19786
Newton County,Arkansas,05,101,17469
Ouachita County,Arkansas,05,103,19417
Perry County,Arkansas,05,105,22045
Phillips County,Arkansas,05,107,16455
Pike County,Arkansas,05,109,18316
Poinsett County,Arkansas,05,111,16880
Polk County,Arkansas,05,113,19192
Pope County,Arkansas,05,115,19779
Prairie County,Arkansas,05,117,18312
Pulaski County,Arkansas,05,119,27744
Randolph County,Arkansas,05,121,18533
Saint Francis County,Arkansas,05,123,15308
Saline County,Arkansas,05,125,25843
Scott County,Arkansas,05,127,18766
Searcy County,Arkansas,05,129,15508
Sebastian County,Arkansas,05,131,22613
Sevier County,Arkansas,05,133,15888
Sharp County,Arkansas,05,135,15883
Stone County,Arkansas,05,137,18361
Union County,Arkansas,05,139,21208
Van Buren County,Arkansas,05,141,19108
Washington County,Arkansas,05,143,23211
White County,Arkansas,05,145,21597
Woodruff County,Arkansas,05,147,18897
Yell County,Arkansas,05,149,17447
Alameda County,California,06,001,35434
Alpine County,California,06,003,27135
Amador County,California,06,005,26969
Butte County,California,06,007,23556
Calaveras County,California,06,009,28892
Colusa County,California,06,011,21601
Contra Costa County,California,06,013,38106
Del Norte County,California,06,015,20197
El Dorado County,California,06,017,34571
Fresno County,California,06,019,20391
Glenn County,California,06,021,21689
Humboldt County,California,06,023,23884
Imperial County,California,06,025,16667
Inyo County,California,06,027,27323
Kern County,California,06,029,20216
Kings County,California,06,031,18566
Lake County,California,06,033,21845
Lassen County,California,06,035,19924
Los Angeles County,California,06,037,27900
Madera County,California,06,039,18474
Marin County,California,06,041,55695
Mariposa County,California,06,043,27670
Mendocino County,California,06,045,23179
Merced County,California,06,047,18343
Modoc County,California,06,049,20916
Mono County,California,06,051,27135
Monterey County,California,06,053,24995
Napa County,California,06,055,35195
Nevada County,California,06,057,31899
Orange County,California,06,059,34233
Placer County,California,06,061,34917
Plumas County,California,06,063,28329
Riverside County,California,06,065,23863
Sacramento County,California,06,067,26856
San Benito County,California,06,069,25791
San Bernardino County,California,06,071,21636
San Diego County,California,06,073,30683
San Francisco County,California,06,075,47278
San Joaquin County,California,06,077,22696
San Luis Obispo County,California,06,079,30218
San Mateo County,California,06,081,45458
Santa Barbara County,California,06,083,30114
Santa Clara County,California,06,085,41041
Santa Cruz County,California,06,087,32846
Shasta County,California,06,089,23639
Sierra County,California,06,091,24121
Siskiyou County,California,06,093,22304
Solano County,California,06,095,29170
Sonoma County,California,06,097,32898
Stanislaus County,California,06,099,21785
Sutter County,California,06,101,22816
Tehama County,California,06,103,20259
Trinity County,California,06,105,23014
Tulare County,California,06,107,18021
Tuolumne County,California,06,109,26043
Ventura County,California,06,111,32826
Yolo County,California,06,113,28137
Yuba County,California,06,115,20016
Alamosa County,Colorado,08,003,19657
Archuleta County,Colorado,08,007,29771
Baca County,Colorado,08,009,22436
Bent County,Colorado,08,011,15259
Chaffee County,Colorado,08,015,27961
Cheyenne County,Colorado,08,017,24502
Clear Creek County,Colorado,08,019,36015
Conejos County,Colorado,08,021,17929
Costilla County,Colorado,08,023,18856
Crowley County,Colorado,08,025,17925
Custer County,Colorado,08,027,28019
Delta County,Colorado,08,029,23890
Dolores County,Colorado,08,033,24392
Douglas County,Colorado,08,035,43195
Eagle County,Colorado,08,037,38665
Elbert County,Colorado,08,039,35034
El Paso County,Colorado,08,041,28776
Fremont County,Colorado,08,043,19379
Garfield County,Colorado,08,045,26989
Gilpin County,Colorado,08,047,35473
Grand County,Colorado,08,049,31319
Gunnison County,Colorado,08,051,28280
Huerfano County,Colorado,08,055,23387
Jackson County,Colorado,08,057,24803
Kiowa County,Colorado,08,061,21960
Kit Carson County,Colorado,08,063,20846
Lake County,Colorado,08,065,22622
La Plata County,Colorado,08,067,30562
Larimer County,Colorado,08,069,30684
Las Animas County,Colorado,08,071,21941
Lincoln County,Colorado,08,073,19858
Logan County,Colorado,08,075,22815
Mesa County,Colorado,08,077,27030
Moffat County,Colorado,08,081,23974
Montezuma County,Colorado,08,083,24731
Montrose County,Colorado,08,085,23018
Morgan County,Colorado,08,087,20276
Otero County,Colorado,08,089,18416
Ouray County,Colorado,08,091,34278
Park County,Colorado,08,093,31419
Phillips County,Colorado,08,095,21037
Pitkin County,Colorado,08,097,52428
Prowers County,Colorado,08,099,18305
Pueblo County,Colorado,08,101,22164
Rio Blanco County,Colorado,08,103,26473
Rio Grande County,Colorado,08,105,19968
Routt County,Colorado,08,107,35307
Saguache County,Colorado,08,109,20521
San Miguel County,Colorado,08,113,44159
Sedgwick County,Colorado,08,115,22202
Summit County,Colorado,08,117,34575
Teller County,Colorado,08,119,29866
Washington County,Colorado,08,121,24435
Yuma County,Colorado,08,125,23098
Adams County,Colorado,08,001,24357
Arapahoe County,Colorado,08,005,32845
Boulder County,Colorado,08,013,38283
Broomfield County,Colorado,08,014,37964
Denver County,Colorado,08,031,32597
Jefferson County,Colorado,08,059,36069
Weld County,Colorado,08,123,25341
Fairfield County,Connecticut,09,001,48900
Hartford County,Connecticut,09,003,34356
Litchfield County,Connecticut,09,005,37410
Middlesex County,Connecticut,09,007,39776
New Haven County,Connecticut,09,009,32487
New London County,Connecticut,09,011,33968
Tolland County,Connecticut,09,013,34468
Windham County,Connecticut,09,015,27456
Kent County,Delaware,10,001,24519
New Castle County,Delaware,10,003,32247
Sussex County,Delaware,10,005,27165
Alachua County,Florida,12,001,25287
Baker County,Florida,12,003,19198
Bay County,Florida,12,005,24859
Bradford County,Florida,12,007,17299
Brevard County,Florida,12,009,27440
Broward County,Florida,12,011,28547
Calhoun County,Florida,12,013,15328
Charlotte County,Florida,12,015,26604
Citrus County,Florida,12,017,23195
Clay County,Florida,12,019,26435
Collier County,Florida,12,021,36898
Columbia County,Florida,12,023,18964
Miami-Dade County,Florida,12,086,23304
DeSoto County,Florida,12,027,15629
Dixie County,Florida,12,029,17508
Duval County,Florida,12,031,26170
Escambia County,Florida,12,033,23396
Flagler County,Florida,12,035,24788
Franklin County,Florida,12,037,20546
Gadsden County,Florida,12,039,18183
Gilchrist County,Florida,12,041,19217
Glades County,Florida,12,043,16111
Gulf County,Florida,12,045,17975
Hamilton County,Florida,12,047,16227
Hardee County,Florida,12,049,14299
Hendry County,Florida,12,051,14885
Hernando County,Florida,12,053,21632
Highlands County,Florida,12,055,20004
Hillsborough County,Florida,12,057,26947
Holmes County,Florida,12,059,16287
Indian River County,Florida,12,061,31630
Jackson County,Florida,12,063,18148
Jefferson County,Florida,12,065,20064
Lafayette County,Florida,12,067,18135
Lake County,Florida,12,069,24674
Lee County,Florida,12,071,28105
Leon County,Florida,12,073,26340
Levy County,Florida,12,075,18902
Liberty County,Florida,12,077,16384
Madison County,Florida,12,079,15989
Manatee County,Florida,12,081,27544
Marion County,Florida,12,083,22191
Martin County,Florida,12,085,34522
Monroe County,Florida,12,087,34277
Nassau County,Florida,12,089,29490
Okaloosa County,Florida,12,091,28040
Okeechobee County,Florida,12,093,17899
Orange County,Florida,12,095,25103
Osceola County,Florida,12,097,19728
Palm Beach County,Florida,12,099,33239
Pasco County,Florida,12,101,23895
Pinellas County,Florida,12,103,29352
Polk County,Florida,12,105,21674
Putnam County,Florida,12,107,18810
Saint Johns County,Florida,12,109,36639
Saint Lucie County,Florida,12,111,23062
Santa Rosa County,Florida,12,113,27282
Sarasota County,Florida,12,115,32764
Seminole County,Florida,12,117,29364
Sumter County,Florida,12,119,26317
Suwannee County,Florida,12,121,18379
Taylor County,Florida,12,123,17728
Union County,Florida,12,125,13865
Volusia County,Florida,12,127,24176
Wakulla County,Florida,12,129,22789
Walton County,Florida,12,131,26454
Washington County,Florida,12,133,17497
Appling County,Georgia,13,001,19664
Atkinson County,Georgia,13,003,14696
Bacon County,Georgia,13,005,17396
Baker County,Georgia,13,007,17871
Baldwin County,Georgia,13,009,18099
Banks County,Georgia,13,011,20094
Barrow County,Georgia,13,013,20845
Bartow County,Georgia,13,015,21884
Ben Hill County,Georgia,13,017,15335
Berrien County,Georgia,13,019,16553
Bibb County,Georgia,13,021,21443
Bleckley County,Georgia,13,023,18650
Brantley County,Georgia,13,025,17155
Brooks County,Georgia,13,027,20142
Bryan County,Georgia,13,029,27511
Bulloch County,Georgia,13,031,18138
Burke County,Georgia,13,033,15917
Butts County,Georgia,13,035,20968
Calhoun County,Georgia,13,037,14780
Camden County,Georgia,13,039,22797
Candler County,Georgia,13,043,17399
Carroll County,Georgia,13,045,21047
Catoosa County,Georgia,13,047,22077
Charlton County,Georgia,13,049,17576
Chatham County,Georgia,13,051,25245
Chattahoochee County,Georgia,13,053,19276
Chattooga County,Georgia,13,055,15727
Cherokee County,Georgia,13,057,29939
Clarke County,Georgia,13,059,19716
Clay County,Georgia,13,061,13606
Clayton County,Georgia,13,063,18445
Clinch County,Georgia,13,065,17496
Cobb County,Georgia,13,067,33282
Coffee County,Georgia,13,069,17156
Colquitt County,Georgia,13,071,17830
Columbia County,Georgia,13,073,30503
Cook County,Georgia,13,075,19323
Coweta County,Georgia,13,077,26146
Crawford County,Georgia,13,079,19675
Crisp County,Georgia,13,081,17497
Dade County,Georgia,13,083,21602
Dawson County,Georgia,13,085,26615
Decatur County,Georgia,13,087,18054
DeKalb County,Georgia,13,089,28760
Dodge County,Georgia,13,091,17275
Dooly County,Georgia,13,093,15733
Dougherty County,Georgia,13,095,19140
Douglas County,Georgia,13,097,24115
Early County,Georgia,13,099,17945
Echols County,Georgia,13,101,15015
Effingham County,Georgia,13,103,24943
Elbert County,Georgia,13,105,18536
Emanuel County,Georgia,13,107,16294
Evans County,Georgia,13,109,18588
Fannin County,Georgia,13,111,19865
Fayette County,Georgia,13,113,35743
Floyd County,Georgia,13,115,20769
Forsyth County,Georgia,13,117,34742
Franklin County,Georgia,13,119,18441
Fulton County,Georgia,13,121,37238
Gilmer County,Georgia,13,123,21290
Glascock County,Georgia,13,125,17169
Glynn County,Georgia,13,127,27446
Gordon County,Georgia,13,129,18835
Grady County,Georgia,13,131,17528
Greene County,Georgia,13,133,27229
Gwinnett County,Georgia,13,135,26442
Habersham County,Georgia,13,137,19758
Hall County,Georgia,13,139,24201
Hancock County,Georgia,13,141,11225
Haralson County,Georgia,13,143,19183
Harris County,Georgia,13,145,31858
Hart County,Georgia,13,147,19854
Heard County,Georgia,13,149,18655
Henry County,Georgia,13,151,25411
Houston County,Georgia,13,153,25570
Irwin County,Georgia,13,155,17808
Jackson County,Georgia,13,157,22830
Jasper County,Georgia,13,159,21854
Jeff Davis County,Georgia,13,161,17168
Jefferson County,Georgia,13,163,15131
Jenkins County,Georgia,13,165,17791
Johnson County,Georgia,13,167,16195
Jones County,Georgia,13,169,24123
Lamar County,Georgia,13,171,18657
Lanier County,Georgia,13,173,18334
Laurens County,Georgia,13,175,18936
Lee County,Georgia,13,177,25481
Liberty County,Georgia,13,179,20326
Lincoln County,Georgia,13,181,20438
Long County,Georgia,13,183,16310
Lowndes County,Georgia,13,185,19867
Lumpkin County,Georgia,13,187,20970
McDuffie County,Georgia,13,189,18105
McIntosh County,Georgia,13,191,20764
Macon County,Georgia,13,193,14060
Madison County,Georgia,13,195,19232
Marion County,Georgia,13,197,16590
Meriwether County,Georgia,13,199,18999
Miller County,Georgia,13,201,19415
Mitchell County,Georgia,13,205,15912
Monroe County,Georgia,13,207,22659
Montgomery County,Georgia,13,209,16396
Morgan County,Georgia,13,211,25414
Murray County,Georgia,13,213,16821
Muscogee County,Georgia,13,215,22761
Newton County,Georgia,13,217,21393
Oconee County,Georgia,13,219,34034
Oglethorpe County,Georgia,13,221,19714
Paulding County,Georgia,13,223,24068
Peach County,Georgia,13,225,19034
Pickens County,Georgia,13,227,26833
Pierce County,Georgia,13,229,18824
Pike County,Georgia,13,231,22151
Polk County,Georgia,13,233,18688
Pulaski County,Georgia,13,235,17218
Putnam County,Georgia,13,237,25834
Quitman County,Georgia,13,239,15175
Rabun County,Georgia,13,241,21469
Randolph County,Georgia,13,243,20081
Richmond County,Georgia,13,245,20467
Rockdale County,Georgia,13,247,24057
Schley County,Georgia,13,249,19526
Screven County,Georgia,13,251,18008
Seminole County,Georgia,13,253,16866
Spalding County,Georgia,13,255,19394
Stephens County,Georgia,13,257,18209
Stewart County,Georgia,13,259,14218
Sumter County,Georgia,13,261,17881
Talbot County,Georgia,13,263,16602
Taliaferro County,Georgia,13,265,14519
Tattnall County,Georgia,13,267,15942
Taylor County,Georgia,13,269,16286
Telfair County,Georgia,13,271,13159
Terrell County,Georgia,13,273,17102
Thomas County,Georgia,13,275,19313
Tift County,Georgia,13,277,18928
Toombs County,Georgia,13,279,18433
Towns County,Georgia,13,281,21229
Treutlen County,Georgia,13,283,17564
Troup County,Georgia,13,285,20745
Turner County,Georgia,13,287,17074
Twiggs County,Georgia,13,289,17332
Union County,Georgia,13,291,23334
Upson County,Georgia,13,293,17545
Walker County,Georgia,13,295,20528
Walton County,Georgia,13,297,23061
Ware County,Georgia,13,299,18329
Warren County,Georgia,13,301,18323
Washington County,Georgia,13,303,16489
Wayne County,Georgia,13,305,17865
Webster County,Georgia,13,307,20389
Wheeler County,Georgia,13,309,8809
White County,Georgia,13,311,23344
Whitfield County,Georgia,13,313,20024
Wilcox County,Georgia,13,315,12980
Wilkes County,Georgia,13,317,16408
Wilkinson County,Georgia,13,319,18412
Worth County,Georgia,13,321,18916
Hawaii County,Hawaii,15,001,24882
Honolulu County,Hawaii,15,003,30219
Kauai County,Hawaii,15,007,26464
Kalawao County,Hawaii,15,005,50618
Maui County,Hawaii,15,009,29493
Ada County,Idaho,16,001,27522
Adams County,Idaho,16,003,20462
Bannock County,Idaho,16,005,21478
Bear Lake County,Idaho,16,007,19366
Benewah County,Idaho,16,009,19549
Bingham County,Idaho,16,011,18892
Blaine County,Idaho,16,013,33603
Boise County,Idaho,16,015,24208
Bonner County,Idaho,16,017,24026
Bonneville County,Idaho,16,019,23306
Boundary County,Idaho,16,021,18298
Butte County,Idaho,16,023,20866
Camas County,Idaho,16,025,20477
Canyon County,Idaho,16,027,17840
Caribou County,Idaho,16,029,22995
Cassia County,Idaho,16,031,18019
Clearwater County,Idaho,16,035,20533
Custer County,Idaho,16,037,23509
Elmore County,Idaho,16,039,20480
Franklin County,Idaho,16,041,18593
Fremont County,Idaho,16,043,19199
Gem County,Idaho,16,045,19838
Gooding County,Idaho,16,047,18433
Idaho County,Idaho,16,049,19237
Jefferson County,Idaho,16,051,19712
Jerome County,Idaho,16,053,17240
Kootenai County,Idaho,16,055,24789
Latah County,Idaho,16,057,22046
Lemhi County,Idaho,16,059,23351
Lewis County,Idaho,16,061,20160
Lincoln County,Idaho,16,063,16678
Madison County,Idaho,16,065,14623
Minidoka County,Idaho,16,067,19466
Nez Perce County,Idaho,16,069,24130
Oneida County,Idaho,16,071,18436
Owyhee County,Idaho,16,073,16028
Payette County,Idaho,16,075,18651
Power County,Idaho,16,077,18189
Shoshone County,Idaho,16,079,20342
Teton County,Idaho,16,081,24207
Twin Falls County,Idaho,16,083,20271
Valley County,Idaho,16,085,26716
Washington County,Idaho,16,087,19582
Adams County,Illinois,17,001,24631
Alexander County,Illinois,17,003,14222
Bond County,Illinois,17,005,23081
Boone County,Illinois,17,007,26559
Brown County,Illinois,17,009,19180
Bureau County,Illinois,17,011,26259
Calhoun County,Illinois,17,013,25822
Carroll County,Illinois,17,015,27103
Cass County,Illinois,17,017,20894
Champaign County,Illinois,17,019,25455
Christian County,Illinois,17,021,23340
Clark County,Illinois,17,023,24652
Clay County,Illinois,17,025,21111
Clinton County,Illinois,17,027,27527
Coles County,Illinois,17,029,22263
Cook County,Illinois,17,031,30048
Crawford County,Illinois,17,033,24535
Cumberland County,Illinois,17,035,22292
DeKalb County,Illinois,17,037,24063
De Witt County,Illinois,17,039,27222
Douglas County,Illinois,17,041,23870
DuPage County,Illinois,17,043,38398
Edgar County,Illinois,17,045,23724
Edwards County,Illinois,17,047,20758
Effingham County,Illinois,17,049,26029
Fayette County,Illinois,17,051,22194
Ford County,Illinois,17,053,26042
Franklin County,Illinois,17,055,20233
Fulton County,Illinois,17,057,21396
Gallatin County,Illinois,17,059,24055
Greene County,Illinois,17,061,22466
Grundy County,Illinois,17,063,28075
Hamilton County,Illinois,17,065,21510
Hancock County,Illinois,17,067,23088
Hardin County,Illinois,17,069,22457
Henderson County,Illinois,17,071,24684
Henry County,Illinois,17,073,26644
Iroquois County,Illinois,17,075,24884
Jackson County,Illinois,17,077,19943
Jasper County,Illinois,17,079,23859
Jefferson County,Illinois,17,081,22201
Jersey County,Illinois,17,083,25682
Jo Daviess County,Illinois,17,085,28529
Johnson County,Illinois,17,087,18560
Kane County,Illinois,17,089,29730
Kankakee County,Illinois,17,091,23535
Kendall County,Illinois,17,093,31856
Knox County,Illinois,17,095,21653
Lake County,Illinois,17,097,38248
LaSalle County,Illinois,17,099,25641
Lawrence County,Illinois,17,101,18576
Lee County,Illinois,17,103,25484
Livingston County,Illinois,17,105,23512
Logan County,Illinois,17,107,21255
McDonough County,Illinois,17,109,19897
McHenry County,Illinois,17,111,32408
McLean County,Illinois,17,113,29960
Macon County,Illinois,17,115,25948
Macoupin County,Illinois,17,117,24267
Madison County,Illinois,17,119,26797
Marion County,Illinois,17,121,21696
Marshall County,Illinois,17,123,25985
Mason County,Illinois,17,125,23967
Massac County,Illinois,17,127,21466
Menard County,Illinois,17,129,27577
Mercer County,Illinois,17,131,26468
Monroe County,Illinois,17,133,32334
Montgomery County,Illinois,17,135,21550
Morgan County,Illinois,17,137,24082
Moultrie County,Illinois,17,139,23985
Ogle County,Illinois,17,141,26331
Peoria County,Illinois,17,143,28979
Perry County,Illinois,17,145,19151
Piatt County,Illinois,17,147,28930
Pike County,Illinois,17,149,20637
Pope County,Illinois,17,151,20885
Pulaski County,Illinois,17,153,18553
Putnam County,Illinois,17,155,26493
Randolph County,Illinois,17,157,21600
Richland County,Illinois,17,159,23236
Rock Island County,Illinois,17,161,26284
Saint Clair County,Illinois,17,163,25504
Saline County,Illinois,17,165,21341
Sangamon County,Illinois,17,167,29686
Schuyler County,Illinois,17,169,23075
Scott County,Illinois,17,171,26347
Shelby County,Illinois,17,173,23233
Stark County,Illinois,17,175,26157
Stephenson County,Illinois,17,177,23695
Tazewell County,Illinois,17,179,27838
Union County,Illinois,17,181,20497
Vermilion County,Illinois,17,183,21169
Wabash County,Illinois,17,185,23123
Warren County,Illinois,17,187,20744
Washington County,Illinois,17,189,26247
Wayne County,Illinois,17,191,23242
White County,Illinois,17,193,24150
Whiteside County,Illinois,17,195,24062
Will County,Illinois,17,197,30407
Williamson County,Illinois,17,199,22840
Winnebago County,Illinois,17,201,24404
Woodford County,Illinois,17,203,30401
Adams County,Indiana,18,001,19881
Allen County,Indiana,18,003,25237
Bartholomew County,Indiana,18,005,27178
Benton County,Indiana,18,007,22643
Blackford County,Indiana,18,009,21506
Boone County,Indiana,18,011,37018
Brown County,Indiana,18,013,25787
Carroll County,Indiana,18,015,24357
Cass County,Indiana,18,017,21259
Clark County,Indiana,18,019,24486
Clay County,Indiana,18,021,21010
Clinton County,Indiana,18,023,21457
Crawford County,Indiana,18,025,19305
Daviess County,Indiana,18,027,20754
Dearborn County,Indiana,18,029,26024
Decatur County,Indiana,18,031,22272
DeKalb County,Indiana,18,033,22193
Delaware County,Indiana,18,035,21119
Dubois County,Indiana,18,037,25731
Elkhart County,Indiana,18,039,21866
Fayette County,Indiana,18,041,18649
Floyd County,Indiana,18,043,27101
Fountain County,Indiana,18,045,22275
Franklin County,Indiana,18,047,23785
Fulton County,Indiana,18,049,22513
Gibson County,Indiana,18,051,23390
Grant County,Indiana,18,053,20571
Greene County,Indiana,18,055,21730
Hamilton County,Indiana,18,057,39606
Hancock County,Indiana,18,059,28807
Harrison County,Indiana,18,061,23591
Hendricks County,Indiana,18,063,29321
Henry County,Indiana,18,065,19487
Howard County,Indiana,18,067,23723
Huntington County,Indiana,18,069,22116
Jackson County,Indiana,18,071,22468
Jasper County,Indiana,18,073,24386
Jay County,Indiana,18,075,19818
Jefferson County,Indiana,18,077,21253
Jennings County,Indiana,18,079,19991
Johnson County,Indiana,18,081,28737
Knox County,Indiana,18,083,20934
Kosciusko County,Indiana,18,085,24328
LaGrange County,Indiana,18,087,19038
Lake County,Indiana,18,089,23792
LaPorte County,Indiana,18,091,23278
Lawrence County,Indiana,18,093,22003
Madison County,Indiana,18,095,21854
Marion County,Indiana,18,097,24301
Marshall County,Indiana,18,099,22172
Martin County,Indiana,18,101,21992
Miami County,Indiana,18,103,19388
Monroe County,Indiana,18,105,22869
Montgomery County,Indiana,18,107,22655
Morgan County,Indiana,18,109,25664
Newton County,Indiana,18,111,23872
Noble County,Indiana,18,113,20955
Ohio County,Indiana,18,115,25775
Orange County,Indiana,18,117,18663
Owen County,Indiana,18,119,20489
Parke County,Indiana,18,121,21170
Perry County,Indiana,18,123,21028
Pike County,Indiana,18,125,21295
Porter County,Indiana,18,127,28244
Posey County,Indiana,18,129,28492
Pulaski County,Indiana,18,131,21775
Putnam County,Indiana,18,133,21179
Randolph County,Indiana,18,135,21377
Ripley County,Indiana,18,137,21898
Rush County,Indiana,18,139,22868
Saint Joseph County,Indiana,18,141,23321
Scott County,Indiana,18,143,19846
Shelby County,Indiana,18,145,25017
Spencer County,Indiana,18,147,24092
Starke County,Indiana,18,149,18724
Steuben County,Indiana,18,151,23988
Sullivan County,Indiana,18,153,20763
Switzerland County,Indiana,18,155,20727
Tippecanoe County,Indiana,18,157,23212
Tipton County,Indiana,18,159,25138
Union County,Indiana,18,161,21314
