County,State,State_FIPS,County_FIPS,total_population
Vanderburgh County,Indiana,18,163,178298
Vermillion County,Indiana,18,165,16412
Vigo County,Indiana,18,167,107151
Wabash County,Indiana,18,169,33225
Warren County,Indiana,18,171,8563
Warrick County,Indiana,18,173,58393
Washington County,Indiana,18,175,28226
Wayne County,Indiana,18,177,69187
Wells County,Indiana,18,179,27744
White County,Indiana,18,181,24734
Whitley County,Indiana,18,183,32991
Adair County,Iowa,19,001,7779
Adams County,Iowa,19,003,4127
Allamakee County,Iowa,19,005,14331
Appanoose County,Iowa,19,007,13029
Audubon County,Iowa,19,009,6186
Benton County,Iowa,19,011,26098
Black Hawk County,Iowa,19,013,129252
Boone County,Iowa,19,015,26424
Bremer County,Iowa,19,017,24185
Buchanan County,Iowa,19,019,21026
Buena Vista County,Iowa,19,021,19980
Butler County,Iowa,19,023,14892
Calhoun County,Iowa,19,025,9846
Carroll County,Iowa,19,027,20805
Cass County,Iowa,19,029,13969
Cedar County,Iowa,19,031,18414
Cerro Gordo County,Iowa,19,033,44324
Cherokee County,Iowa,19,035,12086
Chickasaw County,Iowa,19,037,12499
Clarke County,Iowa,19,039,9218
Clay County,Iowa,19,041,16718
Clayton County,Iowa,19,043,18202
Clinton County,Iowa,19,045,49274
Crawford County,Iowa,19,047,16951
Dallas County,Iowa,19,049,61714
Davis County,Iowa,19,051,8687
Decatur County,Iowa,19,053,8508
Delaware County,Iowa,19,055,17857
Des Moines County,Iowa,19,057,40266
Dickinson County,Iowa,19,059,16665
Dubuque County,Iowa,19,061,92547
Emmet County,Iowa,19,063,10389
Fayette County,Iowa,19,065,20992
Floyd County,Iowa,19,067,16394
Franklin County,Iowa,19,069,10697
Fremont County,Iowa,19,071,7528
Greene County,Iowa,19,073,9448
Grundy County,Iowa,19,075,12401
Guthrie County,Iowa,19,077,11040
Hamilton County,Iowa,19,079,15874
Hancock County,Iowa,19,081,11505
Hardin County,Iowa,19,083,17685
Harrison County,Iowa,19,085,15073
Henry County,Iowa,19,087,20263
Howard County,Iowa,19,089,9610
Humboldt County,Iowa,19,091,9905
Ida County,Iowa,19,093,7172
Iowa County,Iowa,19,095,16353
Jackson County,Iowa,19,097,19942
Jasper County,Iowa,19,099,37050
Jefferson County,Iowa,19,101,16643
Johnson County,Iowa,19,103,126994
Jones County,Iowa,19,105,20708
Keokuk County,Iowa,19,107,10614
Kossuth County,Iowa,19,109,15748
Lee County,Iowa,19,111,35991
Linn County,Iowa,19,113,207765
Louisa County,Iowa,19,115,11683
Lucas County,Iowa,19,117,9116
Lyon County,Iowa,19,119,11564
Madison County,Iowa,19,121,15488
Mahaska County,Iowa,19,123,22382
Marion County,Iowa,19,125,33378
Marshall County,Iowa,19,127,40131
Mills County,Iowa,19,129,15157
Mitchell County,Iowa,19,131,10801
Monona County,Iowa,19,133,9346
Monroe County,Iowa,19,135,7918
Montgomery County,Iowa,19,137,10901
Muscatine County,Iowa,19,139,42501
O'Brien County,Iowa,19,141,14419
Osceola County,Iowa,19,143,6576
Page County,Iowa,19,145,16095
Palo Alto County,Iowa,19,147,9508
Plymouth County,Iowa,19,149,24933
Pocahontas County,Iowa,19,151,7509
Polk County,Iowa,19,153,419301
Pottawattamie County,Iowa,19,155,91928
Poweshiek County,Iowa,19,157,19012
Ringgold County,Iowa,19,159,5169
Sac County,Iowa,19,161,10480
Scott County,Iowa,19,163,162184
Shelby County,Iowa,19,165,12328
Sioux County,Iowa,19,167,33377
Story County,Iowa,19,169,87594
Tama County,Iowa,19,171,17952
Taylor County,Iowa,19,173,6402
Union County,Iowa,19,175,12409
Van Buren County,Iowa,19,177,7645
Wapello County,Iowa,19,179,35553
Warren County,Iowa,19,181,45346
Washington County,Iowa,19,183,21626
Wayne County,Iowa,19,185,6404
Webster County,Iowa,19,187,38286
Winnebago County,Iowa,19,189,10962
Winneshiek County,Iowa,19,191,21031
Woodbury County,Iowa,19,193,101217
Worth County,Iowa,19,195,7628
Wright County,Iowa,19,197,13384
Allen County,Kansas,20,001,13473
Anderson County,Kansas,20,003,8084
Atchison County,Kansas,20,005,16889
Barber County,Kansas,20,007,4900
Barton County,Kansas,20,009,27499
Bourbon County,Kansas,20,011,15097
Brown County,Kansas,20,013,10019
Butler County,Kansas,20,015,64853
Chase County,Kansas,20,017,2834
Chautauqua County,Kansas,20,019,3736
Cherokee County,Kansas,20,021,21740
Cheyenne County,Kansas,20,023,2783
Clark County,Kansas,20,025,2231
Clay County,Kansas,20,027,8531
Cloud County,Kansas,20,029,9538
Coffey County,Kansas,20,031,8587
Comanche County,Kansas,20,033,1865
Cowley County,Kansas,20,035,36140
Crawford County,Kansas,20,037,38985
Decatur County,Kansas,20,039,3015
Dickinson County,Kansas,20,041,19643
Doniphan County,Kansas,20,043,7957
Douglas County,Kansas,20,045,109052
Edwards County,Kansas,20,047,3052
Elk County,Kansas,20,049,2930
Ellis County,Kansas,20,051,28039
Ellsworth County,Kansas,20,053,6476
Finney County,Kansas,20,055,36139
Ford County,Kansas,20,057,32727
Franklin County,Kansas,20,059,25841
Geary County,Kansas,20,061,30537
Gove County,Kansas,20,063,2721
Graham County,Kansas,20,065,2663
Grant County,Kansas,20,067,7744
Gray County,Kansas,20,069,5870
Greeley County,Kansas,20,071,1294
Greenwood County,Kansas,20,073,6824
Hamilton County,Kansas,20,075,2643
Harper County,Kansas,20,077,6033
Harvey County,Kansas,20,079,34150
Haskell County,Kansas,20,081,4196
Hodgeman County,Kansas,20,083,1955
Jackson County,Kansas,20,085,13360
Jefferson County,Kansas,20,087,19059
Jewell County,Kansas,20,089,3151
Johnson County,Kansas,20,091,531228
Kearny County,Kansas,20,093,3966
Kingman County,Kansas,20,095,7949
Kiowa County,Kansas,20,097,2671
Labette County,Kansas,20,099,21791
Lane County,Kansas,20,101,1725
Leavenworth County,Kansas,20,103,74611
Lincoln County,Kansas,20,105,3308
Linn County,Kansas,20,107,9782
Logan County,Kansas,20,109,2774
Lyon County,Kansas,20,111,34974
McPherson County,Kansas,20,113,29178
Marion County,Kansas,20,115,12689
Marshall County,Kansas,20,117,10147
Meade County,Kansas,20,119,4523
Miami County,Kansas,20,121,32116
Mitchell County,Kansas,20,123,6383
Montgomery County,Kansas,20,125,35453
Morris County,Kansas,20,127,5946
Morton County,Kansas,20,129,3244
Nemaha County,Kansas,20,131,10253
Neosho County,Kansas,20,133,16538
Ness County,Kansas,20,135,3120
Norton County,Kansas,20,137,5692
Osage County,Kansas,20,139,16426
Osborne County,Kansas,20,141,3906
Ottawa County,Kansas,20,143,6107
Pawnee County,Kansas,20,145,6913
Phillips County,Kansas,20,147,5601
Pottawatomie County,Kansas,20,149,20781
Pratt County,Kansas,20,151,9670
Rawlins County,Kansas,20,153,2594
Reno County,Kansas,20,155,64054
Republic County,Kansas,20,157,5069
Rice County,Kansas,20,159,10128
Riley County,Kansas,20,161,69035
Rooks County,Kansas,20,163,5241
Rush County,Kansas,20,165,3290
Russell County,Kansas,20,167,6915
Saline County,Kansas,20,169,54982
Scott County,Kansas,20,171,4832
Sedgwick County,Kansas,20,173,486123
Seward County,Kansas,20,175,22588
Shawnee County,Kansas,20,177,175537
Sheridan County,Kansas,20,179,2578
Sherman County,Kansas,20,181,6002
Smith County,Kansas,20,183,3934
Stafford County,Kansas,20,185,4433
Stanton County,Kansas,20,187,2197
Stevens County,Kansas,20,189,5533
Sumner County,Kansas,20,191,24257
Thomas County,Kansas,20,193,7757
Trego County,Kansas,20,195,2979
Wabaunsee County,Kansas,20,197,7004
Wallace County,Kansas,20,199,1440
Washington County,Kansas,20,201,5851
Wichita County,Kansas,20,203,2244
Wilson County,Kansas,20,205,9598
Woodson County,Kansas,20,207,3352
Wyandotte County,Kansas,20,209,155462
Adair County,Kentucky,21,001,18542
Allen County,Kentucky,21,003,19688
Anderson County,Kentucky,21,005,21080
Ballard County,Kentucky,21,007,8225
Barren County,Kentucky,21,009,41685
Bath County,Kentucky,21,011,11565
Bell County,Kentucky,21,013,28793
Boone County,Kentucky,21,015,114723
Bourbon County,Kentucky,21,017,19947
Boyd County,Kentucky,21,019,49330
Boyle County,Kentucky,21,021,28245
Bracken County,Kentucky,21,023,8479
Breathitt County,Kentucky,21,025,14202
Breckinridge County,Kentucky,21,027,19893
Bullitt County,Kentucky,21,029,72515
Butler County,Kentucky,21,031,12763
Caldwell County,Kentucky,21,033,12934
Calloway County,Kentucky,21,035,36763
Campbell County,Kentucky,21,037,89016
Carlisle County,Kentucky,21,039,5126
Carroll County,Kentucky,21,041,10703
Carter County,Kentucky,21,043,27821
Casey County,Kentucky,21,045,15939
Christian County,Kentucky,21,047,72678
Clark County,Kentucky,21,049,35305
Clay County,Kentucky,21,051,22197
Clinton County,Kentucky,21,053,10161
Crittenden County,Kentucky,21,055,9313
Cumberland County,Kentucky,21,057,6931
Daviess County,Kentucky,21,059,95398
Edmonson County,Kentucky,21,061,12086
Elliott County,Kentucky,21,063,7493
Estill County,Kentucky,21,065,14733
Fayette County,Kentucky,21,067,288045
Fleming County,Kentucky,21,069,14318
Floyd County,Kentucky,21,071,39949
Franklin County,Kentucky,21,073,49067
Fulton County,Kentucky,21,075,6858
Gallatin County,Kentucky,21,077,8428
Garrard County,Kentucky,21,079,16842
Grant County,Kentucky,21,081,24604
Graves County,Kentucky,21,083,36958
Grayson County,Kentucky,21,085,25540
Green County,Kentucky,21,087,11377
Greenup County,Kentucky,21,089,36962
Hancock County,Kentucky,21,091,8555
Hardin County,Kentucky,21,093,100876
Harlan County,Kentucky,21,095,29688
Harrison County,Kentucky,21,097,18761
Hart County,Kentucky,21,099,18201
Henderson County,Kentucky,21,101,45943
Henry County,Kentucky,21,103,15474
Hickman County,Kentucky,21,105,4949
Hopkins County,Kentucky,21,107,46886
Jackson County,Kentucky,21,109,13560
Jefferson County,Kentucky,21,111,729452
Jessamine County,Kentucky,21,113,47073
Johnson County,Kentucky,21,115,23325
Kenton County,Kentucky,21,117,158034
Knott County,Kentucky,21,119,16587
Knox County,Kentucky,21,121,31765
Larue County,Kentucky,21,123,14080
Laurel County,Kentucky,21,125,58155
Lawrence County,Kentucky,21,127,15841
Lee County,Kentucky,21,129,7865
Leslie County,Kentucky,21,131,11470
Letcher County,Kentucky,21,133,24462
Lewis County,Kentucky,21,135,13968
Lincoln County,Kentucky,21,137,24779
Livingston County,Kentucky,21,139,9514
Logan County,Kentucky,21,141,26838
Lyon County,Kentucky,21,143,8367
McCracken County,Kentucky,21,145,65217
McCreary County,Kentucky,21,147,18122
McLean County,Kentucky,21,149,9635
Madison County,Kentucky,21,151,81580
Magoffin County,Kentucky,21,153,13294
Marion County,Kentucky,21,155,19619
Marshall County,Kentucky,21,157,31386
Martin County,Kentucky,21,159,13138
Mason County,Kentucky,21,161,17362
Meade County,Kentucky,21,163,28907
Menifee County,Kentucky,21,165,6427
Mercer County,Kentucky,21,167,21272
Metcalfe County,Kentucky,21,169,10130
Monroe County,Kentucky,21,171,11089
Montgomery County,Kentucky,21,173,25908
Morgan County,Kentucky,21,175,14055
Muhlenberg County,Kentucky,21,177,31541
Nelson County,Kentucky,21,179,42523
Nicholas County,Kentucky,21,181,7136
Ohio County,Kentucky,21,183,23837
Oldham County,Kentucky,21,185,58784
Owen County,Kentucky,21,187,10928
Owsley County,Kentucky,21,189,4742
Pendleton County,Kentucky,21,191,14894
Perry County,Kentucky,21,193,28739
Pike County,Kentucky,21,195,65309
Powell County,Kentucky,21,197,12786
Pulaski County,Kentucky,21,199,62062
Robertson County,Kentucky,21,201,2278
Rockcastle County,Kentucky,21,203,17075
Rowan County,Kentucky,21,205,23075
Russell County,Kentucky,21,207,17445
Scott County,Kentucky,21,209,44868
Shelby County,Kentucky,21,211,40899
Simpson County,Kentucky,21,213,17214
Spencer County,Kentucky,21,215,16582
Taylor County,Kentucky,21,217,24247
Todd County,Kentucky,21,219,12307
Trigg County,Kentucky,21,221,14117
Trimble County,Kentucky,21,223,8872
Union County,Kentucky,21,225,15077
Warren County,Kentucky,21,227,109775
Washington County,Kentucky,21,229,11593
Wayne County,Kentucky,21,231,20716
Webster County,Kentucky,21,233,13734
Whitley County,Kentucky,21,235,36006
Wolfe County,Kentucky,21,237,7315
Woodford County,Kentucky,21,239,24523
Acadia Parish,Louisiana,22,001,61139
Allen Parish,Louisiana,22,003,25816
Ascension Parish,Louisiana,22,005,102501
Assumption Parish,Louisiana,22,007,23487
Avoyelles Parish,Louisiana,22,009,42013
Beauregard Parish,Louisiana,22,011,35000
Bienville Parish,Louisiana,22,013,14546
Bossier Parish,Louisiana,22,015,113837
Caddo Parish,Louisiana,22,017,253048
Calcasieu Parish,Louisiana,22,019,189134
Caldwell Parish,Louisiana,22,021,10188
Cameron Parish,Louisiana,22,023,7280
Catahoula Parish,Louisiana,22,025,10465
Claiborne Parish,Louisiana,22,027,17160
Concordia Parish,Louisiana,22,029,20502
De Soto Parish,Louisiana,22,031,26465
East Baton Rouge Parish,Louisiana,22,033,435815
East Carroll Parish,Louisiana,22,035,7964
East Feliciana Parish,Louisiana,22,037,20417
Evangeline Parish,Louisiana,22,039,34419
Franklin Parish,Louisiana,22,041,20727
Grant Parish,Louisiana,22,043,21675
Iberia Parish,Louisiana,22,045,73395
Iberville Parish,Louisiana,22,047,33513
Jackson Parish,Louisiana,22,049,16078
Jefferson Parish,Louisiana,22,051,431019
Jefferson Davis Parish,Louisiana,22,053,31500
Lafayette Parish,Louisiana,22,055,215581
Lafourche Parish,Louisiana,22,057,95428
LaSalle Parish,Louisiana,22,059,14680
Lincoln Parish,Louisiana,22,061,45797
Livingston Parish,Louisiana,22,063,122798
Madison Parish,Louisiana,22,065,12286
Morehouse Parish,Louisiana,22,067,28388
Natchitoches Parish,Louisiana,22,069,39274
Orleans Parish,Louisiana,22,071,295285
Ouachita Parish,Louisiana,22,073,152207
Plaquemines Parish,Louisiana,22,075,22710
Pointe Coupee Parish,Louisiana,22,077,22837
Rapides Parish,Louisiana,22,079,130800
Red River Parish,Louisiana,22,081,9181
Richland Parish,Louisiana,22,083,20692
Sabine Parish,Louisiana,22,085,24119
Saint Bernard Parish,Louisiana,22,087,27739
Saint Charles Parish,Louisiana,22,089,52645
Saint Helena Parish,Louisiana,22,091,11125
Saint James Parish,Louisiana,22,093,22096
Saint John the Baptist Parish,Louisiana,22,095,46728
Saint Landry Parish,Louisiana,22,097,84309
Saint Martin Parish,Louisiana,22,099,51721
Saint Mary Parish,Louisiana,22,101,54348
Saint Tammany Parish,Louisiana,22,103,228894
Tangipahoa Parish,Louisiana,22,105,118190
Tensas Parish,Louisiana,22,107,5430
Terrebonne Parish,Louisiana,22,109,111131
Union Parish,Louisiana,22,111,22750
Vermilion Parish,Louisiana,22,113,57280
Vernon Parish,Louisiana,22,115,50451
Washington Parish,Louisiana,22,117,46578
Webster Parish,Louisiana,22,119,41238
West Baton Rouge Parish,Louisiana,22,121,23274
West Carroll Parish,Louisiana,22,123,11689
West Feliciana Parish,Louisiana,22,125,15681
Winn Parish,Louisiana,22,127,15477
Androscoggin County,Maine,23,001,107882
Aroostook County,Maine,23,003,72412
Cumberland County,Maine,23,005,279994
Franklin County,Maine,23,007,30657
Hancock County,Maine,23,009,54309
Kennebec County,Maine,23,011,121925
Knox County,Maine,23,013,40111
Lincoln County,Maine,23,015,34719
Oxford County,Maine,23,017,57867
Penobscot County,Maine,23,019,152934
Piscataquis County,Maine,23,021,17555
Sagadahoc County,Maine,23,023,35688
Somerset County,Maine,23,025,52261
Waldo County,Maine,23,027,38740
Washington County,Maine,23,029,33154
York County,Maine,23,031,197457
Allegany County,Maryland,24,001,74638
Anne Arundel County,Maryland,24,003,527020
Baltimore County,Maryland,24,005,799195
Calvert County,Maryland,24,009,87891
Caroline County,Maryland,24,011,32805
Carroll County,Maryland,24,013,167208
Cecil County,Maryland,24,015,100139
Charles County,Maryland,24,017,143912
Dorchester County,Maryland,24,019,32287
Frederick County,Maryland,24,021,229205
Garrett County,Maryland,24,023,30145
Harford County,Maryland,24,025,242888
Howard County,Maryland,24,027,279366
Kent County,Maryland,24,029,20018
Queen Anne's County,Maryland,24,035,46945
Saint Mary's County,Maryland,24,037,102086
Somerset County,Maryland,24,039,26411
Talbot County,Maryland,24,041,37361
Washington County,Maryland,24,043,146329
Wicomico County,Maryland,24,045,96951
Worcester County,Maryland,24,047,51133
Baltimore City,Maryland,24,510,620538
Montgomery County,Maryland,24,031,947230
Prince George's County,Maryland,24,033,854722
Barnstable County,Massachusetts,25,001,217483
Berkshire County,Massachusetts,25,003,131528
Bristol County,Massachusetts,25,005,546433
Dukes County,Massachusetts,25,007,16155
Essex County,Massachusetts,25,009,735642
Franklin County,Massachusetts,25,011,71523
Hampden County,Massachusetts,25,013,462270
Hampshire County,Massachusetts,25,015,157326
Middlesex County,Massachusetts,25,017,1479491
Nantucket County,Massachusetts,25,019,10069
Norfolk County,Massachusetts,25,021,662077
Plymouth County,Massachusetts,25,023,490784
Suffolk County,Massachusetts,25,025,704460
Worcester County,Massachusetts,25,027,791855
Alcona County,Michigan,26,001,11238
Alger County,Michigan,26,003,9604
Allegan County,Michigan,26,005,111385
Alpena County,Michigan,26,007,29958
Antrim County,Michigan,26,009,23975
Arenac County,Michigan,26,011,16487
Baraga County,Michigan,26,013,8882
Barry County,Michigan,26,015,59576
Bay County,Michigan,26,017,108156
Benzie County,Michigan,26,019,17705
Berrien County,Michigan,26,021,157232
Branch County,Michigan,26,023,46083
Calhoun County,Michigan,26,025,137112
Cass County,Michigan,26,027,52429
Charlevoix County,Michigan,26,029,26228
Cheboygan County,Michigan,26,031,26699
Chippewa County,Michigan,26,033,39078
Clare County,Michigan,26,035,31162
Clinton County,Michigan,26,037,74235
Crawford County,Michigan,26,039,14325
Delta County,Michigan,26,041,37403
Dickinson County,Michigan,26,043,26584
Eaton County,Michigan,26,045,108002
Emmet County,Michigan,26,047,32806
Genesee County,Michigan,26,049,433054
Gladwin County,Michigan,26,051,26076
Gogebic County,Michigan,26,053,16471
Grand Traverse County,Michigan,26,055,86061
Gratiot County,Michigan,26,057,42612
Hillsdale County,Michigan,26,059,47033
Houghton County,Michigan,26,061,36192
Huron County,Michigan,26,063,33642
Ingham County,Michigan,26,065,281365
Ionia County,Michigan,26,067,64651
Iosco County,Michigan,26,069,26422
Iron County,Michigan,26,071,12057
Isabella County,Michigan,26,073,69451
Jackson County,Michigan,26,075,161569
Kalamazoo County,Michigan,26,077,247246
Kalkaska County,Michigan,26,079,17400
Kent County,Michigan,26,081,599432
Keweenaw County,Michigan,26,083,2122
Lake County,Michigan,26,085,11625
Lapeer County,Michigan,26,087,89944
Leelanau County,Michigan,26,089,21757
Lenawee County,Michigan,26,091,100911
Livingston County,Michigan,26,093,181350
Luce County,Michigan,26,095,6685
Mackinac County,Michigan,26,097,11281
Macomb County,Michigan,26,099,837490
Manistee County,Michigan,26,101,24951
Marquette County,Michigan,26,103,66514
Mason County,Michigan,26,105,28715
Mecosta County,Michigan,26,107,42730
Menominee County,Michigan,26,109,24245
Midland County,Michigan,26,111,83626
Missaukee County,Michigan,26,113,14962
Monroe County,Michigan,26,115,152784
Montcalm County,Michigan,26,117,63553
Montmorency County,Michigan,26,119,9920
Muskegon County,Michigan,26,121,173223
Newaygo County,Michigan,26,123,48962
Oakland County,Michigan,26,125,1201113
Oceana County,Michigan,26,127,27029
Ogemaw County,Michigan,26,129,21862
Ontonagon County,Michigan,26,131,6976
Osceola County,Michigan,26,133,23681
Oscoda County,Michigan,26,135,8884
Otsego County,Michigan,26,137,24445
Ottawa County,Michigan,26,139,261376
Presque Isle County,Michigan,26,141,13697
Roscommon County,Michigan,26,143,24932
Saginaw County,Michigan,26,145,202336
Saint Clair County,Michigan,26,147,165719
Saint Joseph County,Michigan,26,149,61848
Sanilac County,Michigan,26,151,44010
Schoolcraft County,Michigan,26,153,8640
Shiawassee County,Michigan,26,155,71621
Tuscola County,Michigan,26,157,56543
Van Buren County,Michigan,26,159,76585
Washtenaw County,Michigan,26,161,343947
Wayne County,Michigan,26,163,1870362
Wexford County,Michigan,26,165,32653
Aitkin County,Minnesota,27,001,16325
Anoka County,Minnesota,27,003,327544
Becker County,Minnesota,27,005,32274
Beltrami County,Minnesota,27,007,43781
Benton County,Minnesota,27,009,38148
Big Stone County,Minnesota,27,011,5324
Blue Earth County,Minnesota,27,013,62719
Brown County,Minnesota,27,015,26030
Carlton County,Minnesota,27,017,34958
Carver County,Minnesota,27,019,88668
Cass County,Minnesota,27,021,28648
Chippewa County,Minnesota,27,023,12426
Chisago County,Minnesota,27,025,52844
Clay County,Minnesota,27,027,57089
Clearwater County,Minnesota,27,029,8593
Cook County,Minnesota,27,031,5211
Cottonwood County,Minnesota,27,033,11712
Crow Wing County,Minnesota,27,035,61836
Dakota County,Minnesota,27,037,393380
Dodge County,Minnesota,27,039,19829
Douglas County,Minnesota,27,041,35909
Faribault County,Minnesota,27,043,14819
Fillmore County,Minnesota,27,045,20978
Freeborn County,Minnesota,27,047,31387
Goodhue County,Minnesota,27,049,45930
Grant County,Minnesota,27,051,6082
Hennepin County,Minnesota,27,053,1136522
Houston County,Minnesota,27,055,19226
Hubbard County,Minnesota,27,057,20205
Isanti County,Minnesota,27,059,37682
Itasca County,Minnesota,27,061,44835
Jackson County,Minnesota,27,063,10403
Kanabec County,Minnesota,27,065,16379
Kandiyohi County,Minnesota,27,067,41869
Kittson County,Minnesota,27,069,4620
Koochiching County,Minnesota,27,071,13461
Lac qui Parle County,Minnesota,27,073,7343
Lake County,Minnesota,27,075,10900
Lake of the Woods County,Minnesota,27,077,4147
Le Sueur County,Minnesota,27,079,27719
Lincoln County,Minnesota,27,081,5935
Lyon County,Minnesota,27,083,25606
McLeod County,Minnesota,27,085,36789
Mahnomen County,Minnesota,27,087,5359
Marshall County,Minnesota,27,089,9580
Martin County,Minnesota,27,091,20865
Meeker County,Minnesota,27,093,23371
Mille Lacs County,Minnesota,27,095,26075
Morrison County,Minnesota,27,097,33093
Mower County,Minnesota,27,099,38855
Murray County,Minnesota,27,101,8779
Nicollet County,Minnesota,27,103,32271
Nobles County,Minnesota,27,105,21030
Norman County,Minnesota,27,107,6865
Olmsted County,Minnesota,27,109,141244
Otter Tail County,Minnesota,27,111,57539
Pennington County,Minnesota,27,113,13862
Pine County,Minnesota,27,115,29413
Pipestone County,Minnesota,27,117,9570
Polk County,Minnesota,27,119,31336
Pope County,Minnesota,27,121,11064
Ramsey County,Minnesota,27,123,503113
Red Lake County,Minnesota,27,125,4094
Redwood County,Minnesota,27,127,16069
Renville County,Minnesota,27,129,16007
Rice County,Minnesota,27,131,63087
Rock County,Minnesota,27,133,9606
Roseau County,Minnesota,27,135,15864
Saint Louis County,Minnesota,27,137,199472
Scott County,Minnesota,27,139,126139
Sherburne County,Minnesota,27,141,86823
Sibley County,Minnesota,27,143,15219
Stearns County,Minnesota,27,145,147927
Steele County,Minnesota,27,147,36434
Stevens County,Minnesota,27,149,9711
Swift County,Minnesota,27,151,9946
Todd County,Minnesota,27,153,24804
Traverse County,Minnesota,27,155,3657
Wabasha County,Minnesota,27,157,21743
Wadena County,Minnesota,27,159,13809
Waseca County,Minnesota,27,161,19168
Washington County,Minnesota,27,163,232536
Watonwan County,Minnesota,27,165,11212
Wilkin County,Minnesota,27,167,6636
Winona County,Minnesota,27,169,51304
Wright County,Minnesota,27,171,120764
Yellow Medicine County,Minnesota,27,173,10514
Adams County,Mississippi,28,001,32659
Alcorn County,Mississippi,28,003,36708
Amite County,Mississippi,28,005,13318
Attala County,Mississippi,28,007,19545
Benton County,Mississippi,28,009,8652
Bolivar County,Mississippi,28,011,35063
Calhoun County,Mississippi,28,013,14945
Carroll County,Mississippi,28,015,10608
Chickasaw County,Mississippi,28,017,17689
Choctaw County,Mississippi,28,019,8680
Claiborne County,Mississippi,28,021,9928
Clarke County,Mississippi,28,023,16808
Clay County,Mississippi,28,025,20883
Coahoma County,Mississippi,28,027,26681
Copiah County,Mississippi,28,029,29521
Covington County,Mississippi,28,031,19557
DeSoto County,Mississippi,28,033,154715
Forrest County,Mississippi,28,035,74290
Franklin County,Mississippi,28,037,8130
George County,Mississippi,28,039,22061
Greene County,Mississippi,28,041,14009
Grenada County,Mississippi,28,043,22169
Hancock County,Mississippi,28,045,42408
Harrison County,Mississippi,28,047,181791
Hinds County,Mississippi,28,049,246067
Holmes County,Mississippi,28,051,19597
Humphreys County,Mississippi,28,053,9610
Issaquena County,Mississippi,28,055,1893
Itawamba County,Mississippi,28,057,23329
Jackson County,Mississippi,28,059,137082
Jasper County,Mississippi,28,061,17383
Jefferson County,Mississippi,28,063,7970
Jefferson Davis County,Mississippi,28,065,12666
Jones County,Mississippi,28,067,67144
Kemper County,Mississippi,28,069,10470
Lafayette County,Mississippi,28,071,45859
Lamar County,Mississippi,28,073,52559
Lauderdale County,Mississippi,28,075,79405
Lawrence County,Mississippi,28,077,13016
Leake County,Mississippi,28,079,23547
Lee County,Mississippi,28,081,81446
Leflore County,Mississippi,28,083,33109
Lincoln County,Mississippi,28,085,34622
Lowndes County,Mississippi,28,087,59482
Madison County,Mississippi,28,089,91987
Marion County,Mississippi,28,091,26758
Marshall County,Mississippi,28,093,37002
Monroe County,Mississippi,28,095,37282
Montgomery County,Mississippi,28,097,11138
Neshoba County,Mississippi,28,099,29545
Newton County,Mississippi,28,101,21828
Noxubee County,Mississippi,28,103,11747
Oktibbeha County,Mississippi,28,105,46529
Panola County,Mississippi,28,107,34782
Pearl River County,Mississippi,28,109,55923
Perry County,Mississippi,28,111,12243
Pike County,Mississippi,28,113,40284
Pontotoc County,Mississippi,28,115,29523
Prentiss County,Mississippi,28,117,25411
Quitman County,Mississippi,28,119,8551
Rankin County,Mississippi,28,121,138523
Scott County,Mississippi,28,123,28180
Sharkey County,Mississippi,28,125,4797
Simpson County,Mississippi,28,127,27575
Smith County,Mississippi,28,129,16443
Stone County,Mississippi,28,131,16923
Sunflower County,Mississippi,28,133,30504
Tallahatchie County,Mississippi,28,135,15270
Tate County,Mississippi,28,137,28198
Tippah County,Mississippi,28,139,21993
Tishomingo County,Mississippi,28,141,19535
Tunica County,Mississippi,28,143,10817
Union County,Mississippi,28,145,26922
Walthall County,Mississippi,28,147,15530
Warren County,Mississippi,28,149,48890
Washington County,Mississippi,28,151,52455
Wayne County,Mississippi,28,153,20971
Webster County,Mississippi,28,155,10139
Wilkinson County,Mississippi,28,157,10070
Winston County,Mississippi,28,159,19378
Yalobusha County,Mississippi,28,161,12869
Yazoo County,Mississippi,28,163,28402
Adair County,Missouri,29,001,25315
Andrew County,Missouri,29,003,17006
Atchison County,Missouri,29,005,5811
Audrain County,Missouri,29,007,25684
Barry County,Missouri,29,009,35753
Barton County,Missouri,29,011,12634
Bates County,Missouri,29,013,17132
Benton County,Missouri,29,015,18975
Bollinger County,Missouri,29,017,12445
Boone County,Missouri,29,019,158067
Buchanan County,Missouri,29,021,88195
Butler County,Missouri,29,023,42437
Caldwell County,Missouri,29,025,9380
Callaway County,Missouri,29,027,43769
Camden County,Missouri,29,029,43157
Cape Girardeau County,Missouri,29,031,74283
Carroll County,Missouri,29,033,9485
Carter County,Missouri,29,035,6141
Cass County,Missouri,29,037,97598
Cedar County,Missouri,29,039,14091
Chariton County,Missouri,29,041,7871
Christian County,Missouri,29,043,74156
Clark County,Missouri,29,045,7169
Clay County,Missouri,29,047,215015
Clinton County,Missouri,29,049,20682
Cole County,Missouri,29,051,74767
Cooper County,Missouri,29,053,17583
Crawford County,Missouri,29,055,24640
Dade County,Missouri,29,057,7929
Dallas County,Missouri,29,059,16813
Daviess County,Missouri,29,061,8359
DeKalb County,Missouri,29,063,12872
Dent County,Missouri,29,065,15497
Douglas County,Missouri,29,067,13689
Dunklin County,Missouri,29,069,32140
