County,State,State_FIPS,County_FIPS,median_home_value
Washington County,Alabama,01,129,85800
Wilcox County,Alabama,01,131,58300
Winston County,Alabama,01,133,80500
Anchorage Municipality,Alaska,02,020,277100
Bethel Census Area,Alaska,02,050,172300
Bristol Bay Borough,Alaska,02,060,182000
Fairbanks North Star Borough,Alaska,02,090,213500
Haines Borough,Alaska,02,100,172400
Juneau City and Borough,Alaska,02,110,304100
Kenai Peninsula Borough,Alaska,02,122,202300
Kodiak Island Borough,Alaska,02,150,233100
Matanuska-Susitna Borough,Alaska,02,170,217700
Nome Census Area,Alaska,02,180,135500
North Slope Borough,Alaska,02,185,151100
Sitka City and Borough,Alaska,02,220,319500
Southeast Fairbanks Census Area,Alaska,02,240,178600
Valdez-Cordova Census Area,Alaska,02,261,175100
Wade Hampton Census Area,Alaska,02,270,104300
Northwest Arctic Borough,Alaska,02,188,130100
Aleutians East Borough,Alaska,02,013,120900
Aleutians West Census Area,Alaska,02,016,204700
Dillingham Census Area,Alaska,02,070,173300
Lake and Peninsula Borough,Alaska,02,164,156300
Denali Borough,Alaska,02,068,201900
Yukon-Koyukuk Census Area,Alaska,02,290,106500
Hoonah-Angoon Census Area,Alaska,02,105,208100
Skagway Municipality,Alaska,02,230,306200
Yakutat City and Borough,Alaska,02,282,148400
Ketchikan Gateway Borough,Alaska,02,130,262200
Petersburg Borough,Alaska,02,195,206000
Prince of Wales-Hyder Census Area,Alaska,02,198,156300
Wrangell City and Borough,Alaska,02,275,163200
Apache County,Arizona,04,001,85200
Cochise County,Arizona,04,003,151800
Coconino County,Arizona,04,005,237200
Gila County,Arizona,04,007,140500
Graham County,Arizona,04,009,125500
Greenlee County,Arizona,04,011,79300
Maricopa County,Arizona,04,013,193900
Mohave County,Arizona,04,015,144700
Navajo County,Arizona,04,017,122000
Pima County,Arizona,04,019,177500
Pinal County,Arizona,04,021,123300
Santa Cruz County,Arizona,04,023,145700
Yavapai County,Arizona,04,025,199200
La Paz County,Arizona,04,012,96300
Yuma County,Arizona,04,027,125300
Arkansas County,Arkansas,05,001,76700
Ashley County,Arkansas,05,003,63600
Baxter County,Arkansas,05,005,119700
Benton County,Arkansas,05,007,150700
Boone County,Arkansas,05,009,105300
Bradley County,Arkansas,05,011,63900
Calhoun County,Arkansas,05,013,57600
Carroll County,Arkansas,05,015,117200
Chicot County,Arkansas,05,017,55600
Clark County,Arkansas,05,019,86700
Clay County,Arkansas,05,021,61200
Cleburne County,Arkansas,05,023,118800
Cleveland County,Arkansas,05,025,67800
Columbia County,Arkansas,05,027,78200
Conway County,Arkansas,05,029,84500
Craighead County,Arkansas,05,031,116500
Crawford County,Arkansas,05,033,101100
Crittenden County,Arkansas,05,035,100200
Cross County,Arkansas,05,037,75900
Dallas County,Arkansas,05,039,54500
Desha County,Arkansas,05,041,59300
Drew County,Arkansas,05,043,80700
Faulkner County,Arkansas,05,045,135300
Franklin County,Arkansas,05,047,92500
Fulton County,Arkansas,05,049,89700
Garland County,Arkansas,05,051,131500
Grant County,Arkansas,05,053,100200
Greene County,Arkansas,05,055,95200
Hempstead County,Arkansas,05,057,71800
Hot Spring County,Arkansas,05,059,81600
Howard County,Arkansas,05,061,72900
Independence County,Arkansas,05,063,85900
Izard County,Arkansas,05,065,75800
Jackson County,Arkansas,05,067,57600
Jefferson County,Arkansas,05,069,81100
Johnson County,Arkansas,05,071,85000
Lafayette County,Arkansas,05,073,51600
Lawrence County,Arkansas,05,075,57400
Lee County,Arkansas,05,077,52100
Lincoln County,Arkansas,05,079,64100
Little River County,Arkansas,05,081,78600
Logan County,Arkansas,05,083,82400
Lonoke County,Arkansas,05,085,119100
Madison County,Arkansas,05,087,95000
Marion County,Arkansas,05,089,91600
Miller County,Arkansas,05,091,89400
Mississippi County,Arkansas,05,093,75600
Monroe County,Arkansas,05,095,52500
Montgomery County,Arkansas,05,097,75500
Nevada County,Arkansas,05,099,64700
Newton County,Arkansas,05,101,74900
Ouachita County,Arkansas,05,103,68600
Perry County,Arkansas,05,105,78400
Phillips County,Arkansas,05,107,59200
Pike County,Arkansas,05,109,74200
Poinsett County,Arkansas,05,111,67200
Polk County,Arkansas,05,113,84100
Pope County,Arkansas,05,115,107700
Prairie County,Arkansas,05,117,74900
Pulaski County,Arkansas,05,119,140600
Randolph County,Arkansas,05,121,68100
Saint Francis County,Arkansas,05,123,67800
Saline County,Arkansas,05,125,137700
Scott County,Arkansas,05,127,79100
Searcy County,Arkansas,05,129,85200
Sebastian County,Arkansas,05,131,113100
Sevier County,Arkansas,05,133,70000
Sharp County,Arkansas,05,135,75700
Stone County,Arkansas,05,137,90400
Union County,Arkansas,05,139,74200
Van Buren County,Arkansas,05,141,83500
Washington County,Arkansas,05,143,150000
White County,Arkansas,05,145,98600
Woodruff County,Arkansas,05,147,58600
Yell County,Arkansas,05,149,84300
Alameda County,California,06,001,514900
Alpine County,California,06,003,371300
Amador County,California,06,005,286500
Butte County,California,06,007,237400
Calaveras County,California,06,009,276200
Colusa County,California,06,011,210300
Contra Costa County,California,06,013,433800
Del Norte County,California,06,015,227700
El Dorado County,California,06,017,378400
Fresno County,California,06,019,212100
Glenn County,California,06,021,222300
Humboldt County,California,06,023,300400
Imperial County,California,06,025,155800
Inyo County,California,06,027,246200
Kern County,California,06,029,171200
Kings County,California,06,031,192000
Lake County,California,06,033,200500
Lassen County,California,06,035,189400
Los Angeles County,California,06,037,443300
Madera County,California,06,039,210300
Marin County,California,06,041,810700
Mariposa County,California,06,043,242900
Mendocino County,California,06,045,353400
Merced County,California,06,047,161600
Modoc County,California,06,049,158200
Mono County,California,06,051,355600
Monterey County,California,06,053,390400
Napa County,California,06,055,460400
Nevada County,California,06,057,379900
Orange County,California,06,059,537600
Placer County,California,06,061,354900
Plumas County,California,06,063,251200
Riverside County,California,06,065,248100
Sacramento County,California,06,067,249800
San Benito County,California,06,069,361700
San Bernardino County,California,06,071,241500
San Diego County,California,06,073,419400
San Francisco County,California,06,075,750900
San Joaquin County,California,06,077,225400
San Luis Obispo County,California,06,079,449300
San Mateo County,California,06,081,734100
Santa Barbara County,California,06,083,482400
Santa Clara County,California,06,085,656600
Santa Cruz County,California,06,087,576500
Shasta County,California,06,089,233400
Sierra County,California,06,091,265600
Siskiyou County,California,06,093,215200
Solano County,California,06,095,290500
Sonoma County,California,06,097,430900
Stanislaus County,California,06,099,192200
Sutter County,California,06,101,204200
Tehama County,California,06,103,189500
Trinity County,California,06,105,258800
Tulare County,California,06,107,172100
Tuolumne County,California,06,109,282500
Ventura County,California,06,111,465600
Yolo County,California,06,113,329000
Yuba County,California,06,115,180700
Alamosa County,Colorado,08,003,133200
Archuleta County,Colorado,08,007,291300
Baca County,Colorado,08,009,72300
Bent County,Colorado,08,011,70600
Chaffee County,Colorado,08,015,256300
Cheyenne County,Colorado,08,017,81700
Clear Creek County,Colorado,08,019,278700
Conejos County,Colorado,08,021,106300
Costilla County,Colorado,08,023,90400
Crowley County,Colorado,08,025,80400
Custer County,Colorado,08,027,224000
Delta County,Colorado,08,029,198600
Dolores County,Colorado,08,033,123000
Douglas County,Colorado,08,035,335300
Eagle County,Colorado,08,037,491500
Elbert County,Colorado,08,039,334400
El Paso County,Colorado,08,041,217500
Fremont County,Colorado,08,043,161100
Garfield County,Colorado,08,045,323100
Gilpin County,Colorado,08,047,295800
Grand County,Colorado,08,049,282200
Gunnison County,Colorado,08,051,327400
Huerfano County,Colorado,08,055,159100
Jackson County,Colorado,08,057,121800
Kiowa County,Colorado,08,061,76100
Kit Carson County,Colorado,08,063,118400
Lake County,Colorado,08,065,163800
La Plata County,Colorado,08,067,336800
Larimer County,Colorado,08,069,245200
Las Animas County,Colorado,08,071,143200
Lincoln County,Colorado,08,073,105700
Logan County,Colorado,08,075,121200
Mesa County,Colorado,08,077,216600
Moffat County,Colorado,08,081,184800
Montezuma County,Colorado,08,083,187900
Montrose County,Colorado,08,085,200900
Morgan County,Colorado,08,087,138900
Otero County,Colorado,08,089,90900
Ouray County,Colorado,08,091,400300
Park County,Colorado,08,093,249600
Phillips County,Colorado,08,095,126900
Pitkin County,Colorado,08,097,618900
Prowers County,Colorado,08,099,83900
Pueblo County,Colorado,08,101,140500
Rio Blanco County,Colorado,08,103,212000
Rio Grande County,Colorado,08,105,136500
Routt County,Colorado,08,107,407700
Saguache County,Colorado,08,109,131300
San Miguel County,Colorado,08,113,489800
Sedgwick County,Colorado,08,115,83200
Summit County,Colorado,08,117,460500
Teller County,Colorado,08,119,230400
Washington County,Colorado,08,121,112900
Yuma County,Colorado,08,125,123200
Adams County,Colorado,08,001,188100
Arapahoe County,Colorado,08,005,230900
Boulder County,Colorado,08,013,354300
Broomfield County,Colorado,08,014,274900
Denver County,Colorado,08,031,246300
Jefferson County,Colorado,08,059,260800
Weld County,Colorado,08,123,192100
Fairfield County,Connecticut,09,001,447500
Hartford County,Connecticut,09,003,246400
Litchfield County,Connecticut,09,005,272000
Middlesex County,Connecticut,09,007,299600
New Haven County,Connecticut,09,009,263900
New London County,Connecticut,09,011,260600
Tolland County,Connecticut,09,013,261300
Windham County,Connecticut,09,015,219300
Kent County,Delaware,10,001,205100
New Castle County,Delaware,10,003,251200
Sussex County,Delaware,10,005,241800
Alachua County,Florida,12,001,176300
Baker County,Florida,12,003,126200
Bay County,Florida,12,005,163000
Bradford County,Florida,12,007,117500
Brevard County,Florida,12,009,157200
Broward County,Florida,12,011,199900
Calhoun County,Florida,12,013,74400
Charlotte County,Florida,12,015,154300
Citrus County,Florida,12,017,126000
Clay County,Florida,12,019,167900
Collier County,Florida,12,021,280700
Columbia County,Florida,12,023,120900
Miami-Dade County,Florida,12,086,221900
DeSoto County,Florida,12,027,98400
Dixie County,Florida,12,029,88900
Duval County,Florida,12,031,161200
Escambia County,Florida,12,033,137300
Flagler County,Florida,12,035,180300
Franklin County,Florida,12,037,159800
Gadsden County,Florida,12,039,112000
Gilchrist County,Florida,12,041,107300
Glades County,Florida,12,043,84400
Gulf County,Florida,12,045,126300
Hamilton County,Florida,12,047,72300
Hardee County,Florida,12,049,89500
Hendry County,Florida,12,051,89100
Hernando County,Florida,12,053,128400
Highlands County,Florida,12,055,104800
Hillsborough County,Florida,12,057,170000
Holmes County,Florida,12,059,87300
Indian River County,Florida,12,061,165500
Jackson County,Florida,12,063,90600
Jefferson County,Florida,12,065,113800
Lafayette County,Florida,12,067,154000
Lake County,Florida,12,069,155500
Lee County,Florida,12,071,161400
Leon County,Florida,12,073,189100
Levy County,Florida,12,075,101200
Liberty County,Florida,12,077,80300
Madison County,Florida,12,079,85600
Manatee County,Florida,12,081,175100
Marion County,Florida,12,083,130900
Martin County,Florida,12,085,214300
Monroe County,Florida,12,087,417400
Nassau County,Florida,12,089,195300
Okaloosa County,Florida,12,091,188200
Okeechobee County,Florida,12,093,110800
Orange County,Florida,12,095,185800
Osceola County,Florida,12,097,146200
Palm Beach County,Florida,12,099,216200
Pasco County,Florida,12,101,131200
Pinellas County,Florida,12,103,161600
Polk County,Florida,12,105,120200
Putnam County,Florida,12,107,97300
Saint Johns County,Florida,12,109,256000
Saint Lucie County,Florida,12,111,135500
Santa Rosa County,Florida,12,113,166300
Sarasota County,Florida,12,115,191600
Seminole County,Florida,12,117,204000
Sumter County,Florida,12,119,187600
Suwannee County,Florida,12,121,105400
Taylor County,Florida,12,123,88800
Union County,Florida,12,125,107900
Volusia County,Florida,12,127,158900
Wakulla County,Florida,12,129,145100
Walton County,Florida,12,131,164200
Washington County,Florida,12,133,88500
Appling County,Georgia,13,001,83700
Atkinson County,Georgia,13,003,73100
Bacon County,Georgia,13,005,71600
Baker County,Georgia,13,007,74200
Baldwin County,Georgia,13,009,106200
Banks County,Georgia,13,011,137800
Barrow County,Georgia,13,013,131900
Bartow County,Georgia,13,015,137600
Ben Hill County,Georgia,13,017,75100
Berrien County,Georgia,13,019,77000
Bibb County,Georgia,13,021,123300
Bleckley County,Georgia,13,023,84500
Brantley County,Georgia,13,025,65600
Brooks County,Georgia,13,027,100600
Bryan County,Georgia,13,029,189100
Bulloch County,Georgia,13,031,137700
Burke County,Georgia,13,033,78100
Butts County,Georgia,13,035,132300
Calhoun County,Georgia,13,037,57900
Camden County,Georgia,13,039,162200
Candler County,Georgia,13,043,79400
Carroll County,Georgia,13,045,126000
Catoosa County,Georgia,13,047,130300
Charlton County,Georgia,13,049,76500
Chatham County,Georgia,13,051,175900
Chattahoochee County,Georgia,13,053,84400
Chattooga County,Georgia,13,055,74800
Cherokee County,Georgia,13,057,194400
Clarke County,Georgia,13,059,161100
Clay County,Georgia,13,061,74600
Clayton County,Georgia,13,063,111200
Clinch County,Georgia,13,065,70700
Cobb County,Georgia,13,067,203000
Coffee County,Georgia,13,069,79000
Colquitt County,Georgia,13,071,84500
Columbia County,Georgia,13,073,171400
Cook County,Georgia,13,075,91200
Coweta County,Georgia,13,077,175000
Crawford County,Georgia,13,079,89700
Crisp County,Georgia,13,081,98500
Dade County,Georgia,13,083,118700
Dawson County,Georgia,13,085,191200
Decatur County,Georgia,13,087,105900
DeKalb County,Georgia,13,089,178000
Dodge County,Georgia,13,091,67900
Dooly County,Georgia,13,093,66600
Dougherty County,Georgia,13,095,101900
Douglas County,Georgia,13,097,146900
Early County,Georgia,13,099,81600
Echols County,Georgia,13,101,92000
Effingham County,Georgia,13,103,156900
Elbert County,Georgia,13,105,85100
Emanuel County,Georgia,13,107,72700
Evans County,Georgia,13,109,89600
Fannin County,Georgia,13,111,163900
Fayette County,Georgia,13,113,239500
Floyd County,Georgia,13,115,115000
Forsyth County,Georgia,13,117,265900
Franklin County,Georgia,13,119,129700
Fulton County,Georgia,13,121,246200
Gilmer County,Georgia,13,123,148500
Glascock County,Georgia,13,125,70200
Glynn County,Georgia,13,127,171300
Gordon County,Georgia,13,129,118500
Grady County,Georgia,13,131,104900
Greene County,Georgia,13,133,136700
Gwinnett County,Georgia,13,135,180700
Habersham County,Georgia,13,137,143200
Hall County,Georgia,13,139,169400
Hancock County,Georgia,13,141,71400
Haralson County,Georgia,13,143,109400
Harris County,Georgia,13,145,214200
Hart County,Georgia,13,147,115000
Heard County,Georgia,13,149,88900
Henry County,Georgia,13,151,158900
Houston County,Georgia,13,153,135800
Irwin County,Georgia,13,155,77600
Jackson County,Georgia,13,157,162900
Jasper County,Georgia,13,159,123000
Jeff Davis County,Georgia,13,161,78700
Jefferson County,Georgia,13,163,69700
Jenkins County,Georgia,13,165,66400
Johnson County,Georgia,13,167,67000
Jones County,Georgia,13,169,137000
Lamar County,Georgia,13,171,119800
Lanier County,Georgia,13,173,127700
Laurens County,Georgia,13,175,88100
Lee County,Georgia,13,177,150700
Liberty County,Georgia,13,179,126800
Lincoln County,Georgia,13,181,103700
Long County,Georgia,13,183,102700
Lowndes County,Georgia,13,185,134000
Lumpkin County,Georgia,13,187,169100
McDuffie County,Georgia,13,189,105000
McIntosh County,Georgia,13,191,116500
Macon County,Georgia,13,193,72400
Madison County,Georgia,13,195,127600
Marion County,Georgia,13,197,75300
Meriwether County,Georgia,13,199,93900
Miller County,Georgia,13,201,83600
Mitchell County,Georgia,13,205,79300
Monroe County,Georgia,13,207,150700
Montgomery County,Georgia,13,209,76100
Morgan County,Georgia,13,211,175700
Murray County,Georgia,13,213,98400
Muscogee County,Georgia,13,215,132900
Newton County,Georgia,13,217,137100
Oconee County,Georgia,13,219,241400
Oglethorpe County,Georgia,13,221,131300
Paulding County,Georgia,13,223,142700
Peach County,Georgia,13,225,120000
Pickens County,Georgia,13,227,168400
Pierce County,Georgia,13,229,82400
Pike County,Georgia,13,231,156400
Polk County,Georgia,13,233,104400
Pulaski County,Georgia,13,235,81300
Putnam County,Georgia,13,237,161000
Quitman County,Georgia,13,239,66800
Rabun County,Georgia,13,241,174600
Randolph County,Georgia,13,243,66200
Richmond County,Georgia,13,245,102500
Rockdale County,Georgia,13,247,156200
Schley County,Georgia,13,249,96700
Screven County,Georgia,13,251,77200
Seminole County,Georgia,13,253,71500
Spalding County,Georgia,13,255,119200
Stephens County,Georgia,13,257,104600
Stewart County,Georgia,13,259,45900
Sumter County,Georgia,13,261,88500
Talbot County,Georgia,13,263,74500
Taliaferro County,Georgia,13,265,72600
Tattnall County,Georgia,13,267,84200
Taylor County,Georgia,13,269,64200
Telfair County,Georgia,13,271,62200
Terrell County,Georgia,13,273,76900
Thomas County,Georgia,13,275,122900
Tift County,Georgia,13,277,115300
Toombs County,Georgia,13,279,89900
Towns County,Georgia,13,281,166500
Treutlen County,Georgia,13,283,61600
Troup County,Georgia,13,285,124500
Turner County,Georgia,13,287,81500
Twiggs County,Georgia,13,289,67600
Union County,Georgia,13,291,188500
Upson County,Georgia,13,293,89900
Walker County,Georgia,13,295,107400
Walton County,Georgia,13,297,160000
Ware County,Georgia,13,299,84300
Warren County,Georgia,13,301,65800
Washington County,Georgia,13,303,80700
Wayne County,Georgia,13,305,82600
Webster County,Georgia,13,307,50500
Wheeler County,Georgia,13,309,57600
White County,Georgia,13,311,173400
Whitfield County,Georgia,13,313,123300
Wilcox County,Georgia,13,315,71800
Wilkes County,Georgia,13,317,102300
Wilkinson County,Georgia,13,319,72000
Worth County,Georgia,13,321,80600
Hawaii County,Hawaii,15,001,326900
Honolulu County,Hawaii,15,003,557800
Kauai County,Hawaii,15,007,513600
Kalawao County,Hawaii,15,005,-666666666
Maui County,Hawaii,15,009,563500
Ada County,Idaho,16,001,193300
Adams County,Idaho,16,003,142900
Bannock County,Idaho,16,005,143200
Bear Lake County,Idaho,16,007,131600
Benewah County,Idaho,16,009,124000
Bingham County,Idaho,16,011,135900
Blaine County,Idaho,16,013,404900
Boise County,Idaho,16,015,195800
Bonner County,Idaho,16,017,227900
Bonneville County,Idaho,16,019,157500
Boundary County,Idaho,16,021,174200
Butte County,Idaho,16,023,112300
Camas County,Idaho,16,025,165400
Canyon County,Idaho,16,027,134400
Caribou County,Idaho,16,029,114100
Cassia County,Idaho,16,031,124700
Clearwater County,Idaho,16,035,141000
Custer County,Idaho,16,037,154500
Elmore County,Idaho,16,039,142000
Franklin County,Idaho,16,041,163000
Fremont County,Idaho,16,043,142500
Gem County,Idaho,16,045,155500
Gooding County,Idaho,16,047,127400
Idaho County,Idaho,16,049,148400
Jefferson County,Idaho,16,051,159500
Jerome County,Idaho,16,053,136500
Kootenai County,Idaho,16,055,201400
Latah County,Idaho,16,057,189800
Lemhi County,Idaho,16,059,182800
Lewis County,Idaho,16,061,118200
Lincoln County,Idaho,16,063,126500
Madison County,Idaho,16,065,171600
Minidoka County,Idaho,16,067,107600
Nez Perce County,Idaho,16,069,168500
Oneida County,Idaho,16,071,121000
Owyhee County,Idaho,16,073,129600
Payette County,Idaho,16,075,134000
Power County,Idaho,16,077,147800
Shoshone County,Idaho,16,079,138800
Teton County,Idaho,16,081,226600
Twin Falls County,Idaho,16,083,150300
Valley County,Idaho,16,085,244200
Washington County,Idaho,16,087,134400
Adams County,Illinois,17,001,102500
Alexander County,Illinois,17,003,58000
Bond County,Illinois,17,005,101900
Boone County,Illinois,17,007,164700
Brown County,Illinois,17,009,85400
Bureau County,Illinois,17,011,103700
Calhoun County,Illinois,17,013,115600
Carroll County,Illinois,17,015,99600
Cass County,Illinois,17,017,76400
Champaign County,Illinois,17,019,149000
Christian County,Illinois,17,021,82000
Clark County,Illinois,17,023,86300
Clay County,Illinois,17,025,75500
Clinton County,Illinois,17,027,128700
Coles County,Illinois,17,029,91100
Cook County,Illinois,17,031,244900
Crawford County,Illinois,17,033,74700
Cumberland County,Illinois,17,035,82400
DeKalb County,Illinois,17,037,179300
De Witt County,Illinois,17,039,105100
Douglas County,Illinois,17,041,98800
DuPage County,Illinois,17,043,298500
Edgar County,Illinois,17,045,72500
Edwards County,Illinois,17,047,62100
Effingham County,Illinois,17,049,112800
Fayette County,Illinois,17,051,79600
Ford County,Illinois,17,053,91500
Franklin County,Illinois,17,055,63900
Fulton County,Illinois,17,057,81800
Gallatin County,Illinois,17,059,59700
Greene County,Illinois,17,061,73300
Grundy County,Illinois,17,063,186500
Hamilton County,Illinois,17,065,75100
Hancock County,Illinois,17,067,80100
Hardin County,Illinois,17,069,72400
Henderson County,Illinois,17,071,84400
Henry County,Illinois,17,073,108800
Iroquois County,Illinois,17,075,99400
Jackson County,Illinois,17,077,96900
Jasper County,Illinois,17,079,82800
Jefferson County,Illinois,17,081,86000
Jersey County,Illinois,17,083,118900
Jo Daviess County,Illinois,17,085,141200
Johnson County,Illinois,17,087,92500
Kane County,Illinois,17,089,233800
Kankakee County,Illinois,17,091,149200
Kendall County,Illinois,17,093,229400
Knox County,Illinois,17,095,80400
Lake County,Illinois,17,097,267700
LaSalle County,Illinois,17,099,126900
Lawrence County,Illinois,17,101,65200
Lee County,Illinois,17,103,113000
Livingston County,Illinois,17,105,108300
Logan County,Illinois,17,107,97000
McDonough County,Illinois,17,109,86500
McHenry County,Illinois,17,111,233400
McLean County,Illinois,17,113,156600
Macon County,Illinois,17,115,92500
Macoupin County,Illinois,17,117,93600
Madison County,Illinois,17,119,124900
Marion County,Illinois,17,121,71800
Marshall County,Illinois,17,123,103500
Mason County,Illinois,17,125,81600
Massac County,Illinois,17,127,82700
Menard County,Illinois,17,129,116800
Mercer County,Illinois,17,131,95100
Monroe County,Illinois,17,133,198300
Montgomery County,Illinois,17,135,81100
Morgan County,Illinois,17,137,91600
Moultrie County,Illinois,17,139,94100
Ogle County,Illinois,17,141,151400
Peoria County,Illinois,17,143,124000
Perry County,Illinois,17,145,77200
Piatt County,Illinois,17,147,120800
Pike County,Illinois,17,149,76500
Pope County,Illinois,17,151,93000
Pulaski County,Illinois,17,153,52700
Putnam County,Illinois,17,155,128600
Randolph County,Illinois,17,157,89300
Richland County,Illinois,17,159,79400
Rock Island County,Illinois,17,161,114000
Saint Clair County,Illinois,17,163,125700
Saline County,Illinois,17,165,71700
Sangamon County,Illinois,17,167,124100
Schuyler County,Illinois,17,169,75500
Scott County,Illinois,17,171,80800
Shelby County,Illinois,17,173,87000
Stark County,Illinois,17,175,86600
Stephenson County,Illinois,17,177,103400
Tazewell County,Illinois,17,179,130600
Union County,Illinois,17,181,89700
Vermilion County,Illinois,17,183,77200
Wabash County,Illinois,17,185,80000
Warren County,Illinois,17,187,83000
Washington County,Illinois,17,189,104800
Wayne County,Illinois,17,191,72500
White County,Illinois,17,193,67700
Whiteside County,Illinois,17,195,99400
Will County,Illinois,17,197,228900
Williamson County,Illinois,17,199,90300
Winnebago County,Illinois,17,201,127500
Woodford County,Illinois,17,203,156600
Adams County,Indiana,18,001,113500
Allen County,Indiana,18,003,113400
Bartholomew County,Indiana,18,005,137000
Benton County,Indiana,18,007,85300
Blackford County,Indiana,18,009,73000
Boone County,Indiana,18,011,182300
Brown County,Indiana,18,013,158300
Carroll County,Indiana,18,015,106100
Cass County,Indiana,18,017,80900
Clark County,Indiana,18,019,127400
Clay County,Indiana,18,021,87800
Clinton County,Indiana,18,023,97000
Crawford County,Indiana,18,025,86500
Daviess County,Indiana,18,027,102700
Dearborn County,Indiana,18,029,161700
Decatur County,Indiana,18,031,117500
DeKalb County,Indiana,18,033,109200
Delaware County,Indiana,18,035,90800
Dubois County,Indiana,18,037,132200
Elkhart County,Indiana,18,039,125900
Fayette County,Indiana,18,041,81500
Floyd County,Indiana,18,043,150600
Fountain County,Indiana,18,045,89900
Franklin County,Indiana,18,047,151900
Fulton County,Indiana,18,049,93200
Gibson County,Indiana,18,051,103100
Grant County,Indiana,18,053,81300
Greene County,Indiana,18,055,88100
Hamilton County,Indiana,18,057,214400
Hancock County,Indiana,18,059,157700
Harrison County,Indiana,18,061,125400
Hendricks County,Indiana,18,063,161500
Henry County,Indiana,18,065,93600
Howard County,Indiana,18,067,100500
Huntington County,Indiana,18,069,98000
Jackson County,Indiana,18,071,117400
Jasper County,Indiana,18,073,145400
Jay County,Indiana,18,075,77600
Jefferson County,Indiana,18,077,108700
Jennings County,Indiana,18,079,92100
Johnson County,Indiana,18,081,145900
Knox County,Indiana,18,083,84200
Kosciusko County,Indiana,18,085,133300
LaGrange County,Indiana,18,087,154100
Lake County,Indiana,18,089,137400
LaPorte County,Indiana,18,091,120600
Lawrence County,Indiana,18,093,95700
Madison County,Indiana,18,095,93600
Marion County,Indiana,18,097,120000
Marshall County,Indiana,18,099,123700
Martin County,Indiana,18,101,88600
Miami County,Indiana,18,103,84200
Monroe County,Indiana,18,105,155300
Montgomery County,Indiana,18,107,108200
Morgan County,Indiana,18,109,143000
Newton County,Indiana,18,111,110900
Noble County,Indiana,18,113,112900
Ohio County,Indiana,18,115,142200
Orange County,Indiana,18,117,90200
Owen County,Indiana,18,119,97300
Parke County,Indiana,18,121,93300
Perry County,Indiana,18,123,96400
Pike County,Indiana,18,125,82500
Porter County,Indiana,18,127,166600
Posey County,Indiana,18,129,122200
Pulaski County,Indiana,18,131,99100
Putnam County,Indiana,18,133,123000
Randolph County,Indiana,18,135,77200
Ripley County,Indiana,18,137,137500
Rush County,Indiana,18,139,107200
Saint Joseph County,Indiana,18,141,117100
Scott County,Indiana,18,143,96800
Shelby County,Indiana,18,145,128200
Spencer County,Indiana,18,147,113800
Starke County,Indiana,18,149,98000
Steuben County,Indiana,18,151,120900
Sullivan County,Indiana,18,153,77000
Switzerland County,Indiana,18,155,110700
Tippecanoe County,Indiana,18,157,129700
Tipton County,Indiana,18,159,110800
Union County,Indiana,18,161,113200
