County,State,State_FIPS,County_FIPS,median_home_value
Autauga County,Alabama,01,001,141000.0
Baldwin County,Alabama,01,003,173400.0
Barbour County,Alabama,01,005,90300.0
Bibb County,Alabama,01,007,97200.0
Blount County,Alabama,01,009,124200.0
Bullock County,Alabama,01,011,68000.0
Butler County,Alabama,01,013,83000.0
Calhoun County,Alabama,01,015,107900.0
Chambers County,Alabama,01,017,83000.0
Cherokee County,Alabama,01,019,112500.0
Chilton County,Alabama,01,021,99100.0
Choctaw County,Alabama,01,023,64600.0
Clarke County,Alabama,01,025,85900.0
Clay County,Alabama,01,027,90000.0
Cleburne County,Alabama,01,029,108100.0
Coffee County,Alabama,01,031,142800.0
Colbert County,Alabama,01,033,102500.0
Conecuh County,Alabama,01,035,72300.0
Coosa County,Alabama,01,037,76500.0
Covington County,Alabama,01,039,93700.0
Crenshaw County,Alabama,01,041,77600.0
Cullman County,Alabama,01,043,118700.0
Dale County,Alabama,01,045,103800.0
Dallas County,Alabama,01,047,81000.0
DeKalb County,Alabama,01,049,99600.0
Elmore County,Alabama,01,051,152500.0
Escambia County,Alabama,01,053,93900.0
Etowah County,Alabama,01,055,101900.0
Fayette County,Alabama,01,057,76400.0
Franklin County,Alabama,01,059,87000.0
Geneva County,Alabama,01,061,81500.0
Greene County,Alabama,01,063,68100.0
Hale County,Alabama,01,065,89400.0
Henry County,Alabama,01,067,101800.0
Houston County,Alabama,01,069,124800.0
Jackson County,Alabama,01,071,103800.0
Jefferson County,Alabama,01,073,145700.0
Lamar County,Alabama,01,075,71100.0
Lauderdale County,Alabama,01,077,124100.0
Lawrence County,Alabama,01,079,97600.0
Lee County,Alabama,01,081,156400.0
Limestone County,Alabama,01,083,142500.0
Lowndes County,Alabama,01,085,68900.0
Macon County,Alabama,01,087,77000.0
Madison County,Alabama,01,089,171200.0
Marengo County,Alabama,01,091,87900.0
Marion County,Alabama,01,093,85500.0
Marshall County,Alabama,01,095,115700.0
Mobile County,Alabama,01,097,123500.0
