County,State,State_FIPS,County_FIPS,median_home_value
Autauga County,Alabama,01,001,154500.0
Baldwin County,Alabama,01,003,197900.0
Barbour County,Alabama,01,005,90700.0
Bibb County,Alabama,01,007,92800.0
Blount County,Alabama,01,009,127800.0
Bullock County,Alabama,01,011,70300.0
Butler County,Alabama,01,013,95900.0
Calhoun County,Alabama,01,015,118000.0
Chambers County,Alabama,01,017,97100.0
Cherokee County,Alabama,01,019,123400.0
Chilton County,Alabama,01,021,107300.0
Choctaw County,Alabama,01,023,74100.0
Clarke County,Alabama,01,025,112500.0
Clay County,Alabama,01,027,107800.0
Cleburne County,Alabama,01,029,116500.0
Coffee County,Alabama,01,031,147400.0
Colbert County,Alabama,01,033,120800.0
Conecuh County,Alabama,01,035,81000.0
Coosa County,Alabama,01,037,84000.0
Covington County,Alabama,01,039,97600.0
Crenshaw County,Alabama,01,041,81000.0
Cullman County,Alabama,01,043,128600.0
Dale County,Alabama,01,045,112000.0
Dallas County,Alabama,01,047,83300.0
DeKalb County,Alabama,01,049,106100.0
Elmore County,Alabama,01,051,166600.0
Escambia County,Alabama,01,053,99400.0
Etowah County,Alabama,01,055,113700.0
Fayette County,Alabama,01,057,88500.0
Franklin County,Alabama,01,059,95000.0
Geneva County,Alabama,01,061,100900.0
Greene County,Alabama,01,063,80400.0
Hale County,Alabama,01,065,89300.0
Henry County,Alabama,01,067,118800.0
Houston County,Alabama,01,069,137600.0
Jackson County,Alabama,01,071,104900.0
Jefferson County,Alabama,01,073,159100.0
Lamar County,Alabama,01,075,80900.0
Lauderdale County,Alabama,01,077,145000.0
Lawrence County,Alabama,01,079,110500.0
Lee County,Alabama,01,081,169300.0
Limestone County,Alabama,01,083,158800.0
Lowndes County,Alabama,01,085,70000.0
Macon County,Alabama,01,087,80800.0
Madison County,Alabama,01,089,186100.0
Marengo County,Alabama,01,091,84400.0
Marion County,Alabama,01,093,92800.0
Marshall County,Alabama,01,095,128800.0
Mobile County,Alabama,01,097,130200.0
Monroe County,Alabama,01,099,102200.0
Montgomery County,Alabama,01,101,129800.0
Morgan County,Alabama,01,103,137000.0
Perry County,Alabama,01,105,65000.0
Pickens County,Alabama,01,107,96000.0
Pike County,Alabama,01,109,120000.0
Randolph County,Alabama,01,111,96100.0
Russell County,Alabama,01,113,122000.0
Saint Clair County,Alabama,01,115,154900.0
Shelby County,Alabama,01,117,211900.0
Sumter County,Alabama,01,119,74400.0
Talladega County,Alabama,01,121,105300.0
Tallapoosa County,Alabama,01,123,109300.0
Tuscaloosa County,Alabama,01,125,170400.0
Walker County,Alabama,01,127,104300.0
Washington County,Alabama,01,129,89100.0
Wilcox County,Alabama,01,131,79400.0
Winston County,Alabama,01,133,86100.0
Anchorage Municipality,Alaska,02,020,314800.0
Bethel Census Area,Alaska,02,050,83600.0
Bristol Bay Borough,Alaska,02,060,188800.0
Fairbanks North Star Borough,Alaska,02,090,240000.0
Haines Borough,Alaska,02,100,254000.0
Juneau City and Borough,Alaska,02,110,345900.0
