County,State,State_FIPS,County_FIPS,median_home_value
Autauga County,Alabama,01,001,143000.0
Baldwin County,Alabama,01,003,182000.0
Barbour County,Alabama,01,005,89300.0
Bibb County,Alabama,01,007,105500.0
Blount County,Alabama,01,009,122200.0
Bullock County,Alabama,01,011,66800.0
Butler County,Alabama,01,013,88800.0
Calhoun County,Alabama,01,015,110100.0
Chambers County,Alabama,01,017,86400.0
Cherokee County,Alabama,01,019,116300.0
Chilton County,Alabama,01,021,98600.0
Choctaw County,Alabama,01,023,69000.0
Clarke County,Alabama,01,025,93500.0
Clay County,Alabama,01,027,89300.0
Cleburne County,Alabama,01,029,111800.0
Coffee County,Alabama,01,031,147800.0
Colbert County,Alabama,01,033,108500.0
Conecuh County,Alabama,01,035,76100.0
Coosa County,Alabama,01,037,87300.0
Covington County,Alabama,01,039,96200.0
Crenshaw County,Alabama,01,041,76800.0
Cullman County,Alabama,01,043,121900.0
Dale County,Alabama,01,045,108000.0
Dallas County,Alabama,01,047,80800.0
DeKalb County,Alabama,01,049,102900.0
Elmore County,Alabama,01,051,155300.0
Escambia County,Alabama,01,053,94500.0
Etowah County,Alabama,01,055,105100.0
Fayette County,Alabama,01,057,83200.0
Franklin County,Alabama,01,059,87600.0
Geneva County,Alabama,01,061,87800.0
Greene County,Alabama,01,063,67700.0
Hale County,Alabama,01,065,88800.0
Henry County,Alabama,01,067,112600.0
Houston County,Alabama,01,069,127100.0
Jackson County,Alabama,01,071,105000.0
Jefferson County,Alabama,01,073,149000.0
Lamar County,Alabama,01,075,71500.0
Lauderdale County,Alabama,01,077,126800.0
Lawrence County,Alabama,01,079,98700.0
Lee County,Alabama,01,081,157100.0
Limestone County,Alabama,01,083,146300.0
Lowndes County,Alabama,01,085,63000.0
Macon County,Alabama,01,087,77100.0
Madison County,Alabama,01,089,173400.0
Marengo County,Alabama,01,091,88100.0
Marion County,Alabama,01,093,87200.0
Marshall County,Alabama,01,095,118500.0
Mobile County,Alabama,01,097,124500.0
Monroe County,Alabama,01,099,88000.0
Montgomery County,Alabama,01,101,124100.0
Morgan County,Alabama,01,103,128200.0
Perry County,Alabama,01,105,69100.0
Pickens County,Alabama,01,107,91800.0
Pike County,Alabama,01,109,109200.0
Randolph County,Alabama,01,111,85200.0
Russell County,Alabama,01,113,114700.0
Saint Clair County,Alabama,01,115,142800.0
Shelby County,Alabama,01,117,199500.0
Sumter County,Alabama,01,119,69500.0
Talladega County,Alabama,01,121,95200.0
Tallapoosa County,Alabama,01,123,107000.0
Tuscaloosa County,Alabama,01,125,161700.0
Walker County,Alabama,01,127,87300.0
Washington County,Alabama,01,129,83900.0
Wilcox County,Alabama,01,131,81600.0
Winston County,Alabama,01,133,82900.0
Anchorage Municipality,Alaska,02,020,304500.0
Bethel Census Area,Alaska,02,050,152600.0
Bristol Bay Borough,Alaska,02,060,186700.0
Fairbanks North Star Borough,Alaska,02,090,230600.0
Haines Borough,Alaska,02,100,243100.0
Juneau City and Borough,Alaska,02,110,343100.0
Kenai Peninsula Borough,Alaska,02,122,234600.0
Kodiak Island Borough,Alaska,02,150,267700.0
Matanuska-Susitna Borough,Alaska,02,170,235600.0
Nome Census Area,Alaska,02,180,143000.0
North Slope Borough,Alaska,02,185,153900.0
Sitka City and Borough,Alaska,02,220,350900.0
Southeast Fairbanks Census Area,Alaska,02,240,191700.0
Valdez-Cordova Census Area,Alaska,02,261,252200.0
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,145800.0
Aleutians East Borough,Alaska,02,013,124700.0
Aleutians West Census Area,Alaska,02,016,238800.0
Dillingham Census Area,Alaska,02,070,189500.0
Lake and Peninsula Borough,Alaska,02,164,118500.0
Denali Borough,Alaska,02,068,224200.0
Yukon-Koyukuk Census Area,Alaska,02,290,80600.0
Hoonah-Angoon Census Area,Alaska,02,105,226800.0
Skagway Municipality,Alaska,02,230,293800.0
Yakutat City and Borough,Alaska,02,282,185000.0
Ketchikan Gateway Borough,Alaska,02,130,265700.0
Petersburg Borough,Alaska,02,195,205000.0
Prince of Wales-Hyder Census Area,Alaska,02,198,169100.0
Wrangell City and Borough,Alaska,02,275,194000.0
Apache County,Arizona,04,001,72800.0
Cochise County,Arizona,04,003,144400.0
Coconino County,Arizona,04,005,241400.0
Gila County,Arizona,04,007,153600.0
Graham County,Arizona,04,009,123500.0
Greenlee County,Arizona,04,011,87500.0
Maricopa County,Arizona,04,013,225000.0
Mohave County,Arizona,04,015,138700.0
Navajo County,Arizona,04,017,115100.0
Pima County,Arizona,04,019,166300.0
Pinal County,Arizona,04,021,157200.0
Santa Cruz County,Arizona,04,023,138400.0
Yavapai County,Arizona,04,025,215000.0
La Paz County,Arizona,04,012,77400.0
Yuma County,Arizona,04,027,117000.0
Arkansas County,Arkansas,05,001,80300.0
Ashley County,Arkansas,05,003,68200.0
Baxter County,Arkansas,05,005,124400.0
Benton County,Arkansas,05,007,163000.0
Boone County,Arkansas,05,009,116600.0
Bradley County,Arkansas,05,011,74300.0
Calhoun County,Arkansas,05,013,71000.0
Carroll County,Arkansas,05,015,121100.0
Chicot County,Arkansas,05,017,63000.0
Clark County,Arkansas,05,019,95000.0
Clay County,Arkansas,05,021,70000.0
Cleburne County,Arkansas,05,023,127000.0
Cleveland County,Arkansas,05,025,87200.0
Columbia County,Arkansas,05,027,76200.0
Conway County,Arkansas,05,029,98700.0
Craighead County,Arkansas,05,031,134600.0
Crawford County,Arkansas,05,033,112500.0
Crittenden County,Arkansas,05,035,106300.0
Cross County,Arkansas,05,037,79400.0
Dallas County,Arkansas,05,039,64500.0
Desha County,Arkansas,05,041,56700.0
Drew County,Arkansas,05,043,93200.0
Faulkner County,Arkansas,05,045,153500.0
Franklin County,Arkansas,05,047,90600.0
Fulton County,Arkansas,05,049,91300.0
Garland County,Arkansas,05,051,131500.0
Grant County,Arkansas,05,053,123500.0
Greene County,Arkansas,05,055,110400.0
Hempstead County,Arkansas,05,057,76200.0
Hot Spring County,Arkansas,05,059,88900.0
Howard County,Arkansas,05,061,94100.0
Independence County,Arkansas,05,063,104400.0
Izard County,Arkansas,05,065,79400.0
Jackson County,Arkansas,05,067,61300.0
Jefferson County,Arkansas,05,069,81800.0
Johnson County,Arkansas,05,071,95400.0
Lafayette County,Arkansas,05,073,65900.0
Lawrence County,Arkansas,05,075,77100.0
Lee County,Arkansas,05,077,67100.0
Lincoln County,Arkansas,05,079,66100.0
Little River County,Arkansas,05,081,72400.0
Logan County,Arkansas,05,083,90400.0
Lonoke County,Arkansas,05,085,135100.0
Madison County,Arkansas,05,087,108500.0
Marion County,Arkansas,05,089,117300.0
Miller County,Arkansas,05,091,108500.0
Mississippi County,Arkansas,05,093,81400.0
Monroe County,Arkansas,05,095,54500.0
Montgomery County,Arkansas,05,097,96900.0
Nevada County,Arkansas,05,099,62700.0
Newton County,Arkansas,05,101,91600.0
Ouachita County,Arkansas,05,103,67900.0
Perry County,Arkansas,05,105,99100.0
Phillips County,Arkansas,05,107,67100.0
Pike County,Arkansas,05,109,78600.0
Poinsett County,Arkansas,05,111,78200.0
Polk County,Arkansas,05,113,87100.0
Pope County,Arkansas,05,115,126100.0
Prairie County,Arkansas,05,117,65300.0
Pulaski County,Arkansas,05,119,148300.0
Randolph County,Arkansas,05,121,81500.0
Saint Francis County,Arkansas,05,123,61900.0
Saline County,Arkansas,05,125,147400.0
Scott County,Arkansas,05,127,69800.0
Searcy County,Arkansas,05,129,89700.0
Sebastian County,Arkansas,05,131,116800.0
Sevier County,Arkansas,05,133,75400.0
Sharp County,Arkansas,05,135,79900.0
Stone County,Arkansas,05,137,107300.0
Union County,Arkansas,05,139,79900.0
Van Buren County,Arkansas,05,141,98900.0
Washington County,Arkansas,05,143,162900.0
White County,Arkansas,05,145,116400.0
Woodruff County,Arkansas,05,147,63700.0
Yell County,Arkansas,05,149,100300.0
Alameda County,California,06,001,649100.0
Alpine County,California,06,003,343800.0
Amador County,California,06,005,278600.0
Butte County,California,06,007,238200.0
Calaveras County,California,06,009,273400.0
Colusa County,California,06,011,223600.0
Contra Costa County,California,06,013,522300.0
Del Norte County,California,06,015,185900.0
El Dorado County,California,06,017,405900.0
Fresno County,California,06,019,220600.0
Glenn County,California,06,021,214600.0
Humboldt County,California,06,023,285800.0
Imperial County,California,06,025,167700.0
Inyo County,California,06,027,243100.0
Kern County,California,06,029,190600.0
Kings County,California,06,031,185600.0
Lake County,California,06,033,182000.0
Lassen County,California,06,035,177500.0
Los Angeles County,California,06,037,495800.0
Madera County,California,06,039,220400.0
Marin County,California,06,041,908800.0
Mariposa County,California,06,043,259500.0
Mendocino County,California,06,045,338000.0
Merced County,California,06,047,196200.0
Modoc County,California,06,049,143100.0
Mono County,California,06,051,311700.0
Monterey County,California,06,053,441000.0
Napa County,California,06,055,560500.0
Nevada County,California,06,057,379800.0
Orange County,California,06,059,620500.0
Placer County,California,06,061,413300.0
Plumas County,California,06,063,228900.0
Riverside County,California,06,065,304500.0
Sacramento County,California,06,067,299900.0
San Benito County,California,06,069,459700.0
San Bernardino County,California,06,071,280200.0
San Diego County,California,06,073,484900.0
San Francisco County,California,06,075,927400.0
San Joaquin County,California,06,077,281100.0
San Luis Obispo County,California,06,079,499800.0
San Mateo County,California,06,081,917700.0
Santa Barbara County,California,06,083,509400.0
Santa Clara County,California,06,085,829600.0
Santa Cruz County,California,06,087,659900.0
Shasta County,California,06,089,233500.0
Sierra County,California,06,091,157100.0
Siskiyou County,California,06,093,176600.0
Solano County,California,06,095,342000.0
Sonoma County,California,06,097,513300.0
Stanislaus County,California,06,099,244100.0
Sutter County,California,06,101,234500.0
Tehama County,California,06,103,191400.0
Trinity County,California,06,105,286500.0
Tulare County,California,06,107,180200.0
Tuolumne County,California,06,109,273500.0
Ventura County,California,06,111,520300.0
Yolo County,California,06,113,370800.0
Yuba County,California,06,115,207100.0
Alamosa County,Colorado,08,003,152900.0
Archuleta County,Colorado,08,007,274000.0
Baca County,Colorado,08,009,79800.0
Bent County,Colorado,08,011,77700.0
Chaffee County,Colorado,08,015,313200.0
Cheyenne County,Colorado,08,017,90000.0
Clear Creek County,Colorado,08,019,317000.0
Conejos County,Colorado,08,021,113100.0
Costilla County,Colorado,08,023,114200.0
Crowley County,Colorado,08,025,79700.0
Custer County,Colorado,08,027,248300.0
Delta County,Colorado,08,029,206200.0
Dolores County,Colorado,08,033,122000.0
Douglas County,Colorado,08,035,407100.0
Eagle County,Colorado,08,037,471100.0
Elbert County,Colorado,08,039,380000.0
El Paso County,Colorado,08,041,238200.0
Fremont County,Colorado,08,043,160000.0
Garfield County,Colorado,08,045,323800.0
Gilpin County,Colorado,08,047,301700.0
Grand County,Colorado,08,049,285000.0
Gunnison County,Colorado,08,051,313900.0
Huerfano County,Colorado,08,055,137400.0
Jackson County,Colorado,08,057,171300.0
Kiowa County,Colorado,08,061,83200.0
Kit Carson County,Colorado,08,063,130200.0
Lake County,Colorado,08,065,197600.0
La Plata County,Colorado,08,067,356700.0
Larimer County,Colorado,08,069,306600.0
Las Animas County,Colorado,08,071,145900.0
Lincoln County,Colorado,08,073,132100.0
Logan County,Colorado,08,075,148700.0
Mesa County,Colorado,08,077,207900.0
Moffat County,Colorado,08,081,169200.0
Montezuma County,Colorado,08,083,197900.0
Montrose County,Colorado,08,085,202500.0
Morgan County,Colorado,08,087,162900.0
Otero County,Colorado,08,089,91800.0
Ouray County,Colorado,08,091,420600.0
Park County,Colorado,08,093,262300.0
Phillips County,Colorado,08,095,132600.0
Pitkin County,Colorado,08,097,593600.0
Prowers County,Colorado,08,099,94400.0
Pueblo County,Colorado,08,101,148000.0
Rio Blanco County,Colorado,08,103,201000.0
Rio Grande County,Colorado,08,105,143000.0
Routt County,Colorado,08,107,460600.0
Saguache County,Colorado,08,109,150100.0
San Miguel County,Colorado,08,113,485000.0
Sedgwick County,Colorado,08,115,91500.0
Summit County,Colorado,08,117,547700.0
Teller County,Colorado,08,119,261100.0
Washington County,Colorado,08,121,120300.0
Yuma County,Colorado,08,125,148800.0
Adams County,Colorado,08,001,241900.0
Arapahoe County,Colorado,08,005,292900.0
Boulder County,Colorado,08,013,423500.0
Broomfield County,Colorado,08,014,356500.0
Denver County,Colorado,08,031,322900.0
Jefferson County,Colorado,08,059,334100.0
Weld County,Colorado,08,123,245000.0
Fairfield County,Connecticut,09,001,417800.0
Hartford County,Connecticut,09,003,235300.0
Litchfield County,Connecticut,09,005,250100.0
Middlesex County,Connecticut,09,007,283700.0
New Haven County,Connecticut,09,009,244400.0
New London County,Connecticut,09,011,238900.0
Tolland County,Connecticut,09,013,247500.0
Windham County,Connecticut,09,015,196800.0
Kent County,Delaware,10,001,205800.0
New Castle County,Delaware,10,003,248100.0
Sussex County,Delaware,10,005,242900.0
Alachua County,Florida,12,001,167000.0
Baker County,Florida,12,003,121100.0
Bay County,Florida,12,005,166400.0
Bradford County,Florida,12,007,90500.0
Brevard County,Florida,12,009,162400.0
Broward County,Florida,12,011,223400.0
Calhoun County,Florida,12,013,80000.0
Charlotte County,Florida,12,015,165200.0
Citrus County,Florida,12,017,117400.0
Clay County,Florida,12,019,165300.0
Collier County,Florida,12,021,316200.0
Columbia County,Florida,12,023,112500.0
Miami-Dade County,Florida,12,086,242800.0
DeSoto County,Florida,12,027,83700.0
Dixie County,Florida,12,029,71600.0
Duval County,Florida,12,031,156200.0
Escambia County,Florida,12,033,126700.0
Flagler County,Florida,12,035,188400.0
Franklin County,Florida,12,037,135300.0
Gadsden County,Florida,12,039,101300.0
Gilchrist County,Florida,12,041,96700.0
Glades County,Florida,12,043,80100.0
Gulf County,Florida,12,045,151400.0
Hamilton County,Florida,12,047,73500.0
Hardee County,Florida,12,049,81200.0
Hendry County,Florida,12,051,79700.0
Hernando County,Florida,12,053,120600.0
Highlands County,Florida,12,055,87900.0
Hillsborough County,Florida,12,057,179500.0
Holmes County,Florida,12,059,92400.0
Indian River County,Florida,12,061,172600.0
Jackson County,Florida,12,063,94900.0
Jefferson County,Florida,12,065,131700.0
Lafayette County,Florida,12,067,101400.0
Lake County,Florida,12,069,155100.0
Lee County,Florida,12,071,190200.0
Leon County,Florida,12,073,187400.0
Levy County,Florida,12,075,88700.0
Liberty County,Florida,12,077,62400.0
Madison County,Florida,12,079,87200.0
Manatee County,Florida,12,081,197200.0
Marion County,Florida,12,083,119200.0
Martin County,Florida,12,085,233000.0
Monroe County,Florida,12,087,429000.0
Nassau County,Florida,12,089,203500.0
Okaloosa County,Florida,12,091,198700.0
Okeechobee County,Florida,12,093,89900.0
Orange County,Florida,12,095,192400.0
Osceola County,Florida,12,097,164500.0
Palm Beach County,Florida,12,099,242500.0
Pasco County,Florida,12,101,134300.0
Pinellas County,Florida,12,103,167100.0
Polk County,Florida,12,105,121100.0
Putnam County,Florida,12,107,82800.0
Saint Johns County,Florida,12,109,274600.0
Saint Lucie County,Florida,12,111,150700.0
Santa Rosa County,Florida,12,113,170500.0
Sarasota County,Florida,12,115,215300.0
Seminole County,Florida,12,117,201900.0
Sumter County,Florida,12,119,239800.0
Suwannee County,Florida,12,121,92400.0
Taylor County,Florida,12,123,84900.0
Union County,Florida,12,125,89000.0
Volusia County,Florida,12,127,149900.0
Wakulla County,Florida,12,129,133700.0
Walton County,Florida,12,131,203100.0
Washington County,Florida,12,133,102700.0
Appling County,Georgia,13,001,72100.0
Atkinson County,Georgia,13,003,62500.0
Bacon County,Georgia,13,005,73200.0
Baker County,Georgia,13,007,79500.0
Baldwin County,Georgia,13,009,108800.0
Banks County,Georgia,13,011,128900.0
Barrow County,Georgia,13,013,134300.0
Bartow County,Georgia,13,015,140500.0
Ben Hill County,Georgia,13,017,81200.0
Berrien County,Georgia,13,019,86700.0
Bibb County,Georgia,13,021,117300.0
Bleckley County,Georgia,13,023,98800.0
Brantley County,Georgia,13,025,68200.0
Brooks County,Georgia,13,027,92400.0
Bryan County,Georgia,13,029,201700.0
Bulloch County,Georgia,13,031,131200.0
Burke County,Georgia,13,033,86500.0
Butts County,Georgia,13,035,121500.0
Calhoun County,Georgia,13,037,49000.0
Camden County,Georgia,13,039,154500.0
Candler County,Georgia,13,043,88600.0
Carroll County,Georgia,13,045,119600.0
Catoosa County,Georgia,13,047,138800.0
Charlton County,Georgia,13,049,82200.0
Chatham County,Georgia,13,051,177900.0
Chattahoochee County,Georgia,13,053,81700.0
Chattooga County,Georgia,13,055,68500.0
Cherokee County,Georgia,13,057,220200.0
Clarke County,Georgia,13,059,154600.0
Clay County,Georgia,13,061,59900.0
Clayton County,Georgia,13,063,89400.0
Clinch County,Georgia,13,065,63100.0
Cobb County,Georgia,13,067,219700.0
Coffee County,Georgia,13,069,87600.0
Colquitt County,Georgia,13,071,84500.0
Columbia County,Georgia,13,073,183800.0
Cook County,Georgia,13,075,87800.0
Coweta County,Georgia,13,077,190700.0
Crawford County,Georgia,13,079,93300.0
Crisp County,Georgia,13,081,83900.0
Dade County,Georgia,13,083,122500.0
Dawson County,Georgia,13,085,202300.0
Decatur County,Georgia,13,087,109800.0
DeKalb County,Georgia,13,089,176000.0
Dodge County,Georgia,13,091,73400.0
Dooly County,Georgia,13,093,83200.0
Dougherty County,Georgia,13,095,102100.0
Douglas County,Georgia,13,097,140100.0
Early County,Georgia,13,099,82700.0
Echols County,Georgia,13,101,57000.0
Effingham County,Georgia,13,103,155500.0
Elbert County,Georgia,13,105,81800.0
Emanuel County,Georgia,13,107,78500.0
Evans County,Georgia,13,109,83600.0
Fannin County,Georgia,13,111,171500.0
Fayette County,Georgia,13,113,255300.0
Floyd County,Georgia,13,115,126600.0
Forsyth County,Georgia,13,117,301100.0
Franklin County,Georgia,13,119,101600.0
Fulton County,Georgia,13,121,268900.0
Gilmer County,Georgia,13,123,162400.0
Glascock County,Georgia,13,125,66600.0
Glynn County,Georgia,13,127,161200.0
Gordon County,Georgia,13,129,119500.0
Grady County,Georgia,13,131,110500.0
Greene County,Georgia,13,133,175800.0
Gwinnett County,Georgia,13,135,185200.0
Habersham County,Georgia,13,137,137200.0
Hall County,Georgia,13,139,171900.0
Hancock County,Georgia,13,141,66100.0
Haralson County,Georgia,13,143,117000.0
Harris County,Georgia,13,145,194800.0
Hart County,Georgia,13,147,131200.0
Heard County,Georgia,13,149,100500.0
Henry County,Georgia,13,151,154900.0
Houston County,Georgia,13,153,135800.0
Irwin County,Georgia,13,155,81200.0
Jackson County,Georgia,13,157,163200.0
Jasper County,Georgia,13,159,119700.0
Jeff Davis County,Georgia,13,161,77900.0
Jefferson County,Georgia,13,163,69200.0
Jenkins County,Georgia,13,165,59100.0
Johnson County,Georgia,13,167,64200.0
Jones County,Georgia,13,169,124800.0
Lamar County,Georgia,13,171,132400.0
Lanier County,Georgia,13,173,102000.0
Laurens County,Georgia,13,175,85000.0
Lee County,Georgia,13,177,156800.0
Liberty County,Georgia,13,179,120500.0
Lincoln County,Georgia,13,181,115600.0
Long County,Georgia,13,183,117500.0
Lowndes County,Georgia,13,185,129700.0
Lumpkin County,Georgia,13,187,176300.0
McDuffie County,Georgia,13,189,102500.0
McIntosh County,Georgia,13,191,112700.0
Macon County,Georgia,13,193,61300.0
Madison County,Georgia,13,195,121600.0
Marion County,Georgia,13,197,86300.0
Meriwether County,Georgia,13,199,91300.0
Miller County,Georgia,13,201,88500.0
Mitchell County,Georgia,13,205,82500.0
Monroe County,Georgia,13,207,159900.0
Montgomery County,Georgia,13,209,76500.0
Morgan County,Georgia,13,211,208200.0
Murray County,Georgia,13,213,91700.0
Muscogee County,Georgia,13,215,140200.0
Newton County,Georgia,13,217,123300.0
Oconee County,Georgia,13,219,252000.0
Oglethorpe County,Georgia,13,221,111800.0
Paulding County,Georgia,13,223,150400.0
Peach County,Georgia,13,225,126000.0
Pickens County,Georgia,13,227,185700.0
Pierce County,Georgia,13,229,99000.0
Pike County,Georgia,13,231,162000.0
Polk County,Georgia,13,233,105600.0
Pulaski County,Georgia,13,235,111100.0
Putnam County,Georgia,13,237,168700.0
Quitman County,Georgia,13,239,67400.0
Rabun County,Georgia,13,241,157800.0
Randolph County,Georgia,13,243,67300.0
Richmond County,Georgia,13,245,100200.0
Rockdale County,Georgia,13,247,148600.0
Schley County,Georgia,13,249,94800.0
Screven County,Georgia,13,251,78900.0
Seminole County,Georgia,13,253,77200.0
Spalding County,Georgia,13,255,112400.0
Stephens County,Georgia,13,257,98500.0
Stewart County,Georgia,13,259,51800.0
Sumter County,Georgia,13,261,82600.0
Talbot County,Georgia,13,263,81200.0
Taliaferro County,Georgia,13,265,59100.0
Tattnall County,Georgia,13,267,88100.0
Taylor County,Georgia,13,269,65800.0
Telfair County,Georgia,13,271,55600.0
Terrell County,Georgia,13,273,88600.0
Thomas County,Georgia,13,275,131400.0
Tift County,Georgia,13,277,112200.0
Toombs County,Georgia,13,279,97500.0
Towns County,Georgia,13,281,197900.0
Treutlen County,Georgia,13,283,71000.0
Troup County,Georgia,13,285,125000.0
Turner County,Georgia,13,287,72700.0
Twiggs County,Georgia,13,289,57000.0
Union County,Georgia,13,291,191800.0
Upson County,Georgia,13,293,84900.0
Walker County,Georgia,13,295,111100.0
Walton County,Georgia,13,297,164700.0
Ware County,Georgia,13,299,78500.0
Warren County,Georgia,13,301,62300.0
Washington County,Georgia,13,303,82400.0
Wayne County,Georgia,13,305,107300.0
Webster County,Georgia,13,307,57200.0
Wheeler County,Georgia,13,309,46800.0
White County,Georgia,13,311,157900.0
Whitfield County,Georgia,13,313,124300.0
Wilcox County,Georgia,13,315,69800.0
Wilkes County,Georgia,13,317,83400.0
Wilkinson County,Georgia,13,319,69100.0
Worth County,Georgia,13,321,85600.0
Hawaii County,Hawaii,15,001,316000.0
Honolulu County,Hawaii,15,003,626400.0
Kauai County,Hawaii,15,007,520100.0
Kalawao County,Hawaii,15,005,-666666666.0
Maui County,Hawaii,15,009,569100.0
Ada County,Idaho,16,001,219900.0
Adams County,Idaho,16,003,166500.0
Bannock County,Idaho,16,005,148300.0
Bear Lake County,Idaho,16,007,142100.0
Benewah County,Idaho,16,009,150800.0
Bingham County,Idaho,16,011,147400.0
Blaine County,Idaho,16,013,390300.0
Boise County,Idaho,16,015,185100.0
Bonner County,Idaho,16,017,222700.0
Bonneville County,Idaho,16,019,161000.0
Boundary County,Idaho,16,021,181300.0
Butte County,Idaho,16,023,110700.0
Camas County,Idaho,16,025,173300.0
Canyon County,Idaho,16,027,144000.0
Caribou County,Idaho,16,029,130600.0
Cassia County,Idaho,16,031,136900.0
Clearwater County,Idaho,16,035,134400.0
Custer County,Idaho,16,037,173300.0
Elmore County,Idaho,16,039,145200.0
Franklin County,Idaho,16,041,168200.0
Fremont County,Idaho,16,043,157700.0
Gem County,Idaho,16,045,148800.0
Gooding County,Idaho,16,047,134400.0
Idaho County,Idaho,16,049,164600.0
Jefferson County,Idaho,16,051,166200.0
Jerome County,Idaho,16,053,144400.0
Kootenai County,Idaho,16,055,212900.0
Latah County,Idaho,16,057,207200.0
Lemhi County,Idaho,16,059,173400.0
Lewis County,Idaho,16,061,120000.0
Lincoln County,Idaho,16,063,127200.0
Madison County,Idaho,16,065,190500.0
Minidoka County,Idaho,16,067,121800.0
Nez Perce County,Idaho,16,069,172500.0
Oneida County,Idaho,16,071,151600.0
Owyhee County,Idaho,16,073,125700.0
Payette County,Idaho,16,075,138900.0
Power County,Idaho,16,077,132600.0
Shoshone County,Idaho,16,079,117500.0
Teton County,Idaho,16,081,291600.0
Twin Falls County,Idaho,16,083,154200.0
Valley County,Idaho,16,085,258000.0
Washington County,Idaho,16,087,149100.0
Adams County,Illinois,17,001,120200.0
Alexander County,Illinois,17,003,53200.0
Bond County,Illinois,17,005,115200.0
Boone County,Illinois,17,007,145700.0
Brown County,Illinois,17,009,88600.0
Bureau County,Illinois,17,011,106800.0
Calhoun County,Illinois,17,013,110900.0
Carroll County,Illinois,17,015,99400.0
Cass County,Illinois,17,017,76800.0
Champaign County,Illinois,17,019,154800.0
Christian County,Illinois,17,021,87500.0
Clark County,Illinois,17,023,87400.0
Clay County,Illinois,17,025,77200.0
Clinton County,Illinois,17,027,142900.0
Coles County,Illinois,17,029,93800.0
Cook County,Illinois,17,031,227400.0
Crawford County,Illinois,17,033,82900.0
Cumberland County,Illinois,17,035,94000.0
DeKalb County,Illinois,17,037,166800.0
