County,State,State_FIPS,County_FIPS,median_home_value
Autauga County,Alabama,01,001,137500
Baldwin County,Alabama,01,003,175700
Barbour County,Alabama,01,005,91600
Bibb County,Alabama,01,007,87500
Blount County,Alabama,01,009,111500
Bullock County,Alabama,01,011,68000
Butler County,Alabama,01,013,74300
Calhoun County,Alabama,01,015,99600
Chambers County,Alabama,01,017,82400
Cherokee County,Alabama,01,019,96200
Chilton County,Alabama,01,021,104300
Choctaw County,Alabama,01,023,61400
Clarke County,Alabama,01,025,79900
Clay County,Alabama,01,027,83400
Cleburne County,Alabama,01,029,88200
Coffee County,Alabama,01,031,121800
Colbert County,Alabama,01,033,97300
Conecuh County,Alabama,01,035,76700
Coosa County,Alabama,01,037,79200
Covington County,Alabama,01,039,86100
Crenshaw County,Alabama,01,041,75400
Cullman County,Alabama,01,043,102300
Dale County,Alabama,01,045,96800
Dallas County,Alabama,01,047,70200
DeKalb County,Alabama,01,049,87400
Elmore County,Alabama,01,051,143200
Escambia County,Alabama,01,053,84500
Etowah County,Alabama,01,055,102000
Fayette County,Alabama,01,057,72200
Franklin County,Alabama,01,059,81400
Geneva County,Alabama,01,061,82000
Greene County,Alabama,01,063,77100
Hale County,Alabama,01,065,73500
Henry County,Alabama,01,067,95100
Houston County,Alabama,01,069,120500
Jackson County,Alabama,01,071,88900
Jefferson County,Alabama,01,073,141700
Lamar County,Alabama,01,075,70000
Lauderdale County,Alabama,01,077,108100
Lawrence County,Alabama,01,079,95000
Lee County,Alabama,01,081,144100
Limestone County,Alabama,01,083,128700
Lowndes County,Alabama,01,085,64900
Macon County,Alabama,01,087,77900
Madison County,Alabama,01,089,160400
Marengo County,Alabama,01,091,88500
Marion County,Alabama,01,093,75900
Marshall County,Alabama,01,095,107000
Mobile County,Alabama,01,097,124100
Monroe County,Alabama,01,099,77900
Montgomery County,Alabama,01,101,124000
Morgan County,Alabama,01,103,117300
Perry County,Alabama,01,105,62200
Pickens County,Alabama,01,107,81200
Pike County,Alabama,01,109,102800
Randolph County,Alabama,01,111,91200
Russell County,Alabama,01,113,96200
Saint Clair County,Alabama,01,115,129700
Shelby County,Alabama,01,117,198900
Sumter County,Alabama,01,119,75300
Talladega County,Alabama,01,121,89100
Tallapoosa County,Alabama,01,123,96600
Tuscaloosa County,Alabama,01,125,150600
Walker County,Alabama,01,127,83600
Washington County,Alabama,01,129,85600
Wilcox County,Alabama,01,131,54500
Winston County,Alabama,01,133,83500
Anchorage Municipality,Alaska,02,020,276200
Bethel Census Area,Alaska,02,050,171100
Bristol Bay Borough,Alaska,02,060,172300
Fairbanks North Star Borough,Alaska,02,090,212800
Haines Borough,Alaska,02,100,173800
Juneau City and Borough,Alaska,02,110,299100
Kenai Peninsula Borough,Alaska,02,122,200000
Kodiak Island Borough,Alaska,02,150,214000
Matanuska-Susitna Borough,Alaska,02,170,216500
Nome Census Area,Alaska,02,180,144200
North Slope Borough,Alaska,02,185,137500
Sitka City and Borough,Alaska,02,220,315200
