County,State,State_FIPS,County_FIPS,median_home_value
Monroe County,Florida,12,087,468200.0
Nassau County,Florida,12,089,218100.0
Okaloosa County,Florida,12,091,207600.0
Okeechobee County,Florida,12,093,89800.0
Orange County,Florida,12,095,216000.0
Osceola County,Florida,12,097,179800.0
Palm Beach County,Florida,12,099,264400.0
Pasco County,Florida,12,101,149000.0
Pinellas County,Florida,12,103,183000.0
Polk County,Florida,12,105,135400.0
Putnam County,Florida,12,107,84500.0
Saint Johns County,Florida,12,109,287700.0
Saint Lucie County,Florida,12,111,165700.0
Santa Rosa County,Florida,12,113,184400.0
Sarasota County,Florida,12,115,234800.0
Seminole County,Florida,12,117,224000.0
Sumter County,Florida,12,119,246500.0
Suwannee County,Florida,12,121,95200.0
Taylor County,Florida,12,123,82900.0
Union County,Florida,12,125,104400.0
Volusia County,Florida,12,127,164200.0
Wakulla County,Florida,12,129,144700.0
Walton County,Florida,12,131,222700.0
Washington County,Florida,12,133,109800.0
Appling County,Georgia,13,001,75900.0
Atkinson County,Georgia,13,003,60100.0
Bacon County,Georgia,13,005,73000.0
Baker County,Georgia,13,007,75500.0
Baldwin County,Georgia,13,009,112500.0
Banks County,Georgia,13,011,142800.0
Barrow County,Georgia,13,013,146500.0
Bartow County,Georgia,13,015,151700.0
Ben Hill County,Georgia,13,017,80100.0
Berrien County,Georgia,13,019,85300.0
Bibb County,Georgia,13,021,116500.0
Bleckley County,Georgia,13,023,97900.0
Brantley County,Georgia,13,025,68200.0
Brooks County,Georgia,13,027,96900.0
Bryan County,Georgia,13,029,211800.0
Bulloch County,Georgia,13,031,135200.0
Burke County,Georgia,13,033,87900.0
Butts County,Georgia,13,035,121800.0
Calhoun County,Georgia,13,037,49000.0
Camden County,Georgia,13,039,159800.0
Candler County,Georgia,13,043,91200.0
Carroll County,Georgia,13,045,130200.0
Catoosa County,Georgia,13,047,140000.0
Charlton County,Georgia,13,049,82600.0
Chatham County,Georgia,13,051,184900.0
Chattahoochee County,Georgia,13,053,69000.0
Chattooga County,Georgia,13,055,69600.0
Cherokee County,Georgia,13,057,234300.0
Clarke County,Georgia,13,059,163700.0
Clay County,Georgia,13,061,65900.0
Clayton County,Georgia,13,063,97800.0
Clinch County,Georgia,13,065,57100.0
Cobb County,Georgia,13,067,237800.0
Coffee County,Georgia,13,069,92600.0
Colquitt County,Georgia,13,071,83200.0
Columbia County,Georgia,13,073,192200.0
Cook County,Georgia,13,075,88100.0
Coweta County,Georgia,13,077,201500.0
Crawford County,Georgia,13,079,92900.0
Crisp County,Georgia,13,081,85200.0
Dade County,Georgia,13,083,126700.0
Dawson County,Georgia,13,085,215500.0
Decatur County,Georgia,13,087,109700.0
DeKalb County,Georgia,13,089,192400.0
Dodge County,Georgia,13,091,75800.0
Dooly County,Georgia,13,093,83700.0
Dougherty County,Georgia,13,095,103900.0
Douglas County,Georgia,13,097,153100.0
Early County,Georgia,13,099,81700.0
Echols County,Georgia,13,101,58900.0
Effingham County,Georgia,13,103,159100.0
Elbert County,Georgia,13,105,80600.0
Emanuel County,Georgia,13,107,74100.0
Evans County,Georgia,13,109,86200.0
Fannin County,Georgia,13,111,185600.0
Fayette County,Georgia,13,113,269900.0
Floyd County,Georgia,13,115,129600.0
Forsyth County,Georgia,13,117,321000.0
Franklin County,Georgia,13,119,106200.0
Fulton County,Georgia,13,121,290400.0
Gilmer County,Georgia,13,123,171000.0
Glascock County,Georgia,13,125,63800.0
Glynn County,Georgia,13,127,168700.0
Gordon County,Georgia,13,129,127400.0
Grady County,Georgia,13,131,112500.0
Greene County,Georgia,13,133,207700.0
Gwinnett County,Georgia,13,135,200400.0
Habersham County,Georgia,13,137,146000.0
Hall County,Georgia,13,139,183200.0
Hancock County,Georgia,13,141,79800.0
Haralson County,Georgia,13,143,116900.0
Harris County,Georgia,13,145,210100.0
Hart County,Georgia,13,147,126900.0
Heard County,Georgia,13,149,96900.0
Henry County,Georgia,13,151,165900.0
Houston County,Georgia,13,153,138600.0
Irwin County,Georgia,13,155,74300.0
Jackson County,Georgia,13,157,174000.0
Jasper County,Georgia,13,159,122300.0
Jeff Davis County,Georgia,13,161,76500.0
Jefferson County,Georgia,13,163,74300.0
Jenkins County,Georgia,13,165,66500.0
Johnson County,Georgia,13,167,66700.0
Jones County,Georgia,13,169,123400.0
Lamar County,Georgia,13,171,134500.0
Lanier County,Georgia,13,173,105000.0
Laurens County,Georgia,13,175,88800.0
Lee County,Georgia,13,177,153000.0
Liberty County,Georgia,13,179,121500.0
Lincoln County,Georgia,13,181,117500.0
Long County,Georgia,13,183,116700.0
Lowndes County,Georgia,13,185,135100.0
Lumpkin County,Georgia,13,187,181600.0
McDuffie County,Georgia,13,189,105300.0
McIntosh County,Georgia,13,191,120300.0
Macon County,Georgia,13,193,63700.0
Madison County,Georgia,13,195,126800.0
Marion County,Georgia,13,197,89500.0
Meriwether County,Georgia,13,199,98000.0
Miller County,Georgia,13,201,93300.0
Mitchell County,Georgia,13,205,86200.0
Monroe County,Georgia,13,207,163800.0
Montgomery County,Georgia,13,209,79400.0
Morgan County,Georgia,13,211,224800.0
Murray County,Georgia,13,213,100200.0
Muscogee County,Georgia,13,215,141700.0
Newton County,Georgia,13,217,139900.0
Oconee County,Georgia,13,219,268100.0
Oglethorpe County,Georgia,13,221,117000.0
Paulding County,Georgia,13,223,161400.0
Peach County,Georgia,13,225,128600.0
Pickens County,Georgia,13,227,185700.0
Pierce County,Georgia,13,229,98800.0
Pike County,Georgia,13,231,165800.0
Polk County,Georgia,13,233,105400.0
Pulaski County,Georgia,13,235,113500.0
Putnam County,Georgia,13,237,165300.0
Quitman County,Georgia,13,239,65900.0
Rabun County,Georgia,13,241,164900.0
Randolph County,Georgia,13,243,77300.0
Richmond County,Georgia,13,245,104700.0
Rockdale County,Georgia,13,247,157100.0
Schley County,Georgia,13,249,111600.0
Screven County,Georgia,13,251,77000.0
Seminole County,Georgia,13,253,89500.0
Spalding County,Georgia,13,255,122300.0
Stephens County,Georgia,13,257,94300.0
Stewart County,Georgia,13,259,50900.0
Sumter County,Georgia,13,261,90300.0
Talbot County,Georgia,13,263,80000.0
Taliaferro County,Georgia,13,265,67100.0
Tattnall County,Georgia,13,267,88500.0
Taylor County,Georgia,13,269,82700.0
Telfair County,Georgia,13,271,64000.0
Terrell County,Georgia,13,273,103300.0
Thomas County,Georgia,13,275,133800.0
Tift County,Georgia,13,277,118900.0
Toombs County,Georgia,13,279,95500.0
Towns County,Georgia,13,281,205600.0
Treutlen County,Georgia,13,283,70900.0
Troup County,Georgia,13,285,129200.0
Turner County,Georgia,13,287,74000.0
Twiggs County,Georgia,13,289,63200.0
Union County,Georgia,13,291,197200.0
Upson County,Georgia,13,293,87200.0
Walker County,Georgia,13,295,114000.0
Walton County,Georgia,13,297,175500.0
Ware County,Georgia,13,299,82000.0
Warren County,Georgia,13,301,61300.0
Washington County,Georgia,13,303,83300.0
Wayne County,Georgia,13,305,107900.0
Webster County,Georgia,13,307,60800.0
Wheeler County,Georgia,13,309,63300.0
White County,Georgia,13,311,166100.0
Whitfield County,Georgia,13,313,126900.0
Wilcox County,Georgia,13,315,68200.0
Wilkes County,Georgia,13,317,81200.0
Wilkinson County,Georgia,13,319,70300.0
Worth County,Georgia,13,321,85600.0
Hawaii County,Hawaii,15,001,333600.0
Honolulu County,Hawaii,15,003,649800.0
Kauai County,Hawaii,15,007,546000.0
Kalawao County,Hawaii,15,005,-666666666.0
Maui County,Hawaii,15,009,599500.0
Ada County,Idaho,16,001,242300.0
Adams County,Idaho,16,003,173100.0
Bannock County,Idaho,16,005,152500.0
Bear Lake County,Idaho,16,007,147600.0
Benewah County,Idaho,16,009,154000.0
Bingham County,Idaho,16,011,152600.0
Blaine County,Idaho,16,013,395800.0
Boise County,Idaho,16,015,199300.0
Bonner County,Idaho,16,017,233900.0
Bonneville County,Idaho,16,019,168100.0
Boundary County,Idaho,16,021,179100.0
Butte County,Idaho,16,023,117600.0
Camas County,Idaho,16,025,174200.0
Canyon County,Idaho,16,027,159600.0
Caribou County,Idaho,16,029,137200.0
Cassia County,Idaho,16,031,151800.0
Clearwater County,Idaho,16,035,142300.0
Custer County,Idaho,16,037,177300.0
Elmore County,Idaho,16,039,145600.0
Franklin County,Idaho,16,041,198000.0
Fremont County,Idaho,16,043,162400.0
Gem County,Idaho,16,045,159300.0
Gooding County,Idaho,16,047,143600.0
Idaho County,Idaho,16,049,166100.0
Jefferson County,Idaho,16,051,184100.0
Jerome County,Idaho,16,053,154600.0
Kootenai County,Idaho,16,055,237400.0
Latah County,Idaho,16,057,213600.0
Lemhi County,Idaho,16,059,171000.0
Lewis County,Idaho,16,061,123000.0
Lincoln County,Idaho,16,063,137000.0
Madison County,Idaho,16,065,207500.0
Minidoka County,Idaho,16,067,136800.0
Nez Perce County,Idaho,16,069,181200.0
Oneida County,Idaho,16,071,155800.0
Owyhee County,Idaho,16,073,130300.0
Payette County,Idaho,16,075,148400.0
Power County,Idaho,16,077,139800.0
Shoshone County,Idaho,16,079,124600.0
Teton County,Idaho,16,081,317700.0
Twin Falls County,Idaho,16,083,160200.0
Valley County,Idaho,16,085,283000.0
Washington County,Idaho,16,087,152200.0
Adams County,Illinois,17,001,126100.0
Alexander County,Illinois,17,003,53500.0
Bond County,Illinois,17,005,122500.0
Boone County,Illinois,17,007,152600.0
Brown County,Illinois,17,009,89600.0
Bureau County,Illinois,17,011,109700.0
Calhoun County,Illinois,17,013,114300.0
Carroll County,Illinois,17,015,101600.0
Cass County,Illinois,17,017,78100.0
Champaign County,Illinois,17,019,157800.0
Christian County,Illinois,17,021,90000.0
Clark County,Illinois,17,023,87800.0
Clay County,Illinois,17,025,81700.0
Clinton County,Illinois,17,027,148100.0
Coles County,Illinois,17,029,97600.0
Cook County,Illinois,17,031,237200.0
Crawford County,Illinois,17,033,87000.0
Cumberland County,Illinois,17,035,100700.0
DeKalb County,Illinois,17,037,169800.0
De Witt County,Illinois,17,039,100900.0
Douglas County,Illinois,17,041,106500.0
DuPage County,Illinois,17,043,299000.0
Edgar County,Illinois,17,045,80100.0
Edwards County,Illinois,17,047,76500.0
Effingham County,Illinois,17,049,140300.0
Fayette County,Illinois,17,051,84700.0
Ford County,Illinois,17,053,98400.0
Franklin County,Illinois,17,055,74500.0
Fulton County,Illinois,17,057,86700.0
Gallatin County,Illinois,17,059,75300.0
Greene County,Illinois,17,061,77400.0
Grundy County,Illinois,17,063,191300.0
Hamilton County,Illinois,17,065,98100.0
Hancock County,Illinois,17,067,86700.0
Hardin County,Illinois,17,069,71500.0
Henderson County,Illinois,17,071,91300.0
Henry County,Illinois,17,073,118800.0
Iroquois County,Illinois,17,075,99500.0
Jackson County,Illinois,17,077,106400.0
Jasper County,Illinois,17,079,99400.0
Jefferson County,Illinois,17,081,94400.0
Jersey County,Illinois,17,083,144800.0
Jo Daviess County,Illinois,17,085,144600.0
Johnson County,Illinois,17,087,99400.0
Kane County,Illinois,17,089,232000.0
Kankakee County,Illinois,17,091,144200.0
Kendall County,Illinois,17,093,224200.0
Knox County,Illinois,17,095,83100.0
Lake County,Illinois,17,097,259900.0
LaSalle County,Illinois,17,099,126000.0
Lawrence County,Illinois,17,101,73800.0
Lee County,Illinois,17,103,117600.0
Livingston County,Illinois,17,105,109700.0
Logan County,Illinois,17,107,102900.0
McDonough County,Illinois,17,109,94200.0
McHenry County,Illinois,17,111,219600.0
McLean County,Illinois,17,113,166700.0
Macon County,Illinois,17,115,96800.0
Macoupin County,Illinois,17,117,99600.0
Madison County,Illinois,17,119,132300.0
Marion County,Illinois,17,121,74900.0
Marshall County,Illinois,17,123,104800.0
Mason County,Illinois,17,125,79600.0
Massac County,Illinois,17,127,83700.0
Menard County,Illinois,17,129,137400.0
Mercer County,Illinois,17,131,106000.0
Monroe County,Illinois,17,133,209100.0
Montgomery County,Illinois,17,135,82200.0
Morgan County,Illinois,17,137,104800.0
Moultrie County,Illinois,17,139,109000.0
Ogle County,Illinois,17,141,143100.0
Peoria County,Illinois,17,143,129900.0
Perry County,Illinois,17,145,85400.0
Piatt County,Illinois,17,147,130300.0
Pike County,Illinois,17,149,78800.0
Pope County,Illinois,17,151,87200.0
Pulaski County,Illinois,17,153,63600.0
Putnam County,Illinois,17,155,124500.0
Randolph County,Illinois,17,157,104700.0
Richland County,Illinois,17,159,87700.0
Rock Island County,Illinois,17,161,117000.0
Saint Clair County,Illinois,17,163,124700.0
Saline County,Illinois,17,165,73100.0
Sangamon County,Illinois,17,167,138100.0
Schuyler County,Illinois,17,169,85900.0
Scott County,Illinois,17,171,85000.0
Shelby County,Illinois,17,173,90100.0
Stark County,Illinois,17,175,85400.0
Stephenson County,Illinois,17,177,97000.0
Tazewell County,Illinois,17,179,139700.0
Union County,Illinois,17,181,101500.0
Vermilion County,Illinois,17,183,78900.0
Wabash County,Illinois,17,185,80500.0
Warren County,Illinois,17,187,84300.0
Washington County,Illinois,17,189,109400.0
Wayne County,Illinois,17,191,82000.0
White County,Illinois,17,193,69700.0
Whiteside County,Illinois,17,195,103400.0
Will County,Illinois,17,197,224800.0
Williamson County,Illinois,17,199,111800.0
Winnebago County,Illinois,17,201,117000.0
Woodford County,Illinois,17,203,162700.0
Adams County,Indiana,18,001,122400.0
Allen County,Indiana,18,003,123800.0
