County,State,State_FIPS,County_FIPS,total_population_for_poverty
San Mateo County,California,06,081,761226.0
Santa Barbara County,California,06,083,425052.0
Santa Clara County,California,06,085,1896320.0
Santa Cruz County,California,06,087,262224.0
Shasta County,California,06,089,176274.0
Sierra County,California,06,091,3013.0
Siskiyou County,California,06,093,43074.0
Solano County,California,06,095,430780.0
Sonoma County,California,06,097,492490.0
Stanislaus County,California,06,099,538643.0
Sutter County,California,06,101,94914.0
Tehama County,California,06,103,63142.0
Trinity County,California,06,105,12463.0
Tulare County,California,06,107,456186.0
Tuolumne County,California,06,109,50532.0
Ventura County,California,06,111,835220.0
Yolo County,California,06,113,209222.0
Yuba County,California,06,115,74761.0
Alamosa County,Colorado,08,003,14993.0
Archuleta County,Colorado,08,007,13150.0
Baca County,Colorado,08,009,3437.0
Bent County,Colorado,08,011,3985.0
Chaffee County,Colorado,08,015,18213.0
Cheyenne County,Colorado,08,017,1983.0
Clear Creek County,Colorado,08,019,9344.0
Conejos County,Colorado,08,021,8089.0
Costilla County,Colorado,08,023,3745.0
Crowley County,Colorado,08,025,4802.0
Custer County,Colorado,08,027,4731.0
Delta County,Colorado,08,029,29329.0
Dolores County,Colorado,08,033,1857.0
Douglas County,Colorado,08,035,334706.0
Eagle County,Colorado,08,037,54401.0
Elbert County,Colorado,08,039,25553.0
El Paso County,Colorado,08,041,680092.0
Fremont County,Colorado,08,043,36119.0
Garfield County,Colorado,08,045,58115.0
Gilpin County,Colorado,08,047,5856.0
Grand County,Colorado,08,049,15219.0
Gunnison County,Colorado,08,051,16075.0
Huerfano County,Colorado,08,055,6510.0
Jackson County,Colorado,08,057,1255.0
Kiowa County,Colorado,08,061,1460.0
Kit Carson County,Colorado,08,063,6951.0
Lake County,Colorado,08,065,7627.0
La Plata County,Colorado,08,067,53782.0
Larimer County,Colorado,08,069,335018.0
Las Animas County,Colorado,08,071,13368.0
Lincoln County,Colorado,08,073,3488.0
Logan County,Colorado,08,075,21500.0
Mesa County,Colorado,08,077,147871.0
Moffat County,Colorado,08,081,13003.0
Montezuma County,Colorado,08,083,25795.0
Montrose County,Colorado,08,085,41191.0
Morgan County,Colorado,08,087,28063.0
Otero County,Colorado,08,089,17857.0
Ouray County,Colorado,08,091,4789.0
Park County,Colorado,08,093,17684.0
Phillips County,Colorado,08,095,4210.0
Pitkin County,Colorado,08,097,17846.0
Prowers County,Colorado,08,099,11681.0
Pueblo County,Colorado,08,101,161900.0
Rio Blanco County,Colorado,08,103,6026.0
Rio Grande County,Colorado,08,105,11137.0
Routt County,Colorado,08,107,24781.0
Saguache County,Colorado,08,109,6564.0
San Miguel County,Colorado,08,113,8024.0
Sedgwick County,Colorado,08,115,2284.0
Summit County,Colorado,08,117,30524.0
Teller County,Colorado,08,119,24289.0
Washington County,Colorado,08,121,4547.0
Yuma County,Colorado,08,125,9708.0
Adams County,Colorado,08,001,499315.0
Arapahoe County,Colorado,08,005,637457.0
Boulder County,Colorado,08,013,310784.0
Broomfield County,Colorado,08,014,67549.0
Denver County,Colorado,08,031,693555.0
Jefferson County,Colorado,08,059,565382.0
Weld County,Colorado,08,123,298294.0
Fairfield County,Connecticut,09,001,926424.0
Hartford County,Connecticut,09,003,872105.0
Litchfield County,Connecticut,09,005,179809.0
Middlesex County,Connecticut,09,007,157700.0
New Haven County,Connecticut,09,009,831151.0
New London County,Connecticut,09,011,255691.0
Tolland County,Connecticut,09,013,136003.0
Windham County,Connecticut,09,015,111204.0
Kent County,Delaware,10,001,171048.0
New Castle County,Delaware,10,003,539034.0
Sussex County,Delaware,10,005,220682.0
Alachua County,Florida,12,001,251017.0
Baker County,Florida,12,003,25110.0
Bay County,Florida,12,005,179751.0
Bradford County,Florida,12,007,23427.0
Brevard County,Florida,12,009,578893.0
Broward County,Florida,12,011,1909208.0
Calhoun County,Florida,12,013,12321.0
Charlotte County,Florida,12,015,177251.0
Citrus County,Florida,12,017,142358.0
Clay County,Florida,12,019,209390.0
Collier County,Florida,12,021,367773.0
Columbia County,Florida,12,023,64977.0
Miami-Dade County,Florida,12,086,2661642.0
DeSoto County,Florida,12,027,35018.0
Dixie County,Florida,12,029,14865.0
Duval County,Florida,12,031,914959.0
Escambia County,Florida,12,033,295356.0
Flagler County,Florida,12,035,108721.0
Franklin County,Florida,12,037,10209.0
Gadsden County,Florida,12,039,42513.0
Gilchrist County,Florida,12,041,16456.0
Glades County,Florida,12,043,12285.0
Gulf County,Florida,12,045,13132.0
Hamilton County,Florida,12,047,11014.0
Hardee County,Florida,12,049,25304.0
Hendry County,Florida,12,051,40156.0
Hernando County,Florida,12,053,183763.0
Highlands County,Florida,12,055,101823.0
Hillsborough County,Florida,12,057,1401615.0
Holmes County,Florida,12,059,17562.0
Indian River County,Florida,12,061,152398.0
Jackson County,Florida,12,063,40131.0
Jefferson County,Florida,12,065,12007.0
Lafayette County,Florida,12,067,7106.0
Lake County,Florida,12,069,341621.0
Lee County,Florida,12,071,728258.0
Leon County,Florida,12,073,276964.0
Levy County,Florida,12,075,40039.0
Liberty County,Florida,12,077,6941.0
Madison County,Florida,12,079,16265.0
Manatee County,Florida,12,081,379744.0
Marion County,Florida,12,083,343041.0
Martin County,Florida,12,085,155919.0
Monroe County,Florida,12,087,74532.0
Nassau County,Florida,12,089,82281.0
Okaloosa County,Florida,12,091,197770.0
Okeechobee County,Florida,12,093,37948.0
Orange County,Florida,12,095,1316191.0
Osceola County,Florida,12,097,349593.0
Palm Beach County,Florida,12,099,1444645.0
Pasco County,Florida,12,101,516444.0
Pinellas County,Florida,12,103,950026.0
Polk County,Florida,12,105,672585.0
Putnam County,Florida,12,107,71761.0
Saint Johns County,Florida,12,109,241882.0
Saint Lucie County,Florida,12,111,310031.0
Santa Rosa County,Florida,12,113,167968.0
Sarasota County,Florida,12,115,413732.0
Seminole County,Florida,12,117,457214.0
Sumter County,Florida,12,119,115461.0
Suwannee County,Florida,12,121,42122.0
Taylor County,Florida,12,123,17873.0
Union County,Florida,12,125,9535.0
Volusia County,Florida,12,127,526354.0
Wakulla County,Florida,12,129,28878.0
Walton County,Florida,12,131,66214.0
Washington County,Florida,12,133,21909.0
Appling County,Georgia,13,001,17975.0
Atkinson County,Georgia,13,003,8200.0
Bacon County,Georgia,13,005,10465.0
Baker County,Georgia,13,007,3132.0
Baldwin County,Georgia,13,009,41144.0
Banks County,Georgia,13,011,18682.0
Barrow County,Georgia,13,013,78558.0
Bartow County,Georgia,13,015,103524.0
Ben Hill County,Georgia,13,017,16630.0
Berrien County,Georgia,13,019,18867.0
Bibb County,Georgia,13,021,146526.0
Bleckley County,Georgia,13,023,11255.0
Brantley County,Georgia,13,025,18606.0
Brooks County,Georgia,13,027,15442.0
Bryan County,Georgia,13,029,36797.0
Bulloch County,Georgia,13,031,67645.0
Burke County,Georgia,13,033,22241.0
Butts County,Georgia,13,035,21124.0
Calhoun County,Georgia,13,037,4412.0
Camden County,Georgia,13,039,51251.0
Candler County,Georgia,13,043,10526.0
Carroll County,Georgia,13,045,113379.0
Catoosa County,Georgia,13,047,65979.0
Charlton County,Georgia,13,049,11825.0
Chatham County,Georgia,13,051,275812.0
Chattahoochee County,Georgia,13,053,7161.0
Chattooga County,Georgia,13,055,22778.0
Cherokee County,Georgia,13,057,245524.0
Clarke County,Georgia,13,059,115200.0
Clay County,Georgia,13,061,2898.0
Clayton County,Georgia,13,063,277434.0
Clinch County,Georgia,13,065,6594.0
Cobb County,Georgia,13,067,739621.0
Coffee County,Georgia,13,069,39031.0
Colquitt County,Georgia,13,071,44708.0
Columbia County,Georgia,13,073,149750.0
Cook County,Georgia,13,075,16872.0
Coweta County,Georgia,13,077,142258.0
Crawford County,Georgia,13,079,12181.0
Crisp County,Georgia,13,081,22229.0
Dade County,Georgia,13,083,14819.0
Dawson County,Georgia,13,085,24277.0
Decatur County,Georgia,13,087,25476.0
DeKalb County,Georgia,13,089,735419.0
Dodge County,Georgia,13,091,18692.0
Dooly County,Georgia,13,093,12374.0
Dougherty County,Georgia,13,095,85812.0
Douglas County,Georgia,13,097,141635.0
Early County,Georgia,13,099,10107.0
Echols County,Georgia,13,101,3981.0
Effingham County,Georgia,13,103,59845.0
Elbert County,Georgia,13,105,18892.0
Emanuel County,Georgia,13,107,21637.0
Evans County,Georgia,13,109,10153.0
Fannin County,Georgia,13,111,25051.0
Fayette County,Georgia,13,113,111314.0
Floyd County,Georgia,13,115,93107.0
Forsyth County,Georgia,13,117,227535.0
Franklin County,Georgia,13,119,22176.0
Fulton County,Georgia,13,121,1003924.0
Gilmer County,Georgia,13,123,30138.0
Glascock County,Georgia,13,125,2915.0
Glynn County,Georgia,13,127,83183.0
Gordon County,Georgia,13,129,56476.0
Grady County,Georgia,13,131,24517.0
Greene County,Georgia,13,133,17173.0
Gwinnett County,Georgia,13,135,908600.0
Habersham County,Georgia,13,137,42296.0
Hall County,Georgia,13,139,196852.0
Hancock County,Georgia,13,141,6045.0
Haralson County,Georgia,13,143,28722.0
Harris County,Georgia,13,145,33537.0
Hart County,Georgia,13,147,24802.0
Heard County,Georgia,13,149,11500.0
Henry County,Georgia,13,151,223892.0
Houston County,Georgia,13,153,151261.0
Irwin County,Georgia,13,155,9159.0
Jackson County,Georgia,13,157,67035.0
Jasper County,Georgia,13,159,13644.0
Jeff Davis County,Georgia,13,161,14967.0
Jefferson County,Georgia,13,163,15069.0
Jenkins County,Georgia,13,165,8717.0
Johnson County,Georgia,13,167,9038.0
Jones County,Georgia,13,169,28291.0
Lamar County,Georgia,13,171,17246.0
Lanier County,Georgia,13,173,9987.0
Laurens County,Georgia,13,175,46288.0
Lee County,Georgia,13,177,28453.0
Liberty County,Georgia,13,179,59134.0
Lincoln County,Georgia,13,181,7760.0
Long County,Georgia,13,183,18431.0
Lowndes County,Georgia,13,185,111150.0
Lumpkin County,Georgia,13,187,30945.0
McDuffie County,Georgia,13,189,21184.0
McIntosh County,Georgia,13,191,13967.0
Macon County,Georgia,13,193,11253.0
Madison County,Georgia,13,195,28934.0
Marion County,Georgia,13,197,8312.0
Meriwether County,Georgia,13,199,20980.0
Miller County,Georgia,13,201,5606.0
Mitchell County,Georgia,13,205,19864.0
Monroe County,Georgia,13,207,26089.0
Montgomery County,Georgia,13,209,8246.0
Morgan County,Georgia,13,211,18218.0
Murray County,Georgia,13,213,39137.0
Muscogee County,Georgia,13,215,188720.0
Newton County,Georgia,13,217,106566.0
Oconee County,Georgia,13,219,37883.0
Oglethorpe County,Georgia,13,221,14798.0
Paulding County,Georgia,13,223,158778.0
Peach County,Georgia,13,225,25337.0
Pickens County,Georgia,13,227,31133.0
Pierce County,Georgia,13,229,19103.0
Pike County,Georgia,13,231,17976.0
Polk County,Georgia,13,233,41594.0
Pulaski County,Georgia,13,235,9629.0
Putnam County,Georgia,13,237,21416.0
Quitman County,Georgia,13,239,2289.0
Rabun County,Georgia,13,241,16255.0
Randolph County,Georgia,13,243,6766.0
Richmond County,Georgia,13,245,192024.0
Rockdale County,Georgia,13,247,88730.0
Schley County,Georgia,13,249,5221.0
Screven County,Georgia,13,251,13550.0
Seminole County,Georgia,13,253,8212.0
Spalding County,Georgia,13,255,63966.0
Stephens County,Georgia,13,257,24841.0
Stewart County,Georgia,13,259,4106.0
Sumter County,Georgia,13,261,27926.0
Talbot County,Georgia,13,263,6275.0
Taliaferro County,Georgia,13,265,1611.0
Tattnall County,Georgia,13,267,19078.0
Taylor County,Georgia,13,269,8003.0
Telfair County,Georgia,13,271,12814.0
Terrell County,Georgia,13,273,8401.0
Thomas County,Georgia,13,275,43827.0
Tift County,Georgia,13,277,38508.0
Toombs County,Georgia,13,279,26593.0
Towns County,Georgia,13,281,10766.0
Treutlen County,Georgia,13,283,6432.0
Troup County,Georgia,13,285,68125.0
Turner County,Georgia,13,287,7618.0
Twiggs County,Georgia,13,289,8162.0
Union County,Georgia,13,291,22688.0
Upson County,Georgia,13,293,25581.0
Walker County,Georgia,13,295,67491.0
Walton County,Georgia,13,297,90201.0
Ware County,Georgia,13,299,32986.0
Warren County,Georgia,13,301,5224.0
Washington County,Georgia,13,303,18465.0
Wayne County,Georgia,13,305,27498.0
Webster County,Georgia,13,307,2606.0
Wheeler County,Georgia,13,309,7688.0
White County,Georgia,13,311,29072.0
Whitfield County,Georgia,13,313,102780.0
Wilcox County,Georgia,13,315,6720.0
Wilkes County,Georgia,13,317,9699.0
Wilkinson County,Georgia,13,319,8880.0
Worth County,Georgia,13,321,20249.0
Hawaii County,Hawaii,15,001,196381.0
Honolulu County,Hawaii,15,003,953141.0
Kauai County,Hawaii,15,007,70984.0
Kalawao County,Hawaii,15,005,60.0
Maui County,Hawaii,15,009,163618.0
Ada County,Idaho,16,001,447269.0
Adams County,Idaho,16,003,4068.0
Bannock County,Idaho,16,005,83612.0
Bear Lake County,Idaho,16,007,5924.0
Benewah County,Idaho,16,009,9014.0
Bingham County,Idaho,16,011,45080.0
Blaine County,Idaho,16,013,22330.0
Boise County,Idaho,16,015,7335.0
Bonner County,Idaho,16,017,43020.0
Bonneville County,Idaho,16,019,113110.0
Boundary County,Idaho,16,021,11671.0
Butte County,Idaho,16,023,2539.0
Camas County,Idaho,16,025,1048.0
Canyon County,Idaho,16,027,214252.0
Caribou County,Idaho,16,029,6869.0
Cassia County,Idaho,16,031,23378.0
Clearwater County,Idaho,16,035,7739.0
Custer County,Idaho,16,037,4133.0
Elmore County,Idaho,16,039,25883.0
Franklin County,Idaho,16,041,13423.0
Fremont County,Idaho,16,043,12444.0
Gem County,Idaho,16,045,17183.0
Gooding County,Idaho,16,047,15017.0
Idaho County,Idaho,16,049,15816.0
Jefferson County,Idaho,16,051,28495.0
Jerome County,Idaho,16,053,23538.0
Kootenai County,Idaho,16,055,155412.0
Latah County,Idaho,16,057,36351.0
Lemhi County,Idaho,16,059,7724.0
Lewis County,Idaho,16,061,3793.0
Lincoln County,Idaho,16,063,5291.0
Madison County,Idaho,16,065,38681.0
Minidoka County,Idaho,16,067,20499.0
Nez Perce County,Idaho,16,069,39130.0
Oneida County,Idaho,16,071,4356.0
Owyhee County,Idaho,16,073,11385.0
Payette County,Idaho,16,075,22927.0
Power County,Idaho,16,077,7614.0
Shoshone County,Idaho,16,079,12367.0
Teton County,Idaho,16,081,11399.0
Twin Falls County,Idaho,16,083,83706.0
Valley County,Idaho,16,085,10584.0
Washington County,Idaho,16,087,9963.0
Adams County,Illinois,17,001,64506.0
Alexander County,Illinois,17,003,6143.0
Bond County,Illinois,17,005,14824.0
Boone County,Illinois,17,007,53026.0
Brown County,Illinois,17,009,4728.0
Bureau County,Illinois,17,011,32636.0
Calhoun County,Illinois,17,013,4724.0
Carroll County,Illinois,17,015,14070.0
Cass County,Illinois,17,017,12331.0
Champaign County,Illinois,17,019,194198.0
Christian County,Illinois,17,021,31171.0
Clark County,Illinois,17,023,15447.0
Clay County,Illinois,17,025,13049.0
Clinton County,Illinois,17,027,35488.0
Coles County,Illinois,17,029,47788.0
Cook County,Illinois,17,031,5112701.0
Crawford County,Illinois,17,033,16618.0
Cumberland County,Illinois,17,035,10685.0
DeKalb County,Illinois,17,037,99681.0
De Witt County,Illinois,17,039,15646.0
Douglas County,Illinois,17,041,19296.0
DuPage County,Illinois,17,043,916059.0
Edgar County,Illinois,17,045,17109.0
Edwards County,Illinois,17,047,6363.0
Effingham County,Illinois,17,049,33601.0
Fayette County,Illinois,17,051,19855.0
Ford County,Illinois,17,053,12866.0
Franklin County,Illinois,17,055,38154.0
Fulton County,Illinois,17,057,32479.0
Gallatin County,Illinois,17,059,5036.0
Greene County,Illinois,17,061,12743.0
Grundy County,Illinois,17,063,50094.0
Hamilton County,Illinois,17,065,8073.0
Hancock County,Illinois,17,067,17781.0
Hardin County,Illinois,17,069,3834.0
Henderson County,Illinois,17,071,6750.0
Henry County,Illinois,17,073,48428.0
Iroquois County,Illinois,17,075,27124.0
Jackson County,Illinois,17,077,53972.0
Jasper County,Illinois,17,079,9408.0
Jefferson County,Illinois,17,081,35505.0
Jersey County,Illinois,17,083,20973.0
Jo Daviess County,Illinois,17,085,21380.0
Johnson County,Illinois,17,087,10181.0
Kane County,Illinois,17,089,525417.0
Kankakee County,Illinois,17,091,106111.0
Kendall County,Illinois,17,093,125416.0
Knox County,Illinois,17,095,46294.0
Lake County,Illinois,17,097,684107.0
LaSalle County,Illinois,17,099,106226.0
Lawrence County,Illinois,17,101,13618.0
Lee County,Illinois,17,103,31027.0
Livingston County,Illinois,17,105,33702.0
Logan County,Illinois,17,107,24979.0
McDonough County,Illinois,17,109,27017.0
McHenry County,Illinois,17,111,305156.0
McLean County,Illinois,17,113,164486.0
Macon County,Illinois,17,115,102004.0
Macoupin County,Illinois,17,117,44479.0
Madison County,Illinois,17,119,258887.0
Marion County,Illinois,17,121,36615.0
Marshall County,Illinois,17,123,11280.0
Mason County,Illinois,17,125,13358.0
Massac County,Illinois,17,127,13918.0
Menard County,Illinois,17,129,12112.0
Mercer County,Illinois,17,131,15360.0
Monroe County,Illinois,17,133,33881.0
Montgomery County,Illinois,17,135,25837.0
Morgan County,Illinois,17,137,30938.0
Moultrie County,Illinois,17,139,14363.0
Ogle County,Illinois,17,141,50212.0
Peoria County,Illinois,17,143,177693.0
Perry County,Illinois,17,145,18509.0
Piatt County,Illinois,17,147,16328.0
Pike County,Illinois,17,149,15194.0
Pope County,Illinois,17,151,4043.0
Pulaski County,Illinois,17,153,5451.0
Putnam County,Illinois,17,155,5662.0
Randolph County,Illinois,17,157,28467.0
Richland County,Illinois,17,159,15464.0
Rock Island County,Illinois,17,161,138884.0
Saint Clair County,Illinois,17,163,258079.0
Saline County,Illinois,17,165,23435.0
Sangamon County,Illinois,17,167,192666.0
Schuyler County,Illinois,17,169,6798.0
Scott County,Illinois,17,171,4933.0
Shelby County,Illinois,17,173,21520.0
Stark County,Illinois,17,175,5343.0
Stephenson County,Illinois,17,177,44246.0
Tazewell County,Illinois,17,179,130038.0
Union County,Illinois,17,181,16713.0
Vermilion County,Illinois,17,183,74449.0
Wabash County,Illinois,17,185,11429.0
Warren County,Illinois,17,187,16019.0
Washington County,Illinois,17,189,13829.0
Wayne County,Illinois,17,191,16304.0
White County,Illinois,17,193,13495.0
Whiteside County,Illinois,17,195,54873.0
Will County,Illinois,17,197,679212.0
Williamson County,Illinois,17,199,64671.0
Winnebago County,Illinois,17,201,280102.0
Woodford County,Illinois,17,203,37669.0
Adams County,Indiana,18,001,34673.0
Allen County,Indiana,18,003,366401.0
Bartholomew County,Indiana,18,005,81340.0
