County,State,State_FIPS,County_FIPS,people_below_poverty
Baxter County,Arkansas,05,005,6985
Benton County,Arkansas,05,007,26516
Boone County,Arkansas,05,009,5755
Bradley County,Arkansas,05,011,2929
Calhoun County,Arkansas,05,013,554
Carroll County,Arkansas,05,015,4768
Chicot County,Arkansas,05,017,3532
Clark County,Arkansas,05,019,4783
Clay County,Arkansas,05,021,2972
Cleburne County,Arkansas,05,023,4210
Cleveland County,Arkansas,05,025,1575
Columbia County,Arkansas,05,027,5712
Conway County,Arkansas,05,029,4897
Craighead County,Arkansas,05,031,18963
Crawford County,Arkansas,05,033,11777
Crittenden County,Arkansas,05,035,12384
Cross County,Arkansas,05,037,2861
Dallas County,Arkansas,05,039,1386
Desha County,Arkansas,05,041,3635
Drew County,Arkansas,05,043,4261
Faulkner County,Arkansas,05,045,15852
Franklin County,Arkansas,05,047,3327
Fulton County,Arkansas,05,049,2352
Garland County,Arkansas,05,051,17872
Grant County,Arkansas,05,053,1476
Greene County,Arkansas,05,055,7193
Hempstead County,Arkansas,05,057,5951
Hot Spring County,Arkansas,05,059,4463
Howard County,Arkansas,05,061,3217
Independence County,Arkansas,05,063,8378
Izard County,Arkansas,05,065,2421
Jackson County,Arkansas,05,067,3899
Jefferson County,Arkansas,05,069,16617
Johnson County,Arkansas,05,071,4736
Lafayette County,Arkansas,05,073,1710
Lawrence County,Arkansas,05,075,4204
Lee County,Arkansas,05,077,2770
Lincoln County,Arkansas,05,079,3140
Little River County,Arkansas,05,081,1912
Logan County,Arkansas,05,083,3446
Lonoke County,Arkansas,05,085,8881
Madison County,Arkansas,05,087,3691
Marion County,Arkansas,05,089,2999
Miller County,Arkansas,05,091,8492
Mississippi County,Arkansas,05,093,10979
Monroe County,Arkansas,05,095,2135
Montgomery County,Arkansas,05,097,2115
Nevada County,Arkansas,05,099,2399
Newton County,Arkansas,05,101,2141
Ouachita County,Arkansas,05,103,5180
Perry County,Arkansas,05,105,1416
Phillips County,Arkansas,05,107,6910
Pike County,Arkansas,05,109,2299
Poinsett County,Arkansas,05,111,6429
Polk County,Arkansas,05,113,4373
Pope County,Arkansas,05,115,11022
Prairie County,Arkansas,05,117,1600
Pulaski County,Arkansas,05,119,64824
Randolph County,Arkansas,05,121,3623
Saint Francis County,Arkansas,05,123,6666
Saline County,Arkansas,05,125,9151
Scott County,Arkansas,05,127,2191
Searcy County,Arkansas,05,129,2013
Sebastian County,Arkansas,05,131,25376
Sevier County,Arkansas,05,133,4404
Sharp County,Arkansas,05,135,3955
Stone County,Arkansas,05,137,2519
Union County,Arkansas,05,139,8548
Van Buren County,Arkansas,05,141,4118
Washington County,Arkansas,05,143,38415
White County,Arkansas,05,145,12919
Woodruff County,Arkansas,05,147,1747
Yell County,Arkansas,05,149,4521
Alameda County,California,06,001,178897
Alpine County,California,06,003,159
Amador County,California,06,005,3502
Butte County,California,06,007,44156
Calaveras County,California,06,009,4643
Colusa County,California,06,011,3206
Contra Costa County,California,06,013,106304
Del Norte County,California,06,015,5380
El Dorado County,California,06,017,14439
Fresno County,California,06,019,226967
Glenn County,California,06,021,5383
Humboldt County,California,06,023,25729
Imperial County,California,06,025,37544
Inyo County,California,06,027,2035
Kern County,California,06,029,180779
Kings County,California,06,031,27679
Lake County,California,06,033,15036
Lassen County,California,06,035,3724
Los Angeles County,California,06,037,1658231
Madera County,California,06,039,29900
Marin County,California,06,041,18371
Mariposa County,California,06,043,2647
Mendocino County,California,06,045,16689
Merced County,California,06,047,61914
Modoc County,California,06,049,1829
Mono County,California,06,051,1333
Monterey County,California,06,053,64123
Napa County,California,06,055,13341
Nevada County,California,06,057,11320
Orange County,California,06,059,349220
Placer County,California,06,061,29082
Plumas County,California,06,063,2720
Riverside County,California,06,065,335557
Sacramento County,California,06,067,230523
San Benito County,California,06,069,7000
San Bernardino County,California,06,071,350982
San Diego County,California,06,073,418555
San Francisco County,California,06,075,104784
San Joaquin County,California,06,077,117938
San Luis Obispo County,California,06,079,34755
San Mateo County,California,06,081,52888
Santa Barbara County,California,06,083,62240
Santa Clara County,California,06,085,171669
Santa Cruz County,California,06,087,36553
Shasta County,California,06,089,30820
Sierra County,California,06,091,527
Siskiyou County,California,06,093,8610
Solano County,California,06,095,47415
Sonoma County,California,06,097,54966
Stanislaus County,California,06,099,97847
Sutter County,California,06,101,15868
Tehama County,California,06,103,12646
Trinity County,California,06,105,2377
Tulare County,California,06,107,108096
Tuolumne County,California,06,109,6718
Ventura County,California,06,111,83936
Yolo County,California,06,113,36007
Yuba County,California,06,115,14541
Alamosa County,Colorado,08,003,3191
Archuleta County,Colorado,08,007,1051
Baca County,Colorado,08,009,530
Bent County,Colorado,08,011,912
Chaffee County,Colorado,08,015,1556
Cheyenne County,Colorado,08,017,159
Clear Creek County,Colorado,08,019,873
Conejos County,Colorado,08,021,1399
Costilla County,Colorado,08,023,874
Crowley County,Colorado,08,025,874
Custer County,Colorado,08,027,572
Delta County,Colorado,08,029,4404
Dolores County,Colorado,08,033,251
Douglas County,Colorado,08,035,11538
Eagle County,Colorado,08,037,5138
Elbert County,Colorado,08,039,1384
El Paso County,Colorado,08,041,75363
Fremont County,Colorado,08,043,5376
Garfield County,Colorado,08,045,6031
Gilpin County,Colorado,08,047,547
Grand County,Colorado,08,049,1255
Gunnison County,Colorado,08,051,2324
Huerfano County,Colorado,08,055,1254
Jackson County,Colorado,08,057,171
Kiowa County,Colorado,08,061,205
Kit Carson County,Colorado,08,063,871
Lake County,Colorado,08,065,1114
La Plata County,Colorado,08,067,5510
Larimer County,Colorado,08,069,40034
Las Animas County,Colorado,08,071,2769
Lincoln County,Colorado,08,073,399
Logan County,Colorado,08,075,3426
Mesa County,Colorado,08,077,19230
Moffat County,Colorado,08,081,1606
Montezuma County,Colorado,08,083,4911
Montrose County,Colorado,08,085,5565
Morgan County,Colorado,08,087,4002
Otero County,Colorado,08,089,4502
Ouray County,Colorado,08,091,265
Park County,Colorado,08,093,1355
Phillips County,Colorado,08,095,787
Pitkin County,Colorado,08,097,1863
Prowers County,Colorado,08,099,2695
Pueblo County,Colorado,08,101,27975
Rio Blanco County,Colorado,08,103,883
Rio Grande County,Colorado,08,105,2072
Routt County,Colorado,08,107,1725
Saguache County,Colorado,08,109,1518
San Miguel County,Colorado,08,113,538
Sedgwick County,Colorado,08,115,354
Summit County,Colorado,08,117,3249
Teller County,Colorado,08,119,1872
Washington County,Colorado,08,121,468
Yuma County,Colorado,08,125,1059
Adams County,Colorado,08,001,62008
Arapahoe County,Colorado,08,005,66945
Boulder County,Colorado,08,013,38134
Broomfield County,Colorado,08,014,3413
Denver County,Colorado,08,031,112183
Jefferson County,Colorado,08,059,45532
Weld County,Colorado,08,123,35581
Fairfield County,Connecticut,09,001,79663
Hartford County,Connecticut,09,003,99425
Litchfield County,Connecticut,09,005,11472
Middlesex County,Connecticut,09,007,9517
New Haven County,Connecticut,09,009,100343
New London County,Connecticut,09,011,21286
Tolland County,Connecticut,09,013,9607
Windham County,Connecticut,09,015,13303
Kent County,Delaware,10,001,19550
New Castle County,Delaware,10,003,56000
Sussex County,Delaware,10,005,25105
Alachua County,Florida,12,001,55398
Baker County,Florida,12,003,4164
Bay County,Florida,12,005,21870
Bradford County,Florida,12,007,4874
Brevard County,Florida,12,009,67040
Broward County,Florida,12,011,235935
Calhoun County,Florida,12,013,3108
Charlotte County,Florida,12,015,18703
Citrus County,Florida,12,017,22777
Clay County,Florida,12,019,19060
Collier County,Florida,12,021,44889
Columbia County,Florida,12,023,12598
Miami-Dade County,Florida,12,086,471169
DeSoto County,Florida,12,027,8659
Dixie County,Florida,12,029,2529
Duval County,Florida,12,031,134551
Escambia County,Florida,12,033,49398
Flagler County,Florida,12,035,13748
Franklin County,Florida,12,037,2117
Gadsden County,Florida,12,039,13120
Gilchrist County,Florida,12,041,3442
Glades County,Florida,12,043,2985
Gulf County,Florida,12,045,2506
Hamilton County,Florida,12,047,2607
Hardee County,Florida,12,049,7587
Hendry County,Florida,12,051,10426
Hernando County,Florida,12,053,25184
Highlands County,Florida,12,055,18425
Hillsborough County,Florida,12,057,200994
Holmes County,Florida,12,059,4105
Indian River County,Florida,12,061,20182
Jackson County,Florida,12,063,6457
Jefferson County,Florida,12,065,2437
Lafayette County,Florida,12,067,1595
Lake County,Florida,12,069,38347
Lee County,Florida,12,071,89176
Leon County,Florida,12,073,59904
Levy County,Florida,12,075,9039
Liberty County,Florida,12,077,1506
Madison County,Florida,12,079,3680
Manatee County,Florida,12,081,46641
Marion County,Florida,12,083,56003
Martin County,Florida,12,085,17908
Monroe County,Florida,12,087,8751
Nassau County,Florida,12,089,8039
Okaloosa County,Florida,12,091,22288
Okeechobee County,Florida,12,093,10290
Orange County,Florida,12,095,183725
Osceola County,Florida,12,097,43075
Palm Beach County,Florida,12,099,182726
Pasco County,Florida,12,101,62732
Pinellas County,Florida,12,103,117956
Polk County,Florida,12,105,103322
Putnam County,Florida,12,107,18518
Saint Johns County,Florida,12,109,18493
Saint Lucie County,Florida,12,111,45628
Santa Rosa County,Florida,12,113,16571
Sarasota County,Florida,12,115,43644
Seminole County,Florida,12,117,45254
Sumter County,Florida,12,119,9898
Suwannee County,Florida,12,121,8993
Taylor County,Florida,12,123,3776
Union County,Florida,12,125,2039
Volusia County,Florida,12,127,77375
Wakulla County,Florida,12,129,3828
Walton County,Florida,12,131,8682
Washington County,Florida,12,133,4705
Appling County,Georgia,13,001,3699
Atkinson County,Georgia,13,003,2833
Bacon County,Georgia,13,005,1866
Baker County,Georgia,13,007,1233
Baldwin County,Georgia,13,009,11905
Banks County,Georgia,13,011,3251
Barrow County,Georgia,13,013,9356
Bartow County,Georgia,13,015,15831
Ben Hill County,Georgia,13,017,5558
Berrien County,Georgia,13,019,4642
Bibb County,Georgia,13,021,35013
Bleckley County,Georgia,13,023,2187
Brantley County,Georgia,13,025,3975
Brooks County,Georgia,13,027,3525
Bryan County,Georgia,13,029,3686
Bulloch County,Georgia,13,031,20508
Burke County,Georgia,13,033,7118
Butts County,Georgia,13,035,2797
Calhoun County,Georgia,13,037,1846
Camden County,Georgia,13,039,7896
Candler County,Georgia,13,043,2267
Carroll County,Georgia,13,045,19101
Catoosa County,Georgia,13,047,7844
Charlton County,Georgia,13,049,1749
Chatham County,Georgia,13,051,48591
Chattahoochee County,Georgia,13,053,1221
Chattooga County,Georgia,13,055,5000
Cherokee County,Georgia,13,057,17855
Clarke County,Georgia,13,059,37238
Clay County,Georgia,13,061,1487
Clayton County,Georgia,13,063,55125
Clinch County,Georgia,13,065,1428
Cobb County,Georgia,13,067,81418
Coffee County,Georgia,13,069,9464
Colquitt County,Georgia,13,071,11456
Columbia County,Georgia,13,073,9962
Cook County,Georgia,13,075,3819
Coweta County,Georgia,13,077,14845
Crawford County,Georgia,13,079,2696
Crisp County,Georgia,13,081,7113
Dade County,Georgia,13,083,2536
Dawson County,Georgia,13,085,2998
Decatur County,Georgia,13,087,7694
DeKalb County,Georgia,13,089,126343
Dodge County,Georgia,13,091,3700
Dooly County,Georgia,13,093,3606
Dougherty County,Georgia,13,095,27982
Douglas County,Georgia,13,097,17450
Early County,Georgia,13,099,3103
Echols County,Georgia,13,101,1459
Effingham County,Georgia,13,103,5472
Elbert County,Georgia,13,105,3976
Emanuel County,Georgia,13,107,6030
Evans County,Georgia,13,109,2640
Fannin County,Georgia,13,111,4680
Fayette County,Georgia,13,113,7119
Floyd County,Georgia,13,115,19215
Forsyth County,Georgia,13,117,11804
Franklin County,Georgia,13,119,4541
Fulton County,Georgia,13,121,151055
Gilmer County,Georgia,13,123,5671
Glascock County,Georgia,13,125,710
Glynn County,Georgia,13,127,13842
Gordon County,Georgia,13,129,10838
Grady County,Georgia,13,131,7109
Greene County,Georgia,13,133,3553
Gwinnett County,Georgia,13,135,109870
Habersham County,Georgia,13,137,7287
Hall County,Georgia,13,139,29747
Hancock County,Georgia,13,141,2435
Haralson County,Georgia,13,143,6526
Harris County,Georgia,13,145,2639
Hart County,Georgia,13,147,5743
Heard County,Georgia,13,149,2927
Henry County,Georgia,13,151,20765
Houston County,Georgia,13,153,20184
Irwin County,Georgia,13,155,1868
Jackson County,Georgia,13,157,9331
Jasper County,Georgia,13,159,2758
Jeff Davis County,Georgia,13,161,3822
Jefferson County,Georgia,13,163,4917
Jenkins County,Georgia,13,165,2466
Johnson County,Georgia,13,167,1777
Jones County,Georgia,13,169,4021
Lamar County,Georgia,13,171,3381
Lanier County,Georgia,13,173,2120
Laurens County,Georgia,13,175,11089
Lee County,Georgia,13,177,3067
Liberty County,Georgia,13,179,10953
Lincoln County,Georgia,13,181,2040
Long County,Georgia,13,183,2951
Lowndes County,Georgia,13,185,24613
Lumpkin County,Georgia,13,187,4778
McDuffie County,Georgia,13,189,4375
McIntosh County,Georgia,13,191,2073
Macon County,Georgia,13,193,3563
Madison County,Georgia,13,195,5285
Marion County,Georgia,13,197,2229
Meriwether County,Georgia,13,199,3714
Miller County,Georgia,13,201,1281
Mitchell County,Georgia,13,205,5528
Monroe County,Georgia,13,207,3601
Montgomery County,Georgia,13,209,1999
Morgan County,Georgia,13,211,2666
Murray County,Georgia,13,213,7776
Muscogee County,Georgia,13,215,33547
Newton County,Georgia,13,217,14405
Oconee County,Georgia,13,219,2774
Oglethorpe County,Georgia,13,221,2256
Paulding County,Georgia,13,223,14490
Peach County,Georgia,13,225,6670
Pickens County,Georgia,13,227,3429
Pierce County,Georgia,13,229,3820
Pike County,Georgia,13,231,1916
Polk County,Georgia,13,233,8804
Pulaski County,Georgia,13,235,1936
Putnam County,Georgia,13,237,3184
Quitman County,Georgia,13,239,618
Rabun County,Georgia,13,241,3806
Randolph County,Georgia,13,243,1813
Richmond County,Georgia,13,245,46861
Rockdale County,Georgia,13,247,11667
Schley County,Georgia,13,249,1061
Screven County,Georgia,13,251,3537
Seminole County,Georgia,13,253,2214
Spalding County,Georgia,13,255,13600
Stephens County,Georgia,13,257,4667
Stewart County,Georgia,13,259,1400
Sumter County,Georgia,13,261,9359
Talbot County,Georgia,13,263,1577
Taliaferro County,Georgia,13,265,494
Tattnall County,Georgia,13,267,5325
Taylor County,Georgia,13,269,2454
Telfair County,Georgia,13,271,4246
Terrell County,Georgia,13,273,2633
Thomas County,Georgia,13,275,12067
Tift County,Georgia,13,277,8907
Toombs County,Georgia,13,279,7196
Towns County,Georgia,13,281,1510
Treutlen County,Georgia,13,283,1547
Troup County,Georgia,13,285,14420
Turner County,Georgia,13,287,1939
Twiggs County,Georgia,13,289,2435
Union County,Georgia,13,291,3660
Upson County,Georgia,13,293,5449
Walker County,Georgia,13,295,11051
Walton County,Georgia,13,297,11421
Ware County,Georgia,13,299,7902
Warren County,Georgia,13,301,1601
Washington County,Georgia,13,303,4825
Wayne County,Georgia,13,305,5731
Webster County,Georgia,13,307,622
Wheeler County,Georgia,13,309,1101
White County,Georgia,13,311,4587
Whitfield County,Georgia,13,313,19575
Wilcox County,Georgia,13,315,2023
Wilkes County,Georgia,13,317,2933
Wilkinson County,Georgia,13,319,1797
Worth County,Georgia,13,321,4715
Hawaii County,Hawaii,15,001,31037
Honolulu County,Hawaii,15,003,88962
Kauai County,Hawaii,15,007,7262
Kalawao County,Hawaii,15,005,7
Maui County,Hawaii,15,009,15733
Ada County,Idaho,16,001,47081
Adams County,Idaho,16,003,537
Bannock County,Idaho,16,005,11363
Bear Lake County,Idaho,16,007,912
Benewah County,Idaho,16,009,1325
Bingham County,Idaho,16,011,6909
Blaine County,Idaho,16,013,1876
Boise County,Idaho,16,015,1072
Bonner County,Idaho,16,017,6559
Bonneville County,Idaho,16,019,11998
Boundary County,Idaho,16,021,1705
Butte County,Idaho,16,023,397
Camas County,Idaho,16,025,188
Canyon County,Idaho,16,027,36459
Caribou County,Idaho,16,029,515
Cassia County,Idaho,16,031,3608
Clearwater County,Idaho,16,035,889
Custer County,Idaho,16,037,801
Elmore County,Idaho,16,039,4036
Franklin County,Idaho,16,041,1495
Fremont County,Idaho,16,043,1367
Gem County,Idaho,16,045,2943
Gooding County,Idaho,16,047,3098
Idaho County,Idaho,16,049,3019
Jefferson County,Idaho,16,051,2833
Jerome County,Idaho,16,053,4078
Kootenai County,Idaho,16,055,17645
Latah County,Idaho,16,057,7474
Lemhi County,Idaho,16,059,1647
Lewis County,Idaho,16,061,648
Lincoln County,Idaho,16,063,789
Madison County,Idaho,16,065,13047
Minidoka County,Idaho,16,067,2952
Nez Perce County,Idaho,16,069,4441
Oneida County,Idaho,16,071,636
Owyhee County,Idaho,16,073,2863
Payette County,Idaho,16,075,4297
Power County,Idaho,16,077,956
Shoshone County,Idaho,16,079,2093
Teton County,Idaho,16,081,840
Twin Falls County,Idaho,16,083,11628
Valley County,Idaho,16,085,994
Washington County,Idaho,16,087,1480
Adams County,Illinois,17,001,8819
Alexander County,Illinois,17,003,2400
Bond County,Illinois,17,005,2266
Boone County,Illinois,17,007,5405
Brown County,Illinois,17,009,490
Bureau County,Illinois,17,011,3813
Calhoun County,Illinois,17,013,643
Carroll County,Illinois,17,015,1883
Cass County,Illinois,17,017,2278
Champaign County,Illinois,17,019,40685
Christian County,Illinois,17,021,5236
Clark County,Illinois,17,023,1842
Clay County,Illinois,17,025,2015
Clinton County,Illinois,17,027,2759
Coles County,Illinois,17,029,10818
Cook County,Illinois,17,031,839805
Crawford County,Illinois,17,033,2846
Cumberland County,Illinois,17,035,1451
DeKalb County,Illinois,17,037,16432
De Witt County,Illinois,17,039,1668
Douglas County,Illinois,17,041,1987
DuPage County,Illinois,17,043,59962
Edgar County,Illinois,17,045,2851
Edwards County,Illinois,17,047,741
Effingham County,Illinois,17,049,3286
Fayette County,Illinois,17,051,3864
Ford County,Illinois,17,053,1347
Franklin County,Illinois,17,055,7314
Fulton County,Illinois,17,057,5105
Gallatin County,Illinois,17,059,959
Greene County,Illinois,17,061,1617
Grundy County,Illinois,17,063,4262
Hamilton County,Illinois,17,065,1067
Hancock County,Illinois,17,067,2596
Hardin County,Illinois,17,069,874
Henderson County,Illinois,17,071,745
Henry County,Illinois,17,073,4996
Iroquois County,Illinois,17,075,3399
Jackson County,Illinois,17,077,16028
Jasper County,Illinois,17,079,723
Jefferson County,Illinois,17,081,6035
Jersey County,Illinois,17,083,1750
Jo Daviess County,Illinois,17,085,2261
Johnson County,Illinois,17,087,1192
Kane County,Illinois,17,089,55713
Kankakee County,Illinois,17,091,17597
Kendall County,Illinois,17,093,4437
Knox County,Illinois,17,095,7763
Lake County,Illinois,17,097,59212
LaSalle County,Illinois,17,099,12511
Lawrence County,Illinois,17,101,1481
Lee County,Illinois,17,103,3352
Livingston County,Illinois,17,105,3697
Logan County,Illinois,17,107,3071
McDonough County,Illinois,17,109,6033
McHenry County,Illinois,17,111,22920
McLean County,Illinois,17,113,22435
Macon County,Illinois,17,115,17370
Macoupin County,Illinois,17,117,5591
Madison County,Illinois,17,119,36011
Marion County,Illinois,17,121,6195
Marshall County,Illinois,17,123,1250
Mason County,Illinois,17,125,2449
Massac County,Illinois,17,127,2407
Menard County,Illinois,17,129,1169
Mercer County,Illinois,17,131,1685
Monroe County,Illinois,17,133,1604
Montgomery County,Illinois,17,135,3554
Morgan County,Illinois,17,137,4542
Moultrie County,Illinois,17,139,1540
Ogle County,Illinois,17,141,5239
Peoria County,Illinois,17,143,30350
Perry County,Illinois,17,145,3415
Piatt County,Illinois,17,147,1043
Pike County,Illinois,17,149,2645
Pope County,Illinois,17,151,623
Pulaski County,Illinois,17,153,1360
Putnam County,Illinois,17,155,822
Randolph County,Illinois,17,157,3706
Richland County,Illinois,17,159,2247
Rock Island County,Illinois,17,161,17027
Saint Clair County,Illinois,17,163,44936
Saline County,Illinois,17,165,4460
Sangamon County,Illinois,17,167,26326
Schuyler County,Illinois,17,169,1060
Scott County,Illinois,17,171,549
Shelby County,Illinois,17,173,2219
Stark County,Illinois,17,175,706
Stephenson County,Illinois,17,177,6681
Tazewell County,Illinois,17,179,11553
Union County,Illinois,17,181,3419
Vermilion County,Illinois,17,183,15010
Wabash County,Illinois,17,185,1517
Warren County,Illinois,17,187,2530
Washington County,Illinois,17,189,1418
Wayne County,Illinois,17,191,2144
White County,Illinois,17,193,2223
Whiteside County,Illinois,17,195,6996
Will County,Illinois,17,197,51461
Williamson County,Illinois,17,199,10606
Winnebago County,Illinois,17,201,49304
Woodford County,Illinois,17,203,2766
Adams County,Indiana,18,001,5638
Allen County,Indiana,18,003,50441
Bartholomew County,Indiana,18,005,8981
Benton County,Indiana,18,007,991
Blackford County,Indiana,18,009,2052
Boone County,Indiana,18,011,4271
Brown County,Indiana,18,013,1990
Carroll County,Indiana,18,015,2156
Cass County,Indiana,18,017,6197
Clark County,Indiana,18,019,13263
Clay County,Indiana,18,021,3774
Clinton County,Indiana,18,023,4569
Crawford County,Indiana,18,025,2071
Daviess County,Indiana,18,027,4272
Dearborn County,Indiana,18,029,3960
Decatur County,Indiana,18,031,3720
DeKalb County,Indiana,18,033,5051
Delaware County,Indiana,18,035,22883
Dubois County,Indiana,18,037,3262
Elkhart County,Indiana,18,039,31963
Fayette County,Indiana,18,041,5581
Floyd County,Indiana,18,043,8844
Fountain County,Indiana,18,045,1985
Franklin County,Indiana,18,047,3180
Fulton County,Indiana,18,049,2803
Gibson County,Indiana,18,051,4181
Grant County,Indiana,18,053,11263
Greene County,Indiana,18,055,4678
Hamilton County,Indiana,18,057,12760
Hancock County,Indiana,18,059,5330
Harrison County,Indiana,18,061,4380
Hendricks County,Indiana,18,063,6917
Henry County,Indiana,18,065,7417
Howard County,Indiana,18,067,13007
Huntington County,Indiana,18,069,4062
Jackson County,Indiana,18,071,5251
Jasper County,Indiana,18,073,2692
Jay County,Indiana,18,075,3095
Jefferson County,Indiana,18,077,3820
Jennings County,Indiana,18,079,3760
Johnson County,Indiana,18,081,12783
Knox County,Indiana,18,083,5422
Kosciusko County,Indiana,18,085,8161
LaGrange County,Indiana,18,087,5966
Lake County,Indiana,18,089,84998
LaPorte County,Indiana,18,091,15960
Lawrence County,Indiana,18,093,7541
Madison County,Indiana,18,095,20450
Marion County,Indiana,18,097,171699
Marshall County,Indiana,18,099,5960
Martin County,Indiana,18,101,1342
Miami County,Indiana,18,103,6383
Monroe County,Indiana,18,105,30899
Montgomery County,Indiana,18,107,6210
Morgan County,Indiana,18,109,7330
Newton County,Indiana,18,111,1564
Noble County,Indiana,18,113,6042
Ohio County,Indiana,18,115,519
Orange County,Indiana,18,117,3690
Owen County,Indiana,18,119,3131
Parke County,Indiana,18,121,2331
Perry County,Indiana,18,123,1750
Pike County,Indiana,18,125,1649
Porter County,Indiana,18,127,15739
Posey County,Indiana,18,129,2623
Pulaski County,Indiana,18,131,2373
Putnam County,Indiana,18,133,3541
Randolph County,Indiana,18,135,4203
Ripley County,Indiana,18,137,2910
Rush County,Indiana,18,139,2528
Saint Joseph County,Indiana,18,141,41712
Scott County,Indiana,18,143,4312
Shelby County,Indiana,18,145,5202
Spencer County,Indiana,18,147,2575
Starke County,Indiana,18,149,3787
Steuben County,Indiana,18,151,3283
Sullivan County,Indiana,18,153,2983
Switzerland County,Indiana,18,155,1860
Tippecanoe County,Indiana,18,157,33419
Tipton County,Indiana,18,159,1118
Union County,Indiana,18,161,948
Vanderburgh County,Indiana,18,163,26625
Vermillion County,Indiana,18,165,2520
Vigo County,Indiana,18,167,18678
Wabash County,Indiana,18,169,4317
