County,State,State_FIPS,County_FIPS,people_below_poverty
Autauga County,Alabama,01,001,5623
Baldwin County,Alabama,01,003,21216
Barbour County,Alabama,01,005,6203
Bibb County,Alabama,01,007,2830
Blount County,Alabama,01,009,7510
Bullock County,Alabama,01,011,2694
Butler County,Alabama,01,013,5127
Calhoun County,Alabama,01,015,22203
Chambers County,Alabama,01,017,6988
Cherokee County,Alabama,01,019,4458
Chilton County,Alabama,01,021,7887
Choctaw County,Alabama,01,023,2590
Clarke County,Alabama,01,025,7570
Clay County,Alabama,01,027,2465
Cleburne County,Alabama,01,029,2480
Coffee County,Alabama,01,031,8170
Colbert County,Alabama,01,033,8369
Conecuh County,Alabama,01,035,4071
Coosa County,Alabama,01,037,1769
Covington County,Alabama,01,039,7061
Crenshaw County,Alabama,01,041,2450
Cullman County,Alabama,01,043,13167
Dale County,Alabama,01,045,7173
Dallas County,Alabama,01,047,13881
DeKalb County,Alabama,01,049,13932
Elmore County,Alabama,01,051,8787
Escambia County,Alabama,01,053,8505
Etowah County,Alabama,01,055,17202
Fayette County,Alabama,01,057,3094
Franklin County,Alabama,01,059,6019
Geneva County,Alabama,01,061,4237
Greene County,Alabama,01,063,2785
Hale County,Alabama,01,065,3978
Henry County,Alabama,01,067,2562
Houston County,Alabama,01,069,16348
Jackson County,Alabama,01,071,9255
Jefferson County,Alabama,01,073,99549
Lamar County,Alabama,01,075,2689
Lauderdale County,Alabama,01,077,15891
Lawrence County,Alabama,01,079,4630
Lee County,Alabama,01,081,24966
Limestone County,Alabama,01,083,10158
Lowndes County,Alabama,01,085,3163
Macon County,Alabama,01,087,5141
Madison County,Alabama,01,089,37679
Marengo County,Alabama,01,091,4714
Marion County,Alabama,01,093,5345
Marshall County,Alabama,01,095,17913
Mobile County,Alabama,01,097,76987
Monroe County,Alabama,01,099,5863
Montgomery County,Alabama,01,101,41324
Morgan County,Alabama,01,103,17351
Perry County,Alabama,01,105,2807
Pickens County,Alabama,01,107,5317
Pike County,Alabama,01,109,8865
Randolph County,Alabama,01,111,4706
Russell County,Alabama,01,113,11856
Saint Clair County,Alabama,01,115,8283
Shelby County,Alabama,01,117,13681
Sumter County,Alabama,01,119,4777
Talladega County,Alabama,01,121,14395
Tallapoosa County,Alabama,01,123,7161
Tuscaloosa County,Alabama,01,125,35646
Walker County,Alabama,01,127,12407
Washington County,Alabama,01,129,3372
Wilcox County,Alabama,01,131,4328
Winston County,Alabama,01,133,4921
Anchorage Municipality,Alaska,02,020,21945
Bethel Census Area,Alaska,02,050,3080
Bristol Bay Borough,Alaska,02,060,52
Fairbanks North Star Borough,Alaska,02,090,6900
Haines Borough,Alaska,02,100,118
Juneau City and Borough,Alaska,02,110,1978
Kenai Peninsula Borough,Alaska,02,122,5015
Kodiak Island Borough,Alaska,02,150,1438
Matanuska-Susitna Borough,Alaska,02,170,8189
Nome Census Area,Alaska,02,180,2185
North Slope Borough,Alaska,02,185,1034
Sitka City and Borough,Alaska,02,220,614
Southeast Fairbanks Census Area,Alaska,02,240,677
Valdez-Cordova Census Area,Alaska,02,261,660
Wade Hampton Census Area,Alaska,02,270,2308
Northwest Arctic Borough,Alaska,02,188,1470
Aleutians East Borough,Alaska,02,013,385
Aleutians West Census Area,Alaska,02,016,716
Dillingham Census Area,Alaska,02,070,870
Lake and Peninsula Borough,Alaska,02,164,346
Denali Borough,Alaska,02,068,44
Yukon-Koyukuk Census Area,Alaska,02,290,1317
Hoonah-Angoon Census Area,Alaska,02,105,319
Skagway Municipality,Alaska,02,230,121
Yakutat City and Borough,Alaska,02,282,27
Ketchikan Gateway Borough,Alaska,02,130,1103
Petersburg Borough,Alaska,02,195,374
Prince of Wales-Hyder Census Area,Alaska,02,198,769
Wrangell City and Borough,Alaska,02,275,191
Apache County,Arizona,04,001,23863
Cochise County,Arizona,04,003,19351
Coconino County,Arizona,04,005,23048
Gila County,Arizona,04,007,9923
Graham County,Arizona,04,009,6425
Greenlee County,Arizona,04,011,1116
Maricopa County,Arizona,04,013,515030
Mohave County,Arizona,04,015,31502
Navajo County,Arizona,04,017,25493
Pima County,Arizona,04,019,154259
Pinal County,Arizona,04,021,40804
Santa Cruz County,Arizona,04,023,11519
Yavapai County,Arizona,04,025,28134
La Paz County,Arizona,04,012,4093
Yuma County,Arizona,04,027,38553
Arkansas County,Arkansas,05,001,3500
Ashley County,Arkansas,05,003,4039
Baxter County,Arkansas,05,005,6270
Benton County,Arkansas,05,007,24290
Boone County,Arkansas,05,009,5728
Bradley County,Arkansas,05,011,3519
Calhoun County,Arkansas,05,013,660
Carroll County,Arkansas,05,015,4486
Chicot County,Arkansas,05,017,3851
Clark County,Arkansas,05,019,4736
Clay County,Arkansas,05,021,3048
Cleburne County,Arkansas,05,023,4330
Cleveland County,Arkansas,05,025,1322
Columbia County,Arkansas,05,027,5309
Conway County,Arkansas,05,029,3556
Craighead County,Arkansas,05,031,17458
Crawford County,Arkansas,05,033,11080
Crittenden County,Arkansas,05,035,13603
Cross County,Arkansas,05,037,2984
Dallas County,Arkansas,05,039,1340
Desha County,Arkansas,05,041,3681
Drew County,Arkansas,05,043,4174
Faulkner County,Arkansas,05,045,15840
Franklin County,Arkansas,05,047,3219
Fulton County,Arkansas,05,049,2421
Garland County,Arkansas,05,051,16552
Grant County,Arkansas,05,053,1535
Greene County,Arkansas,05,055,6635
Hempstead County,Arkansas,05,057,5020
Hot Spring County,Arkansas,05,059,3872
Howard County,Arkansas,05,061,2999
Independence County,Arkansas,05,063,6728
Izard County,Arkansas,05,065,2430
Jackson County,Arkansas,05,067,4083
Jefferson County,Arkansas,05,069,16646
Johnson County,Arkansas,05,071,4753
Lafayette County,Arkansas,05,073,1530
Lawrence County,Arkansas,05,075,3988
Lee County,Arkansas,05,077,2642
Lincoln County,Arkansas,05,079,3027
Little River County,Arkansas,05,081,2377
Logan County,Arkansas,05,083,3218
Lonoke County,Arkansas,05,085,8208
Madison County,Arkansas,05,087,2864
Marion County,Arkansas,05,089,2582
Miller County,Arkansas,05,091,7549
Mississippi County,Arkansas,05,093,11728
Monroe County,Arkansas,05,095,1871
Montgomery County,Arkansas,05,097,1847
Nevada County,Arkansas,05,099,1806
Newton County,Arkansas,05,101,1879
Ouachita County,Arkansas,05,103,5160
Perry County,Arkansas,05,105,1570
Phillips County,Arkansas,05,107,7176
Pike County,Arkansas,05,109,2318
Poinsett County,Arkansas,05,111,6274
Polk County,Arkansas,05,113,4123
Pope County,Arkansas,05,115,10585
Prairie County,Arkansas,05,117,1320
Pulaski County,Arkansas,05,119,60727
