County,State,State_FIPS,County_FIPS,total_population_for_poverty
Monroe County,Arkansas,05,095,7757.0
Montgomery County,Arkansas,05,097,9132.0
Nevada County,Arkansas,05,099,8723.0
Newton County,Arkansas,05,101,8065.0
Ouachita County,Arkansas,05,103,25063.0
Perry County,Arkansas,05,105,10174.0
Phillips County,Arkansas,05,107,20585.0
Pike County,Arkansas,05,109,10993.0
Poinsett County,Arkansas,05,111,23795.0
Polk County,Arkansas,05,113,20311.0
Pope County,Arkansas,05,115,59513.0
Prairie County,Arkansas,05,117,8321.0
Pulaski County,Arkansas,05,119,383099.0
Randolph County,Arkansas,05,121,17438.0
Saint Francis County,Arkansas,05,123,23830.0
Saline County,Arkansas,05,125,110209.0
Scott County,Arkansas,05,127,10856.0
Searcy County,Arkansas,05,129,7942.0
Sebastian County,Arkansas,05,131,124684.0
Sevier County,Arkansas,05,133,16993.0
Sharp County,Arkansas,05,135,16752.0
Stone County,Arkansas,05,137,12417.0
Union County,Arkansas,05,139,40363.0
Van Buren County,Arkansas,05,141,16828.0
Washington County,Arkansas,05,143,204547.0
White County,Arkansas,05,145,74385.0
Woodruff County,Arkansas,05,147,6959.0
Yell County,Arkansas,05,149,21611.0
Alameda County,California,06,001,1531346.0
Alpine County,California,06,003,1184.0
Amador County,California,06,005,32932.0
Butte County,California,06,007,216592.0
Calaveras County,California,06,009,44223.0
Colusa County,California,06,011,21183.0
Contra Costa County,California,06,013,1071795.0
Del Norte County,California,06,015,24371.0
El Dorado County,California,06,017,180066.0
Fresno County,California,06,019,931998.0
Glenn County,California,06,021,27620.0
Humboldt County,California,06,023,131318.0
Imperial County,California,06,025,166407.0
Inyo County,California,06,027,17906.0
Kern County,California,06,029,824972.0
Kings County,California,06,031,133044.0
Lake County,California,06,033,63299.0
Lassen County,California,06,035,22566.0
Los Angeles County,California,06,037,9819397.0
Madera County,California,06,039,143767.0
Marin County,California,06,041,249612.0
Mariposa County,California,06,043,17779.0
Mendocino County,California,06,045,86121.0
Merced County,California,06,047,256250.0
Modoc County,California,06,049,9023.0
Mono County,California,06,051,14081.0
Monterey County,California,06,053,406132.0
Napa County,California,06,055,135571.0
Nevada County,California,06,057,97729.0
Orange County,California,06,059,3049290.0
Placer County,California,06,061,358499.0
Plumas County,California,06,063,18919.0
Riverside County,California,06,065,2232372.0
Sacramento County,California,06,067,1427006.0
San Benito County,California,06,069,56552.0
San Bernardino County,California,06,071,2029255.0
San Diego County,California,06,073,3102463.0
San Francisco County,California,06,075,815670.0
San Joaquin County,California,06,077,686706.0
San Luis Obispo County,California,06,079,258271.0
San Mateo County,California,06,081,733616.0
Santa Barbara County,California,06,083,414198.0
Santa Clara County,California,06,085,1814339.0
Santa Cruz County,California,06,087,257150.0
Shasta County,California,06,089,175832.0
Sierra County,California,06,091,2990.0
Siskiyou County,California,06,093,43724.0
Solano County,California,06,095,408529.0
Sonoma County,California,06,097,485077.0
Stanislaus County,California,06,099,516698.0
Sutter County,California,06,101,93918.0
Tehama County,California,06,103,62301.0
Trinity County,California,06,105,13309.0
Tulare County,California,06,107,445056.0
Tuolumne County,California,06,109,50714.0
Ventura County,California,06,111,824329.0
Yolo County,California,06,113,196258.0
Yuba County,California,06,115,71802.0
Alamosa County,Colorado,08,003,15025.0
Archuleta County,Colorado,08,007,11988.0
Baca County,Colorado,08,009,3615.0
Bent County,Colorado,08,011,3828.0
Chaffee County,Colorado,08,015,16980.0
Cheyenne County,Colorado,08,017,2099.0
Clear Creek County,Colorado,08,019,8944.0
Conejos County,Colorado,08,021,8178.0
Costilla County,Colorado,08,023,3578.0
Crowley County,Colorado,08,025,4012.0
Custer County,Colorado,08,027,4220.0
Delta County,Colorado,08,029,29171.0
Dolores County,Colorado,08,033,1728.0
Douglas County,Colorado,08,035,298733.0
Eagle County,Colorado,08,037,51843.0
Elbert County,Colorado,08,039,23388.0
El Paso County,Colorado,08,041,627174.0
Fremont County,Colorado,08,043,35710.0
Garfield County,Colorado,08,045,55605.0
Gilpin County,Colorado,08,047,5506.0
Grand County,Colorado,08,049,14395.0
Gunnison County,Colorado,08,051,14551.0
Huerfano County,Colorado,08,055,6176.0
Jackson County,Colorado,08,057,1377.0
Kiowa County,Colorado,08,061,1380.0
Kit Carson County,Colorado,08,063,7307.0
Lake County,Colorado,08,065,7163.0
La Plata County,Colorado,08,067,50563.0
Larimer County,Colorado,08,069,302954.0
Las Animas County,Colorado,08,071,14218.0
Lincoln County,Colorado,08,073,3806.0
Logan County,Colorado,08,075,21528.0
Mesa County,Colorado,08,077,144055.0
Moffat County,Colorado,08,081,13016.0
Montezuma County,Colorado,08,083,25223.0
Montrose County,Colorado,08,085,40300.0
Morgan County,Colorado,08,087,27654.0
Otero County,Colorado,08,089,18042.0
Ouray County,Colorado,08,091,4521.0
Park County,Colorado,08,093,16055.0
Phillips County,Colorado,08,095,4317.0
Pitkin County,Colorado,08,097,17231.0
Prowers County,Colorado,08,099,11993.0
Pueblo County,Colorado,08,101,156001.0
Rio Blanco County,Colorado,08,103,6463.0
Rio Grande County,Colorado,08,105,11479.0
Routt County,Colorado,08,107,23120.0
Saguache County,Colorado,08,109,6172.0
San Miguel County,Colorado,08,113,7568.0
Sedgwick County,Colorado,08,115,2322.0
Summit County,Colorado,08,117,28369.0
Teller County,Colorado,08,119,23109.0
Washington County,Colorado,08,121,4487.0
Yuma County,Colorado,08,125,9967.0
Adams County,Colorado,08,001,456829.0
Arapahoe County,Colorado,08,005,591806.0
Boulder County,Colorado,08,013,295264.0
Broomfield County,Colorado,08,014,58659.0
Denver County,Colorado,08,031,621206.0
Jefferson County,Colorado,08,059,537249.0
Weld County,Colorado,08,123,258081.0
Fairfield County,Connecticut,09,001,916013.0
Hartford County,Connecticut,09,003,872334.0
Litchfield County,Connecticut,09,005,184972.0
Middlesex County,Connecticut,09,007,159980.0
New Haven County,Connecticut,09,009,836739.0
New London County,Connecticut,09,011,261570.0
Tolland County,Connecticut,09,013,136425.0
Windham County,Connecticut,09,015,113082.0
Kent County,Delaware,10,001,162184.0
New Castle County,Delaware,10,003,529053.0
Sussex County,Delaware,10,005,200256.0
Alachua County,Florida,12,001,236834.0
Baker County,Florida,12,003,24322.0
Bay County,Florida,12,005,169511.0
Bradford County,Florida,12,007,23833.0
Brevard County,Florida,12,009,541773.0
Broward County,Florida,12,011,1800091.0
Calhoun County,Florida,12,013,12542.0
Charlotte County,Florida,12,015,159806.0
Citrus County,Florida,12,017,137082.0
Clay County,Florida,12,019,193171.0
Collier County,Florida,12,021,331173.0
Columbia County,Florida,12,023,63145.0
Miami-Dade County,Florida,12,086,2557255.0
DeSoto County,Florida,12,027,32678.0
Dixie County,Florida,12,029,14775.0
Duval County,Florida,12,031,861507.0
Escambia County,Florida,12,033,283787.0
Flagler County,Florida,12,035,98168.0
Franklin County,Florida,12,037,9711.0
Gadsden County,Florida,12,039,44508.0
Gilchrist County,Florida,12,041,15708.0
Glades County,Florida,12,043,11876.0
Gulf County,Florida,12,045,13507.0
Hamilton County,Florida,12,047,11124.0
Hardee County,Florida,12,049,25716.0
Hendry County,Florida,12,051,36371.0
Hernando County,Florida,12,053,170992.0
Highlands County,Florida,12,055,97026.0
Hillsborough County,Florida,12,057,1259727.0
Holmes County,Florida,12,059,17735.0
Indian River County,Florida,12,061,139365.0
Jackson County,Florida,12,063,41247.0
Jefferson County,Florida,12,065,12161.0
Lafayette County,Florida,12,067,7299.0
Lake County,Florida,12,069,300927.0
Lee County,Florida,12,071,637614.0
Leon County,Florida,12,073,267754.0
Levy County,Florida,12,075,39266.0
Liberty County,Florida,12,077,6702.0
Madison County,Florida,12,079,16749.0
Manatee County,Florida,12,081,331752.0
Marion County,Florida,12,083,325876.0
Martin County,Florida,12,085,146697.0
Monroe County,Florida,12,087,73684.0
Nassau County,Florida,12,089,73884.0
Okaloosa County,Florida,12,091,183452.0
Okeechobee County,Florida,12,093,36405.0
Orange County,Florida,12,095,1169707.0
Osceola County,Florida,12,097,286686.0
Palm Beach County,Florida,12,099,1340577.0
Pasco County,Florida,12,101,465057.0
Pinellas County,Florida,12,103,910121.0
Polk County,Florida,12,105,602537.0
Putnam County,Florida,12,107,71707.0
Saint Johns County,Florida,12,109,201030.0
Saint Lucie County,Florida,12,111,281006.0
Santa Rosa County,Florida,12,113,152978.0
Sarasota County,Florida,12,115,381358.0
Seminole County,Florida,12,117,428394.0
Sumter County,Florida,12,119,94389.0
Suwannee County,Florida,12,121,41923.0
Taylor County,Florida,12,123,19002.0
Union County,Florida,12,125,10322.0
Volusia County,Florida,12,127,488045.0
Wakulla County,Florida,12,129,27407.0
Walton County,Florida,12,131,55542.0
Washington County,Florida,12,133,22139.0
Appling County,Georgia,13,001,17971.0
Atkinson County,Georgia,13,003,8260.0
Bacon County,Georgia,13,005,10679.0
Baker County,Georgia,13,007,3316.0
Baldwin County,Georgia,13,009,42239.0
Banks County,Georgia,13,011,18268.0
Barrow County,Georgia,13,013,70333.0
Bartow County,Georgia,13,015,99760.0
Ben Hill County,Georgia,13,017,17176.0
Berrien County,Georgia,13,019,18774.0
Bibb County,Georgia,13,021,148562.0
Bleckley County,Georgia,13,023,11325.0
Brantley County,Georgia,13,025,18349.0
Brooks County,Georgia,13,027,15556.0
Bryan County,Georgia,13,029,32014.0
Bulloch County,Georgia,13,031,66468.0
Burke County,Georgia,13,033,22822.0
Butts County,Georgia,13,035,20841.0
Calhoun County,Georgia,13,037,4989.0
Camden County,Georgia,13,039,49536.0
Candler County,Georgia,13,043,10712.0
Carroll County,Georgia,13,045,107852.0
Catoosa County,Georgia,13,047,64362.0
Charlton County,Georgia,13,049,11607.0
Chatham County,Georgia,13,051,263998.0
Chattahoochee County,Georgia,13,053,8667.0
Chattooga County,Georgia,13,055,23479.0
Cherokee County,Georgia,13,057,220235.0
Clarke County,Georgia,13,059,109100.0
Clay County,Georgia,13,061,3052.0
Clayton County,Georgia,13,063,259038.0
Clinch County,Georgia,13,065,6658.0
Cobb County,Georgia,13,067,698804.0
Coffee County,Georgia,13,069,39381.0
Colquitt County,Georgia,13,071,44974.0
Columbia County,Georgia,13,073,131606.0
Cook County,Georgia,13,075,16886.0
Coweta County,Georgia,13,077,130629.0
Crawford County,Georgia,13,079,12358.0
Crisp County,Georgia,13,081,22881.0
Dade County,Georgia,13,083,15271.0
Dawson County,Georgia,13,085,22169.0
Decatur County,Georgia,13,087,26278.0
DeKalb County,Georgia,13,089,692359.0
Dodge County,Georgia,13,091,19292.0
Dooly County,Georgia,13,093,12377.0
Dougherty County,Georgia,13,095,90448.0
Douglas County,Georgia,13,097,133275.0
Early County,Georgia,13,099,10433.0
Echols County,Georgia,13,101,4014.0
Effingham County,Georgia,13,103,53123.0
Elbert County,Georgia,13,105,19429.0
Emanuel County,Georgia,13,107,21820.0
Evans County,Georgia,13,109,10343.0
Fannin County,Georgia,13,111,23327.0
Fayette County,Georgia,13,113,107261.0
Floyd County,Georgia,13,115,92146.0
Forsyth County,Georgia,13,117,188464.0
Franklin County,Georgia,13,119,21350.0
Fulton County,Georgia,13,121,936411.0
Gilmer County,Georgia,13,123,28133.0
Glascock County,Georgia,13,125,2977.0
Glynn County,Georgia,13,127,79476.0
Gordon County,Georgia,13,129,54720.0
Grady County,Georgia,13,131,24862.0
Greene County,Georgia,13,133,16022.0
Gwinnett County,Georgia,13,135,835503.0
Habersham County,Georgia,13,137,40447.0
Hall County,Georgia,13,139,181962.0
Hancock County,Georgia,13,141,7250.0
Haralson County,Georgia,13,143,28111.0
Harris County,Georgia,13,145,32053.0
Hart County,Georgia,13,147,24598.0
Heard County,Georgia,13,149,11516.0
Henry County,Georgia,13,151,207229.0
Houston County,Georgia,13,153,143742.0
Irwin County,Georgia,13,155,8842.0
Jackson County,Georgia,13,157,60311.0
Jasper County,Georgia,13,159,13524.0
Jeff Davis County,Georgia,13,161,14882.0
Jefferson County,Georgia,13,163,15994.0
Jenkins County,Georgia,13,165,8684.0
Johnson County,Georgia,13,167,9020.0
Jones County,Georgia,13,169,28438.0
Lamar County,Georgia,13,171,16820.0
Lanier County,Georgia,13,173,10036.0
Laurens County,Georgia,13,175,46852.0
Lee County,Georgia,13,177,27496.0
Liberty County,Georgia,13,179,62188.0
Lincoln County,Georgia,13,181,7719.0
Long County,Georgia,13,183,15741.0
Lowndes County,Georgia,13,185,108281.0
Lumpkin County,Georgia,13,187,29241.0
McDuffie County,Georgia,13,189,21222.0
McIntosh County,Georgia,13,191,14038.0
Macon County,Georgia,13,193,12566.0
Madison County,Georgia,13,195,27968.0
Marion County,Georgia,13,197,8644.0
Meriwether County,Georgia,13,199,20979.0
Miller County,Georgia,13,201,5844.0
Mitchell County,Georgia,13,205,20955.0
Monroe County,Georgia,13,207,25463.0
Montgomery County,Georgia,13,209,8194.0
Morgan County,Georgia,13,211,17668.0
Murray County,Georgia,13,213,38911.0
Muscogee County,Georgia,13,215,186922.0
Newton County,Georgia,13,217,99793.0
Oconee County,Georgia,13,219,33525.0
Oglethorpe County,Georgia,13,221,14538.0
Paulding County,Georgia,13,223,144659.0
Peach County,Georgia,13,225,25177.0
Pickens County,Georgia,13,227,29224.0
Pierce County,Georgia,13,229,18662.0
Pike County,Georgia,13,231,17457.0
Polk County,Georgia,13,233,40712.0
Pulaski County,Georgia,13,235,10161.0
Putnam County,Georgia,13,237,20988.0
Quitman County,Georgia,13,239,2407.0
Rabun County,Georgia,13,241,16083.0
Randolph County,Georgia,13,243,7150.0
Richmond County,Georgia,13,245,192808.0
Rockdale County,Georgia,13,247,85211.0
Schley County,Georgia,13,249,5033.0
Screven County,Georgia,13,251,13899.0
Seminole County,Georgia,13,253,8692.0
Spalding County,Georgia,13,255,62723.0
Stephens County,Georgia,13,257,24868.0
Stewart County,Georgia,13,259,4671.0
Sumter County,Georgia,13,261,29738.0
Talbot County,Georgia,13,263,6560.0
Taliaferro County,Georgia,13,265,1682.0
Tattnall County,Georgia,13,267,19878.0
Taylor County,Georgia,13,269,8240.0
Telfair County,Georgia,13,271,12678.0
Terrell County,Georgia,13,273,8916.0
Thomas County,Georgia,13,275,43711.0
Tift County,Georgia,13,277,38818.0
Toombs County,Georgia,13,279,26857.0
Towns County,Georgia,13,281,9869.0
Treutlen County,Georgia,13,283,6330.0
Troup County,Georgia,13,285,66552.0
Turner County,Georgia,13,287,8151.0
Twiggs County,Georgia,13,289,8504.0
Union County,Georgia,13,291,21097.0
Upson County,Georgia,13,293,26078.0
Walker County,Georgia,13,295,66648.0
Walton County,Georgia,13,297,84410.0
Ware County,Georgia,13,299,33375.0
Warren County,Georgia,13,301,5546.0
Washington County,Georgia,13,303,19272.0
Wayne County,Georgia,13,305,27922.0
Webster County,Georgia,13,307,2733.0
Wheeler County,Georgia,13,309,3744.0
White County,Georgia,13,311,27137.0
Whitfield County,Georgia,13,313,101923.0
Wilcox County,Georgia,13,315,6999.0
Wilkes County,Georgia,13,317,9930.0
Wilkinson County,Georgia,13,319,9343.0
Worth County,Georgia,13,321,21185.0
Hawaii County,Hawaii,15,001,186418.0
Honolulu County,Hawaii,15,003,944550.0
Kauai County,Hawaii,15,007,67669.0
Kalawao County,Hawaii,15,005,68.0
Maui County,Hawaii,15,009,156670.0
Ada County,Idaho,16,001,401250.0
Adams County,Idaho,16,003,3873.0
Bannock County,Idaho,16,005,81074.0
Bear Lake County,Idaho,16,007,5888.0
Benewah County,Idaho,16,009,9030.0
Bingham County,Idaho,16,011,45249.0
Blaine County,Idaho,16,013,21193.0
Boise County,Idaho,16,015,6822.0
Bonner County,Idaho,16,017,40240.0
Bonneville County,Idaho,16,019,105564.0
Boundary County,Idaho,16,021,10737.0
Butte County,Idaho,16,023,2679.0
Camas County,Idaho,16,025,1155.0
Canyon County,Idaho,16,027,192099.0
Caribou County,Idaho,16,029,6701.0
Cassia County,Idaho,16,031,22770.0
Clearwater County,Idaho,16,035,7644.0
Custer County,Idaho,16,037,4232.0
Elmore County,Idaho,16,039,25355.0
Franklin County,Idaho,16,041,12790.0
Fremont County,Idaho,16,043,12364.0
Gem County,Idaho,16,045,16545.0
Gooding County,Idaho,16,047,14998.0
Idaho County,Idaho,16,049,15815.0
Jefferson County,Idaho,16,051,26486.0
Jerome County,Idaho,16,053,22459.0
Kootenai County,Idaho,16,055,141098.0
Latah County,Idaho,16,057,34852.0
Lemhi County,Idaho,16,059,7685.0
Lewis County,Idaho,16,061,3742.0
Lincoln County,Idaho,16,063,5177.0
Madison County,Idaho,16,065,36822.0
Minidoka County,Idaho,16,067,20013.0
Nez Perce County,Idaho,16,069,38708.0
Oneida County,Idaho,16,071,4210.0
Owyhee County,Idaho,16,073,11274.0
Payette County,Idaho,16,075,22304.0
Power County,Idaho,16,077,7675.0
Shoshone County,Idaho,16,079,12140.0
Teton County,Idaho,16,081,10191.0
Twin Falls County,Idaho,16,083,77248.0
Valley County,Idaho,16,085,9514.0
Washington County,Idaho,16,087,9887.0
Adams County,Illinois,17,001,65416.0
Alexander County,Illinois,17,003,7508.0
Bond County,Illinois,17,005,15880.0
Boone County,Illinois,17,007,53589.0
Brown County,Illinois,17,009,5236.0
Bureau County,Illinois,17,011,33828.0
Calhoun County,Illinois,17,013,4861.0
Carroll County,Illinois,17,015,14764.0
Cass County,Illinois,17,017,13200.0
Champaign County,Illinois,17,019,187957.0
Christian County,Illinois,17,021,32482.0
Clark County,Illinois,17,023,15861.0
Clay County,Illinois,17,025,13363.0
Clinton County,Illinois,17,027,35992.0
Coles County,Illinois,17,029,49421.0
Cook County,Illinois,17,031,5145839.0
Crawford County,Illinois,17,033,18417.0
Cumberland County,Illinois,17,035,10763.0
DeKalb County,Illinois,17,037,98258.0
De Witt County,Illinois,17,039,16124.0
Douglas County,Illinois,17,041,19631.0
DuPage County,Illinois,17,043,913575.0
Edgar County,Illinois,17,045,17845.0
Edwards County,Illinois,17,047,6652.0
Effingham County,Illinois,17,049,33586.0
Fayette County,Illinois,17,051,20513.0
Ford County,Illinois,17,053,13437.0
Franklin County,Illinois,17,055,39065.0
Fulton County,Illinois,17,057,34268.0
Gallatin County,Illinois,17,059,5420.0
Greene County,Illinois,17,061,13277.0
Grundy County,Illinois,17,063,49696.0
Hamilton County,Illinois,17,065,8235.0
Hancock County,Illinois,17,067,18558.0
Hardin County,Illinois,17,069,4165.0
Henderson County,Illinois,17,071,6992.0
Henry County,Illinois,17,073,49107.0
Iroquois County,Illinois,17,075,28674.0
Jackson County,Illinois,17,077,55427.0
Jasper County,Illinois,17,079,9547.0
Jefferson County,Illinois,17,081,36669.0
Jersey County,Illinois,17,083,21790.0
Jo Daviess County,Illinois,17,085,22183.0
Johnson County,Illinois,17,087,10690.0
Kane County,Illinois,17,089,515192.0
Kankakee County,Illinois,17,091,108284.0
Kendall County,Illinois,17,093,117561.0
Knox County,Illinois,17,095,48334.0
Lake County,Illinois,17,097,685551.0
LaSalle County,Illinois,17,099,109636.0
Lawrence County,Illinois,17,101,11142.0
Lee County,Illinois,17,103,32536.0
Livingston County,Illinois,17,105,34211.0
Logan County,Illinois,17,107,23408.0
McDonough County,Illinois,17,109,27563.0
McHenry County,Illinois,17,111,306093.0
McLean County,Illinois,17,113,164180.0
Macon County,Illinois,17,115,106173.0
Macoupin County,Illinois,17,117,45981.0
Madison County,Illinois,17,119,262416.0
Marion County,Illinois,17,121,37773.0
Marshall County,Illinois,17,123,12021.0
Mason County,Illinois,17,125,14057.0
Massac County,Illinois,17,127,14921.0
Menard County,Illinois,17,129,12451.0
Mercer County,Illinois,17,131,15965.0
Monroe County,Illinois,17,133,33039.0
Montgomery County,Illinois,17,135,24149.0
Morgan County,Illinois,17,137,32310.0
Moultrie County,Illinois,17,139,14496.0
Ogle County,Illinois,17,141,51873.0
Peoria County,Illinois,17,143,181539.0
Perry County,Illinois,17,145,19888.0
Piatt County,Illinois,17,147,16378.0
Pike County,Illinois,17,149,15661.0
Pope County,Illinois,17,151,4155.0
Pulaski County,Illinois,17,153,5903.0
Putnam County,Illinois,17,155,5889.0
Randolph County,Illinois,17,157,29661.0
Richland County,Illinois,17,159,15815.0
Rock Island County,Illinois,17,161,142124.0
Saint Clair County,Illinois,17,163,264074.0
Saline County,Illinois,17,165,24079.0
Sangamon County,Illinois,17,167,194822.0
Schuyler County,Illinois,17,169,7335.0
Scott County,Illinois,17,171,5092.0
Shelby County,Illinois,17,173,21905.0
Stark County,Illinois,17,175,5739.0
Stephenson County,Illinois,17,177,46102.0
Tazewell County,Illinois,17,179,133148.0
Union County,Illinois,17,181,17328.0
Vermilion County,Illinois,17,183,78162.0
Wabash County,Illinois,17,185,11608.0
Warren County,Illinois,17,187,16518.0
Washington County,Illinois,17,189,14260.0
Wayne County,Illinois,17,191,16502.0
White County,Illinois,17,193,14161.0
Whiteside County,Illinois,17,195,56483.0
Will County,Illinois,17,197,673349.0
Williamson County,Illinois,17,199,64811.0
Winnebago County,Illinois,17,201,286710.0
Woodford County,Illinois,17,203,37861.0
Adams County,Indiana,18,001,33924.0
Allen County,Indiana,18,003,354586.0
