County,State,State_FIPS,County_FIPS,people_below_poverty
Randolph County,Arkansas,05,121,3809
Saint Francis County,Arkansas,05,123,6816
Saline County,Arkansas,05,125,9315
Scott County,Arkansas,05,127,2188
Searcy County,Arkansas,05,129,2090
Sebastian County,Arkansas,05,131,26454
Sevier County,Arkansas,05,133,4125
Sharp County,Arkansas,05,135,4062
Stone County,Arkansas,05,137,3164
Union County,Arkansas,05,139,8734
Van Buren County,Arkansas,05,141,4120
Washington County,Arkansas,05,143,41531
White County,Arkansas,05,145,12914
Woodruff County,Arkansas,05,147,1708
Yell County,Arkansas,05,149,4927
Alameda County,California,06,001,188501
Alpine County,California,06,003,184
Amador County,California,06,005,4150
Butte County,California,06,007,43942
Calaveras County,California,06,009,4849
Colusa County,California,06,011,2635
Contra Costa County,California,06,013,111173
Del Norte County,California,06,015,5406
El Dorado County,California,06,017,16206
Fresno County,California,06,019,239584
Glenn County,California,06,021,5198
Humboldt County,California,06,023,26600
Imperial County,California,06,025,38286
Inyo County,California,06,027,2309
Kern County,California,06,029,186811
Kings County,California,06,031,28019
Lake County,California,06,033,15860
Lassen County,California,06,035,3953
Los Angeles County,California,06,037,1737224
Madera County,California,06,039,32604
Marin County,California,06,041,19121
Mariposa County,California,06,043,2876
Mendocino County,California,06,045,17221
Merced County,California,06,047,64490
Modoc County,California,06,049,1917
Mono County,California,06,051,1197
Monterey County,California,06,053,68185
Napa County,California,06,055,13563
Nevada County,California,06,057,11696
Orange County,California,06,059,373049
Placer County,California,06,061,30850
Plumas County,California,06,063,2917
Riverside County,California,06,065,355511
Sacramento County,California,06,067,248304
San Benito County,California,06,069,6639
San Bernardino County,California,06,071,375280
San Diego County,California,06,073,441648
San Francisco County,California,06,075,108306
San Joaquin County,California,06,077,123115
San Luis Obispo County,California,06,079,36588
San Mateo County,California,06,081,54905
Santa Barbara County,California,06,083,65740
Santa Clara County,California,06,085,181376
Santa Cruz County,California,06,087,37239
Shasta County,California,06,089,30575
Sierra County,California,06,091,599
Siskiyou County,California,06,093,9216
Solano County,California,06,095,52358
Sonoma County,California,06,097,57048
Stanislaus County,California,06,099,104173
Sutter County,California,06,101,15596
Tehama County,California,06,103,12271
Trinity County,California,06,105,2579
Tulare County,California,06,107,115313
Tuolumne County,California,06,109,7411
Ventura County,California,06,111,90471
Yolo County,California,06,113,37188
Yuba County,California,06,115,15392
Alamosa County,Colorado,08,003,3924
Archuleta County,Colorado,08,007,1161
Baca County,Colorado,08,009,551
Bent County,Colorado,08,011,782
Chaffee County,Colorado,08,015,1358
Cheyenne County,Colorado,08,017,154
Clear Creek County,Colorado,08,019,909
Conejos County,Colorado,08,021,1585
Costilla County,Colorado,08,023,784
Crowley County,Colorado,08,025,1157
Custer County,Colorado,08,027,613
Delta County,Colorado,08,029,4576
Dolores County,Colorado,08,033,253
Douglas County,Colorado,08,035,11248
Eagle County,Colorado,08,037,5666
Elbert County,Colorado,08,039,1503
El Paso County,Colorado,08,041,76520
Fremont County,Colorado,08,043,6262
Garfield County,Colorado,08,045,6598
Gilpin County,Colorado,08,047,589
Grand County,Colorado,08,049,1602
Gunnison County,Colorado,08,051,2545
Huerfano County,Colorado,08,055,1265
Jackson County,Colorado,08,057,121
Kiowa County,Colorado,08,061,243
Kit Carson County,Colorado,08,063,1027
Lake County,Colorado,08,065,1032
La Plata County,Colorado,08,067,5687
Larimer County,Colorado,08,069,41846
Las Animas County,Colorado,08,071,2599
Lincoln County,Colorado,08,073,532
Logan County,Colorado,08,075,3788
Mesa County,Colorado,08,077,21157
Moffat County,Colorado,08,081,1515
Montezuma County,Colorado,08,083,4831
Montrose County,Colorado,08,085,6484
Morgan County,Colorado,08,087,3679
Otero County,Colorado,08,089,4573
Ouray County,Colorado,08,091,251
Park County,Colorado,08,093,1451
Phillips County,Colorado,08,095,858
Pitkin County,Colorado,08,097,1730
Prowers County,Colorado,08,099,2808
Pueblo County,Colorado,08,101,29637
Rio Blanco County,Colorado,08,103,974
Rio Grande County,Colorado,08,105,2227
Routt County,Colorado,08,107,2094
Saguache County,Colorado,08,109,1518
San Miguel County,Colorado,08,113,793
Sedgwick County,Colorado,08,115,441
Summit County,Colorado,08,117,3836
Teller County,Colorado,08,119,1614
Washington County,Colorado,08,121,598
Yuma County,Colorado,08,125,818
Adams County,Colorado,08,001,63540
Arapahoe County,Colorado,08,005,69949
Boulder County,Colorado,08,013,41412
Broomfield County,Colorado,08,014,4032
Denver County,Colorado,08,031,116284
Jefferson County,Colorado,08,059,45991
Weld County,Colorado,08,123,37096
Fairfield County,Connecticut,09,001,82958
Hartford County,Connecticut,09,003,100947
Litchfield County,Connecticut,09,005,11970
Middlesex County,Connecticut,09,007,10207
New Haven County,Connecticut,09,009,103599
New London County,Connecticut,09,011,22772
Tolland County,Connecticut,09,013,8950
Windham County,Connecticut,09,015,12945
Kent County,Delaware,10,001,20720
New Castle County,Delaware,10,003,56494
Sussex County,Delaware,10,005,26419
Alachua County,Florida,12,001,58496
Baker County,Florida,12,003,4252
Bay County,Florida,12,005,24583
Bradford County,Florida,12,007,4404
Brevard County,Florida,12,009,72534
Broward County,Florida,12,011,252152
Calhoun County,Florida,12,013,2956
Charlotte County,Florida,12,015,19879
Citrus County,Florida,12,017,23062
Clay County,Florida,12,019,18652
Collier County,Florida,12,021,45806
Columbia County,Florida,12,023,12587
Miami-Dade County,Florida,12,086,498751
DeSoto County,Florida,12,027,9602
Dixie County,Florida,12,029,2641
Duval County,Florida,12,031,144738
Escambia County,Florida,12,033,50783
Flagler County,Florida,12,035,15985
Franklin County,Florida,12,037,1972
Gadsden County,Florida,12,039,11814
Gilchrist County,Florida,12,041,3779
Glades County,Florida,12,043,2893
Gulf County,Florida,12,045,2209
Hamilton County,Florida,12,047,2683
Hardee County,Florida,12,049,7564
Hendry County,Florida,12,051,9648
Hernando County,Florida,12,053,26352
Highlands County,Florida,12,055,19475
Hillsborough County,Florida,12,057,208532
Holmes County,Florida,12,059,4295
Indian River County,Florida,12,061,20839
Jackson County,Florida,12,063,8280
Jefferson County,Florida,12,065,2164
Lafayette County,Florida,12,067,1510
Lake County,Florida,12,069,40870
Lee County,Florida,12,071,96549
Leon County,Florida,12,073,61553
Levy County,Florida,12,075,9348
Liberty County,Florida,12,077,1621
Madison County,Florida,12,079,3816
Manatee County,Florida,12,081,49177
Marion County,Florida,12,083,58957
Martin County,Florida,12,085,18766
Monroe County,Florida,12,087,9844
Nassau County,Florida,12,089,9207
Okaloosa County,Florida,12,091,24183
Okeechobee County,Florida,12,093,9955
Orange County,Florida,12,095,195229
Osceola County,Florida,12,097,49482
Palm Beach County,Florida,12,099,192034
Pasco County,Florida,12,101,64002
Pinellas County,Florida,12,103,127141
Polk County,Florida,12,105,108507
Putnam County,Florida,12,107,19055
Saint Johns County,Florida,12,109,18748
Saint Lucie County,Florida,12,111,51168
Santa Rosa County,Florida,12,113,18546
Sarasota County,Florida,12,115,46078
Seminole County,Florida,12,117,47668
Sumter County,Florida,12,119,10731
Suwannee County,Florida,12,121,9772
Taylor County,Florida,12,123,3232
Union County,Florida,12,125,2079
Volusia County,Florida,12,127,81484
Wakulla County,Florida,12,129,3917
Walton County,Florida,12,131,9716
Washington County,Florida,12,133,4500
Appling County,Georgia,13,001,4101
Atkinson County,Georgia,13,003,2671
Bacon County,Georgia,13,005,2031
Baker County,Georgia,13,007,1073
Baldwin County,Georgia,13,009,12514
Banks County,Georgia,13,011,3047
Barrow County,Georgia,13,013,9518
Bartow County,Georgia,13,015,16996
Ben Hill County,Georgia,13,017,6556
Berrien County,Georgia,13,019,4246
Bibb County,Georgia,13,021,37039
Bleckley County,Georgia,13,023,2665
Brantley County,Georgia,13,025,4010
Brooks County,Georgia,13,027,3756
Bryan County,Georgia,13,029,3641
Bulloch County,Georgia,13,031,20708
Burke County,Georgia,13,033,7680
Butts County,Georgia,13,035,3051
Calhoun County,Georgia,13,037,1972
Camden County,Georgia,13,039,7651
Candler County,Georgia,13,043,2762
Carroll County,Georgia,13,045,20274
Catoosa County,Georgia,13,047,8926
Charlton County,Georgia,13,049,2285
Chatham County,Georgia,13,051,49959
Chattahoochee County,Georgia,13,053,1101
Chattooga County,Georgia,13,055,5706
Cherokee County,Georgia,13,057,21292
Clarke County,Georgia,13,059,39692
Clay County,Georgia,13,061,1368
Clayton County,Georgia,13,063,61713
Clinch County,Georgia,13,065,1936
Cobb County,Georgia,13,067,88408
Coffee County,Georgia,13,069,9572
Colquitt County,Georgia,13,071,11965
Columbia County,Georgia,13,073,10571
Cook County,Georgia,13,075,3889
Coweta County,Georgia,13,077,16305
Crawford County,Georgia,13,079,2568
Crisp County,Georgia,13,081,7168
Dade County,Georgia,13,083,2448
Dawson County,Georgia,13,085,3430
Decatur County,Georgia,13,087,7167
DeKalb County,Georgia,13,089,130160
Dodge County,Georgia,13,091,3829
Dooly County,Georgia,13,093,3525
Dougherty County,Georgia,13,095,28313
Douglas County,Georgia,13,097,21227
Early County,Georgia,13,099,3324
Echols County,Georgia,13,101,1270
Effingham County,Georgia,13,103,5877
Elbert County,Georgia,13,105,4010
Emanuel County,Georgia,13,107,6396
Evans County,Georgia,13,109,2861
Fannin County,Georgia,13,111,5376
Fayette County,Georgia,13,113,8138
Floyd County,Georgia,13,115,19343
Forsyth County,Georgia,13,117,13836
Franklin County,Georgia,13,119,4024
Fulton County,Georgia,13,121,161757
Gilmer County,Georgia,13,123,6046
Glascock County,Georgia,13,125,641
Glynn County,Georgia,13,127,15148
Gordon County,Georgia,13,129,11415
Grady County,Georgia,13,131,7443
Greene County,Georgia,13,133,3547
Gwinnett County,Georgia,13,135,113986
Habersham County,Georgia,13,137,8415
Hall County,Georgia,13,139,33538
Hancock County,Georgia,13,141,2323
Haralson County,Georgia,13,143,6403
Harris County,Georgia,13,145,2542
Hart County,Georgia,13,147,6255
Heard County,Georgia,13,149,2813
Henry County,Georgia,13,151,22834
Houston County,Georgia,13,153,21483
Irwin County,Georgia,13,155,1872
Jackson County,Georgia,13,157,9540
Jasper County,Georgia,13,159,2955
Jeff Davis County,Georgia,13,161,3648
Jefferson County,Georgia,13,163,5073
Jenkins County,Georgia,13,165,2503
Johnson County,Georgia,13,167,2006
Jones County,Georgia,13,169,4699
Lamar County,Georgia,13,171,3202
Lanier County,Georgia,13,173,2636
Laurens County,Georgia,13,175,11617
Lee County,Georgia,13,177,3062
Liberty County,Georgia,13,179,11687
Lincoln County,Georgia,13,181,2071
Long County,Georgia,13,183,2895
Lowndes County,Georgia,13,185,25952
Lumpkin County,Georgia,13,187,5228
McDuffie County,Georgia,13,189,4724
McIntosh County,Georgia,13,191,2084
Macon County,Georgia,13,193,3791
Madison County,Georgia,13,195,4980
Marion County,Georgia,13,197,1758
Meriwether County,Georgia,13,199,4449
Miller County,Georgia,13,201,1354
Mitchell County,Georgia,13,205,5528
Monroe County,Georgia,13,207,3259
Montgomery County,Georgia,13,209,2023
Morgan County,Georgia,13,211,2716
Murray County,Georgia,13,213,8755
Muscogee County,Georgia,13,215,35819
Newton County,Georgia,13,217,15051
Oconee County,Georgia,13,219,3069
Oglethorpe County,Georgia,13,221,2396
Paulding County,Georgia,13,223,16303
Peach County,Georgia,13,225,6133
Pickens County,Georgia,13,227,3457
Pierce County,Georgia,13,229,3808
Pike County,Georgia,13,231,1950
Polk County,Georgia,13,233,9528
Pulaski County,Georgia,13,235,1608
Putnam County,Georgia,13,237,2934
Quitman County,Georgia,13,239,632
Rabun County,Georgia,13,241,3468
Randolph County,Georgia,13,243,1826
Richmond County,Georgia,13,245,48412
Rockdale County,Georgia,13,247,12473
Schley County,Georgia,13,249,1114
Screven County,Georgia,13,251,3795
Seminole County,Georgia,13,253,2268
Spalding County,Georgia,13,255,13491
Stephens County,Georgia,13,257,4923
Stewart County,Georgia,13,259,1558
Sumter County,Georgia,13,261,9693
Talbot County,Georgia,13,263,1450
Taliaferro County,Georgia,13,265,523
Tattnall County,Georgia,13,267,5579
Taylor County,Georgia,13,269,2343
Telfair County,Georgia,13,271,3835
Terrell County,Georgia,13,273,2813
Thomas County,Georgia,13,275,11588
Tift County,Georgia,13,277,10878
Toombs County,Georgia,13,279,7243
Towns County,Georgia,13,281,1593
Treutlen County,Georgia,13,283,1642
Troup County,Georgia,13,285,15600
Turner County,Georgia,13,287,1833
Twiggs County,Georgia,13,289,2500
Union County,Georgia,13,291,3708
Upson County,Georgia,13,293,5407
Walker County,Georgia,13,295,11157
Walton County,Georgia,13,297,11494
Ware County,Georgia,13,299,8111
Warren County,Georgia,13,301,1774
Washington County,Georgia,13,303,4852
Wayne County,Georgia,13,305,6345
Webster County,Georgia,13,307,620
Wheeler County,Georgia,13,309,1323
White County,Georgia,13,311,5400
Whitfield County,Georgia,13,313,20716
Wilcox County,Georgia,13,315,1957
Wilkes County,Georgia,13,317,2746
Wilkinson County,Georgia,13,319,2008
Worth County,Georgia,13,321,4337
Hawaii County,Hawaii,15,001,33720
Honolulu County,Hawaii,15,003,91904
Kauai County,Hawaii,15,007,7481
Kalawao County,Hawaii,15,005,10
Maui County,Hawaii,15,009,16416
Ada County,Idaho,16,001,51562
Adams County,Idaho,16,003,641
Bannock County,Idaho,16,005,12551
Bear Lake County,Idaho,16,007,763
Benewah County,Idaho,16,009,1330
Bingham County,Idaho,16,011,6860
Blaine County,Idaho,16,013,1758
Boise County,Idaho,16,015,1170
Bonner County,Idaho,16,017,6099
Bonneville County,Idaho,16,019,11890
Boundary County,Idaho,16,021,1753
Butte County,Idaho,16,023,431
Camas County,Idaho,16,025,196
Canyon County,Idaho,16,027,38508
Caribou County,Idaho,16,029,520
Cassia County,Idaho,16,031,3581
Clearwater County,Idaho,16,035,971
Custer County,Idaho,16,037,689
Elmore County,Idaho,16,039,4192
Franklin County,Idaho,16,041,1558
Fremont County,Idaho,16,043,1554
Gem County,Idaho,16,045,3010
Gooding County,Idaho,16,047,3128
Idaho County,Idaho,16,049,2756
Jefferson County,Idaho,16,051,3442
Jerome County,Idaho,16,053,4056
Kootenai County,Idaho,16,055,18693
Latah County,Idaho,16,057,7028
Lemhi County,Idaho,16,059,1802
Lewis County,Idaho,16,061,677
Lincoln County,Idaho,16,063,852
Madison County,Idaho,16,065,13057
Minidoka County,Idaho,16,067,2706
Nez Perce County,Idaho,16,069,4286
Oneida County,Idaho,16,071,679
Owyhee County,Idaho,16,073,2739
Payette County,Idaho,16,075,4469
Power County,Idaho,16,077,1069
Shoshone County,Idaho,16,079,2114
Teton County,Idaho,16,081,1169
Twin Falls County,Idaho,16,083,11479
Valley County,Idaho,16,085,907
Washington County,Idaho,16,087,1491
Adams County,Illinois,17,001,9374
Alexander County,Illinois,17,003,2399
Bond County,Illinois,17,005,2462
Boone County,Illinois,17,007,6055
Brown County,Illinois,17,009,641
Bureau County,Illinois,17,011,3955
Calhoun County,Illinois,17,013,593
Carroll County,Illinois,17,015,2038
Cass County,Illinois,17,017,1975
Champaign County,Illinois,17,019,41384
Christian County,Illinois,17,021,4873
Clark County,Illinois,17,023,1956
Clay County,Illinois,17,025,2100
Clinton County,Illinois,17,027,3184
Coles County,Illinois,17,029,10829
Cook County,Illinois,17,031,868652
Crawford County,Illinois,17,033,2688
Cumberland County,Illinois,17,035,1497
DeKalb County,Illinois,17,037,18622
De Witt County,Illinois,17,039,2259
Douglas County,Illinois,17,041,2028
DuPage County,Illinois,17,043,62913
Edgar County,Illinois,17,045,3311
Edwards County,Illinois,17,047,757
Effingham County,Illinois,17,049,3066
Fayette County,Illinois,17,051,3548
Ford County,Illinois,17,053,1416
Franklin County,Illinois,17,055,7410
Fulton County,Illinois,17,057,4566
Gallatin County,Illinois,17,059,929
Greene County,Illinois,17,061,1775
Grundy County,Illinois,17,063,4468
Hamilton County,Illinois,17,065,1413
Hancock County,Illinois,17,067,2535
Hardin County,Illinois,17,069,992
Henderson County,Illinois,17,071,799
Henry County,Illinois,17,073,5179
Iroquois County,Illinois,17,075,3922
Jackson County,Illinois,17,077,16711
Jasper County,Illinois,17,079,635
Jefferson County,Illinois,17,081,6081
Jersey County,Illinois,17,083,1668
Jo Daviess County,Illinois,17,085,2121
Johnson County,Illinois,17,087,1500
Kane County,Illinois,17,089,56796
Kankakee County,Illinois,17,091,17848
Kendall County,Illinois,17,093,5540
Knox County,Illinois,17,095,8068
Lake County,Illinois,17,097,61256
LaSalle County,Illinois,17,099,13423
Lawrence County,Illinois,17,101,1462
Lee County,Illinois,17,103,3531
Livingston County,Illinois,17,105,3533
Logan County,Illinois,17,107,3228
McDonough County,Illinois,17,109,6324
McHenry County,Illinois,17,111,23542
McLean County,Illinois,17,113,23051
Macon County,Illinois,17,115,18707
Macoupin County,Illinois,17,117,5714
Madison County,Illinois,17,119,36554
Marion County,Illinois,17,121,6897
Marshall County,Illinois,17,123,1333
Mason County,Illinois,17,125,2323
Massac County,Illinois,17,127,2458
Menard County,Illinois,17,129,1221
Mercer County,Illinois,17,131,1623
Monroe County,Illinois,17,133,1780
Montgomery County,Illinois,17,135,3444
Morgan County,Illinois,17,137,4681
Moultrie County,Illinois,17,139,1851
Ogle County,Illinois,17,141,5907
Peoria County,Illinois,17,143,31258
Perry County,Illinois,17,145,3670
Piatt County,Illinois,17,147,1022
Pike County,Illinois,17,149,2616
Pope County,Illinois,17,151,715
Pulaski County,Illinois,17,153,1118
Putnam County,Illinois,17,155,839
Randolph County,Illinois,17,157,3694
Richland County,Illinois,17,159,2271
Rock Island County,Illinois,17,161,18982
Saint Clair County,Illinois,17,163,46561
Saline County,Illinois,17,165,4595
Sangamon County,Illinois,17,167,27659
Schuyler County,Illinois,17,169,1153
Scott County,Illinois,17,171,639
Shelby County,Illinois,17,173,2583
Stark County,Illinois,17,175,643
Stephenson County,Illinois,17,177,7373
Tazewell County,Illinois,17,179,12150
Union County,Illinois,17,181,3381
Vermilion County,Illinois,17,183,15494
Wabash County,Illinois,17,185,1496
Warren County,Illinois,17,187,2614
Washington County,Illinois,17,189,1462
Wayne County,Illinois,17,191,2432
White County,Illinois,17,193,2230
Whiteside County,Illinois,17,195,6843
Will County,Illinois,17,197,53560
Williamson County,Illinois,17,199,10041
Winnebago County,Illinois,17,201,50549
Woodford County,Illinois,17,203,3316
Adams County,Indiana,18,001,6130
Allen County,Indiana,18,003,53836
Bartholomew County,Indiana,18,005,9363
Benton County,Indiana,18,007,964
Blackford County,Indiana,18,009,1978
Boone County,Indiana,18,011,4299
Brown County,Indiana,18,013,2181
Carroll County,Indiana,18,015,2123
Cass County,Indiana,18,017,6251
Clark County,Indiana,18,019,13384
Clay County,Indiana,18,021,4174
Clinton County,Indiana,18,023,4489
Crawford County,Indiana,18,025,2063
Daviess County,Indiana,18,027,4034
Dearborn County,Indiana,18,029,4453
Decatur County,Indiana,18,031,3591
DeKalb County,Indiana,18,033,5175
Delaware County,Indiana,18,035,24414
Dubois County,Indiana,18,037,3420
Elkhart County,Indiana,18,039,32619
Fayette County,Indiana,18,041,5416
Floyd County,Indiana,18,043,9853
Fountain County,Indiana,18,045,2002
Franklin County,Indiana,18,047,3102
Fulton County,Indiana,18,049,3164
Gibson County,Indiana,18,051,3736
Grant County,Indiana,18,053,11916
Greene County,Indiana,18,055,4573
Hamilton County,Indiana,18,057,14453
Hancock County,Indiana,18,059,5289
Harrison County,Indiana,18,061,5099
Hendricks County,Indiana,18,063,7334
Henry County,Indiana,18,065,7820
Howard County,Indiana,18,067,13596
Huntington County,Indiana,18,069,4281
Jackson County,Indiana,18,071,5417
Jasper County,Indiana,18,073,2476
Jay County,Indiana,18,075,3082
Jefferson County,Indiana,18,077,4123
Jennings County,Indiana,18,079,4644
Johnson County,Indiana,18,081,14733
Knox County,Indiana,18,083,4979
Kosciusko County,Indiana,18,085,9040
LaGrange County,Indiana,18,087,6112
Lake County,Indiana,18,089,87056
LaPorte County,Indiana,18,091,16942
Lawrence County,Indiana,18,093,6884
Madison County,Indiana,18,095,21487
Marion County,Indiana,18,097,182506
Marshall County,Indiana,18,099,7024
Martin County,Indiana,18,101,1480
Miami County,Indiana,18,103,5968
Monroe County,Indiana,18,105,31344
Montgomery County,Indiana,18,107,6165
Morgan County,Indiana,18,109,7838
Newton County,Indiana,18,111,1567
Noble County,Indiana,18,113,6608
Ohio County,Indiana,18,115,495
Orange County,Indiana,18,117,3477
Owen County,Indiana,18,119,2943
Parke County,Indiana,18,121,2078
Perry County,Indiana,18,123,1932
Pike County,Indiana,18,125,1592
Porter County,Indiana,18,127,16752
Posey County,Indiana,18,129,2531
Pulaski County,Indiana,18,131,1815
Putnam County,Indiana,18,133,3114
Randolph County,Indiana,18,135,4453
Ripley County,Indiana,18,137,2645
Rush County,Indiana,18,139,2621
Saint Joseph County,Indiana,18,141,45002
Scott County,Indiana,18,143,4493
Shelby County,Indiana,18,145,5641
Spencer County,Indiana,18,147,2588
Starke County,Indiana,18,149,3895
Steuben County,Indiana,18,151,3784
Sullivan County,Indiana,18,153,3407
Switzerland County,Indiana,18,155,2305
Tippecanoe County,Indiana,18,157,34870
Tipton County,Indiana,18,159,1467
Union County,Indiana,18,161,928
Vanderburgh County,Indiana,18,163,27504
Vermillion County,Indiana,18,165,2487
Vigo County,Indiana,18,167,19781
Wabash County,Indiana,18,169,4640
