County,State,State_FIPS,County_FIPS,people_below_poverty
Crittenden County,Arkansas,05,035,12834.0
Cross County,Arkansas,05,037,3355.0
Dallas County,Arkansas,05,039,1088.0
Desha County,Arkansas,05,041,3882.0
Drew County,Arkansas,05,043,5151.0
Faulkner County,Arkansas,05,045,17053.0
Franklin County,Arkansas,05,047,3512.0
Fulton County,Arkansas,05,049,2455.0
Garland County,Arkansas,05,051,20875.0
Grant County,Arkansas,05,053,1987.0
Greene County,Arkansas,05,055,7516.0
Hempstead County,Arkansas,05,057,5812.0
Hot Spring County,Arkansas,05,059,4543.0
Howard County,Arkansas,05,061,2826.0
Independence County,Arkansas,05,063,8258.0
Izard County,Arkansas,05,065,2391.0
Jackson County,Arkansas,05,067,3821.0
Jefferson County,Arkansas,05,069,16861.0
Johnson County,Arkansas,05,071,5320.0
Lafayette County,Arkansas,05,073,1874.0
Lawrence County,Arkansas,05,075,3883.0
Lee County,Arkansas,05,077,2593.0
Lincoln County,Arkansas,05,079,2771.0
Little River County,Arkansas,05,081,2058.0
Logan County,Arkansas,05,083,3697.0
Lonoke County,Arkansas,05,085,9166.0
Madison County,Arkansas,05,087,3286.0
Marion County,Arkansas,05,089,3066.0
Miller County,Arkansas,05,091,8455.0
Mississippi County,Arkansas,05,093,11865.0
Monroe County,Arkansas,05,095,2346.0
Montgomery County,Arkansas,05,097,1863.0
Nevada County,Arkansas,05,099,2563.0
Newton County,Arkansas,05,101,1644.0
Ouachita County,Arkansas,05,103,5490.0
Perry County,Arkansas,05,105,1371.0
Phillips County,Arkansas,05,107,6999.0
Pike County,Arkansas,05,109,2663.0
Poinsett County,Arkansas,05,111,5898.0
Polk County,Arkansas,05,113,4475.0
Pope County,Arkansas,05,115,11224.0
Prairie County,Arkansas,05,117,1684.0
Pulaski County,Arkansas,05,119,64811.0
Randolph County,Arkansas,05,121,3793.0
Saint Francis County,Arkansas,05,123,6589.0
Saline County,Arkansas,05,125,9968.0
Scott County,Arkansas,05,127,2111.0
Searcy County,Arkansas,05,129,1854.0
Sebastian County,Arkansas,05,131,28103.0
Sevier County,Arkansas,05,133,3845.0
Sharp County,Arkansas,05,135,3918.0
Stone County,Arkansas,05,137,3322.0
Union County,Arkansas,05,139,8587.0
Van Buren County,Arkansas,05,141,4426.0
Washington County,Arkansas,05,143,42261.0
White County,Arkansas,05,145,13489.0
Woodruff County,Arkansas,05,147,1818.0
Yell County,Arkansas,05,149,4299.0
Alameda County,California,06,001,197191.0
Alpine County,California,06,003,179.0
Amador County,California,06,005,4277.0
Butte County,California,06,007,46643.0
Calaveras County,California,06,009,5352.0
Colusa County,California,06,011,3068.0
Contra Costa County,California,06,013,114171.0
Del Norte County,California,06,015,5468.0
El Dorado County,California,06,017,18497.0
Fresno County,California,06,019,255019.0
Glenn County,California,06,021,5517.0
Humboldt County,California,06,023,27325.0
Imperial County,California,06,025,38935.0
Inyo County,California,06,027,2445.0
Kern County,California,06,029,192972.0
Kings County,California,06,031,30244.0
Lake County,California,06,033,15395.0
Lassen County,California,06,035,3856.0
Los Angeles County,California,06,037,1805868.0
Madera County,California,06,039,33290.0
Marin County,California,06,041,21917.0
Mariposa County,California,06,043,2902.0
Mendocino County,California,06,045,17395.0
Merced County,California,06,047,65552.0
Modoc County,California,06,049,1892.0
Mono County,California,06,051,704.0
Monterey County,California,06,053,69898.0
Napa County,California,06,055,13948.0
Nevada County,California,06,057,12163.0
Orange County,California,06,059,391705.0
Placer County,California,06,061,32018.0
Plumas County,California,06,063,3006.0
Riverside County,California,06,065,376737.0
Sacramento County,California,06,067,258031.0
San Benito County,California,06,069,6864.0
San Bernardino County,California,06,071,389037.0
San Diego County,California,06,073,455855.0
San Francisco County,California,06,075,108328.0
San Joaquin County,California,06,077,132986.0
San Luis Obispo County,California,06,079,38121.0
San Mateo County,California,06,081,55672.0
Santa Barbara County,California,06,083,68953.0
Santa Clara County,California,06,085,180153.0
Santa Cruz County,California,06,087,39252.0
Shasta County,California,06,089,31616.0
Sierra County,California,06,091,487.0
Siskiyou County,California,06,093,9945.0
Solano County,California,06,095,53317.0
Sonoma County,California,06,097,59716.0
Stanislaus County,California,06,099,104786.0
Sutter County,California,06,101,15824.0
Tehama County,California,06,103,11604.0
Trinity County,California,06,105,2489.0
Tulare County,California,06,107,122044.0
Tuolumne County,California,06,109,7444.0
Ventura County,California,06,111,91912.0
Yolo County,California,06,113,39333.0
Yuba County,California,06,115,15926.0
Alamosa County,Colorado,08,003,4192.0
Archuleta County,Colorado,08,007,1327.0
Baca County,Colorado,08,009,588.0
Bent County,Colorado,08,011,703.0
Chaffee County,Colorado,08,015,1480.0
Cheyenne County,Colorado,08,017,182.0
Clear Creek County,Colorado,08,019,828.0
Conejos County,Colorado,08,021,1522.0
Costilla County,Colorado,08,023,893.0
Crowley County,Colorado,08,025,1137.0
Custer County,Colorado,08,027,746.0
Delta County,Colorado,08,029,4738.0
Dolores County,Colorado,08,033,347.0
Douglas County,Colorado,08,035,12240.0
Eagle County,Colorado,08,037,5166.0
Elbert County,Colorado,08,039,1712.0
El Paso County,Colorado,08,041,78493.0
Fremont County,Colorado,08,043,6274.0
Garfield County,Colorado,08,045,6503.0
Gilpin County,Colorado,08,047,568.0
Grand County,Colorado,08,049,1736.0
Gunnison County,Colorado,08,051,2570.0
Huerfano County,Colorado,08,055,1224.0
Jackson County,Colorado,08,057,203.0
Kiowa County,Colorado,08,061,203.0
Kit Carson County,Colorado,08,063,1135.0
Lake County,Colorado,08,065,872.0
La Plata County,Colorado,08,067,5609.0
Larimer County,Colorado,08,069,41375.0
Las Animas County,Colorado,08,071,2323.0
Lincoln County,Colorado,08,073,620.0
Logan County,Colorado,08,075,3630.0
Mesa County,Colorado,08,077,22726.0
Moffat County,Colorado,08,081,1516.0
Montezuma County,Colorado,08,083,4636.0
Montrose County,Colorado,08,085,6915.0
Morgan County,Colorado,08,087,3404.0
Otero County,Colorado,08,089,4661.0
Ouray County,Colorado,08,091,334.0
Park County,Colorado,08,093,1329.0
Phillips County,Colorado,08,095,802.0
Pitkin County,Colorado,08,097,1515.0
Prowers County,Colorado,08,099,2618.0
Pueblo County,Colorado,08,101,30102.0
Rio Blanco County,Colorado,08,103,1085.0
Rio Grande County,Colorado,08,105,2311.0
Routt County,Colorado,08,107,2397.0
Saguache County,Colorado,08,109,1547.0
San Miguel County,Colorado,08,113,787.0
Sedgwick County,Colorado,08,115,362.0
Summit County,Colorado,08,117,4003.0
Teller County,Colorado,08,119,1664.0
Washington County,Colorado,08,121,580.0
Yuma County,Colorado,08,125,1012.0
Adams County,Colorado,08,001,64599.0
Arapahoe County,Colorado,08,005,68985.0
Boulder County,Colorado,08,013,43057.0
Broomfield County,Colorado,08,014,3717.0
Denver County,Colorado,08,031,113930.0
Jefferson County,Colorado,08,059,47009.0
Weld County,Colorado,08,123,34898.0
Fairfield County,Connecticut,09,001,83497.0
Hartford County,Connecticut,09,003,105547.0
Litchfield County,Connecticut,09,005,12633.0
Middlesex County,Connecticut,09,007,11022.0
New Haven County,Connecticut,09,009,106282.0
New London County,Connecticut,09,011,23856.0
Tolland County,Connecticut,09,013,8957.0
Windham County,Connecticut,09,015,12946.0
Kent County,Delaware,10,001,20938.0
New Castle County,Delaware,10,003,59580.0
Sussex County,Delaware,10,005,26583.0
Alachua County,Florida,12,001,60066.0
Baker County,Florida,12,003,4530.0
Bay County,Florida,12,005,25006.0
Bradford County,Florida,12,007,4599.0
Brevard County,Florida,12,009,76083.0
Broward County,Florida,12,011,263443.0
Calhoun County,Florida,12,013,2816.0
Charlotte County,Florida,12,015,20343.0
Citrus County,Florida,12,017,23770.0
Clay County,Florida,12,019,20352.0
Collier County,Florida,12,021,47546.0
Columbia County,Florida,12,023,12607.0
Miami-Dade County,Florida,12,086,524382.0
DeSoto County,Florida,12,027,9968.0
Dixie County,Florida,12,029,2791.0
Duval County,Florida,12,031,150319.0
Escambia County,Florida,12,033,48557.0
Flagler County,Florida,12,035,16140.0
Franklin County,Florida,12,037,2229.0
Gadsden County,Florida,12,039,12112.0
Gilchrist County,Florida,12,041,3915.0
Glades County,Florida,12,043,2885.0
Gulf County,Florida,12,045,2213.0
Hamilton County,Florida,12,047,3176.0
Hardee County,Florida,12,049,7910.0
Hendry County,Florida,12,051,9761.0
Hernando County,Florida,12,053,27409.0
Highlands County,Florida,12,055,18617.0
Hillsborough County,Florida,12,057,216127.0
Holmes County,Florida,12,059,4717.0
Indian River County,Florida,12,061,21438.0
Jackson County,Florida,12,063,8782.0
Jefferson County,Florida,12,065,2078.0
Lafayette County,Florida,12,067,1713.0
Lake County,Florida,12,069,43155.0
Lee County,Florida,12,071,102306.0
Leon County,Florida,12,073,63535.0
Levy County,Florida,12,075,9410.0
Liberty County,Florida,12,077,1344.0
Madison County,Florida,12,079,3715.0
Manatee County,Florida,12,081,49357.0
Marion County,Florida,12,083,59591.0
Martin County,Florida,12,085,17674.0
Monroe County,Florida,12,087,10240.0
Nassau County,Florida,12,089,9289.0
Okaloosa County,Florida,12,091,25218.0
Okeechobee County,Florida,12,093,10161.0
Orange County,Florida,12,095,207658.0
Osceola County,Florida,12,097,52506.0
Palm Beach County,Florida,12,099,195174.0
Pasco County,Florida,12,101,66435.0
Pinellas County,Florida,12,103,130580.0
Polk County,Florida,12,105,111170.0
Putnam County,Florida,12,107,19019.0
Saint Johns County,Florida,12,109,19504.0
Saint Lucie County,Florida,12,111,51590.0
Santa Rosa County,Florida,12,113,18673.0
Sarasota County,Florida,12,115,45071.0
Seminole County,Florida,12,117,49768.0
Sumter County,Florida,12,119,10324.0
Suwannee County,Florida,12,121,10116.0
Taylor County,Florida,12,123,2613.0
Union County,Florida,12,125,1962.0
Volusia County,Florida,12,127,85906.0
Wakulla County,Florida,12,129,3668.0
Walton County,Florida,12,131,9808.0
Washington County,Florida,12,133,4319.0
Appling County,Georgia,13,001,4044.0
Atkinson County,Georgia,13,003,2467.0
Bacon County,Georgia,13,005,2177.0
Baker County,Georgia,13,007,749.0
Baldwin County,Georgia,13,009,13545.0
Banks County,Georgia,13,011,2969.0
Barrow County,Georgia,13,013,9460.0
Bartow County,Georgia,13,015,16219.0
Ben Hill County,Georgia,13,017,6218.0
Berrien County,Georgia,13,019,4747.0
Bibb County,Georgia,13,021,39621.0
Bleckley County,Georgia,13,023,2930.0
Brantley County,Georgia,13,025,3834.0
Brooks County,Georgia,13,027,4327.0
Bryan County,Georgia,13,029,4025.0
Bulloch County,Georgia,13,031,22014.0
Burke County,Georgia,13,033,7698.0
Butts County,Georgia,13,035,3714.0
Calhoun County,Georgia,13,037,2012.0
Camden County,Georgia,13,039,6534.0
Candler County,Georgia,13,043,3103.0
Carroll County,Georgia,13,045,21455.0
Catoosa County,Georgia,13,047,8461.0
Charlton County,Georgia,13,049,2084.0
Chatham County,Georgia,13,051,51070.0
Chattahoochee County,Georgia,13,053,782.0
Chattooga County,Georgia,13,055,5606.0
Cherokee County,Georgia,13,057,22675.0
Clarke County,Georgia,13,059,38997.0
Clay County,Georgia,13,061,1398.0
Clayton County,Georgia,13,063,64277.0
Clinch County,Georgia,13,065,2306.0
Cobb County,Georgia,13,067,91080.0
Coffee County,Georgia,13,069,10255.0
Colquitt County,Georgia,13,071,12448.0
Columbia County,Georgia,13,073,12596.0
Cook County,Georgia,13,075,4245.0
Coweta County,Georgia,13,077,17013.0
Crawford County,Georgia,13,079,2138.0
Crisp County,Georgia,13,081,7261.0
Dade County,Georgia,13,083,2094.0
Dawson County,Georgia,13,085,3498.0
Decatur County,Georgia,13,087,7788.0
DeKalb County,Georgia,13,089,135640.0
Dodge County,Georgia,13,091,3779.0
Dooly County,Georgia,13,093,3451.0
Dougherty County,Georgia,13,095,29285.0
Douglas County,Georgia,13,097,21621.0
Early County,Georgia,13,099,2852.0
Echols County,Georgia,13,101,1210.0
Effingham County,Georgia,13,103,5601.0
Elbert County,Georgia,13,105,3977.0
Emanuel County,Georgia,13,107,6729.0
Evans County,Georgia,13,109,2793.0
Fannin County,Georgia,13,111,5280.0
Fayette County,Georgia,13,113,8646.0
Floyd County,Georgia,13,115,19704.0
Forsyth County,Georgia,13,117,13440.0
Franklin County,Georgia,13,119,4448.0
Fulton County,Georgia,13,121,166936.0
Gilmer County,Georgia,13,123,6026.0
Glascock County,Georgia,13,125,493.0
Glynn County,Georgia,13,127,15650.0
Gordon County,Georgia,13,129,11159.0
Grady County,Georgia,13,131,7737.0
Greene County,Georgia,13,133,4159.0
Gwinnett County,Georgia,13,135,115201.0
Habersham County,Georgia,13,137,7182.0
Hall County,Georgia,13,139,34167.0
Hancock County,Georgia,13,141,2360.0
Haralson County,Georgia,13,143,5875.0
Harris County,Georgia,13,145,2803.0
Hart County,Georgia,13,147,6049.0
Heard County,Georgia,13,149,2619.0
Henry County,Georgia,13,151,26432.0
Houston County,Georgia,13,153,23795.0
Irwin County,Georgia,13,155,1972.0
Jackson County,Georgia,13,157,9062.0
Jasper County,Georgia,13,159,2991.0
Jeff Davis County,Georgia,13,161,3648.0
Jefferson County,Georgia,13,163,5082.0
Jenkins County,Georgia,13,165,2586.0
Johnson County,Georgia,13,167,2009.0
Jones County,Georgia,13,169,4410.0
Lamar County,Georgia,13,171,3349.0
Lanier County,Georgia,13,173,3071.0
Laurens County,Georgia,13,175,12046.0
Lee County,Georgia,13,177,3267.0
Liberty County,Georgia,13,179,11310.0
Lincoln County,Georgia,13,181,1878.0
Long County,Georgia,13,183,2911.0
Lowndes County,Georgia,13,185,27375.0
Lumpkin County,Georgia,13,187,5870.0
McDuffie County,Georgia,13,189,4951.0
McIntosh County,Georgia,13,191,2538.0
Macon County,Georgia,13,193,3716.0
Madison County,Georgia,13,195,5168.0
Marion County,Georgia,13,197,1606.0
Meriwether County,Georgia,13,199,4802.0
Miller County,Georgia,13,201,1534.0
Mitchell County,Georgia,13,205,6360.0
Monroe County,Georgia,13,207,3405.0
Montgomery County,Georgia,13,209,2028.0
Morgan County,Georgia,13,211,2695.0
Murray County,Georgia,13,213,8083.0
Muscogee County,Georgia,13,215,37674.0
Newton County,Georgia,13,217,16610.0
Oconee County,Georgia,13,219,2735.0
Oglethorpe County,Georgia,13,221,2121.0
Paulding County,Georgia,13,223,18426.0
Peach County,Georgia,13,225,5721.0
Pickens County,Georgia,13,227,3511.0
Pierce County,Georgia,13,229,3732.0
Pike County,Georgia,13,231,2181.0
Polk County,Georgia,13,233,8355.0
Pulaski County,Georgia,13,235,1409.0
Putnam County,Georgia,13,237,2980.0
Quitman County,Georgia,13,239,692.0
Rabun County,Georgia,13,241,3809.0
Randolph County,Georgia,13,243,2330.0
Richmond County,Georgia,13,245,48961.0
Rockdale County,Georgia,13,247,13587.0
Schley County,Georgia,13,249,1117.0
Screven County,Georgia,13,251,3469.0
Seminole County,Georgia,13,253,1963.0
Spalding County,Georgia,13,255,14157.0
Stephens County,Georgia,13,257,4807.0
Stewart County,Georgia,13,259,1637.0
Sumter County,Georgia,13,261,9401.0
Talbot County,Georgia,13,263,1204.0
Taliaferro County,Georgia,13,265,524.0
Tattnall County,Georgia,13,267,5822.0
Taylor County,Georgia,13,269,2258.0
Telfair County,Georgia,13,271,3489.0
Terrell County,Georgia,13,273,2948.0
Thomas County,Georgia,13,275,11490.0
Tift County,Georgia,13,277,10764.0
Toombs County,Georgia,13,279,6966.0
Towns County,Georgia,13,281,1672.0
Treutlen County,Georgia,13,283,1396.0
Troup County,Georgia,13,285,14583.0
Turner County,Georgia,13,287,2022.0
Twiggs County,Georgia,13,289,2525.0
Union County,Georgia,13,291,3648.0
Upson County,Georgia,13,293,5875.0
Walker County,Georgia,13,295,11615.0
Walton County,Georgia,13,297,12450.0
Ware County,Georgia,13,299,8750.0
Warren County,Georgia,13,301,1687.0
Washington County,Georgia,13,303,5234.0
Wayne County,Georgia,13,305,6198.0
Webster County,Georgia,13,307,673.0
Wheeler County,Georgia,13,309,884.0
White County,Georgia,13,311,5152.0
Whitfield County,Georgia,13,313,20458.0
Wilcox County,Georgia,13,315,1825.0
Wilkes County,Georgia,13,317,2925.0
Wilkinson County,Georgia,13,319,1859.0
Worth County,Georgia,13,321,4351.0
Hawaii County,Hawaii,15,001,35848.0
Honolulu County,Hawaii,15,003,92129.0
Kauai County,Hawaii,15,007,7920.0
Kalawao County,Hawaii,15,005,12.0
Maui County,Hawaii,15,009,17843.0
Ada County,Idaho,16,001,51340.0
Adams County,Idaho,16,003,565.0
Bannock County,Idaho,16,005,13018.0
Bear Lake County,Idaho,16,007,779.0
Benewah County,Idaho,16,009,1405.0
Bingham County,Idaho,16,011,6277.0
Blaine County,Idaho,16,013,2290.0
Boise County,Idaho,16,015,1082.0
Bonner County,Idaho,16,017,6296.0
Bonneville County,Idaho,16,019,13361.0
Boundary County,Idaho,16,021,1752.0
Butte County,Idaho,16,023,419.0
Camas County,Idaho,16,025,207.0
Canyon County,Idaho,16,027,39272.0
Caribou County,Idaho,16,029,613.0
Cassia County,Idaho,16,031,3335.0
Clearwater County,Idaho,16,035,1018.0
Custer County,Idaho,16,037,857.0
Elmore County,Idaho,16,039,4309.0
Franklin County,Idaho,16,041,1726.0
Fremont County,Idaho,16,043,1478.0
Gem County,Idaho,16,045,2991.0
Gooding County,Idaho,16,047,3272.0
Idaho County,Idaho,16,049,2509.0
Jefferson County,Idaho,16,051,3505.0
Jerome County,Idaho,16,053,3921.0
Kootenai County,Idaho,16,055,18385.0
Latah County,Idaho,16,057,7354.0
Lemhi County,Idaho,16,059,1651.0
Lewis County,Idaho,16,061,635.0
Lincoln County,Idaho,16,063,829.0
Madison County,Idaho,16,065,13139.0
Minidoka County,Idaho,16,067,3116.0
Nez Perce County,Idaho,16,069,4537.0
Oneida County,Idaho,16,071,645.0
Owyhee County,Idaho,16,073,3093.0
Payette County,Idaho,16,075,4119.0
Power County,Idaho,16,077,1026.0
Shoshone County,Idaho,16,079,2165.0
Teton County,Idaho,16,081,1159.0
Twin Falls County,Idaho,16,083,12264.0
Valley County,Idaho,16,085,1139.0
Washington County,Idaho,16,087,1536.0
Adams County,Illinois,17,001,9415.0
Alexander County,Illinois,17,003,2761.0
Bond County,Illinois,17,005,2524.0
Boone County,Illinois,17,007,6388.0
Brown County,Illinois,17,009,521.0
Bureau County,Illinois,17,011,4069.0
Calhoun County,Illinois,17,013,578.0
Carroll County,Illinois,17,015,1940.0
Cass County,Illinois,17,017,1768.0
Champaign County,Illinois,17,019,42662.0
Christian County,Illinois,17,021,4809.0
Clark County,Illinois,17,023,2104.0
Clay County,Illinois,17,025,1852.0
Clinton County,Illinois,17,027,3340.0
Coles County,Illinois,17,029,11314.0
Cook County,Illinois,17,031,886261.0
Crawford County,Illinois,17,033,2523.0
Cumberland County,Illinois,17,035,1592.0
DeKalb County,Illinois,17,037,18496.0
De Witt County,Illinois,17,039,2042.0
Douglas County,Illinois,17,041,2193.0
DuPage County,Illinois,17,043,65317.0
Edgar County,Illinois,17,045,3164.0
Edwards County,Illinois,17,047,830.0
Effingham County,Illinois,17,049,3513.0
Fayette County,Illinois,17,051,3364.0
Ford County,Illinois,17,053,1580.0
Franklin County,Illinois,17,055,7632.0
Fulton County,Illinois,17,057,5103.0
Gallatin County,Illinois,17,059,907.0
Greene County,Illinois,17,061,2041.0
Grundy County,Illinois,17,063,4622.0
Hamilton County,Illinois,17,065,1371.0
Hancock County,Illinois,17,067,2237.0
Hardin County,Illinois,17,069,1056.0
Henderson County,Illinois,17,071,759.0
Henry County,Illinois,17,073,5299.0
Iroquois County,Illinois,17,075,4399.0
Jackson County,Illinois,17,077,17906.0
Jasper County,Illinois,17,079,628.0
Jefferson County,Illinois,17,081,6307.0
Jersey County,Illinois,17,083,1584.0
Jo Daviess County,Illinois,17,085,1988.0
Johnson County,Illinois,17,087,1617.0
Kane County,Illinois,17,089,59471.0
Kankakee County,Illinois,17,091,17207.0
Kendall County,Illinois,17,093,6830.0
Knox County,Illinois,17,095,8572.0
Lake County,Illinois,17,097,64432.0
LaSalle County,Illinois,17,099,14175.0
Lawrence County,Illinois,17,101,1450.0
Lee County,Illinois,17,103,3501.0
Livingston County,Illinois,17,105,3718.0
Logan County,Illinois,17,107,3029.0
McDonough County,Illinois,17,109,6664.0
McHenry County,Illinois,17,111,23256.0
McLean County,Illinois,17,113,24173.0
Macon County,Illinois,17,115,19262.0
Macoupin County,Illinois,17,117,5729.0
Madison County,Illinois,17,119,36365.0
Marion County,Illinois,17,121,6906.0
Marshall County,Illinois,17,123,1377.0
Mason County,Illinois,17,125,2341.0
Massac County,Illinois,17,127,2838.0
Menard County,Illinois,17,129,1208.0
Mercer County,Illinois,17,131,1736.0
Monroe County,Illinois,17,133,1786.0
Montgomery County,Illinois,17,135,3514.0
Morgan County,Illinois,17,137,4650.0
Moultrie County,Illinois,17,139,2083.0
Ogle County,Illinois,17,141,5734.0
Peoria County,Illinois,17,143,30832.0
Perry County,Illinois,17,145,3391.0
Piatt County,Illinois,17,147,1105.0
Pike County,Illinois,17,149,2393.0
Pope County,Illinois,17,151,686.0
Pulaski County,Illinois,17,153,1093.0
Putnam County,Illinois,17,155,616.0
Randolph County,Illinois,17,157,3656.0
Richland County,Illinois,17,159,2369.0
Rock Island County,Illinois,17,161,20658.0
Saint Clair County,Illinois,17,163,46912.0
Saline County,Illinois,17,165,5125.0
Sangamon County,Illinois,17,167,29045.0
Schuyler County,Illinois,17,169,1257.0
Scott County,Illinois,17,171,706.0
Shelby County,Illinois,17,173,2518.0
Stark County,Illinois,17,175,570.0
Stephenson County,Illinois,17,177,7126.0
Tazewell County,Illinois,17,179,12407.0
Union County,Illinois,17,181,3118.0
Vermilion County,Illinois,17,183,14965.0
Wabash County,Illinois,17,185,1549.0
Warren County,Illinois,17,187,2578.0
Washington County,Illinois,17,189,1750.0
Wayne County,Illinois,17,191,2533.0
White County,Illinois,17,193,2035.0
Whiteside County,Illinois,17,195,6745.0
Will County,Illinois,17,197,55275.0
Williamson County,Illinois,17,199,9877.0
Winnebago County,Illinois,17,201,50138.0
Woodford County,Illinois,17,203,3059.0
Adams County,Indiana,18,001,6237.0
Allen County,Indiana,18,003,54927.0
Bartholomew County,Indiana,18,005,9868.0
Benton County,Indiana,18,007,1163.0
Blackford County,Indiana,18,009,1965.0
Boone County,Indiana,18,011,4026.0
Brown County,Indiana,18,013,2087.0
