County,State,State_FIPS,County_FIPS,people_below_poverty
Glascock County,Georgia,13,125,339.0
Glynn County,Georgia,13,127,15773.0
Gordon County,Georgia,13,129,10466.0
Grady County,Georgia,13,131,6284.0
Greene County,Georgia,13,133,3623.0
Gwinnett County,Georgia,13,135,107267.0
Habersham County,Georgia,13,137,7114.0
Hall County,Georgia,13,139,30634.0
Hancock County,Georgia,13,141,1804.0
Haralson County,Georgia,13,143,5064.0
Harris County,Georgia,13,145,2382.0
Hart County,Georgia,13,147,4642.0
Heard County,Georgia,13,149,1975.0
Henry County,Georgia,13,151,24638.0
Houston County,Georgia,13,153,24745.0
Irwin County,Georgia,13,155,2204.0
Jackson County,Georgia,13,157,7898.0
Jasper County,Georgia,13,159,2623.0
Jeff Davis County,Georgia,13,161,3079.0
Jefferson County,Georgia,13,163,4162.0
Jenkins County,Georgia,13,165,2720.0
Johnson County,Georgia,13,167,2037.0
Jones County,Georgia,13,169,4001.0
Lamar County,Georgia,13,171,3525.0
Lanier County,Georgia,13,173,2875.0
Laurens County,Georgia,13,175,12683.0
Lee County,Georgia,13,177,3281.0
Liberty County,Georgia,13,179,9931.0
Lincoln County,Georgia,13,181,1773.0
Long County,Georgia,13,183,3530.0
Lowndes County,Georgia,13,185,27410.0
Lumpkin County,Georgia,13,187,6052.0
McDuffie County,Georgia,13,189,5503.0
McIntosh County,Georgia,13,191,2829.0
Macon County,Georgia,13,193,3364.0
Madison County,Georgia,13,195,4977.0
Marion County,Georgia,13,197,1952.0
Meriwether County,Georgia,13,199,4735.0
Miller County,Georgia,13,201,1332.0
Mitchell County,Georgia,13,205,5438.0
Monroe County,Georgia,13,207,3415.0
Montgomery County,Georgia,13,209,1593.0
Morgan County,Georgia,13,211,2374.0
Murray County,Georgia,13,213,7026.0
Muscogee County,Georgia,13,215,41295.0
Newton County,Georgia,13,217,17328.0
Oconee County,Georgia,13,219,2476.0
Oglethorpe County,Georgia,13,221,2543.0
Paulding County,Georgia,13,223,14716.0
Peach County,Georgia,13,225,4685.0
Pickens County,Georgia,13,227,2964.0
Pierce County,Georgia,13,229,3994.0
Pike County,Georgia,13,231,2148.0
Polk County,Georgia,13,233,7781.0
Pulaski County,Georgia,13,235,2143.0
Putnam County,Georgia,13,237,3425.0
Quitman County,Georgia,13,239,488.0
Rabun County,Georgia,13,241,3259.0
Randolph County,Georgia,13,243,2449.0
Richmond County,Georgia,13,245,46692.0
Rockdale County,Georgia,13,247,14232.0
Schley County,Georgia,13,249,1148.0
Screven County,Georgia,13,251,3092.0
Seminole County,Georgia,13,253,2149.0
Spalding County,Georgia,13,255,13624.0
Stephens County,Georgia,13,257,4504.0
Stewart County,Georgia,13,259,1640.0
Sumter County,Georgia,13,261,9560.0
Talbot County,Georgia,13,263,1070.0
Taliaferro County,Georgia,13,265,571.0
Tattnall County,Georgia,13,267,4553.0
Taylor County,Georgia,13,269,2285.0
Telfair County,Georgia,13,271,3608.0
Terrell County,Georgia,13,273,3047.0
Thomas County,Georgia,13,275,8580.0
Tift County,Georgia,13,277,10725.0
Toombs County,Georgia,13,279,6532.0
Towns County,Georgia,13,281,1516.0
Treutlen County,Georgia,13,283,1347.0
Troup County,Georgia,13,285,14430.0
Turner County,Georgia,13,287,2137.0
Twiggs County,Georgia,13,289,2244.0
Union County,Georgia,13,291,2788.0
Upson County,Georgia,13,293,5817.0
Walker County,Georgia,13,295,11523.0
Walton County,Georgia,13,297,11200.0
Ware County,Georgia,13,299,8240.0
Warren County,Georgia,13,301,1427.0
Washington County,Georgia,13,303,5074.0
Wayne County,Georgia,13,305,5863.0
Webster County,Georgia,13,307,509.0
Wheeler County,Georgia,13,309,1780.0
White County,Georgia,13,311,4981.0
Whitfield County,Georgia,13,313,19710.0
Wilcox County,Georgia,13,315,1491.0
Wilkes County,Georgia,13,317,2595.0
Wilkinson County,Georgia,13,319,2112.0
Worth County,Georgia,13,321,4447.0
Hawaii County,Hawaii,15,001,33703.0
Honolulu County,Hawaii,15,003,86868.0
Kauai County,Hawaii,15,007,6420.0
Kalawao County,Hawaii,15,005,10.0
Maui County,Hawaii,15,009,16147.0
Ada County,Idaho,16,001,50474.0
Adams County,Idaho,16,003,541.0
Bannock County,Idaho,16,005,14445.0
Bear Lake County,Idaho,16,007,853.0
Benewah County,Idaho,16,009,1418.0
Bingham County,Idaho,16,011,5905.0
Blaine County,Idaho,16,013,3180.0
Boise County,Idaho,16,015,782.0
Bonner County,Idaho,16,017,5752.0
Bonneville County,Idaho,16,019,12919.0
Boundary County,Idaho,16,021,2040.0
Butte County,Idaho,16,023,416.0
Camas County,Idaho,16,025,198.0
Canyon County,Idaho,16,027,34812.0
Caribou County,Idaho,16,029,633.0
Cassia County,Idaho,16,031,3393.0
Clearwater County,Idaho,16,035,1048.0
Custer County,Idaho,16,037,773.0
Elmore County,Idaho,16,039,3783.0
Franklin County,Idaho,16,041,1601.0
Fremont County,Idaho,16,043,1458.0
Gem County,Idaho,16,045,3455.0
Gooding County,Idaho,16,047,2392.0
Idaho County,Idaho,16,049,2105.0
Jefferson County,Idaho,16,051,2596.0
Jerome County,Idaho,16,053,3693.0
Kootenai County,Idaho,16,055,18668.0
Latah County,Idaho,16,057,7980.0
Lemhi County,Idaho,16,059,1306.0
Lewis County,Idaho,16,061,575.0
Lincoln County,Idaho,16,063,601.0
Madison County,Idaho,16,065,11974.0
Minidoka County,Idaho,16,067,3623.0
Nez Perce County,Idaho,16,069,5579.0
Oneida County,Idaho,16,071,535.0
Owyhee County,Idaho,16,073,2622.0
Payette County,Idaho,16,075,3468.0
Power County,Idaho,16,077,879.0
Shoshone County,Idaho,16,079,2140.0
Teton County,Idaho,16,081,888.0
Twin Falls County,Idaho,16,083,11651.0
Valley County,Idaho,16,085,1042.0
Washington County,Idaho,16,087,1549.0
Adams County,Illinois,17,001,8513.0
Alexander County,Illinois,17,003,2212.0
Bond County,Illinois,17,005,2399.0
Boone County,Illinois,17,007,5617.0
Brown County,Illinois,17,009,557.0
Bureau County,Illinois,17,011,4175.0
Calhoun County,Illinois,17,013,601.0
Carroll County,Illinois,17,015,1634.0
Cass County,Illinois,17,017,1666.0
Champaign County,Illinois,17,019,41088.0
Christian County,Illinois,17,021,4033.0
Clark County,Illinois,17,023,2232.0
Clay County,Illinois,17,025,1842.0
Clinton County,Illinois,17,027,3200.0
Coles County,Illinois,17,029,10212.0
Cook County,Illinois,17,031,821572.0
Crawford County,Illinois,17,033,2056.0
Cumberland County,Illinois,17,035,1533.0
DeKalb County,Illinois,17,037,17944.0
De Witt County,Illinois,17,039,2108.0
Douglas County,Illinois,17,041,2379.0
DuPage County,Illinois,17,043,62247.0
Edgar County,Illinois,17,045,2655.0
Edwards County,Illinois,17,047,746.0
Effingham County,Illinois,17,049,3798.0
Fayette County,Illinois,17,051,3564.0
Ford County,Illinois,17,053,2044.0
Franklin County,Illinois,17,055,7635.0
Fulton County,Illinois,17,057,5146.0
Gallatin County,Illinois,17,059,862.0
Greene County,Illinois,17,061,2306.0
Grundy County,Illinois,17,063,4669.0
Hamilton County,Illinois,17,065,1134.0
Hancock County,Illinois,17,067,2029.0
Hardin County,Illinois,17,069,676.0
Henderson County,Illinois,17,071,774.0
Henry County,Illinois,17,073,6109.0
Iroquois County,Illinois,17,075,4316.0
Jackson County,Illinois,17,077,15300.0
Jasper County,Illinois,17,079,1167.0
Jefferson County,Illinois,17,081,6733.0
Jersey County,Illinois,17,083,2009.0
Jo Daviess County,Illinois,17,085,1658.0
Johnson County,Illinois,17,087,1472.0
Kane County,Illinois,17,089,54558.0
Kankakee County,Illinois,17,091,16059.0
Kendall County,Illinois,17,093,6889.0
Knox County,Illinois,17,095,8541.0
Lake County,Illinois,17,097,58251.0
LaSalle County,Illinois,17,099,14617.0
Lawrence County,Illinois,17,101,2286.0
Lee County,Illinois,17,103,3699.0
Livingston County,Illinois,17,105,4565.0
Logan County,Illinois,17,107,2327.0
McDonough County,Illinois,17,109,6212.0
McHenry County,Illinois,17,111,22339.0
McLean County,Illinois,17,113,24110.0
Macon County,Illinois,17,115,17246.0
Macoupin County,Illinois,17,117,5962.0
Madison County,Illinois,17,119,35099.0
Marion County,Illinois,17,121,6659.0
Marshall County,Illinois,17,123,1194.0
Mason County,Illinois,17,125,1897.0
Massac County,Illinois,17,127,2635.0
Menard County,Illinois,17,129,1386.0
Mercer County,Illinois,17,131,1765.0
Monroe County,Illinois,17,133,1781.0
Montgomery County,Illinois,17,135,3916.0
Morgan County,Illinois,17,137,4611.0
Moultrie County,Illinois,17,139,1740.0
Ogle County,Illinois,17,141,5657.0
Peoria County,Illinois,17,143,28747.0
Perry County,Illinois,17,145,2766.0
Piatt County,Illinois,17,147,888.0
Pike County,Illinois,17,149,2281.0
Pope County,Illinois,17,151,531.0
Pulaski County,Illinois,17,153,966.0
Putnam County,Illinois,17,155,507.0
Randolph County,Illinois,17,157,3531.0
Richland County,Illinois,17,159,2348.0
Rock Island County,Illinois,17,161,20597.0
Saint Clair County,Illinois,17,163,44376.0
Saline County,Illinois,17,165,4920.0
Sangamon County,Illinois,17,167,30348.0
Schuyler County,Illinois,17,169,1511.0
Scott County,Illinois,17,171,738.0
Shelby County,Illinois,17,173,2630.0
Stark County,Illinois,17,175,763.0
Stephenson County,Illinois,17,177,7254.0
Tazewell County,Illinois,17,179,10556.0
Union County,Illinois,17,181,2870.0
Vermilion County,Illinois,17,183,15043.0
Wabash County,Illinois,17,185,1498.0
Warren County,Illinois,17,187,2238.0
Washington County,Illinois,17,189,1364.0
Wayne County,Illinois,17,191,2594.0
White County,Illinois,17,193,1911.0
Whiteside County,Illinois,17,195,6207.0
Will County,Illinois,17,197,50149.0
Williamson County,Illinois,17,199,9906.0
Winnebago County,Illinois,17,201,43159.0
Woodford County,Illinois,17,203,2793.0
Adams County,Indiana,18,001,6448.0
Allen County,Indiana,18,003,53204.0
Bartholomew County,Indiana,18,005,9870.0
Benton County,Indiana,18,007,1271.0
Blackford County,Indiana,18,009,1534.0
Boone County,Indiana,18,011,3820.0
Brown County,Indiana,18,013,1566.0
