County,State,State_FIPS,County_FIPS,people_below_poverty
Autauga County,Alabama,01,001,7057.0
Baldwin County,Alabama,01,003,25798.0
Barbour County,Alabama,01,005,6421.0
Bibb County,Alabama,01,007,3488.0
Blount County,Alabama,01,009,9552.0
Bullock County,Alabama,01,011,2486.0
Butler County,Alabama,01,013,5094.0
Calhoun County,Alabama,01,015,23325.0
Chambers County,Alabama,01,017,7273.0
Cherokee County,Alabama,01,019,4918.0
Chilton County,Alabama,01,021,8288.0
Choctaw County,Alabama,01,023,3093.0
Clarke County,Alabama,01,025,6107.0
Clay County,Alabama,01,027,2201.0
Cleburne County,Alabama,01,029,2508.0
Coffee County,Alabama,01,031,8581.0
Colbert County,Alabama,01,033,9406.0
Conecuh County,Alabama,01,035,4320.0
Coosa County,Alabama,01,037,2073.0
Covington County,Alabama,01,039,7515.0
Crenshaw County,Alabama,01,041,2288.0
Cullman County,Alabama,01,043,14814.0
Dale County,Alabama,01,045,9306.0
Dallas County,Alabama,01,047,14580.0
DeKalb County,Alabama,01,049,13133.0
Elmore County,Alabama,01,051,10334.0
Escambia County,Alabama,01,053,8609.0
Etowah County,Alabama,01,055,20078.0
Fayette County,Alabama,01,057,3055.0
Franklin County,Alabama,01,059,7020.0
Geneva County,Alabama,01,061,6149.0
Greene County,Alabama,01,063,3479.0
Hale County,Alabama,01,065,4011.0
Henry County,Alabama,01,067,2657.0
Houston County,Alabama,01,069,18746.0
Jackson County,Alabama,01,071,9415.0
Jefferson County,Alabama,01,073,121029.0
Lamar County,Alabama,01,075,3382.0
Lauderdale County,Alabama,01,077,16232.0
Lawrence County,Alabama,01,079,6225.0
Lee County,Alabama,01,081,34561.0
Limestone County,Alabama,01,083,12075.0
Lowndes County,Alabama,01,085,3035.0
Macon County,Alabama,01,087,4636.0
Madison County,Alabama,01,089,46436.0
Marengo County,Alabama,01,091,5244.0
Marion County,Alabama,01,093,5960.0
Marshall County,Alabama,01,095,18794.0
Mobile County,Alabama,01,097,77917.0
Monroe County,Alabama,01,099,6901.0
Montgomery County,Alabama,01,101,49918.0
Morgan County,Alabama,01,103,18936.0
Perry County,Alabama,01,105,3373.0
Pickens County,Alabama,01,107,4801.0
Pike County,Alabama,01,109,8158.0
Randolph County,Alabama,01,111,4511.0
Russell County,Alabama,01,113,12054.0
Saint Clair County,Alabama,01,115,13417.0
Shelby County,Alabama,01,117,16693.0
Sumter County,Alabama,01,119,5372.0
Talladega County,Alabama,01,121,17950.0
Tallapoosa County,Alabama,01,123,9117.0
Tuscaloosa County,Alabama,01,125,36274.0
Walker County,Alabama,01,127,14598.0
Washington County,Alabama,01,129,3200.0
Wilcox County,Alabama,01,131,4126.0
Winston County,Alabama,01,133,5157.0
Anchorage Municipality,Alaska,02,020,23914.0
Bethel Census Area,Alaska,02,050,4364.0
