County,State,State_FIPS,County_FIPS,total_population_for_poverty
Sullivan County,Indiana,18,153,19439
Switzerland County,Indiana,18,155,10299
Tippecanoe County,Indiana,18,157,156849
Tipton County,Indiana,18,159,15646
Union County,Indiana,18,161,7366
Vanderburgh County,Indiana,18,163,172393
Vermillion County,Indiana,18,165,15950
Vigo County,Indiana,18,167,98072
Wabash County,Indiana,18,169,31043
Warren County,Indiana,18,171,8393
Warrick County,Indiana,18,173,57798
Washington County,Indiana,18,175,27708
Wayne County,Indiana,18,177,66374
Wells County,Indiana,18,179,27101
White County,Indiana,18,181,24193
Whitley County,Indiana,18,183,32495
Adair County,Iowa,19,001,7540
Adams County,Iowa,19,003,3978
Allamakee County,Iowa,19,005,13942
Appanoose County,Iowa,19,007,12727
Audubon County,Iowa,19,009,5916
Benton County,Iowa,19,011,25776
Black Hawk County,Iowa,19,013,123776
Boone County,Iowa,19,015,25676
Bremer County,Iowa,19,017,22731
Buchanan County,Iowa,19,019,20737
Buena Vista County,Iowa,19,021,18780
Butler County,Iowa,19,023,14634
Calhoun County,Iowa,19,025,9077
Carroll County,Iowa,19,027,20322
Cass County,Iowa,19,029,13707
Cedar County,Iowa,19,031,18133
Cerro Gordo County,Iowa,19,033,43181
Cherokee County,Iowa,19,035,11657
Chickasaw County,Iowa,19,037,12260
Clarke County,Iowa,19,039,9043
Clay County,Iowa,19,041,16376
Clayton County,Iowa,19,043,17765
Clinton County,Iowa,19,045,48393
Crawford County,Iowa,19,047,16691
Dallas County,Iowa,19,049,63771
Davis County,Iowa,19,051,8513
Decatur County,Iowa,19,053,7653
Delaware County,Iowa,19,055,17475
Des Moines County,Iowa,19,057,39352
Dickinson County,Iowa,19,059,16379
Dubuque County,Iowa,19,061,89509
Emmet County,Iowa,19,063,9677
Fayette County,Iowa,19,065,20124
Floyd County,Iowa,19,067,15939
Franklin County,Iowa,19,069,10555
Fremont County,Iowa,19,071,7274
Greene County,Iowa,19,073,9198
Grundy County,Iowa,19,075,12254
Guthrie County,Iowa,19,077,10713
Hamilton County,Iowa,19,079,15449
Hancock County,Iowa,19,081,11182
Hardin County,Iowa,19,083,16755
Harrison County,Iowa,19,085,14635
Henry County,Iowa,19,087,19336
Howard County,Iowa,19,089,9378
Humboldt County,Iowa,19,091,9599
Ida County,Iowa,19,093,6956
Iowa County,Iowa,19,095,16002
Jackson County,Iowa,19,097,19621
Jasper County,Iowa,19,099,34887
Jefferson County,Iowa,19,101,15517
Johnson County,Iowa,19,103,120780
Jones County,Iowa,19,105,19274
Keokuk County,Iowa,19,107,10333
Kossuth County,Iowa,19,109,15293
Lee County,Iowa,19,111,34418
Linn County,Iowa,19,113,205026
Louisa County,Iowa,19,115,11379
Lucas County,Iowa,19,117,8808
Lyon County,Iowa,19,119,11358
Madison County,Iowa,19,121,15312
Mahaska County,Iowa,19,123,21689
Marion County,Iowa,19,125,31650
Marshall County,Iowa,19,127,39155
Mills County,Iowa,19,129,14728
Mitchell County,Iowa,19,131,10529
Monona County,Iowa,19,133,8972
Monroe County,Iowa,19,135,7779
Montgomery County,Iowa,19,137,10482
Muscatine County,Iowa,19,139,41972
O'Brien County,Iowa,19,141,13902
Osceola County,Iowa,19,143,6380
Page County,Iowa,19,145,14395
Palo Alto County,Iowa,19,147,9137
Plymouth County,Iowa,19,149,24569
Pocahontas County,Iowa,19,151,7203
Polk County,Iowa,19,153,417331
Pottawattamie County,Iowa,19,155,90404
Poweshiek County,Iowa,19,157,17223
Ringgold County,Iowa,19,159,5034
Sac County,Iowa,19,161,10139
Scott County,Iowa,19,163,160626
Shelby County,Iowa,19,165,11968
Sioux County,Iowa,19,167,30884
Story County,Iowa,19,169,80350
Tama County,Iowa,19,171,17340
Taylor County,Iowa,19,173,6208
Union County,Iowa,19,175,12179
Van Buren County,Iowa,19,177,7485
Wapello County,Iowa,19,179,34495
Warren County,Iowa,19,181,44141
Washington County,Iowa,19,183,21354
Wayne County,Iowa,19,185,6236
Webster County,Iowa,19,187,36351
Winnebago County,Iowa,19,189,10452
Winneshiek County,Iowa,19,191,18580
Woodbury County,Iowa,19,193,98471
Worth County,Iowa,19,195,7451
Wright County,Iowa,19,197,13019
Allen County,Kansas,20,001,12997
Anderson County,Kansas,20,003,7942
Atchison County,Kansas,20,005,15851
Barber County,Kansas,20,007,4821
Barton County,Kansas,20,009,27037
Bourbon County,Kansas,20,011,14771
Brown County,Kansas,20,013,9750
Butler County,Kansas,20,015,63222
Chase County,Kansas,20,017,2653
Chautauqua County,Kansas,20,019,3558
Cherokee County,Kansas,20,021,21171
Cheyenne County,Kansas,20,023,2707
Clark County,Kansas,20,025,2129
Clay County,Kansas,20,027,8390
Cloud County,Kansas,20,029,8803
Coffey County,Kansas,20,031,8389
Comanche County,Kansas,20,033,1845
Cowley County,Kansas,20,035,34459
Crawford County,Kansas,20,037,37163
Decatur County,Kansas,20,039,2840
Dickinson County,Kansas,20,041,19330
Doniphan County,Kansas,20,043,7318
Douglas County,Kansas,20,045,101243
Edwards County,Kansas,20,047,2970
Elk County,Kansas,20,049,2819
Ellis County,Kansas,20,051,26864
Ellsworth County,Kansas,20,053,5465
Finney County,Kansas,20,055,35590
Ford County,Kansas,20,057,32450
Franklin County,Kansas,20,059,25230
Geary County,Kansas,20,061,31222
Gove County,Kansas,20,063,2635
Graham County,Kansas,20,065,2606
Grant County,Kansas,20,067,7714
Gray County,Kansas,20,069,5797
Greeley County,Kansas,20,071,1207
Greenwood County,Kansas,20,073,6633
Hamilton County,Kansas,20,075,2627
Harper County,Kansas,20,077,5822
Harvey County,Kansas,20,079,32942
Haskell County,Kansas,20,081,4167
Hodgeman County,Kansas,20,083,1917
Jackson County,Kansas,20,085,13145
Jefferson County,Kansas,20,087,18696
Jewell County,Kansas,20,089,3070
Johnson County,Kansas,20,091,533639
Kearny County,Kansas,20,093,3842
Kingman County,Kansas,20,095,7620
Kiowa County,Kansas,20,097,2413
Labette County,Kansas,20,099,21050
Lane County,Kansas,20,101,1474
Leavenworth County,Kansas,20,103,69380
Lincoln County,Kansas,20,105,3187
Linn County,Kansas,20,107,9511
Logan County,Kansas,20,109,2705
Lyon County,Kansas,20,111,33063
McPherson County,Kansas,20,113,27704
Marion County,Kansas,20,115,11753
Marshall County,Kansas,20,117,9883
Meade County,Kansas,20,119,4405
Miami County,Kansas,20,121,31617
Mitchell County,Kansas,20,123,5941
Montgomery County,Kansas,20,125,34094
Morris County,Kansas,20,127,5864
Morton County,Kansas,20,129,3140
Nemaha County,Kansas,20,131,9689
Neosho County,Kansas,20,133,15842
Ness County,Kansas,20,135,3040
Norton County,Kansas,20,137,4732
Osage County,Kansas,20,139,16100
Osborne County,Kansas,20,141,3757
Ottawa County,Kansas,20,143,5948
Pawnee County,Kansas,20,145,6148
Phillips County,Kansas,20,147,5469
Pottawatomie County,Kansas,20,149,20861
Pratt County,Kansas,20,151,9297
Rawlins County,Kansas,20,153,2549
Reno County,Kansas,20,155,60834
Republic County,Kansas,20,157,4907
Rice County,Kansas,20,159,9608
Riley County,Kansas,20,161,60538
Rooks County,Kansas,20,163,5031
Rush County,Kansas,20,165,3176
Russell County,Kansas,20,167,6805
Saline County,Kansas,20,169,54036
Scott County,Kansas,20,171,4971
Sedgwick County,Kansas,20,173,485418
Seward County,Kansas,20,175,22162
Shawnee County,Kansas,20,177,172354
Sheridan County,Kansas,20,179,2512
Sherman County,Kansas,20,181,5780
Smith County,Kansas,20,183,3802
Stafford County,Kansas,20,185,4350
Stanton County,Kansas,20,187,2151
Stevens County,Kansas,20,189,5458
Sumner County,Kansas,20,191,23657
Thomas County,Kansas,20,193,7457
Trego County,Kansas,20,195,2863
Wabaunsee County,Kansas,20,197,6906
Wallace County,Kansas,20,199,1481
Washington County,Kansas,20,201,5680
Wichita County,Kansas,20,203,2220
Wilson County,Kansas,20,205,9256
Woodson County,Kansas,20,207,3169
Wyandotte County,Kansas,20,209,154398
Adair County,Kentucky,21,001,17666
Allen County,Kentucky,21,003,19560
Anderson County,Kentucky,21,005,21084
Ballard County,Kentucky,21,007,8004
Barren County,Kentucky,21,009,41020
Bath County,Kentucky,21,011,11421
Bell County,Kentucky,21,013,27569
Boone County,Kentucky,21,015,115976
Bourbon County,Kentucky,21,017,19629
Boyd County,Kentucky,21,019,46856
Boyle County,Kentucky,21,021,26188
Bracken County,Kentucky,21,023,8440
Breathitt County,Kentucky,21,025,13522
Breckinridge County,Kentucky,21,027,19657
Bullitt County,Kentucky,21,029,73028
Butler County,Kentucky,21,031,12431
Caldwell County,Kentucky,21,033,12823
Calloway County,Kentucky,21,035,33530
Campbell County,Kentucky,21,037,87005
Carlisle County,Kentucky,21,039,5032
Carroll County,Kentucky,21,041,10324
Carter County,Kentucky,21,043,26966
Casey County,Kentucky,21,045,15492
Christian County,Kentucky,21,047,67844
Clark County,Kentucky,21,049,34785
Clay County,Kentucky,21,051,19908
Clinton County,Kentucky,21,053,10078
Crittenden County,Kentucky,21,055,9072
Cumberland County,Kentucky,21,057,6793
Daviess County,Kentucky,21,059,93061
Edmonson County,Kentucky,21,061,11960
Elliott County,Kentucky,21,063,6581
Estill County,Kentucky,21,065,14590
Fayette County,Kentucky,21,067,279760
Fleming County,Kentucky,21,069,14294
Floyd County,Kentucky,21,071,38660
Franklin County,Kentucky,21,073,47434
Fulton County,Kentucky,21,075,6543
Gallatin County,Kentucky,21,077,8407
Garrard County,Kentucky,21,079,16675
Grant County,Kentucky,21,081,24406
Graves County,Kentucky,21,083,36251
Grayson County,Kentucky,21,085,25176
Green County,Kentucky,21,087,11187
Greenup County,Kentucky,21,089,36383
Hancock County,Kentucky,21,091,8479
Hardin County,Kentucky,21,093,98732
Harlan County,Kentucky,21,095,29018
Harrison County,Kentucky,21,097,18544
Hart County,Kentucky,21,099,17816
Henderson County,Kentucky,21,101,44999
Henry County,Kentucky,21,103,15266
Hickman County,Kentucky,21,105,4735
Hopkins County,Kentucky,21,107,46057
Jackson County,Kentucky,21,109,13308
Jefferson County,Kentucky,21,111,721519
Jessamine County,Kentucky,21,113,46159
Johnson County,Kentucky,21,115,22770
Kenton County,Kentucky,21,117,156563
Knott County,Kentucky,21,119,15850
Knox County,Kentucky,21,121,31137
Larue County,Kentucky,21,123,13927
Laurel County,Kentucky,21,125,57727
Lawrence County,Kentucky,21,127,15783
Lee County,Kentucky,21,129,7069
Leslie County,Kentucky,21,131,11250
Letcher County,Kentucky,21,133,24096
Lewis County,Kentucky,21,135,13661
Lincoln County,Kentucky,21,137,24437
Livingston County,Kentucky,21,139,9370
Logan County,Kentucky,21,141,26503
Lyon County,Kentucky,21,143,6760
McCracken County,Kentucky,21,145,64006
McCreary County,Kentucky,21,147,16486
McLean County,Kentucky,21,149,9486
Madison County,Kentucky,21,151,76142
Magoffin County,Kentucky,21,153,13105
Marion County,Kentucky,21,155,18335
Marshall County,Kentucky,21,157,30819
Martin County,Kentucky,21,159,11506
Mason County,Kentucky,21,161,16988
Meade County,Kentucky,21,163,28815
Menifee County,Kentucky,21,165,6223
Mercer County,Kentucky,21,167,21051
Metcalfe County,Kentucky,21,169,9959
Monroe County,Kentucky,21,171,10830
Montgomery County,Kentucky,21,173,25763
Morgan County,Kentucky,21,175,12113
Muhlenberg County,Kentucky,21,177,30128
Nelson County,Kentucky,21,179,42582
Nicholas County,Kentucky,21,181,6951
Ohio County,Kentucky,21,183,23592
Oldham County,Kentucky,21,185,55188
Owen County,Kentucky,21,187,10798
Owsley County,Kentucky,21,189,4702
Pendleton County,Kentucky,21,191,14692
Perry County,Kentucky,21,193,28140
Pike County,Kentucky,21,195,63961
Powell County,Kentucky,21,197,12501
Pulaski County,Kentucky,21,199,61524
Robertson County,Kentucky,21,201,2215
Rockcastle County,Kentucky,21,203,16765
Rowan County,Kentucky,21,205,20251
Russell County,Kentucky,21,207,17284
Scott County,Kentucky,21,209,44523
Shelby County,Kentucky,21,211,40147
Simpson County,Kentucky,21,213,16862
Spencer County,Kentucky,21,215,16655
Taylor County,Kentucky,21,217,23572
Todd County,Kentucky,21,219,12187
Trigg County,Kentucky,21,221,14083
Trimble County,Kentucky,21,223,8764
Union County,Kentucky,21,225,14828
Warren County,Kentucky,21,227,105730
Washington County,Kentucky,21,229,11322
Wayne County,Kentucky,21,231,20419
Webster County,Kentucky,21,233,13430
Whitley County,Kentucky,21,235,34471
Wolfe County,Kentucky,21,237,7222
Woodford County,Kentucky,21,239,24371
Acadia Parish,Louisiana,22,001,60528
Allen Parish,Louisiana,22,003,21519
Ascension Parish,Louisiana,22,005,104003
Assumption Parish,Louisiana,22,007,23151
Avoyelles Parish,Louisiana,22,009,38493
Beauregard Parish,Louisiana,22,011,33614
Bienville Parish,Louisiana,22,013,14100
Bossier Parish,Louisiana,22,015,113725
Caddo Parish,Louisiana,22,017,247477
Calcasieu Parish,Louisiana,22,019,186556
Caldwell Parish,Louisiana,22,021,9728
Cameron Parish,Louisiana,22,023,7023
Catahoula Parish,Louisiana,22,025,9630
Claiborne Parish,Louisiana,22,027,15598
Concordia Parish,Louisiana,22,029,19530
De Soto Parish,Louisiana,22,031,26089
East Baton Rouge Parish,Louisiana,22,033,425255
East Carroll Parish,Louisiana,22,035,6820
East Feliciana Parish,Louisiana,22,037,18330
Evangeline Parish,Louisiana,22,039,32254
Franklin Parish,Louisiana,22,041,19332
Grant Parish,Louisiana,22,043,19638
Iberia Parish,Louisiana,22,045,71125
Iberville Parish,Louisiana,22,047,29337
Jackson Parish,Louisiana,22,049,15772
Jefferson Parish,Louisiana,22,051,428910
Jefferson Davis Parish,Louisiana,22,053,31068
Lafayette Parish,Louisiana,22,055,213805
Lafourche Parish,Louisiana,22,057,93747
LaSalle Parish,Louisiana,22,059,13821
Lincoln Parish,Louisiana,22,061,42003
Livingston Parish,Louisiana,22,063,124846
Madison Parish,Louisiana,22,065,10965
Morehouse Parish,Louisiana,22,067,27037
Natchitoches Parish,Louisiana,22,069,37896
Orleans Parish,Louisiana,22,071,310899
Ouachita Parish,Louisiana,22,073,148084
Plaquemines Parish,Louisiana,22,075,22719
Pointe Coupee Parish,Louisiana,22,077,22471
Rapides Parish,Louisiana,22,079,127330
Red River Parish,Louisiana,22,081,8788
Richland Parish,Louisiana,22,083,19687
Sabine Parish,Louisiana,22,085,23645
Saint Bernard Parish,Louisiana,22,087,31809
Saint Charles Parish,Louisiana,22,089,52010
Saint Helena Parish,Louisiana,22,091,10959
Saint James Parish,Louisiana,22,093,21775
Saint John the Baptist Parish,Louisiana,22,095,45436
Saint Landry Parish,Louisiana,22,097,82725
Saint Martin Parish,Louisiana,22,099,51000
Saint Mary Parish,Louisiana,22,101,53676
Saint Tammany Parish,Louisiana,22,103,228844
Tangipahoa Parish,Louisiana,22,105,116747
Tensas Parish,Louisiana,22,107,4749
Terrebonne Parish,Louisiana,22,109,110002
Union Parish,Louisiana,22,111,22341
Vermilion Parish,Louisiana,22,113,56842
Vernon Parish,Louisiana,22,115,48180
Washington Parish,Louisiana,22,117,45076
Webster Parish,Louisiana,22,119,40017
West Baton Rouge Parish,Louisiana,22,121,22876
West Carroll Parish,Louisiana,22,123,10751
West Feliciana Parish,Louisiana,22,125,10583
Winn Parish,Louisiana,22,127,13316
Androscoggin County,Maine,23,001,104390
Aroostook County,Maine,23,003,70378
Cumberland County,Maine,23,005,272953
Franklin County,Maine,23,007,29346
Hancock County,Maine,23,009,52773
Kennebec County,Maine,23,011,118575
Knox County,Maine,23,013,38973
Lincoln County,Maine,23,015,34075
Oxford County,Maine,23,017,56123
Penobscot County,Maine,23,019,146658
Piscataquis County,Maine,23,021,17311
Sagadahoc County,Maine,23,023,35273
Somerset County,Maine,23,025,51384
Waldo County,Maine,23,027,38054
Washington County,Maine,23,029,31930
York County,Maine,23,031,195058
Allegany County,Maryland,24,001,66924
Anne Arundel County,Maryland,24,003,516105
Baltimore County,Maryland,24,005,783504
Calvert County,Maryland,24,009,87455
Caroline County,Maryland,24,011,32336
Carroll County,Maryland,24,013,163478
Cecil County,Maryland,24,015,99097
Charles County,Maryland,24,017,143967
Dorchester County,Maryland,24,019,31900
Frederick County,Maryland,24,021,227009
Garrett County,Maryland,24,023,29286
Harford County,Maryland,24,025,241805
Howard County,Maryland,24,027,280961
Kent County,Maryland,24,029,18688
Queen Anne's County,Maryland,24,035,46951
Saint Mary's County,Maryland,24,037,100850
Somerset County,Maryland,24,039,20101
Talbot County,Maryland,24,041,37072
Washington County,Maryland,24,043,140155
Wicomico County,Maryland,24,045,94280
Worcester County,Maryland,24,047,50448
Baltimore City,Maryland,24,510,596748
Montgomery County,Maryland,24,031,951562
Prince George's County,Maryland,24,033,836521
Barnstable County,Massachusetts,25,001,212789
Berkshire County,Massachusetts,25,003,125881
Bristol County,Massachusetts,25,005,534131
Dukes County,Massachusetts,25,007,16217
Essex County,Massachusetts,25,009,723679
Franklin County,Massachusetts,25,011,70254
Hampden County,Massachusetts,25,013,446946
Hampshire County,Massachusetts,25,015,134122
Middlesex County,Massachusetts,25,017,1442079
Nantucket County,Massachusetts,25,019,9990
Norfolk County,Massachusetts,25,021,648317
Plymouth County,Massachusetts,25,023,481335
Suffolk County,Massachusetts,25,025,674038
Worcester County,Massachusetts,25,027,768901
Alcona County,Michigan,26,001,10956
Alger County,Michigan,26,003,8450
Allegan County,Michigan,26,005,110213
Alpena County,Michigan,26,007,29301
Antrim County,Michigan,26,009,23537
Arenac County,Michigan,26,011,15403
Baraga County,Michigan,26,013,7537
Barry County,Michigan,26,015,58892
Bay County,Michigan,26,017,106569
Benzie County,Michigan,26,019,17385
Berrien County,Michigan,26,021,153895
Branch County,Michigan,26,023,42518
Calhoun County,Michigan,26,025,133451
Cass County,Michigan,26,027,51838
Charlevoix County,Michigan,26,029,25826
Cheboygan County,Michigan,26,031,26008
Chippewa County,Michigan,26,033,34100
Clare County,Michigan,26,035,30385
Clinton County,Michigan,26,037,73840
Crawford County,Michigan,26,039,13572
Delta County,Michigan,26,041,36551
Dickinson County,Michigan,26,043,25949
Eaton County,Michigan,26,045,106201
Emmet County,Michigan,26,047,32204
Genesee County,Michigan,26,049,424773
Gladwin County,Michigan,26,051,25537
Gogebic County,Michigan,26,053,14905
Grand Traverse County,Michigan,26,055,83997
Gratiot County,Michigan,26,057,37368
Hillsdale County,Michigan,26,059,45529
Houghton County,Michigan,26,061,33445
Huron County,Michigan,26,063,32923
Ingham County,Michigan,26,065,261190
Ionia County,Michigan,26,067,59354
Iosco County,Michigan,26,069,25813
Iron County,Michigan,26,071,11406
Isabella County,Michigan,26,073,63903
Jackson County,Michigan,26,075,151785
Kalamazoo County,Michigan,26,077,240032
Kalkaska County,Michigan,26,079,16901
Kent County,Michigan,26,081,591739
Keweenaw County,Michigan,26,083,2056
Lake County,Michigan,26,085,11273
Lapeer County,Michigan,26,087,87414
Leelanau County,Michigan,26,089,21519
Lenawee County,Michigan,26,091,96428
Livingston County,Michigan,26,093,180350
Luce County,Michigan,26,095,5463
Mackinac County,Michigan,26,097,11012
Macomb County,Michigan,26,099,831144
Manistee County,Michigan,26,101,23564
Marquette County,Michigan,26,103,62643
Mason County,Michigan,26,105,28351
Mecosta County,Michigan,26,107,38892
Menominee County,Michigan,26,109,23694
Midland County,Michigan,26,111,82127
Missaukee County,Michigan,26,113,14752
Monroe County,Michigan,26,115,150872
Montcalm County,Michigan,26,117,61348
Montmorency County,Michigan,26,119,9656
Muskegon County,Michigan,26,121,167022
Newaygo County,Michigan,26,123,47810
Oakland County,Michigan,26,125,1192283
Oceana County,Michigan,26,127,26380
Ogemaw County,Michigan,26,129,21513
Ontonagon County,Michigan,26,131,6709
Osceola County,Michigan,26,133,23129
Oscoda County,Michigan,26,135,8650
Otsego County,Michigan,26,137,23995
Ottawa County,Michigan,26,139,254145
Presque Isle County,Michigan,26,141,13377
Roscommon County,Michigan,26,143,24333
Saginaw County,Michigan,26,145,196421
Saint Clair County,Michigan,26,147,163018
Saint Joseph County,Michigan,26,149,60638
Sanilac County,Michigan,26,151,42895
Schoolcraft County,Michigan,26,153,8321
Shiawassee County,Michigan,26,155,70173
Tuscola County,Michigan,26,157,55221
Van Buren County,Michigan,26,159,75251
Washtenaw County,Michigan,26,161,323572
Wayne County,Michigan,26,163,1822226
Wexford County,Michigan,26,165,32391
Aitkin County,Minnesota,27,001,16092
Anoka County,Minnesota,27,003,325869
Becker County,Minnesota,27,005,31879
Beltrami County,Minnesota,27,007,42454
Benton County,Minnesota,27,009,37679
Big Stone County,Minnesota,27,011,5159
Blue Earth County,Minnesota,27,013,60279
Brown County,Minnesota,27,015,24771
Carlton County,Minnesota,27,017,33778
Carver County,Minnesota,27,019,89215
Cass County,Minnesota,27,021,28342
Chippewa County,Minnesota,27,023,12155
Chisago County,Minnesota,27,025,51622
Clay County,Minnesota,27,027,53987
Clearwater County,Minnesota,27,029,8504
Cook County,Minnesota,27,031,5153
Cottonwood County,Minnesota,27,033,11383
Crow Wing County,Minnesota,27,035,61573
Dakota County,Minnesota,27,037,394437
Dodge County,Minnesota,27,039,19788
Douglas County,Minnesota,27,041,35426
Faribault County,Minnesota,27,043,14259
Fillmore County,Minnesota,27,045,20419
Freeborn County,Minnesota,27,047,30858
Goodhue County,Minnesota,27,049,45194
Grant County,Minnesota,27,051,5934
Hennepin County,Minnesota,27,053,1124293
Houston County,Minnesota,27,055,18826
Hubbard County,Minnesota,27,057,20004
Isanti County,Minnesota,27,059,37490
Itasca County,Minnesota,27,061,44062
Jackson County,Minnesota,27,063,10118
Kanabec County,Minnesota,27,065,16203
Kandiyohi County,Minnesota,27,067,41250
Kittson County,Minnesota,27,069,4432
Koochiching County,Minnesota,27,071,13096
Lac qui Parle County,Minnesota,27,073,7108
Lake County,Minnesota,27,075,10585
Lake of the Woods County,Minnesota,27,077,4063
Le Sueur County,Minnesota,27,079,27499
Lincoln County,Minnesota,27,081,5741
Lyon County,Minnesota,27,083,24513
McLeod County,Minnesota,27,085,36085
Mahnomen County,Minnesota,27,087,5332
Marshall County,Minnesota,27,089,9352
Martin County,Minnesota,27,091,20502
Meeker County,Minnesota,27,093,22920
Mille Lacs County,Minnesota,27,095,25446
Morrison County,Minnesota,27,097,32760
Mower County,Minnesota,27,099,38227
Murray County,Minnesota,27,101,8613
Nicollet County,Minnesota,27,103,30213
Nobles County,Minnesota,27,105,20851
Norman County,Minnesota,27,107,6690
Olmsted County,Minnesota,27,109,140610
Otter Tail County,Minnesota,27,111,56122
Pennington County,Minnesota,27,113,13525
Pine County,Minnesota,27,115,27871
Pipestone County,Minnesota,27,117,9351
Polk County,Minnesota,27,119,30255
Pope County,Minnesota,27,121,10785
Ramsey County,Minnesota,27,123,492333
Red Lake County,Minnesota,27,125,4032
Redwood County,Minnesota,27,127,15697
Renville County,Minnesota,27,129,15519
Rice County,Minnesota,27,131,55958
Rock County,Minnesota,27,133,9394
Roseau County,Minnesota,27,135,15423
Saint Louis County,Minnesota,27,137,191202
Scott County,Minnesota,27,139,127381
Sherburne County,Minnesota,27,141,85970
Sibley County,Minnesota,27,143,14957
Stearns County,Minnesota,27,145,141142
Steele County,Minnesota,27,147,35951
Stevens County,Minnesota,27,149,8880
Swift County,Minnesota,27,151,9011
Todd County,Minnesota,27,153,24496
Traverse County,Minnesota,27,155,3498
Wabasha County,Minnesota,27,157,21410
Wadena County,Minnesota,27,159,13573
Waseca County,Minnesota,27,161,17994
Washington County,Minnesota,27,163,233658
Watonwan County,Minnesota,27,165,11016
Wilkin County,Minnesota,27,167,6447
Winona County,Minnesota,27,169,47574
Wright County,Minnesota,27,171,122179
Yellow Medicine County,Minnesota,27,173,10252
Adams County,Mississippi,28,001,31592
Alcorn County,Mississippi,28,003,36315
Amite County,Mississippi,28,005,13165
Attala County,Mississippi,28,007,19223
Benton County,Mississippi,28,009,8632
Bolivar County,Mississippi,28,011,32745
Calhoun County,Mississippi,28,013,14681
Carroll County,Mississippi,28,015,10200
Chickasaw County,Mississippi,28,017,17225
Choctaw County,Mississippi,28,019,8437
Claiborne County,Mississippi,28,021,9078
Clarke County,Mississippi,28,023,16594
Clay County,Mississippi,28,025,20446
Coahoma County,Mississippi,28,027,25806
Copiah County,Mississippi,28,029,28550
Covington County,Mississippi,28,031,19173
DeSoto County,Mississippi,28,033,157392
Forrest County,Mississippi,28,035,70096
Franklin County,Mississippi,28,037,8034
George County,Mississippi,28,039,21608
Greene County,Mississippi,28,041,11480
Grenada County,Mississippi,28,043,21249
Hancock County,Mississippi,28,045,42681
Harrison County,Mississippi,28,047,179563
Hinds County,Mississippi,28,049,237482
Holmes County,Mississippi,28,051,18620
Humphreys County,Mississippi,28,053,9340
Issaquena County,Mississippi,28,055,1484
Itawamba County,Mississippi,28,057,22424
Jackson County,Mississippi,28,059,136794
Jasper County,Mississippi,28,061,17089
Jefferson County,Mississippi,28,063,7208
Jefferson Davis County,Mississippi,28,065,12349
Jones County,Mississippi,28,067,65931
Kemper County,Mississippi,28,069,9674
Lafayette County,Mississippi,28,071,41056
Lamar County,Mississippi,28,073,53733
Lauderdale County,Mississippi,28,075,75714
Lawrence County,Mississippi,28,077,12618
Leake County,Mississippi,28,079,22541
Lee County,Mississippi,28,081,80873
Leflore County,Mississippi,28,083,30500
Lincoln County,Mississippi,28,085,34037
Lowndes County,Mississippi,28,087,57798
Madison County,Mississippi,28,089,92237
Marion County,Mississippi,28,091,25895
Marshall County,Mississippi,28,093,35026
Monroe County,Mississippi,28,095,36617
Montgomery County,Mississippi,28,097,10888
Neshoba County,Mississippi,28,099,28880
Newton County,Mississippi,28,101,21057
Noxubee County,Mississippi,28,103,11445
Oktibbeha County,Mississippi,28,105,43749
Panola County,Mississippi,28,107,34416
Pearl River County,Mississippi,28,109,54987
Perry County,Mississippi,28,111,12169
Pike County,Mississippi,28,113,39506
Pontotoc County,Mississippi,28,115,29436
Prentiss County,Mississippi,28,117,24347
Quitman County,Mississippi,28,119,8110
Rankin County,Mississippi,28,121,135945
Scott County,Mississippi,28,123,27633
Sharkey County,Mississippi,28,125,4565
Simpson County,Mississippi,28,127,26853
Smith County,Mississippi,28,129,16341
Stone County,Mississippi,28,131,16057
Sunflower County,Mississippi,28,133,25318
Tallahatchie County,Mississippi,28,135,12968
Tate County,Mississippi,28,137,27134
Tippah County,Mississippi,28,139,21621
Tishomingo County,Mississippi,28,141,19257
Tunica County,Mississippi,28,143,10466
Union County,Mississippi,28,145,26749
Walthall County,Mississippi,28,147,15342
Warren County,Mississippi,28,149,47900
Washington County,Mississippi,28,151,50742
Wayne County,Mississippi,28,153,20591
Webster County,Mississippi,28,155,9994
Wilkinson County,Mississippi,28,157,8919
Winston County,Mississippi,28,159,18782
Yalobusha County,Mississippi,28,161,12547
Yazoo County,Mississippi,28,163,24721
Adair County,Missouri,29,001,22076
Andrew County,Missouri,29,003,16602
Atchison County,Missouri,29,005,5460
Audrain County,Missouri,29,007,23657
Barry County,Missouri,29,009,34964
Barton County,Missouri,29,011,12348
Bates County,Missouri,29,013,16715
Benton County,Missouri,29,015,18824
Bollinger County,Missouri,29,017,12288
Boone County,Missouri,29,019,150868
Buchanan County,Missouri,29,021,84711
Butler County,Missouri,29,023,41447
Caldwell County,Missouri,29,025,9188
Callaway County,Missouri,29,027,40430
Camden County,Missouri,29,029,42834
Cape Girardeau County,Missouri,29,031,71303
Carroll County,Missouri,29,033,9296
Carter County,Missouri,29,035,6167
Cass County,Missouri,29,037,97409
Cedar County,Missouri,29,039,13644
Chariton County,Missouri,29,041,7614
Christian County,Missouri,29,043,75123
Clark County,Missouri,29,045,6979
Clay County,Missouri,29,047,215771
Clinton County,Missouri,29,049,20252
Cole County,Missouri,29,051,71658
Cooper County,Missouri,29,053,15840
Crawford County,Missouri,29,055,24269
Dade County,Missouri,29,057,7774
