County,State,State_FIPS,County_FIPS,total_population_for_poverty
Russell County,Alabama,01,113,57504.0
Saint Clair County,Alabama,01,115,84975.0
Shelby County,Alabama,01,117,205594.0
Sumter County,Alabama,01,119,12219.0
Talladega County,Alabama,01,121,77432.0
Tallapoosa County,Alabama,01,123,40196.0
Tuscaloosa County,Alabama,01,125,193995.0
Walker County,Alabama,01,127,63867.0
Washington County,Alabama,01,129,16531.0
Wilcox County,Alabama,01,131,10555.0
Winston County,Alabama,01,133,23528.0
Anchorage Municipality,Alaska,02,020,290452.0
Bethel Census Area,Alaska,02,050,17410.0
Bristol Bay Borough,Alaska,02,060,892.0
Fairbanks North Star Borough,Alaska,02,090,95695.0
Haines Borough,Alaska,02,100,2494.0
Juneau City and Borough,Alaska,02,110,31816.0
Kenai Peninsula Borough,Alaska,02,122,56676.0
Kodiak Island Borough,Alaska,02,150,13505.0
Matanuska-Susitna Borough,Alaska,02,170,99141.0
Nome Census Area,Alaska,02,180,9546.0
North Slope Borough,Alaska,02,185,9580.0
Sitka City and Borough,Alaska,02,220,8656.0
Southeast Fairbanks Census Area,Alaska,02,240,6794.0
Valdez-Cordova Census Area,Alaska,02,261,9320.0
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,7632.0
Aleutians East Borough,Alaska,02,013,3328.0
Aleutians West Census Area,Alaska,02,016,5559.0
Dillingham Census Area,Alaska,02,070,4928.0
Lake and Peninsula Borough,Alaska,02,164,1291.0
Denali Borough,Alaska,02,068,2261.0
Yukon-Koyukuk Census Area,Alaska,02,290,5390.0
Hoonah-Angoon Census Area,Alaska,02,105,2145.0
Skagway Municipality,Alaska,02,230,1033.0
Yakutat City and Borough,Alaska,02,282,682.0
Ketchikan Gateway Borough,Alaska,02,130,13530.0
Petersburg Borough,Alaska,02,195,3266.0
Prince of Wales-Hyder Census Area,Alaska,02,198,6417.0
Wrangell City and Borough,Alaska,02,275,2458.0
Apache County,Arizona,04,001,70226.0
Cochise County,Arizona,04,003,116247.0
Coconino County,Arizona,04,005,126937.0
Gila County,Arizona,04,007,52227.0
Graham County,Arizona,04,009,33133.0
Greenlee County,Arizona,04,011,9256.0
Maricopa County,Arizona,04,013,4101308.0
Mohave County,Arizona,04,015,199697.0
Navajo County,Arizona,04,017,105079.0
Pima County,Arizona,04,019,979062.0
Pinal County,Arizona,04,021,379432.0
Santa Cruz County,Arizona,04,023,46007.0
Yavapai County,Arizona,04,025,216664.0
La Paz County,Arizona,04,012,20197.0
Yuma County,Arizona,04,027,198624.0
Arkansas County,Arkansas,05,001,18044.0
Ashley County,Arkansas,05,003,20552.0
Baxter County,Arkansas,05,005,40625.0
Benton County,Arkansas,05,007,248784.0
Boone County,Arkansas,05,009,36589.0
Bradley County,Arkansas,05,011,10869.0
Calhoun County,Arkansas,05,013,5040.0
Carroll County,Arkansas,05,015,27500.0
Chicot County,Arkansas,05,017,10334.0
Clark County,Arkansas,05,019,19665.0
Clay County,Arkansas,05,021,15005.0
Cleburne County,Arkansas,05,023,24933.0
Cleveland County,Arkansas,05,025,8223.0
Columbia County,Arkansas,05,027,22166.0
Conway County,Arkansas,05,029,20742.0
Craighead County,Arkansas,05,031,100124.0
Crawford County,Arkansas,05,033,61336.0
Crittenden County,Arkansas,05,035,48571.0
Cross County,Arkansas,05,037,16850.0
Dallas County,Arkansas,05,039,6882.0
Desha County,Arkansas,05,041,11925.0
Drew County,Arkansas,05,043,17419.0
Faulkner County,Arkansas,05,045,116426.0
Franklin County,Arkansas,05,047,17491.0
Fulton County,Arkansas,05,049,11834.0
Garland County,Arkansas,05,051,95919.0
Grant County,Arkansas,05,053,17858.0
Greene County,Arkansas,05,055,43334.0
Hempstead County,Arkansas,05,057,21863.0
Hot Spring County,Arkansas,05,059,31292.0
Howard County,Arkansas,05,061,13265.0
Independence County,Arkansas,05,063,35911.0
Izard County,Arkansas,05,065,12633.0
Jackson County,Arkansas,05,067,14300.0
Jefferson County,Arkansas,05,069,65320.0
Johnson County,Arkansas,05,071,25446.0
Lafayette County,Arkansas,05,073,6863.0
Lawrence County,Arkansas,05,075,16141.0
Lee County,Arkansas,05,077,7957.0
Lincoln County,Arkansas,05,079,9069.0
Little River County,Arkansas,05,081,12191.0
Logan County,Arkansas,05,083,21380.0
Lonoke County,Arkansas,05,085,70820.0
Madison County,Arkansas,05,087,15746.0
Marion County,Arkansas,05,089,16210.0
Miller County,Arkansas,05,091,42424.0
Mississippi County,Arkansas,05,093,42645.0
Monroe County,Arkansas,05,095,7346.0
Montgomery County,Arkansas,05,097,8917.0
Nevada County,Arkansas,05,099,8360.0
Newton County,Arkansas,05,101,7827.0
Ouachita County,Arkansas,05,103,23982.0
Perry County,Arkansas,05,105,10172.0
Phillips County,Arkansas,05,107,19301.0
Pike County,Arkansas,05,109,10688.0
Poinsett County,Arkansas,05,111,23552.0
Polk County,Arkansas,05,113,20052.0
Pope County,Arkansas,05,115,59657.0
Prairie County,Arkansas,05,117,8141.0
Pulaski County,Arkansas,05,119,386698.0
Randolph County,Arkansas,05,121,17018.0
Saint Francis County,Arkansas,05,123,23105.0
Saline County,Arkansas,05,125,114629.0
Scott County,Arkansas,05,127,10473.0
Searcy County,Arkansas,05,129,7827.0
Sebastian County,Arkansas,05,131,125347.0
Sevier County,Arkansas,05,133,16999.0
Sharp County,Arkansas,05,135,16722.0
Stone County,Arkansas,05,137,12323.0
Union County,Arkansas,05,139,39508.0
Van Buren County,Arkansas,05,141,16554.0
Washington County,Arkansas,05,143,215874.0
White County,Arkansas,05,145,74605.0
Woodruff County,Arkansas,05,147,6626.0
Yell County,Arkansas,05,149,21276.0
Alameda County,California,06,001,1602357.0
Alpine County,California,06,003,1188.0
Amador County,California,06,005,33561.0
Butte County,California,06,007,219529.0
Calaveras County,California,06,009,44516.0
Colusa County,California,06,011,21284.0
Contra Costa County,California,06,013,1114128.0
Del Norte County,California,06,015,23970.0
El Dorado County,California,06,017,183319.0
Fresno County,California,06,019,955509.0
Glenn County,California,06,021,27542.0
Humboldt County,California,06,023,132178.0
Imperial County,California,06,025,170001.0
Inyo County,California,06,027,17737.0
Kern County,California,06,029,847040.0
Kings County,California,06,031,134201.0
Lake County,California,06,033,63101.0
Lassen County,California,06,035,21550.0
Los Angeles County,California,06,037,9955473.0
Madera County,California,06,039,146174.0
Marin County,California,06,041,254628.0
Mariposa County,California,06,043,17456.0
Mendocino County,California,06,045,86032.0
Merced County,California,06,047,261023.0
Modoc County,California,06,049,8728.0
Mono County,California,06,051,13943.0
Monterey County,California,06,053,415461.0
Napa County,California,06,055,137415.0
Nevada County,California,06,057,97837.0
Orange County,California,06,059,3118517.0
Placer County,California,06,061,371667.0
Plumas County,California,06,063,18377.0
Riverside County,California,06,065,2319994.0
Sacramento County,California,06,067,1474566.0
San Benito County,California,06,069,58318.0
San Bernardino County,California,06,071,2062499.0
San Diego County,California,06,073,3203134.0
San Francisco County,California,06,075,850547.0
San Joaquin County,California,06,077,710481.0
San Luis Obispo County,California,06,079,264128.0
San Mateo County,California,06,081,757264.0
Santa Barbara County,California,06,083,424090.0
Santa Clara County,California,06,085,1881436.0
Santa Cruz County,California,06,087,262304.0
Shasta County,California,06,089,176173.0
Sierra County,California,06,091,2858.0
Siskiyou County,California,06,093,43107.0
Solano County,California,06,095,424465.0
Sonoma County,California,06,097,494366.0
Stanislaus County,California,06,099,530072.0
Sutter County,California,06,101,94446.0
Tehama County,California,06,103,62327.0
Trinity County,California,06,105,12811.0
Tulare County,California,06,107,453042.0
Tuolumne County,California,06,109,50617.0
Ventura County,California,06,111,836494.0
Yolo County,California,06,113,204615.0
Yuba County,California,06,115,73350.0
Alamosa County,Colorado,08,003,15248.0
Archuleta County,Colorado,08,007,12451.0
Baca County,Colorado,08,009,3463.0
Bent County,Colorado,08,011,3876.0
Chaffee County,Colorado,08,015,17649.0
Cheyenne County,Colorado,08,017,2077.0
Clear Creek County,Colorado,08,019,9100.0
Conejos County,Colorado,08,021,8105.0
Costilla County,Colorado,08,023,3628.0
Crowley County,Colorado,08,025,4277.0
Custer County,Colorado,08,027,4423.0
Delta County,Colorado,08,029,29080.0
Dolores County,Colorado,08,033,1736.0
Douglas County,Colorado,08,035,319741.0
Eagle County,Colorado,08,037,53338.0
Elbert County,Colorado,08,039,24391.0
El Paso County,Colorado,08,041,656432.0
Fremont County,Colorado,08,043,35879.0
Garfield County,Colorado,08,045,57009.0
Gilpin County,Colorado,08,047,5634.0
Grand County,Colorado,08,049,14683.0
Gunnison County,Colorado,08,051,15422.0
Huerfano County,Colorado,08,055,6335.0
Jackson County,Colorado,08,057,1366.0
Kiowa County,Colorado,08,061,1341.0
Kit Carson County,Colorado,08,063,7101.0
Lake County,Colorado,08,065,7342.0
La Plata County,Colorado,08,067,52561.0
Larimer County,Colorado,08,069,321406.0
Las Animas County,Colorado,08,071,13294.0
Lincoln County,Colorado,08,073,3508.0
Logan County,Colorado,08,075,20840.0
Mesa County,Colorado,08,077,145127.0
Moffat County,Colorado,08,081,12860.0
Montezuma County,Colorado,08,083,25494.0
Montrose County,Colorado,08,085,40449.0
Morgan County,Colorado,08,087,27645.0
Otero County,Colorado,08,089,17851.0
Ouray County,Colorado,08,091,4639.0
Park County,Colorado,08,093,16763.0
Phillips County,Colorado,08,095,4253.0
Pitkin County,Colorado,08,097,17630.0
Prowers County,Colorado,08,099,11733.0
Pueblo County,Colorado,08,101,158873.0
Rio Blanco County,Colorado,08,103,6223.0
Rio Grande County,Colorado,08,105,11129.0
Routt County,Colorado,08,107,24067.0
Saguache County,Colorado,08,109,6315.0
San Miguel County,Colorado,08,113,7778.0
Sedgwick County,Colorado,08,115,2301.0
Summit County,Colorado,08,117,29598.0
Teller County,Colorado,08,119,23548.0
Washington County,Colorado,08,121,4472.0
Yuma County,Colorado,08,125,9967.0
Adams County,Colorado,08,001,483246.0
Arapahoe County,Colorado,08,005,620365.0
Boulder County,Colorado,08,013,305605.0
Broomfield County,Colorado,08,014,63911.0
Denver County,Colorado,08,031,666136.0
Jefferson County,Colorado,08,059,555012.0
Weld County,Colorado,08,123,278921.0
Fairfield County,Connecticut,09,001,929135.0
Hartford County,Connecticut,09,003,874029.0
Litchfield County,Connecticut,09,005,182316.0
Middlesex County,Connecticut,09,007,158851.0
New Haven County,Connecticut,09,009,835945.0
New London County,Connecticut,09,011,258574.0
Tolland County,Connecticut,09,013,135845.0
Windham County,Connecticut,09,015,111338.0
Kent County,Delaware,10,001,167750.0
New Castle County,Delaware,10,003,538117.0
Sussex County,Delaware,10,005,212233.0
Alachua County,Florida,12,001,244554.0
Baker County,Florida,12,003,24923.0
Bay County,Florida,12,005,177499.0
Bradford County,Florida,12,007,23390.0
Brevard County,Florida,12,009,561621.0
Broward County,Florida,12,011,1874096.0
Calhoun County,Florida,12,013,12373.0
Charlotte County,Florida,12,015,169323.0
Citrus County,Florida,12,017,138743.0
Clay County,Florida,12,019,201472.0
Collier County,Florida,12,021,353278.0
Columbia County,Florida,12,023,63450.0
Miami-Dade County,Florida,12,086,2661803.0
DeSoto County,Florida,12,027,33763.0
Dixie County,Florida,12,029,14672.0
Duval County,Florida,12,031,891138.0
Escambia County,Florida,12,033,291256.0
Flagler County,Florida,12,035,103921.0
Franklin County,Florida,12,037,10009.0
Gadsden County,Florida,12,039,42941.0
Gilchrist County,Florida,12,041,15790.0
Glades County,Florida,12,043,11904.0
Gulf County,Florida,12,045,13622.0
Hamilton County,Florida,12,047,10897.0
Hardee County,Florida,12,049,25481.0
Hendry County,Florida,12,051,38220.0
Hernando County,Florida,12,053,176462.0
Highlands County,Florida,12,055,98712.0
Hillsborough County,Florida,12,057,1330295.0
Holmes County,Florida,12,059,17570.0
Indian River County,Florida,12,061,146550.0
Jackson County,Florida,12,063,40623.0
Jefferson County,Florida,12,065,11511.0
Lafayette County,Florida,12,067,7106.0
Lake County,Florida,12,069,322123.0
Lee County,Florida,12,071,689560.0
Leon County,Florida,12,073,273617.0
Levy County,Florida,12,075,39199.0
Liberty County,Florida,12,077,6900.0
Madison County,Florida,12,079,16446.0
Manatee County,Florida,12,081,359300.0
Marion County,Florida,12,083,333886.0
Martin County,Florida,12,085,152752.0
Monroe County,Florida,12,087,75276.0
Nassau County,Florida,12,089,77659.0
Okaloosa County,Florida,12,091,191921.0
Okeechobee County,Florida,12,093,37043.0
Orange County,Florida,12,095,1256604.0
Osceola County,Florida,12,097,322729.0
Palm Beach County,Florida,12,099,1407692.0
Pasco County,Florida,12,101,490063.0
Pinellas County,Florida,12,103,935146.0
Polk County,Florida,12,105,638716.0
Putnam County,Florida,12,107,70789.0
Saint Johns County,Florida,12,109,223855.0
Saint Lucie County,Florida,12,111,295954.0
Santa Rosa County,Florida,12,113,159850.0
Sarasota County,Florida,12,115,399253.0
Seminole County,Florida,12,117,445388.0
Sumter County,Florida,12,119,107432.0
Suwannee County,Florida,12,121,42103.0
Taylor County,Florida,12,123,18218.0
Union County,Florida,12,125,9953.0
Volusia County,Florida,12,127,508631.0
Wakulla County,Florida,12,129,28047.0
Walton County,Florida,12,131,61323.0
Washington County,Florida,12,133,22073.0
Appling County,Georgia,13,001,17937.0
Atkinson County,Georgia,13,003,8264.0
Bacon County,Georgia,13,005,10637.0
Baker County,Georgia,13,007,3251.0
Baldwin County,Georgia,13,009,41822.0
Banks County,Georgia,13,011,18349.0
Barrow County,Georgia,13,013,74650.0
Bartow County,Georgia,13,015,101549.0
Ben Hill County,Georgia,13,017,16905.0
Berrien County,Georgia,13,019,18763.0
Bibb County,Georgia,13,021,147580.0
Bleckley County,Georgia,13,023,11270.0
Brantley County,Georgia,13,025,18246.0
Brooks County,Georgia,13,027,15452.0
Bryan County,Georgia,13,029,34738.0
Bulloch County,Georgia,13,031,66213.0
Burke County,Georgia,13,033,22289.0
Butts County,Georgia,13,035,20778.0
Calhoun County,Georgia,13,037,4582.0
Camden County,Georgia,13,039,50473.0
Candler County,Georgia,13,043,10602.0
Carroll County,Georgia,13,045,111109.0
Catoosa County,Georgia,13,047,65233.0
Charlton County,Georgia,13,049,11780.0
Chatham County,Georgia,13,051,272450.0
Chattahoochee County,Georgia,13,053,7579.0
Chattooga County,Georgia,13,055,22930.0
Cherokee County,Georgia,13,057,233748.0
Clarke County,Georgia,13,059,113233.0
Clay County,Georgia,13,061,2968.0
Clayton County,Georgia,13,063,268519.0
Clinch County,Georgia,13,065,6686.0
Cobb County,Georgia,13,067,728393.0
Coffee County,Georgia,13,069,39175.0
Colquitt County,Georgia,13,071,45141.0
Columbia County,Georgia,13,073,142975.0
Cook County,Georgia,13,075,16968.0
Coweta County,Georgia,13,077,137036.0
Crawford County,Georgia,13,079,12217.0
Crisp County,Georgia,13,081,22541.0
Dade County,Georgia,13,083,14937.0
Dawson County,Georgia,13,085,23100.0
Decatur County,Georgia,13,087,25818.0
DeKalb County,Georgia,13,089,721966.0
Dodge County,Georgia,13,091,19025.0
Dooly County,Georgia,13,093,12237.0
Dougherty County,Georgia,13,095,87646.0
Douglas County,Georgia,13,097,138611.0
Early County,Georgia,13,099,10235.0
Echols County,Georgia,13,101,4006.0
Effingham County,Georgia,13,103,56545.0
Elbert County,Georgia,13,105,18997.0
Emanuel County,Georgia,13,107,21697.0
Evans County,Georgia,13,109,10222.0
Fannin County,Georgia,13,111,24118.0
Fayette County,Georgia,13,113,109526.0
Floyd County,Georgia,13,115,92440.0
Forsyth County,Georgia,13,117,210409.0
Franklin County,Georgia,13,119,21680.0
Fulton County,Georgia,13,121,978533.0
Gilmer County,Georgia,13,123,29356.0
Glascock County,Georgia,13,125,2939.0
Glynn County,Georgia,13,127,82098.0
Gordon County,Georgia,13,129,55635.0
Grady County,Georgia,13,131,24773.0
Greene County,Georgia,13,133,16579.0
Gwinnett County,Georgia,13,135,883083.0
Habersham County,Georgia,13,137,41274.0
Hall County,Georgia,13,139,190704.0
Hancock County,Georgia,13,141,6021.0
Haralson County,Georgia,13,143,28168.0
Harris County,Georgia,13,145,32667.0
Hart County,Georgia,13,147,24642.0
Heard County,Georgia,13,149,11330.0
Henry County,Georgia,13,151,215768.0
Houston County,Georgia,13,153,148253.0
Irwin County,Georgia,13,155,8989.0
Jackson County,Georgia,13,157,63275.0
Jasper County,Georgia,13,159,13511.0
Jeff Davis County,Georgia,13,161,14925.0
Jefferson County,Georgia,13,163,15464.0
Jenkins County,Georgia,13,165,8852.0
Johnson County,Georgia,13,167,9488.0
Jones County,Georgia,13,169,28238.0
Lamar County,Georgia,13,171,16987.0
Lanier County,Georgia,13,173,10017.0
Laurens County,Georgia,13,175,46381.0
Lee County,Georgia,13,177,28191.0
Liberty County,Georgia,13,179,59949.0
Lincoln County,Georgia,13,181,7701.0
Long County,Georgia,13,183,17659.0
Lowndes County,Georgia,13,185,109857.0
Lumpkin County,Georgia,13,187,30161.0
McDuffie County,Georgia,13,189,21177.0
McIntosh County,Georgia,13,191,13969.0
Macon County,Georgia,13,193,11771.0
Madison County,Georgia,13,195,28306.0
Marion County,Georgia,13,197,8439.0
Meriwether County,Georgia,13,199,20866.0
Miller County,Georgia,13,201,5705.0
Mitchell County,Georgia,13,205,20101.0
Monroe County,Georgia,13,207,25637.0
Montgomery County,Georgia,13,209,8175.0
Morgan County,Georgia,13,211,17775.0
Murray County,Georgia,13,213,38941.0
Muscogee County,Georgia,13,215,190674.0
Newton County,Georgia,13,217,103499.0
Oconee County,Georgia,13,219,35713.0
Oglethorpe County,Georgia,13,221,14488.0
Paulding County,Georgia,13,223,151357.0
Peach County,Georgia,13,225,25043.0
Pickens County,Georgia,13,227,30101.0
Pierce County,Georgia,13,229,18990.0
Pike County,Georgia,13,231,17524.0
Polk County,Georgia,13,233,40998.0
Pulaski County,Georgia,13,235,9828.0
Putnam County,Georgia,13,237,21150.0
Quitman County,Georgia,13,239,2140.0
Rabun County,Georgia,13,241,16045.0
Randolph County,Georgia,13,243,6977.0
Richmond County,Georgia,13,245,192621.0
Rockdale County,Georgia,13,247,87480.0
Schley County,Georgia,13,249,5168.0
Screven County,Georgia,13,251,13656.0
Seminole County,Georgia,13,253,8444.0
Spalding County,Georgia,13,255,62957.0
Stephens County,Georgia,13,257,24898.0
Stewart County,Georgia,13,259,3954.0
Sumter County,Georgia,13,261,28600.0
Talbot County,Georgia,13,263,6348.0
Taliaferro County,Georgia,13,265,1839.0
Tattnall County,Georgia,13,267,19185.0
Taylor County,Georgia,13,269,8097.0
Telfair County,Georgia,13,271,13035.0
Terrell County,Georgia,13,273,8643.0
Thomas County,Georgia,13,275,43990.0
Tift County,Georgia,13,277,38582.0
Toombs County,Georgia,13,279,26809.0
Towns County,Georgia,13,281,10340.0
Treutlen County,Georgia,13,283,6404.0
Troup County,Georgia,13,285,67637.0
Turner County,Georgia,13,287,7665.0
Twiggs County,Georgia,13,289,8225.0
Union County,Georgia,13,291,21744.0
Upson County,Georgia,13,293,25572.0
Walker County,Georgia,13,295,67105.0
Walton County,Georgia,13,297,87387.0
Ware County,Georgia,13,299,33179.0
Warren County,Georgia,13,301,5333.0
Washington County,Georgia,13,303,18740.0
Wayne County,Georgia,13,305,27469.0
Webster County,Georgia,13,307,2613.0
Wheeler County,Georgia,13,309,6085.0
White County,Georgia,13,311,28078.0
Whitfield County,Georgia,13,313,102648.0
Wilcox County,Georgia,13,315,6825.0
Wilkes County,Georgia,13,317,9779.0
Wilkinson County,Georgia,13,319,9046.0
Worth County,Georgia,13,321,20652.0
Hawaii County,Hawaii,15,001,193347.0
Honolulu County,Hawaii,15,003,957763.0
Kauai County,Hawaii,15,007,70309.0
Kalawao County,Hawaii,15,005,79.0
Maui County,Hawaii,15,009,161748.0
Ada County,Idaho,16,001,426925.0
Adams County,Idaho,16,003,3919.0
Bannock County,Idaho,16,005,81871.0
Bear Lake County,Idaho,16,007,5873.0
Benewah County,Idaho,16,009,8958.0
Bingham County,Idaho,16,011,44920.0
Blaine County,Idaho,16,013,21546.0
Boise County,Idaho,16,015,6927.0
Bonner County,Idaho,16,017,41225.0
Bonneville County,Idaho,16,019,108951.0
Boundary County,Idaho,16,021,11147.0
Butte County,Idaho,16,023,2566.0
Camas County,Idaho,16,025,886.0
Canyon County,Idaho,16,027,203774.0
Caribou County,Idaho,16,029,6738.0
Cassia County,Idaho,16,031,23107.0
Clearwater County,Idaho,16,035,7535.0
Custer County,Idaho,16,037,4100.0
Elmore County,Idaho,16,039,25373.0
Franklin County,Idaho,16,041,13079.0
Fremont County,Idaho,16,043,12245.0
Gem County,Idaho,16,045,16700.0
Gooding County,Idaho,16,047,15024.0
Idaho County,Idaho,16,049,15632.0
Jefferson County,Idaho,16,051,27317.0
Jerome County,Idaho,16,053,22726.0
Kootenai County,Idaho,16,055,148283.0
Latah County,Idaho,16,057,35487.0
Lemhi County,Idaho,16,059,7633.0
Lewis County,Idaho,16,061,3765.0
Lincoln County,Idaho,16,063,5242.0
Madison County,Idaho,16,065,37651.0
Minidoka County,Idaho,16,067,20233.0
Nez Perce County,Idaho,16,069,38807.0
Oneida County,Idaho,16,071,4253.0
Owyhee County,Idaho,16,073,11236.0
Payette County,Idaho,16,075,22391.0
Power County,Idaho,16,077,7602.0
Shoshone County,Idaho,16,079,12296.0
Teton County,Idaho,16,081,10763.0
Twin Falls County,Idaho,16,083,80916.0
Valley County,Idaho,16,085,9985.0
Washington County,Idaho,16,087,9895.0
Adams County,Illinois,17,001,65162.0
Alexander County,Illinois,17,003,6616.0
Bond County,Illinois,17,005,15250.0
Boone County,Illinois,17,007,53135.0
Brown County,Illinois,17,009,4809.0
Bureau County,Illinois,17,011,33099.0
Calhoun County,Illinois,17,013,4701.0
Carroll County,Illinois,17,015,14430.0
Cass County,Illinois,17,017,12674.0
Champaign County,Illinois,17,019,192177.0
Christian County,Illinois,17,021,31580.0
Clark County,Illinois,17,023,15641.0
Clay County,Illinois,17,025,13144.0
Clinton County,Illinois,17,027,35475.0
Coles County,Illinois,17,029,48731.0
Cook County,Illinois,17,031,5151670.0
Crawford County,Illinois,17,033,17297.0
Cumberland County,Illinois,17,035,10752.0
DeKalb County,Illinois,17,037,99151.0
De Witt County,Illinois,17,039,15906.0
Douglas County,Illinois,17,041,19606.0
DuPage County,Illinois,17,043,918902.0
Edgar County,Illinois,17,045,17288.0
Edwards County,Illinois,17,047,6465.0
Effingham County,Illinois,17,049,33500.0
Fayette County,Illinois,17,051,20029.0
Ford County,Illinois,17,053,13040.0
Franklin County,Illinois,17,055,38438.0
Fulton County,Illinois,17,057,33108.0
Gallatin County,Illinois,17,059,5192.0
Greene County,Illinois,17,061,12895.0
Grundy County,Illinois,17,063,49787.0
Hamilton County,Illinois,17,065,8180.0
Hancock County,Illinois,17,067,18041.0
Hardin County,Illinois,17,069,4080.0
Henderson County,Illinois,17,071,6864.0
Henry County,Illinois,17,073,48808.0
Iroquois County,Illinois,17,075,27864.0
Jackson County,Illinois,17,077,54759.0
Jasper County,Illinois,17,079,9421.0
Jefferson County,Illinois,17,081,35656.0
Jersey County,Illinois,17,083,21261.0
Jo Daviess County,Illinois,17,085,21844.0
Johnson County,Illinois,17,087,10589.0
Kane County,Illinois,17,089,522768.0
Kankakee County,Illinois,17,091,106135.0
Kendall County,Illinois,17,093,122180.0
Knox County,Illinois,17,095,47152.0
Lake County,Illinois,17,097,687108.0
LaSalle County,Illinois,17,099,107626.0
Lawrence County,Illinois,17,101,13978.0
Lee County,Illinois,17,103,31360.0
Livingston County,Illinois,17,105,34196.0
Logan County,Illinois,17,107,25215.0
McDonough County,Illinois,17,109,27819.0
McHenry County,Illinois,17,111,305846.0
McLean County,Illinois,17,113,165764.0
Macon County,Illinois,17,115,103869.0
Macoupin County,Illinois,17,117,44865.0
Madison County,Illinois,17,119,260183.0
Marion County,Illinois,17,121,37341.0
Marshall County,Illinois,17,123,11607.0
Mason County,Illinois,17,125,13639.0
Massac County,Illinois,17,127,14341.0
Menard County,Illinois,17,129,12188.0
Mercer County,Illinois,17,131,15532.0
Monroe County,Illinois,17,133,33432.0
Montgomery County,Illinois,17,135,25147.0
Morgan County,Illinois,17,137,30865.0
Moultrie County,Illinois,17,139,14412.0
Ogle County,Illinois,17,141,50797.0
Peoria County,Illinois,17,143,180702.0
Perry County,Illinois,17,145,18775.0
Piatt County,Illinois,17,147,16335.0
Pike County,Illinois,17,149,15347.0
Pope County,Illinois,17,151,4170.0
Pulaski County,Illinois,17,153,5639.0
Putnam County,Illinois,17,155,5711.0
Randolph County,Illinois,17,157,28625.0
Richland County,Illinois,17,159,15636.0
Rock Island County,Illinois,17,161,141038.0
Saint Clair County,Illinois,17,163,260292.0
Saline County,Illinois,17,165,23829.0
Sangamon County,Illinois,17,167,194108.0
Schuyler County,Illinois,17,169,7022.0
Scott County,Illinois,17,171,4946.0
Shelby County,Illinois,17,173,21674.0
Stark County,Illinois,17,175,5437.0
Stephenson County,Illinois,17,177,44989.0
Tazewell County,Illinois,17,179,131443.0
Union County,Illinois,17,181,17039.0
Vermilion County,Illinois,17,183,75965.0
Wabash County,Illinois,17,185,11466.0
Warren County,Illinois,17,187,16207.0
Washington County,Illinois,17,189,14017.0
Wayne County,Illinois,17,191,16430.0
White County,Illinois,17,193,13771.0
Whiteside County,Illinois,17,195,55692.0
Will County,Illinois,17,197,677481.0
Williamson County,Illinois,17,199,65150.0
Winnebago County,Illinois,17,201,282569.0
Woodford County,Illinois,17,203,37935.0
Adams County,Indiana,18,001,34085.0
Allen County,Indiana,18,003,361375.0
Bartholomew County,Indiana,18,005,79835.0
