County,State,State_FIPS,County_FIPS,people_below_poverty
Autauga County,Alabama,01,001,5830
Baldwin County,Alabama,01,003,22095
Barbour County,Alabama,01,005,6083
Bibb County,Alabama,01,007,3453
Blount County,Alabama,01,009,7773
Bullock County,Alabama,01,011,2720
Butler County,Alabama,01,013,5288
Calhoun County,Alabama,01,015,23432
Chambers County,Alabama,01,017,7108
Cherokee County,Alabama,01,019,5263
Chilton County,Alabama,01,021,7471
Choctaw County,Alabama,01,023,2826
Clarke County,Alabama,01,025,7027
Clay County,Alabama,01,027,2563
Cleburne County,Alabama,01,029,2469
Coffee County,Alabama,01,031,8578
Colbert County,Alabama,01,033,8877
Conecuh County,Alabama,01,035,3693
Coosa County,Alabama,01,037,2056
Covington County,Alabama,01,039,8013
Crenshaw County,Alabama,01,041,2329
Cullman County,Alabama,01,043,13914
Dale County,Alabama,01,045,7466
Dallas County,Alabama,01,047,15053
DeKalb County,Alabama,01,049,13830
Elmore County,Alabama,01,051,8987
Escambia County,Alabama,01,053,8363
Etowah County,Alabama,01,055,18400
Fayette County,Alabama,01,057,3362
Franklin County,Alabama,01,059,6253
Geneva County,Alabama,01,061,5022
Greene County,Alabama,01,063,2897
Hale County,Alabama,01,065,4058
Henry County,Alabama,01,067,2586
Houston County,Alabama,01,069,16940
Jackson County,Alabama,01,071,9039
Jefferson County,Alabama,01,073,104174
Lamar County,Alabama,01,075,2760
Lauderdale County,Alabama,01,077,15695
Lawrence County,Alabama,01,079,4893
Lee County,Alabama,01,081,26212
Limestone County,Alabama,01,083,10641
Lowndes County,Alabama,01,085,3128
Macon County,Alabama,01,087,5100
Madison County,Alabama,01,089,39793
Marengo County,Alabama,01,091,4341
Marion County,Alabama,01,093,6040
Marshall County,Alabama,01,095,17887
Mobile County,Alabama,01,097,77088
Monroe County,Alabama,01,099,6167
Montgomery County,Alabama,01,101,43269
Morgan County,Alabama,01,103,17393
Perry County,Alabama,01,105,2531
Pickens County,Alabama,01,107,5389
Pike County,Alabama,01,109,8273
Randolph County,Alabama,01,111,5226
Russell County,Alabama,01,113,10964
Saint Clair County,Alabama,01,115,10719
Shelby County,Alabama,01,117,13692
Sumter County,Alabama,01,119,5125
Talladega County,Alabama,01,121,17089
Tallapoosa County,Alabama,01,123,6995
Tuscaloosa County,Alabama,01,125,36319
Walker County,Alabama,01,127,13008
Washington County,Alabama,01,129,3008
Wilcox County,Alabama,01,131,4242
Winston County,Alabama,01,133,5107
Anchorage Municipality,Alaska,02,020,22045
Bethel Census Area,Alaska,02,050,3299
Bristol Bay Borough,Alaska,02,060,62
Fairbanks North Star Borough,Alaska,02,090,7271
Haines Borough,Alaska,02,100,147
Juneau City and Borough,Alaska,02,110,1946
Kenai Peninsula Borough,Alaska,02,122,4860
Kodiak Island Borough,Alaska,02,150,1485
Matanuska-Susitna Borough,Alaska,02,170,8244
Nome Census Area,Alaska,02,180,2296
North Slope Borough,Alaska,02,185,946
Sitka City and Borough,Alaska,02,220,590
Southeast Fairbanks Census Area,Alaska,02,240,713
Valdez-Cordova Census Area,Alaska,02,261,631
Wade Hampton Census Area,Alaska,02,270,2229
Northwest Arctic Borough,Alaska,02,188,1465
Aleutians East Borough,Alaska,02,013,603
Aleutians West Census Area,Alaska,02,016,606
Dillingham Census Area,Alaska,02,070,948
Lake and Peninsula Borough,Alaska,02,164,323
Denali Borough,Alaska,02,068,144
Yukon-Koyukuk Census Area,Alaska,02,290,1280
Hoonah-Angoon Census Area,Alaska,02,105,302
Skagway Municipality,Alaska,02,230,90
Yakutat City and Borough,Alaska,02,282,21
Ketchikan Gateway Borough,Alaska,02,130,1234
Petersburg Borough,Alaska,02,195,335
Prince of Wales-Hyder Census Area,Alaska,02,198,793
Wrangell City and Borough,Alaska,02,275,203
Apache County,Arizona,04,001,24120
Cochise County,Arizona,04,003,19996
Coconino County,Arizona,04,005,24988
Gila County,Arizona,04,007,10906
Graham County,Arizona,04,009,7088
Greenlee County,Arizona,04,011,1445
Maricopa County,Arizona,04,013,557410
Mohave County,Arizona,04,015,32928
Navajo County,Arizona,04,017,27412
Pima County,Arizona,04,019,164932
Pinal County,Arizona,04,021,46508
Santa Cruz County,Arizona,04,023,12149
Yavapai County,Arizona,04,025,31007
La Paz County,Arizona,04,012,3937
Yuma County,Arizona,04,027,38749
Arkansas County,Arkansas,05,001,3395
Ashley County,Arkansas,05,003,3874
Baxter County,Arkansas,05,005,6533
Benton County,Arkansas,05,007,25069
Boone County,Arkansas,05,009,5711
Bradley County,Arkansas,05,011,2897
Calhoun County,Arkansas,05,013,522
Carroll County,Arkansas,05,015,4530
Chicot County,Arkansas,05,017,3606
Clark County,Arkansas,05,019,4671
Clay County,Arkansas,05,021,2848
Cleburne County,Arkansas,05,023,4220
Cleveland County,Arkansas,05,025,1549
Columbia County,Arkansas,05,027,5737
Conway County,Arkansas,05,029,4577
Craighead County,Arkansas,05,031,18570
Crawford County,Arkansas,05,033,10708
Crittenden County,Arkansas,05,035,13982
Cross County,Arkansas,05,037,2964
Dallas County,Arkansas,05,039,1404
Desha County,Arkansas,05,041,3100
Drew County,Arkansas,05,043,4407
Faulkner County,Arkansas,05,045,16286
Franklin County,Arkansas,05,047,3594
Fulton County,Arkansas,05,049,2350
Garland County,Arkansas,05,051,17399
Grant County,Arkansas,05,053,1531
Greene County,Arkansas,05,055,6456
Hempstead County,Arkansas,05,057,5024
Hot Spring County,Arkansas,05,059,4194
Howard County,Arkansas,05,061,3061
Independence County,Arkansas,05,063,7542
Izard County,Arkansas,05,065,2289
Jackson County,Arkansas,05,067,3931
Jefferson County,Arkansas,05,069,16550
Johnson County,Arkansas,05,071,4892
Lafayette County,Arkansas,05,073,1623
Lawrence County,Arkansas,05,075,3876
Lee County,Arkansas,05,077,2633
Lincoln County,Arkansas,05,079,2649
Little River County,Arkansas,05,081,2145
Logan County,Arkansas,05,083,3435
Lonoke County,Arkansas,05,085,8881
Madison County,Arkansas,05,087,3213
Marion County,Arkansas,05,089,2817
Miller County,Arkansas,05,091,8529
Mississippi County,Arkansas,05,093,11905
Monroe County,Arkansas,05,095,2080
Montgomery County,Arkansas,05,097,1890
Nevada County,Arkansas,05,099,2056
Newton County,Arkansas,05,101,1786
Ouachita County,Arkansas,05,103,5355
Perry County,Arkansas,05,105,1473
Phillips County,Arkansas,05,107,6875
Pike County,Arkansas,05,109,2145
Poinsett County,Arkansas,05,111,6271
Polk County,Arkansas,05,113,4095
Pope County,Arkansas,05,115,11185
Prairie County,Arkansas,05,117,1485
Pulaski County,Arkansas,05,119,62503
Randolph County,Arkansas,05,121,3490
Saint Francis County,Arkansas,05,123,7147
Saline County,Arkansas,05,125,9375
Scott County,Arkansas,05,127,2504
Searcy County,Arkansas,05,129,1789
Sebastian County,Arkansas,05,131,24004
Sevier County,Arkansas,05,133,3544
Sharp County,Arkansas,05,135,4119
Stone County,Arkansas,05,137,2736
Union County,Arkansas,05,139,9027
Van Buren County,Arkansas,05,141,4207
Washington County,Arkansas,05,143,36544
White County,Arkansas,05,145,11792
Woodruff County,Arkansas,05,147,1665
Yell County,Arkansas,05,149,4001
Alameda County,California,06,001,173156
Alpine County,California,06,003,170
Amador County,California,06,005,3372
Butte County,California,06,007,42283
Calaveras County,California,06,009,3751
Colusa County,California,06,011,3029
Contra Costa County,California,06,013,101562
Del Norte County,California,06,015,5313
El Dorado County,California,06,017,15010
Fresno County,California,06,019,211140
Glenn County,California,06,021,5166
Humboldt County,California,06,023,23833
Imperial County,California,06,025,37463
Inyo County,California,06,027,2127
Kern County,California,06,029,169635
Kings County,California,06,031,26042
Lake County,California,06,033,13543
Lassen County,California,06,035,3562
Los Angeles County,California,06,037,1566066
Madera County,California,06,039,27777
Marin County,California,06,041,17502
Mariposa County,California,06,043,2611
Mendocino County,California,06,045,15298
Merced County,California,06,047,57461
Modoc County,California,06,049,1816
Mono County,California,06,051,1554
Monterey County,California,06,053,59315
Napa County,California,06,055,12906
Nevada County,California,06,057,10072
Orange County,California,06,059,320473
Placer County,California,06,061,24576
Plumas County,California,06,063,2680
Riverside County,California,06,065,301763
Sacramento County,California,06,067,205715
San Benito County,California,06,069,6179
San Bernardino County,California,06,071,317059
San Diego County,California,06,073,387565
San Francisco County,California,06,075,96801
San Joaquin County,California,06,077,110748
San Luis Obispo County,California,06,079,33330
San Mateo County,California,06,081,48891
Santa Barbara County,California,06,083,57170
Santa Clara County,California,06,085,160396
Santa Cruz County,California,06,087,34382
Shasta County,California,06,089,30023
Sierra County,California,06,091,540
Siskiyou County,California,06,093,8085
Solano County,California,06,095,42525
Sonoma County,California,06,097,50592
Stanislaus County,California,06,099,91291
Sutter County,California,06,101,14125
Tehama County,California,06,103,12796
Trinity County,California,06,105,2366
Tulare County,California,06,107,102165
Tuolumne County,California,06,109,6850
Ventura County,California,06,111,79964
Yolo County,California,06,113,35674
Yuba County,California,06,115,14222
Alamosa County,Colorado,08,003,3103
Archuleta County,Colorado,08,007,927
Baca County,Colorado,08,009,644
Bent County,Colorado,08,011,944
Chaffee County,Colorado,08,015,1583
Cheyenne County,Colorado,08,017,197
Clear Creek County,Colorado,08,019,548
Conejos County,Colorado,08,021,1234
Costilla County,Colorado,08,023,784
Crowley County,Colorado,08,025,664
Custer County,Colorado,08,027,439
Delta County,Colorado,08,029,4184
Dolores County,Colorado,08,033,252
Douglas County,Colorado,08,035,9663
Eagle County,Colorado,08,037,5266
Elbert County,Colorado,08,039,1315
El Paso County,Colorado,08,041,69255
Fremont County,Colorado,08,043,5674
Garfield County,Colorado,08,045,5759
Gilpin County,Colorado,08,047,508
Grand County,Colorado,08,049,1261
Gunnison County,Colorado,08,051,1949
Huerfano County,Colorado,08,055,1340
Jackson County,Colorado,08,057,221
Kiowa County,Colorado,08,061,223
Kit Carson County,Colorado,08,063,843
Lake County,Colorado,08,065,1524
La Plata County,Colorado,08,067,5172
Larimer County,Colorado,08,069,38585
Las Animas County,Colorado,08,071,2727
Lincoln County,Colorado,08,073,452
Logan County,Colorado,08,075,3219
Mesa County,Colorado,08,077,18052
Moffat County,Colorado,08,081,1780
Montezuma County,Colorado,08,083,4218
Montrose County,Colorado,08,085,5096
Morgan County,Colorado,08,087,4058
Otero County,Colorado,08,089,4650
Ouray County,Colorado,08,091,315
Park County,Colorado,08,093,1043
Phillips County,Colorado,08,095,518
Pitkin County,Colorado,08,097,1605
Prowers County,Colorado,08,099,2503
Pueblo County,Colorado,08,101,27229
Rio Blanco County,Colorado,08,103,731
Rio Grande County,Colorado,08,105,2005
Routt County,Colorado,08,107,1602
Saguache County,Colorado,08,109,1542
San Miguel County,Colorado,08,113,531
Sedgwick County,Colorado,08,115,350
Summit County,Colorado,08,117,2759
Teller County,Colorado,08,119,1705
Washington County,Colorado,08,121,540
Yuma County,Colorado,08,125,782
Adams County,Colorado,08,001,60147
Arapahoe County,Colorado,08,005,66319
Boulder County,Colorado,08,013,37119
Broomfield County,Colorado,08,014,3112
Denver County,Colorado,08,031,108849
Jefferson County,Colorado,08,059,44489
Weld County,Colorado,08,123,33351
Fairfield County,Connecticut,09,001,74431
Hartford County,Connecticut,09,003,95224
Litchfield County,Connecticut,09,005,11427
Middlesex County,Connecticut,09,007,9378
New Haven County,Connecticut,09,009,94591
New London County,Connecticut,09,011,19977
Tolland County,Connecticut,09,013,9301
