County,State,State_FIPS,County_FIPS,total_population_for_poverty
Fairbanks North Star Borough,Alaska,02,090,95430.0
Haines Borough,Alaska,02,100,2479.0
Juneau City and Borough,Alaska,02,110,31799.0
Kenai Peninsula Borough,Alaska,02,122,56934.0
Kodiak Island Borough,Alaska,02,150,13373.0
Matanuska-Susitna Borough,Alaska,02,170,101349.0
Nome Census Area,Alaska,02,180,9599.0
North Slope Borough,Alaska,02,185,9682.0
Sitka City and Borough,Alaska,02,220,8554.0
Southeast Fairbanks Census Area,Alaska,02,240,6789.0
Valdez-Cordova Census Area,Alaska,02,261,9181.0
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,7656.0
Aleutians East Borough,Alaska,02,013,3415.0
Aleutians West Census Area,Alaska,02,016,5522.0
Dillingham Census Area,Alaska,02,070,4923.0
Lake and Peninsula Borough,Alaska,02,164,1366.0
Denali Borough,Alaska,02,068,2177.0
Yukon-Koyukuk Census Area,Alaska,02,290,5368.0
Hoonah-Angoon Census Area,Alaska,02,105,2131.0
Skagway Municipality,Alaska,02,230,1054.0
Yakutat City and Borough,Alaska,02,282,689.0
Ketchikan Gateway Borough,Alaska,02,130,13585.0
Petersburg Borough,Alaska,02,195,3242.0
Prince of Wales-Hyder Census Area,Alaska,02,198,6415.0
Wrangell City and Borough,Alaska,02,275,2463.0
Apache County,Arizona,04,001,70184.0
Cochise County,Arizona,04,003,117265.0
Coconino County,Arizona,04,005,127640.0
Gila County,Arizona,04,007,52501.0
Graham County,Arizona,04,009,33458.0
Greenlee County,Arizona,04,011,9385.0
Maricopa County,Arizona,04,013,4198378.0
Mohave County,Arizona,04,015,201965.0
Navajo County,Arizona,04,017,105735.0
Pima County,Arizona,04,019,991092.0
Pinal County,Arizona,04,021,392300.0
Santa Cruz County,Arizona,04,023,46214.0
Yavapai County,Arizona,04,025,220076.0
La Paz County,Arizona,04,012,20402.0
Yuma County,Arizona,04,027,202390.0
Arkansas County,Arkansas,05,001,17786.0
Ashley County,Arkansas,05,003,20352.0
Baxter County,Arkansas,05,005,40634.0
Benton County,Arkansas,05,007,255849.0
Boone County,Arkansas,05,009,36646.0
Bradley County,Arkansas,05,011,10822.0
Calhoun County,Arkansas,05,013,5061.0
Carroll County,Arkansas,05,015,27597.0
Chicot County,Arkansas,05,017,10151.0
Clark County,Arkansas,05,019,19658.0
Clay County,Arkansas,05,021,14854.0
Cleburne County,Arkansas,05,023,24850.0
Cleveland County,Arkansas,05,025,8118.0
Columbia County,Arkansas,05,027,22080.0
Conway County,Arkansas,05,029,20694.0
Craighead County,Arkansas,05,031,101577.0
Crawford County,Arkansas,05,033,61706.0
Crittenden County,Arkansas,05,035,48299.0
Cross County,Arkansas,05,037,16694.0
Dallas County,Arkansas,05,039,6652.0
Desha County,Arkansas,05,041,11702.0
Drew County,Arkansas,05,043,17419.0
Faulkner County,Arkansas,05,045,117501.0
Franklin County,Arkansas,05,047,17457.0
Fulton County,Arkansas,05,049,11878.0
Garland County,Arkansas,05,051,96502.0
Grant County,Arkansas,05,053,17852.0
Greene County,Arkansas,05,055,43781.0
Hempstead County,Arkansas,05,057,21723.0
Hot Spring County,Arkansas,05,059,31374.0
Howard County,Arkansas,05,061,13167.0
Independence County,Arkansas,05,063,36173.0
Izard County,Arkansas,05,065,12624.0
Jackson County,Arkansas,05,067,14197.0
Jefferson County,Arkansas,05,069,64243.0
Johnson County,Arkansas,05,071,25583.0
Lafayette County,Arkansas,05,073,6759.0
Lawrence County,Arkansas,05,075,16068.0
Lee County,Arkansas,05,077,7727.0
Lincoln County,Arkansas,05,079,8858.0
Little River County,Arkansas,05,081,12136.0
Logan County,Arkansas,05,083,21396.0
Lonoke County,Arkansas,05,085,71410.0
Madison County,Arkansas,05,087,15923.0
Marion County,Arkansas,05,089,16252.0
Miller County,Arkansas,05,091,42370.0
Mississippi County,Arkansas,05,093,41917.0
Monroe County,Arkansas,05,095,7173.0
Montgomery County,Arkansas,05,097,8838.0
Nevada County,Arkansas,05,099,8229.0
Newton County,Arkansas,05,101,7781.0
Ouachita County,Arkansas,05,103,23711.0
Perry County,Arkansas,05,105,10184.0
Phillips County,Arkansas,05,107,18837.0
Pike County,Arkansas,05,109,10603.0
Poinsett County,Arkansas,05,111,23511.0
Polk County,Arkansas,05,113,20015.0
Pope County,Arkansas,05,115,60128.0
Prairie County,Arkansas,05,117,8068.0
Pulaski County,Arkansas,05,119,387158.0
Randolph County,Arkansas,05,121,17109.0
Saint Francis County,Arkansas,05,123,22747.0
Saline County,Arkansas,05,125,116384.0
Scott County,Arkansas,05,127,10327.0
Searcy County,Arkansas,05,129,7779.0
Sebastian County,Arkansas,05,131,125526.0
Sevier County,Arkansas,05,133,17029.0
Sharp County,Arkansas,05,135,16706.0
Stone County,Arkansas,05,137,12312.0
Union County,Arkansas,05,139,39251.0
Van Buren County,Arkansas,05,141,16466.0
Washington County,Arkansas,05,143,220629.0
White County,Arkansas,05,145,74754.0
Woodruff County,Arkansas,05,147,6421.0
Yell County,Arkansas,05,149,21255.0
Alameda County,California,06,001,1617225.0
Alpine County,California,06,003,1146.0
Amador County,California,06,005,34161.0
Butte County,California,06,007,221237.0
Calaveras County,California,06,009,44743.0
Colusa County,California,06,011,21274.0
Contra Costa County,California,06,013,1123857.0
Del Norte County,California,06,015,24219.0
El Dorado County,California,06,017,185012.0
Fresno County,California,06,019,961820.0
Glenn County,California,06,021,27448.0
Humboldt County,California,06,023,132483.0
Imperial County,California,06,025,170447.0
Inyo County,California,06,027,17606.0
Kern County,California,06,029,851826.0
Kings County,California,06,031,134853.0
Lake County,California,06,033,63040.0
Lassen County,California,06,035,21230.0
Los Angeles County,California,06,037,9947799.0
Madera County,California,06,039,146576.0
Marin County,California,06,041,254105.0
Mariposa County,California,06,043,17342.0
Mendocino County,California,06,045,85862.0
Merced County,California,06,047,262972.0
Modoc County,California,06,049,8656.0
Mono County,California,06,051,14046.0
Monterey County,California,06,053,416002.0
Napa County,California,06,055,137164.0
Nevada County,California,06,057,98014.0
Orange County,California,06,059,3127012.0
Placer County,California,06,061,376614.0
Plumas County,California,06,063,18385.0
Riverside County,California,06,065,2347408.0
Sacramento County,California,06,067,1489573.0
San Benito County,California,06,069,59095.0
San Bernardino County,California,06,071,2075424.0
San Diego County,California,06,073,3221497.0
San Francisco County,California,06,075,856426.0
San Joaquin County,California,06,077,717960.0
San Luis Obispo County,California,06,079,265343.0
San Mateo County,California,06,081,759786.0
Santa Barbara County,California,06,083,424510.0
Santa Clara County,California,06,085,1891976.0
Santa Cruz County,California,06,087,262312.0
Shasta County,California,06,089,176198.0
Sierra County,California,06,091,2903.0
Siskiyou County,California,06,093,43166.0
Solano County,California,06,095,428057.0
Sonoma County,California,06,097,494493.0
Stanislaus County,California,06,099,534234.0
Sutter County,California,06,101,94745.0
Tehama County,California,06,103,62534.0
Trinity County,California,06,105,12628.0
Tulare County,California,06,107,454844.0
Tuolumne County,California,06,109,50556.0
Ventura County,California,06,111,836489.0
Yolo County,California,06,113,207026.0
Yuba County,California,06,115,74044.0
Alamosa County,Colorado,08,003,15327.0
Archuleta County,Colorado,08,007,12805.0
Baca County,Colorado,08,009,3443.0
Bent County,Colorado,08,011,3985.0
Chaffee County,Colorado,08,015,17906.0
Cheyenne County,Colorado,08,017,1989.0
Clear Creek County,Colorado,08,019,9248.0
Conejos County,Colorado,08,021,8102.0
Costilla County,Colorado,08,023,3687.0
Crowley County,Colorado,08,025,4446.0
Custer County,Colorado,08,027,4591.0
Delta County,Colorado,08,029,29172.0
Dolores County,Colorado,08,033,1841.0
Douglas County,Colorado,08,035,327318.0
Eagle County,Colorado,08,037,54012.0
Elbert County,Colorado,08,039,25002.0
El Paso County,Colorado,08,041,668580.0
Fremont County,Colorado,08,043,36230.0
Garfield County,Colorado,08,045,57594.0
Gilpin County,Colorado,08,047,5771.0
Grand County,Colorado,08,049,14983.0
Gunnison County,Colorado,08,051,15761.0
Huerfano County,Colorado,08,055,6418.0
Jackson County,Colorado,08,057,1290.0
Kiowa County,Colorado,08,061,1422.0
Kit Carson County,Colorado,08,063,7003.0
Lake County,Colorado,08,065,7453.0
La Plata County,Colorado,08,067,53190.0
Larimer County,Colorado,08,069,328456.0
Las Animas County,Colorado,08,071,13340.0
Lincoln County,Colorado,08,073,3537.0
Logan County,Colorado,08,075,20756.0
Mesa County,Colorado,08,077,146542.0
Moffat County,Colorado,08,081,12930.0
Montezuma County,Colorado,08,083,25676.0
Montrose County,Colorado,08,085,40853.0
Morgan County,Colorado,08,087,27796.0
Otero County,Colorado,08,089,17874.0
Ouray County,Colorado,08,091,4709.0
Park County,Colorado,08,093,17240.0
Phillips County,Colorado,08,095,4239.0
Pitkin County,Colorado,08,097,17781.0
Prowers County,Colorado,08,099,11679.0
Pueblo County,Colorado,08,101,160305.0
Rio Blanco County,Colorado,08,103,6114.0
Rio Grande County,Colorado,08,105,11052.0
Routt County,Colorado,08,107,24578.0
Saguache County,Colorado,08,109,6444.0
San Miguel County,Colorado,08,113,7933.0
Sedgwick County,Colorado,08,115,2290.0
Summit County,Colorado,08,117,30311.0
Teller County,Colorado,08,119,23899.0
Washington County,Colorado,08,121,4494.0
Yuma County,Colorado,08,125,9925.0
Adams County,Colorado,08,001,492541.0
Arapahoe County,Colorado,08,005,630163.0
Boulder County,Colorado,08,013,309313.0
Broomfield County,Colorado,08,014,65818.0
Denver County,Colorado,08,031,681161.0
Jefferson County,Colorado,08,059,561206.0
Weld County,Colorado,08,123,288048.0
Fairfield County,Connecticut,09,001,926505.0
Hartford County,Connecticut,09,003,872612.0
Litchfield County,Connecticut,09,005,180907.0
Middlesex County,Connecticut,09,007,157983.0
New Haven County,Connecticut,09,009,832858.0
New London County,Connecticut,09,011,256892.0
Tolland County,Connecticut,09,013,135909.0
Windham County,Connecticut,09,015,111235.0
Kent County,Delaware,10,001,169188.0
New Castle County,Delaware,10,003,538286.0
Sussex County,Delaware,10,005,216204.0
Alachua County,Florida,12,001,248131.0
Baker County,Florida,12,003,25046.0
Bay County,Florida,12,005,179926.0
Bradford County,Florida,12,007,23322.0
Brevard County,Florida,12,009,570141.0
Broward County,Florida,12,011,1892224.0
Calhoun County,Florida,12,013,12344.0
Charlotte County,Florida,12,015,173303.0
Citrus County,Florida,12,017,140408.0
Clay County,Florida,12,019,205316.0
Collier County,Florida,12,021,360390.0
Columbia County,Florida,12,023,64026.0
Miami-Dade County,Florida,12,086,2676124.0
DeSoto County,Florida,12,027,34529.0
Dixie County,Florida,12,029,14735.0
Duval County,Florida,12,031,903209.0
Escambia County,Florida,12,033,293257.0
Flagler County,Florida,12,035,106005.0
Franklin County,Florida,12,037,10125.0
Gadsden County,Florida,12,039,42666.0
Gilchrist County,Florida,12,041,16203.0
Glades County,Florida,12,043,12125.0
Gulf County,Florida,12,045,13644.0
Hamilton County,Florida,12,047,10987.0
Hardee County,Florida,12,049,25381.0
Hendry County,Florida,12,051,39441.0
Hernando County,Florida,12,053,180095.0
Highlands County,Florida,12,055,100625.0
Hillsborough County,Florida,12,057,1358009.0
Holmes County,Florida,12,059,17533.0
Indian River County,Florida,12,061,149408.0
Jackson County,Florida,12,063,40430.0
Jefferson County,Florida,12,065,11772.0
Lafayette County,Florida,12,067,7180.0
Lake County,Florida,12,069,331345.0
Lee County,Florida,12,071,708633.0
Leon County,Florida,12,073,275557.0
Levy County,Florida,12,075,39479.0
Liberty County,Florida,12,077,6945.0
Madison County,Florida,12,079,16348.0
Manatee County,Florida,12,081,369579.0
Marion County,Florida,12,083,338000.0
Martin County,Florida,12,085,154551.0
Monroe County,Florida,12,087,74863.0
Nassau County,Florida,12,089,79857.0
Okaloosa County,Florida,12,091,194963.0
Okeechobee County,Florida,12,093,37407.0
Orange County,Florida,12,095,1287834.0
Osceola County,Florida,12,097,336288.0
Palm Beach County,Florida,12,099,1426598.0
Pasco County,Florida,12,101,502183.0
Pinellas County,Florida,12,103,943631.0
Polk County,Florida,12,105,655361.0
Putnam County,Florida,12,107,71161.0
Saint Johns County,Florida,12,109,232900.0
Saint Lucie County,Florida,12,111,302668.0
Santa Rosa County,Florida,12,113,163722.0
Sarasota County,Florida,12,115,406586.0
Seminole County,Florida,12,117,450947.0
Sumter County,Florida,12,119,111523.0
Suwannee County,Florida,12,121,42194.0
Taylor County,Florida,12,123,18047.0
Union County,Florida,12,125,9701.0
Volusia County,Florida,12,127,517645.0
Wakulla County,Florida,12,129,28375.0
Walton County,Florida,12,131,63730.0
Washington County,Florida,12,133,21863.0
Appling County,Georgia,13,001,17992.0
Atkinson County,Georgia,13,003,8216.0
Bacon County,Georgia,13,005,10522.0
Baker County,Georgia,13,007,3189.0
Baldwin County,Georgia,13,009,41381.0
Banks County,Georgia,13,011,18493.0
Barrow County,Georgia,13,013,76416.0
Bartow County,Georgia,13,015,102451.0
Ben Hill County,Georgia,13,017,16791.0
Berrien County,Georgia,13,019,18785.0
Bibb County,Georgia,13,021,146835.0
Bleckley County,Georgia,13,023,11282.0
Brantley County,Georgia,13,025,18416.0
Brooks County,Georgia,13,027,15509.0
Bryan County,Georgia,13,029,35649.0
Bulloch County,Georgia,13,031,66548.0
Burke County,Georgia,13,033,22244.0
Butts County,Georgia,13,035,20946.0
Calhoun County,Georgia,13,037,4468.0
Camden County,Georgia,13,039,50749.0
Candler County,Georgia,13,043,10541.0
Carroll County,Georgia,13,045,112174.0
Catoosa County,Georgia,13,047,65474.0
Charlton County,Georgia,13,049,11763.0
Chatham County,Georgia,13,051,274052.0
Chattahoochee County,Georgia,13,053,7162.0
Chattooga County,Georgia,13,055,22803.0
Cherokee County,Georgia,13,057,239920.0
Clarke County,Georgia,13,059,113808.0
Clay County,Georgia,13,061,2946.0
Clayton County,Georgia,13,063,272704.0
Clinch County,Georgia,13,065,6645.0
Cobb County,Georgia,13,067,733722.0
Coffee County,Georgia,13,069,39068.0
Colquitt County,Georgia,13,071,44824.0
Columbia County,Georgia,13,073,146520.0
Cook County,Georgia,13,075,16985.0
Coweta County,Georgia,13,077,139431.0
Crawford County,Georgia,13,079,12190.0
Crisp County,Georgia,13,081,22355.0
Dade County,Georgia,13,083,14839.0
Dawson County,Georgia,13,085,23595.0
Decatur County,Georgia,13,087,25613.0
DeKalb County,Georgia,13,089,728896.0
Dodge County,Georgia,13,091,18847.0
Dooly County,Georgia,13,093,12563.0
Dougherty County,Georgia,13,095,87104.0
Douglas County,Georgia,13,097,140208.0
Early County,Georgia,13,099,10185.0
Echols County,Georgia,13,101,3986.0
Effingham County,Georgia,13,103,58142.0
Elbert County,Georgia,13,105,18922.0
Emanuel County,Georgia,13,107,21680.0
Evans County,Georgia,13,109,10204.0
Fannin County,Georgia,13,111,24584.0
Fayette County,Georgia,13,113,110523.0
Floyd County,Georgia,13,115,92699.0
Forsyth County,Georgia,13,117,219072.0
Franklin County,Georgia,13,119,21913.0
Fulton County,Georgia,13,121,989542.0
Gilmer County,Georgia,13,123,29660.0
Glascock County,Georgia,13,125,2926.0
Glynn County,Georgia,13,127,82574.0
Gordon County,Georgia,13,129,56084.0
Grady County,Georgia,13,131,24622.0
Greene County,Georgia,13,133,16786.0
Gwinnett County,Georgia,13,135,895764.0
Habersham County,Georgia,13,137,41670.0
Hall County,Georgia,13,139,193957.0
Hancock County,Georgia,13,141,5910.0
Haralson County,Georgia,13,143,28453.0
Harris County,Georgia,13,145,33018.0
Hart County,Georgia,13,147,24681.0
Heard County,Georgia,13,149,11430.0
Henry County,Georgia,13,151,219729.0
Houston County,Georgia,13,153,149528.0
Irwin County,Georgia,13,155,9104.0
Jackson County,Georgia,13,157,65060.0
Jasper County,Georgia,13,159,13532.0
Jeff Davis County,Georgia,13,161,14929.0
Jefferson County,Georgia,13,163,15294.0
Jenkins County,Georgia,13,165,8752.0
Johnson County,Georgia,13,167,9421.0
Jones County,Georgia,13,169,28247.0
Lamar County,Georgia,13,171,17159.0
Lanier County,Georgia,13,173,9981.0
Laurens County,Georgia,13,175,46333.0
Lee County,Georgia,13,177,28308.0
Liberty County,Georgia,13,179,59942.0
Lincoln County,Georgia,13,181,7728.0
Long County,Georgia,13,183,17942.0
Lowndes County,Georgia,13,185,110478.0
Lumpkin County,Georgia,13,187,30533.0
McDuffie County,Georgia,13,189,21208.0
McIntosh County,Georgia,13,191,13923.0
Macon County,Georgia,13,193,11500.0
Madison County,Georgia,13,195,28620.0
Marion County,Georgia,13,197,8356.0
Meriwether County,Georgia,13,199,20951.0
Miller County,Georgia,13,201,5658.0
Mitchell County,Georgia,13,205,20036.0
Monroe County,Georgia,13,207,25979.0
Montgomery County,Georgia,13,209,8230.0
Morgan County,Georgia,13,211,17855.0
Murray County,Georgia,13,213,39016.0
Muscogee County,Georgia,13,215,189538.0
Newton County,Georgia,13,217,105074.0
Oconee County,Georgia,13,219,36773.0
Oglethorpe County,Georgia,13,221,14651.0
Paulding County,Georgia,13,223,154784.0
Peach County,Georgia,13,225,25064.0
Pickens County,Georgia,13,227,30589.0
Pierce County,Georgia,13,229,19016.0
Pike County,Georgia,13,231,17705.0
Polk County,Georgia,13,233,41157.0
Pulaski County,Georgia,13,235,9712.0
Putnam County,Georgia,13,237,21237.0
Quitman County,Georgia,13,239,2276.0
Rabun County,Georgia,13,241,16119.0
Randolph County,Georgia,13,243,6856.0
Richmond County,Georgia,13,245,191959.0
Rockdale County,Georgia,13,247,87960.0
Schley County,Georgia,13,249,5211.0
Screven County,Georgia,13,251,13617.0
Seminole County,Georgia,13,253,8335.0
Spalding County,Georgia,13,255,63426.0
Stephens County,Georgia,13,257,24786.0
Stewart County,Georgia,13,259,3996.0
Sumter County,Georgia,13,261,28276.0
Talbot County,Georgia,13,263,6320.0
Taliaferro County,Georgia,13,265,1662.0
Tattnall County,Georgia,13,267,18988.0
Taylor County,Georgia,13,269,8061.0
Telfair County,Georgia,13,271,12847.0
Terrell County,Georgia,13,273,8511.0
Thomas County,Georgia,13,275,43838.0
Tift County,Georgia,13,277,38528.0
Toombs County,Georgia,13,279,26662.0
Towns County,Georgia,13,281,10558.0
Treutlen County,Georgia,13,283,6422.0
Troup County,Georgia,13,285,67998.0
Turner County,Georgia,13,287,7593.0
Twiggs County,Georgia,13,289,8203.0
Union County,Georgia,13,291,22248.0
Upson County,Georgia,13,293,25599.0
Walker County,Georgia,13,295,67286.0
Walton County,Georgia,13,297,88896.0
Ware County,Georgia,13,299,32964.0
Warren County,Georgia,13,301,5271.0
Washington County,Georgia,13,303,18625.0
Wayne County,Georgia,13,305,27402.0
Webster County,Georgia,13,307,2608.0
Wheeler County,Georgia,13,309,6594.0
White County,Georgia,13,311,28494.0
Whitfield County,Georgia,13,313,102515.0
Wilcox County,Georgia,13,315,6744.0
Wilkes County,Georgia,13,317,9769.0
Wilkinson County,Georgia,13,319,8958.0
Worth County,Georgia,13,321,20455.0
Hawaii County,Hawaii,15,001,194566.0
Honolulu County,Hawaii,15,003,955689.0
Kauai County,Hawaii,15,007,70565.0
Kalawao County,Hawaii,15,005,66.0
Maui County,Hawaii,15,009,162740.0
Ada County,Idaho,16,001,437306.0
Adams County,Idaho,16,003,3991.0
Bannock County,Idaho,16,005,82867.0
Bear Lake County,Idaho,16,007,5883.0
Benewah County,Idaho,16,009,8959.0
Bingham County,Idaho,16,011,45140.0
Blaine County,Idaho,16,013,21955.0
Boise County,Idaho,16,015,7115.0
Bonner County,Idaho,16,017,42105.0
Bonneville County,Idaho,16,019,111017.0
Boundary County,Idaho,16,021,11394.0
Butte County,Idaho,16,023,2557.0
Camas County,Idaho,16,025,886.0
Canyon County,Idaho,16,027,208972.0
Caribou County,Idaho,16,029,6799.0
Cassia County,Idaho,16,031,23288.0
Clearwater County,Idaho,16,035,7684.0
Custer County,Idaho,16,037,4099.0
Elmore County,Idaho,16,039,25508.0
Franklin County,Idaho,16,041,13237.0
Fremont County,Idaho,16,043,12298.0
Gem County,Idaho,16,045,16898.0
Gooding County,Idaho,16,047,15044.0
Idaho County,Idaho,16,049,15729.0
Jefferson County,Idaho,16,051,27879.0
Jerome County,Idaho,16,053,22975.0
Kootenai County,Idaho,16,055,151761.0
Latah County,Idaho,16,057,36010.0
Lemhi County,Idaho,16,059,7669.0
Lewis County,Idaho,16,061,3788.0
Lincoln County,Idaho,16,063,5266.0
Madison County,Idaho,16,065,38194.0
Minidoka County,Idaho,16,067,20387.0
Nez Perce County,Idaho,16,069,39029.0
Oneida County,Idaho,16,071,4295.0
Owyhee County,Idaho,16,073,11316.0
Payette County,Idaho,16,075,22610.0
Power County,Idaho,16,077,7649.0
Shoshone County,Idaho,16,079,12318.0
Teton County,Idaho,16,081,11065.0
Twin Falls County,Idaho,16,083,82390.0
Valley County,Idaho,16,085,10278.0
Washington County,Idaho,16,087,9934.0
Adams County,Illinois,17,001,64844.0
Alexander County,Illinois,17,003,6440.0
Bond County,Illinois,17,005,14965.0
Boone County,Illinois,17,007,53089.0
Brown County,Illinois,17,009,4804.0
Bureau County,Illinois,17,011,32878.0
Calhoun County,Illinois,17,013,4690.0
Carroll County,Illinois,17,015,14283.0
Cass County,Illinois,17,017,12494.0
Champaign County,Illinois,17,019,193809.0
Christian County,Illinois,17,021,31464.0
Clark County,Illinois,17,023,15551.0
Clay County,Illinois,17,025,13089.0
Clinton County,Illinois,17,027,35500.0
Coles County,Illinois,17,029,48114.0
Cook County,Illinois,17,031,5138012.0
Crawford County,Illinois,17,033,16971.0
Cumberland County,Illinois,17,035,10719.0
DeKalb County,Illinois,17,037,99131.0
De Witt County,Illinois,17,039,15766.0
Douglas County,Illinois,17,041,19399.0
DuPage County,Illinois,17,043,918650.0
Edgar County,Illinois,17,045,17217.0
Edwards County,Illinois,17,047,6414.0
Effingham County,Illinois,17,049,33555.0
Fayette County,Illinois,17,051,19885.0
Ford County,Illinois,17,053,12992.0
Franklin County,Illinois,17,055,38334.0
Fulton County,Illinois,17,057,32810.0
Gallatin County,Illinois,17,059,5137.0
Greene County,Illinois,17,061,12811.0
Grundy County,Illinois,17,063,49943.0
Hamilton County,Illinois,17,065,8131.0
Hancock County,Illinois,17,067,17894.0
Hardin County,Illinois,17,069,3915.0
Henderson County,Illinois,17,071,6821.0
Henry County,Illinois,17,073,48616.0
Iroquois County,Illinois,17,075,27590.0
Jackson County,Illinois,17,077,54289.0
Jasper County,Illinois,17,079,9369.0
Jefferson County,Illinois,17,081,35525.0
Jersey County,Illinois,17,083,21109.0
Jo Daviess County,Illinois,17,085,21617.0
Johnson County,Illinois,17,087,10306.0
Kane County,Illinois,17,089,524493.0
Kankakee County,Illinois,17,091,106517.0
Kendall County,Illinois,17,093,124009.0
Knox County,Illinois,17,095,46840.0
Lake County,Illinois,17,097,686112.0
LaSalle County,Illinois,17,099,106995.0
Lawrence County,Illinois,17,101,13798.0
Lee County,Illinois,17,103,31258.0
Livingston County,Illinois,17,105,33902.0
Logan County,Illinois,17,107,25116.0
McDonough County,Illinois,17,109,27248.0
McHenry County,Illinois,17,111,305484.0
McLean County,Illinois,17,113,165628.0
Macon County,Illinois,17,115,102956.0
Macoupin County,Illinois,17,117,44659.0
Madison County,Illinois,17,119,259628.0
Marion County,Illinois,17,121,37027.0
Marshall County,Illinois,17,123,11403.0
Mason County,Illinois,17,125,13517.0
Massac County,Illinois,17,127,14169.0
Menard County,Illinois,17,129,12139.0
Mercer County,Illinois,17,131,15458.0
Monroe County,Illinois,17,133,33672.0
Montgomery County,Illinois,17,135,25706.0
Morgan County,Illinois,17,137,30991.0
Moultrie County,Illinois,17,139,14416.0
Ogle County,Illinois,17,141,50482.0
Peoria County,Illinois,17,143,179239.0
Perry County,Illinois,17,145,18699.0
Piatt County,Illinois,17,147,16335.0
Pike County,Illinois,17,149,15223.0
Pope County,Illinois,17,151,4078.0
Pulaski County,Illinois,17,153,5559.0
Putnam County,Illinois,17,155,5686.0
Randolph County,Illinois,17,157,28386.0
Richland County,Illinois,17,159,15597.0
Rock Island County,Illinois,17,161,140213.0
Saint Clair County,Illinois,17,163,259341.0
Saline County,Illinois,17,165,23643.0
Sangamon County,Illinois,17,167,193495.0
Schuyler County,Illinois,17,169,6869.0
Scott County,Illinois,17,171,4930.0
Shelby County,Illinois,17,173,21617.0
Stark County,Illinois,17,175,5387.0
Stephenson County,Illinois,17,177,44575.0
Tazewell County,Illinois,17,179,130679.0
Union County,Illinois,17,181,16909.0
Vermilion County,Illinois,17,183,75190.0
Wabash County,Illinois,17,185,11469.0
Warren County,Illinois,17,187,16158.0
Washington County,Illinois,17,189,13925.0
Wayne County,Illinois,17,191,16386.0
White County,Illinois,17,193,13613.0
Whiteside County,Illinois,17,195,55287.0
Will County,Illinois,17,197,678516.0
Williamson County,Illinois,17,199,64949.0
Winnebago County,Illinois,17,201,280982.0
Woodford County,Illinois,17,203,37783.0
Adams County,Indiana,18,001,34374.0
Allen County,Indiana,18,003,363717.0
Bartholomew County,Indiana,18,005,80855.0
