County,State,State_FIPS,County_FIPS,per_capita_income,asian_population,black_population,age_18_and_under_percentage,median_home_value,total_population_race,native_american_population,gini_index,median_household_income,housing_cost_burden,age_60_and_over,total_population,white_population,age_15_to_44_percentage,median_gross_rent
Guernsey County,Ohio,39,59,,,,,,,,,,,,,,,669.0
Hamilton County,Ohio,39,61,,,,,,,,,,,,,,,810.0
Hancock County,Ohio,39,63,,,,,,,,,,,,,,,768.0
Hardin County,Ohio,39,65,,,,,,,,,,,,,,,666.0
Harrison County,Ohio,39,67,,,,,,,,,,,,,,,607.0
Henry County,Ohio,39,69,,,,,,,,,,,,,,,730.0
Highland County,Ohio,39,71,,,,,,,,,,,,,,,681.0
Hocking County,Ohio,39,73,,,,,,,,,,,,,,,619.0
Holmes County,Ohio,39,75,,,,,,,,,,,,,,,643.0
Huron County,Ohio,39,77,,,,,,,,,,,,,,,695.0
Jackson County,Ohio,39,79,,,,,,,,,,,,,,,704.0
Jefferson County,Ohio,39,81,,,,,,,,,,,,,,,675.0
Knox County,Ohio,39,83,,,,,,,,,,,,,,,737.0
Lake County,Ohio,39,85,,,,,,,,,,,,,,,897.0
Lawrence County,Ohio,39,87,,,,,,,,,,,,,,,733.0
Licking County,Ohio,39,89,,,,,,,,,,,,,,,852.0
Logan County,Ohio,39,91,,,,,,,,,,,,,,,725.0
Lorain County,Ohio,39,93,,,,,,,,,,,,,,,774.0
Lucas County,Ohio,39,95,,,,,,,,,,,,,,,745.0
Madison County,Ohio,39,97,,,,,,,,,,,,,,,858.0
Mahoning County,Ohio,39,99,,,,,,,,,,,,,,,682.0
Marion County,Ohio,39,101,,,,,,,,,,,,,,,731.0
Medina County,Ohio,39,103,,,,,,,,,,,,,,,874.0
Meigs County,Ohio,39,105,,,,,,,,,,,,,,,622.0
Mercer County,Ohio,39,107,,,,,,,,,,,,,,,679.0
Miami County,Ohio,39,109,,,,,,,,,,,,,,,767.0
Monroe County,Ohio,39,111,,,,,,,,,,,,,,,593.0
Montgomery County,Ohio,39,113,,,,,,,,,,,,,,,793.0
Morgan County,Ohio,39,115,,,,,,,,,,,,,,,637.0
Morrow County,Ohio,39,117,,,,,,,,,,,,,,,767.0
Muskingum County,Ohio,39,119,,,,,,,,,,,,,,,703.0
Noble County,Ohio,39,121,,,,,,,,,,,,,,,653.0
Ottawa County,Ohio,39,123,,,,,,,,,,,,,,,724.0
Paulding County,Ohio,39,125,,,,,,,,,,,,,,,704.0
Perry County,Ohio,39,127,,,,,,,,,,,,,,,646.0
Pickaway County,Ohio,39,129,,,,,,,,,,,,,,,812.0
Pike County,Ohio,39,131,,,,,,,,,,,,,,,681.0
Portage County,Ohio,39,133,,,,,,,,,,,,,,,860.0
Preble County,Ohio,39,135,,,,,,,,,,,,,,,741.0
Putnam County,Ohio,39,137,,,,,,,,,,,,,,,701.0
Richland County,Ohio,39,139,,,,,,,,,,,,,,,682.0
Ross County,Ohio,39,141,,,,,,,,,,,,,,,741.0
Sandusky County,Ohio,39,143,,,,,,,,,,,,,,,701.0
Scioto County,Ohio,39,145,,,,,,,,,,,,,,,626.0
Seneca County,Ohio,39,147,,,,,,,,,,,,,,,696.0
Shelby County,Ohio,39,149,,,,,,,,,,,,,,,733.0
Stark County,Ohio,39,151,,,,,,,,,,,,,,,741.0
Summit County,Ohio,39,153,,,,,,,,,,,,,,,823.0
Trumbull County,Ohio,39,155,,,,,,,,,,,,,,,677.0
Tuscarawas County,Ohio,39,157,,,,,,,,,,,,,,,772.0
Union County,Ohio,39,159,,,,,,,,,,,,,,,982.0
Van Wert County,Ohio,39,161,,,,,,,,,,,,,,,712.0
Vinton County,Ohio,39,163,,,,,,,,,,,,,,,602.0
Warren County,Ohio,39,165,,,,,,,,,,,,,,,1061.0
Washington County,Ohio,39,167,,,,,,,,,,,,,,,668.0
Wayne County,Ohio,39,169,,,,,,,,,,,,,,,735.0
Williams County,Ohio,39,171,,,,,,,,,,,,,,,694.0
Wood County,Ohio,39,173,,,,,,,,,,,,,,,800.0
Wyandot County,Ohio,39,175,,,,,,,,,,,,,,,631.0
Adair County,Oklahoma,40,1,,,,,,,,,,,,,,,561.0
Alfalfa County,Oklahoma,40,3,,,,,,,,,,,,,,,640.0
Atoka County,Oklahoma,40,5,,,,,,,,,,,,,,,554.0
Beaver County,Oklahoma,40,7,,,,,,,,,,,,,,,708.0
Beckham County,Oklahoma,40,9,,,,,,,,,,,,,,,718.0
Blaine County,Oklahoma,40,11,,,,,,,,,,,,,,,571.0
Bryan County,Oklahoma,40,13,,,,,,,,,,,,,,,743.0
Caddo County,Oklahoma,40,15,,,,,,,,,,,,,,,582.0
Canadian County,Oklahoma,40,17,,,,,,,,,,,,,,,941.0
Carter County,Oklahoma,40,19,,,,,,,,,,,,,,,773.0
Cherokee County,Oklahoma,40,21,,,,,,,,,,,,,,,666.0
Choctaw County,Oklahoma,40,23,,,,,,,,,,,,,,,569.0
Cimarron County,Oklahoma,40,25,,,,,,,,,,,,,,,537.0
Cleveland County,Oklahoma,40,27,,,,,,,,,,,,,,,926.0
Coal County,Oklahoma,40,29,,,,,,,,,,,,,,,625.0
Comanche County,Oklahoma,40,31,,,,,,,,,,,,,,,835.0
Cotton County,Oklahoma,40,33,,,,,,,,,,,,,,,591.0
Craig County,Oklahoma,40,35,,,,,,,,,,,,,,,752.0
Creek County,Oklahoma,40,37,,,,,,,,,,,,,,,797.0
Custer County,Oklahoma,40,39,,,,,,,,,,,,,,,728.0
Delaware County,Oklahoma,40,41,,,,,,,,,,,,,,,688.0
Dewey County,Oklahoma,40,43,,,,,,,,,,,,,,,706.0
Ellis County,Oklahoma,40,45,,,,,,,,,,,,,,,677.0
Garfield County,Oklahoma,40,47,,,,,,,,,,,,,,,856.0
Garvin County,Oklahoma,40,49,,,,,,,,,,,,,,,682.0
Grady County,Oklahoma,40,51,,,,,,,,,,,,,,,717.0
Grant County,Oklahoma,40,53,,,,,,,,,,,,,,,720.0
Greer County,Oklahoma,40,55,,,,,,,,,,,,,,,539.0
Harmon County,Oklahoma,40,57,,,,,,,,,,,,,,,647.0
Harper County,Oklahoma,40,59,,,,,,,,,,,,,,,707.0
Haskell County,Oklahoma,40,61,,,,,,,,,,,,,,,615.0
Hughes County,Oklahoma,40,63,,,,,,,,,,,,,,,555.0
Jackson County,Oklahoma,40,65,,,,,,,,,,,,,,,737.0
Jefferson County,Oklahoma,40,67,,,,,,,,,,,,,,,521.0
Johnston County,Oklahoma,40,69,,,,,,,,,,,,,,,624.0
Kay County,Oklahoma,40,71,,,,,,,,,,,,,,,674.0
Kingfisher County,Oklahoma,40,73,,,,,,,,,,,,,,,788.0
Kiowa County,Oklahoma,40,75,,,,,,,,,,,,,,,545.0
Latimer County,Oklahoma,40,77,,,,,,,,,,,,,,,622.0
Le Flore County,Oklahoma,40,79,,,,,,,,,,,,,,,638.0
Lincoln County,Oklahoma,40,81,,,,,,,,,,,,,,,668.0
Logan County,Oklahoma,40,83,,,,,,,,,,,,,,,780.0
Love County,Oklahoma,40,85,,,,,,,,,,,,,,,715.0
McClain County,Oklahoma,40,87,,,,,,,,,,,,,,,780.0
McCurtain County,Oklahoma,40,89,,,,,,,,,,,,,,,584.0
McIntosh County,Oklahoma,40,91,,,,,,,,,,,,,,,586.0
Major County,Oklahoma,40,93,,,,,,,,,,,,,,,732.0
Marshall County,Oklahoma,40,95,,,,,,,,,,,,,,,688.0
Mayes County,Oklahoma,40,97,,,,,,,,,,,,,,,745.0
Murray County,Oklahoma,40,99,,,,,,,,,,,,,,,698.0
Muskogee County,Oklahoma,40,101,,,,,,,,,,,,,,,681.0
Noble County,Oklahoma,40,103,,,,,,,,,,,,,,,675.0
Nowata County,Oklahoma,40,105,,,,,,,,,,,,,,,613.0
Okfuskee County,Oklahoma,40,107,,,,,,,,,,,,,,,549.0
Oklahoma County,Oklahoma,40,109,,,,,,,,,,,,,,,870.0
Okmulgee County,Oklahoma,40,111,,,,,,,,,,,,,,,655.0
Osage County,Oklahoma,40,113,,,,,,,,,,,,,,,715.0
Ottawa County,Oklahoma,40,115,,,,,,,,,,,,,,,677.0
Pawnee County,Oklahoma,40,117,,,,,,,,,,,,,,,741.0
Payne County,Oklahoma,40,119,,,,,,,,,,,,,,,817.0
Pittsburg County,Oklahoma,40,121,,,,,,,,,,,,,,,718.0
Pontotoc County,Oklahoma,40,123,,,,,,,,,,,,,,,707.0
Pottawatomie County,Oklahoma,40,125,,,,,,,,,,,,,,,718.0
Pushmataha County,Oklahoma,40,127,,,,,,,,,,,,,,,551.0
Roger Mills County,Oklahoma,40,129,,,,,,,,,,,,,,,585.0
Rogers County,Oklahoma,40,131,,,,,,,,,,,,,,,872.0
Seminole County,Oklahoma,40,133,,,,,,,,,,,,,,,649.0
Sequoyah County,Oklahoma,40,135,,,,,,,,,,,,,,,681.0
Stephens County,Oklahoma,40,137,,,,,,,,,,,,,,,694.0
Texas County,Oklahoma,40,139,,,,,,,,,,,,,,,771.0
Tillman County,Oklahoma,40,141,,,,,,,,,,,,,,,616.0
Tulsa County,Oklahoma,40,143,,,,,,,,,,,,,,,865.0
Wagoner County,Oklahoma,40,145,,,,,,,,,,,,,,,886.0
Washington County,Oklahoma,40,147,,,,,,,,,,,,,,,740.0
Washita County,Oklahoma,40,149,,,,,,,,,,,,,,,688.0
Woods County,Oklahoma,40,151,,,,,,,,,,,,,,,690.0
Woodward County,Oklahoma,40,153,,,,,,,,,,,,,,,805.0
Baker County,Oregon,41,1,,,,,,,,,,,,,,,674.0
Benton County,Oregon,41,3,,,,,,,,,,,,,,,1081.0
Clackamas County,Oregon,41,5,,,,,,,,,,,,,,,1295.0
Clatsop County,Oregon,41,7,,,,,,,,,,,,,,,927.0
Columbia County,Oregon,41,9,,,,,,,,,,,,,,,921.0
Coos County,Oregon,41,11,,,,,,,,,,,,,,,818.0
Crook County,Oregon,41,13,,,,,,,,,,,,,,,865.0
Curry County,Oregon,41,15,,,,,,,,,,,,,,,888.0
Deschutes County,Oregon,41,17,,,,,,,,,,,,,,,1208.0
Douglas County,Oregon,41,19,,,,,,,,,,,,,,,824.0
Gilliam County,Oregon,41,21,,,,,,,,,,,,,,,919.0
Grant County,Oregon,41,23,,,,,,,,,,,,,,,704.0
Harney County,Oregon,41,25,,,,,,,,,,,,,,,648.0
Hood River County,Oregon,41,27,,,,,,,,,,,,,,,1133.0
Jackson County,Oregon,41,29,,,,,,,,,,,,,,,993.0
Jefferson County,Oregon,41,31,,,,,,,,,,,,,,,839.0
Josephine County,Oregon,41,33,,,,,,,,,,,,,,,908.0
Klamath County,Oregon,41,35,,,,,,,,,,,,,,,772.0
Lake County,Oregon,41,37,,,,,,,,,,,,,,,709.0
Lane County,Oregon,41,39,,,,,,,,,,,,,,,989.0
Lincoln County,Oregon,41,41,,,,,,,,,,,,,,,924.0
Linn County,Oregon,41,43,,,,,,,,,,,,,,,964.0
Malheur County,Oregon,41,45,,,,,,,,,,,,,,,688.0
Marion County,Oregon,41,47,,,,,,,,,,,,,,,985.0
Morrow County,Oregon,41,49,,,,,,,,,,,,,,,790.0
Multnomah County,Oregon,41,51,,,,,,,,,,,,,,,1237.0
Polk County,Oregon,41,53,,,,,,,,,,,,,,,994.0
Sherman County,Oregon,41,55,,,,,,,,,,,,,,,742.0
Tillamook County,Oregon,41,57,,,,,,,,,,,,,,,910.0
Umatilla County,Oregon,41,59,,,,,,,,,,,,,,,757.0
Union County,Oregon,41,61,,,,,,,,,,,,,,,818.0
Wallowa County,Oregon,41,63,,,,,,,,,,,,,,,681.0
Wasco County,Oregon,41,65,,,,,,,,,,,,,,,842.0
Washington County,Oregon,41,67,,,,,,,,,,,,,,,1359.0
Wheeler County,Oregon,41,69,,,,,,,,,,,,,,,656.0
Yamhill County,Oregon,41,71,,,,,,,,,,,,,,,1052.0
Adams County,Pennsylvania,42,1,,,,,,,,,,,,,,,922.0
Allegheny County,Pennsylvania,42,3,,,,,,,,,,,,,,,890.0
Armstrong County,Pennsylvania,42,5,,,,,,,,,,,,,,,666.0
Beaver County,Pennsylvania,42,7,,,,,,,,,,,,,,,698.0
Bedford County,Pennsylvania,42,9,,,,,,,,,,,,,,,691.0
Berks County,Pennsylvania,42,11,,,,,,,,,,,,,,,939.0
Blair County,Pennsylvania,42,13,,,,,,,,,,,,,,,722.0
Bradford County,Pennsylvania,42,15,,,,,,,,,,,,,,,738.0
Bucks County,Pennsylvania,42,17,,,,,,,,,,,,,,,1228.0
Butler County,Pennsylvania,42,19,,,,,,,,,,,,,,,869.0
Cambria County,Pennsylvania,42,21,,,,,,,,,,,,,,,634.0
Cameron County,Pennsylvania,42,23,,,,,,,,,,,,,,,600.0
Carbon County,Pennsylvania,42,25,,,,,,,,,,,,,,,830.0
Centre County,Pennsylvania,42,27,,,,,,,,,,,,,,,1000.0
Chester County,Pennsylvania,42,29,,,,,,,,,,,,,,,1330.0
Clarion County,Pennsylvania,42,31,,,,,,,,,,,,,,,649.0
Clearfield County,Pennsylvania,42,33,,,,,,,,,,,,,,,666.0
Clinton County,Pennsylvania,42,35,,,,,,,,,,,,,,,736.0
Columbia County,Pennsylvania,42,37,,,,,,,,,,,,,,,758.0
Crawford County,Pennsylvania,42,39,,,,,,,,,,,,,,,664.0
Cumberland County,Pennsylvania,42,41,,,,,,,,,,,,,,,991.0
Dauphin County,Pennsylvania,42,43,,,,,,,,,,,,,,,949.0
Delaware County,Pennsylvania,42,45,,,,,,,,,,,,,,,1078.0
Elk County,Pennsylvania,42,47,,,,,,,,,,,,,,,591.0
Erie County,Pennsylvania,42,49,,,,,,,,,,,,,,,753.0
Fayette County,Pennsylvania,42,51,,,,,,,,,,,,,,,675.0
Forest County,Pennsylvania,42,53,,,,,,,,,,,,,,,520.0
Franklin County,Pennsylvania,42,55,,,,,,,,,,,,,,,883.0
Fulton County,Pennsylvania,42,57,,,,,,,,,,,,,,,663.0
Greene County,Pennsylvania,42,59,,,,,,,,,,,,,,,672.0
Huntingdon County,Pennsylvania,42,61,,,,,,,,,,,,,,,642.0
Indiana County,Pennsylvania,42,63,,,,,,,,,,,,,,,709.0
Jefferson County,Pennsylvania,42,65,,,,,,,,,,,,,,,669.0
Juniata County,Pennsylvania,42,67,,,,,,,,,,,,,,,673.0
Lackawanna County,Pennsylvania,42,69,,,,,,,,,,,,,,,792.0
Lancaster County,Pennsylvania,42,71,,,,,,,,,,,,,,,1009.0
Lawrence County,Pennsylvania,42,73,,,,,,,,,,,,,,,696.0
Lebanon County,Pennsylvania,42,75,,,,,,,,,,,,,,,874.0
Lehigh County,Pennsylvania,42,77,,,,,,,,,,,,,,,1072.0
Luzerne County,Pennsylvania,42,79,,,,,,,,,,,,,,,785.0
Lycoming County,Pennsylvania,42,81,,,,,,,,,,,,,,,787.0
McKean County,Pennsylvania,42,83,,,,,,,,,,,,,,,657.0
Mercer County,Pennsylvania,42,85,,,,,,,,,,,,,,,689.0
Mifflin County,Pennsylvania,42,87,,,,,,,,,,,,,,,682.0
Monroe County,Pennsylvania,42,89,,,,,,,,,,,,,,,1108.0
Montgomery County,Pennsylvania,42,91,,,,,,,,,,,,,,,1295.0
Montour County,Pennsylvania,42,93,,,,,,,,,,,,,,,721.0
Northampton County,Pennsylvania,42,95,,,,,,,,,,,,,,,1078.0
Northumberland County,Pennsylvania,42,97,,,,,,,,,,,,,,,663.0
Perry County,Pennsylvania,42,99,,,,,,,,,,,,,,,792.0
Philadelphia County,Pennsylvania,42,101,,,,,,,,,,,,,,,1042.0
Pike County,Pennsylvania,42,103,,,,,,,,,,,,,,,1200.0
Potter County,Pennsylvania,42,105,,,,,,,,,,,,,,,663.0
Schuylkill County,Pennsylvania,42,107,,,,,,,,,,,,,,,703.0
Snyder County,Pennsylvania,42,109,,,,,,,,,,,,,,,727.0
Somerset County,Pennsylvania,42,111,,,,,,,,,,,,,,,607.0
Sullivan County,Pennsylvania,42,113,,,,,,,,,,,,,,,643.0
Susquehanna County,Pennsylvania,42,115,,,,,,,,,,,,,,,727.0
Tioga County,Pennsylvania,42,117,,,,,,,,,,,,,,,728.0
Union County,Pennsylvania,42,119,,,,,,,,,,,,,,,769.0
Venango County,Pennsylvania,42,121,,,,,,,,,,,,,,,622.0
Warren County,Pennsylvania,42,123,,,,,,,,,,,,,,,614.0
Washington County,Pennsylvania,42,125,,,,,,,,,,,,,,,772.0
Wayne County,Pennsylvania,42,127,,,,,,,,,,,,,,,820.0
Westmoreland County,Pennsylvania,42,129,,,,,,,,,,,,,,,721.0
Wyoming County,Pennsylvania,42,131,,,,,,,,,,,,,,,799.0
York County,Pennsylvania,42,133,,,,,,,,,,,,,,,957.0
Bristol County,Rhode Island,44,1,,,,,,,,,,,,,,,1037.0
Kent County,Rhode Island,44,3,,,,,,,,,,,,,,,1079.0
Newport County,Rhode Island,44,5,,,,,,,,,,,,,,,1285.0
Providence County,Rhode Island,44,7,,,,,,,,,,,,,,,967.0
Washington County,Rhode Island,44,9,,,,,,,,,,,,,,,1133.0
Abbeville County,South Carolina,45,1,,,,,,,,,,,,,,,681.0
Aiken County,South Carolina,45,3,,,,,,,,,,,,,,,819.0
Allendale County,South Carolina,45,5,,,,,,,,,,,,,,,602.0
Anderson County,South Carolina,45,7,,,,,,,,,,,,,,,778.0
Bamberg County,South Carolina,45,9,,,,,,,,,,,,,,,794.0
Barnwell County,South Carolina,45,11,,,,,,,,,,,,,,,621.0
Beaufort County,South Carolina,45,13,,,,,,,,,,,,,,,1202.0
Berkeley County,South Carolina,45,15,,,,,,,,,,,,,,,1109.0
Calhoun County,South Carolina,45,17,,,,,,,,,,,,,,,666.0
Charleston County,South Carolina,45,19,,,,,,,,,,,,,,,1190.0
Cherokee County,South Carolina,45,21,,,,,,,,,,,,,,,712.0
Chester County,South Carolina,45,23,,,,,,,,,,,,,,,661.0
Chesterfield County,South Carolina,45,25,,,,,,,,,,,,,,,670.0
Clarendon County,South Carolina,45,27,,,,,,,,,,,,,,,606.0
Colleton County,South Carolina,45,29,,,,,,,,,,,,,,,749.0
Darlington County,South Carolina,45,31,,,,,,,,,,,,,,,675.0
Dillon County,South Carolina,45,33,,,,,,,,,,,,,,,590.0
Dorchester County,South Carolina,45,35,,,,,,,,,,,,,,,1099.0
Edgefield County,South Carolina,45,37,,,,,,,,,,,,,,,637.0
Fairfield County,South Carolina,45,39,,,,,,,,,,,,,,,712.0
Florence County,South Carolina,45,41,,,,,,,,,,,,,,,772.0
Georgetown County,South Carolina,45,43,,,,,,,,,,,,,,,901.0
Greenville County,South Carolina,45,45,,,,,,,,,,,,,,,918.0
Greenwood County,South Carolina,45,47,,,,,,,,,,,,,,,733.0
Hampton County,South Carolina,45,49,,,,,,,,,,,,,,,607.0
Horry County,South Carolina,45,51,,,,,,,,,,,,,,,959.0
Jasper County,South Carolina,45,53,,,,,,,,,,,,,,,929.0
Kershaw County,South Carolina,45,55,,,,,,,,,,,,,,,775.0
Lancaster County,South Carolina,45,57,,,,,,,,,,,,,,,776.0
Laurens County,South Carolina,45,59,,,,,,,,,,,,,,,734.0
Lee County,South Carolina,45,61,,,,,,,,,,,,,,,656.0
Lexington County,South Carolina,45,63,,,,,,,,,,,,,,,917.0
McCormick County,South Carolina,45,65,,,,,,,,,,,,,,,720.0
Marion County,South Carolina,45,67,,,,,,,,,,,,,,,594.0
Marlboro County,South Carolina,45,69,,,,,,,,,,,,,,,610.0
Newberry County,South Carolina,45,71,,,,,,,,,,,,,,,765.0
Oconee County,South Carolina,45,73,,,,,,,,,,,,,,,762.0
Orangeburg County,South Carolina,45,75,,,,,,,,,,,,,,,687.0
Pickens County,South Carolina,45,77,,,,,,,,,,,,,,,768.0
Richland County,South Carolina,45,79,,,,,,,,,,,,,,,972.0
Saluda County,South Carolina,45,81,,,,,,,,,,,,,,,661.0
Spartanburg County,South Carolina,45,83,,,,,,,,,,,,,,,794.0
Sumter County,South Carolina,45,85,,,,,,,,,,,,,,,800.0
Union County,South Carolina,45,87,,,,,,,,,,,,,,,690.0
Williamsburg County,South Carolina,45,89,,,,,,,,,,,,,,,625.0
York County,South Carolina,45,91,,,,,,,,,,,,,,,980.0
Aurora County,South Dakota,46,3,,,,,,,,,,,,,,,628.0
Beadle County,South Dakota,46,5,,,,,,,,,,,,,,,619.0
Bennett County,South Dakota,46,7,,,,,,,,,,,,,,,564.0
Bon Homme County,South Dakota,46,9,,,,,,,,,,,,,,,572.0
Brookings County,South Dakota,46,11,,,,,,,,,,,,,,,750.0
Brown County,South Dakota,46,13,,,,,,,,,,,,,,,695.0
Brule County,South Dakota,46,15,,,,,,,,,,,,,,,679.0
Buffalo County,South Dakota,46,17,,,,,,,,,,,,,,,437.0
Butte County,South Dakota,46,19,,,,,,,,,,,,,,,724.0
Campbell County,South Dakota,46,21,,,,,,,,,,,,,,,534.0
Charles Mix County,South Dakota,46,23,,,,,,,,,,,,,,,558.0
Clark County,South Dakota,46,25,,,,,,,,,,,,,,,554.0
Clay County,South Dakota,46,27,,,,,,,,,,,,,,,741.0
Codington County,South Dakota,46,29,,,,,,,,,,,,,,,754.0
Corson County,South Dakota,46,31,,,,,,,,,,,,,,,443.0
Custer County,South Dakota,46,33,,,,,,,,,,,,,,,782.0
Davison County,South Dakota,46,35,,,,,,,,,,,,,,,759.0
Day County,South Dakota,46,37,,,,,,,,,,,,,,,532.0
Deuel County,South Dakota,46,39,,,,,,,,,,,,,,,629.0
Dewey County,South Dakota,46,41,,,,,,,,,,,,,,,579.0
Douglas County,South Dakota,46,43,,,,,,,,,,,,,,,537.0
Edmunds County,South Dakota,46,45,,,,,,,,,,,,,,,604.0
Fall River County,South Dakota,46,47,,,,,,,,,,,,,,,608.0
Faulk County,South Dakota,46,49,,,,,,,,,,,,,,,660.0
Grant County,South Dakota,46,51,,,,,,,,,,,,,,,620.0
Gregory County,South Dakota,46,53,,,,,,,,,,,,,,,527.0
Haakon County,South Dakota,46,55,,,,,,,,,,,,,,,701.0
Hamlin County,South Dakota,46,57,,,,,,,,,,,,,,,558.0
Hand County,South Dakota,46,59,,,,,,,,,,,,,,,515.0
Hanson County,South Dakota,46,61,,,,,,,,,,,,,,,782.0
Harding County,South Dakota,46,63,,,,,,,,,,,,,,,596.0
Hughes County,South Dakota,46,65,,,,,,,,,,,,,,,673.0
Hutchinson County,South Dakota,46,67,,,,,,,,,,,,,,,536.0
Hyde County,South Dakota,46,69,,,,,,,,,,,,,,,613.0
Jerauld County,South Dakota,46,73,,,,,,,,,,,,,,,494.0
Jones County,South Dakota,46,75,,,,,,,,,,,,,,,438.0
Kingsbury County,South Dakota,46,77,,,,,,,,,,,,,,,500.0
Lake County,South Dakota,46,79,,,,,,,,,,,,,,,597.0
Lawrence County,South Dakota,46,81,,,,,,,,,,,,,,,761.0
Lincoln County,South Dakota,46,83,,,,,,,,,,,,,,,963.0
Lyman County,South Dakota,46,85,,,,,,,,,,,,,,,568.0
McCook County,South Dakota,46,87,,,,,,,,,,,,,,,575.0
McPherson County,South Dakota,46,89,,,,,,,,,,,,,,,494.0
Marshall County,South Dakota,46,91,,,,,,,,,,,,,,,597.0
Meade County,South Dakota,46,93,,,,,,,,,,,,,,,877.0
Mellette County,South Dakota,46,95,,,,,,,,,,,,,,,502.0
Miner County,South Dakota,46,97,,,,,,,,,,,,,,,603.0
Minnehaha County,South Dakota,46,99,,,,,,,,,,,,,,,813.0
Moody County,South Dakota,46,101,,,,,,,,,,,,,,,568.0
Pennington County,South Dakota,46,103,,,,,,,,,,,,,,,842.0
Perkins County,South Dakota,46,105,,,,,,,,,,,,,,,590.0
Potter County,South Dakota,46,107,,,,,,,,,,,,,,,684.0
Roberts County,South Dakota,46,109,,,,,,,,,,,,,,,583.0
Sanborn County,South Dakota,46,111,,,,,,,,,,,,,,,601.0
Shannon County,South Dakota,46,113,,,,,,,,,,,,,,,
Spink County,South Dakota,46,115,,,,,,,,,,,,,,,618.0
Stanley County,South Dakota,46,117,,,,,,,,,,,,,,,772.0
Sully County,South Dakota,46,119,,,,,,,,,,,,,,,582.0
Todd County,South Dakota,46,121,,,,,,,,,,,,,,,429.0
Tripp County,South Dakota,46,123,,,,,,,,,,,,,,,579.0
Turner County,South Dakota,46,125,,,,,,,,,,,,,,,661.0
Union County,South Dakota,46,127,,,,,,,,,,,,,,,854.0
Walworth County,South Dakota,46,129,,,,,,,,,,,,,,,692.0
Yankton County,South Dakota,46,135,,,,,,,,,,,,,,,644.0
Ziebach County,South Dakota,46,137,,,,,,,,,,,,,,,576.0
Jackson County,South Dakota,46,71,,,,,,,,,,,,,,,544.0
Anderson County,Tennessee,47,1,,,,,,,,,,,,,,,750.0
Bedford County,Tennessee,47,3,,,,,,,,,,,,,,,767.0
Benton County,Tennessee,47,5,,,,,,,,,,,,,,,658.0
Bledsoe County,Tennessee,47,7,,,,,,,,,,,,,,,656.0
Blount County,Tennessee,47,9,,,,,,,,,,,,,,,788.0
Bradley County,Tennessee,47,11,,,,,,,,,,,,,,,777.0
Campbell County,Tennessee,47,13,,,,,,,,,,,,,,,614.0
Cannon County,Tennessee,47,15,,,,,,,,,,,,,,,635.0
Carroll County,Tennessee,47,17,,,,,,,,,,,,,,,622.0
Carter County,Tennessee,47,19,,,,,,,,,,,,,,,632.0
Cheatham County,Tennessee,47,21,,,,,,,,,,,,,,,988.0
Chester County,Tennessee,47,23,,,,,,,,,,,,,,,682.0
Claiborne County,Tennessee,47,25,,,,,,,,,,,,,,,632.0
Clay County,Tennessee,47,27,,,,,,,,,,,,,,,479.0
Cocke County,Tennessee,47,29,,,,,,,,,,,,,,,646.0
Coffee County,Tennessee,47,31,,,,,,,,,,,,,,,737.0
Crockett County,Tennessee,47,33,,,,,,,,,,,,,,,728.0
Cumberland County,Tennessee,47,35,,,,,,,,,,,,,,,696.0
Davidson County,Tennessee,47,37,,,,,,,,,,,,,,,1102.0
Decatur County,Tennessee,47,39,,,,,,,,,,,,,,,531.0
DeKalb County,Tennessee,47,41,,,,,,,,,,,,,,,644.0
Dickson County,Tennessee,47,43,,,,,,,,,,,,,,,782.0
Dyer County,Tennessee,47,45,,,,,,,,,,,,,,,680.0
Fayette County,Tennessee,47,47,,,,,,,,,,,,,,,739.0
Fentress County,Tennessee,47,49,,,,,,,,,,,,,,,526.0
Franklin County,Tennessee,47,51,,,,,,,,,,,,,,,678.0
Gibson County,Tennessee,47,53,,,,,,,,,,,,,,,680.0
Giles County,Tennessee,47,55,,,,,,,,,,,,,,,660.0
Grainger County,Tennessee,47,57,,,,,,,,,,,,,,,641.0
Greene County,Tennessee,47,59,,,,,,,,,,,,,,,620.0
Grundy County,Tennessee,47,61,,,,,,,,,,,,,,,629.0
Hamblen County,Tennessee,47,63,,,,,,,,,,,,,,,735.0
Hamilton County,Tennessee,47,65,,,,,,,,,,,,,,,868.0
Hancock County,Tennessee,47,67,,,,,,,,,,,,,,,424.0
Hardeman County,Tennessee,47,69,,,,,,,,,,,,,,,650.0
Hardin County,Tennessee,47,71,,,,,,,,,,,,,,,592.0
Hawkins County,Tennessee,47,73,,,,,,,,,,,,,,,638.0
Haywood County,Tennessee,47,75,,,,,,,,,,,,,,,651.0
Henderson County,Tennessee,47,77,,,,,,,,,,,,,,,648.0
Henry County,Tennessee,47,79,,,,,,,,,,,,,,,643.0
Hickman County,Tennessee,47,81,,,,,,,,,,,,,,,708.0
Houston County,Tennessee,47,83,,,,,,,,,,,,,,,642.0
Humphreys County,Tennessee,47,85,,,,,,,,,,,,,,,670.0
Jackson County,Tennessee,47,87,,,,,,,,,,,,,,,548.0
Jefferson County,Tennessee,47,89,,,,,,,,,,,,,,,681.0
Johnson County,Tennessee,47,91,,,,,,,,,,,,,,,545.0
Knox County,Tennessee,47,93,,,,,,,,,,,,,,,892.0
