County,State,State_FIPS,County_FIPS,age_15_to_44_percentage,median_gross_rent,age_60_and_over,total_population,white_population,housing_cost_burden,median_household_income,gini_index,native_american_population,total_population_race,black_population,age_18_and_under_percentage,median_home_value,per_capita_income,asian_population
Jasper County,Indiana,18,73,,,,,,,,,,,,,,,32330.0
Jay County,Indiana,18,75,,,,,,,,,,,,,,,20856.0
Jefferson County,Indiana,18,77,,,,,,,,,,,,,,,30799.0
Jennings County,Indiana,18,79,,,,,,,,,,,,,,,27346.0
Johnson County,Indiana,18,81,,,,,,,,,,,,,,,135173.0
Knox County,Indiana,18,83,,,,,,,,,,,,,,,35950.0
Kosciusko County,Indiana,18,85,,,,,,,,,,,,,,,72453.0
LaGrange County,Indiana,18,87,,,,,,,,,,,,,,,37267.0
Lake County,Indiana,18,89,,,,,,,,,,,,,,,303471.0
LaPorte County,Indiana,18,91,,,,,,,,,,,,,,,93488.0
Lawrence County,Indiana,18,93,,,,,,,,,,,,,,,44305.0
Madison County,Indiana,18,95,,,,,,,,,,,,,,,114731.0
Marion County,Indiana,18,97,,,,,,,,,,,,,,,584486.0
Marshall County,Indiana,18,99,,,,,,,,,,,,,,,43831.0
Martin County,Indiana,18,101,,,,,,,,,,,,,,,10017.0
Miami County,Indiana,18,103,,,,,,,,,,,,,,,33092.0
Monroe County,Indiana,18,105,,,,,,,,,,,,,,,123673.0
Montgomery County,Indiana,18,107,,,,,,,,,,,,,,,36724.0
Morgan County,Indiana,18,109,,,,,,,,,,,,,,,67610.0
Newton County,Indiana,18,111,,,,,,,,,,,,,,,13639.0
Noble County,Indiana,18,113,,,,,,,,,,,,,,,45871.0
Ohio County,Indiana,18,115,,,,,,,,,,,,,,,5967.0
Orange County,Indiana,18,117,,,,,,,,,,,,,,,19037.0
Owen County,Indiana,18,119,,,,,,,,,,,,,,,20614.0
Parke County,Indiana,18,121,,,,,,,,,,,,,,,16454.0
Perry County,Indiana,18,123,,,,,,,,,,,,,,,18411.0
Pike County,Indiana,18,125,,,,,,,,,,,,,,,12608.0
Porter County,Indiana,18,127,,,,,,,,,,,,,,,153248.0
Posey County,Indiana,18,129,,,,,,,,,,,,,,,24856.0
Pulaski County,Indiana,18,131,,,,,,,,,,,,,,,12582.0
Putnam County,Indiana,18,133,,,,,,,,,,,,,,,35072.0
Randolph County,Indiana,18,135,,,,,,,,,,,,,,,24863.0
Ripley County,Indiana,18,137,,,,,,,,,,,,,,,27769.0
Rush County,Indiana,18,139,,,,,,,,,,,,,,,16512.0
Saint Joseph County,Indiana,18,141,,,,,,,,,,,,,,,212537.0
Scott County,Indiana,18,143,,,,,,,,,,,,,,,23159.0
Shelby County,Indiana,18,145,,,,,,,,,,,,,,,41947.0
Spencer County,Indiana,18,147,,,,,,,,,,,,,,,20070.0
Starke County,Indiana,18,149,,,,,,,,,,,,,,,22108.0
Steuben County,Indiana,18,151,,,,,,,,,,,,,,,33345.0
Sullivan County,Indiana,18,153,,,,,,,,,,,,,,,19718.0
Switzerland County,Indiana,18,155,,,,,,,,,,,,,,,10170.0
Tippecanoe County,Indiana,18,157,,,,,,,,,,,,,,,153830.0
Tipton County,Indiana,18,159,,,,,,,,,,,,,,,15146.0
Union County,Indiana,18,161,,,,,,,,,,,,,,,7032.0
Vanderburgh County,Indiana,18,163,,,,,,,,,,,,,,,156201.0
Vermillion County,Indiana,18,165,,,,,,,,,,,,,,,15553.0
Vigo County,Indiana,18,167,,,,,,,,,,,,,,,94752.0
Wabash County,Indiana,18,169,,,,,,,,,,,,,,,31057.0
Warren County,Indiana,18,171,,,,,,,,,,,,,,,8207.0
Warrick County,Indiana,18,173,,,,,,,,,,,,,,,57687.0
Washington County,Indiana,18,175,,,,,,,,,,,,,,,27389.0
Wayne County,Indiana,18,177,,,,,,,,,,,,,,,61099.0
Wells County,Indiana,18,179,,,,,,,,,,,,,,,26913.0
White County,Indiana,18,181,,,,,,,,,,,,,,,23023.0
Whitley County,Indiana,18,183,,,,,,,,,,,,,,,32225.0
Adair County,Iowa,19,1,,,,,,,,,,,,,,,7312.0
Adams County,Iowa,19,3,,,,,,,,,,,,,,,3788.0
Allamakee County,Iowa,19,5,,,,,,,,,,,,,,,13592.0
Appanoose County,Iowa,19,7,,,,,,,,,,,,,,,12347.0
Audubon County,Iowa,19,9,,,,,,,,,,,,,,,5732.0
Benton County,Iowa,19,11,,,,,,,,,,,,,,,25226.0
Black Hawk County,Iowa,19,13,,,,,,,,,,,,,,,112912.0
Boone County,Iowa,19,15,,,,,,,,,,,,,,,25658.0
Bremer County,Iowa,19,17,,,,,,,,,,,,,,,23737.0
Buchanan County,Iowa,19,19,,,,,,,,,,,,,,,20514.0
Buena Vista County,Iowa,19,21,,,,,,,,,,,,,,,16611.0
Butler County,Iowa,19,23,,,,,,,,,,,,,,,14702.0
Calhoun County,Iowa,19,25,,,,,,,,,,,,,,,9533.0
Carroll County,Iowa,19,27,,,,,,,,,,,,,,,20025.0
Cass County,Iowa,19,29,,,,,,,,,,,,,,,13253.0
Cedar County,Iowa,19,31,,,,,,,,,,,,,,,17871.0
Cerro Gordo County,Iowa,19,33,,,,,,,,,,,,,,,41325.0
Cherokee County,Iowa,19,35,,,,,,,,,,,,,,,11534.0
Chickasaw County,Iowa,19,37,,,,,,,,,,,,,,,12009.0
Clarke County,Iowa,19,39,,,,,,,,,,,,,,,8910.0
Clay County,Iowa,19,41,,,,,,,,,,,,,,,15857.0
Clayton County,Iowa,19,43,,,,,,,,,,,,,,,17384.0
Clinton County,Iowa,19,45,,,,,,,,,,,,,,,45280.0
Crawford County,Iowa,19,47,,,,,,,,,,,,,,,15790.0
Dallas County,Iowa,19,49,,,,,,,,,,,,,,,68894.0
Davis County,Iowa,19,51,,,,,,,,,,,,,,,8612.0
Decatur County,Iowa,19,53,,,,,,,,,,,,,,,7875.0
Delaware County,Iowa,19,55,,,,,,,,,,,,,,,17202.0
Des Moines County,Iowa,19,57,,,,,,,,,,,,,,,36545.0
Dickinson County,Iowa,19,59,,,,,,,,,,,,,,,16583.0
Dubuque County,Iowa,19,61,,,,,,,,,,,,,,,89788.0
Emmet County,Iowa,19,63,,,,,,,,,,,,,,,9575.0
Fayette County,Iowa,19,65,,,,,,,,,,,,,,,19790.0
Floyd County,Iowa,19,67,,,,,,,,,,,,,,,15202.0
Franklin County,Iowa,19,69,,,,,,,,,,,,,,,9660.0
Fremont County,Iowa,19,71,,,,,,,,,,,,,,,6880.0
Greene County,Iowa,19,73,,,,,,,,,,,,,,,8982.0
Grundy County,Iowa,19,75,,,,,,,,,,,,,,,12196.0
Guthrie County,Iowa,19,77,,,,,,,,,,,,,,,10495.0
Hamilton County,Iowa,19,79,,,,,,,,,,,,,,,14326.0
Hancock County,Iowa,19,81,,,,,,,,,,,,,,,10769.0
Hardin County,Iowa,19,83,,,,,,,,,,,,,,,16659.0
Harrison County,Iowa,19,85,,,,,,,,,,,,,,,14125.0
Henry County,Iowa,19,87,,,,,,,,,,,,,,,18471.0
Howard County,Iowa,19,89,,,,,,,,,,,,,,,9328.0
Humboldt County,Iowa,19,91,,,,,,,,,,,,,,,9477.0
Ida County,Iowa,19,93,,,,,,,,,,,,,,,6913.0
Iowa County,Iowa,19,95,,,,,,,,,,,,,,,16010.0
Jackson County,Iowa,19,97,,,,,,,,,,,,,,,19044.0
Jasper County,Iowa,19,99,,,,,,,,,,,,,,,35318.0
Jefferson County,Iowa,19,101,,,,,,,,,,,,,,,14744.0
Johnson County,Iowa,19,103,,,,,,,,,,,,,,,117331.0
Jones County,Iowa,19,105,,,,,,,,,,,,,,,19658.0
Keokuk County,Iowa,19,107,,,,,,,,,,,,,,,10066.0
Kossuth County,Iowa,19,109,,,,,,,,,,,,,,,14925.0
Lee County,Iowa,19,111,,,,,,,,,,,,,,,33033.0
Linn County,Iowa,19,113,,,,,,,,,,,,,,,194427.0
Louisa County,Iowa,19,115,,,,,,,,,,,,,,,10398.0
Lucas County,Iowa,19,117,,,,,,,,,,,,,,,8535.0
Lyon County,Iowa,19,119,,,,,,,,,,,,,,,11410.0
Madison County,Iowa,19,121,,,,,,,,,,,,,,,15242.0
Mahaska County,Iowa,19,123,,,,,,,,,,,,,,,21380.0
Marion County,Iowa,19,125,,,,,,,,,,,,,,,32015.0
Marshall County,Iowa,19,127,,,,,,,,,,,,,,,34575.0
Mills County,Iowa,19,129,,,,,,,,,,,,,,,14496.0
Mitchell County,Iowa,19,131,,,,,,,,,,,,,,,10633.0
Monona County,Iowa,19,133,,,,,,,,,,,,,,,8826.0
Monroe County,Iowa,19,135,,,,,,,,,,,,,,,7587.0
Montgomery County,Iowa,19,137,,,,,,,,,,,,,,,10032.0
Muscatine County,Iowa,19,139,,,,,,,,,,,,,,,39454.0
O'Brien County,Iowa,19,141,,,,,,,,,,,,,,,13359.0
Osceola County,Iowa,19,143,,,,,,,,,,,,,,,5933.0
Page County,Iowa,19,145,,,,,,,,,,,,,,,14804.0
Palo Alto County,Iowa,19,147,,,,,,,,,,,,,,,8950.0
Plymouth County,Iowa,19,149,,,,,,,,,,,,,,,24060.0
Pocahontas County,Iowa,19,151,,,,,,,,,,,,,,,6878.0
Polk County,Iowa,19,153,,,,,,,,,,,,,,,386251.0
Pottawattamie County,Iowa,19,155,,,,,,,,,,,,,,,88038.0
Poweshiek County,Iowa,19,157,,,,,,,,,,,,,,,17738.0
Ringgold County,Iowa,19,159,,,,,,,,,,,,,,,4949.0
Sac County,Iowa,19,161,,,,,,,,,,,,,,,9889.0
Scott County,Iowa,19,163,,,,,,,,,,,,,,,146516.0
Shelby County,Iowa,19,165,,,,,,,,,,,,,,,11521.0
Sioux County,Iowa,19,167,,,,,,,,,,,,,,,31934.0
Story County,Iowa,19,169,,,,,,,,,,,,,,,82374.0
Tama County,Iowa,19,171,,,,,,,,,,,,,,,15501.0
Taylor County,Iowa,19,173,,,,,,,,,,,,,,,5957.0
Union County,Iowa,19,175,,,,,,,,,,,,,,,12244.0
Van Buren County,Iowa,19,177,,,,,,,,,,,,,,,7278.0
Wapello County,Iowa,19,179,,,,,,,,,,,,,,,32494.0
Warren County,Iowa,19,181,,,,,,,,,,,,,,,46034.0
Washington County,Iowa,19,183,,,,,,,,,,,,,,,21112.0
Wayne County,Iowa,19,185,,,,,,,,,,,,,,,6235.0
Webster County,Iowa,19,187,,,,,,,,,,,,,,,34283.0
Winnebago County,Iowa,19,189,,,,,,,,,,,,,,,10168.0
Winneshiek County,Iowa,19,191,,,,,,,,,,,,,,,20189.0
Woodbury County,Iowa,19,193,,,,,,,,,,,,,,,87371.0
Worth County,Iowa,19,195,,,,,,,,,,,,,,,7351.0
Wright County,Iowa,19,197,,,,,,,,,,,,,,,12247.0
Allen County,Kansas,20,1,,,,,,,,,,,,,,,12226.0
Anderson County,Kansas,20,3,,,,,,,,,,,,,,,7513.0
Atchison County,Kansas,20,5,,,,,,,,,,,,,,,15065.0
Barber County,Kansas,20,7,,,,,,,,,,,,,,,4577.0
Barton County,Kansas,20,9,,,,,,,,,,,,,,,25177.0
Bourbon County,Kansas,20,11,,,,,,,,,,,,,,,13787.0
Brown County,Kansas,20,13,,,,,,,,,,,,,,,8497.0
Butler County,Kansas,20,15,,,,,,,,,,,,,,,61840.0
Chase County,Kansas,20,17,,,,,,,,,,,,,,,2607.0
Chautauqua County,Kansas,20,19,,,,,,,,,,,,,,,3111.0
Cherokee County,Kansas,20,21,,,,,,,,,,,,,,,18909.0
Cheyenne County,Kansas,20,23,,,,,,,,,,,,,,,2540.0
Clark County,Kansas,20,25,,,,,,,,,,,,,,,1966.0
Clay County,Kansas,20,27,,,,,,,,,,,,,,,8144.0
Cloud County,Kansas,20,29,,,,,,,,,,,,,,,8869.0
Coffey County,Kansas,20,31,,,,,,,,,,,,,,,8134.0
Comanche County,Kansas,20,33,,,,,,,,,,,,,,,1969.0
Cowley County,Kansas,20,35,,,,,,,,,,,,,,,31648.0
Crawford County,Kansas,20,37,,,,,,,,,,,,,,,36180.0
Decatur County,Kansas,20,39,,,,,,,,,,,,,,,2804.0
Dickinson County,Kansas,20,41,,,,,,,,,,,,,,,18443.0
Doniphan County,Kansas,20,43,,,,,,,,,,,,,,,7209.0
Douglas County,Kansas,20,45,,,,,,,,,,,,,,,96909.0
Edwards County,Kansas,20,47,,,,,,,,,,,,,,,2805.0
Elk County,Kansas,20,49,,,,,,,,,,,,,,,2532.0
Ellis County,Kansas,20,51,,,,,,,,,,,,,,,27338.0
Ellsworth County,Kansas,20,53,,,,,,,,,,,,,,,5787.0
Finney County,Kansas,20,55,,,,,,,,,,,,,,,28112.0
Ford County,Kansas,20,57,,,,,,,,,,,,,,,30535.0
Franklin County,Kansas,20,59,,,,,,,,,,,,,,,23926.0
Geary County,Kansas,20,61,,,,,,,,,,,,,,,25787.0
Gove County,Kansas,20,63,,,,,,,,,,,,,,,2650.0
Graham County,Kansas,20,65,,,,,,,,,,,,,,,2383.0
Grant County,Kansas,20,67,,,,,,,,,,,,,,,5895.0
Gray County,Kansas,20,69,,,,,,,,,,,,,,,5965.0
Greeley County,Kansas,20,71,,,,,,,,,,,,,,,1067.0
Greenwood County,Kansas,20,73,,,,,,,,,,,,,,,6097.0
Hamilton County,Kansas,20,75,,,,,,,,,,,,,,,2275.0
Harper County,Kansas,20,77,,,,,,,,,,,,,,,5639.0
Harvey County,Kansas,20,79,,,,,,,,,,,,,,,32367.0
Haskell County,Kansas,20,81,,,,,,,,,,,,,,,3542.0
Hodgeman County,Kansas,20,83,,,,,,,,,,,,,,,1862.0
Jackson County,Kansas,20,85,,,,,,,,,,,,,,,11741.0
Jefferson County,Kansas,20,87,,,,,,,,,,,,,,,18083.0
Jewell County,Kansas,20,89,,,,,,,,,,,,,,,2951.0
Johnson County,Kansas,20,91,,,,,,,,,,,,,,,492630.0
Kearny County,Kansas,20,93,,,,,,,,,,,,,,,3306.0
Kingman County,Kansas,20,95,,,,,,,,,,,,,,,7571.0
Kiowa County,Kansas,20,97,,,,,,,,,,,,,,,2421.0
Labette County,Kansas,20,99,,,,,,,,,,,,,,,18625.0
Lane County,Kansas,20,101,,,,,,,,,,,,,,,1646.0
Leavenworth County,Kansas,20,103,,,,,,,,,,,,,,,65621.0
Lincoln County,Kansas,20,105,,,,,,,,,,,,,,,3076.0
Linn County,Kansas,20,107,,,,,,,,,,,,,,,9176.0
Logan County,Kansas,20,109,,,,,,,,,,,,,,,2665.0
Lyon County,Kansas,20,111,,,,,,,,,,,,,,,29509.0
McPherson County,Kansas,20,113,,,,,,,,,,,,,,,27726.0
Marion County,Kansas,20,115,,,,,,,,,,,,,,,11770.0
Marshall County,Kansas,20,117,,,,,,,,,,,,,,,9713.0
Meade County,Kansas,20,119,,,,,,,,,,,,,,,3871.0
Miami County,Kansas,20,121,,,,,,,,,,,,,,,31244.0
Mitchell County,Kansas,20,123,,,,,,,,,,,,,,,6162.0
Montgomery County,Kansas,20,125,,,,,,,,,,,,,,,29215.0
Morris County,Kansas,20,127,,,,,,,,,,,,,,,5537.0
Morton County,Kansas,20,129,,,,,,,,,,,,,,,2666.0
Nemaha County,Kansas,20,131,,,,,,,,,,,,,,,9874.0
Neosho County,Kansas,20,133,,,,,,,,,,,,,,,15537.0
Ness County,Kansas,20,135,,,,,,,,,,,,,,,2981.0
Norton County,Kansas,20,137,,,,,,,,,,,,,,,5154.0
Osage County,Kansas,20,139,,,,,,,,,,,,,,,15488.0
Osborne County,Kansas,20,141,,,,,,,,,,,,,,,3694.0
Ottawa County,Kansas,20,143,,,,,,,,,,,,,,,5855.0
Pawnee County,Kansas,20,145,,,,,,,,,,,,,,,6265.0
Phillips County,Kansas,20,147,,,,,,,,,,,,,,,5328.0
Pottawatomie County,Kansas,20,149,,,,,,,,,,,,,,,21287.0
Pratt County,Kansas,20,151,,,,,,,,,,,,,,,9255.0
Rawlins County,Kansas,20,153,,,,,,,,,,,,,,,2479.0
Reno County,Kansas,20,155,,,,,,,,,,,,,,,58547.0
Republic County,Kansas,20,157,,,,,,,,,,,,,,,4694.0
Rice County,Kansas,20,159,,,,,,,,,,,,,,,9050.0
Riley County,Kansas,20,161,,,,,,,,,,,,,,,62464.0
Rooks County,Kansas,20,163,,,,,,,,,,,,,,,5021.0
Rush County,Kansas,20,165,,,,,,,,,,,,,,,3125.0
Russell County,Kansas,20,167,,,,,,,,,,,,,,,6669.0
Saline County,Kansas,20,169,,,,,,,,,,,,,,,48847.0
Scott County,Kansas,20,171,,,,,,,,,,,,,,,4693.0
Sedgwick County,Kansas,20,173,,,,,,,,,,,,,,,403007.0
Seward County,Kansas,20,175,,,,,,,,,,,,,,,13820.0
Shawnee County,Kansas,20,177,,,,,,,,,,,,,,,148032.0
Sheridan County,Kansas,20,179,,,,,,,,,,,,,,,2478.0
Sherman County,Kansas,20,181,,,,,,,,,,,,,,,5616.0
Smith County,Kansas,20,183,,,,,,,,,,,,,,,3646.0
Stafford County,Kansas,20,185,,,,,,,,,,,,,,,4129.0
Stanton County,Kansas,20,187,,,,,,,,,,,,,,,1614.0
Stevens County,Kansas,20,189,,,,,,,,,,,,,,,4898.0
Sumner County,Kansas,20,191,,,,,,,,,,,,,,,22309.0
Thomas County,Kansas,20,193,,,,,,,,,,,,,,,7487.0
Trego County,Kansas,20,195,,,,,,,,,,,,,,,2822.0
Wabaunsee County,Kansas,20,197,,,,,,,,,,,,,,,6745.0
Wallace County,Kansas,20,199,,,,,,,,,,,,,,,1587.0
Washington County,Kansas,20,201,,,,,,,,,,,,,,,5528.0
Wichita County,Kansas,20,203,,,,,,,,,,,,,,,2079.0
Wilson County,Kansas,20,205,,,,,,,,,,,,,,,8574.0
Woodson County,Kansas,20,207,,,,,,,,,,,,,,,3040.0
Wyandotte County,Kansas,20,209,,,,,,,,,,,,,,,99235.0
Adair County,Kentucky,21,1,,,,,,,,,,,,,,,17920.0
Allen County,Kentucky,21,3,,,,,,,,,,,,,,,19646.0
Anderson County,Kentucky,21,5,,,,,,,,,,,,,,,20807.0
Ballard County,Kentucky,21,7,,,,,,,,,,,,,,,7791.0
Barren County,Kentucky,21,9,,,,,,,,,,,,,,,39976.0
Bath County,Kentucky,21,11,,,,,,,,,,,,,,,11511.0
Bell County,Kentucky,21,13,,,,,,,,,,,,,,,26554.0
Boone County,Kentucky,21,15,,,,,,,,,,,,,,,114320.0
Bourbon County,Kentucky,21,17,,,,,,,,,,,,,,,18008.0
Boyd County,Kentucky,21,19,,,,,,,,,,,,,,,46346.0
Boyle County,Kentucky,21,21,,,,,,,,,,,,,,,26151.0
Bracken County,Kentucky,21,23,,,,,,,,,,,,,,,8335.0
Breathitt County,Kentucky,21,25,,,,,,,,,,,,,,,13272.0
Breckinridge County,Kentucky,21,27,,,,,,,,,,,,,,,19170.0
Bullitt County,Kentucky,21,29,,,,,,,,,,,,,,,74289.0
Butler County,Kentucky,21,31,,,,,,,,,,,,,,,12596.0
Caldwell County,Kentucky,21,33,,,,,,,,,,,,,,,11884.0
Calloway County,Kentucky,21,35,,,,,,,,,,,,,,,34798.0
Campbell County,Kentucky,21,37,,,,,,,,,,,,,,,85656.0
Carlisle County,Kentucky,21,39,,,,,,,,,,,,,,,4813.0
Carroll County,Kentucky,21,41,,,,,,,,,,,,,,,10043.0
Carter County,Kentucky,21,43,,,,,,,,,,,,,,,26768.0
Casey County,Kentucky,21,45,,,,,,,,,,,,,,,15506.0
Christian County,Kentucky,21,47,,,,,,,,,,,,,,,53731.0
Clark County,Kentucky,21,49,,,,,,,,,,,,,,,33140.0
Clay County,Kentucky,21,51,,,,,,,,,,,,,,,19889.0
Clinton County,Kentucky,21,53,,,,,,,,,,,,,,,9893.0
Crittenden County,Kentucky,21,55,,,,,,,,,,,,,,,8983.0
Cumberland County,Kentucky,21,57,,,,,,,,,,,,,,,6456.0
Daviess County,Kentucky,21,59,,,,,,,,,,,,,,,89875.0
Edmonson County,Kentucky,21,61,,,,,,,,,,,,,,,11771.0
Elliott County,Kentucky,21,63,,,,,,,,,,,,,,,7500.0
Estill County,Kentucky,21,65,,,,,,,,,,,,,,,14173.0
Fayette County,Kentucky,21,67,,,,,,,,,,,,,,,234432.0
Fleming County,Kentucky,21,69,,,,,,,,,,,,,,,14029.0
Floyd County,Kentucky,21,71,,,,,,,,,,,,,,,37856.0
Franklin County,Kentucky,21,73,,,,,,,,,,,,,,,41232.0
Fulton County,Kentucky,21,75,,,,,,,,,,,,,,,4637.0
Gallatin County,Kentucky,21,77,,,,,,,,,,,,,,,8064.0
Garrard County,Kentucky,21,79,,,,,,,,,,,,,,,16280.0
Grant County,Kentucky,21,81,,,,,,,,,,,,,,,23401.0
Graves County,Kentucky,21,83,,,,,,,,,,,,,,,34482.0
Grayson County,Kentucky,21,85,,,,,,,,,,,,,,,24958.0
Green County,Kentucky,21,87,,,,,,,,,,,,,,,10557.0
Greenup County,Kentucky,21,89,,,,,,,,,,,,,,,35388.0
Hancock County,Kentucky,21,91,,,,,,,,,,,,,,,8391.0
Hardin County,Kentucky,21,93,,,,,,,,,,,,,,,85834.0
Harlan County,Kentucky,21,95,,,,,,,,,,,,,,,27096.0
Harrison County,Kentucky,21,97,,,,,,,,,,,,,,,17646.0
Hart County,Kentucky,21,99,,,,,,,,,,,,,,,17199.0
Henderson County,Kentucky,21,101,,,,,,,,,,,,,,,41069.0
Henry County,Kentucky,21,103,,,,,,,,,,,,,,,14422.0
Hickman County,Kentucky,21,105,,,,,,,,,,,,,,,4165.0
Hopkins County,Kentucky,21,107,,,,,,,,,,,,,,,41927.0
Jackson County,Kentucky,21,109,,,,,,,,,,,,,,,13316.0
Jefferson County,Kentucky,21,111,,,,,,,,,,,,,,,551240.0
Jessamine County,Kentucky,21,113,,,,,,,,,,,,,,,46428.0
Johnson County,Kentucky,21,115,,,,,,,,,,,,,,,22852.0
Kenton County,Kentucky,21,117,,,,,,,,,,,,,,,147297.0
Knott County,Kentucky,21,119,,,,,,,,,,,,,,,15620.0
Knox County,Kentucky,21,121,,,,,,,,,,,,,,,30942.0
Larue County,Kentucky,21,123,,,,,,,,,,,,,,,13080.0
Laurel County,Kentucky,21,125,,,,,,,,,,,,,,,58079.0
Lawrence County,Kentucky,21,127,,,,,,,,,,,,,,,15529.0
Lee County,Kentucky,21,129,,,,,,,,,,,,,,,6902.0
Leslie County,Kentucky,21,131,,,,,,,,,,,,,,,10840.0
Letcher County,Kentucky,21,133,,,,,,,,,,,,,,,23278.0
Lewis County,Kentucky,21,135,,,,,,,,,,,,,,,13545.0
Lincoln County,Kentucky,21,137,,,,,,,,,,,,,,,23466.0
Livingston County,Kentucky,21,139,,,,,,,,,,,,,,,9177.0
Logan County,Kentucky,21,141,,,,,,,,,,,,,,,24303.0
Lyon County,Kentucky,21,143,,,,,,,,,,,,,,,7700.0
McCracken County,Kentucky,21,145,,,,,,,,,,,,,,,55791.0
McCreary County,Kentucky,21,147,,,,,,,,,,,,,,,16336.0
McLean County,Kentucky,21,149,,,,,,,,,,,,,,,9289.0
Madison County,Kentucky,21,151,,,,,,,,,,,,,,,78848.0
Magoffin County,Kentucky,21,153,,,,,,,,,,,,,,,12959.0
Marion County,Kentucky,21,155,,,,,,,,,,,,,,,17453.0
Marshall County,Kentucky,21,157,,,,,,,,,,,,,,,30595.0
Martin County,Kentucky,21,159,,,,,,,,,,,,,,,11917.0
Mason County,Kentucky,21,161,,,,,,,,,,,,,,,15549.0
Meade County,Kentucky,21,163,,,,,,,,,,,,,,,26809.0
Menifee County,Kentucky,21,165,,,,,,,,,,,,,,,6122.0
Mercer County,Kentucky,21,167,,,,,,,,,,,,,,,19816.0
Metcalfe County,Kentucky,21,169,,,,,,,,,,,,,,,9499.0
Monroe County,Kentucky,21,171,,,,,,,,,,,,,,,10290.0
Montgomery County,Kentucky,21,173,,,,,,,,,,,,,,,25636.0
Morgan County,Kentucky,21,175,,,,,,,,,,,,,,,12661.0
Muhlenberg County,Kentucky,21,177,,,,,,,,,,,,,,,28989.0
Nelson County,Kentucky,21,179,,,,,,,,,,,,,,,40851.0
Nicholas County,Kentucky,21,181,,,,,,,,,,,,,,,6857.0
Ohio County,Kentucky,21,183,,,,,,,,,,,,,,,23046.0
Oldham County,Kentucky,21,185,,,,,,,,,,,,,,,56953.0
Owen County,Kentucky,21,187,,,,,,,,,,,,,,,10296.0
Owsley County,Kentucky,21,189,,,,,,,,,,,,,,,4435.0
Pendleton County,Kentucky,21,191,,,,,,,,,,,,,,,14246.0
Perry County,Kentucky,21,193,,,,,,,,,,,,,,,27016.0
Pike County,Kentucky,21,195,,,,,,,,,,,,,,,61929.0
Powell County,Kentucky,21,197,,,,,,,,,,,,,,,12065.0
Pulaski County,Kentucky,21,199,,,,,,,,,,,,,,,61256.0
Robertson County,Kentucky,21,201,,,,,,,,,,,,,,,2188.0
Rockcastle County,Kentucky,21,203,,,,,,,,,,,,,,,16572.0
Rowan County,Kentucky,21,205,,,,,,,,,,,,,,,22406.0
Russell County,Kentucky,21,207,,,,,,,,,,,,,,,17057.0
Scott County,Kentucky,21,209,,,,,,,,,,,,,,,44455.0
Shelby County,Kentucky,21,211,,,,,,,,,,,,,,,38406.0
Simpson County,Kentucky,21,213,,,,,,,,,,,,,,,15227.0
Spencer County,Kentucky,21,215,,,,,,,,,,,,,,,16885.0
Taylor County,Kentucky,21,217,,,,,,,,,,,,,,,22948.0
Todd County,Kentucky,21,219,,,,,,,,,,,,,,,10748.0
Trigg County,Kentucky,21,221,,,,,,,,,,,,,,,12809.0
Trimble County,Kentucky,21,223,,,,,,,,,,,,,,,8700.0
Union County,Kentucky,21,225,,,,,,,,,,,,,,,12801.0
Warren County,Kentucky,21,227,,,,,,,,,,,,,,,97667.0
Washington County,Kentucky,21,229,,,,,,,,,,,,,,,10657.0
Wayne County,Kentucky,21,231,,,,,,,,,,,,,,,19554.0
Webster County,Kentucky,21,233,,,,,,,,,,,,,,,12299.0
Whitley County,Kentucky,21,235,,,,,,,,,,,,,,,34589.0
Wolfe County,Kentucky,21,237,,,,,,,,,,,,,,,7175.0
Woodford County,Kentucky,21,239,,,,,,,,,,,,,,,22709.0
Acadia Parish,Louisiana,22,1,,,,,,,,,,,,,,,49092.0
Allen Parish,Louisiana,22,3,,,,,,,,,,,,,,,18598.0
Ascension Parish,Louisiana,22,5,,,,,,,,,,,,,,,85182.0
Assumption Parish,Louisiana,22,7,,,,,,,,,,,,,,,15682.0
Avoyelles Parish,Louisiana,22,9,,,,,,,,,,,,,,,27741.0
Beauregard Parish,Louisiana,22,11,,,,,,,,,,,,,,,29780.0
Bienville Parish,Louisiana,22,13,,,,,,,,,,,,,,,7771.0
Bossier Parish,Louisiana,22,15,,,,,,,,,,,,,,,89130.0
Caddo Parish,Louisiana,22,17,,,,,,,,,,,,,,,121892.0
Calcasieu Parish,Louisiana,22,19,,,,,,,,,,,,,,,138693.0
Caldwell Parish,Louisiana,22,21,,,,,,,,,,,,,,,8121.0
Cameron Parish,Louisiana,22,23,,,,,,,,,,,,,,,6339.0
Catahoula Parish,Louisiana,22,25,,,,,,,,,,,,,,,6794.0
Claiborne Parish,Louisiana,22,27,,,,,,,,,,,,,,,7742.0
Concordia Parish,Louisiana,22,29,,,,,,,,,,,,,,,11837.0
De Soto Parish,Louisiana,22,31,,,,,,,,,,,,,,,15663.0
East Baton Rouge Parish,Louisiana,22,33,,,,,,,,,,,,,,,216303.0
East Carroll Parish,Louisiana,22,35,,,,,,,,,,,,,,,2156.0
East Feliciana Parish,Louisiana,22,37,,,,,,,,,,,,,,,10671.0
Evangeline Parish,Louisiana,22,39,,,,,,,,,,,,,,,23125.0
Franklin Parish,Louisiana,22,41,,,,,,,,,,,,,,,13614.0
Grant Parish,Louisiana,22,43,,,,,,,,,,,,,,,17891.0
