County,State,State_FIPS,County_FIPS,age_15_to_44_percentage,median_gross_rent,age_60_and_over,total_population,white_population,housing_cost_burden,median_household_income,gini_index,native_american_population,total_population_race,black_population,age_18_and_under_percentage,median_home_value,per_capita_income,asian_population
Ford County,Illinois,17,53,,611.0,,,,,,,,,,,,,
Franklin County,Illinois,17,55,,590.0,,,,,,,,,,,,,
Fulton County,Illinois,17,57,,607.0,,,,,,,,,,,,,
Gallatin County,Illinois,17,59,,383.0,,,,,,,,,,,,,
Greene County,Illinois,17,61,,607.0,,,,,,,,,,,,,
Grundy County,Illinois,17,63,,929.0,,,,,,,,,,,,,
Hamilton County,Illinois,17,65,,577.0,,,,,,,,,,,,,
Hancock County,Illinois,17,67,,565.0,,,,,,,,,,,,,
Hardin County,Illinois,17,69,,356.0,,,,,,,,,,,,,
Henderson County,Illinois,17,71,,582.0,,,,,,,,,,,,,
Henry County,Illinois,17,73,,596.0,,,,,,,,,,,,,
Iroquois County,Illinois,17,75,,610.0,,,,,,,,,,,,,
Jackson County,Illinois,17,77,,667.0,,,,,,,,,,,,,
Jasper County,Illinois,17,79,,537.0,,,,,,,,,,,,,
Jefferson County,Illinois,17,81,,590.0,,,,,,,,,,,,,
Jersey County,Illinois,17,83,,675.0,,,,,,,,,,,,,
Jo Daviess County,Illinois,17,85,,616.0,,,,,,,,,,,,,
Johnson County,Illinois,17,87,,624.0,,,,,,,,,,,,,
Kane County,Illinois,17,89,,1011.0,,,,,,,,,,,,,
Kankakee County,Illinois,17,91,,820.0,,,,,,,,,,,,,
Kendall County,Illinois,17,93,,1305.0,,,,,,,,,,,,,
Knox County,Illinois,17,95,,576.0,,,,,,,,,,,,,
Lake County,Illinois,17,97,,1069.0,,,,,,,,,,,,,
LaSalle County,Illinois,17,99,,700.0,,,,,,,,,,,,,
Lawrence County,Illinois,17,101,,544.0,,,,,,,,,,,,,
Lee County,Illinois,17,103,,672.0,,,,,,,,,,,,,
Livingston County,Illinois,17,105,,626.0,,,,,,,,,,,,,
Logan County,Illinois,17,107,,624.0,,,,,,,,,,,,,
McDonough County,Illinois,17,109,,630.0,,,,,,,,,,,,,
McHenry County,Illinois,17,111,,1074.0,,,,,,,,,,,,,
McLean County,Illinois,17,113,,780.0,,,,,,,,,,,,,
Macon County,Illinois,17,115,,656.0,,,,,,,,,,,,,
Macoupin County,Illinois,17,117,,618.0,,,,,,,,,,,,,
Madison County,Illinois,17,119,,778.0,,,,,,,,,,,,,
Marion County,Illinois,17,121,,623.0,,,,,,,,,,,,,
Marshall County,Illinois,17,123,,646.0,,,,,,,,,,,,,
Mason County,Illinois,17,125,,608.0,,,,,,,,,,,,,
Massac County,Illinois,17,127,,693.0,,,,,,,,,,,,,
Menard County,Illinois,17,129,,647.0,,,,,,,,,,,,,
Mercer County,Illinois,17,131,,566.0,,,,,,,,,,,,,
Monroe County,Illinois,17,133,,830.0,,,,,,,,,,,,,
Montgomery County,Illinois,17,135,,595.0,,,,,,,,,,,,,
Morgan County,Illinois,17,137,,603.0,,,,,,,,,,,,,
Moultrie County,Illinois,17,139,,622.0,,,,,,,,,,,,,
Ogle County,Illinois,17,141,,674.0,,,,,,,,,,,,,
Peoria County,Illinois,17,143,,713.0,,,,,,,,,,,,,
Perry County,Illinois,17,145,,479.0,,,,,,,,,,,,,
Piatt County,Illinois,17,147,,745.0,,,,,,,,,,,,,
Pike County,Illinois,17,149,,517.0,,,,,,,,,,,,,
Pope County,Illinois,17,151,,455.0,,,,,,,,,,,,,
Pulaski County,Illinois,17,153,,490.0,,,,,,,,,,,,,
Putnam County,Illinois,17,155,,605.0,,,,,,,,,,,,,
Randolph County,Illinois,17,157,,623.0,,,,,,,,,,,,,
Richland County,Illinois,17,159,,533.0,,,,,,,,,,,,,
Rock Island County,Illinois,17,161,,678.0,,,,,,,,,,,,,
Saint Clair County,Illinois,17,163,,796.0,,,,,,,,,,,,,
Saline County,Illinois,17,165,,575.0,,,,,,,,,,,,,
Sangamon County,Illinois,17,167,,743.0,,,,,,,,,,,,,
Schuyler County,Illinois,17,169,,523.0,,,,,,,,,,,,,
Scott County,Illinois,17,171,,548.0,,,,,,,,,,,,,
Shelby County,Illinois,17,173,,554.0,,,,,,,,,,,,,
Stark County,Illinois,17,175,,571.0,,,,,,,,,,,,,
Stephenson County,Illinois,17,177,,610.0,,,,,,,,,,,,,
Tazewell County,Illinois,17,179,,682.0,,,,,,,,,,,,,
Union County,Illinois,17,181,,489.0,,,,,,,,,,,,,
Vermilion County,Illinois,17,183,,638.0,,,,,,,,,,,,,
Wabash County,Illinois,17,185,,561.0,,,,,,,,,,,,,
Warren County,Illinois,17,187,,554.0,,,,,,,,,,,,,
Washington County,Illinois,17,189,,615.0,,,,,,,,,,,,,
Wayne County,Illinois,17,191,,552.0,,,,,,,,,,,,,
White County,Illinois,17,193,,542.0,,,,,,,,,,,,,
Whiteside County,Illinois,17,195,,639.0,,,,,,,,,,,,,
Will County,Illinois,17,197,,1039.0,,,,,,,,,,,,,
Williamson County,Illinois,17,199,,649.0,,,,,,,,,,,,,
Winnebago County,Illinois,17,201,,748.0,,,,,,,,,,,,,
Woodford County,Illinois,17,203,,737.0,,,,,,,,,,,,,
Adams County,Indiana,18,1,,545.0,,,,,,,,,,,,,
Allen County,Indiana,18,3,,682.0,,,,,,,,,,,,,
Bartholomew County,Indiana,18,5,,818.0,,,,,,,,,,,,,
Benton County,Indiana,18,7,,680.0,,,,,,,,,,,,,
Blackford County,Indiana,18,9,,593.0,,,,,,,,,,,,,
Boone County,Indiana,18,11,,796.0,,,,,,,,,,,,,
Brown County,Indiana,18,13,,932.0,,,,,,,,,,,,,
Carroll County,Indiana,18,15,,667.0,,,,,,,,,,,,,
Cass County,Indiana,18,17,,617.0,,,,,,,,,,,,,
Clark County,Indiana,18,19,,755.0,,,,,,,,,,,,,
Clay County,Indiana,18,21,,653.0,,,,,,,,,,,,,
Clinton County,Indiana,18,23,,680.0,,,,,,,,,,,,,
Crawford County,Indiana,18,25,,533.0,,,,,,,,,,,,,
Daviess County,Indiana,18,27,,609.0,,,,,,,,,,,,,
Dearborn County,Indiana,18,29,,747.0,,,,,,,,,,,,,
Decatur County,Indiana,18,31,,739.0,,,,,,,,,,,,,
DeKalb County,Indiana,18,33,,657.0,,,,,,,,,,,,,
Delaware County,Indiana,18,35,,691.0,,,,,,,,,,,,,
Dubois County,Indiana,18,37,,605.0,,,,,,,,,,,,,
Elkhart County,Indiana,18,39,,719.0,,,,,,,,,,,,,
Fayette County,Indiana,18,41,,648.0,,,,,,,,,,,,,
Floyd County,Indiana,18,43,,723.0,,,,,,,,,,,,,
Fountain County,Indiana,18,45,,639.0,,,,,,,,,,,,,
Franklin County,Indiana,18,47,,649.0,,,,,,,,,,,,,
Fulton County,Indiana,18,49,,616.0,,,,,,,,,,,,,
Gibson County,Indiana,18,51,,658.0,,,,,,,,,,,,,
Grant County,Indiana,18,53,,650.0,,,,,,,,,,,,,
Greene County,Indiana,18,55,,582.0,,,,,,,,,,,,,
Hamilton County,Indiana,18,57,,1016.0,,,,,,,,,,,,,
Hancock County,Indiana,18,59,,832.0,,,,,,,,,,,,,
Harrison County,Indiana,18,61,,669.0,,,,,,,,,,,,,
Hendricks County,Indiana,18,63,,958.0,,,,,,,,,,,,,
Henry County,Indiana,18,65,,626.0,,,,,,,,,,,,,
Howard County,Indiana,18,67,,646.0,,,,,,,,,,,,,
Huntington County,Indiana,18,69,,672.0,,,,,,,,,,,,,
Jackson County,Indiana,18,71,,700.0,,,,,,,,,,,,,
Jasper County,Indiana,18,73,,733.0,,,,,,,,,,,,,
Jay County,Indiana,18,75,,576.0,,,,,,,,,,,,,
Jefferson County,Indiana,18,77,,680.0,,,,,,,,,,,,,
Jennings County,Indiana,18,79,,696.0,,,,,,,,,,,,,
Johnson County,Indiana,18,81,,849.0,,,,,,,,,,,,,
Knox County,Indiana,18,83,,623.0,,,,,,,,,,,,,
Kosciusko County,Indiana,18,85,,714.0,,,,,,,,,,,,,
LaGrange County,Indiana,18,87,,665.0,,,,,,,,,,,,,
Lake County,Indiana,18,89,,819.0,,,,,,,,,,,,,
LaPorte County,Indiana,18,91,,702.0,,,,,,,,,,,,,
Lawrence County,Indiana,18,93,,637.0,,,,,,,,,,,,,
Madison County,Indiana,18,95,,702.0,,,,,,,,,,,,,
Marion County,Indiana,18,97,,788.0,,,,,,,,,,,,,
Marshall County,Indiana,18,99,,674.0,,,,,,,,,,,,,
Martin County,Indiana,18,101,,521.0,,,,,,,,,,,,,
Miami County,Indiana,18,103,,651.0,,,,,,,,,,,,,
Monroe County,Indiana,18,105,,836.0,,,,,,,,,,,,,
Montgomery County,Indiana,18,107,,654.0,,,,,,,,,,,,,
Morgan County,Indiana,18,109,,754.0,,,,,,,,,,,,,
Newton County,Indiana,18,111,,699.0,,,,,,,,,,,,,
Noble County,Indiana,18,113,,640.0,,,,,,,,,,,,,
Ohio County,Indiana,18,115,,671.0,,,,,,,,,,,,,
Orange County,Indiana,18,117,,580.0,,,,,,,,,,,,,
Owen County,Indiana,18,119,,678.0,,,,,,,,,,,,,
Parke County,Indiana,18,121,,579.0,,,,,,,,,,,,,
Perry County,Indiana,18,123,,608.0,,,,,,,,,,,,,
Pike County,Indiana,18,125,,620.0,,,,,,,,,,,,,
Porter County,Indiana,18,127,,862.0,,,,,,,,,,,,,
Posey County,Indiana,18,129,,666.0,,,,,,,,,,,,,
Pulaski County,Indiana,18,131,,681.0,,,,,,,,,,,,,
Putnam County,Indiana,18,133,,693.0,,,,,,,,,,,,,
Randolph County,Indiana,18,135,,580.0,,,,,,,,,,,,,
Ripley County,Indiana,18,137,,678.0,,,,,,,,,,,,,
Rush County,Indiana,18,139,,630.0,,,,,,,,,,,,,
Saint Joseph County,Indiana,18,141,,719.0,,,,,,,,,,,,,
Scott County,Indiana,18,143,,735.0,,,,,,,,,,,,,
Shelby County,Indiana,18,145,,711.0,,,,,,,,,,,,,
Spencer County,Indiana,18,147,,587.0,,,,,,,,,,,,,
Starke County,Indiana,18,149,,679.0,,,,,,,,,,,,,
Steuben County,Indiana,18,151,,674.0,,,,,,,,,,,,,
Sullivan County,Indiana,18,153,,661.0,,,,,,,,,,,,,
Switzerland County,Indiana,18,155,,785.0,,,,,,,,,,,,,
Tippecanoe County,Indiana,18,157,,795.0,,,,,,,,,,,,,
Tipton County,Indiana,18,159,,696.0,,,,,,,,,,,,,
Union County,Indiana,18,161,,650.0,,,,,,,,,,,,,
Vanderburgh County,Indiana,18,163,,716.0,,,,,,,,,,,,,
Vermillion County,Indiana,18,165,,555.0,,,,,,,,,,,,,
Vigo County,Indiana,18,167,,688.0,,,,,,,,,,,,,
Wabash County,Indiana,18,169,,640.0,,,,,,,,,,,,,
Warren County,Indiana,18,171,,753.0,,,,,,,,,,,,,
Warrick County,Indiana,18,173,,771.0,,,,,,,,,,,,,
Washington County,Indiana,18,175,,622.0,,,,,,,,,,,,,
Wayne County,Indiana,18,177,,623.0,,,,,,,,,,,,,
Wells County,Indiana,18,179,,621.0,,,,,,,,,,,,,
White County,Indiana,18,181,,681.0,,,,,,,,,,,,,
Whitley County,Indiana,18,183,,624.0,,,,,,,,,,,,,
Adair County,Iowa,19,1,,553.0,,,,,,,,,,,,,
Adams County,Iowa,19,3,,538.0,,,,,,,,,,,,,
Allamakee County,Iowa,19,5,,554.0,,,,,,,,,,,,,
Appanoose County,Iowa,19,7,,536.0,,,,,,,,,,,,,
Audubon County,Iowa,19,9,,547.0,,,,,,,,,,,,,
Benton County,Iowa,19,11,,593.0,,,,,,,,,,,,,
Black Hawk County,Iowa,19,13,,700.0,,,,,,,,,,,,,
Boone County,Iowa,19,15,,644.0,,,,,,,,,,,,,
Bremer County,Iowa,19,17,,591.0,,,,,,,,,,,,,
Buchanan County,Iowa,19,19,,629.0,,,,,,,,,,,,,
Buena Vista County,Iowa,19,21,,593.0,,,,,,,,,,,,,
Butler County,Iowa,19,23,,566.0,,,,,,,,,,,,,
Calhoun County,Iowa,19,25,,517.0,,,,,,,,,,,,,
Carroll County,Iowa,19,27,,542.0,,,,,,,,,,,,,
Cass County,Iowa,19,29,,569.0,,,,,,,,,,,,,
Cedar County,Iowa,19,31,,670.0,,,,,,,,,,,,,
Cerro Gordo County,Iowa,19,33,,617.0,,,,,,,,,,,,,
Cherokee County,Iowa,19,35,,516.0,,,,,,,,,,,,,
Chickasaw County,Iowa,19,37,,556.0,,,,,,,,,,,,,
Clarke County,Iowa,19,39,,678.0,,,,,,,,,,,,,
Clay County,Iowa,19,41,,594.0,,,,,,,,,,,,,
Clayton County,Iowa,19,43,,574.0,,,,,,,,,,,,,
Clinton County,Iowa,19,45,,620.0,,,,,,,,,,,,,
Crawford County,Iowa,19,47,,541.0,,,,,,,,,,,,,
Dallas County,Iowa,19,49,,910.0,,,,,,,,,,,,,
Davis County,Iowa,19,51,,582.0,,,,,,,,,,,,,
Decatur County,Iowa,19,53,,462.0,,,,,,,,,,,,,
Delaware County,Iowa,19,55,,602.0,,,,,,,,,,,,,
Des Moines County,Iowa,19,57,,637.0,,,,,,,,,,,,,
Dickinson County,Iowa,19,59,,643.0,,,,,,,,,,,,,
Dubuque County,Iowa,19,61,,696.0,,,,,,,,,,,,,
Emmet County,Iowa,19,63,,608.0,,,,,,,,,,,,,
Fayette County,Iowa,19,65,,553.0,,,,,,,,,,,,,
Floyd County,Iowa,19,67,,556.0,,,,,,,,,,,,,
Franklin County,Iowa,19,69,,574.0,,,,,,,,,,,,,
Fremont County,Iowa,19,71,,608.0,,,,,,,,,,,,,
Greene County,Iowa,19,73,,588.0,,,,,,,,,,,,,
Grundy County,Iowa,19,75,,567.0,,,,,,,,,,,,,
Guthrie County,Iowa,19,77,,601.0,,,,,,,,,,,,,
Hamilton County,Iowa,19,79,,638.0,,,,,,,,,,,,,
Hancock County,Iowa,19,81,,551.0,,,,,,,,,,,,,
Hardin County,Iowa,19,83,,567.0,,,,,,,,,,,,,
Harrison County,Iowa,19,85,,639.0,,,,,,,,,,,,,
Henry County,Iowa,19,87,,612.0,,,,,,,,,,,,,
Howard County,Iowa,19,89,,605.0,,,,,,,,,,,,,
Humboldt County,Iowa,19,91,,576.0,,,,,,,,,,,,,
Ida County,Iowa,19,93,,414.0,,,,,,,,,,,,,
Iowa County,Iowa,19,95,,520.0,,,,,,,,,,,,,
Jackson County,Iowa,19,97,,589.0,,,,,,,,,,,,,
Jasper County,Iowa,19,99,,685.0,,,,,,,,,,,,,
Jefferson County,Iowa,19,101,,634.0,,,,,,,,,,,,,
Johnson County,Iowa,19,103,,870.0,,,,,,,,,,,,,
Jones County,Iowa,19,105,,599.0,,,,,,,,,,,,,
Keokuk County,Iowa,19,107,,576.0,,,,,,,,,,,,,
Kossuth County,Iowa,19,109,,579.0,,,,,,,,,,,,,
Lee County,Iowa,19,111,,577.0,,,,,,,,,,,,,
Linn County,Iowa,19,113,,695.0,,,,,,,,,,,,,
Louisa County,Iowa,19,115,,618.0,,,,,,,,,,,,,
Lucas County,Iowa,19,117,,479.0,,,,,,,,,,,,,
Lyon County,Iowa,19,119,,595.0,,,,,,,,,,,,,
Madison County,Iowa,19,121,,818.0,,,,,,,,,,,,,
Mahaska County,Iowa,19,123,,593.0,,,,,,,,,,,,,
Marion County,Iowa,19,125,,647.0,,,,,,,,,,,,,
Marshall County,Iowa,19,127,,650.0,,,,,,,,,,,,,
Mills County,Iowa,19,129,,701.0,,,,,,,,,,,,,
Mitchell County,Iowa,19,131,,535.0,,,,,,,,,,,,,
Monona County,Iowa,19,133,,550.0,,,,,,,,,,,,,
Monroe County,Iowa,19,135,,590.0,,,,,,,,,,,,,
Montgomery County,Iowa,19,137,,609.0,,,,,,,,,,,,,
Muscatine County,Iowa,19,139,,732.0,,,,,,,,,,,,,
O'Brien County,Iowa,19,141,,584.0,,,,,,,,,,,,,
Osceola County,Iowa,19,143,,550.0,,,,,,,,,,,,,
Page County,Iowa,19,145,,564.0,,,,,,,,,,,,,
Palo Alto County,Iowa,19,147,,529.0,,,,,,,,,,,,,
Plymouth County,Iowa,19,149,,585.0,,,,,,,,,,,,,
Pocahontas County,Iowa,19,151,,532.0,,,,,,,,,,,,,
Polk County,Iowa,19,153,,799.0,,,,,,,,,,,,,
Pottawattamie County,Iowa,19,155,,755.0,,,,,,,,,,,,,
Poweshiek County,Iowa,19,157,,640.0,,,,,,,,,,,,,
Ringgold County,Iowa,19,159,,505.0,,,,,,,,,,,,,
Sac County,Iowa,19,161,,534.0,,,,,,,,,,,,,
Scott County,Iowa,19,163,,715.0,,,,,,,,,,,,,
Shelby County,Iowa,19,165,,600.0,,,,,,,,,,,,,
Sioux County,Iowa,19,167,,622.0,,,,,,,,,,,,,
Story County,Iowa,19,169,,772.0,,,,,,,,,,,,,
Tama County,Iowa,19,171,,672.0,,,,,,,,,,,,,
Taylor County,Iowa,19,173,,592.0,,,,,,,,,,,,,
Union County,Iowa,19,175,,593.0,,,,,,,,,,,,,
Van Buren County,Iowa,19,177,,476.0,,,,,,,,,,,,,
Wapello County,Iowa,19,179,,612.0,,,,,,,,,,,,,
Warren County,Iowa,19,181,,748.0,,,,,,,,,,,,,
Washington County,Iowa,19,183,,692.0,,,,,,,,,,,,,
Wayne County,Iowa,19,185,,476.0,,,,,,,,,,,,,
Webster County,Iowa,19,187,,573.0,,,,,,,,,,,,,
Winnebago County,Iowa,19,189,,515.0,,,,,,,,,,,,,
Winneshiek County,Iowa,19,191,,588.0,,,,,,,,,,,,,
Woodbury County,Iowa,19,193,,678.0,,,,,,,,,,,,,
Worth County,Iowa,19,195,,523.0,,,,,,,,,,,,,
Wright County,Iowa,19,197,,568.0,,,,,,,,,,,,,
Allen County,Kansas,20,1,,531.0,,,,,,,,,,,,,
Anderson County,Kansas,20,3,,610.0,,,,,,,,,,,,,
Atchison County,Kansas,20,5,,586.0,,,,,,,,,,,,,
Barber County,Kansas,20,7,,609.0,,,,,,,,,,,,,
Barton County,Kansas,20,9,,591.0,,,,,,,,,,,,,
Bourbon County,Kansas,20,11,,586.0,,,,,,,,,,,,,
Brown County,Kansas,20,13,,517.0,,,,,,,,,,,,,
Butler County,Kansas,20,15,,756.0,,,,,,,,,,,,,
Chase County,Kansas,20,17,,473.0,,,,,,,,,,,,,
Chautauqua County,Kansas,20,19,,608.0,,,,,,,,,,,,,
Cherokee County,Kansas,20,21,,657.0,,,,,,,,,,,,,
Cheyenne County,Kansas,20,23,,564.0,,,,,,,,,,,,,
Clark County,Kansas,20,25,,715.0,,,,,,,,,,,,,
Clay County,Kansas,20,27,,613.0,,,,,,,,,,,,,
Cloud County,Kansas,20,29,,588.0,,,,,,,,,,,,,
Coffey County,Kansas,20,31,,578.0,,,,,,,,,,,,,
Comanche County,Kansas,20,33,,511.0,,,,,,,,,,,,,
Cowley County,Kansas,20,35,,639.0,,,,,,,,,,,,,
Crawford County,Kansas,20,37,,673.0,,,,,,,,,,,,,
Decatur County,Kansas,20,39,,557.0,,,,,,,,,,,,,
Dickinson County,Kansas,20,41,,626.0,,,,,,,,,,,,,
Doniphan County,Kansas,20,43,,574.0,,,,,,,,,,,,,
Douglas County,Kansas,20,45,,859.0,,,,,,,,,,,,,
Edwards County,Kansas,20,47,,490.0,,,,,,,,,,,,,
Elk County,Kansas,20,49,,532.0,,,,,,,,,,,,,
Ellis County,Kansas,20,51,,634.0,,,,,,,,,,,,,
Ellsworth County,Kansas,20,53,,607.0,,,,,,,,,,,,,
Finney County,Kansas,20,55,,689.0,,,,,,,,,,,,,
Ford County,Kansas,20,57,,661.0,,,,,,,,,,,,,
Franklin County,Kansas,20,59,,741.0,,,,,,,,,,,,,
Geary County,Kansas,20,61,,1027.0,,,,,,,,,,,,,
Gove County,Kansas,20,63,,559.0,,,,,,,,,,,,,
Graham County,Kansas,20,65,,474.0,,,,,,,,,,,,,
Grant County,Kansas,20,67,,570.0,,,,,,,,,,,,,
Gray County,Kansas,20,69,,640.0,,,,,,,,,,,,,
Greeley County,Kansas,20,71,,810.0,,,,,,,,,,,,,
Greenwood County,Kansas,20,73,,522.0,,,,,,,,,,,,,
Hamilton County,Kansas,20,75,,553.0,,,,,,,,,,,,,
Harper County,Kansas,20,77,,601.0,,,,,,,,,,,,,
Harvey County,Kansas,20,79,,683.0,,,,,,,,,,,,,
Haskell County,Kansas,20,81,,699.0,,,,,,,,,,,,,
Hodgeman County,Kansas,20,83,,567.0,,,,,,,,,,,,,
Jackson County,Kansas,20,85,,670.0,,,,,,,,,,,,,
Jefferson County,Kansas,20,87,,731.0,,,,,,,,,,,,,
Jewell County,Kansas,20,89,,516.0,,,,,,,,,,,,,
Johnson County,Kansas,20,91,,947.0,,,,,,,,,,,,,
Kearny County,Kansas,20,93,,626.0,,,,,,,,,,,,,
Kingman County,Kansas,20,95,,625.0,,,,,,,,,,,,,
Kiowa County,Kansas,20,97,,502.0,,,,,,,,,,,,,
Labette County,Kansas,20,99,,559.0,,,,,,,,,,,,,
Lane County,Kansas,20,101,,504.0,,,,,,,,,,,,,
Leavenworth County,Kansas,20,103,,883.0,,,,,,,,,,,,,
Lincoln County,Kansas,20,105,,532.0,,,,,,,,,,,,,
Linn County,Kansas,20,107,,630.0,,,,,,,,,,,,,
Logan County,Kansas,20,109,,675.0,,,,,,,,,,,,,
Lyon County,Kansas,20,111,,600.0,,,,,,,,,,,,,
McPherson County,Kansas,20,113,,641.0,,,,,,,,,,,,,
Marion County,Kansas,20,115,,561.0,,,,,,,,,,,,,
Marshall County,Kansas,20,117,,544.0,,,,,,,,,,,,,
Meade County,Kansas,20,119,,655.0,,,,,,,,,,,,,
Miami County,Kansas,20,121,,776.0,,,,,,,,,,,,,
Mitchell County,Kansas,20,123,,531.0,,,,,,,,,,,,,
Montgomery County,Kansas,20,125,,624.0,,,,,,,,,,,,,
Morris County,Kansas,20,127,,619.0,,,,,,,,,,,,,
Morton County,Kansas,20,129,,599.0,,,,,,,,,,,,,
Nemaha County,Kansas,20,131,,532.0,,,,,,,,,,,,,
Neosho County,Kansas,20,133,,589.0,,,,,,,,,,,,,
Ness County,Kansas,20,135,,575.0,,,,,,,,,,,,,
Norton County,Kansas,20,137,,647.0,,,,,,,,,,,,,
Osage County,Kansas,20,139,,628.0,,,,,,,,,,,,,
Osborne County,Kansas,20,141,,455.0,,,,,,,,,,,,,
Ottawa County,Kansas,20,143,,606.0,,,,,,,,,,,,,
Pawnee County,Kansas,20,145,,432.0,,,,,,,,,,,,,
Phillips County,Kansas,20,147,,510.0,,,,,,,,,,,,,
Pottawatomie County,Kansas,20,149,,730.0,,,,,,,,,,,,,
Pratt County,Kansas,20,151,,638.0,,,,,,,,,,,,,
Rawlins County,Kansas,20,153,,582.0,,,,,,,,,,,,,
Reno County,Kansas,20,155,,666.0,,,,,,,,,,,,,
Republic County,Kansas,20,157,,474.0,,,,,,,,,,,,,
Rice County,Kansas,20,159,,516.0,,,,,,,,,,,,,
Riley County,Kansas,20,161,,884.0,,,,,,,,,,,,,
Rooks County,Kansas,20,163,,525.0,,,,,,,,,,,,,
Rush County,Kansas,20,165,,539.0,,,,,,,,,,,,,
Russell County,Kansas,20,167,,537.0,,,,,,,,,,,,,
Saline County,Kansas,20,169,,692.0,,,,,,,,,,,,,
Scott County,Kansas,20,171,,792.0,,,,,,,,,,,,,
Sedgwick County,Kansas,20,173,,731.0,,,,,,,,,,,,,
Seward County,Kansas,20,175,,664.0,,,,,,,,,,,,,
Shawnee County,Kansas,20,177,,738.0,,,,,,,,,,,,,
Sheridan County,Kansas,20,179,,479.0,,,,,,,,,,,,,
Sherman County,Kansas,20,181,,643.0,,,,,,,,,,,,,
Smith County,Kansas,20,183,,459.0,,,,,,,,,,,,,
Stafford County,Kansas,20,185,,579.0,,,,,,,,,,,,,
Stanton County,Kansas,20,187,,567.0,,,,,,,,,,,,,
Stevens County,Kansas,20,189,,647.0,,,,,,,,,,,,,
Sumner County,Kansas,20,191,,630.0,,,,,,,,,,,,,
Thomas County,Kansas,20,193,,463.0,,,,,,,,,,,,,
Trego County,Kansas,20,195,,542.0,,,,,,,,,,,,,
Wabaunsee County,Kansas,20,197,,711.0,,,,,,,,,,,,,
Wallace County,Kansas,20,199,,406.0,,,,,,,,,,,,,
Washington County,Kansas,20,201,,460.0,,,,,,,,,,,,,
Wichita County,Kansas,20,203,,598.0,,,,,,,,,,,,,
Wilson County,Kansas,20,205,,596.0,,,,,,,,,,,,,
Woodson County,Kansas,20,207,,558.0,,,,,,,,,,,,,
Wyandotte County,Kansas,20,209,,777.0,,,,,,,,,,,,,
Adair County,Kentucky,21,1,,505.0,,,,,,,,,,,,,
Allen County,Kentucky,21,3,,588.0,,,,,,,,,,,,,
Anderson County,Kentucky,21,5,,721.0,,,,,,,,,,,,,
Ballard County,Kentucky,21,7,,611.0,,,,,,,,,,,,,
Barren County,Kentucky,21,9,,594.0,,,,,,,,,,,,,
Bath County,Kentucky,21,11,,589.0,,,,,,,,,,,,,
Bell County,Kentucky,21,13,,478.0,,,,,,,,,,,,,
Boone County,Kentucky,21,15,,905.0,,,,,,,,,,,,,
Bourbon County,Kentucky,21,17,,690.0,,,,,,,,,,,,,
Boyd County,Kentucky,21,19,,625.0,,,,,,,,,,,,,
Boyle County,Kentucky,21,21,,637.0,,,,,,,,,,,,,
Bracken County,Kentucky,21,23,,556.0,,,,,,,,,,,,,
Breathitt County,Kentucky,21,25,,493.0,,,,,,,,,,,,,
Breckinridge County,Kentucky,21,27,,529.0,,,,,,,,,,,,,
Bullitt County,Kentucky,21,29,,769.0,,,,,,,,,,,,,
Butler County,Kentucky,21,31,,534.0,,,,,,,,,,,,,
Caldwell County,Kentucky,21,33,,534.0,,,,,,,,,,,,,
Calloway County,Kentucky,21,35,,580.0,,,,,,,,,,,,,
Campbell County,Kentucky,21,37,,748.0,,,,,,,,,,,,,
Carlisle County,Kentucky,21,39,,571.0,,,,,,,,,,,,,
Carroll County,Kentucky,21,41,,645.0,,,,,,,,,,,,,
Carter County,Kentucky,21,43,,559.0,,,,,,,,,,,,,
Casey County,Kentucky,21,45,,479.0,,,,,,,,,,,,,
Christian County,Kentucky,21,47,,754.0,,,,,,,,,,,,,
Clark County,Kentucky,21,49,,698.0,,,,,,,,,,,,,
Clay County,Kentucky,21,51,,473.0,,,,,,,,,,,,,
Clinton County,Kentucky,21,53,,528.0,,,,,,,,,,,,,
Crittenden County,Kentucky,21,55,,492.0,,,,,,,,,,,,,
Cumberland County,Kentucky,21,57,,454.0,,,,,,,,,,,,,
Daviess County,Kentucky,21,59,,644.0,,,,,,,,,,,,,
Edmonson County,Kentucky,21,61,,602.0,,,,,,,,,,,,,
Elliott County,Kentucky,21,63,,445.0,,,,,,,,,,,,,
Estill County,Kentucky,21,65,,545.0,,,,,,,,,,,,,
Fayette County,Kentucky,21,67,,778.0,,,,,,,,,,,,,
Fleming County,Kentucky,21,69,,497.0,,,,,,,,,,,,,
Floyd County,Kentucky,21,71,,543.0,,,,,,,,,,,,,
Franklin County,Kentucky,21,73,,687.0,,,,,,,,,,,,,
Fulton County,Kentucky,21,75,,479.0,,,,,,,,,,,,,
Gallatin County,Kentucky,21,77,,669.0,,,,,,,,,,,,,
Garrard County,Kentucky,21,79,,630.0,,,,,,,,,,,,,
Grant County,Kentucky,21,81,,715.0,,,,,,,,,,,,,
Graves County,Kentucky,21,83,,575.0,,,,,,,,,,,,,
Grayson County,Kentucky,21,85,,528.0,,,,,,,,,,,,,
Green County,Kentucky,21,87,,524.0,,,,,,,,,,,,,
Greenup County,Kentucky,21,89,,629.0,,,,,,,,,,,,,
Hancock County,Kentucky,21,91,,539.0,,,,,,,,,,,,,
Hardin County,Kentucky,21,93,,762.0,,,,,,,,,,,,,
