County,State,State_FIPS,County_FIPS,median_gross_rent,age_15_to_44_percentage,white_population,total_population,age_60_and_over,housing_cost_burden,median_household_income,gini_index,native_american_population,total_population_race,median_home_value,black_population,age_18_and_under_percentage,asian_population,per_capita_income
Carbon County,Montana,30,9,,,,,,,,,,10189.0,,,,,
Carter County,Montana,30,11,,,,,,,,,,1205.0,,,,,
Cascade County,Montana,30,13,,,,,,,,,,81953.0,,,,,
Chouteau County,Montana,30,15,,,,,,,,,,5859.0,,,,,
Custer County,Montana,30,17,,,,,,,,,,11869.0,,,,,
Daniels County,Montana,30,19,,,,,,,,,,1813.0,,,,,
Dawson County,Montana,30,21,,,,,,,,,,9219.0,,,,,
Deer Lodge County,Montana,30,23,,,,,,,,,,9243.0,,,,,
Fallon County,Montana,30,25,,,,,,,,,,3028.0,,,,,
Fergus County,Montana,30,27,,,,,,,,,,11496.0,,,,,
Flathead County,Montana,30,29,,,,,,,,,,92373.0,,,,,
Gallatin County,Montana,30,31,,,,,,,,,,93108.0,,,,,
Garfield County,Montana,30,33,,,,,,,,,,1097.0,,,,,
Glacier County,Montana,30,35,,,,,,,,,,13641.0,,,,,
Granite County,Montana,30,39,,,,,,,,,,3133.0,,,,,
Hill County,Montana,30,41,,,,,,,,,,16434.0,,,,,
Jefferson County,Montana,30,43,,,,,,,,,,11465.0,,,,,
Judith Basin County,Montana,30,45,,,,,,,,,,2023.0,,,,,
Lake County,Montana,30,47,,,,,,,,,,28987.0,,,,,
Lewis and Clark County,Montana,30,49,,,,,,,,,,64772.0,,,,,
Liberty County,Montana,30,51,,,,,,,,,,2235.0,,,,,
Lincoln County,Montana,30,53,,,,,,,,,,19455.0,,,,,
McCone County,Montana,30,55,,,,,,,,,,1758.0,,,,,
Madison County,Montana,30,57,,,,,,,,,,7723.0,,,,,
Meagher County,Montana,30,59,,,,,,,,,,2026.0,,,,,
Mineral County,Montana,30,61,,,,,,,,,,4230.0,,,,,
Missoula County,Montana,30,63,,,,,,,,,,111011.0,,,,,
Musselshell County,Montana,30,65,,,,,,,,,,4760.0,,,,,
Phillips County,Montana,30,71,,,,,,,,,,4194.0,,,,,
Pondera County,Montana,30,73,,,,,,,,,,6211.0,,,,,
Powder River County,Montana,30,75,,,,,,,,,,1710.0,,,,,
Powell County,Montana,30,77,,,,,,,,,,7010.0,,,,,
Prairie County,Montana,30,79,,,,,,,,,,1282.0,,,,,
Ravalli County,Montana,30,81,,,,,,,,,,40640.0,,,,,
Richland County,Montana,30,83,,,,,,,,,,10686.0,,,,,
Roosevelt County,Montana,30,85,,,,,,,,,,10861.0,,,,,
Rosebud County,Montana,30,87,,,,,,,,,,9335.0,,,,,
Sanders County,Montana,30,89,,,,,,,,,,11373.0,,,,,
Sheridan County,Montana,30,91,,,,,,,,,,3510.0,,,,,
Silver Bow County,Montana,30,93,,,,,,,,,,34462.0,,,,,
Stillwater County,Montana,30,95,,,,,,,,,,9214.0,,,,,
Sweet Grass County,Montana,30,97,,,,,,,,,,3622.0,,,,,
Teton County,Montana,30,99,,,,,,,,,,6075.0,,,,,
Toole County,Montana,30,101,,,,,,,,,,5208.0,,,,,
Valley County,Montana,30,105,,,,,,,,,,7518.0,,,,,
Wheatland County,Montana,30,107,,,,,,,,,,2126.0,,,,,
Wibaux County,Montana,30,109,,,,,,,,,,987.0,,,,,
Yellowstone County,Montana,30,111,,,,,,,,,,151965.0,,,,,
Park County,Montana,30,67,,,,,,,,,,15642.0,,,,,
Adams County,Nebraska,31,1,,,,,,,,,,31396.0,,,,,
Antelope County,Nebraska,31,3,,,,,,,,,,6531.0,,,,,
Boone County,Nebraska,31,11,,,,,,,,,,5404.0,,,,,
Box Butte County,Nebraska,31,13,,,,,,,,,,11308.0,,,,,
Boyd County,Nebraska,31,15,,,,,,,,,,2067.0,,,,,
Brown County,Nebraska,31,17,,,,,,,,,,3090.0,,,,,
Buffalo County,Nebraska,31,19,,,,,,,,,,47388.0,,,,,
Burt County,Nebraska,31,21,,,,,,,,,,6690.0,,,,,
Butler County,Nebraska,31,23,,,,,,,,,,8312.0,,,,,
Cass County,Nebraska,31,25,,,,,,,,,,25315.0,,,,,
Cedar County,Nebraska,31,27,,,,,,,,,,8736.0,,,,,
Chase County,Nebraska,31,29,,,,,,,,,,3990.0,,,,,
Cherry County,Nebraska,31,31,,,,,,,,,,5749.0,,,,,
Cheyenne County,Nebraska,31,33,,,,,,,,,,10044.0,,,,,
Clay County,Nebraska,31,35,,,,,,,,,,6425.0,,,,,
Colfax County,Nebraska,31,37,,,,,,,,,,10512.0,,,,,
Cuming County,Nebraska,31,39,,,,,,,,,,9081.0,,,,,
Custer County,Nebraska,31,41,,,,,,,,,,10820.0,,,,,
Dakota County,Nebraska,31,43,,,,,,,,,,20902.0,,,,,
Dawes County,Nebraska,31,45,,,,,,,,,,9141.0,,,,,
Dawson County,Nebraska,31,47,,,,,,,,,,24205.0,,,,,
Deuel County,Nebraska,31,49,,,,,,,,,,1951.0,,,,,
Dixon County,Nebraska,31,51,,,,,,,,,,5900.0,,,,,
Dodge County,Nebraska,31,53,,,,,,,,,,36742.0,,,,,
Douglas County,Nebraska,31,55,,,,,,,,,,531057.0,,,,,
Dundy County,Nebraska,31,57,,,,,,,,,,1966.0,,,,,
Fillmore County,Nebraska,31,59,,,,,,,,,,5767.0,,,,,
Franklin County,Nebraska,31,61,,,,,,,,,,3161.0,,,,,
Frontier County,Nebraska,31,63,,,,,,,,,,2540.0,,,,,
Furnas County,Nebraska,31,65,,,,,,,,,,4908.0,,,,,
Gage County,Nebraska,31,67,,,,,,,,,,21889.0,,,,,
Garden County,Nebraska,31,69,,,,,,,,,,1939.0,,,,,
Garfield County,Nebraska,31,71,,,,,,,,,,1954.0,,,,,
Gosper County,Nebraska,31,73,,,,,,,,,,1997.0,,,,,
Greeley County,Nebraska,31,77,,,,,,,,,,2500.0,,,,,
Hall County,Nebraska,31,79,,,,,,,,,,60223.0,,,,,
Hamilton County,Nebraska,31,81,,,,,,,,,,9098.0,,,,,
Harlan County,Nebraska,31,83,,,,,,,,,,3462.0,,,,,
Hitchcock County,Nebraska,31,87,,,,,,,,,,2884.0,,,,,
Holt County,Nebraska,31,89,,,,,,,,,,10432.0,,,,,
Howard County,Nebraska,31,93,,,,,,,,,,6315.0,,,,,
Jefferson County,Nebraska,31,95,,,,,,,,,,7505.0,,,,,
Johnson County,Nebraska,31,97,,,,,,,,,,5178.0,,,,,
Kearney County,Nebraska,31,99,,,,,,,,,,6560.0,,,,,
Keith County,Nebraska,31,101,,,,,,,,,,8206.0,,,,,
Kimball County,Nebraska,31,105,,,,,,,,,,3760.0,,,,,
Knox County,Nebraska,31,107,,,,,,,,,,8573.0,,,,,
Lancaster County,Nebraska,31,109,,,,,,,,,,293726.0,,,,,
Lincoln County,Nebraska,31,111,,,,,,,,,,36054.0,,,,,
Madison County,Nebraska,31,119,,,,,,,,,,35103.0,,,,,
Merrick County,Nebraska,31,121,,,,,,,,,,7790.0,,,,,
Morrill County,Nebraska,31,123,,,,,,,,,,4918.0,,,,,
Nance County,Nebraska,31,125,,,,,,,,,,3667.0,,,,,
Nemaha County,Nebraska,31,127,,,,,,,,,,7214.0,,,,,
Nuckolls County,Nebraska,31,129,,,,,,,,,,4431.0,,,,,
Otoe County,Nebraska,31,131,,,,,,,,,,15750.0,,,,,
Pawnee County,Nebraska,31,133,,,,,,,,,,2754.0,,,,,
Perkins County,Nebraska,31,135,,,,,,,,,,2938.0,,,,,
Phelps County,Nebraska,31,137,,,,,,,,,,9189.0,,,,,
Pierce County,Nebraska,31,139,,,,,,,,,,7201.0,,,,,
Platte County,Nebraska,31,141,,,,,,,,,,32485.0,,,,,
Polk County,Nebraska,31,143,,,,,,,,,,5307.0,,,,,
Red Willow County,Nebraska,31,145,,,,,,,,,,10993.0,,,,,
Richardson County,Nebraska,31,147,,,,,,,,,,8237.0,,,,,
Rock County,Nebraska,31,149,,,,,,,,,,1436.0,,,,,
Saline County,Nebraska,31,151,,,,,,,,,,14317.0,,,,,
Sarpy County,Nebraska,31,153,,,,,,,,,,165955.0,,,,,
Saunders County,Nebraska,31,155,,,,,,,,,,20867.0,,,,,
Scotts Bluff County,Nebraska,31,157,,,,,,,,,,36844.0,,,,,
Seward County,Nebraska,31,159,,,,,,,,,,16939.0,,,,,
Sheridan County,Nebraska,31,161,,,,,,,,,,5342.0,,,,,
Sherman County,Nebraska,31,163,,,,,,,,,,3120.0,,,,,
Sioux County,Nebraska,31,165,,,,,,,,,,1279.0,,,,,
Stanton County,Nebraska,31,167,,,,,,,,,,6112.0,,,,,
Thayer County,Nebraska,31,169,,,,,,,,,,5194.0,,,,,
Thurston County,Nebraska,31,173,,,,,,,,,,6934.0,,,,,
Valley County,Nebraska,31,175,,,,,,,,,,4269.0,,,,,
Washington County,Nebraska,31,177,,,,,,,,,,20264.0,,,,,
Wayne County,Nebraska,31,179,,,,,,,,,,9488.0,,,,,
Webster County,Nebraska,31,181,,,,,,,,,,3733.0,,,,,
York County,Nebraska,31,185,,,,,,,,,,13797.0,,,,,
Churchill County,Nevada,32,1,,,,,,,,,,24347.0,,,,,
Clark County,Nevada,32,3,,,,,,,,,,2003613.0,,,,,
Douglas County,Nevada,32,5,,,,,,,,,,47135.0,,,,,
Elko County,Nevada,32,7,,,,,,,,,,50991.0,,,,,
Eureka County,Nevada,32,11,,,,,,,,,,1761.0,,,,,
Humboldt County,Nevada,32,13,,,,,,,,,,17003.0,,,,,
Lander County,Nevada,32,15,,,,,,,,,,5930.0,,,,,
Lincoln County,Nevada,32,17,,,,,,,,,,5282.0,,,,,
Lyon County,Nevada,32,19,,,,,,,,,,51579.0,,,,,
Mineral County,Nevada,32,21,,,,,,,,,,4627.0,,,,,
Nye County,Nevada,32,23,,,,,,,,,,42938.0,,,,,
Pershing County,Nevada,32,27,,,,,,,,,,6741.0,,,,,
Storey County,Nevada,32,29,,,,,,,,,,3934.0,,,,,
Washoe County,Nevada,32,31,,,,,,,,,,429985.0,,,,,
White Pine County,Nevada,32,33,,,,,,,,,,10043.0,,,,,
Carson City,Nevada,32,510,,,,,,,,,,54634.0,,,,,
Belknap County,New Hampshire,33,1,,,,,,,,,,60252.0,,,,,
Carroll County,New Hampshire,33,3,,,,,,,,,,47623.0,,,,,
Cheshire County,New Hampshire,33,5,,,,,,,,,,76596.0,,,,,
Coos County,New Hampshire,33,7,,,,,,,,,,32202.0,,,,,
Grafton County,New Hampshire,33,9,,,,,,,,,,89360.0,,,,,
Hillsborough County,New Hampshire,33,11,,,,,,,,,,402776.0,,,,,
Merrimack County,New Hampshire,33,13,,,,,,,,,,146880.0,,,,,
Rockingham County,New Hampshire,33,15,,,,,,,,,,297702.0,,,,,
Strafford County,New Hampshire,33,17,,,,,,,,,,124387.0,,,,,
Sullivan County,New Hampshire,33,19,,,,,,,,,,43291.0,,,,,
Atlantic County,New Jersey,34,1,,,,,,,,,,275325.0,,,,,
Bergen County,New Jersey,34,3,,,,,,,,,,920456.0,,,,,
Burlington County,New Jersey,34,5,,,,,,,,,,450155.0,,,,,
Camden County,New Jersey,34,7,,,,,,,,,,512632.0,,,,,
Cape May County,New Jersey,34,9,,,,,,,,,,96286.0,,,,,
Cumberland County,New Jersey,34,11,,,,,,,,,,157429.0,,,,,
Essex County,New Jersey,34,13,,,,,,,,,,789616.0,,,,,
Gloucester County,New Jersey,34,15,,,,,,,,,,289705.0,,,,,
Hudson County,New Jersey,34,17,,,,,,,,,,654878.0,,,,,
Hunterdon County,New Jersey,34,19,,,,,,,,,,126746.0,,,,,
Mercer County,New Jersey,34,21,,,,,,,,,,369526.0,,,,,
Middlesex County,New Jersey,34,23,,,,,,,,,,824046.0,,,,,
Monmouth County,New Jersey,34,25,,,,,,,,,,629702.0,,,,,
Morris County,New Jersey,34,27,,,,,,,,,,497103.0,,,,,
Ocean County,New Jersey,34,29,,,,,,,,,,581413.0,,,,,
Passaic County,New Jersey,34,31,,,,,,,,,,505403.0,,,,,
Salem County,New Jersey,34,33,,,,,,,,,,65501.0,,,,,
Somerset County,New Jersey,34,35,,,,,,,,,,328704.0,,,,,
Sussex County,New Jersey,34,37,,,,,,,,,,146888.0,,,,,
Union County,New Jersey,34,39,,,,,,,,,,545236.0,,,,,
Warren County,New Jersey,34,41,,,,,,,,,,107624.0,,,,,
Bernalillo County,New Mexico,35,1,,,,,,,,,,671429.0,,,,,
Catron County,New Mexico,35,3,,,,,,,,,,3651.0,,,,,
Chaves County,New Mexico,35,5,,,,,,,,,,65850.0,,,,,
Colfax County,New Mexico,35,7,,,,,,,,,,13264.0,,,,,
Curry County,New Mexico,35,9,,,,,,,,,,50173.0,,,,,
De Baca County,New Mexico,35,11,,,,,,,,,,1967.0,,,,,
Dona Ana County,New Mexico,35,13,,,,,,,,,,212942.0,,,,,
Eddy County,New Mexico,35,15,,,,,,,,,,54834.0,,,,,
Grant County,New Mexico,35,17,,,,,,,,,,29303.0,,,,,
Guadalupe County,New Mexico,35,19,,,,,,,,,,4594.0,,,,,
Hidalgo County,New Mexico,35,23,,,,,,,,,,4734.0,,,,,
Lea County,New Mexico,35,25,,,,,,,,,,66876.0,,,,,
Lincoln County,New Mexico,35,27,,,,,,,,,,20162.0,,,,,
Los Alamos County,New Mexico,35,28,,,,,,,,,,17974.0,,,,,
Luna County,New Mexico,35,29,,,,,,,,,,24947.0,,,,,
McKinley County,New Mexico,35,31,,,,,,,,,,73082.0,,,,,
Mora County,New Mexico,35,33,,,,,,,,,,4722.0,,,,,
Otero County,New Mexico,35,35,,,,,,,,,,65415.0,,,,,
Quay County,New Mexico,35,37,,,,,,,,,,8822.0,,,,,
Rio Arriba County,New Mexico,35,39,,,,,,,,,,40155.0,,,,,
Roosevelt County,New Mexico,35,41,,,,,,,,,,20065.0,,,,,
Sandoval County,New Mexico,35,43,,,,,,,,,,135191.0,,,,,
San Juan County,New Mexico,35,45,,,,,,,,,,127358.0,,,,,
San Miguel County,New Mexico,35,47,,,,,,,,,,28899.0,,,,,
Santa Fe County,New Mexico,35,49,,,,,,,,,,146361.0,,,,,
Sierra County,New Mexico,35,51,,,,,,,,,,11774.0,,,,,
Socorro County,New Mexico,35,53,,,,,,,,,,17608.0,,,,,
Taos County,New Mexico,35,55,,,,,,,,,,32956.0,,,,,
Torrance County,New Mexico,35,57,,,,,,,,,,16037.0,,,,,
Union County,New Mexico,35,59,,,,,,,,,,4413.0,,,,,
Cibola County,New Mexico,35,6,,,,,,,,,,27392.0,,,,,
Valencia County,New Mexico,35,61,,,,,,,,,,76480.0,,,,,
Albany County,New York,36,1,,,,,,,,,,306124.0,,,,,
Allegany County,New York,36,3,,,,,,,,,,48387.0,,,,,
Bronx County,New York,36,5,,,,,,,,,,1413566.0,,,,,
Broome County,New York,36,7,,,,,,,,,,198797.0,,,,,
Cattaraugus County,New York,36,9,,,,,,,,,,79397.0,,,,,
Cayuga County,New York,36,11,,,,,,,,,,79481.0,,,,,
Chautauqua County,New York,36,13,,,,,,,,,,133556.0,,,,,
Chemung County,New York,36,15,,,,,,,,,,88681.0,,,,,
Chenango County,New York,36,17,,,,,,,,,,49868.0,,,,,
Clinton County,New York,36,19,,,,,,,,,,81829.0,,,,,
Columbia County,New York,36,21,,,,,,,,,,62525.0,,,,,
Cortland County,New York,36,23,,,,,,,,,,49231.0,,,,,
Delaware County,New York,36,25,,,,,,,,,,47223.0,,,,,
Dutchess County,New York,36,27,,,,,,,,,,297388.0,,,,,
Erie County,New York,36,29,,,,,,,,,,920694.0,,,,,
Essex County,New York,36,31,,,,,,,,,,39072.0,,,,,
Franklin County,New York,36,33,,,,,,,,,,51508.0,,,,,
Fulton County,New York,36,35,,,,,,,,,,54870.0,,,,,
Genesee County,New York,36,37,,,,,,,,,,59702.0,,,,,
Greene County,New York,36,39,,,,,,,,,,48618.0,,,,,
Hamilton County,New York,36,41,,,,,,,,,,4783.0,,,,,
Herkimer County,New York,36,43,,,,,,,,,,64329.0,,,,,
Jefferson County,New York,36,45,,,,,,,,,,118885.0,,,,,
Kings County,New York,36,47,,,,,,,,,,2570801.0,,,,,
Lewis County,New York,36,49,,,,,,,,,,27164.0,,,,,
Livingston County,New York,36,51,,,,,,,,,,64867.0,,,,,
Madison County,New York,36,53,,,,,,,,,,72731.0,,,,,
Monroe County,New York,36,55,,,,,,,,,,748076.0,,,,,
Montgomery County,New York,36,57,,,,,,,,,,49951.0,,,,,
Nassau County,New York,36,59,,,,,,,,,,1350601.0,,,,,
New York County,New York,36,61,,,,,,,,,,1618398.0,,,,,
Niagara County,New York,36,63,,,,,,,,,,214973.0,,,,,
Oneida County,New York,36,65,,,,,,,,,,233944.0,,,,,
Onondaga County,New York,36,67,,,,,,,,,,467846.0,,,,,
Ontario County,New York,36,69,,,,,,,,,,108975.0,,,,,
Orange County,New York,36,71,,,,,,,,,,374518.0,,,,,
Orleans County,New York,36,73,,,,,,,,,,42492.0,,,,,
Oswego County,New York,36,75,,,,,,,,,,121659.0,,,,,
Otsego County,New York,36,77,,,,,,,,,,61778.0,,,,,
Putnam County,New York,36,79,,,,,,,,,,99697.0,,,,,
Queens County,New York,36,81,,,,,,,,,,2280602.0,,,,,
Rensselaer County,New York,36,83,,,,,,,,,,159600.0,,,,,
Richmond County,New York,36,85,,,,,,,,,,471522.0,,,,,
Rockland County,New York,36,87,,,,,,,,,,318186.0,,,,,
Saint Lawrence County,New York,36,89,,,,,,,,,,112015.0,,,,,
Saratoga County,New York,36,91,,,,,,,,,,222512.0,,,,,
Schenectady County,New York,36,93,,,,,,,,,,155178.0,,,,,
Schoharie County,New York,36,95,,,,,,,,,,32153.0,,,,,
Schuyler County,New York,36,97,,,,,,,,,,18458.0,,,,,
Seneca County,New York,36,99,,,,,,,,,,35232.0,,,,,
Steuben County,New York,36,101,,,,,,,,,,98917.0,,,,,
Suffolk County,New York,36,103,,,,,,,,,,1500373.0,,,,,
Sullivan County,New York,36,105,,,,,,,,,,76892.0,,,,,
Tioga County,New York,36,107,,,,,,,,,,50464.0,,,,,
Tompkins County,New York,36,109,,,,,,,,,,103179.0,,,,,
Ulster County,New York,36,111,,,,,,,,,,181598.0,,,,,
Warren County,New York,36,113,,,,,,,,,,65388.0,,,,,
Washington County,New York,36,115,,,,,,,,,,62910.0,,,,,
Wayne County,New York,36,117,,,,,,,,,,92887.0,,,,,
Westchester County,New York,36,119,,,,,,,,,,962319.0,,,,,
Wyoming County,New York,36,121,,,,,,,,,,41679.0,,,,,
Yates County,New York,36,123,,,,,,,,,,25281.0,,,,,
Alamance County,North Carolina,37,1,,,,,,,,,,153713.0,,,,,
Alexander County,North Carolina,37,3,,,,,,,,,,37175.0,,,,,
Alleghany County,North Carolina,37,5,,,,,,,,,,10974.0,,,,,
Anson County,North Carolina,37,7,,,,,,,,,,26309.0,,,,,
Ashe County,North Carolina,37,9,,,,,,,,,,27173.0,,,,,
Avery County,North Carolina,37,11,,,,,,,,,,17739.0,,,,,
Beaufort County,North Carolina,37,13,,,,,,,,,,47587.0,,,,,
Bertie County,North Carolina,37,15,,,,,,,,,,20677.0,,,,,
Bladen County,North Carolina,37,17,,,,,,,,,,34915.0,,,,,
Brunswick County,North Carolina,37,19,,,,,,,,,,112907.0,,,,,
Buncombe County,North Carolina,37,21,,,,,,,,,,244599.0,,,,,
Burke County,North Carolina,37,23,,,,,,,,,,90164.0,,,,,
Cabarrus County,North Carolina,37,25,,,,,,,,,,184855.0,,,,,
Caldwell County,North Carolina,37,27,,,,,,,,,,82140.0,,,,,
Camden County,North Carolina,37,29,,,,,,,,,,10127.0,,,,,
Carteret County,North Carolina,37,31,,,,,,,,,,67851.0,,,,,
Caswell County,North Carolina,37,33,,,,,,,,,,23357.0,,,,,
Catawba County,North Carolina,37,35,,,,,,,,,,154457.0,,,,,
Chatham County,North Carolina,37,37,,,,,,,,,,66050.0,,,,,
Cherokee County,North Carolina,37,39,,,,,,,,,,27156.0,,,,,
Chowan County,North Carolina,37,41,,,,,,,,,,14703.0,,,,,
Clay County,North Carolina,37,43,,,,,,,,,,10616.0,,,,,
Cleveland County,North Carolina,37,45,,,,,,,,,,97464.0,,,,,
Columbus County,North Carolina,37,47,,,,,,,,,,57512.0,,,,,
Craven County,North Carolina,37,49,,,,,,,,,,104574.0,,,,,
Cumberland County,North Carolina,37,51,,,,,,,,,,324002.0,,,,,
Currituck County,North Carolina,37,53,,,,,,,,,,24212.0,,,,,
Dare County,North Carolina,37,55,,,,,,,,,,34530.0,,,,,
Davidson County,North Carolina,37,57,,,,,,,,,,163545.0,,,,,
Davie County,North Carolina,37,59,,,,,,,,,,41411.0,,,,,
Duplin County,North Carolina,37,61,,,,,,,,,,59455.0,,,,,
Durham County,North Carolina,37,63,,,,,,,,,,282422.0,,,,,
Edgecombe County,North Carolina,37,65,,,,,,,,,,55779.0,,,,,
Forsyth County,North Carolina,37,67,,,,,,,,,,358130.0,,,,,
Franklin County,North Carolina,37,69,,,,,,,,,,61723.0,,,,,
Gaston County,North Carolina,37,71,,,,,,,,,,208379.0,,,,,
Gates County,North Carolina,37,73,,,,,,,,,,11877.0,,,,,
Graham County,North Carolina,37,75,,,,,,,,,,8743.0,,,,,
Granville County,North Carolina,37,77,,,,,,,,,,57955.0,,,,,
Greene County,North Carolina,37,79,,,,,,,,,,21353.0,,,,,
Guilford County,North Carolina,37,81,,,,,,,,,,500899.0,,,,,
Halifax County,North Carolina,37,83,,,,,,,,,,53803.0,,,,,
Harnett County,North Carolina,37,85,,,,,,,,,,121789.0,,,,,
Haywood County,North Carolina,37,87,,,,,,,,,,59012.0,,,,,
Henderson County,North Carolina,37,89,,,,,,,,,,108642.0,,,,,
Hertford County,North Carolina,37,91,,,,,,,,,,24460.0,,,,,
Hoke County,North Carolina,37,93,,,,,,,,,,50034.0,,,,,
Hyde County,North Carolina,37,95,,,,,,,,,,5757.0,,,,,
Iredell County,North Carolina,37,97,,,,,,,,,,162999.0,,,,,
Jackson County,North Carolina,37,99,,,,,,,,,,40598.0,,,,,
Johnston County,North Carolina,37,101,,,,,,,,,,175343.0,,,,,
Jones County,North Carolina,37,103,,,,,,,,,,10184.0,,,,,
Lee County,North Carolina,37,105,,,,,,,,,,59096.0,,,,,
Lenoir County,North Carolina,37,107,,,,,,,,,,59095.0,,,,,
Lincoln County,North Carolina,37,109,,,,,,,,,,79041.0,,,,,
McDowell County,North Carolina,37,111,,,,,,,,,,44982.0,,,,,
Macon County,North Carolina,37,113,,,,,,,,,,33840.0,,,,,
Madison County,North Carolina,37,115,,,,,,,,,,20951.0,,,,,
Martin County,North Carolina,37,117,,,,,,,,,,23947.0,,,,,
Mecklenburg County,North Carolina,37,119,,,,,,,,,,968500.0,,,,,
Mitchell County,North Carolina,37,121,,,,,,,,,,15380.0,,,,,
Montgomery County,North Carolina,37,123,,,,,,,,,,27626.0,,,,,
Moore County,North Carolina,37,125,,,,,,,,,,90579.0,,,,,
Nash County,North Carolina,37,127,,,,,,,,,,95174.0,,,,,
New Hanover County,North Carolina,37,129,,,,,,,,,,209586.0,,,,,
Northampton County,North Carolina,37,131,,,,,,,,,,21310.0,,,,,
Onslow County,North Carolina,37,133,,,,,,,,,,182921.0,,,,,
Orange County,North Carolina,37,135,,,,,,,,,,137275.0,,,,,
Pamlico County,North Carolina,37,137,,,,,,,,,,13062.0,,,,,
Pasquotank County,North Carolina,37,139,,,,,,,,,,40233.0,,,,,
Pender County,North Carolina,37,141,,,,,,,,,,54218.0,,,,,
Perquimans County,North Carolina,37,143,,,,,,,,,,13507.0,,,,,
Person County,North Carolina,37,145,,,,,,,,,,39303.0,,,,,
Pitt County,North Carolina,37,147,,,,,,,,,,172438.0,,,,,
Polk County,North Carolina,37,149,,,,,,,,,,20352.0,,,,,
Randolph County,North Carolina,37,151,,,,,,,,,,142276.0,,,,,
Richmond County,North Carolina,37,153,,,,,,,,,,46317.0,,,,,
Robeson County,North Carolina,37,155,,,,,,,,,,134913.0,,,,,
Rockingham County,North Carolina,37,157,,,,,,,,,,92602.0,,,,,
Rowan County,North Carolina,37,159,,,,,,,,,,138246.0,,,,,
Rutherford County,North Carolina,37,161,,,,,,,,,,67181.0,,,,,
Sampson County,North Carolina,37,163,,,,,,,,,,63842.0,,,,,
Scotland County,North Carolina,37,165,,,,,,,,,,36034.0,,,,,
Stanly County,North Carolina,37,167,,,,,,,,,,60553.0,,,,,
Stokes County,North Carolina,37,169,,,,,,,,,,46858.0,,,,,
Surry County,North Carolina,37,171,,,,,,,,,,73391.0,,,,,
Swain County,North Carolina,37,173,,,,,,,,,,14070.0,,,,,
Transylvania County,North Carolina,37,175,,,,,,,,,,32943.0,,,,,
Tyrrell County,North Carolina,37,177,,,,,,,,,,4219.0,,,,,
Union County,North Carolina,37,179,,,,,,,,,,209387.0,,,,,
Vance County,North Carolina,37,181,,,,,,,,,,44998.0,,,,,
Wake County,North Carolina,37,183,,,,,,,,,,952513.0,,,,,
Warren County,North Carolina,37,185,,,,,,,,,,20628.0,,,,,
Washington County,North Carolina,37,187,,,,,,,,,,12837.0,,,,,
Watauga County,North Carolina,37,189,,,,,,,,,,51903.0,,,,,
Wayne County,North Carolina,37,191,,,,,,,,,,124093.0,,,,,
Wilkes County,North Carolina,37,193,,,,,,,,,,69093.0,,,,,
Wilson County,North Carolina,37,195,,,,,,,,,,81499.0,,,,,
Yadkin County,North Carolina,37,197,,,,,,,,,,38101.0,,,,,
Yancey County,North Carolina,37,199,,,,,,,,,,17662.0,,,,,
Adams County,North Dakota,38,1,,,,,,,,,,2339.0,,,,,
Barnes County,North Dakota,38,3,,,,,,,,,,11096.0,,,,,
Benson County,North Dakota,38,5,,,,,,,,,,6764.0,,,,,
Bottineau County,North Dakota,38,9,,,,,,,,,,6579.0,,,,,
Bowman County,North Dakota,38,11,,,,,,,,,,3192.0,,,,,
Burke County,North Dakota,38,13,,,,,,,,,,2145.0,,,,,
Burleigh County,North Dakota,38,15,,,,,,,,,,86111.0,,,,,
Cass County,North Dakota,38,17,,,,,,,,,,158041.0,,,,,
Cavalier County,North Dakota,38,19,,,,,,,,,,3922.0,,,,,
Dickey County,North Dakota,38,21,,,,,,,,,,5234.0,,,,,
Divide County,North Dakota,38,23,,,,,,,,,,2239.0,,,,,
Dunn County,North Dakota,38,25,,,,,,,,,,3965.0,,,,,
Eddy County,North Dakota,38,27,,,,,,,,,,2379.0,,,,,
Emmons County,North Dakota,38,29,,,,,,,,,,3491.0,,,,,
Foster County,North Dakota,38,31,,,,,,,,,,3364.0,,,,,
Golden Valley County,North Dakota,38,33,,,,,,,,,,1812.0,,,,,
Grand Forks County,North Dakota,38,35,,,,,,,,,,68144.0,,,,,
Grant County,North Dakota,38,37,,,,,,,,,,2363.0,,,,,
Griggs County,North Dakota,38,39,,,,,,,,,,2348.0,,,,,
Hettinger County,North Dakota,38,41,,,,,,,,,,2575.0,,,,,
Kidder County,North Dakota,38,43,,,,,,,,,,2434.0,,,,,
LaMoure County,North Dakota,38,45,,,,,,,,,,4127.0,,,,,
Logan County,North Dakota,38,47,,,,,,,,,,1955.0,,,,,
McHenry County,North Dakota,38,49,,,,,,,,,,5711.0,,,,,
McIntosh County,North Dakota,38,51,,,,,,,,,,2788.0,,,,,
McKenzie County,North Dakota,38,53,,,,,,,,,,8333.0,,,,,
McLean County,North Dakota,38,55,,,,,,,,,,9299.0,,,,,
Mercer County,North Dakota,38,57,,,,,,,,,,8532.0,,,,,
Morton County,North Dakota,38,59,,,,,,,,,,28428.0,,,,,
Mountrail County,North Dakota,38,61,,,,,,,,,,8743.0,,,,,
Nelson County,North Dakota,38,63,,,,,,,,,,3078.0,,,,,
Oliver County,North Dakota,38,65,,,,,,,,,,1832.0,,,,,
