County,State,State_FIPS,County_FIPS,age_15_to_44_percentage
Union County,Arkansas,05,139,76.7
Van Buren County,Arkansas,05,141,81.1
Washington County,Arkansas,05,143,76.5
White County,Arkansas,05,145,78.4
Woodruff County,Arkansas,05,147,78.6
Yell County,Arkansas,05,149,76.1
Alameda County,California,06,001,78.8
Alpine County,California,06,003,81.7
Amador County,California,06,005,86.7
Butte County,California,06,007,80.9
Calaveras County,California,06,009,82.6
Colusa County,California,06,011,73.1
Contra Costa County,California,06,013,76.7
Del Norte County,California,06,015,82.3
El Dorado County,California,06,017,79.1
Fresno County,California,06,019,72.8
Glenn County,California,06,021,74.3
Humboldt County,California,06,023,81.7
Imperial County,California,06,025,74.0
Inyo County,California,06,027,81.0
Kern County,California,06,029,73.2
Kings County,California,06,031,77.8
Lake County,California,06,033,80.2
Lassen County,California,06,035,87.1
Los Angeles County,California,06,037,77.1
Madera County,California,06,039,73.2
Marin County,California,06,041,81.2
Mariposa County,California,06,043,84.3
Mendocino County,California,06,045,79.7
Merced County,California,06,047,71.0
Modoc County,California,06,049,80.6
Mono County,California,06,051,82.5
Monterey County,California,06,053,76.3
Napa County,California,06,055,79.2
Nevada County,California,06,057,82.3
Orange County,California,06,059,77.3
Placer County,California,06,061,77.2
Plumas County,California,06,063,82.6
Riverside County,California,06,065,73.9
Sacramento County,California,06,067,76.2
San Benito County,California,06,069,73.6
San Bernardino County,California,06,071,73.0
San Diego County,California,06,073,78.7
San Francisco County,California,06,075,88.0
San Joaquin County,California,06,077,73.1
San Luis Obispo County,California,06,079,83.3
San Mateo County,California,06,081,79.5
Santa Barbara County,California,06,083,79.2
Santa Clara County,California,06,085,77.9
Santa Cruz County,California,06,087,80.7
Shasta County,California,06,089,79.2
Sierra County,California,06,091,83.5
Siskiyou County,California,06,093,81.8
Solano County,California,06,095,77.5
Sonoma County,California,06,097,79.7
Stanislaus County,California,06,099,73.4
Sutter County,California,06,101,74.9
Tehama County,California,06,103,77.3
Trinity County,California,06,105,84.7
Tulare County,California,06,107,70.5
Tuolumne County,California,06,109,84.4
Ventura County,California,06,111,76.5
Yolo County,California,06,113,79.1
Yuba County,California,06,115,73.4
Alamosa County,Colorado,08,003,77.4
Archuleta County,Colorado,08,007,77.9
Baca County,Colorado,08,009,81.9
Bent County,Colorado,08,011,87.8
Chaffee County,Colorado,08,015,85.3
Cheyenne County,Colorado,08,017,87.0
Clear Creek County,Colorado,08,019,83.7
Conejos County,Colorado,08,021,75.0
Costilla County,Colorado,08,023,78.9
Crowley County,Colorado,08,025,90.6
Custer County,Colorado,08,027,82.0
Delta County,Colorado,08,029,80.7
Dolores County,Colorado,08,033,70.7
Douglas County,Colorado,08,035,71.5
Eagle County,Colorado,08,037,79.3
Elbert County,Colorado,08,039,78.2
El Paso County,Colorado,08,041,75.9
Fremont County,Colorado,08,043,87.2
Garfield County,Colorado,08,045,76.0
Gilpin County,Colorado,08,047,86.6
Grand County,Colorado,08,049,82.8
Gunnison County,Colorado,08,051,85.9
Huerfano County,Colorado,08,055,84.1
Jackson County,Colorado,08,057,76.6
Kiowa County,Colorado,08,061,80.6
Kit Carson County,Colorado,08,063,83.0
Lake County,Colorado,08,065,79.6
La Plata County,Colorado,08,067,82.4
Larimer County,Colorado,08,069,80.5
Las Animas County,Colorado,08,071,81.0
Lincoln County,Colorado,08,073,82.9
Logan County,Colorado,08,075,81.6
Mesa County,Colorado,08,077,78.5
Moffat County,Colorado,08,081,75.8
Montezuma County,Colorado,08,083,78.5
Montrose County,Colorado,08,085,77.6
Morgan County,Colorado,08,087,73.6
Otero County,Colorado,08,089,77.2
Ouray County,Colorado,08,091,81.5
Park County,Colorado,08,093,83.7
Phillips County,Colorado,08,095,75.2
Pitkin County,Colorado,08,097,86.4
Prowers County,Colorado,08,099,73.4
Pueblo County,Colorado,08,101,76.7
Rio Blanco County,Colorado,08,103,78.4
Rio Grande County,Colorado,08,105,74.7
Routt County,Colorado,08,107,82.7
Saguache County,Colorado,08,109,80.4
San Miguel County,Colorado,08,113,82.8
Sedgwick County,Colorado,08,115,81.0
Summit County,Colorado,08,117,85.1
Teller County,Colorado,08,119,81.0
Washington County,Colorado,08,121,82.3
Yuma County,Colorado,08,125,76.4
Adams County,Colorado,08,001,73.8
Arapahoe County,Colorado,08,005,76.1
Boulder County,Colorado,08,013,80.8
Broomfield County,Colorado,08,014,76.1
Denver County,Colorado,08,031,80.0
Jefferson County,Colorado,08,059,79.5
Weld County,Colorado,08,123,74.3
Fairfield County,Connecticut,09,001,76.5
Hartford County,Connecticut,09,003,78.3
Litchfield County,Connecticut,09,005,79.8
Middlesex County,Connecticut,09,007,79.9
New Haven County,Connecticut,09,009,78.9
New London County,Connecticut,09,011,80.2
Tolland County,Connecticut,09,013,81.5
Windham County,Connecticut,09,015,79.2
Kent County,Delaware,10,001,76.2
New Castle County,Delaware,10,003,78.1
Sussex County,Delaware,10,005,80.6
Alachua County,Florida,12,001,83.1
Baker County,Florida,12,003,77.4
Bay County,Florida,12,005,79.5
Bradford County,Florida,12,007,84.3
Brevard County,Florida,12,009,81.8
Broward County,Florida,12,011,79.0
Calhoun County,Florida,12,013,83.8
Charlotte County,Florida,12,015,86.6
Citrus County,Florida,12,017,85.0
Clay County,Florida,12,019,75.5
Collier County,Florida,12,021,81.2
Columbia County,Florida,12,023,80.0
Miami-Dade County,Florida,12,086,79.2
DeSoto County,Florida,12,027,82.5
Dixie County,Florida,12,029,82.4
Duval County,Florida,12,031,77.6
Escambia County,Florida,12,033,80.4
Flagler County,Florida,12,035,81.0
Franklin County,Florida,12,037,85.9
Gadsden County,Florida,12,039,78.0
Gilchrist County,Florida,12,041,81.2
Glades County,Florida,12,043,87.1
Gulf County,Florida,12,045,85.3
Hamilton County,Florida,12,047,83.8
Hardee County,Florida,12,049,76.8
Hendry County,Florida,12,051,77.3
Hernando County,Florida,12,053,81.1
Highlands County,Florida,12,055,83.0
Hillsborough County,Florida,12,057,77.4
Holmes County,Florida,12,059,80.6
Indian River County,Florida,12,061,82.5
Jackson County,Florida,12,063,83.6
Jefferson County,Florida,12,065,82.2
Lafayette County,Florida,12,067,78.0
Lake County,Florida,12,069,80.5
Lee County,Florida,12,071,81.6
Leon County,Florida,12,073,81.3
Levy County,Florida,12,075,79.7
Liberty County,Florida,12,077,87.6
Madison County,Florida,12,079,83.5
Manatee County,Florida,12,081,80.7
Marion County,Florida,12,083,81.6
Martin County,Florida,12,085,84.2
Monroe County,Florida,12,087,86.5
Nassau County,Florida,12,089,80.2
Okaloosa County,Florida,12,091,79.6
Okeechobee County,Florida,12,093,78.7
Orange County,Florida,12,095,78.2
Osceola County,Florida,12,097,75.5
Palm Beach County,Florida,12,099,80.9
Pasco County,Florida,12,101,80.2
Pinellas County,Florida,12,103,83.1
Polk County,Florida,12,105,78.0
Putnam County,Florida,12,107,78.6
Saint Johns County,Florida,12,109,78.5
Saint Lucie County,Florida,12,111,79.2
Santa Rosa County,Florida,12,113,78.8
Sarasota County,Florida,12,115,84.9
Seminole County,Florida,12,117,78.3
Sumter County,Florida,12,119,91.4
Suwannee County,Florida,12,121,78.5
Taylor County,Florida,12,123,81.8
Union County,Florida,12,125,83.8
Volusia County,Florida,12,127,82.5
Wakulla County,Florida,12,129,80.9
Walton County,Florida,12,131,81.7
Washington County,Florida,12,133,81.5
Appling County,Georgia,13,001,75.3
Atkinson County,Georgia,13,003,76.9
Bacon County,Georgia,13,005,75.3
Baker County,Georgia,13,007,73.1
Baldwin County,Georgia,13,009,82.4
Banks County,Georgia,13,011,76.0
Barrow County,Georgia,13,013,73.7
Bartow County,Georgia,13,015,75.0
Ben Hill County,Georgia,13,017,74.4
Berrien County,Georgia,13,019,78.0
Bibb County,Georgia,13,021,75.2
Bleckley County,Georgia,13,023,77.6
Brantley County,Georgia,13,025,74.9
Brooks County,Georgia,13,027,78.1
Bryan County,Georgia,13,029,72.7
Bulloch County,Georgia,13,031,81.4
Burke County,Georgia,13,033,72.6
Butts County,Georgia,13,035,81.3
Calhoun County,Georgia,13,037,83.6
Camden County,Georgia,13,039,75.5
Candler County,Georgia,13,043,74.4
Carroll County,Georgia,13,045,75.7
Catoosa County,Georgia,13,047,76.0
Charlton County,Georgia,13,049,81.7
Chatham County,Georgia,13,051,78.6
Chattahoochee County,Georgia,13,053,79.5
Chattooga County,Georgia,13,055,79.8
Cherokee County,Georgia,13,057,74.2
Clarke County,Georgia,13,059,82.9
Clay County,Georgia,13,061,71.0
Clayton County,Georgia,13,063,72.0
Clinch County,Georgia,13,065,79.6
Cobb County,Georgia,13,067,75.8
Coffee County,Georgia,13,069,76.2
Colquitt County,Georgia,13,071,75.3
Columbia County,Georgia,13,073,74.6
Cook County,Georgia,13,075,73.9
Coweta County,Georgia,13,077,74.7
Crawford County,Georgia,13,079,77.1
Crisp County,Georgia,13,081,73.5
Dade County,Georgia,13,083,79.4
Dawson County,Georgia,13,085,78.0
Decatur County,Georgia,13,087,76.3
DeKalb County,Georgia,13,089,76.9
Dodge County,Georgia,13,091,80.4
Dooly County,Georgia,13,093,81.6
Dougherty County,Georgia,13,095,74.4
Douglas County,Georgia,13,097,73.8
Early County,Georgia,13,099,74.6
Echols County,Georgia,13,101,72.3
Effingham County,Georgia,13,103,74.5
Elbert County,Georgia,13,105,78.0
Emanuel County,Georgia,13,107,77.1
Evans County,Georgia,13,109,75.9
Fannin County,Georgia,13,111,81.9
Fayette County,Georgia,13,113,75.7
Floyd County,Georgia,13,115,77.2
Forsyth County,Georgia,13,117,71.8
Franklin County,Georgia,13,119,79.3
Fulton County,Georgia,13,121,77.6
Gilmer County,Georgia,13,123,79.2
Glascock County,Georgia,13,125,75.4
Glynn County,Georgia,13,127,77.3
Gordon County,Georgia,13,129,75.1
Grady County,Georgia,13,131,76.2
Greene County,Georgia,13,133,80.8
Gwinnett County,Georgia,13,135,73.1
Habersham County,Georgia,13,137,76.0
Hall County,Georgia,13,139,74.5
Hancock County,Georgia,13,141,84.5
Haralson County,Georgia,13,143,77.3
Harris County,Georgia,13,145,76.6
Hart County,Georgia,13,147,79.4
Heard County,Georgia,13,149,76.4
Henry County,Georgia,13,151,72.1
Houston County,Georgia,13,153,75.2
Irwin County,Georgia,13,155,76.2
Jackson County,Georgia,13,157,76.2
Jasper County,Georgia,13,159,77.0
Jeff Davis County,Georgia,13,161,73.2
Jefferson County,Georgia,13,163,75.8
Jenkins County,Georgia,13,165,77.3
Johnson County,Georgia,13,167,83.3
Jones County,Georgia,13,169,77.2
Lamar County,Georgia,13,171,81.1
Lanier County,Georgia,13,173,77.8
Laurens County,Georgia,13,175,75.5
Lee County,Georgia,13,177,73.6
Liberty County,Georgia,13,179,72.0
Lincoln County,Georgia,13,181,79.6
Long County,Georgia,13,183,73.3
Lowndes County,Georgia,13,185,77.0
Lumpkin County,Georgia,13,187,80.8
McDuffie County,Georgia,13,189,73.6
McIntosh County,Georgia,13,191,79.8
Macon County,Georgia,13,193,79.7
Madison County,Georgia,13,195,77.5
Marion County,Georgia,13,197,74.9
Meriwether County,Georgia,13,199,76.4
Miller County,Georgia,13,201,76.6
Mitchell County,Georgia,13,205,77.1
Monroe County,Georgia,13,207,78.8
Montgomery County,Georgia,13,209,79.3
Morgan County,Georgia,13,211,77.2
Murray County,Georgia,13,213,74.7
Muscogee County,Georgia,13,215,76.2
Newton County,Georgia,13,217,72.2
Oconee County,Georgia,13,219,73.6
Oglethorpe County,Georgia,13,221,76.2
Paulding County,Georgia,13,223,71.4
Peach County,Georgia,13,225,78.1
Pickens County,Georgia,13,227,78.8
Pierce County,Georgia,13,229,75.4
Pike County,Georgia,13,231,74.9
Polk County,Georgia,13,233,75.0
Pulaski County,Georgia,13,235,77.4
Putnam County,Georgia,13,237,79.9
Quitman County,Georgia,13,239,78.0
Rabun County,Georgia,13,241,80.0
Randolph County,Georgia,13,243,80.8
Richmond County,Georgia,13,245,76.5
Rockdale County,Georgia,13,247,75.7
Schley County,Georgia,13,249,72.5
Screven County,Georgia,13,251,77.5
Seminole County,Georgia,13,253,79.4
Spalding County,Georgia,13,255,75.7
Stephens County,Georgia,13,257,77.7
Stewart County,Georgia,13,259,76.9
Sumter County,Georgia,13,261,75.1
Talbot County,Georgia,13,263,81.3
Taliaferro County,Georgia,13,265,81.3
Tattnall County,Georgia,13,267,81.8
Taylor County,Georgia,13,269,75.5
Telfair County,Georgia,13,271,86.6
Terrell County,Georgia,13,273,75.7
Thomas County,Georgia,13,275,76.4
Tift County,Georgia,13,277,75.9
Toombs County,Georgia,13,279,74.1
Towns County,Georgia,13,281,84.6
Treutlen County,Georgia,13,283,80.0
Troup County,Georgia,13,285,74.9
Turner County,Georgia,13,287,75.4
Twiggs County,Georgia,13,289,78.9
Union County,Georgia,13,291,82.5
Upson County,Georgia,13,293,76.1
Walker County,Georgia,13,295,77.0
Walton County,Georgia,13,297,74.3
Ware County,Georgia,13,299,77.9
Warren County,Georgia,13,301,77.7
Washington County,Georgia,13,303,78.3
Wayne County,Georgia,13,305,77.5
Webster County,Georgia,13,307,78.0
Wheeler County,Georgia,13,309,87.4
White County,Georgia,13,311,78.7
Whitfield County,Georgia,13,313,73.2
Wilcox County,Georgia,13,315,83.6
Wilkes County,Georgia,13,317,80.7
Wilkinson County,Georgia,13,319,75.9
Worth County,Georgia,13,321,76.4
Hawaii County,Hawaii,15,001,79.0
Honolulu County,Hawaii,15,003,79.8
Kauai County,Hawaii,15,007,79.1
Kalawao County,Hawaii,15,005,100.0
Maui County,Hawaii,15,009,78.6
Ada County,Idaho,16,001,75.7
Adams County,Idaho,16,003,85.3
Bannock County,Idaho,16,005,74.5
Bear Lake County,Idaho,16,007,77.3
Benewah County,Idaho,16,009,77.8
Bingham County,Idaho,16,011,69.9
Blaine County,Idaho,16,013,78.9
Boise County,Idaho,16,015,80.7
Bonner County,Idaho,16,017,80.7
Bonneville County,Idaho,16,019,70.8
Boundary County,Idaho,16,021,78.0
Butte County,Idaho,16,023,81.6
Camas County,Idaho,16,025,72.8
Canyon County,Idaho,16,027,70.6
Caribou County,Idaho,16,029,73.8
Cassia County,Idaho,16,031,70.3
Clearwater County,Idaho,16,035,84.9
Custer County,Idaho,16,037,75.5
Elmore County,Idaho,16,039,74.6
Franklin County,Idaho,16,041,67.7
Fremont County,Idaho,16,043,72.7
Gem County,Idaho,16,045,77.6
Gooding County,Idaho,16,047,73.3
Idaho County,Idaho,16,049,82.4
Jefferson County,Idaho,16,051,68.1
Jerome County,Idaho,16,053,71.7
Kootenai County,Idaho,16,055,77.0
Latah County,Idaho,16,057,83.1
Lemhi County,Idaho,16,059,82.2
Lewis County,Idaho,16,061,82.7
Lincoln County,Idaho,16,063,76.6
Madison County,Idaho,16,065,74.7
Minidoka County,Idaho,16,067,72.4
Nez Perce County,Idaho,16,069,79.8
Oneida County,Idaho,16,071,71.9
Owyhee County,Idaho,16,073,73.2
Payette County,Idaho,16,075,73.9
Power County,Idaho,16,077,75.8
Shoshone County,Idaho,16,079,81.8
Teton County,Idaho,16,081,74.2
Twin Falls County,Idaho,16,083,75.2
Valley County,Idaho,16,085,81.8
Washington County,Idaho,16,087,78.4
Adams County,Illinois,17,001,78.4
Alexander County,Illinois,17,003,81.7
Bond County,Illinois,17,005,82.0
Boone County,Illinois,17,007,73.2
Brown County,Illinois,17,009,88.2
Bureau County,Illinois,17,011,79.2
Calhoun County,Illinois,17,013,81.3
Carroll County,Illinois,17,015,82.4
Cass County,Illinois,17,017,76.9
Champaign County,Illinois,17,019,82.7
Christian County,Illinois,17,021,79.8
Clark County,Illinois,17,023,78.0
Clay County,Illinois,17,025,78.8
Clinton County,Illinois,17,027,80.5
Coles County,Illinois,17,029,82.8
Cook County,Illinois,17,031,77.6
Crawford County,Illinois,17,033,80.0
Cumberland County,Illinois,17,035,78.8
DeKalb County,Illinois,17,037,79.3
De Witt County,Illinois,17,039,78.1
Douglas County,Illinois,17,041,76.0
DuPage County,Illinois,17,043,77.0
Edgar County,Illinois,17,045,80.0
Edwards County,Illinois,17,047,79.2
Effingham County,Illinois,17,049,75.9
Fayette County,Illinois,17,051,80.3
Ford County,Illinois,17,053,77.6
Franklin County,Illinois,17,055,78.9
Fulton County,Illinois,17,057,81.2
Gallatin County,Illinois,17,059,80.3
Greene County,Illinois,17,061,78.7
Grundy County,Illinois,17,063,75.0
Hamilton County,Illinois,17,065,78.2
Hancock County,Illinois,17,067,80.2
Hardin County,Illinois,17,069,78.8
Henderson County,Illinois,17,071,82.0
Henry County,Illinois,17,073,77.5
Iroquois County,Illinois,17,075,78.3
Jackson County,Illinois,17,077,84.1
Jasper County,Illinois,17,079,80.0
Jefferson County,Illinois,17,081,80.4
Jersey County,Illinois,17,083,78.6
Jo Daviess County,Illinois,17,085,81.1
Johnson County,Illinois,17,087,84.5
Kane County,Illinois,17,089,73.1
Kankakee County,Illinois,17,091,76.1
Kendall County,Illinois,17,093,70.2
Knox County,Illinois,17,095,81.3
Lake County,Illinois,17,097,74.9
LaSalle County,Illinois,17,099,78.7
Lawrence County,Illinois,17,101,84.4
Lee County,Illinois,17,103,80.7
Livingston County,Illinois,17,105,79.4
Logan County,Illinois,17,107,82.2
McDonough County,Illinois,17,109,86.2
McHenry County,Illinois,17,111,75.0
McLean County,Illinois,17,113,78.9
Macon County,Illinois,17,115,78.9
Macoupin County,Illinois,17,117,78.5
Madison County,Illinois,17,119,78.6
Marion County,Illinois,17,121,78.8
Marshall County,Illinois,17,123,80.2
Mason County,Illinois,17,125,78.6
Massac County,Illinois,17,127,78.6
Menard County,Illinois,17,129,78.3
Mercer County,Illinois,17,131,78.7
Monroe County,Illinois,17,133,77.0
Montgomery County,Illinois,17,135,81.7
Morgan County,Illinois,17,137,80.7
Moultrie County,Illinois,17,139,77.0
Ogle County,Illinois,17,141,78.0
Peoria County,Illinois,17,143,77.3
Perry County,Illinois,17,145,83.3
Piatt County,Illinois,17,147,77.7
Pike County,Illinois,17,149,78.2
Pope County,Illinois,17,151,81.1
Pulaski County,Illinois,17,153,75.0
Putnam County,Illinois,17,155,79.8
Randolph County,Illinois,17,157,83.5
Richland County,Illinois,17,159,79.6
Rock Island County,Illinois,17,161,79.2
Saint Clair County,Illinois,17,163,76.0
Saline County,Illinois,17,165,78.7
Sangamon County,Illinois,17,167,77.5
Schuyler County,Illinois,17,169,79.0
Scott County,Illinois,17,171,77.5
Shelby County,Illinois,17,173,79.4
Stark County,Illinois,17,175,77.3
Stephenson County,Illinois,17,177,78.6
Tazewell County,Illinois,17,179,78.1
Union County,Illinois,17,181,79.9
Vermilion County,Illinois,17,183,77.4
Wabash County,Illinois,17,185,79.4
Warren County,Illinois,17,187,78.8
Washington County,Illinois,17,189,81.2
Wayne County,Illinois,17,191,80.0
White County,Illinois,17,193,80.9
Whiteside County,Illinois,17,195,78.4
Will County,Illinois,17,197,73.1
Williamson County,Illinois,17,199,79.2
Winnebago County,Illinois,17,201,76.7
Woodford County,Illinois,17,203,76.1
Adams County,Indiana,18,001,70.9
Allen County,Indiana,18,003,75.1
Bartholomew County,Indiana,18,005,76.4
Benton County,Indiana,18,007,75.4
Blackford County,Indiana,18,009,78.4
Boone County,Indiana,18,011,72.8
Brown County,Indiana,18,013,80.3
Carroll County,Indiana,18,015,77.8
Cass County,Indiana,18,017,75.7
Clark County,Indiana,18,019,78.3
Clay County,Indiana,18,021,77.7
Clinton County,Indiana,18,023,75.8
Crawford County,Indiana,18,025,79.3
Daviess County,Indiana,18,027,73.6
Dearborn County,Indiana,18,029,76.9
Decatur County,Indiana,18,031,77.1
DeKalb County,Indiana,18,033,75.9
Delaware County,Indiana,18,035,81.3
Dubois County,Indiana,18,037,77.4
Elkhart County,Indiana,18,039,73.5
Fayette County,Indiana,18,041,77.3
Floyd County,Indiana,18,043,77.8
Fountain County,Indiana,18,045,77.7
Franklin County,Indiana,18,047,76.2
Fulton County,Indiana,18,049,78.1
Gibson County,Indiana,18,051,77.3
Grant County,Indiana,18,053,79.2
Greene County,Indiana,18,055,77.2
Hamilton County,Indiana,18,057,71.6
Hancock County,Indiana,18,059,75.6
Harrison County,Indiana,18,061,78.2
Hendricks County,Indiana,18,063,74.8
Henry County,Indiana,18,065,80.0
Howard County,Indiana,18,067,78.2
Huntington County,Indiana,18,069,77.9
Jackson County,Indiana,18,071,77.6
Jasper County,Indiana,18,073,76.2
Jay County,Indiana,18,075,75.7
Jefferson County,Indiana,18,077,78.5
Jennings County,Indiana,18,079,76.0
