County,State,State_FIPS,County_FIPS,age_60_and_over
Bethel Census Area,Alaska,02,050,11.6
Bristol Bay Borough,Alaska,02,060,17.9
Fairbanks North Star Borough,Alaska,02,090,13.9
Haines Borough,Alaska,02,100,28.7
Juneau City and Borough,Alaska,02,110,18.2
Kenai Peninsula Borough,Alaska,02,122,22.7
Kodiak Island Borough,Alaska,02,150,13.9
Matanuska-Susitna Borough,Alaska,02,170,16.2
Nome Census Area,Alaska,02,180,11.7
North Slope Borough,Alaska,02,185,11.9
Sitka City and Borough,Alaska,02,220,20.8
Southeast Fairbanks Census Area,Alaska,02,240,18.2
Valdez-Cordova Census Area,Alaska,02,261,19.0
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,11.0
Aleutians East Borough,Alaska,02,013,15.3
Aleutians West Census Area,Alaska,02,016,12.2
Dillingham Census Area,Alaska,02,070,14.1
Lake and Peninsula Borough,Alaska,02,164,14.5
Denali Borough,Alaska,02,068,20.9
Yukon-Koyukuk Census Area,Alaska,02,290,19.4
Hoonah-Angoon Census Area,Alaska,02,105,30.1
Skagway Municipality,Alaska,02,230,16.9
Yakutat City and Borough,Alaska,02,282,20.8
Ketchikan Gateway Borough,Alaska,02,130,21.5
Petersburg Borough,Alaska,02,195,23.8
Prince of Wales-Hyder Census Area,Alaska,02,198,21.3
Wrangell City and Borough,Alaska,02,275,30.5
Apache County,Arizona,04,001,19.7
Cochise County,Arizona,04,003,27.8
Coconino County,Arizona,04,005,16.7
Gila County,Arizona,04,007,35.3
Graham County,Arizona,04,009,18.4
Greenlee County,Arizona,04,011,17.4
Maricopa County,Arizona,04,013,19.5
Mohave County,Arizona,04,015,35.9
Navajo County,Arizona,04,017,22.5
Pima County,Arizona,04,019,24.4
Pinal County,Arizona,04,021,24.7
Santa Cruz County,Arizona,04,023,22.7
Yavapai County,Arizona,04,025,38.5
La Paz County,Arizona,04,012,44.8
Yuma County,Arizona,04,027,22.4
Arkansas County,Arkansas,05,001,25.6
Ashley County,Arkansas,05,003,24.5
Baxter County,Arkansas,05,005,38.9
Benton County,Arkansas,05,007,17.7
Boone County,Arkansas,05,009,26.4
Bradley County,Arkansas,05,011,25.7
Calhoun County,Arkansas,05,013,27.6
Carroll County,Arkansas,05,015,28.8
Chicot County,Arkansas,05,017,25.8
Clark County,Arkansas,05,019,22.2
Clay County,Arkansas,05,021,27.2
Cleburne County,Arkansas,05,023,33.3
Cleveland County,Arkansas,05,025,26.3
Columbia County,Arkansas,05,027,22.8
Conway County,Arkansas,05,029,25.2
Craighead County,Arkansas,05,031,18.5
Crawford County,Arkansas,05,033,21.9
Crittenden County,Arkansas,05,035,19.3
Cross County,Arkansas,05,037,23.4
Dallas County,Arkansas,05,039,29.1
Desha County,Arkansas,05,041,25.2
Drew County,Arkansas,05,043,20.9
Faulkner County,Arkansas,05,045,16.2
Franklin County,Arkansas,05,047,26.1
Fulton County,Arkansas,05,049,33.9
Garland County,Arkansas,05,051,29.3
Grant County,Arkansas,05,053,22.5
Greene County,Arkansas,05,055,20.4
Hempstead County,Arkansas,05,057,23.8
Hot Spring County,Arkansas,05,059,25.1
Howard County,Arkansas,05,061,23.4
Independence County,Arkansas,05,063,23.5
Izard County,Arkansas,05,065,31.3
Jackson County,Arkansas,05,067,23.2
Jefferson County,Arkansas,05,069,21.8
Johnson County,Arkansas,05,071,21.5
Lafayette County,Arkansas,05,073,29.7
Lawrence County,Arkansas,05,075,26.5
Lee County,Arkansas,05,077,23.8
Lincoln County,Arkansas,05,079,20.8
Little River County,Arkansas,05,081,26.2
Logan County,Arkansas,05,083,25.2
Lonoke County,Arkansas,05,085,17.8
Madison County,Arkansas,05,087,24.5
Marion County,Arkansas,05,089,37.0
Miller County,Arkansas,05,091,22.4
Mississippi County,Arkansas,05,093,20.0
Monroe County,Arkansas,05,095,30.4
Montgomery County,Arkansas,05,097,34.2
Nevada County,Arkansas,05,099,25.0
Newton County,Arkansas,05,101,33.1
Ouachita County,Arkansas,05,103,25.4
Perry County,Arkansas,05,105,25.6
Phillips County,Arkansas,05,107,23.7
Pike County,Arkansas,05,109,27.7
Poinsett County,Arkansas,05,111,24.0
Polk County,Arkansas,05,113,29.4
Pope County,Arkansas,05,115,20.1
Prairie County,Arkansas,05,117,29.2
Pulaski County,Arkansas,05,119,20.1
Randolph County,Arkansas,05,121,27.6
Saint Francis County,Arkansas,05,123,20.2
Saline County,Arkansas,05,125,22.8
Scott County,Arkansas,05,127,24.6
Searcy County,Arkansas,05,129,33.9
Sebastian County,Arkansas,05,131,21.0
Sevier County,Arkansas,05,133,19.0
Sharp County,Arkansas,05,135,32.2
Stone County,Arkansas,05,137,33.4
Union County,Arkansas,05,139,24.2
Van Buren County,Arkansas,05,141,32.9
Washington County,Arkansas,05,143,15.5
White County,Arkansas,05,145,20.7
Woodruff County,Arkansas,05,147,29.2
Yell County,Arkansas,05,149,22.6
Alameda County,California,06,001,18.4
Alpine County,California,06,003,35.7
Amador County,California,06,005,34.8
Butte County,California,06,007,23.8
Calaveras County,California,06,009,35.2
Colusa County,California,06,011,18.7
Contra Costa County,California,06,013,20.6
Del Norte County,California,06,015,22.8
El Dorado County,California,06,017,27.0
Fresno County,California,06,019,16.2
Glenn County,California,06,021,21.5
Humboldt County,California,06,023,23.0
Imperial County,California,06,025,17.1
Inyo County,California,06,027,30.7
Kern County,California,06,029,14.9
Kings County,California,06,031,13.7
Lake County,California,06,033,29.8
Lassen County,California,06,035,18.8
Los Angeles County,California,06,037,17.8
Madera County,California,06,039,18.4
Marin County,California,06,041,27.9
Mariposa County,California,06,043,35.7
Mendocino County,California,06,045,27.8
Merced County,California,06,047,15.1
Modoc County,California,06,049,34.4
Mono County,California,06,051,19.4
Monterey County,California,06,053,17.6
Napa County,California,06,055,23.9
Nevada County,California,06,057,34.0
Orange County,California,06,059,19.0
Placer County,California,06,061,24.6
Plumas County,California,06,063,37.0
Riverside County,California,06,065,18.6
Sacramento County,California,06,067,18.7
San Benito County,California,06,069,17.2
San Bernardino County,California,06,071,15.6
San Diego County,California,06,073,18.4
San Francisco County,California,06,075,20.7
San Joaquin County,California,06,077,17.1
San Luis Obispo County,California,06,079,25.0
San Mateo County,California,06,081,21.2
Santa Barbara County,California,06,083,19.6
Santa Clara County,California,06,085,17.7
Santa Cruz County,California,06,087,20.9
Shasta County,California,06,089,26.8
Sierra County,California,06,091,34.2
Siskiyou County,California,06,093,32.2
Solano County,California,06,095,20.7
Sonoma County,California,06,097,24.8
Stanislaus County,California,06,099,17.3
Sutter County,California,06,101,20.1
Tehama County,California,06,103,25.1
Trinity County,California,06,105,36.3
Tulare County,California,06,107,15.1
Tuolumne County,California,06,109,33.3
Ventura County,California,06,111,19.8
Yolo County,California,06,113,16.5
Yuba County,California,06,115,16.5
Alamosa County,Colorado,08,003,18.1
Archuleta County,Colorado,08,007,34.0
Baca County,Colorado,08,009,32.9
Bent County,Colorado,08,011,22.3
Chaffee County,Colorado,08,015,33.5
Cheyenne County,Colorado,08,017,17.9
Clear Creek County,Colorado,08,019,26.5
Conejos County,Colorado,08,021,25.0
Costilla County,Colorado,08,023,35.1
Crowley County,Colorado,08,025,19.5
Custer County,Colorado,08,027,46.4
Delta County,Colorado,08,029,32.3
Dolores County,Colorado,08,033,30.9
Douglas County,Colorado,08,035,15.6
Eagle County,Colorado,08,037,15.1
Elbert County,Colorado,08,039,22.8
El Paso County,Colorado,08,041,17.2
Fremont County,Colorado,08,043,27.1
Garfield County,Colorado,08,045,17.6
Gilpin County,Colorado,08,047,27.3
Grand County,Colorado,08,049,26.1
Gunnison County,Colorado,08,051,17.9
Huerfano County,Colorado,08,055,39.5
Jackson County,Colorado,08,057,29.0
Kiowa County,Colorado,08,061,27.0
Kit Carson County,Colorado,08,063,23.9
Lake County,Colorado,08,065,19.2
La Plata County,Colorado,08,067,22.9
Larimer County,Colorado,08,069,20.3
Las Animas County,Colorado,08,071,30.4
Lincoln County,Colorado,08,073,21.7
Logan County,Colorado,08,075,23.1
Mesa County,Colorado,08,077,24.0
Moffat County,Colorado,08,081,21.3
Montezuma County,Colorado,08,083,28.3
Montrose County,Colorado,08,085,29.4
Morgan County,Colorado,08,087,21.5
Otero County,Colorado,08,089,26.3
Ouray County,Colorado,08,091,39.0
Park County,Colorado,08,093,27.9
Phillips County,Colorado,08,095,24.0
Pitkin County,Colorado,08,097,24.9
Prowers County,Colorado,08,099,23.5
Pueblo County,Colorado,08,101,24.1
Rio Blanco County,Colorado,08,103,20.8
Rio Grande County,Colorado,08,105,25.0
Routt County,Colorado,08,107,20.2
Saguache County,Colorado,08,109,30.2
San Miguel County,Colorado,08,113,18.9
Sedgwick County,Colorado,08,115,32.7
Summit County,Colorado,08,117,19.1
Teller County,Colorado,08,119,28.4
Washington County,Colorado,08,121,26.7
Yuma County,Colorado,08,125,23.6
Adams County,Colorado,08,001,14.3
Arapahoe County,Colorado,08,005,17.8
Boulder County,Colorado,08,013,18.8
Broomfield County,Colorado,08,014,17.5
Denver County,Colorado,08,031,16.1
Jefferson County,Colorado,08,059,22.1
Weld County,Colorado,08,123,16.9
Fairfield County,Connecticut,09,001,20.8
Hartford County,Connecticut,09,003,22.4
Litchfield County,Connecticut,09,005,27.2
Middlesex County,Connecticut,09,007,25.2
New Haven County,Connecticut,09,009,22.6
New London County,Connecticut,09,011,23.4
Tolland County,Connecticut,09,013,20.8
Windham County,Connecticut,09,015,21.8
Kent County,Delaware,10,001,21.3
New Castle County,Delaware,10,003,20.2
Sussex County,Delaware,10,005,33.3
Alachua County,Florida,12,001,18.4
Baker County,Florida,12,003,19.5
Bay County,Florida,12,005,22.3
Bradford County,Florida,12,007,23.9
Brevard County,Florida,12,009,30.1
Broward County,Florida,12,011,21.5
Calhoun County,Florida,12,013,24.1
Charlotte County,Florida,12,015,46.9
Citrus County,Florida,12,017,43.6
Clay County,Florida,12,019,20.4
Collier County,Florida,12,021,37.0
Columbia County,Florida,12,023,24.9
Miami-Dade County,Florida,12,086,20.9
DeSoto County,Florida,12,027,27.3
Dixie County,Florida,12,029,31.1
Duval County,Florida,12,031,18.8
Escambia County,Florida,12,033,22.0
Flagler County,Florida,12,035,36.8
Franklin County,Florida,12,037,26.8
Gadsden County,Florida,12,039,23.6
Gilchrist County,Florida,12,041,26.5
Glades County,Florida,12,043,31.5
Gulf County,Florida,12,045,24.7
Hamilton County,Florida,12,047,22.8
Hardee County,Florida,12,049,20.2
Hendry County,Florida,12,051,17.4
Hernando County,Florida,12,053,34.5
Highlands County,Florida,12,055,41.3
Hillsborough County,Florida,12,057,19.0
Holmes County,Florida,12,059,25.6
Indian River County,Florida,12,061,38.7
Jackson County,Florida,12,063,24.8
Jefferson County,Florida,12,065,30.7
Lafayette County,Florida,12,067,19.2
Lake County,Florida,12,069,32.9
Lee County,Florida,12,071,34.2
Leon County,Florida,12,073,17.2
Levy County,Florida,12,075,31.3
Liberty County,Florida,12,077,19.4
Madison County,Florida,12,079,25.8
Manatee County,Florida,12,081,33.2
Marion County,Florida,12,083,34.7
Martin County,Florida,12,085,37.2
Monroe County,Florida,12,087,29.1
Nassau County,Florida,12,089,27.9
Okaloosa County,Florida,12,091,21.1
Okeechobee County,Florida,12,093,25.4
Orange County,Florida,12,095,16.0
Osceola County,Florida,12,097,17.5
Palm Beach County,Florida,12,099,29.1
Pasco County,Florida,12,101,28.7
Pinellas County,Florida,12,103,30.9
Polk County,Florida,12,105,26.0
Putnam County,Florida,12,107,29.2
Saint Johns County,Florida,12,109,25.2
Saint Lucie County,Florida,12,111,29.3
Santa Rosa County,Florida,12,113,20.6
Sarasota County,Florida,12,115,43.0
Seminole County,Florida,12,117,20.7
Sumter County,Florida,12,119,64.2
Suwannee County,Florida,12,121,26.5
Taylor County,Florida,12,123,26.1
Union County,Florida,12,125,20.9
Volusia County,Florida,12,127,31.0
Wakulla County,Florida,12,129,20.0
Walton County,Florida,12,131,26.2
Washington County,Florida,12,133,22.7
Appling County,Georgia,13,001,22.8
Atkinson County,Georgia,13,003,17.5
Bacon County,Georgia,13,005,20.6
Baker County,Georgia,13,007,28.3
Baldwin County,Georgia,13,009,20.4
Banks County,Georgia,13,011,22.9
Barrow County,Georgia,13,013,16.6
Bartow County,Georgia,13,015,17.9
Ben Hill County,Georgia,13,017,23.1
Berrien County,Georgia,13,019,22.4
Bibb County,Georgia,13,021,20.8
Bleckley County,Georgia,13,023,22.4
Brantley County,Georgia,13,025,20.6
Brooks County,Georgia,13,027,26.2
Bryan County,Georgia,13,029,14.3
Bulloch County,Georgia,13,031,15.5
Burke County,Georgia,13,033,20.0
Butts County,Georgia,13,035,20.4
Calhoun County,Georgia,13,037,20.9
Camden County,Georgia,13,039,16.3
Candler County,Georgia,13,043,22.7
Carroll County,Georgia,13,045,17.8
Catoosa County,Georgia,13,047,22.4
Charlton County,Georgia,13,049,19.1
Chatham County,Georgia,13,051,19.6
Chattahoochee County,Georgia,13,053,5.8
Chattooga County,Georgia,13,055,22.9
Cherokee County,Georgia,13,057,17.9
Clarke County,Georgia,13,059,14.0
Clay County,Georgia,13,061,31.0
Clayton County,Georgia,13,063,13.5
Clinch County,Georgia,13,065,21.6
Cobb County,Georgia,13,067,16.3
Coffee County,Georgia,13,069,18.3
Colquitt County,Georgia,13,071,19.4
Columbia County,Georgia,13,073,18.2
Cook County,Georgia,13,075,20.5
Coweta County,Georgia,13,077,18.3
Crawford County,Georgia,13,079,22.6
Crisp County,Georgia,13,081,23.2
Dade County,Georgia,13,083,25.1
Dawson County,Georgia,13,085,26.5
Decatur County,Georgia,13,087,21.6
DeKalb County,Georgia,13,089,16.5
Dodge County,Georgia,13,091,22.4
Dooly County,Georgia,13,093,25.1
Dougherty County,Georgia,13,095,20.8
Douglas County,Georgia,13,097,15.7
Early County,Georgia,13,099,26.3
Echols County,Georgia,13,101,17.0
Effingham County,Georgia,13,103,15.9
Elbert County,Georgia,13,105,26.4
Emanuel County,Georgia,13,107,21.3
Evans County,Georgia,13,109,21.0
Fannin County,Georgia,13,111,35.9
Fayette County,Georgia,13,113,22.9
Floyd County,Georgia,13,115,21.7
Forsyth County,Georgia,13,117,15.7
Franklin County,Georgia,13,119,25.5
Fulton County,Georgia,13,121,15.8
Gilmer County,Georgia,13,123,31.0
Glascock County,Georgia,13,125,23.6
Glynn County,Georgia,13,127,24.8
Gordon County,Georgia,13,129,19.4
Grady County,Georgia,13,131,22.3
Greene County,Georgia,13,133,36.1
Gwinnett County,Georgia,13,135,13.8
Habersham County,Georgia,13,137,24.3
Hall County,Georgia,13,139,19.1
Hancock County,Georgia,13,141,28.1
Haralson County,Georgia,13,143,22.1
Harris County,Georgia,13,145,23.9
Hart County,Georgia,13,147,27.5
Heard County,Georgia,13,149,23.2
Henry County,Georgia,13,151,15.7
Houston County,Georgia,13,153,17.0
Irwin County,Georgia,13,155,23.4
Jackson County,Georgia,13,157,19.9
Jasper County,Georgia,13,159,22.7
Jeff Davis County,Georgia,13,161,21.5
Jefferson County,Georgia,13,163,24.0
Jenkins County,Georgia,13,165,22.9
Johnson County,Georgia,13,167,23.8
Jones County,Georgia,13,169,22.2
Lamar County,Georgia,13,171,21.6
Lanier County,Georgia,13,173,19.0
Laurens County,Georgia,13,175,22.4
Lee County,Georgia,13,177,17.0
Liberty County,Georgia,13,179,12.0
Lincoln County,Georgia,13,181,29.8
Long County,Georgia,13,183,13.4
Lowndes County,Georgia,13,185,15.7
Lumpkin County,Georgia,13,187,23.7
McDuffie County,Georgia,13,189,22.6
McIntosh County,Georgia,13,191,31.8
Macon County,Georgia,13,193,21.4
Madison County,Georgia,13,195,23.5
Marion County,Georgia,13,197,25.6
Meriwether County,Georgia,13,199,24.9
Miller County,Georgia,13,201,26.5
Mitchell County,Georgia,13,205,21.8
Monroe County,Georgia,13,207,24.6
Montgomery County,Georgia,13,209,21.1
Morgan County,Georgia,13,211,26.0
Murray County,Georgia,13,213,19.1
Muscogee County,Georgia,13,215,17.4
Newton County,Georgia,13,217,17.6
Oconee County,Georgia,13,219,21.1
Oglethorpe County,Georgia,13,221,23.5
Paulding County,Georgia,13,223,14.0
Peach County,Georgia,13,225,19.2
Pickens County,Georgia,13,227,27.9
Pierce County,Georgia,13,229,22.1
Pike County,Georgia,13,231,20.4
Polk County,Georgia,13,233,21.0
Pulaski County,Georgia,13,235,24.6
Putnam County,Georgia,13,237,29.3
Quitman County,Georgia,13,239,42.7
Rabun County,Georgia,13,241,34.0
Randolph County,Georgia,13,243,31.3
Richmond County,Georgia,13,245,18.9
Rockdale County,Georgia,13,247,19.4
Schley County,Georgia,13,249,21.3
Screven County,Georgia,13,251,24.6
Seminole County,Georgia,13,253,29.7
Spalding County,Georgia,13,255,23.0
Stephens County,Georgia,13,257,24.7
Stewart County,Georgia,13,259,20.7
Sumter County,Georgia,13,261,21.3
Talbot County,Georgia,13,263,31.8
Taliaferro County,Georgia,13,265,27.7
Tattnall County,Georgia,13,267,18.8
Taylor County,Georgia,13,269,24.4
Telfair County,Georgia,13,271,23.3
Terrell County,Georgia,13,273,23.9
Thomas County,Georgia,13,275,23.0
Tift County,Georgia,13,277,20.0
Toombs County,Georgia,13,279,21.4
Towns County,Georgia,13,281,40.9
Treutlen County,Georgia,13,283,24.7
Troup County,Georgia,13,285,19.3
Turner County,Georgia,13,287,24.9
Twiggs County,Georgia,13,289,28.8
Union County,Georgia,13,291,39.8
Upson County,Georgia,13,293,24.0
Walker County,Georgia,13,295,24.2
Walton County,Georgia,13,297,20.1
Ware County,Georgia,13,299,22.3
Warren County,Georgia,13,301,29.3
Washington County,Georgia,13,303,21.9
Wayne County,Georgia,13,305,20.6
Webster County,Georgia,13,307,25.5
Wheeler County,Georgia,13,309,19.5
White County,Georgia,13,311,26.5
Whitfield County,Georgia,13,313,17.9
Wilcox County,Georgia,13,315,22.0
Wilkes County,Georgia,13,317,28.9
Wilkinson County,Georgia,13,319,25.0
Worth County,Georgia,13,321,24.7
Hawaii County,Hawaii,15,001,26.8
Honolulu County,Hawaii,15,003,22.0
Kauai County,Hawaii,15,007,25.4
Kalawao County,Hawaii,15,005,31.4
Maui County,Hawaii,15,009,23.1
Ada County,Idaho,16,001,18.6
Adams County,Idaho,16,003,38.3
Bannock County,Idaho,16,005,18.7
Bear Lake County,Idaho,16,007,26.3
Benewah County,Idaho,16,009,30.7
Bingham County,Idaho,16,011,19.1
Blaine County,Idaho,16,013,23.5
Boise County,Idaho,16,015,35.3
Bonner County,Idaho,16,017,31.8
Bonneville County,Idaho,16,019,18.1
Boundary County,Idaho,16,021,30.0
Butte County,Idaho,16,023,30.9
Camas County,Idaho,16,025,30.1
Canyon County,Idaho,16,027,17.8
Caribou County,Idaho,16,029,24.0
Cassia County,Idaho,16,031,18.4
Clearwater County,Idaho,16,035,35.6
Custer County,Idaho,16,037,39.6
Elmore County,Idaho,16,039,17.5
Franklin County,Idaho,16,041,18.7
Fremont County,Idaho,16,043,22.8
Gem County,Idaho,16,045,29.0
Gooding County,Idaho,16,047,21.3
Idaho County,Idaho,16,049,34.6
Jefferson County,Idaho,16,051,16.0
Jerome County,Idaho,16,053,18.0
Kootenai County,Idaho,16,055,24.6
Latah County,Idaho,16,057,16.9
Lemhi County,Idaho,16,059,37.3
Lewis County,Idaho,16,061,32.7
Lincoln County,Idaho,16,063,18.4
Madison County,Idaho,16,065,8.8
Minidoka County,Idaho,16,067,21.6
Nez Perce County,Idaho,16,069,25.5
Oneida County,Idaho,16,071,24.7
Owyhee County,Idaho,16,073,22.7
Payette County,Idaho,16,075,23.2
Power County,Idaho,16,077,20.8
Shoshone County,Idaho,16,079,30.0
Teton County,Idaho,16,081,13.9
Twin Falls County,Idaho,16,083,20.2
Valley County,Idaho,16,085,36.2
Washington County,Idaho,16,087,31.9
Adams County,Illinois,17,001,25.4
Alexander County,Illinois,17,003,27.2
Bond County,Illinois,17,005,24.1
Boone County,Illinois,17,007,19.7
Brown County,Illinois,17,009,18.6
Bureau County,Illinois,17,011,27.9
Calhoun County,Illinois,17,013,30.0
Carroll County,Illinois,17,015,31.6
Cass County,Illinois,17,017,22.5
Champaign County,Illinois,17,019,16.8
Christian County,Illinois,17,021,25.0
Clark County,Illinois,17,023,25.3
Clay County,Illinois,17,025,28.1
Clinton County,Illinois,17,027,22.7
Coles County,Illinois,17,029,21.3
Cook County,Illinois,17,031,19.2
Crawford County,Illinois,17,033,25.6
Cumberland County,Illinois,17,035,25.0
DeKalb County,Illinois,17,037,16.2
De Witt County,Illinois,17,039,24.7
Douglas County,Illinois,17,041,23.1
DuPage County,Illinois,17,043,20.3
Edgar County,Illinois,17,045,27.9
Edwards County,Illinois,17,047,26.8
Effingham County,Illinois,17,049,23.5
Fayette County,Illinois,17,051,23.5
Ford County,Illinois,17,053,26.1
Franklin County,Illinois,17,055,26.0
Fulton County,Illinois,17,057,26.3
Gallatin County,Illinois,17,059,29.2
Greene County,Illinois,17,061,24.9
Grundy County,Illinois,17,063,18.0
Hamilton County,Illinois,17,065,28.8
Hancock County,Illinois,17,067,29.5
Hardin County,Illinois,17,069,28.8
Henderson County,Illinois,17,071,32.1
Henry County,Illinois,17,073,26.0
Iroquois County,Illinois,17,075,28.1
Jackson County,Illinois,17,077,19.1
Jasper County,Illinois,17,079,26.0
Jefferson County,Illinois,17,081,24.8
Jersey County,Illinois,17,083,25.4
Jo Daviess County,Illinois,17,085,34.9
Johnson County,Illinois,17,087,24.8
Kane County,Illinois,17,089,17.6
Kankakee County,Illinois,17,091,21.4
Kendall County,Illinois,17,093,13.3
Knox County,Illinois,17,095,26.9
Lake County,Illinois,17,097,18.7
LaSalle County,Illinois,17,099,24.6
Lawrence County,Illinois,17,101,23.0
Lee County,Illinois,17,103,24.8
Livingston County,Illinois,17,105,24.6
Logan County,Illinois,17,107,24.0
McDonough County,Illinois,17,109,22.5
McHenry County,Illinois,17,111,19.1
McLean County,Illinois,17,113,17.2
Macon County,Illinois,17,115,25.3
Macoupin County,Illinois,17,117,26.5
Madison County,Illinois,17,119,22.7
Marion County,Illinois,17,121,25.4
Marshall County,Illinois,17,123,30.0
Mason County,Illinois,17,125,28.4
Massac County,Illinois,17,127,27.2
Menard County,Illinois,17,129,25.4
Mercer County,Illinois,17,131,27.8
Monroe County,Illinois,17,133,22.7
Montgomery County,Illinois,17,135,25.1
Morgan County,Illinois,17,137,25.5
Moultrie County,Illinois,17,139,24.4
Ogle County,Illinois,17,141,23.8
Peoria County,Illinois,17,143,21.9
Perry County,Illinois,17,145,24.2
Piatt County,Illinois,17,147,24.5
Pike County,Illinois,17,149,26.3
Pope County,Illinois,17,151,36.8
Pulaski County,Illinois,17,153,27.5
Putnam County,Illinois,17,155,28.7
Randolph County,Illinois,17,157,24.8
Richland County,Illinois,17,159,26.1
Rock Island County,Illinois,17,161,24.6
Saint Clair County,Illinois,17,163,20.6
Saline County,Illinois,17,165,26.1
Sangamon County,Illinois,17,167,22.8
Schuyler County,Illinois,17,169,28.6
Scott County,Illinois,17,171,26.3
Shelby County,Illinois,17,173,28.3
Stark County,Illinois,17,175,28.5
Stephenson County,Illinois,17,177,29.3
Tazewell County,Illinois,17,179,23.7
Union County,Illinois,17,181,26.8
Vermilion County,Illinois,17,183,24.5
Wabash County,Illinois,17,185,26.0
Warren County,Illinois,17,187,23.8
Washington County,Illinois,17,189,25.5
Wayne County,Illinois,17,191,26.7
White County,Illinois,17,193,27.5
Whiteside County,Illinois,17,195,26.4
Will County,Illinois,17,197,17.0
Williamson County,Illinois,17,199,24.2
Winnebago County,Illinois,17,201,22.7
Woodford County,Illinois,17,203,23.1
Adams County,Indiana,18,001,20.4
Allen County,Indiana,18,003,19.3
Bartholomew County,Indiana,18,005,20.8
Benton County,Indiana,18,007,23.2
Blackford County,Indiana,18,009,27.3
Boone County,Indiana,18,011,17.9
Brown County,Indiana,18,013,32.2
Carroll County,Indiana,18,015,25.3
Cass County,Indiana,18,017,23.2
Clark County,Indiana,18,019,20.9
Clay County,Indiana,18,021,24.3
Clinton County,Indiana,18,023,22.0
Crawford County,Indiana,18,025,25.4
Daviess County,Indiana,18,027,20.2
Dearborn County,Indiana,18,029,22.6
Decatur County,Indiana,18,031,22.4
DeKalb County,Indiana,18,033,21.6
Delaware County,Indiana,18,035,22.0
Dubois County,Indiana,18,037,23.5
Elkhart County,Indiana,18,039,19.1
Fayette County,Indiana,18,041,25.9
Floyd County,Indiana,18,043,21.8
Fountain County,Indiana,18,045,26.2
Franklin County,Indiana,18,047,23.7
Fulton County,Indiana,18,049,25.9
Gibson County,Indiana,18,051,22.6
Grant County,Indiana,18,053,24.7
Greene County,Indiana,18,055,25.6
Hamilton County,Indiana,18,057,15.9
Hancock County,Indiana,18,059,21.3
Harrison County,Indiana,18,061,23.9
Hendricks County,Indiana,18,063,18.2
Henry County,Indiana,18,065,25.0
Howard County,Indiana,18,067,24.8
Huntington County,Indiana,18,069,22.3
Jackson County,Indiana,18,071,21.4
Jasper County,Indiana,18,073,22.4
Jay County,Indiana,18,075,23.8
Jefferson County,Indiana,18,077,22.2
Jennings County,Indiana,18,079,21.8
