County,State,State_FIPS,County_FIPS,age_18_and_under_percentage
Henry County,Indiana,18,065,9.3
Howard County,Indiana,18,067,8.5
Huntington County,Indiana,18,069,10.0
Jackson County,Indiana,18,071,8.0
Jasper County,Indiana,18,073,10.0
Jay County,Indiana,18,075,8.6
Jefferson County,Indiana,18,077,10.5
Jennings County,Indiana,18,079,9.4
Johnson County,Indiana,18,081,8.7
Knox County,Indiana,18,083,16.1
Kosciusko County,Indiana,18,085,9.4
LaGrange County,Indiana,18,087,9.8
Lake County,Indiana,18,089,9.5
LaPorte County,Indiana,18,091,9.3
Lawrence County,Indiana,18,093,8.1
Madison County,Indiana,18,095,9.0
Marion County,Indiana,18,097,9.9
Marshall County,Indiana,18,099,9.1
Martin County,Indiana,18,101,7.6
Miami County,Indiana,18,103,10.3
Monroe County,Indiana,18,105,28.0
Montgomery County,Indiana,18,107,11.7
Morgan County,Indiana,18,109,8.5
Newton County,Indiana,18,111,7.4
Noble County,Indiana,18,113,8.8
Ohio County,Indiana,18,115,6.7
Orange County,Indiana,18,117,8.1
Owen County,Indiana,18,119,7.7
Parke County,Indiana,18,121,8.1
Perry County,Indiana,18,123,10.0
Pike County,Indiana,18,125,7.5
Porter County,Indiana,18,127,9.7
Posey County,Indiana,18,129,8.7
Pulaski County,Indiana,18,131,8.0
Putnam County,Indiana,18,133,14.4
Randolph County,Indiana,18,135,8.2
Ripley County,Indiana,18,137,8.7
Rush County,Indiana,18,139,8.5
Saint Joseph County,Indiana,18,141,11.0
Scott County,Indiana,18,143,9.1
Shelby County,Indiana,18,145,8.1
Spencer County,Indiana,18,147,7.8
Starke County,Indiana,18,149,8.2
Steuben County,Indiana,18,151,12.5
Sullivan County,Indiana,18,153,8.9
Switzerland County,Indiana,18,155,7.7
Tippecanoe County,Indiana,18,157,26.7
Tipton County,Indiana,18,159,8.4
Union County,Indiana,18,161,8.9
Vanderburgh County,Indiana,18,163,10.4
Vermillion County,Indiana,18,165,7.9
Vigo County,Indiana,18,167,15.5
Wabash County,Indiana,18,169,10.7
Warren County,Indiana,18,171,7.6
Warrick County,Indiana,18,173,7.5
Washington County,Indiana,18,175,8.6
Wayne County,Indiana,18,177,9.8
Wells County,Indiana,18,179,8.8
White County,Indiana,18,181,8.0
Whitley County,Indiana,18,183,8.2
Adair County,Iowa,19,001,7.4
Adams County,Iowa,19,003,6.7
Allamakee County,Iowa,19,005,7.8
Appanoose County,Iowa,19,007,7.1
Audubon County,Iowa,19,009,6.6
Benton County,Iowa,19,011,8.1
Black Hawk County,Iowa,19,013,15.4
Boone County,Iowa,19,015,8.3
Bremer County,Iowa,19,017,12.8
Buchanan County,Iowa,19,019,7.1
Buena Vista County,Iowa,19,021,12.0
Butler County,Iowa,19,023,6.9
Calhoun County,Iowa,19,025,8.9
Carroll County,Iowa,19,027,7.8
Cass County,Iowa,19,029,8.1
Cedar County,Iowa,19,031,7.3
Cerro Gordo County,Iowa,19,033,8.5
Cherokee County,Iowa,19,035,8.8
Chickasaw County,Iowa,19,037,8.2
Clarke County,Iowa,19,039,9.4
Clay County,Iowa,19,041,7.9
Clayton County,Iowa,19,043,7.0
Clinton County,Iowa,19,045,8.1
Crawford County,Iowa,19,047,10.1
Dallas County,Iowa,19,049,6.5
Davis County,Iowa,19,051,8.4
Decatur County,Iowa,19,053,19.5
Delaware County,Iowa,19,055,7.6
Des Moines County,Iowa,19,057,8.3
Dickinson County,Iowa,19,059,6.6
Dubuque County,Iowa,19,061,10.9
Emmet County,Iowa,19,063,11.1
Fayette County,Iowa,19,065,10.9
Floyd County,Iowa,19,067,8.4
Franklin County,Iowa,19,069,7.5
Fremont County,Iowa,19,071,7.5
Greene County,Iowa,19,073,8.0
Grundy County,Iowa,19,075,7.2
Guthrie County,Iowa,19,077,7.0
Hamilton County,Iowa,19,079,7.2
Hancock County,Iowa,19,081,6.9
Hardin County,Iowa,19,083,8.8
Harrison County,Iowa,19,085,7.8
Henry County,Iowa,19,087,9.7
Howard County,Iowa,19,089,6.8
Humboldt County,Iowa,19,091,6.9
Ida County,Iowa,19,093,6.8
Iowa County,Iowa,19,095,7.5
Jackson County,Iowa,19,097,7.6
Jasper County,Iowa,19,099,8.4
Jefferson County,Iowa,19,101,12.5
Johnson County,Iowa,19,103,21.0
Jones County,Iowa,19,105,7.7
Keokuk County,Iowa,19,107,7.2
Kossuth County,Iowa,19,109,7.7
Lee County,Iowa,19,111,8.6
Linn County,Iowa,19,113,9.8
Louisa County,Iowa,19,115,8.8
Lucas County,Iowa,19,117,7.8
Lyon County,Iowa,19,119,7.4
Madison County,Iowa,19,121,6.7
Mahaska County,Iowa,19,123,9.5
Marion County,Iowa,19,125,11.1
Marshall County,Iowa,19,127,9.2
Mills County,Iowa,19,129,8.4
Mitchell County,Iowa,19,131,7.9
Monona County,Iowa,19,133,8.3
Monroe County,Iowa,19,135,8.4
Montgomery County,Iowa,19,137,6.9
Muscatine County,Iowa,19,139,8.8
O'Brien County,Iowa,19,141,8.1
Osceola County,Iowa,19,143,7.7
Page County,Iowa,19,145,8.0
Palo Alto County,Iowa,19,147,9.7
Plymouth County,Iowa,19,149,7.4
Pocahontas County,Iowa,19,151,7.4
Polk County,Iowa,19,153,9.0
Pottawattamie County,Iowa,19,155,9.6
Poweshiek County,Iowa,19,157,14.8
Ringgold County,Iowa,19,159,6.4
Sac County,Iowa,19,161,6.8
Scott County,Iowa,19,163,8.8
Shelby County,Iowa,19,165,6.8
Sioux County,Iowa,19,167,14.2
Story County,Iowa,19,169,33.7
Tama County,Iowa,19,171,8.2
Taylor County,Iowa,19,173,6.3
Union County,Iowa,19,175,9.5
Van Buren County,Iowa,19,177,6.7
Wapello County,Iowa,19,179,9.7
Warren County,Iowa,19,181,9.4
Washington County,Iowa,19,183,8.0
Wayne County,Iowa,19,185,7.3
Webster County,Iowa,19,187,13.3
Winnebago County,Iowa,19,189,9.7
Winneshiek County,Iowa,19,191,15.6
Woodbury County,Iowa,19,193,10.6
Worth County,Iowa,19,195,9.1
Wright County,Iowa,19,197,8.3
Allen County,Kansas,20,001,9.7
Anderson County,Kansas,20,003,7.3
Atchison County,Kansas,20,005,13.7
Barber County,Kansas,20,007,7.2
Barton County,Kansas,20,009,9.0
Bourbon County,Kansas,20,011,11.8
Brown County,Kansas,20,013,7.5
Butler County,Kansas,20,015,9.6
Chase County,Kansas,20,017,7.8
Chautauqua County,Kansas,20,019,7.5
Cherokee County,Kansas,20,021,7.4
Cheyenne County,Kansas,20,023,8.0
Clark County,Kansas,20,025,6.2
Clay County,Kansas,20,027,6.3
Cloud County,Kansas,20,029,11.9
Coffey County,Kansas,20,031,7.4
Comanche County,Kansas,20,033,4.2
Cowley County,Kansas,20,035,11.2
Crawford County,Kansas,20,037,20.0
Decatur County,Kansas,20,039,5.9
Dickinson County,Kansas,20,041,7.5
Doniphan County,Kansas,20,043,15.3
Douglas County,Kansas,20,045,24.6
Edwards County,Kansas,20,047,7.5
Elk County,Kansas,20,049,3.0
Ellis County,Kansas,20,051,17.9
Ellsworth County,Kansas,20,053,9.7
Finney County,Kansas,20,055,11.1
Ford County,Kansas,20,057,10.8
Franklin County,Kansas,20,059,9.4
Geary County,Kansas,20,061,17.8
Gove County,Kansas,20,063,4.4
Graham County,Kansas,20,065,5.6
Grant County,Kansas,20,067,9.8
Gray County,Kansas,20,069,8.3
Greeley County,Kansas,20,071,4.0
Greenwood County,Kansas,20,073,7.1
Hamilton County,Kansas,20,075,9.6
Harper County,Kansas,20,077,6.8
Harvey County,Kansas,20,079,9.4
Haskell County,Kansas,20,081,12.1
Hodgeman County,Kansas,20,083,6.2
Jackson County,Kansas,20,085,7.9
Jefferson County,Kansas,20,087,7.2
Jewell County,Kansas,20,089,6.5
Johnson County,Kansas,20,091,8.0
Kearny County,Kansas,20,093,7.1
Kingman County,Kansas,20,095,7.5
Kiowa County,Kansas,20,097,12.1
Labette County,Kansas,20,099,9.0
Lane County,Kansas,20,101,9.2
Leavenworth County,Kansas,20,103,8.9
Lincoln County,Kansas,20,105,7.6
Linn County,Kansas,20,107,6.3
Logan County,Kansas,20,109,8.1
Lyon County,Kansas,20,111,16.5
McPherson County,Kansas,20,113,9.7
Marion County,Kansas,20,115,10.5
Marshall County,Kansas,20,117,6.4
Meade County,Kansas,20,119,8.9
Miami County,Kansas,20,121,7.4
Mitchell County,Kansas,20,123,13.0
Montgomery County,Kansas,20,125,10.6
Morris County,Kansas,20,127,6.9
Morton County,Kansas,20,129,19.1
Nemaha County,Kansas,20,131,8.2
Neosho County,Kansas,20,133,9.8
Ness County,Kansas,20,135,7.2
Norton County,Kansas,20,137,10.2
Osage County,Kansas,20,139,7.3
Osborne County,Kansas,20,141,7.6
Ottawa County,Kansas,20,143,7.8
Pawnee County,Kansas,20,145,6.0
Phillips County,Kansas,20,147,7.1
Pottawatomie County,Kansas,20,149,7.6
Pratt County,Kansas,20,151,12.3
Rawlins County,Kansas,20,153,6.3
Reno County,Kansas,20,155,9.5
Republic County,Kansas,20,157,6.4
Rice County,Kansas,20,159,14.5
Riley County,Kansas,20,161,34.4
Rooks County,Kansas,20,163,7.4
Rush County,Kansas,20,165,6.2
Russell County,Kansas,20,167,8.0
Saline County,Kansas,20,169,10.5
Scott County,Kansas,20,171,10.6
Sedgwick County,Kansas,20,173,9.9
Seward County,Kansas,20,175,12.7
Shawnee County,Kansas,20,177,8.9
Sheridan County,Kansas,20,179,2.7
Sherman County,Kansas,20,181,9.1
Smith County,Kansas,20,183,6.8
Stafford County,Kansas,20,185,6.3
Stanton County,Kansas,20,187,5.2
Stevens County,Kansas,20,189,6.8
Sumner County,Kansas,20,191,7.9
Thomas County,Kansas,20,193,12.7
Trego County,Kansas,20,195,7.4
Wabaunsee County,Kansas,20,197,6.9
Wallace County,Kansas,20,199,7.3
Washington County,Kansas,20,201,7.3
Wichita County,Kansas,20,203,4.7
Wilson County,Kansas,20,205,7.7
Woodson County,Kansas,20,207,5.7
Wyandotte County,Kansas,20,209,9.2
Adair County,Kentucky,21,001,14.0
Allen County,Kentucky,21,003,8.5
Anderson County,Kentucky,21,005,7.7
Ballard County,Kentucky,21,007,8.5
Barren County,Kentucky,21,009,8.8
Bath County,Kentucky,21,011,7.7
Bell County,Kentucky,21,013,8.7
Boone County,Kentucky,21,015,8.3
Bourbon County,Kentucky,21,017,8.9
Boyd County,Kentucky,21,019,7.6
Boyle County,Kentucky,21,021,13.1
Bracken County,Kentucky,21,023,8.0
Breathitt County,Kentucky,21,025,9.1
Breckinridge County,Kentucky,21,027,8.1
Bullitt County,Kentucky,21,029,8.9
Butler County,Kentucky,21,031,7.1
Caldwell County,Kentucky,21,033,8.0
Calloway County,Kentucky,21,035,19.1
Campbell County,Kentucky,21,037,11.1
Carlisle County,Kentucky,21,039,7.8
Carroll County,Kentucky,21,041,7.9
Carter County,Kentucky,21,043,10.5
Casey County,Kentucky,21,045,8.3
Christian County,Kentucky,21,047,19.8
Clark County,Kentucky,21,049,7.7
Clay County,Kentucky,21,051,8.5
Clinton County,Kentucky,21,053,7.5
Crittenden County,Kentucky,21,055,7.1
Cumberland County,Kentucky,21,057,8.3
Daviess County,Kentucky,21,059,8.6
Edmonson County,Kentucky,21,061,10.3
Elliott County,Kentucky,21,063,8.7
Estill County,Kentucky,21,065,7.8
Fayette County,Kentucky,21,067,14.4
Fleming County,Kentucky,21,069,8.1
Floyd County,Kentucky,21,071,9.1
Franklin County,Kentucky,21,073,9.8
Fulton County,Kentucky,21,075,9.8
Gallatin County,Kentucky,21,077,8.6
Garrard County,Kentucky,21,079,7.3
Grant County,Kentucky,21,081,9.4
Graves County,Kentucky,21,083,8.5
Grayson County,Kentucky,21,085,8.6
Green County,Kentucky,21,087,7.5
Greenup County,Kentucky,21,089,7.8
Hancock County,Kentucky,21,091,8.1
Hardin County,Kentucky,21,093,11.5
Harlan County,Kentucky,21,095,8.4
Harrison County,Kentucky,21,097,9.0
Hart County,Kentucky,21,099,8.3
Henderson County,Kentucky,21,101,8.3
Henry County,Kentucky,21,103,8.5
Hickman County,Kentucky,21,105,10.6
Hopkins County,Kentucky,21,107,7.7
Jackson County,Kentucky,21,109,8.1
Jefferson County,Kentucky,21,111,9.2
Jessamine County,Kentucky,21,113,10.4
Johnson County,Kentucky,21,115,8.2
Kenton County,Kentucky,21,117,8.7
Knott County,Kentucky,21,119,10.5
Knox County,Kentucky,21,121,10.0
Larue County,Kentucky,21,123,8.2
Laurel County,Kentucky,21,125,8.0
Lawrence County,Kentucky,21,127,7.9
Lee County,Kentucky,21,129,7.9
Leslie County,Kentucky,21,131,7.6
Letcher County,Kentucky,21,133,7.6
Lewis County,Kentucky,21,135,9.0
Lincoln County,Kentucky,21,137,7.8
Livingston County,Kentucky,21,139,6.6
Logan County,Kentucky,21,141,8.4
Lyon County,Kentucky,21,143,6.4
McCracken County,Kentucky,21,145,7.7
McCreary County,Kentucky,21,147,9.2
McLean County,Kentucky,21,149,7.2
Madison County,Kentucky,21,151,17.8
Magoffin County,Kentucky,21,153,8.7
Marion County,Kentucky,21,155,8.1
Marshall County,Kentucky,21,157,7.3
Martin County,Kentucky,21,159,11.1
Mason County,Kentucky,21,161,9.6
Meade County,Kentucky,21,163,9.1
Menifee County,Kentucky,21,165,6.7
Mercer County,Kentucky,21,167,8.0
Metcalfe County,Kentucky,21,169,7.7
Monroe County,Kentucky,21,171,8.1
Montgomery County,Kentucky,21,173,9.3
Morgan County,Kentucky,21,175,7.5
Muhlenberg County,Kentucky,21,177,10.4
Nelson County,Kentucky,21,179,8.7
Nicholas County,Kentucky,21,181,8.0
Ohio County,Kentucky,21,183,8.3
Oldham County,Kentucky,21,185,8.4
Owen County,Kentucky,21,187,7.8
Owsley County,Kentucky,21,189,11.3
Pendleton County,Kentucky,21,191,8.7
Perry County,Kentucky,21,193,7.8
Pike County,Kentucky,21,195,9.7
Powell County,Kentucky,21,197,8.7
Pulaski County,Kentucky,21,199,8.2
Robertson County,Kentucky,21,201,10.6
Rockcastle County,Kentucky,21,203,8.4
Rowan County,Kentucky,21,205,22.6
Russell County,Kentucky,21,207,7.5
Scott County,Kentucky,21,209,9.9
Shelby County,Kentucky,21,211,8.6
Simpson County,Kentucky,21,213,8.1
Spencer County,Kentucky,21,215,7.6
Taylor County,Kentucky,21,217,13.5
Todd County,Kentucky,21,219,8.4
Trigg County,Kentucky,21,221,6.4
Trimble County,Kentucky,21,223,8.2
Union County,Kentucky,21,225,20.5
Warren County,Kentucky,21,227,17.1
Washington County,Kentucky,21,229,11.0
Wayne County,Kentucky,21,231,8.4
Webster County,Kentucky,21,233,9.3
Whitley County,Kentucky,21,235,12.7
Wolfe County,Kentucky,21,237,7.5
Woodford County,Kentucky,21,239,7.4
Acadia Parish,Louisiana,22,001,9.3
Allen Parish,Louisiana,22,003,8.8
Ascension Parish,Louisiana,22,005,8.8
Assumption Parish,Louisiana,22,007,10.5
Avoyelles Parish,Louisiana,22,009,9.0
Beauregard Parish,Louisiana,22,011,9.6
Bienville Parish,Louisiana,22,013,8.6
Bossier Parish,Louisiana,22,015,10.6
Caddo Parish,Louisiana,22,017,9.7
Calcasieu Parish,Louisiana,22,019,10.0
Caldwell Parish,Louisiana,22,021,10.4
Cameron Parish,Louisiana,22,023,9.7
Catahoula Parish,Louisiana,22,025,11.9
Claiborne Parish,Louisiana,22,027,11.6
Concordia Parish,Louisiana,22,029,10.0
De Soto Parish,Louisiana,22,031,8.7
East Baton Rouge Parish,Louisiana,22,033,14.9
East Carroll Parish,Louisiana,22,035,18.2
East Feliciana Parish,Louisiana,22,037,9.4
Evangeline Parish,Louisiana,22,039,11.7
Franklin Parish,Louisiana,22,041,9.0
Grant Parish,Louisiana,22,043,7.6
Iberia Parish,Louisiana,22,045,9.5
Iberville Parish,Louisiana,22,047,10.0
Jackson Parish,Louisiana,22,049,8.5
Jefferson Parish,Louisiana,22,051,8.8
Jefferson Davis Parish,Louisiana,22,053,9.4
Lafayette Parish,Louisiana,22,055,10.7
Lafourche Parish,Louisiana,22,057,9.9
LaSalle Parish,Louisiana,22,059,10.3
Lincoln Parish,Louisiana,22,061,27.1
Livingston Parish,Louisiana,22,063,8.8
Madison Parish,Louisiana,22,065,10.4
Morehouse Parish,Louisiana,22,067,9.1
Natchitoches Parish,Louisiana,22,069,16.2
Orleans Parish,Louisiana,22,071,10.1
Ouachita Parish,Louisiana,22,073,10.7
Plaquemines Parish,Louisiana,22,075,9.3
Pointe Coupee Parish,Louisiana,22,077,8.3
Rapides Parish,Louisiana,22,079,9.9
Red River Parish,Louisiana,22,081,10.2
Richland Parish,Louisiana,22,083,9.8
Sabine Parish,Louisiana,22,085,8.1
Saint Bernard Parish,Louisiana,22,087,9.5
Saint Charles Parish,Louisiana,22,089,9.3
Saint Helena Parish,Louisiana,22,091,11.1
Saint James Parish,Louisiana,22,093,9.8
Saint John the Baptist Parish,Louisiana,22,095,10.2
Saint Landry Parish,Louisiana,22,097,9.0
Saint Martin Parish,Louisiana,22,099,9.1
Saint Mary Parish,Louisiana,22,101,9.4
Saint Tammany Parish,Louisiana,22,103,8.1
Tangipahoa Parish,Louisiana,22,105,11.3
Tensas Parish,Louisiana,22,107,7.7
Terrebonne Parish,Louisiana,22,109,9.6
Union Parish,Louisiana,22,111,8.9
Vermilion Parish,Louisiana,22,113,8.6
Vernon Parish,Louisiana,22,115,16.0
Washington Parish,Louisiana,22,117,8.4
Webster Parish,Louisiana,22,119,9.1
West Baton Rouge Parish,Louisiana,22,121,9.1
West Carroll Parish,Louisiana,22,123,9.0
West Feliciana Parish,Louisiana,22,125,13.9
Winn Parish,Louisiana,22,127,10.1
Androscoggin County,Maine,23,001,9.2
Aroostook County,Maine,23,003,8.4
Cumberland County,Maine,23,005,9.4
Franklin County,Maine,23,007,10.3
Hancock County,Maine,23,009,8.5
Kennebec County,Maine,23,011,9.0
Knox County,Maine,23,013,7.1
Lincoln County,Maine,23,015,7.6
Oxford County,Maine,23,017,7.6
Penobscot County,Maine,23,019,12.4
Piscataquis County,Maine,23,021,6.6
Sagadahoc County,Maine,23,023,7.3
Somerset County,Maine,23,025,7.2
Waldo County,Maine,23,027,7.7
Washington County,Maine,23,029,7.9
York County,Maine,23,031,8.0
Allegany County,Maryland,24,001,13.0
Anne Arundel County,Maryland,24,003,10.0
Baltimore County,Maryland,24,005,9.8
Calvert County,Maryland,24,009,9.2
Caroline County,Maryland,24,011,9.1
Carroll County,Maryland,24,013,9.4
Cecil County,Maryland,24,015,8.9
Charles County,Maryland,24,017,9.8
Dorchester County,Maryland,24,019,7.8
Frederick County,Maryland,24,021,9.2
Garrett County,Maryland,24,023,9.2
Harford County,Maryland,24,025,9.0
Howard County,Maryland,24,027,8.6
Kent County,Maryland,24,029,13.0
Queen Anne's County,Maryland,24,035,8.1
Saint Mary's County,Maryland,24,037,9.8
Somerset County,Maryland,24,039,16.7
Talbot County,Maryland,24,041,6.9
Washington County,Maryland,24,043,9.1
Wicomico County,Maryland,24,045,14.9
Worcester County,Maryland,24,047,7.6
Baltimore City,Maryland,24,510,11.1
Montgomery County,Maryland,24,031,8.4
Prince George's County,Maryland,24,033,11.4
Barnstable County,Massachusetts,25,001,8.6
Berkshire County,Massachusetts,25,003,10.2
Bristol County,Massachusetts,25,005,10.1
Dukes County,Massachusetts,25,007,8.2
Essex County,Massachusetts,25,009,9.9
Franklin County,Massachusetts,25,011,8.4
Hampden County,Massachusetts,25,013,11.5
Hampshire County,Massachusetts,25,015,21.9
Middlesex County,Massachusetts,25,017,10.2
Nantucket County,Massachusetts,25,019,5.4
Norfolk County,Massachusetts,25,021,8.8
Plymouth County,Massachusetts,25,023,9.1
Suffolk County,Massachusetts,25,025,14.6
Worcester County,Massachusetts,25,027,10.4
Alcona County,Michigan,26,001,5.2
Alger County,Michigan,26,003,9.3
Allegan County,Michigan,26,005,8.1
Alpena County,Michigan,26,007,7.8
Antrim County,Michigan,26,009,6.8
Arenac County,Michigan,26,011,7.6
Baraga County,Michigan,26,013,10.1
Barry County,Michigan,26,015,8.0
Bay County,Michigan,26,017,8.8
Benzie County,Michigan,26,019,7.1
Berrien County,Michigan,26,021,9.1
Branch County,Michigan,26,023,7.9
Calhoun County,Michigan,26,025,9.6
Cass County,Michigan,26,027,8.3
Charlevoix County,Michigan,26,029,7.2
Cheboygan County,Michigan,26,031,7.3
Chippewa County,Michigan,26,033,11.8
Clare County,Michigan,26,035,7.5
Clinton County,Michigan,26,037,9.8
Crawford County,Michigan,26,039,7.3
Delta County,Michigan,26,041,7.5
Dickinson County,Michigan,26,043,7.8
Eaton County,Michigan,26,045,9.4
Emmet County,Michigan,26,047,8.3
Genesee County,Michigan,26,049,9.5
Gladwin County,Michigan,26,051,7.0
Gogebic County,Michigan,26,053,9.8
Grand Traverse County,Michigan,26,055,8.1
Gratiot County,Michigan,26,057,12.8
Hillsdale County,Michigan,26,059,9.6
Houghton County,Michigan,26,061,25.9
Huron County,Michigan,26,063,7.4
Ingham County,Michigan,26,065,20.2
Ionia County,Michigan,26,067,10.2
Iosco County,Michigan,26,069,6.8
Iron County,Michigan,26,071,5.7
Isabella County,Michigan,26,073,28.3
Jackson County,Michigan,26,075,9.4
Kalamazoo County,Michigan,26,077,16.5
Kalkaska County,Michigan,26,079,7.1
Kent County,Michigan,26,081,10.1
Keweenaw County,Michigan,26,083,6.7
Lake County,Michigan,26,085,6.6
Lapeer County,Michigan,26,087,8.9
Leelanau County,Michigan,26,089,7.0
Lenawee County,Michigan,26,091,10.3
Livingston County,Michigan,26,093,8.5
Luce County,Michigan,26,095,9.8
Mackinac County,Michigan,26,097,7.3
Macomb County,Michigan,26,099,9.0
Manistee County,Michigan,26,101,9.1
Marquette County,Michigan,26,103,15.3
Mason County,Michigan,26,105,8.1
Mecosta County,Michigan,26,107,21.0
Menominee County,Michigan,26,109,7.2
Midland County,Michigan,26,111,10.0
Missaukee County,Michigan,26,113,7.8
Monroe County,Michigan,26,115,8.8
Montcalm County,Michigan,26,117,8.6
Montmorency County,Michigan,26,119,5.2
Muskegon County,Michigan,26,121,9.2
Newaygo County,Michigan,26,123,8.2
Oakland County,Michigan,26,125,8.7
Oceana County,Michigan,26,127,9.4
Ogemaw County,Michigan,26,129,7.1
Ontonagon County,Michigan,26,131,4.7
Osceola County,Michigan,26,133,7.8
Oscoda County,Michigan,26,135,6.3
Otsego County,Michigan,26,137,8.5
Ottawa County,Michigan,26,139,13.5
Presque Isle County,Michigan,26,141,6.3
Roscommon County,Michigan,26,143,6.0
Saginaw County,Michigan,26,145,10.7
Saint Clair County,Michigan,26,147,8.7
Saint Joseph County,Michigan,26,149,8.5
Sanilac County,Michigan,26,151,8.1
Schoolcraft County,Michigan,26,153,6.8
Shiawassee County,Michigan,26,155,9.2
Tuscola County,Michigan,26,157,8.2
Van Buren County,Michigan,26,159,8.6
Washtenaw County,Michigan,26,161,19.1
Wayne County,Michigan,26,163,10.1
Wexford County,Michigan,26,165,8.0
Aitkin County,Minnesota,27,001,5.4
Anoka County,Minnesota,27,003,8.4
Becker County,Minnesota,27,005,7.1
Beltrami County,Minnesota,27,007,14.7
Benton County,Minnesota,27,009,8.4
Big Stone County,Minnesota,27,011,7.0
Blue Earth County,Minnesota,27,013,22.5
Brown County,Minnesota,27,015,10.0
Carlton County,Minnesota,27,017,8.4
Carver County,Minnesota,27,019,7.9
Cass County,Minnesota,27,021,6.5
Chippewa County,Minnesota,27,023,7.5
Chisago County,Minnesota,27,025,8.3
Clay County,Minnesota,27,027,15.5
Clearwater County,Minnesota,27,029,7.5
Cook County,Minnesota,27,031,6.4
Cottonwood County,Minnesota,27,033,7.3
Crow Wing County,Minnesota,27,035,7.4
Dakota County,Minnesota,27,037,8.4
Dodge County,Minnesota,27,039,7.9
Douglas County,Minnesota,27,041,8.3
Faribault County,Minnesota,27,043,6.8
Fillmore County,Minnesota,27,045,7.2
Freeborn County,Minnesota,27,047,7.1
Goodhue County,Minnesota,27,049,7.9
Grant County,Minnesota,27,051,6.5
Hennepin County,Minnesota,27,053,9.1
Houston County,Minnesota,27,055,7.4
Hubbard County,Minnesota,27,057,6.0
Isanti County,Minnesota,27,059,7.7
Itasca County,Minnesota,27,061,7.4
Jackson County,Minnesota,27,063,7.5
Kanabec County,Minnesota,27,065,7.8
Kandiyohi County,Minnesota,27,067,8.9
Kittson County,Minnesota,27,069,7.7
Koochiching County,Minnesota,27,071,7.6
Lac qui Parle County,Minnesota,27,073,6.7
Lake County,Minnesota,27,075,5.7
Lake of the Woods County,Minnesota,27,077,7.0
Le Sueur County,Minnesota,27,079,7.2
Lincoln County,Minnesota,27,081,6.7
Lyon County,Minnesota,27,083,11.5
McLeod County,Minnesota,27,085,7.7
Mahnomen County,Minnesota,27,087,7.7
Marshall County,Minnesota,27,089,8.1
Martin County,Minnesota,27,091,7.3
Meeker County,Minnesota,27,093,7.3
Mille Lacs County,Minnesota,27,095,7.2
Morrison County,Minnesota,27,097,7.4
Mower County,Minnesota,27,099,9.3
Murray County,Minnesota,27,101,7.0
Nicollet County,Minnesota,27,103,12.4
Nobles County,Minnesota,27,105,9.1
Norman County,Minnesota,27,107,6.9
Olmsted County,Minnesota,27,109,7.8
Otter Tail County,Minnesota,27,111,7.8
Pennington County,Minnesota,27,113,8.8
Pine County,Minnesota,27,115,7.2
Pipestone County,Minnesota,27,117,7.0
Polk County,Minnesota,27,119,10.4
Pope County,Minnesota,27,121,6.6
Ramsey County,Minnesota,27,123,11.0
Red Lake County,Minnesota,27,125,6.7
Redwood County,Minnesota,27,127,7.8
Renville County,Minnesota,27,129,7.8
Rice County,Minnesota,27,131,14.4
Rock County,Minnesota,27,133,7.4
Roseau County,Minnesota,27,135,8.0
Saint Louis County,Minnesota,27,137,13.1
Scott County,Minnesota,27,139,7.7
Sherburne County,Minnesota,27,141,9.1
Sibley County,Minnesota,27,143,7.4
Stearns County,Minnesota,27,145,15.8
Steele County,Minnesota,27,147,8.8
Stevens County,Minnesota,27,149,19.6
Swift County,Minnesota,27,151,8.1
Todd County,Minnesota,27,153,8.1
Traverse County,Minnesota,27,155,7.3
Wabasha County,Minnesota,27,157,7.3
Wadena County,Minnesota,27,159,7.8
Waseca County,Minnesota,27,161,7.1
Washington County,Minnesota,27,163,8.4
Watonwan County,Minnesota,27,165,8.9
Wilkin County,Minnesota,27,167,7.0
Winona County,Minnesota,27,169,19.9
Wright County,Minnesota,27,171,7.3
Yellow Medicine County,Minnesota,27,173,7.5
Adams County,Mississippi,28,001,7.8
Alcorn County,Mississippi,28,003,9.5
Amite County,Mississippi,28,005,5.8
Attala County,Mississippi,28,007,9.6
Benton County,Mississippi,28,009,10.3
Bolivar County,Mississippi,28,011,11.6
Calhoun County,Mississippi,28,013,8.9
Carroll County,Mississippi,28,015,9.4
Chickasaw County,Mississippi,28,017,10.7
Choctaw County,Mississippi,28,019,8.1
Claiborne County,Mississippi,28,021,20.8
Clarke County,Mississippi,28,023,8.1
Clay County,Mississippi,28,025,9.7
Coahoma County,Mississippi,28,027,11.6
Copiah County,Mississippi,28,029,11.7
Covington County,Mississippi,28,031,10.7
DeSoto County,Mississippi,28,033,9.1
Forrest County,Mississippi,28,035,14.5
Franklin County,Mississippi,28,037,7.1
George County,Mississippi,28,039,9.3
Greene County,Mississippi,28,041,9.0
Grenada County,Mississippi,28,043,9.1
Hancock County,Mississippi,28,045,8.3
Harrison County,Mississippi,28,047,11.3
Hinds County,Mississippi,28,049,12.1
Holmes County,Mississippi,28,051,13.8
Humphreys County,Mississippi,28,053,9.5
Issaquena County,Mississippi,28,055,6.4
Itawamba County,Mississippi,28,057,11.6
Jackson County,Mississippi,28,059,9.0
Jasper County,Mississippi,28,061,9.0
Jefferson County,Mississippi,28,063,13.7
