County,State,State_FIPS,County_FIPS,age_18_and_under_percentage
Johnson County,Indiana,18,081,8.8
Knox County,Indiana,18,083,16.0
Kosciusko County,Indiana,18,085,9.1
LaGrange County,Indiana,18,087,9.2
Lake County,Indiana,18,089,9.0
LaPorte County,Indiana,18,091,9.1
Lawrence County,Indiana,18,093,7.8
Madison County,Indiana,18,095,9.3
Marion County,Indiana,18,097,10.3
Marshall County,Indiana,18,099,8.4
Martin County,Indiana,18,101,7.6
Miami County,Indiana,18,103,8.3
Monroe County,Indiana,18,105,29.6
Montgomery County,Indiana,18,107,12.3
Morgan County,Indiana,18,109,7.9
Newton County,Indiana,18,111,8.0
Noble County,Indiana,18,113,8.8
Ohio County,Indiana,18,115,7.9
Orange County,Indiana,18,117,7.9
Owen County,Indiana,18,119,8.0
Parke County,Indiana,18,121,8.4
Perry County,Indiana,18,123,9.5
Pike County,Indiana,18,125,7.7
Porter County,Indiana,18,127,9.6
Posey County,Indiana,18,129,8.8
Pulaski County,Indiana,18,131,8.1
Putnam County,Indiana,18,133,13.8
Randolph County,Indiana,18,135,7.5
Ripley County,Indiana,18,137,7.6
Rush County,Indiana,18,139,7.9
Saint Joseph County,Indiana,18,141,11.3
Scott County,Indiana,18,143,8.4
Shelby County,Indiana,18,145,8.2
Spencer County,Indiana,18,147,7.1
Starke County,Indiana,18,149,8.2
Steuben County,Indiana,18,151,11.8
Sullivan County,Indiana,18,153,10.1
Switzerland County,Indiana,18,155,7.8
Tippecanoe County,Indiana,18,157,27.5
Tipton County,Indiana,18,159,8.4
Union County,Indiana,18,161,7.9
Vanderburgh County,Indiana,18,163,11.5
Vermillion County,Indiana,18,165,7.4
Vigo County,Indiana,18,167,15.3
Wabash County,Indiana,18,169,10.9
Warren County,Indiana,18,171,7.6
Warrick County,Indiana,18,173,7.0
Washington County,Indiana,18,175,8.4
Wayne County,Indiana,18,177,9.7
Wells County,Indiana,18,179,8.4
White County,Indiana,18,181,7.8
Whitley County,Indiana,18,183,8.4
Adair County,Iowa,19,001,7.8
Adams County,Iowa,19,003,6.1
Allamakee County,Iowa,19,005,7.7
Appanoose County,Iowa,19,007,7.2
Audubon County,Iowa,19,009,6.1
Benton County,Iowa,19,011,6.9
Black Hawk County,Iowa,19,013,15.7
Boone County,Iowa,19,015,8.3
Bremer County,Iowa,19,017,12.2
Buchanan County,Iowa,19,019,7.7
Buena Vista County,Iowa,19,021,12.5
Butler County,Iowa,19,023,6.6
Calhoun County,Iowa,19,025,3.6
Carroll County,Iowa,19,027,7.4
Cass County,Iowa,19,029,8.6
Cedar County,Iowa,19,031,6.9
Cerro Gordo County,Iowa,19,033,9.2
Cherokee County,Iowa,19,035,8.2
Chickasaw County,Iowa,19,037,6.8
Clarke County,Iowa,19,039,8.1
Clay County,Iowa,19,041,8.6
Clayton County,Iowa,19,043,7.2
Clinton County,Iowa,19,045,8.4
Crawford County,Iowa,19,047,9.5
Dallas County,Iowa,19,049,6.4
Davis County,Iowa,19,051,8.0
Decatur County,Iowa,19,053,15.9
Delaware County,Iowa,19,055,7.1
Des Moines County,Iowa,19,057,8.4
Dickinson County,Iowa,19,059,7.8
Dubuque County,Iowa,19,061,10.7
Emmet County,Iowa,19,063,11.1
Fayette County,Iowa,19,065,10.3
Floyd County,Iowa,19,067,7.0
Franklin County,Iowa,19,069,8.4
Fremont County,Iowa,19,071,7.1
Greene County,Iowa,19,073,7.1
Grundy County,Iowa,19,075,7.3
Guthrie County,Iowa,19,077,5.8
Hamilton County,Iowa,19,079,7.4
Hancock County,Iowa,19,081,6.6
Hardin County,Iowa,19,083,9.0
Harrison County,Iowa,19,085,7.6
Henry County,Iowa,19,087,8.0
Howard County,Iowa,19,089,6.7
Humboldt County,Iowa,19,091,7.9
Ida County,Iowa,19,093,6.8
Iowa County,Iowa,19,095,6.3
Jackson County,Iowa,19,097,7.4
Jasper County,Iowa,19,099,7.5
Jefferson County,Iowa,19,101,9.1
Johnson County,Iowa,19,103,22.9
Jones County,Iowa,19,105,7.6
Keokuk County,Iowa,19,107,7.2
Kossuth County,Iowa,19,109,6.9
Lee County,Iowa,19,111,8.6
Linn County,Iowa,19,113,9.8
Louisa County,Iowa,19,115,7.3
Lucas County,Iowa,19,117,7.2
Lyon County,Iowa,19,119,6.8
Madison County,Iowa,19,121,6.6
Mahaska County,Iowa,19,123,10.7
Marion County,Iowa,19,125,10.5
Marshall County,Iowa,19,127,9.0
Mills County,Iowa,19,129,7.0
Mitchell County,Iowa,19,131,7.4
Monona County,Iowa,19,133,6.4
Monroe County,Iowa,19,135,7.3
Montgomery County,Iowa,19,137,6.6
Muscatine County,Iowa,19,139,8.4
O'Brien County,Iowa,19,141,7.8
Osceola County,Iowa,19,143,8.5
Page County,Iowa,19,145,7.2
Palo Alto County,Iowa,19,147,10.1
Plymouth County,Iowa,19,149,7.2
Pocahontas County,Iowa,19,151,6.7
Polk County,Iowa,19,153,9.2
Pottawattamie County,Iowa,19,155,9.6
Poweshiek County,Iowa,19,157,14.0
Ringgold County,Iowa,19,159,7.1
Sac County,Iowa,19,161,6.5
Scott County,Iowa,19,163,8.9
Shelby County,Iowa,19,165,6.3
Sioux County,Iowa,19,167,14.9
Story County,Iowa,19,169,32.0
Tama County,Iowa,19,171,7.2
Taylor County,Iowa,19,173,6.3
Union County,Iowa,19,175,10.3
Van Buren County,Iowa,19,177,7.0
Wapello County,Iowa,19,179,10.3
Warren County,Iowa,19,181,9.4
Washington County,Iowa,19,183,6.9
Wayne County,Iowa,19,185,7.8
Webster County,Iowa,19,187,12.7
Winnebago County,Iowa,19,189,10.8
Winneshiek County,Iowa,19,191,16.5
Woodbury County,Iowa,19,193,10.9
Worth County,Iowa,19,195,6.8
Wright County,Iowa,19,197,8.0
Allen County,Kansas,20,001,10.3
Anderson County,Kansas,20,003,7.1
Atchison County,Kansas,20,005,14.4
Barber County,Kansas,20,007,7.1
Barton County,Kansas,20,009,10.0
Bourbon County,Kansas,20,011,9.8
Brown County,Kansas,20,013,8.0
Butler County,Kansas,20,015,9.8
Chase County,Kansas,20,017,8.0
Chautauqua County,Kansas,20,019,8.8
Cherokee County,Kansas,20,021,8.1
Cheyenne County,Kansas,20,023,5.2
Clark County,Kansas,20,025,4.4
Clay County,Kansas,20,027,7.7
Cloud County,Kansas,20,029,12.9
Coffey County,Kansas,20,031,6.9
Comanche County,Kansas,20,033,7.5
Cowley County,Kansas,20,035,10.7
Crawford County,Kansas,20,037,19.3
Decatur County,Kansas,20,039,3.7
Dickinson County,Kansas,20,041,7.8
Doniphan County,Kansas,20,043,14.5
Douglas County,Kansas,20,045,26.4
Edwards County,Kansas,20,047,6.7
Elk County,Kansas,20,049,4.9
Ellis County,Kansas,20,051,20.3
Ellsworth County,Kansas,20,053,10.9
Finney County,Kansas,20,055,11.7
Ford County,Kansas,20,057,10.6
Franklin County,Kansas,20,059,8.5
Geary County,Kansas,20,061,13.6
Gove County,Kansas,20,063,6.8
Graham County,Kansas,20,065,4.9
Grant County,Kansas,20,067,7.8
Gray County,Kansas,20,069,8.8
Greeley County,Kansas,20,071,9.1
Greenwood County,Kansas,20,073,6.0
Hamilton County,Kansas,20,075,9.8
Harper County,Kansas,20,077,6.8
Harvey County,Kansas,20,079,9.9
Haskell County,Kansas,20,081,9.1
Hodgeman County,Kansas,20,083,6.8
Jackson County,Kansas,20,085,6.4
Jefferson County,Kansas,20,087,7.4
Jewell County,Kansas,20,089,6.2
Johnson County,Kansas,20,091,7.7
Kearny County,Kansas,20,093,7.4
Kingman County,Kansas,20,095,7.7
Kiowa County,Kansas,20,097,5.9
Labette County,Kansas,20,099,9.7
Lane County,Kansas,20,101,2.4
Leavenworth County,Kansas,20,103,8.5
Lincoln County,Kansas,20,105,5.9
Linn County,Kansas,20,107,7.1
Logan County,Kansas,20,109,7.3
Lyon County,Kansas,20,111,17.1
McPherson County,Kansas,20,113,9.7
Marion County,Kansas,20,115,10.2
Marshall County,Kansas,20,117,7.0
Meade County,Kansas,20,119,7.3
Miami County,Kansas,20,121,6.9
Mitchell County,Kansas,20,123,10.6
Montgomery County,Kansas,20,125,9.5
Morris County,Kansas,20,127,6.9
Morton County,Kansas,20,129,9.1
Nemaha County,Kansas,20,131,6.4
Neosho County,Kansas,20,133,10.5
Ness County,Kansas,20,135,5.2
Norton County,Kansas,20,137,9.3
Osage County,Kansas,20,139,6.9
Osborne County,Kansas,20,141,7.7
Ottawa County,Kansas,20,143,5.8
Pawnee County,Kansas,20,145,8.4
Phillips County,Kansas,20,147,6.7
Pottawatomie County,Kansas,20,149,8.0
Pratt County,Kansas,20,151,11.3
Rawlins County,Kansas,20,153,5.5
Reno County,Kansas,20,155,10.6
Republic County,Kansas,20,157,6.6
Rice County,Kansas,20,159,12.7
Riley County,Kansas,20,161,36.7
Rooks County,Kansas,20,163,7.7
Rush County,Kansas,20,165,6.6
Russell County,Kansas,20,167,7.2
Saline County,Kansas,20,169,10.4
Scott County,Kansas,20,171,7.6
Sedgwick County,Kansas,20,173,9.8
Seward County,Kansas,20,175,13.1
Shawnee County,Kansas,20,177,9.0
Sheridan County,Kansas,20,179,6.8
Sherman County,Kansas,20,181,10.0
Smith County,Kansas,20,183,5.4
Stafford County,Kansas,20,185,7.2
Stanton County,Kansas,20,187,6.6
Stevens County,Kansas,20,189,5.5
Sumner County,Kansas,20,191,8.0
Thomas County,Kansas,20,193,13.3
Trego County,Kansas,20,195,9.5
Wabaunsee County,Kansas,20,197,7.3
Wallace County,Kansas,20,199,7.9
Washington County,Kansas,20,201,7.0
Wichita County,Kansas,20,203,2.2
Wilson County,Kansas,20,205,8.2
Woodson County,Kansas,20,207,7.0
Wyandotte County,Kansas,20,209,10.0
Adair County,Kentucky,21,001,12.0
Allen County,Kentucky,21,003,8.8
Anderson County,Kentucky,21,005,7.0
Ballard County,Kentucky,21,007,7.9
Barren County,Kentucky,21,009,7.3
Bath County,Kentucky,21,011,7.2
Bell County,Kentucky,21,013,9.5
Boone County,Kentucky,21,015,7.9
Bourbon County,Kentucky,21,017,9.2
Boyd County,Kentucky,21,019,7.7
Boyle County,Kentucky,21,021,12.0
Bracken County,Kentucky,21,023,8.1
Breathitt County,Kentucky,21,025,10.1
Breckinridge County,Kentucky,21,027,7.6
Bullitt County,Kentucky,21,029,8.5
Butler County,Kentucky,21,031,8.3
Caldwell County,Kentucky,21,033,6.9
Calloway County,Kentucky,21,035,19.3
Campbell County,Kentucky,21,037,11.3
Carlisle County,Kentucky,21,039,7.9
Carroll County,Kentucky,21,041,9.0
Carter County,Kentucky,21,043,9.6
Casey County,Kentucky,21,045,7.4
Christian County,Kentucky,21,047,17.7
Clark County,Kentucky,21,049,8.0
Clay County,Kentucky,21,051,9.1
Clinton County,Kentucky,21,053,6.8
Crittenden County,Kentucky,21,055,9.8
Cumberland County,Kentucky,21,057,8.4
Daviess County,Kentucky,21,059,9.5
Edmonson County,Kentucky,21,061,11.1
Elliott County,Kentucky,21,063,11.4
Estill County,Kentucky,21,065,7.4
Fayette County,Kentucky,21,067,14.7
Fleming County,Kentucky,21,069,8.3
Floyd County,Kentucky,21,071,8.7
Franklin County,Kentucky,21,073,9.8
Fulton County,Kentucky,21,075,8.8
Gallatin County,Kentucky,21,077,9.8
Garrard County,Kentucky,21,079,4.4
Grant County,Kentucky,21,081,8.7
Graves County,Kentucky,21,083,7.9
Grayson County,Kentucky,21,085,7.5
Green County,Kentucky,21,087,7.5
Greenup County,Kentucky,21,089,7.8
Hancock County,Kentucky,21,091,7.3
Hardin County,Kentucky,21,093,11.2
Harlan County,Kentucky,21,095,9.2
Harrison County,Kentucky,21,097,7.5
Hart County,Kentucky,21,099,8.2
Henderson County,Kentucky,21,101,8.4
Henry County,Kentucky,21,103,7.1
Hickman County,Kentucky,21,105,7.7
Hopkins County,Kentucky,21,107,8.0
Jackson County,Kentucky,21,109,7.8
Jefferson County,Kentucky,21,111,9.3
Jessamine County,Kentucky,21,113,9.8
Johnson County,Kentucky,21,115,8.7
Kenton County,Kentucky,21,117,9.1
Knott County,Kentucky,21,119,9.7
Knox County,Kentucky,21,121,10.4
Larue County,Kentucky,21,123,8.1
Laurel County,Kentucky,21,125,8.6
Lawrence County,Kentucky,21,127,9.1
Lee County,Kentucky,21,129,9.1
Leslie County,Kentucky,21,131,9.8
Letcher County,Kentucky,21,133,8.7
Lewis County,Kentucky,21,135,7.5
Lincoln County,Kentucky,21,137,8.2
Livingston County,Kentucky,21,139,8.2
Logan County,Kentucky,21,141,9.1
Lyon County,Kentucky,21,143,7.2
McCracken County,Kentucky,21,145,7.7
McCreary County,Kentucky,21,147,9.7
McLean County,Kentucky,21,149,8.4
Madison County,Kentucky,21,151,16.5
Magoffin County,Kentucky,21,153,10.4
Marion County,Kentucky,21,155,9.0
Marshall County,Kentucky,21,157,7.5
Martin County,Kentucky,21,159,8.8
Mason County,Kentucky,21,161,8.8
Meade County,Kentucky,21,163,8.6
Menifee County,Kentucky,21,165,6.6
Mercer County,Kentucky,21,167,6.9
Metcalfe County,Kentucky,21,169,8.4
Monroe County,Kentucky,21,171,9.2
Montgomery County,Kentucky,21,173,8.1
Morgan County,Kentucky,21,175,9.4
Muhlenberg County,Kentucky,21,177,8.2
Nelson County,Kentucky,21,179,7.5
Nicholas County,Kentucky,21,181,7.1
Ohio County,Kentucky,21,183,7.6
Oldham County,Kentucky,21,185,6.8
Owen County,Kentucky,21,187,7.3
Owsley County,Kentucky,21,189,8.8
Pendleton County,Kentucky,21,191,8.3
Perry County,Kentucky,21,193,9.3
Pike County,Kentucky,21,195,8.7
Powell County,Kentucky,21,197,9.0
Pulaski County,Kentucky,21,199,8.0
Robertson County,Kentucky,21,201,18.0
Rockcastle County,Kentucky,21,203,8.1
Rowan County,Kentucky,21,205,21.0
Russell County,Kentucky,21,207,8.3
Scott County,Kentucky,21,209,9.6
Shelby County,Kentucky,21,211,9.1
Simpson County,Kentucky,21,213,9.4
Spencer County,Kentucky,21,215,7.0
Taylor County,Kentucky,21,217,11.9
Todd County,Kentucky,21,219,9.1
Trigg County,Kentucky,21,221,6.6
Trimble County,Kentucky,21,223,7.7
Union County,Kentucky,21,225,14.7
Warren County,Kentucky,21,227,16.6
Washington County,Kentucky,21,229,10.9
Wayne County,Kentucky,21,231,8.5
Webster County,Kentucky,21,233,8.1
Whitley County,Kentucky,21,235,10.9
Wolfe County,Kentucky,21,237,9.2
Woodford County,Kentucky,21,239,7.5
Acadia Parish,Louisiana,22,001,9.9
Allen Parish,Louisiana,22,003,8.7
Ascension Parish,Louisiana,22,005,8.5
Assumption Parish,Louisiana,22,007,9.4
Avoyelles Parish,Louisiana,22,009,9.2
Beauregard Parish,Louisiana,22,011,9.0
Bienville Parish,Louisiana,22,013,9.5
Bossier Parish,Louisiana,22,015,10.5
Caddo Parish,Louisiana,22,017,10.4
Calcasieu Parish,Louisiana,22,019,10.4
Caldwell Parish,Louisiana,22,021,11.8
Cameron Parish,Louisiana,22,023,9.5
Catahoula Parish,Louisiana,22,025,9.8
Claiborne Parish,Louisiana,22,027,11.5
Concordia Parish,Louisiana,22,029,11.1
De Soto Parish,Louisiana,22,031,8.7
East Baton Rouge Parish,Louisiana,22,033,15.3
East Carroll Parish,Louisiana,22,035,7.1
East Feliciana Parish,Louisiana,22,037,9.9
Evangeline Parish,Louisiana,22,039,11.4
Franklin Parish,Louisiana,22,041,9.0
Grant Parish,Louisiana,22,043,8.2
Iberia Parish,Louisiana,22,045,9.8
Iberville Parish,Louisiana,22,047,10.8
Jackson Parish,Louisiana,22,049,9.9
Jefferson Parish,Louisiana,22,051,9.6
Jefferson Davis Parish,Louisiana,22,053,8.6
Lafayette Parish,Louisiana,22,055,12.5
Lafourche Parish,Louisiana,22,057,10.6
LaSalle Parish,Louisiana,22,059,10.3
Lincoln Parish,Louisiana,22,061,25.2
Livingston Parish,Louisiana,22,063,9.2
Madison Parish,Louisiana,22,065,10.6
Morehouse Parish,Louisiana,22,067,9.0
Natchitoches Parish,Louisiana,22,069,15.0
Orleans Parish,Louisiana,22,071,12.5
Ouachita Parish,Louisiana,22,073,11.0
Plaquemines Parish,Louisiana,22,075,9.4
Pointe Coupee Parish,Louisiana,22,077,8.4
Rapides Parish,Louisiana,22,079,9.6
Red River Parish,Louisiana,22,081,10.0
Richland Parish,Louisiana,22,083,8.6
Sabine Parish,Louisiana,22,085,8.6
Saint Bernard Parish,Louisiana,22,087,11.7
Saint Charles Parish,Louisiana,22,089,9.3
Saint Helena Parish,Louisiana,22,091,8.2
Saint James Parish,Louisiana,22,093,9.8
Saint John the Baptist Parish,Louisiana,22,095,10.7
Saint Landry Parish,Louisiana,22,097,9.4
Saint Martin Parish,Louisiana,22,099,9.5
Saint Mary Parish,Louisiana,22,101,9.8
Saint Tammany Parish,Louisiana,22,103,7.7
Tangipahoa Parish,Louisiana,22,105,12.4
Tensas Parish,Louisiana,22,107,6.2
Terrebonne Parish,Louisiana,22,109,10.6
Union Parish,Louisiana,22,111,9.1
Vermilion Parish,Louisiana,22,113,9.2
Vernon Parish,Louisiana,22,115,15.4
Washington Parish,Louisiana,22,117,8.5
Webster Parish,Louisiana,22,119,9.1
West Baton Rouge Parish,Louisiana,22,121,10.3
West Carroll Parish,Louisiana,22,123,12.5
West Feliciana Parish,Louisiana,22,125,7.2
Winn Parish,Louisiana,22,127,8.8
Androscoggin County,Maine,23,001,9.6
Aroostook County,Maine,23,003,8.5
Cumberland County,Maine,23,005,9.5
Franklin County,Maine,23,007,10.7
Hancock County,Maine,23,009,9.3
Kennebec County,Maine,23,011,9.1
Knox County,Maine,23,013,7.0
Lincoln County,Maine,23,015,6.9
Oxford County,Maine,23,017,7.6
Penobscot County,Maine,23,019,13.5
Piscataquis County,Maine,23,021,5.9
Sagadahoc County,Maine,23,023,7.3
Somerset County,Maine,23,025,7.5
Waldo County,Maine,23,027,8.2
Washington County,Maine,23,029,7.7
York County,Maine,23,031,7.8
Allegany County,Maryland,24,001,13.0
Anne Arundel County,Maryland,24,003,10.2
Baltimore County,Maryland,24,005,10.3
Calvert County,Maryland,24,009,8.5
Caroline County,Maryland,24,011,9.4
Carroll County,Maryland,24,013,8.7
Cecil County,Maryland,24,015,8.7
Charles County,Maryland,24,017,9.1
Dorchester County,Maryland,24,019,7.8
Frederick County,Maryland,24,021,8.5
Garrett County,Maryland,24,023,8.5
Harford County,Maryland,24,025,8.8
Howard County,Maryland,24,027,7.9
Kent County,Maryland,24,029,12.7
Queen Anne's County,Maryland,24,035,7.6
Saint Mary's County,Maryland,24,037,10.0
Somerset County,Maryland,24,039,17.9
Talbot County,Maryland,24,041,7.4
Washington County,Maryland,24,043,9.1
Wicomico County,Maryland,24,045,14.1
Worcester County,Maryland,24,047,6.9
Baltimore City,Maryland,24,510,12.3
Montgomery County,Maryland,24,031,8.2
Prince George's County,Maryland,24,033,12.3
Barnstable County,Massachusetts,25,001,7.7
Berkshire County,Massachusetts,25,003,9.9
Bristol County,Massachusetts,25,005,9.8
Dukes County,Massachusetts,25,007,14.9
Essex County,Massachusetts,25,009,9.1
Franklin County,Massachusetts,25,011,8.8
Hampden County,Massachusetts,25,013,11.0
Hampshire County,Massachusetts,25,015,20.3
Middlesex County,Massachusetts,25,017,9.9
Nantucket County,Massachusetts,25,019,5.8
Norfolk County,Massachusetts,25,021,8.1
Plymouth County,Massachusetts,25,023,8.4
Suffolk County,Massachusetts,25,025,17.4
Worcester County,Massachusetts,25,027,9.8
Alcona County,Michigan,26,001,5.2
Alger County,Michigan,26,003,6.6
Allegan County,Michigan,26,005,7.8
Alpena County,Michigan,26,007,8.1
Antrim County,Michigan,26,009,6.5
Arenac County,Michigan,26,011,6.8
Baraga County,Michigan,26,013,8.2
Barry County,Michigan,26,015,7.8
Bay County,Michigan,26,017,8.9
Benzie County,Michigan,26,019,6.7
Berrien County,Michigan,26,021,8.7
Branch County,Michigan,26,023,8.4
Calhoun County,Michigan,26,025,9.4
Cass County,Michigan,26,027,7.9
Charlevoix County,Michigan,26,029,7.0
Cheboygan County,Michigan,26,031,6.9
Chippewa County,Michigan,26,033,11.6
Clare County,Michigan,26,035,7.7
Clinton County,Michigan,26,037,10.3
Crawford County,Michigan,26,039,7.0
Delta County,Michigan,26,041,7.8
Dickinson County,Michigan,26,043,7.6
Eaton County,Michigan,26,045,9.7
Emmet County,Michigan,26,047,7.9
Genesee County,Michigan,26,049,9.0
Gladwin County,Michigan,26,051,7.2
Gogebic County,Michigan,26,053,8.7
Grand Traverse County,Michigan,26,055,8.7
Gratiot County,Michigan,26,057,11.2
Hillsdale County,Michigan,26,059,9.9
Houghton County,Michigan,26,061,25.9
Huron County,Michigan,26,063,7.2
Ingham County,Michigan,26,065,19.9
Ionia County,Michigan,26,067,10.6
Iosco County,Michigan,26,069,6.8
Iron County,Michigan,26,071,6.5
Isabella County,Michigan,26,073,30.5
Jackson County,Michigan,26,075,9.2
Kalamazoo County,Michigan,26,077,16.2
Kalkaska County,Michigan,26,079,7.2
Kent County,Michigan,26,081,10.6
Keweenaw County,Michigan,26,083,3.3
Lake County,Michigan,26,085,7.4
Lapeer County,Michigan,26,087,8.8
Leelanau County,Michigan,26,089,6.3
Lenawee County,Michigan,26,091,10.0
Livingston County,Michigan,26,093,7.4
Luce County,Michigan,26,095,7.3
Mackinac County,Michigan,26,097,6.8
Macomb County,Michigan,26,099,8.5
Manistee County,Michigan,26,101,8.3
Marquette County,Michigan,26,103,14.7
Mason County,Michigan,26,105,7.5
Mecosta County,Michigan,26,107,22.0
Menominee County,Michigan,26,109,6.8
Midland County,Michigan,26,111,10.0
Missaukee County,Michigan,26,113,7.7
Monroe County,Michigan,26,115,8.9
Montcalm County,Michigan,26,117,9.5
Montmorency County,Michigan,26,119,6.6
Muskegon County,Michigan,26,121,9.3
Newaygo County,Michigan,26,123,8.3
Oakland County,Michigan,26,125,7.9
Oceana County,Michigan,26,127,7.9
Ogemaw County,Michigan,26,129,7.5
Ontonagon County,Michigan,26,131,5.2
Osceola County,Michigan,26,133,8.1
Oscoda County,Michigan,26,135,6.9
Otsego County,Michigan,26,137,7.7
Ottawa County,Michigan,26,139,12.1
Presque Isle County,Michigan,26,141,5.9
Roscommon County,Michigan,26,143,6.0
Saginaw County,Michigan,26,145,10.5
Saint Clair County,Michigan,26,147,8.4
Saint Joseph County,Michigan,26,149,8.8
Sanilac County,Michigan,26,151,7.9
Schoolcraft County,Michigan,26,153,6.1
Shiawassee County,Michigan,26,155,8.6
Tuscola County,Michigan,26,157,8.7
Van Buren County,Michigan,26,159,8.5
Washtenaw County,Michigan,26,161,17.8
Wayne County,Michigan,26,163,9.6
Wexford County,Michigan,26,165,8.1
Aitkin County,Minnesota,27,001,5.4
Anoka County,Minnesota,27,003,8.5
Becker County,Minnesota,27,005,7.3
Beltrami County,Minnesota,27,007,15.0
Benton County,Minnesota,27,009,10.9
Big Stone County,Minnesota,27,011,6.9
Blue Earth County,Minnesota,27,013,23.8
Brown County,Minnesota,27,015,10.3
Carlton County,Minnesota,27,017,7.9
Carver County,Minnesota,27,019,7.2
Cass County,Minnesota,27,021,6.9
Chippewa County,Minnesota,27,023,7.7
Chisago County,Minnesota,27,025,8.3
Clay County,Minnesota,27,027,16.6
Clearwater County,Minnesota,27,029,7.8
Cook County,Minnesota,27,031,5.6
Cottonwood County,Minnesota,27,033,6.8
Crow Wing County,Minnesota,27,035,7.5
Dakota County,Minnesota,27,037,8.3
Dodge County,Minnesota,27,039,7.3
Douglas County,Minnesota,27,041,9.8
Faribault County,Minnesota,27,043,7.6
Fillmore County,Minnesota,27,045,7.4
Freeborn County,Minnesota,27,047,8.0
Goodhue County,Minnesota,27,049,8.1
Grant County,Minnesota,27,051,7.1
Hennepin County,Minnesota,27,053,10.1
Houston County,Minnesota,27,055,7.3
Hubbard County,Minnesota,27,057,6.6
Isanti County,Minnesota,27,059,8.7
Itasca County,Minnesota,27,061,7.7
Jackson County,Minnesota,27,063,8.6
Kanabec County,Minnesota,27,065,7.4
Kandiyohi County,Minnesota,27,067,10.8
Kittson County,Minnesota,27,069,7.5
Koochiching County,Minnesota,27,071,7.3
Lac qui Parle County,Minnesota,27,073,6.7
Lake County,Minnesota,27,075,6.5
Lake of the Woods County,Minnesota,27,077,5.4
Le Sueur County,Minnesota,27,079,7.4
Lincoln County,Minnesota,27,081,6.6
Lyon County,Minnesota,27,083,12.9
McLeod County,Minnesota,27,085,7.9
Mahnomen County,Minnesota,27,087,7.4
Marshall County,Minnesota,27,089,6.7
Martin County,Minnesota,27,091,7.0
Meeker County,Minnesota,27,093,7.9
Mille Lacs County,Minnesota,27,095,7.4
Morrison County,Minnesota,27,097,8.3
Mower County,Minnesota,27,099,8.7
Murray County,Minnesota,27,101,6.2
Nicollet County,Minnesota,27,103,15.9
Nobles County,Minnesota,27,105,10.2
Norman County,Minnesota,27,107,6.1
Olmsted County,Minnesota,27,109,8.3
Otter Tail County,Minnesota,27,111,7.5
Pennington County,Minnesota,27,113,9.6
Pine County,Minnesota,27,115,7.3
Pipestone County,Minnesota,27,117,6.9
Polk County,Minnesota,27,119,11.7
Pope County,Minnesota,27,121,7.2
Ramsey County,Minnesota,27,123,12.0
Red Lake County,Minnesota,27,125,7.5
Redwood County,Minnesota,27,127,7.6
Renville County,Minnesota,27,129,7.6
Rice County,Minnesota,27,131,15.6
Rock County,Minnesota,27,133,7.2
Roseau County,Minnesota,27,135,7.4
Saint Louis County,Minnesota,27,137,13.6
Scott County,Minnesota,27,139,7.0
Sherburne County,Minnesota,27,141,9.3
Sibley County,Minnesota,27,143,7.0
Stearns County,Minnesota,27,145,16.5
Steele County,Minnesota,27,147,7.3
Stevens County,Minnesota,27,149,18.3
Swift County,Minnesota,27,151,6.9
Todd County,Minnesota,27,153,8.7
Traverse County,Minnesota,27,155,6.4
Wabasha County,Minnesota,27,157,7.3
Wadena County,Minnesota,27,159,8.3
Waseca County,Minnesota,27,161,8.0
Washington County,Minnesota,27,163,7.9
Watonwan County,Minnesota,27,165,8.4
Wilkin County,Minnesota,27,167,7.2
Winona County,Minnesota,27,169,20.5
Wright County,Minnesota,27,171,7.0
Yellow Medicine County,Minnesota,27,173,9.1
Adams County,Mississippi,28,001,11.7
Alcorn County,Mississippi,28,003,7.7
Amite County,Mississippi,28,005,9.2
Attala County,Mississippi,28,007,8.4
Benton County,Mississippi,28,009,6.0
Bolivar County,Mississippi,28,011,13.3
Calhoun County,Mississippi,28,013,8.9
Carroll County,Mississippi,28,015,7.3
Chickasaw County,Mississippi,28,017,9.9
Choctaw County,Mississippi,28,019,8.5
Claiborne County,Mississippi,28,021,17.8
Clarke County,Mississippi,28,023,8.7
Clay County,Mississippi,28,025,9.7
Coahoma County,Mississippi,28,027,12.1
Copiah County,Mississippi,28,029,12.0
Covington County,Mississippi,28,031,7.9
DeSoto County,Mississippi,28,033,8.2
Forrest County,Mississippi,28,035,16.2
Franklin County,Mississippi,28,037,8.2
George County,Mississippi,28,039,8.9
Greene County,Mississippi,28,041,13.8
Grenada County,Mississippi,28,043,8.5
Hancock County,Mississippi,28,045,8.9
Harrison County,Mississippi,28,047,11.7
Hinds County,Mississippi,28,049,12.2
Holmes County,Mississippi,28,051,13.0
Humphreys County,Mississippi,28,053,9.6
Issaquena County,Mississippi,28,055,4.0
Itawamba County,Mississippi,28,057,11.8
Jackson County,Mississippi,28,059,9.2
Jasper County,Mississippi,28,061,10.1
Jefferson County,Mississippi,28,063,9.5
Jefferson Davis County,Mississippi,28,065,8.9
Jones County,Mississippi,28,067,10.5
Kemper County,Mississippi,28,069,10.1
Lafayette County,Mississippi,28,071,26.9
Lamar County,Mississippi,28,073,11.5
Lauderdale County,Mississippi,28,075,10.6
Lawrence County,Mississippi,28,077,9.7
