County,State,State_FIPS,County_FIPS,age_60_and_over
Jackson County,Indiana,18,071,12.0
Jasper County,Indiana,18,073,11.9
Jay County,Indiana,18,075,12.9
Jefferson County,Indiana,18,077,12.2
Jennings County,Indiana,18,079,10.6
Johnson County,Indiana,18,081,10.3
Knox County,Indiana,18,083,12.5
Kosciusko County,Indiana,18,085,11.3
LaGrange County,Indiana,18,087,10.0
Lake County,Indiana,18,089,11.3
LaPorte County,Indiana,18,091,11.5
Lawrence County,Indiana,18,093,13.9
Madison County,Indiana,18,095,12.7
Marion County,Indiana,18,097,8.9
Marshall County,Indiana,18,099,11.8
Martin County,Indiana,18,101,13.6
Miami County,Indiana,18,103,11.8
Monroe County,Indiana,18,105,8.4
Montgomery County,Indiana,18,107,12.9
Morgan County,Indiana,18,109,11.1
Newton County,Indiana,18,111,14.3
Noble County,Indiana,18,113,10.4
Ohio County,Indiana,18,115,14.5
Orange County,Indiana,18,117,13.7
Owen County,Indiana,18,119,13.2
Parke County,Indiana,18,121,15.3
Perry County,Indiana,18,123,12.2
Pike County,Indiana,18,125,14.3
Porter County,Indiana,18,127,10.5
Posey County,Indiana,18,129,12.1
Pulaski County,Indiana,18,131,14.4
Putnam County,Indiana,18,133,11.0
Randolph County,Indiana,18,135,14.7
Ripley County,Indiana,18,137,12.5
Rush County,Indiana,18,139,13.6
Saint Joseph County,Indiana,18,141,11.1
Scott County,Indiana,18,143,11.2
Shelby County,Indiana,18,145,11.7
Spencer County,Indiana,18,147,13.0
Starke County,Indiana,18,149,14.1
Steuben County,Indiana,18,151,12.5
Sullivan County,Indiana,18,153,11.3
Switzerland County,Indiana,18,155,12.6
Tippecanoe County,Indiana,18,157,7.6
Tipton County,Indiana,18,159,13.9
Union County,Indiana,18,161,12.5
Vanderburgh County,Indiana,18,163,11.9
Vermillion County,Indiana,18,165,13.6
Vigo County,Indiana,18,167,10.6
Wabash County,Indiana,18,169,15.0
Warren County,Indiana,18,171,13.6
Warrick County,Indiana,18,173,11.3
Washington County,Indiana,18,175,11.9
Wayne County,Indiana,18,177,13.8
Wells County,Indiana,18,179,12.8
White County,Indiana,18,181,14.8
Whitley County,Indiana,18,183,11.3
Adair County,Iowa,19,001,20.2
Adams County,Iowa,19,003,17.1
Allamakee County,Iowa,19,005,17.2
Appanoose County,Iowa,19,007,17.7
Audubon County,Iowa,19,009,19.7
Benton County,Iowa,19,011,13.0
Black Hawk County,Iowa,19,013,12.0
Boone County,Iowa,19,015,13.3
Bremer County,Iowa,19,017,14.5
Buchanan County,Iowa,19,019,13.5
Buena Vista County,Iowa,19,021,12.3
Butler County,Iowa,19,023,17.5
Calhoun County,Iowa,19,025,20.3
Carroll County,Iowa,19,027,15.6
Cass County,Iowa,19,029,17.7
Cedar County,Iowa,19,031,14.2
Cerro Gordo County,Iowa,19,033,15.3
Cherokee County,Iowa,19,035,18.0
Chickasaw County,Iowa,19,037,16.4
Clarke County,Iowa,19,039,14.0
Clay County,Iowa,19,041,15.2
Clayton County,Iowa,19,043,16.7
Clinton County,Iowa,19,045,14.2
Crawford County,Iowa,19,047,13.9
Dallas County,Iowa,19,049,8.5
Davis County,Iowa,19,051,14.4
Decatur County,Iowa,19,053,15.9
Delaware County,Iowa,19,055,14.8
Des Moines County,Iowa,19,057,14.6
Dickinson County,Iowa,19,059,19.3
Dubuque County,Iowa,19,061,12.9
Emmet County,Iowa,19,063,15.8
Fayette County,Iowa,19,065,16.6
Floyd County,Iowa,19,067,17.6
Franklin County,Iowa,19,069,16.8
Fremont County,Iowa,19,071,16.7
Greene County,Iowa,19,073,17.2
Grundy County,Iowa,19,075,16.4
Guthrie County,Iowa,19,077,16.9
Hamilton County,Iowa,19,079,15.3
Hancock County,Iowa,19,081,15.5
Hardin County,Iowa,19,083,17.3
Harrison County,Iowa,19,085,15.1
Henry County,Iowa,19,087,12.9
Howard County,Iowa,19,089,16.6
Humboldt County,Iowa,19,091,18.1
Ida County,Iowa,19,093,17.5
Iowa County,Iowa,19,095,14.4
Jackson County,Iowa,19,097,16.1
Jasper County,Iowa,19,099,13.5
Jefferson County,Iowa,19,101,12.2
Johnson County,Iowa,19,103,7.1
Jones County,Iowa,19,105,14.2
Keokuk County,Iowa,19,107,16.2
Kossuth County,Iowa,19,109,19.1
Lee County,Iowa,19,111,13.9
Linn County,Iowa,19,113,10.9
Louisa County,Iowa,19,115,12.5
Lucas County,Iowa,19,117,17.0
Lyon County,Iowa,19,119,14.7
Madison County,Iowa,19,121,13.1
Mahaska County,Iowa,19,123,13.4
Marion County,Iowa,19,125,13.4
Marshall County,Iowa,19,127,14.4
Mills County,Iowa,19,129,12.2
Mitchell County,Iowa,19,131,18.5
Monona County,Iowa,19,133,19.9
Monroe County,Iowa,19,135,16.6
Montgomery County,Iowa,19,137,16.2
Muscatine County,Iowa,19,139,11.1
O'Brien County,Iowa,19,141,17.2
Osceola County,Iowa,19,143,16.7
Page County,Iowa,19,145,15.4
Palo Alto County,Iowa,19,147,17.1
Plymouth County,Iowa,19,149,14.5
Pocahontas County,Iowa,19,151,19.2
Polk County,Iowa,19,153,9.1
Pottawattamie County,Iowa,19,155,12.2
Poweshiek County,Iowa,19,157,16.3
Ringgold County,Iowa,19,159,20.4
Sac County,Iowa,19,161,18.6
Scott County,Iowa,19,163,11.1
Shelby County,Iowa,19,165,18.2
Sioux County,Iowa,19,167,12.2
Story County,Iowa,19,169,8.1
Tama County,Iowa,19,171,16.2
Taylor County,Iowa,19,173,18.6
Union County,Iowa,19,175,15.1
Van Buren County,Iowa,19,177,18.0
Wapello County,Iowa,19,179,13.8
Warren County,Iowa,19,181,11.4
Washington County,Iowa,19,183,14.8
Wayne County,Iowa,19,185,20.1
Webster County,Iowa,19,187,13.6
Winnebago County,Iowa,19,189,16.1
Winneshiek County,Iowa,19,191,14.4
Woodbury County,Iowa,19,193,10.7
Worth County,Iowa,19,195,15.9
Wright County,Iowa,19,197,17.8
Allen County,Kansas,20,001,15.3
Anderson County,Kansas,20,003,18.0
Atchison County,Kansas,20,005,13.0
Barber County,Kansas,20,007,19.0
Barton County,Kansas,20,009,15.0
Bourbon County,Kansas,20,011,16.1
Brown County,Kansas,20,013,16.0
Butler County,Kansas,20,015,10.9
Chase County,Kansas,20,017,17.4
Chautauqua County,Kansas,20,019,22.4
Cherokee County,Kansas,20,021,13.8
Cheyenne County,Kansas,20,023,23.1
Clark County,Kansas,20,025,18.7
Clay County,Kansas,20,027,18.9
Cloud County,Kansas,20,029,17.6
Coffey County,Kansas,20,031,15.0
Comanche County,Kansas,20,033,20.5
Cowley County,Kansas,20,035,12.8
Crawford County,Kansas,20,037,10.9
Decatur County,Kansas,20,039,23.9
Dickinson County,Kansas,20,041,16.0
Doniphan County,Kansas,20,043,13.2
Douglas County,Kansas,20,045,7.5
Edwards County,Kansas,20,047,16.0
Elk County,Kansas,20,049,22.1
Ellis County,Kansas,20,051,11.4
Ellsworth County,Kansas,20,053,15.0
Finney County,Kansas,20,055,7.5
Ford County,Kansas,20,057,8.6
Franklin County,Kansas,20,059,12.1
Geary County,Kansas,20,061,7.2
Gove County,Kansas,20,063,21.0
Graham County,Kansas,20,065,16.6
Grant County,Kansas,20,067,10.6
Gray County,Kansas,20,069,11.6
Greeley County,Kansas,20,071,16.0
Greenwood County,Kansas,20,073,19.7
Hamilton County,Kansas,20,075,13.2
Harper County,Kansas,20,077,18.6
Harvey County,Kansas,20,079,15.1
Haskell County,Kansas,20,081,8.7
Hodgeman County,Kansas,20,083,18.1
Jackson County,Kansas,20,085,13.6
Jefferson County,Kansas,20,087,13.9
Jewell County,Kansas,20,089,23.8
Johnson County,Kansas,20,091,9.1
Kearny County,Kansas,20,093,10.5
Kingman County,Kansas,20,095,18.1
Kiowa County,Kansas,20,097,20.3
Labette County,Kansas,20,099,13.8
Lane County,Kansas,20,101,19.0
Leavenworth County,Kansas,20,103,8.8
Lincoln County,Kansas,20,105,18.2
Linn County,Kansas,20,107,17.7
Logan County,Kansas,20,109,17.5
Lyon County,Kansas,20,111,10.4
McPherson County,Kansas,20,113,15.3
Marion County,Kansas,20,115,18.1
Marshall County,Kansas,20,117,18.6
Meade County,Kansas,20,119,15.7
Miami County,Kansas,20,121,11.2
Mitchell County,Kansas,20,123,18.2
Montgomery County,Kansas,20,125,15.0
Morris County,Kansas,20,127,19.8
Morton County,Kansas,20,129,14.7
Nemaha County,Kansas,20,131,17.4
Neosho County,Kansas,20,133,14.7
Ness County,Kansas,20,135,21.4
Norton County,Kansas,20,137,14.4
Osage County,Kansas,20,139,14.5
Osborne County,Kansas,20,141,20.6
Ottawa County,Kansas,20,143,15.7
Pawnee County,Kansas,20,145,13.8
Phillips County,Kansas,20,147,17.8
Pottawatomie County,Kansas,20,149,11.1
Pratt County,Kansas,20,151,16.5
Rawlins County,Kansas,20,153,23.6
Reno County,Kansas,20,155,14.2
Republic County,Kansas,20,157,23.8
Rice County,Kansas,20,159,15.9
Riley County,Kansas,20,161,5.9
Rooks County,Kansas,20,163,17.3
Rush County,Kansas,20,165,21.7
Russell County,Kansas,20,167,19.9
Saline County,Kansas,20,169,12.4
Scott County,Kansas,20,171,14.5
Sedgwick County,Kansas,20,173,9.8
Seward County,Kansas,20,175,6.4
Shawnee County,Kansas,20,177,12.4
Sheridan County,Kansas,20,179,18.4
Sherman County,Kansas,20,181,17.2
Smith County,Kansas,20,183,24.2
Stafford County,Kansas,20,185,18.3
Stanton County,Kansas,20,187,13.6
Stevens County,Kansas,20,189,11.8
Sumner County,Kansas,20,191,12.9
Thomas County,Kansas,20,193,13.3
Trego County,Kansas,20,195,26.5
Wabaunsee County,Kansas,20,197,14.3
Wallace County,Kansas,20,199,17.4
Washington County,Kansas,20,201,19.9
Wichita County,Kansas,20,203,14.8
Wilson County,Kansas,20,205,17.0
Woodson County,Kansas,20,207,21.0
Wyandotte County,Kansas,20,209,9.0
Adair County,Kentucky,21,001,13.3
Allen County,Kentucky,21,003,13.3
Anderson County,Kentucky,21,005,10.4
Ballard County,Kentucky,21,007,14.5
Barren County,Kentucky,21,009,12.9
Bath County,Kentucky,21,011,13.3
Bell County,Kentucky,21,013,12.9
Boone County,Kentucky,21,015,7.9
Bourbon County,Kentucky,21,017,12.9
Boyd County,Kentucky,21,019,14.0
Boyle County,Kentucky,21,021,13.0
Bracken County,Kentucky,21,023,11.9
Breathitt County,Kentucky,21,025,11.4
Breckinridge County,Kentucky,21,027,14.0
Bullitt County,Kentucky,21,029,9.4
Butler County,Kentucky,21,031,13.5
Caldwell County,Kentucky,21,033,15.7
Calloway County,Kentucky,21,035,13.6
Campbell County,Kentucky,21,037,10.7
Carlisle County,Kentucky,21,039,16.5
Carroll County,Kentucky,21,041,10.6
Carter County,Kentucky,21,043,14.2
Casey County,Kentucky,21,045,14.3
Christian County,Kentucky,21,047,8.2
Clark County,Kentucky,21,049,11.7
Clay County,Kentucky,21,051,9.6
Clinton County,Kentucky,21,053,13.9
Crittenden County,Kentucky,21,055,16.0
Cumberland County,Kentucky,21,057,17.2
Daviess County,Kentucky,21,059,12.2
Edmonson County,Kentucky,21,061,14.6
Elliott County,Kentucky,21,063,10.7
Estill County,Kentucky,21,065,13.2
Fayette County,Kentucky,21,067,8.5
Fleming County,Kentucky,21,069,12.9
Floyd County,Kentucky,21,071,11.7
Franklin County,Kentucky,21,073,11.7
Fulton County,Kentucky,21,075,14.9
Gallatin County,Kentucky,21,077,9.8
Garrard County,Kentucky,21,079,12.5
Grant County,Kentucky,21,081,9.1
Graves County,Kentucky,21,083,14.2
Grayson County,Kentucky,21,085,13.2
Green County,Kentucky,21,087,15.2
Greenup County,Kentucky,21,089,14.7
Hancock County,Kentucky,21,091,12.3
Hardin County,Kentucky,21,093,9.2
Harlan County,Kentucky,21,095,12.3
Harrison County,Kentucky,21,097,13.1
Hart County,Kentucky,21,099,13.1
Henderson County,Kentucky,21,101,12.0
Henry County,Kentucky,21,103,12.0
Hickman County,Kentucky,21,105,17.7
Hopkins County,Kentucky,21,107,12.9
Jackson County,Kentucky,21,109,12.9
Jefferson County,Kentucky,21,111,11.0
Jessamine County,Kentucky,21,113,10.2
Johnson County,Kentucky,21,115,12.2
Kenton County,Kentucky,21,117,9.1
Knott County,Kentucky,21,119,11.3
Knox County,Kentucky,21,121,12.1
Larue County,Kentucky,21,123,12.8
Laurel County,Kentucky,21,125,11.3
Lawrence County,Kentucky,21,127,12.7
Lee County,Kentucky,21,129,10.9
Leslie County,Kentucky,21,131,11.9
Letcher County,Kentucky,21,133,11.8
Lewis County,Kentucky,21,135,12.4
Lincoln County,Kentucky,21,137,12.5
Livingston County,Kentucky,21,139,16.1
Logan County,Kentucky,21,141,12.7
Lyon County,Kentucky,21,143,16.8
McCracken County,Kentucky,21,145,13.7
McCreary County,Kentucky,21,147,10.3
McLean County,Kentucky,21,149,14.5
Madison County,Kentucky,21,151,9.7
Magoffin County,Kentucky,21,153,10.9
Marion County,Kentucky,21,155,9.8
Marshall County,Kentucky,21,157,17.0
Martin County,Kentucky,21,159,8.6
Mason County,Kentucky,21,161,12.2
Meade County,Kentucky,21,163,8.9
Menifee County,Kentucky,21,165,11.4
Mercer County,Kentucky,21,167,13.3
Metcalfe County,Kentucky,21,169,14.6
Monroe County,Kentucky,21,171,14.4
Montgomery County,Kentucky,21,173,11.2
Morgan County,Kentucky,21,175,10.5
Muhlenberg County,Kentucky,21,177,13.4
Nelson County,Kentucky,21,179,9.8
Nicholas County,Kentucky,21,181,13.4
Ohio County,Kentucky,21,183,13.7
Oldham County,Kentucky,21,185,7.7
Owen County,Kentucky,21,187,12.8
Owsley County,Kentucky,21,189,21.9
Pendleton County,Kentucky,21,191,10.5
Perry County,Kentucky,21,193,11.9
Pike County,Kentucky,21,195,11.7
Powell County,Kentucky,21,197,11.7
Pulaski County,Kentucky,21,199,14.6
Robertson County,Kentucky,21,201,10.3
Rockcastle County,Kentucky,21,203,13.4
Rowan County,Kentucky,21,205,10.8
Russell County,Kentucky,21,207,15.2
Scott County,Kentucky,21,209,8.0
Shelby County,Kentucky,21,211,11.0
Simpson County,Kentucky,21,213,11.7
Spencer County,Kentucky,21,215,9.6
Taylor County,Kentucky,21,217,13.7
Todd County,Kentucky,21,219,11.9
Trigg County,Kentucky,21,221,16.9
Trimble County,Kentucky,21,223,11.0
Union County,Kentucky,21,225,12.3
Warren County,Kentucky,21,227,9.0
Washington County,Kentucky,21,229,13.2
Wayne County,Kentucky,21,231,14.4
Webster County,Kentucky,21,233,12.9
Whitley County,Kentucky,21,235,12.5
Wolfe County,Kentucky,21,237,13.5
Woodford County,Kentucky,21,239,10.6
Acadia Parish,Louisiana,22,001,10.8
Allen Parish,Louisiana,22,003,9.7
Ascension Parish,Louisiana,22,005,7.6
Assumption Parish,Louisiana,22,007,11.6
Avoyelles Parish,Louisiana,22,009,11.9
Beauregard Parish,Louisiana,22,011,11.2
Bienville Parish,Louisiana,22,013,15.9
Bossier Parish,Louisiana,22,015,10.3
Caddo Parish,Louisiana,22,017,11.4
Calcasieu Parish,Louisiana,22,019,10.9
Caldwell Parish,Louisiana,22,021,12.2
Cameron Parish,Louisiana,22,023,10.7
Catahoula Parish,Louisiana,22,025,11.1
Claiborne Parish,Louisiana,22,027,12.5
Concordia Parish,Louisiana,22,029,11.9
De Soto Parish,Louisiana,22,031,12.9
East Baton Rouge Parish,Louisiana,22,033,9.1
East Carroll Parish,Louisiana,22,035,9.5
East Feliciana Parish,Louisiana,22,037,10.8
Evangeline Parish,Louisiana,22,039,11.3
Franklin Parish,Louisiana,22,041,13.6
Grant Parish,Louisiana,22,043,10.0
Iberia Parish,Louisiana,22,045,10.4
Iberville Parish,Louisiana,22,047,9.7
Jackson Parish,Louisiana,22,049,14.0
Jefferson Parish,Louisiana,22,051,11.4
Jefferson Davis Parish,Louisiana,22,053,12.8
Lafayette Parish,Louisiana,22,055,8.7
Lafourche Parish,Louisiana,22,057,10.6
LaSalle Parish,Louisiana,22,059,11.3
Lincoln Parish,Louisiana,22,061,9.7
Livingston Parish,Louisiana,22,063,8.6
Madison Parish,Louisiana,22,065,9.6
Morehouse Parish,Louisiana,22,067,13.0
Natchitoches Parish,Louisiana,22,069,11.4
Orleans Parish,Louisiana,22,071,9.4
Ouachita Parish,Louisiana,22,073,10.2
Plaquemines Parish,Louisiana,22,075,9.8
Pointe Coupee Parish,Louisiana,22,077,13.8
Rapides Parish,Louisiana,22,079,11.7
Red River Parish,Louisiana,22,081,12.6
Richland Parish,Louisiana,22,083,12.0
Sabine Parish,Louisiana,22,085,15.8
Saint Bernard Parish,Louisiana,22,087,9.2
Saint Charles Parish,Louisiana,22,089,8.8
Saint Helena Parish,Louisiana,22,091,14.4
Saint James Parish,Louisiana,22,093,10.8
Saint John the Baptist Parish,Louisiana,22,095,8.7
Saint Landry Parish,Louisiana,22,097,12.0
Saint Martin Parish,Louisiana,22,099,10.0
Saint Mary Parish,Louisiana,22,101,11.1
Saint Tammany Parish,Louisiana,22,103,10.8
Tangipahoa Parish,Louisiana,22,105,9.7
Tensas Parish,Louisiana,22,107,13.4
Terrebonne Parish,Louisiana,22,109,9.8
Union Parish,Louisiana,22,111,14.4
Vermilion Parish,Louisiana,22,113,11.4
Vernon Parish,Louisiana,22,115,8.2
Washington Parish,Louisiana,22,117,12.1
Webster Parish,Louisiana,22,119,14.3
West Baton Rouge Parish,Louisiana,22,121,9.2
West Carroll Parish,Louisiana,22,123,13.0
West Feliciana Parish,Louisiana,22,125,7.4
Winn Parish,Louisiana,22,127,10.9
Androscoggin County,Maine,23,001,11.9
Aroostook County,Maine,23,003,16.2
Cumberland County,Maine,23,005,11.8
Franklin County,Maine,23,007,15.0
Hancock County,Maine,23,009,15.6
Kennebec County,Maine,23,011,13.2
Knox County,Maine,23,013,16.4
Lincoln County,Maine,23,015,18.8
Oxford County,Maine,23,017,15.1
Penobscot County,Maine,23,019,12.3
Piscataquis County,Maine,23,021,18.5
Sagadahoc County,Maine,23,023,13.8
Somerset County,Maine,23,025,14.2
Waldo County,Maine,23,027,14.3
Washington County,Maine,23,029,16.9
York County,Maine,23,031,13.0
Allegany County,Maryland,24,001,14.8
Anne Arundel County,Maryland,24,003,10.1
Baltimore County,Maryland,24,005,12.5
Calvert County,Maryland,24,009,9.1
Caroline County,Maryland,24,011,11.7
Carroll County,Maryland,24,013,10.6
Cecil County,Maryland,24,015,10.3
Charles County,Maryland,24,017,7.9
Dorchester County,Maryland,24,019,15.7
Frederick County,Maryland,24,021,9.1
Garrett County,Maryland,24,023,15.0
Harford County,Maryland,24,025,10.5
Howard County,Maryland,24,027,8.4
Kent County,Maryland,24,029,19.1
Queen Anne's County,Maryland,24,035,13.5
Saint Mary's County,Maryland,24,037,9.2
Somerset County,Maryland,24,039,11.3
Talbot County,Maryland,24,041,21.4
Washington County,Maryland,24,043,11.6
Wicomico County,Maryland,24,045,11.4
Worcester County,Maryland,24,047,21.0
Baltimore City,Maryland,24,510,9.7
Montgomery County,Maryland,24,031,10.5
Prince George's County,Maryland,24,033,7.8
Barnstable County,Massachusetts,25,001,21.8
Berkshire County,Massachusetts,25,003,15.9
Bristol County,Massachusetts,25,005,11.7
Dukes County,Massachusetts,25,007,13.6
Essex County,Massachusetts,25,009,11.7
Franklin County,Massachusetts,25,011,12.9
Hampden County,Massachusetts,25,013,11.8
Hampshire County,Massachusetts,25,015,11.0
Middlesex County,Massachusetts,25,017,11.0
Nantucket County,Massachusetts,25,019,9.5
Norfolk County,Massachusetts,25,021,12.1
Plymouth County,Massachusetts,25,023,11.5
Suffolk County,Massachusetts,25,025,8.8
Worcester County,Massachusetts,25,027,10.6
Alcona County,Michigan,26,001,29.2
Alger County,Michigan,26,003,16.9
Allegan County,Michigan,26,005,10.9
Alpena County,Michigan,26,007,16.5
Antrim County,Michigan,26,009,19.8
Arenac County,Michigan,26,011,18.4
Baraga County,Michigan,26,013,13.0
Barry County,Michigan,26,015,12.3
Bay County,Michigan,26,017,13.5
Benzie County,Michigan,26,019,18.5
Berrien County,Michigan,26,021,13.8
Branch County,Michigan,26,023,11.8
Calhoun County,Michigan,26,025,12.4
Cass County,Michigan,26,027,14.3
Charlevoix County,Michigan,26,029,16.7
Cheboygan County,Michigan,26,031,19.4
Chippewa County,Michigan,26,033,11.5
Clare County,Michigan,26,035,19.1
Clinton County,Michigan,26,037,11.3
Crawford County,Michigan,26,039,18.7
Delta County,Michigan,26,041,16.6
Dickinson County,Michigan,26,043,16.8
Eaton County,Michigan,26,045,11.8
Emmet County,Michigan,26,047,14.3
Genesee County,Michigan,26,049,11.3
Gladwin County,Michigan,26,051,20.3
Gogebic County,Michigan,26,053,18.3
Grand Traverse County,Michigan,26,055,12.3
Gratiot County,Michigan,26,057,12.1
Hillsdale County,Michigan,26,059,13.7
Houghton County,Michigan,26,061,12.2
Huron County,Michigan,26,063,19.0
Ingham County,Michigan,26,065,8.6
Ionia County,Michigan,26,067,8.9
Iosco County,Michigan,26,069,23.8
Iron County,Michigan,26,071,22.3
Isabella County,Michigan,26,073,8.1
Jackson County,Michigan,26,075,11.5
Kalamazoo County,Michigan,26,077,10.1
Kalkaska County,Michigan,26,079,15.0
Kent County,Michigan,26,081,9.1
Keweenaw County,Michigan,26,083,24.4
Lake County,Michigan,26,085,21.7
Lapeer County,Michigan,26,087,10.9
Leelanau County,Michigan,26,089,20.8
Lenawee County,Michigan,26,091,11.9
Livingston County,Michigan,26,093,9.8
Luce County,Michigan,26,095,13.1
Mackinac County,Michigan,26,097,20.3
Macomb County,Michigan,26,099,11.7
Manistee County,Michigan,26,101,17.8
Marquette County,Michigan,26,103,12.9
Mason County,Michigan,26,105,16.9
Mecosta County,Michigan,26,107,13.3
Menominee County,Michigan,26,109,16.6
Midland County,Michigan,26,111,12.4
Missaukee County,Michigan,26,113,15.7
Monroe County,Michigan,26,115,10.9
Montcalm County,Michigan,26,117,12.0
Montmorency County,Michigan,26,119,24.3
Muskegon County,Michigan,26,121,11.3
Newaygo County,Michigan,26,123,13.5
Oakland County,Michigan,26,125,11.0
Oceana County,Michigan,26,127,14.9
Ogemaw County,Michigan,26,129,19.6
Ontonagon County,Michigan,26,131,23.7
Osceola County,Michigan,26,133,15.2
Oscoda County,Michigan,26,135,22.6
Otsego County,Michigan,26,137,14.9
Ottawa County,Michigan,26,139,10.0
Presque Isle County,Michigan,26,141,24.3
Roscommon County,Michigan,26,143,25.9
Saginaw County,Michigan,26,145,12.8
Saint Clair County,Michigan,26,147,12.2
Saint Joseph County,Michigan,26,149,12.6
Sanilac County,Michigan,26,151,15.3
Schoolcraft County,Michigan,26,153,19.3
Shiawassee County,Michigan,26,155,11.9
Tuscola County,Michigan,26,157,13.3
Van Buren County,Michigan,26,159,11.7
Washtenaw County,Michigan,26,161,8.3
Wayne County,Michigan,26,163,10.3
Wexford County,Michigan,26,165,13.8
Aitkin County,Minnesota,27,001,25.2
Anoka County,Minnesota,27,003,8.1
Becker County,Minnesota,27,005,15.3
Beltrami County,Minnesota,27,007,11.3
Benton County,Minnesota,27,009,9.5
Big Stone County,Minnesota,27,011,22.4
Blue Earth County,Minnesota,27,013,9.7
Brown County,Minnesota,27,015,16.5
Carlton County,Minnesota,27,017,12.4
Carver County,Minnesota,27,019,7.1
Cass County,Minnesota,27,021,19.5
Chippewa County,Minnesota,27,023,16.3
Chisago County,Minnesota,27,025,9.6
Clay County,Minnesota,27,027,10.5
Clearwater County,Minnesota,27,029,16.5
Cook County,Minnesota,27,031,19.1
Cottonwood County,Minnesota,27,033,18.9
Crow Wing County,Minnesota,27,035,16.5
Dakota County,Minnesota,27,037,8.2
Dodge County,Minnesota,27,039,10.9
Douglas County,Minnesota,27,041,17.2
Faribault County,Minnesota,27,043,18.2
Fillmore County,Minnesota,27,045,16.7
Freeborn County,Minnesota,27,047,17.2
Goodhue County,Minnesota,27,049,13.7
Grant County,Minnesota,27,051,20.6
Hennepin County,Minnesota,27,053,9.4
Houston County,Minnesota,27,055,15.0
Hubbard County,Minnesota,27,057,19.3
Isanti County,Minnesota,27,059,10.3
Itasca County,Minnesota,27,061,17.1
Jackson County,Minnesota,27,063,17.2
Kanabec County,Minnesota,27,065,14.9
Kandiyohi County,Minnesota,27,067,13.8
Kittson County,Minnesota,27,069,19.8
Koochiching County,Minnesota,27,071,17.9
Lac qui Parle County,Minnesota,27,073,20.6
Lake County,Minnesota,27,075,21.6
Lake of the Woods County,Minnesota,27,077,18.4
Le Sueur County,Minnesota,27,079,13.1
Lincoln County,Minnesota,27,081,21.2
Lyon County,Minnesota,27,083,11.6
McLeod County,Minnesota,27,085,12.5
Mahnomen County,Minnesota,27,087,14.4
Marshall County,Minnesota,27,089,16.8
Martin County,Minnesota,27,091,17.3
Meeker County,Minnesota,27,093,14.6
Mille Lacs County,Minnesota,27,095,14.0
Morrison County,Minnesota,27,097,13.9
Mower County,Minnesota,27,099,14.7
Murray County,Minnesota,27,101,20.8
Nicollet County,Minnesota,27,103,10.0
Nobles County,Minnesota,27,105,13.4
Norman County,Minnesota,27,107,18.9
Olmsted County,Minnesota,27,109,10.7
Otter Tail County,Minnesota,27,111,18.1
Pennington County,Minnesota,27,113,13.1
Pine County,Minnesota,27,115,14.3
Pipestone County,Minnesota,27,117,17.3
Polk County,Minnesota,27,119,13.7
Pope County,Minnesota,27,121,18.0
Ramsey County,Minnesota,27,123,9.9
Red Lake County,Minnesota,27,125,15.1
Redwood County,Minnesota,27,127,17.2
Renville County,Minnesota,27,129,16.8
Rice County,Minnesota,27,131,10.1
Rock County,Minnesota,27,133,16.2
Roseau County,Minnesota,27,135,12.3
Saint Louis County,Minnesota,27,137,13.4
Scott County,Minnesota,27,139,6.7
Sherburne County,Minnesota,27,141,7.1
Sibley County,Minnesota,27,143,13.6
Stearns County,Minnesota,27,145,10.4
Steele County,Minnesota,27,147,11.8
Stevens County,Minnesota,27,149,14.3
Swift County,Minnesota,27,151,16.6
Todd County,Minnesota,27,153,15.5
Traverse County,Minnesota,27,155,23.2
Wabasha County,Minnesota,27,157,15.1
Wadena County,Minnesota,27,159,17.7
Waseca County,Minnesota,27,161,12.9
Washington County,Minnesota,27,163,8.8
Watonwan County,Minnesota,27,165,16.5
Wilkin County,Minnesota,27,167,15.4
Winona County,Minnesota,27,169,11.5
Wright County,Minnesota,27,171,8.3
Yellow Medicine County,Minnesota,27,173,17.1
Adams County,Mississippi,28,001,13.8
Alcorn County,Mississippi,28,003,13.8
Amite County,Mississippi,28,005,16.2
Attala County,Mississippi,28,007,15.3
Benton County,Mississippi,28,009,13.9
Bolivar County,Mississippi,28,011,9.6
Calhoun County,Mississippi,28,013,14.1
Carroll County,Mississippi,28,015,14.7
Chickasaw County,Mississippi,28,017,12.3
Choctaw County,Mississippi,28,019,15.7
Claiborne County,Mississippi,28,021,9.8
Clarke County,Mississippi,28,023,14.3
Clay County,Mississippi,28,025,12.5
Coahoma County,Mississippi,28,027,10.0
Copiah County,Mississippi,28,029,11.4
Covington County,Mississippi,28,031,13.2
DeSoto County,Mississippi,28,033,8.6
Forrest County,Mississippi,28,035,9.6
Franklin County,Mississippi,28,037,14.6
George County,Mississippi,28,039,10.7
Greene County,Mississippi,28,041,8.2
Grenada County,Mississippi,28,043,12.3
Hancock County,Mississippi,28,045,14.0
Harrison County,Mississippi,28,047,10.2
Hinds County,Mississippi,28,049,8.9
Holmes County,Mississippi,28,051,10.6
Humphreys County,Mississippi,28,053,9.6
Issaquena County,Mississippi,28,055,11.8
Itawamba County,Mississippi,28,057,13.3
Jackson County,Mississippi,28,059,10.6
Jasper County,Mississippi,28,061,13.6
Jefferson County,Mississippi,28,063,9.7
Jefferson Davis County,Mississippi,28,065,13.2
Jones County,Mississippi,28,067,12.0
Kemper County,Mississippi,28,069,13.2
