County,State,State_FIPS,County_FIPS,age_15_to_44_percentage
Jackson County,Indiana,18,071,77.2
Jasper County,Indiana,18,073,77.7
Jay County,Indiana,18,075,76.6
Jefferson County,Indiana,18,077,79.7
Jennings County,Indiana,18,079,77.1
Johnson County,Indiana,18,081,75.3
Knox County,Indiana,18,083,81.3
Kosciusko County,Indiana,18,085,77.1
LaGrange County,Indiana,18,087,67.8
Lake County,Indiana,18,089,76.4
LaPorte County,Indiana,18,091,80.8
Lawrence County,Indiana,18,093,78.7
Madison County,Indiana,18,095,79.1
Marion County,Indiana,18,097,76.3
Marshall County,Indiana,18,099,75.3
Martin County,Indiana,18,101,78.4
Miami County,Indiana,18,103,81.5
Monroe County,Indiana,18,105,85.0
Montgomery County,Indiana,18,107,79.0
Morgan County,Indiana,18,109,77.5
Newton County,Indiana,18,111,79.8
Noble County,Indiana,18,113,76.4
Ohio County,Indiana,18,115,80.6
Orange County,Indiana,18,117,78.0
Owen County,Indiana,18,119,80.3
Parke County,Indiana,18,121,79.2
Perry County,Indiana,18,123,82.5
Pike County,Indiana,18,125,80.6
Porter County,Indiana,18,127,78.2
Posey County,Indiana,18,129,79.3
Pulaski County,Indiana,18,131,78.9
Putnam County,Indiana,18,133,82.4
Randolph County,Indiana,18,135,78.1
Ripley County,Indiana,18,137,76.7
Rush County,Indiana,18,139,78.4
Saint Joseph County,Indiana,18,141,77.2
Scott County,Indiana,18,143,77.9
Shelby County,Indiana,18,145,77.9
Spencer County,Indiana,18,147,79.8
Starke County,Indiana,18,149,79.5
Steuben County,Indiana,18,151,80.9
Sullivan County,Indiana,18,153,82.1
Switzerland County,Indiana,18,155,75.7
Tippecanoe County,Indiana,18,157,81.7
Tipton County,Indiana,18,159,78.4
Union County,Indiana,18,161,77.3
Vanderburgh County,Indiana,18,163,79.1
Vermillion County,Indiana,18,165,77.2
Vigo County,Indiana,18,167,80.9
Wabash County,Indiana,18,169,80.3
Warren County,Indiana,18,171,80.0
Warrick County,Indiana,18,173,75.6
Washington County,Indiana,18,175,78.3
Wayne County,Indiana,18,177,78.7
Wells County,Indiana,18,179,77.9
White County,Indiana,18,181,78.1
Whitley County,Indiana,18,183,77.5
Adair County,Iowa,19,001,80.9
Adams County,Iowa,19,003,81.5
Allamakee County,Iowa,19,005,80.2
Appanoose County,Iowa,19,007,78.5
Audubon County,Iowa,19,009,81.3
Benton County,Iowa,19,011,77.0
Black Hawk County,Iowa,19,013,79.9
Boone County,Iowa,19,015,79.2
Bremer County,Iowa,19,017,79.6
Buchanan County,Iowa,19,019,75.8
Buena Vista County,Iowa,19,021,77.1
Butler County,Iowa,19,023,78.7
Calhoun County,Iowa,19,025,81.0
Carroll County,Iowa,19,027,77.4
Cass County,Iowa,19,029,78.9
Cedar County,Iowa,19,031,78.9
Cerro Gordo County,Iowa,19,033,80.7
Cherokee County,Iowa,19,035,81.4
Chickasaw County,Iowa,19,037,79.0
Clarke County,Iowa,19,039,78.9
Clay County,Iowa,19,041,79.7
Clayton County,Iowa,19,043,79.9
Clinton County,Iowa,19,045,79.1
Crawford County,Iowa,19,047,76.6
Dallas County,Iowa,19,049,73.1
Davis County,Iowa,19,051,73.4
Decatur County,Iowa,19,053,78.8
Delaware County,Iowa,19,055,78.1
Des Moines County,Iowa,19,057,79.2
Dickinson County,Iowa,19,059,82.3
Dubuque County,Iowa,19,061,78.6
Emmet County,Iowa,19,063,79.8
Fayette County,Iowa,19,065,80.3
Floyd County,Iowa,19,067,78.4
Franklin County,Iowa,19,069,80.2
Fremont County,Iowa,19,071,79.5
Greene County,Iowa,19,073,77.6
Grundy County,Iowa,19,075,78.6
Guthrie County,Iowa,19,077,78.8
Hamilton County,Iowa,19,079,78.2
Hancock County,Iowa,19,081,78.2
Hardin County,Iowa,19,083,78.8
Harrison County,Iowa,19,085,78.8
Henry County,Iowa,19,087,79.7
Howard County,Iowa,19,089,77.4
Humboldt County,Iowa,19,091,78.1
Ida County,Iowa,19,093,77.5
Iowa County,Iowa,19,095,79.2
Jackson County,Iowa,19,097,79.7
Jasper County,Iowa,19,099,80.3
Jefferson County,Iowa,19,101,85.3
Johnson County,Iowa,19,103,81.6
Jones County,Iowa,19,105,81.1
Keokuk County,Iowa,19,107,78.2
Kossuth County,Iowa,19,109,79.3
Lee County,Iowa,19,111,80.2
Linn County,Iowa,19,113,77.9
Louisa County,Iowa,19,115,76.5
Lucas County,Iowa,19,117,78.4
Lyon County,Iowa,19,119,73.2
Madison County,Iowa,19,121,74.0
Mahaska County,Iowa,19,123,77.8
Marion County,Iowa,19,125,78.0
Marshall County,Iowa,19,127,77.0
Mills County,Iowa,19,129,77.2
Mitchell County,Iowa,19,131,78.1
Monona County,Iowa,19,133,79.0
Monroe County,Iowa,19,135,80.0
Montgomery County,Iowa,19,137,78.9
Muscatine County,Iowa,19,139,77.0
O'Brien County,Iowa,19,141,79.1
Osceola County,Iowa,19,143,80.7
Page County,Iowa,19,145,82.0
Palo Alto County,Iowa,19,147,78.6
Plymouth County,Iowa,19,149,77.1
Pocahontas County,Iowa,19,151,80.4
Polk County,Iowa,19,153,76.1
Pottawattamie County,Iowa,19,155,77.8
Poweshiek County,Iowa,19,157,80.1
Ringgold County,Iowa,19,159,76.2
Sac County,Iowa,19,161,79.8
Scott County,Iowa,19,163,77.4
Shelby County,Iowa,19,165,79.6
Sioux County,Iowa,19,167,76.2
Story County,Iowa,19,169,84.4
Tama County,Iowa,19,171,77.7
Taylor County,Iowa,19,173,77.9
Union County,Iowa,19,175,79.0
Van Buren County,Iowa,19,177,78.7
Wapello County,Iowa,19,179,79.1
Warren County,Iowa,19,181,76.1
Washington County,Iowa,19,183,77.2
Wayne County,Iowa,19,185,79.2
Webster County,Iowa,19,187,80.6
Winnebago County,Iowa,19,189,81.6
Winneshiek County,Iowa,19,191,82.2
Woodbury County,Iowa,19,193,75.9
Worth County,Iowa,19,195,81.8
Wright County,Iowa,19,197,80.3
Allen County,Kansas,20,001,78.9
Anderson County,Kansas,20,003,77.3
Atchison County,Kansas,20,005,76.2
Barber County,Kansas,20,007,79.8
Barton County,Kansas,20,009,77.6
Bourbon County,Kansas,20,011,77.5
Brown County,Kansas,20,013,77.4
Butler County,Kansas,20,015,76.1
Chase County,Kansas,20,017,81.8
Chautauqua County,Kansas,20,019,82.1
Cherokee County,Kansas,20,021,76.2
Cheyenne County,Kansas,20,023,79.0
Clark County,Kansas,20,025,73.5
Clay County,Kansas,20,027,79.4
Cloud County,Kansas,20,029,81.5
Coffey County,Kansas,20,031,78.5
Comanche County,Kansas,20,033,75.1
Cowley County,Kansas,20,035,78.2
Crawford County,Kansas,20,037,79.2
Decatur County,Kansas,20,039,84.7
Dickinson County,Kansas,20,041,76.5
Doniphan County,Kansas,20,043,80.7
Douglas County,Kansas,20,045,82.3
Edwards County,Kansas,20,047,78.9
Elk County,Kansas,20,049,81.0
Ellis County,Kansas,20,051,80.5
Ellsworth County,Kansas,20,053,85.7
Finney County,Kansas,20,055,70.9
Ford County,Kansas,20,057,71.8
Franklin County,Kansas,20,059,75.7
Geary County,Kansas,20,061,70.7
Gove County,Kansas,20,063,77.4
Graham County,Kansas,20,065,82.8
Grant County,Kansas,20,067,71.0
Gray County,Kansas,20,069,73.5
Greeley County,Kansas,20,071,80.1
Greenwood County,Kansas,20,073,79.3
Hamilton County,Kansas,20,075,78.0
Harper County,Kansas,20,077,78.7
Harvey County,Kansas,20,079,78.0
Haskell County,Kansas,20,081,71.2
Hodgeman County,Kansas,20,083,78.3
Jackson County,Kansas,20,085,75.4
Jefferson County,Kansas,20,087,77.6
Jewell County,Kansas,20,089,81.6
Johnson County,Kansas,20,091,75.6
Kearny County,Kansas,20,093,71.7
Kingman County,Kansas,20,095,77.9
Kiowa County,Kansas,20,097,82.6
Labette County,Kansas,20,099,76.3
Lane County,Kansas,20,101,84.5
Leavenworth County,Kansas,20,103,78.6
Lincoln County,Kansas,20,105,78.0
Linn County,Kansas,20,107,80.4
Logan County,Kansas,20,109,79.3
Lyon County,Kansas,20,111,78.8
McPherson County,Kansas,20,113,78.6
Marion County,Kansas,20,115,80.3
Marshall County,Kansas,20,117,79.3
Meade County,Kansas,20,119,73.6
Miami County,Kansas,20,121,76.0
Mitchell County,Kansas,20,123,80.3
Montgomery County,Kansas,20,125,78.0
Morris County,Kansas,20,127,81.8
Morton County,Kansas,20,129,76.0
Nemaha County,Kansas,20,131,76.4
Neosho County,Kansas,20,133,77.9
Ness County,Kansas,20,135,83.3
Norton County,Kansas,20,137,84.8
Osage County,Kansas,20,139,77.4
Osborne County,Kansas,20,141,81.7
Ottawa County,Kansas,20,143,76.0
Pawnee County,Kansas,20,145,85.6
Phillips County,Kansas,20,147,78.2
Pottawatomie County,Kansas,20,149,73.0
Pratt County,Kansas,20,151,76.5
Rawlins County,Kansas,20,153,85.1
Reno County,Kansas,20,155,79.1
Republic County,Kansas,20,157,83.4
Rice County,Kansas,20,159,79.4
Riley County,Kansas,20,161,83.7
Rooks County,Kansas,20,163,79.0
Rush County,Kansas,20,165,83.7
Russell County,Kansas,20,167,82.1
Saline County,Kansas,20,169,77.5
Scott County,Kansas,20,171,82.3
Sedgwick County,Kansas,20,173,75.2
Seward County,Kansas,20,175,71.5
Shawnee County,Kansas,20,177,77.0
Sheridan County,Kansas,20,179,76.3
Sherman County,Kansas,20,181,81.7
Smith County,Kansas,20,183,83.7
Stafford County,Kansas,20,185,77.0
Stanton County,Kansas,20,187,77.6
Stevens County,Kansas,20,189,71.9
Sumner County,Kansas,20,191,77.1
Thomas County,Kansas,20,193,79.6
Trego County,Kansas,20,195,77.8
Wabaunsee County,Kansas,20,197,77.4
Wallace County,Kansas,20,199,80.2
Washington County,Kansas,20,201,80.6
Wichita County,Kansas,20,203,70.7
Wilson County,Kansas,20,205,78.3
Woodson County,Kansas,20,207,81.2
Wyandotte County,Kansas,20,209,73.9
Adair County,Kentucky,21,001,80.2
Allen County,Kentucky,21,003,78.7
Anderson County,Kentucky,21,005,76.5
Ballard County,Kentucky,21,007,78.7
Barren County,Kentucky,21,009,77.4
Bath County,Kentucky,21,011,75.3
Bell County,Kentucky,21,013,79.6
Boone County,Kentucky,21,015,73.9
Bourbon County,Kentucky,21,017,77.5
Boyd County,Kentucky,21,019,81.4
Boyle County,Kentucky,21,021,80.0
Bracken County,Kentucky,21,023,76.9
Breathitt County,Kentucky,21,025,81.2
Breckinridge County,Kentucky,21,027,78.6
Bullitt County,Kentucky,21,029,78.1
Butler County,Kentucky,21,031,79.8
Caldwell County,Kentucky,21,033,79.6
Calloway County,Kentucky,21,035,82.7
Campbell County,Kentucky,21,037,78.9
Carlisle County,Kentucky,21,039,81.4
Carroll County,Kentucky,21,041,75.4
Carter County,Kentucky,21,043,78.9
Casey County,Kentucky,21,045,78.2
Christian County,Kentucky,21,047,74.0
Clark County,Kentucky,21,049,77.7
Clay County,Kentucky,21,051,81.4
Clinton County,Kentucky,21,053,79.3
Crittenden County,Kentucky,21,055,79.2
Cumberland County,Kentucky,21,057,80.1
Daviess County,Kentucky,21,059,77.2
Edmonson County,Kentucky,21,061,81.7
Elliott County,Kentucky,21,063,83.5
Estill County,Kentucky,21,065,79.3
Fayette County,Kentucky,21,067,80.1
Fleming County,Kentucky,21,069,77.3
Floyd County,Kentucky,21,071,78.7
Franklin County,Kentucky,21,073,79.9
Fulton County,Kentucky,21,075,79.9
Gallatin County,Kentucky,21,077,74.7
Garrard County,Kentucky,21,079,79.3
Grant County,Kentucky,21,081,74.7
Graves County,Kentucky,21,083,77.7
Grayson County,Kentucky,21,085,78.5
Green County,Kentucky,21,087,79.6
Greenup County,Kentucky,21,089,79.4
Hancock County,Kentucky,21,091,76.8
Hardin County,Kentucky,21,093,76.0
Harlan County,Kentucky,21,095,78.9
Harrison County,Kentucky,21,097,77.9
Hart County,Kentucky,21,099,77.7
Henderson County,Kentucky,21,101,77.5
Henry County,Kentucky,21,103,76.2
Hickman County,Kentucky,21,105,78.4
Hopkins County,Kentucky,21,107,78.0
Jackson County,Kentucky,21,109,78.5
Jefferson County,Kentucky,21,111,78.3
Jessamine County,Kentucky,21,113,75.9
Johnson County,Kentucky,21,115,78.9
Kenton County,Kentucky,21,117,76.9
Knott County,Kentucky,21,119,79.9
Knox County,Kentucky,21,121,76.9
Larue County,Kentucky,21,123,79.4
Laurel County,Kentucky,21,125,77.8
Lawrence County,Kentucky,21,127,78.4
Lee County,Kentucky,21,129,82.8
Leslie County,Kentucky,21,131,80.6
Letcher County,Kentucky,21,133,79.5
Lewis County,Kentucky,21,135,78.7
Lincoln County,Kentucky,21,137,78.6
Livingston County,Kentucky,21,139,81.2
Logan County,Kentucky,21,141,77.4
Lyon County,Kentucky,21,143,88.7
McCracken County,Kentucky,21,145,78.9
McCreary County,Kentucky,21,147,81.0
McLean County,Kentucky,21,149,78.4
Madison County,Kentucky,21,151,80.4
Magoffin County,Kentucky,21,153,78.2
Marion County,Kentucky,21,155,78.5
Marshall County,Kentucky,21,157,81.7
Martin County,Kentucky,21,159,82.5
Mason County,Kentucky,21,161,76.7
Meade County,Kentucky,21,163,75.7
Menifee County,Kentucky,21,165,82.7
Mercer County,Kentucky,21,167,79.4
Metcalfe County,Kentucky,21,169,79.2
Monroe County,Kentucky,21,171,79.4
Montgomery County,Kentucky,21,173,77.1
Morgan County,Kentucky,21,175,83.4
Muhlenberg County,Kentucky,21,177,80.2
Nelson County,Kentucky,21,179,75.4
Nicholas County,Kentucky,21,181,78.9
Ohio County,Kentucky,21,183,76.8
Oldham County,Kentucky,21,185,76.8
Owen County,Kentucky,21,187,78.2
Owsley County,Kentucky,21,189,78.5
Pendleton County,Kentucky,21,191,78.8
Perry County,Kentucky,21,193,80.8
Pike County,Kentucky,21,195,79.5
Powell County,Kentucky,21,197,77.6
Pulaski County,Kentucky,21,199,79.3
Robertson County,Kentucky,21,201,80.2
Rockcastle County,Kentucky,21,203,80.2
Rowan County,Kentucky,21,205,81.1
Russell County,Kentucky,21,207,78.9
Scott County,Kentucky,21,209,75.3
Shelby County,Kentucky,21,211,76.9
Simpson County,Kentucky,21,213,78.1
Spencer County,Kentucky,21,215,77.4
Taylor County,Kentucky,21,217,79.6
Todd County,Kentucky,21,219,73.1
Trigg County,Kentucky,21,221,78.4
Trimble County,Kentucky,21,223,78.6
Union County,Kentucky,21,225,81.0
Warren County,Kentucky,21,227,78.6
Washington County,Kentucky,21,229,77.8
Wayne County,Kentucky,21,231,80.7
Webster County,Kentucky,21,233,78.5
Whitley County,Kentucky,21,235,77.9
Wolfe County,Kentucky,21,237,78.4
Woodford County,Kentucky,21,239,77.9
Acadia Parish,Louisiana,22,001,75.1
Allen Parish,Louisiana,22,003,82.5
Ascension Parish,Louisiana,22,005,73.6
Assumption Parish,Louisiana,22,007,79.9
Avoyelles Parish,Louisiana,22,009,78.1
Beauregard Parish,Louisiana,22,011,76.8
Bienville Parish,Louisiana,22,013,77.6
Bossier Parish,Louisiana,22,015,76.0
Caddo Parish,Louisiana,22,017,76.8
Calcasieu Parish,Louisiana,22,019,77.0
Caldwell Parish,Louisiana,22,021,79.5
Cameron Parish,Louisiana,22,023,77.3
Catahoula Parish,Louisiana,22,025,80.2
Claiborne Parish,Louisiana,22,027,85.1
Concordia Parish,Louisiana,22,029,77.9
De Soto Parish,Louisiana,22,031,77.8
East Baton Rouge Parish,Louisiana,22,033,78.2
East Carroll Parish,Louisiana,22,035,76.8
East Feliciana Parish,Louisiana,22,037,83.4
Evangeline Parish,Louisiana,22,039,75.2
Franklin Parish,Louisiana,22,041,74.8
Grant Parish,Louisiana,22,043,81.6
Iberia Parish,Louisiana,22,045,75.1
Iberville Parish,Louisiana,22,047,79.4
Jackson Parish,Louisiana,22,049,79.3
Jefferson Parish,Louisiana,22,051,79.6
Jefferson Davis Parish,Louisiana,22,053,74.3
Lafayette Parish,Louisiana,22,055,77.3
Lafourche Parish,Louisiana,22,057,77.3
LaSalle Parish,Louisiana,22,059,80.1
Lincoln Parish,Louisiana,22,061,80.5
Livingston Parish,Louisiana,22,063,75.2
Madison Parish,Louisiana,22,065,77.1
Morehouse Parish,Louisiana,22,067,77.0
Natchitoches Parish,Louisiana,22,069,76.5
Orleans Parish,Louisiana,22,071,80.2
Ouachita Parish,Louisiana,22,073,75.3
Plaquemines Parish,Louisiana,22,075,75.1
Pointe Coupee Parish,Louisiana,22,077,77.6
Rapides Parish,Louisiana,22,079,76.3
Red River Parish,Louisiana,22,081,75.7
Richland Parish,Louisiana,22,083,75.8
Sabine Parish,Louisiana,22,085,77.9
Saint Bernard Parish,Louisiana,22,087,76.1
Saint Charles Parish,Louisiana,22,089,76.0
Saint Helena Parish,Louisiana,22,091,77.7
Saint James Parish,Louisiana,22,093,76.1
Saint John the Baptist Parish,Louisiana,22,095,76.2
Saint Landry Parish,Louisiana,22,097,74.5
Saint Martin Parish,Louisiana,22,099,76.4
Saint Mary Parish,Louisiana,22,101,77.7
Saint Tammany Parish,Louisiana,22,103,76.7
Tangipahoa Parish,Louisiana,22,105,76.3
Tensas Parish,Louisiana,22,107,76.6
Terrebonne Parish,Louisiana,22,109,76.4
Union Parish,Louisiana,22,111,78.9
Vermilion Parish,Louisiana,22,113,75.1
Vernon Parish,Louisiana,22,115,75.3
Washington Parish,Louisiana,22,117,76.4
Webster Parish,Louisiana,22,119,77.6
West Baton Rouge Parish,Louisiana,22,121,77.1
West Carroll Parish,Louisiana,22,123,77.5
West Feliciana Parish,Louisiana,22,125,87.4
Winn Parish,Louisiana,22,127,81.3
Androscoggin County,Maine,23,001,79.3
Aroostook County,Maine,23,003,82.2
Cumberland County,Maine,23,005,80.9
Franklin County,Maine,23,007,81.9
Hancock County,Maine,23,009,83.6
Kennebec County,Maine,23,011,81.7
Knox County,Maine,23,013,82.4
Lincoln County,Maine,23,015,83.0
Oxford County,Maine,23,017,81.2
Penobscot County,Maine,23,019,82.3
Piscataquis County,Maine,23,021,83.0
Sagadahoc County,Maine,23,023,80.9
Somerset County,Maine,23,025,81.0
Waldo County,Maine,23,027,81.0
Washington County,Maine,23,029,82.6
York County,Maine,23,031,80.9
Allegany County,Maryland,24,001,84.4
Anne Arundel County,Maryland,24,003,78.9
Baltimore County,Maryland,24,005,79.4
Calvert County,Maryland,24,009,77.1
Caroline County,Maryland,24,011,77.5
Carroll County,Maryland,24,013,78.6
Cecil County,Maryland,24,015,78.0
Charles County,Maryland,24,017,76.1
Dorchester County,Maryland,24,019,79.5
Frederick County,Maryland,24,021,77.1
Garrett County,Maryland,24,023,81.1
Harford County,Maryland,24,025,77.7
Howard County,Maryland,24,027,76.9
Kent County,Maryland,24,029,84.4
Queen Anne's County,Maryland,24,035,78.9
Saint Mary's County,Maryland,24,037,76.7
Somerset County,Maryland,24,039,86.3
Talbot County,Maryland,24,041,82.4
Washington County,Maryland,24,043,79.9
Wicomico County,Maryland,24,045,79.1
Worcester County,Maryland,24,047,83.2
Baltimore City,Maryland,24,510,79.6
Montgomery County,Maryland,24,031,77.7
Prince George's County,Maryland,24,033,78.1
Barnstable County,Massachusetts,25,001,84.3
Berkshire County,Massachusetts,25,003,82.5
Bristol County,Massachusetts,25,005,79.9
Dukes County,Massachusetts,25,007,82.9
Essex County,Massachusetts,25,009,78.7
Franklin County,Massachusetts,25,011,82.3
Hampden County,Massachusetts,25,013,78.4
Hampshire County,Massachusetts,25,015,84.6
Middlesex County,Massachusetts,25,017,80.6
Nantucket County,Massachusetts,25,019,81.9
Norfolk County,Massachusetts,25,021,79.2
Plymouth County,Massachusetts,25,023,78.3
Suffolk County,Massachusetts,25,025,83.7
Worcester County,Massachusetts,25,027,79.1
Alcona County,Michigan,26,001,87.5
Alger County,Michigan,26,003,86.4
Allegan County,Michigan,26,005,76.8
Alpena County,Michigan,26,007,81.6
Antrim County,Michigan,26,009,82.0
Arenac County,Michigan,26,011,82.9
Baraga County,Michigan,26,013,88.5
Barry County,Michigan,26,015,78.5
Bay County,Michigan,26,017,79.7
Benzie County,Michigan,26,019,81.3
Berrien County,Michigan,26,021,78.4
Branch County,Michigan,26,023,78.7
Calhoun County,Michigan,26,025,78.3
Cass County,Michigan,26,027,79.3
Charlevoix County,Michigan,26,029,81.1
Cheboygan County,Michigan,26,031,82.4
Chippewa County,Michigan,26,033,84.5
Clare County,Michigan,26,035,82.1
Clinton County,Michigan,26,037,78.2
Crawford County,Michigan,26,039,83.1
Delta County,Michigan,26,041,80.8
Dickinson County,Michigan,26,043,81.2
Eaton County,Michigan,26,045,79.5
Emmet County,Michigan,26,047,80.0
Genesee County,Michigan,26,049,77.0
Gladwin County,Michigan,26,051,82.0
Gogebic County,Michigan,26,053,86.3
Grand Traverse County,Michigan,26,055,79.9
Gratiot County,Michigan,26,057,82.5
Hillsdale County,Michigan,26,059,79.2
Houghton County,Michigan,26,061,82.4
Huron County,Michigan,26,063,82.0
Ingham County,Michigan,26,065,80.7
Ionia County,Michigan,26,067,78.6
Iosco County,Michigan,26,069,84.4
Iron County,Michigan,26,071,86.3
Isabella County,Michigan,26,073,83.7
Jackson County,Michigan,26,075,79.9
Kalamazoo County,Michigan,26,077,79.1
Kalkaska County,Michigan,26,079,81.1
Kent County,Michigan,26,081,76.0
Keweenaw County,Michigan,26,083,83.4
Lake County,Michigan,26,085,84.9
Lapeer County,Michigan,26,087,79.6
Leelanau County,Michigan,26,089,84.2
Lenawee County,Michigan,26,091,79.4
Livingston County,Michigan,26,093,77.8
Luce County,Michigan,26,095,86.6
Mackinac County,Michigan,26,097,83.7
Macomb County,Michigan,26,099,79.0
Manistee County,Michigan,26,101,84.4
Marquette County,Michigan,26,103,83.3
Mason County,Michigan,26,105,80.1
Mecosta County,Michigan,26,107,82.4
Menominee County,Michigan,26,109,81.8
Midland County,Michigan,26,111,79.1
Missaukee County,Michigan,26,113,78.0
Monroe County,Michigan,26,115,78.9
Montcalm County,Michigan,26,117,79.5
Montmorency County,Michigan,26,119,85.4
Muskegon County,Michigan,26,121,77.5
Newaygo County,Michigan,26,123,78.3
Oakland County,Michigan,26,125,78.7
Oceana County,Michigan,26,127,78.1
Ogemaw County,Michigan,26,129,82.0
Ontonagon County,Michigan,26,131,86.6
Osceola County,Michigan,26,133,78.7
Oscoda County,Michigan,26,135,81.6
Otsego County,Michigan,26,137,80.6
Ottawa County,Michigan,26,139,76.3
Presque Isle County,Michigan,26,141,85.5
Roscommon County,Michigan,26,143,86.3
Saginaw County,Michigan,26,145,78.7
Saint Clair County,Michigan,26,147,79.2
Saint Joseph County,Michigan,26,149,76.9
Sanilac County,Michigan,26,151,79.1
Schoolcraft County,Michigan,26,153,82.4
Shiawassee County,Michigan,26,155,78.7
Tuscola County,Michigan,26,157,79.6
Van Buren County,Michigan,26,159,77.7
Washtenaw County,Michigan,26,161,81.2
Wayne County,Michigan,26,163,76.9
Wexford County,Michigan,26,165,78.1
Aitkin County,Minnesota,27,001,84.6
Anoka County,Minnesota,27,003,77.1
Becker County,Minnesota,27,005,78.1
Beltrami County,Minnesota,27,007,76.6
Benton County,Minnesota,27,009,77.5
Big Stone County,Minnesota,27,011,81.9
Blue Earth County,Minnesota,27,013,82.7
Brown County,Minnesota,27,015,79.7
Carlton County,Minnesota,27,017,79.9
Carver County,Minnesota,27,019,73.4
Cass County,Minnesota,27,021,80.8
Chippewa County,Minnesota,27,023,79.2
Chisago County,Minnesota,27,025,77.9
Clay County,Minnesota,27,027,78.1
Clearwater County,Minnesota,27,029,76.5
Cook County,Minnesota,27,031,85.1
Cottonwood County,Minnesota,27,033,77.6
Crow Wing County,Minnesota,27,035,79.1
Dakota County,Minnesota,27,037,76.2
Dodge County,Minnesota,27,039,74.7
Douglas County,Minnesota,27,041,80.2
Faribault County,Minnesota,27,043,80.2
Fillmore County,Minnesota,27,045,77.9
Freeborn County,Minnesota,27,047,79.6
Goodhue County,Minnesota,27,049,78.7
Grant County,Minnesota,27,051,80.7
Hennepin County,Minnesota,27,053,79.2
Houston County,Minnesota,27,055,80.2
Hubbard County,Minnesota,27,057,80.8
Isanti County,Minnesota,27,059,77.3
Itasca County,Minnesota,27,061,80.4
Jackson County,Minnesota,27,063,79.6
Kanabec County,Minnesota,27,065,79.5
Kandiyohi County,Minnesota,27,067,78.2
Kittson County,Minnesota,27,069,81.6
Koochiching County,Minnesota,27,071,82.2
Lac qui Parle County,Minnesota,27,073,81.2
Lake County,Minnesota,27,075,83.6
Lake of the Woods County,Minnesota,27,077,83.1
Le Sueur County,Minnesota,27,079,77.6
Lincoln County,Minnesota,27,081,80.0
Lyon County,Minnesota,27,083,77.6
McLeod County,Minnesota,27,085,77.9
Mahnomen County,Minnesota,27,087,70.8
Marshall County,Minnesota,27,089,80.1
Martin County,Minnesota,27,091,79.8
Meeker County,Minnesota,27,093,78.0
Mille Lacs County,Minnesota,27,095,76.8
Morrison County,Minnesota,27,097,78.3
Mower County,Minnesota,27,099,77.6
Murray County,Minnesota,27,101,80.9
Nicollet County,Minnesota,27,103,79.6
Nobles County,Minnesota,27,105,77.4
Norman County,Minnesota,27,107,78.6
Olmsted County,Minnesota,27,109,76.3
Otter Tail County,Minnesota,27,111,80.8
Pennington County,Minnesota,27,113,78.5
Pine County,Minnesota,27,115,81.5
Pipestone County,Minnesota,27,117,76.8
Polk County,Minnesota,27,119,78.8
Pope County,Minnesota,27,121,80.3
Ramsey County,Minnesota,27,123,78.3
Red Lake County,Minnesota,27,125,77.8
Redwood County,Minnesota,27,127,77.3
Renville County,Minnesota,27,129,80.1
Rice County,Minnesota,27,131,79.6
Rock County,Minnesota,27,133,76.3
Roseau County,Minnesota,27,135,78.6
Saint Louis County,Minnesota,27,137,82.4
Scott County,Minnesota,27,139,73.0
Sherburne County,Minnesota,27,141,74.7
Sibley County,Minnesota,27,143,77.3
Stearns County,Minnesota,27,145,79.4
Steele County,Minnesota,27,147,76.8
Stevens County,Minnesota,27,149,80.7
Swift County,Minnesota,27,151,80.0
Todd County,Minnesota,27,153,78.6
Traverse County,Minnesota,27,155,81.1
Wabasha County,Minnesota,27,157,79.0
Wadena County,Minnesota,27,159,78.6
Waseca County,Minnesota,27,161,77.9
Washington County,Minnesota,27,163,76.5
Watonwan County,Minnesota,27,165,77.0
Wilkin County,Minnesota,27,167,76.6
Winona County,Minnesota,27,169,82.4
Wright County,Minnesota,27,171,72.8
Yellow Medicine County,Minnesota,27,173,79.4
Adams County,Mississippi,28,001,80.5
Alcorn County,Mississippi,28,003,77.2
Amite County,Mississippi,28,005,80.1
Attala County,Mississippi,28,007,76.5
Benton County,Mississippi,28,009,78.5
Bolivar County,Mississippi,28,011,75.8
Calhoun County,Mississippi,28,013,76.5
Carroll County,Mississippi,28,015,82.7
Chickasaw County,Mississippi,28,017,75.4
Choctaw County,Mississippi,28,019,76.5
Claiborne County,Mississippi,28,021,77.6
Clarke County,Mississippi,28,023,77.0
Clay County,Mississippi,28,025,75.9
Coahoma County,Mississippi,28,027,72.1
Copiah County,Mississippi,28,029,77.0
Covington County,Mississippi,28,031,76.8
DeSoto County,Mississippi,28,033,74.0
Forrest County,Mississippi,28,035,77.7
Franklin County,Mississippi,28,037,76.7
George County,Mississippi,28,039,75.9
Greene County,Mississippi,28,041,83.9
Grenada County,Mississippi,28,043,77.8
Hancock County,Mississippi,28,045,79.7
Harrison County,Mississippi,28,047,77.7
Hinds County,Mississippi,28,049,75.1
Holmes County,Mississippi,28,051,71.9
Humphreys County,Mississippi,28,053,70.6
Issaquena County,Mississippi,28,055,86.3
Itawamba County,Mississippi,28,057,79.3
Jackson County,Mississippi,28,059,77.0
Jasper County,Mississippi,28,061,78.2
Jefferson County,Mississippi,28,063,79.1
Jefferson Davis County,Mississippi,28,065,77.3
Jones County,Mississippi,28,067,75.8
Kemper County,Mississippi,28,069,78.5
