County,State,State_FIPS,County_FIPS,age_15_to_44_percentage
Autauga County,Alabama,01,001,74.9
Baldwin County,Alabama,01,003,78.9
Barbour County,Alabama,01,005,80.8
Bibb County,Alabama,01,007,80.5
Blount County,Alabama,01,009,77.5
Bullock County,Alabama,01,011,79.6
Butler County,Alabama,01,013,76.8
Calhoun County,Alabama,01,015,78.4
Chambers County,Alabama,01,017,78.8
Cherokee County,Alabama,01,019,79.9
Chilton County,Alabama,01,021,77.8
Choctaw County,Alabama,01,023,78.2
Clarke County,Alabama,01,025,75.1
Clay County,Alabama,01,027,79.8
Cleburne County,Alabama,01,029,78.1
Coffee County,Alabama,01,031,78.1
Colbert County,Alabama,01,033,78.9
Conecuh County,Alabama,01,035,73.8
Coosa County,Alabama,01,037,79.3
Covington County,Alabama,01,039,78.9
Crenshaw County,Alabama,01,041,77.7
Cullman County,Alabama,01,043,78.1
Dale County,Alabama,01,045,77.3
Dallas County,Alabama,01,047,73.4
DeKalb County,Alabama,01,049,75.8
Elmore County,Alabama,01,051,78.7
Escambia County,Alabama,01,053,80.7
Etowah County,Alabama,01,055,77.9
Fayette County,Alabama,01,057,79.2
Franklin County,Alabama,01,059,78.0
Geneva County,Alabama,01,061,79.1
Greene County,Alabama,01,063,76.1
Hale County,Alabama,01,065,76.9
Henry County,Alabama,01,067,78.3
Houston County,Alabama,01,069,76.7
Jackson County,Alabama,01,071,79.3
Jefferson County,Alabama,01,073,77.6
Lamar County,Alabama,01,075,78.7
Lauderdale County,Alabama,01,077,79.9
Lawrence County,Alabama,01,079,78.0
Lee County,Alabama,01,081,79.5
Limestone County,Alabama,01,083,78.4
Lowndes County,Alabama,01,085,78.0
Macon County,Alabama,01,087,80.4
Madison County,Alabama,01,089,78.3
Marengo County,Alabama,01,091,76.3
Marion County,Alabama,01,093,79.7
Marshall County,Alabama,01,095,76.6
Mobile County,Alabama,01,097,76.3
Monroe County,Alabama,01,099,76.6
Montgomery County,Alabama,01,101,76.3
Morgan County,Alabama,01,103,78.1
Perry County,Alabama,01,105,76.9
Pickens County,Alabama,01,107,78.7
Pike County,Alabama,01,109,81.6
Randolph County,Alabama,01,111,77.9
Russell County,Alabama,01,113,75.7
Saint Clair County,Alabama,01,115,78.1
Shelby County,Alabama,01,117,76.1
Sumter County,Alabama,01,119,78.9
Talladega County,Alabama,01,121,79.0
Tallapoosa County,Alabama,01,123,78.9
Tuscaloosa County,Alabama,01,125,80.0
Walker County,Alabama,01,127,78.6
Washington County,Alabama,01,129,74.6
Wilcox County,Alabama,01,131,73.9
Winston County,Alabama,01,133,79.4
Anchorage Municipality,Alaska,02,020,76.5
Bethel Census Area,Alaska,02,050,68.6
Bristol Bay Borough,Alaska,02,060,78.3
Fairbanks North Star Borough,Alaska,02,090,77.2
Haines Borough,Alaska,02,100,77.7
Juneau City and Borough,Alaska,02,110,79.3
Kenai Peninsula Borough,Alaska,02,122,79.9
Kodiak Island Borough,Alaska,02,150,73.8
Matanuska-Susitna Borough,Alaska,02,170,74.2
Nome Census Area,Alaska,02,180,70.5
North Slope Borough,Alaska,02,185,75.3
Sitka City and Borough,Alaska,02,220,80.4
Southeast Fairbanks Census Area,Alaska,02,240,76.2
Valdez-Cordova Census Area,Alaska,02,261,79.5
Wade Hampton Census Area,Alaska,02,270,63.3
Northwest Arctic Borough,Alaska,02,188,70.4
Aleutians East Borough,Alaska,02,013,95.6
Aleutians West Census Area,Alaska,02,016,89.4
Dillingham Census Area,Alaska,02,070,70.9
Lake and Peninsula Borough,Alaska,02,164,73.1
Denali Borough,Alaska,02,068,90.9
Yukon-Koyukuk Census Area,Alaska,02,290,77.5
Hoonah-Angoon Census Area,Alaska,02,105,86.2
Skagway Municipality,Alaska,02,230,81.5
Yakutat City and Borough,Alaska,02,282,84.1
Ketchikan Gateway Borough,Alaska,02,130,78.6
Petersburg Borough,Alaska,02,195,78.3
Prince of Wales-Hyder Census Area,Alaska,02,198,78.3
Wrangell City and Borough,Alaska,02,275,82.1
Apache County,Arizona,04,001,72.0
Cochise County,Arizona,04,003,79.4
Coconino County,Arizona,04,005,78.4
Gila County,Arizona,04,007,80.2
Graham County,Arizona,04,009,76.1
Greenlee County,Arizona,04,011,72.5
Maricopa County,Arizona,04,013,75.6
Mohave County,Arizona,04,015,81.0
Navajo County,Arizona,04,017,73.0
Pima County,Arizona,04,019,78.9
Pinal County,Arizona,04,021,76.9
Santa Cruz County,Arizona,04,023,70.7
Yavapai County,Arizona,04,025,82.1
La Paz County,Arizona,04,012,84.4
Yuma County,Arizona,04,027,74.8
Arkansas County,Arkansas,05,001,78.7
Ashley County,Arkansas,05,003,77.6
Baxter County,Arkansas,05,005,82.7
Benton County,Arkansas,05,007,73.9
Boone County,Arkansas,05,009,78.4
Bradley County,Arkansas,05,011,78.2
Calhoun County,Arkansas,05,013,81.7
Carroll County,Arkansas,05,015,79.7
Chicot County,Arkansas,05,017,78.3
Clark County,Arkansas,05,019,81.5
Clay County,Arkansas,05,021,79.9
Cleburne County,Arkansas,05,023,82.6
Cleveland County,Arkansas,05,025,76.7
Columbia County,Arkansas,05,027,79.2
Conway County,Arkansas,05,029,78.7
Craighead County,Arkansas,05,031,76.8
Crawford County,Arkansas,05,033,75.5
Crittenden County,Arkansas,05,035,71.7
Cross County,Arkansas,05,037,77.0
Dallas County,Arkansas,05,039,76.9
Desha County,Arkansas,05,041,76.1
Drew County,Arkansas,05,043,79.0
Faulkner County,Arkansas,05,045,77.0
Franklin County,Arkansas,05,047,78.8
Fulton County,Arkansas,05,049,80.7
Garland County,Arkansas,05,051,80.4
Grant County,Arkansas,05,053,78.4
Greene County,Arkansas,05,055,76.4
Hempstead County,Arkansas,05,057,74.9
Hot Spring County,Arkansas,05,059,79.0
Howard County,Arkansas,05,061,76.0
Independence County,Arkansas,05,063,77.4
Izard County,Arkansas,05,065,82.8
Jackson County,Arkansas,05,067,81.3
Jefferson County,Arkansas,05,069,77.6
Johnson County,Arkansas,05,071,77.9
Lafayette County,Arkansas,05,073,78.1
Lawrence County,Arkansas,05,075,78.2
Lee County,Arkansas,05,077,81.5
Lincoln County,Arkansas,05,079,84.7
Little River County,Arkansas,05,081,79.8
Logan County,Arkansas,05,083,77.2
Lonoke County,Arkansas,05,085,74.0
Madison County,Arkansas,05,087,79.3
Marion County,Arkansas,05,089,84.0
Miller County,Arkansas,05,091,76.9
Mississippi County,Arkansas,05,093,74.5
Monroe County,Arkansas,05,095,79.5
Montgomery County,Arkansas,05,097,81.2
Nevada County,Arkansas,05,099,77.0
Newton County,Arkansas,05,101,78.8
Ouachita County,Arkansas,05,103,77.8
Perry County,Arkansas,05,105,81.2
Phillips County,Arkansas,05,107,72.1
Pike County,Arkansas,05,109,76.0
Poinsett County,Arkansas,05,111,77.7
Polk County,Arkansas,05,113,78.1
Pope County,Arkansas,05,115,78.5
Prairie County,Arkansas,05,117,79.0
Pulaski County,Arkansas,05,119,77.3
Randolph County,Arkansas,05,121,79.4
