County,State,State_FIPS,County_FIPS,age_18_and_under_percentage
Dillingham Census Area,Alaska,02,070,31.0
Lake and Peninsula Borough,Alaska,02,164,28.1
Denali Borough,Alaska,02,068,14.1
Yukon-Koyukuk Census Area,Alaska,02,290,27.9
Hoonah-Angoon Census Area,Alaska,02,105,16.3
Skagway Municipality,Alaska,02,230,13.1
Yakutat City and Borough,Alaska,02,282,21.8
Ketchikan Gateway Borough,Alaska,02,130,22.3
Petersburg Borough,Alaska,02,195,22.5
Prince of Wales-Hyder Census Area,Alaska,02,198,23.7
Wrangell City and Borough,Alaska,02,275,19.4
Apache County,Arizona,04,001,28.4
Cochise County,Arizona,04,003,22.2
Coconino County,Arizona,04,005,21.5
Gila County,Arizona,04,007,20.4
Graham County,Arizona,04,009,27.4
Greenlee County,Arizona,04,011,28.2
Maricopa County,Arizona,04,013,24.8
Mohave County,Arizona,04,015,18.2
Navajo County,Arizona,04,017,27.6
Pima County,Arizona,04,019,21.7
Pinal County,Arizona,04,021,23.9
Santa Cruz County,Arizona,04,023,28.0
Yavapai County,Arizona,04,025,17.2
La Paz County,Arizona,04,012,16.6
Yuma County,Arizona,04,027,25.9
Arkansas County,Arkansas,05,001,22.8
Ashley County,Arkansas,05,003,23.2
Baxter County,Arkansas,05,005,17.6
Benton County,Arkansas,05,007,27.0
Boone County,Arkansas,05,009,22.8
Bradley County,Arkansas,05,011,23.7
Calhoun County,Arkansas,05,013,19.4
Carroll County,Arkansas,05,015,22.3
Chicot County,Arkansas,05,017,22.3
Clark County,Arkansas,05,019,19.2
Clay County,Arkansas,05,021,22.1
Cleburne County,Arkansas,05,023,19.3
Cleveland County,Arkansas,05,025,22.9
Columbia County,Arkansas,05,027,21.2
Conway County,Arkansas,05,029,23.1
Craighead County,Arkansas,05,031,24.8
Crawford County,Arkansas,05,033,25.0
Crittenden County,Arkansas,05,035,27.7
Cross County,Arkansas,05,037,24.2
Dallas County,Arkansas,05,039,23.0
Desha County,Arkansas,05,041,25.7
Drew County,Arkansas,05,043,22.0
Faulkner County,Arkansas,05,045,23.6
Franklin County,Arkansas,05,047,23.3
Fulton County,Arkansas,05,049,20.3
Garland County,Arkansas,05,051,20.5
Grant County,Arkansas,05,053,23.2
Greene County,Arkansas,05,055,24.3
Hempstead County,Arkansas,05,057,26.1
Hot Spring County,Arkansas,05,059,21.0
Howard County,Arkansas,05,061,25.9
Independence County,Arkansas,05,063,23.8
Izard County,Arkansas,05,065,18.0
Jackson County,Arkansas,05,067,20.2
Jefferson County,Arkansas,05,069,22.8
Johnson County,Arkansas,05,071,24.5
Lafayette County,Arkansas,05,073,19.8
Lawrence County,Arkansas,05,075,22.2
Lee County,Arkansas,05,077,19.3
Lincoln County,Arkansas,05,079,17.8
Little River County,Arkansas,05,081,22.4
Logan County,Arkansas,05,083,22.4
Lonoke County,Arkansas,05,085,26.3
Madison County,Arkansas,05,087,23.6
Marion County,Arkansas,05,089,17.9
Miller County,Arkansas,05,091,24.0
Mississippi County,Arkansas,05,093,26.7
Monroe County,Arkansas,05,095,20.9
Montgomery County,Arkansas,05,097,19.2
Nevada County,Arkansas,05,099,22.7
Newton County,Arkansas,05,101,19.9
Ouachita County,Arkansas,05,103,22.7
Perry County,Arkansas,05,105,22.5
Phillips County,Arkansas,05,107,26.4
Pike County,Arkansas,05,109,22.4
Poinsett County,Arkansas,05,111,23.8
Polk County,Arkansas,05,113,23.4
Pope County,Arkansas,05,115,22.6
Prairie County,Arkansas,05,117,20.5
Pulaski County,Arkansas,05,119,23.6
Randolph County,Arkansas,05,121,23.0
Saint Francis County,Arkansas,05,123,22.3
Saline County,Arkansas,05,125,23.9
Scott County,Arkansas,05,127,24.0
Searcy County,Arkansas,05,129,20.1
Sebastian County,Arkansas,05,131,24.4
Sevier County,Arkansas,05,133,29.0
Sharp County,Arkansas,05,135,21.3
Stone County,Arkansas,05,137,20.1
Union County,Arkansas,05,139,24.0
Van Buren County,Arkansas,05,141,20.0
Washington County,Arkansas,05,143,24.9
White County,Arkansas,05,145,23.7
Woodruff County,Arkansas,05,147,21.4
Yell County,Arkansas,05,149,24.8
Alameda County,California,06,001,21.2
Alpine County,California,06,003,21.4
Amador County,California,06,005,15.4
Butte County,California,06,007,20.2
Calaveras County,California,06,009,17.6
Colusa County,California,06,011,27.8
Contra Costa County,California,06,013,23.3
Del Norte County,California,06,015,21.2
El Dorado County,California,06,017,20.6
Fresno County,California,06,019,28.7
Glenn County,California,06,021,26.9
Humboldt County,California,06,023,19.5
Imperial County,California,06,025,28.7
Inyo County,California,06,027,20.4
Kern County,California,06,029,29.3
Kings County,California,06,031,27.4
Lake County,California,06,033,20.5
Lassen County,California,06,035,16.0
Los Angeles County,California,06,037,22.5
Madera County,California,06,039,27.7
Marin County,California,06,041,20.4
Mariposa County,California,06,043,16.4
Mendocino County,California,06,045,21.8
Merced County,California,06,047,29.9
Modoc County,California,06,049,19.5
Mono County,California,06,051,19.5
Monterey County,California,06,053,26.4
Napa County,California,06,055,21.5
Nevada County,California,06,057,17.6
Orange County,California,06,059,22.7
Placer County,California,06,061,22.7
Plumas County,California,06,063,16.4
Riverside County,California,06,065,26.1
Sacramento County,California,06,067,24.2
San Benito County,California,06,069,26.6
San Bernardino County,California,06,071,27.0
San Diego County,California,06,073,22.2
San Francisco County,California,06,075,13.4
San Joaquin County,California,06,077,27.7
San Luis Obispo County,California,06,079,18.1
San Mateo County,California,06,081,21.3
Santa Barbara County,California,06,083,22.4
Santa Clara County,California,06,085,22.8
Santa Cruz County,California,06,087,19.9
Shasta County,California,06,089,21.7
Sierra County,California,06,091,14.8
Siskiyou County,California,06,093,20.3
Solano County,California,06,095,22.7
Sonoma County,California,06,097,20.4
Stanislaus County,California,06,099,27.3
Sutter County,California,06,101,26.3
Tehama County,California,06,103,23.9
Trinity County,California,06,105,16.6
Tulare County,California,06,107,31.4
Tuolumne County,California,06,109,16.8
Ventura County,California,06,111,23.9
Yolo County,California,06,113,21.5
Yuba County,California,06,115,27.7
Alamosa County,Colorado,08,003,24.3
Archuleta County,Colorado,08,007,17.4
Baca County,Colorado,08,009,20.9
Bent County,Colorado,08,011,15.6
Chaffee County,Colorado,08,015,15.2
Cheyenne County,Colorado,08,017,31.2
Clear Creek County,Colorado,08,019,16.5
Conejos County,Colorado,08,021,27.5
Costilla County,Colorado,08,023,18.3
Crowley County,Colorado,08,025,13.0
Custer County,Colorado,08,027,15.4
Delta County,Colorado,08,029,20.4
Dolores County,Colorado,08,033,20.8
Douglas County,Colorado,08,035,27.8
Eagle County,Colorado,08,037,22.5
Elbert County,Colorado,08,039,22.3
El Paso County,Colorado,08,041,24.8
Fremont County,Colorado,08,043,16.0
Garfield County,Colorado,08,045,25.8
Gilpin County,Colorado,08,047,18.4
Grand County,Colorado,08,049,17.3
Gunnison County,Colorado,08,051,17.7
Huerfano County,Colorado,08,055,15.9
Jackson County,Colorado,08,057,21.1
Kiowa County,Colorado,08,061,27.6
Kit Carson County,Colorado,08,063,22.8
Lake County,Colorado,08,065,17.9
La Plata County,Colorado,08,067,19.3
Larimer County,Colorado,08,069,20.3
Las Animas County,Colorado,08,071,18.1
Lincoln County,Colorado,08,073,19.9
Logan County,Colorado,08,075,21.4
Mesa County,Colorado,08,077,22.1
Moffat County,Colorado,08,081,25.8
Montezuma County,Colorado,08,083,22.5
Montrose County,Colorado,08,085,22.3
Morgan County,Colorado,08,087,26.4
Otero County,Colorado,08,089,23.6
Ouray County,Colorado,08,091,14.7
Park County,Colorado,08,093,16.6
Phillips County,Colorado,08,095,24.9
Pitkin County,Colorado,08,097,16.2
Prowers County,Colorado,08,099,25.5
Pueblo County,Colorado,08,101,23.1
Rio Blanco County,Colorado,08,103,24.2
Rio Grande County,Colorado,08,105,23.7
Routt County,Colorado,08,107,18.9
Saguache County,Colorado,08,109,22.1
San Miguel County,Colorado,08,113,18.6
Sedgwick County,Colorado,08,115,21.9
Summit County,Colorado,08,117,16.2
Teller County,Colorado,08,119,18.4
Washington County,Colorado,08,121,22.7
Yuma County,Colorado,08,125,26.9
Adams County,Colorado,08,001,27.6
Arapahoe County,Colorado,08,005,24.3
Boulder County,Colorado,08,013,19.9
Broomfield County,Colorado,08,014,24.1
Denver County,Colorado,08,031,20.4
Jefferson County,Colorado,08,059,20.6
Weld County,Colorado,08,123,26.8
Fairfield County,Connecticut,09,001,23.2
Hartford County,Connecticut,09,003,21.4
Litchfield County,Connecticut,09,005,19.1
Middlesex County,Connecticut,09,007,18.8
New Haven County,Connecticut,09,009,20.8
New London County,Connecticut,09,011,20.0
Tolland County,Connecticut,09,013,18.1
Windham County,Connecticut,09,015,20.4
Kent County,Delaware,10,001,23.4
New Castle County,Delaware,10,003,22.0
Sussex County,Delaware,10,005,19.3
Alachua County,Florida,12,001,18.0
Baker County,Florida,12,003,24.4
Bay County,Florida,12,005,21.6
Bradford County,Florida,12,007,20.4
Brevard County,Florida,12,009,18.7
Broward County,Florida,12,011,21.5
Calhoun County,Florida,12,013,21.7
Charlotte County,Florida,12,015,12.8
Citrus County,Florida,12,017,15.0
Clay County,Florida,12,019,24.1
Collier County,Florida,12,021,17.9
Columbia County,Florida,12,023,21.9
Miami-Dade County,Florida,12,086,20.5
DeSoto County,Florida,12,027,20.1
Dixie County,Florida,12,029,18.7
Duval County,Florida,12,031,22.8
Escambia County,Florida,12,033,21.0
Flagler County,Florida,12,035,17.8
Franklin County,Florida,12,037,16.4
Gadsden County,Florida,12,039,22.1
Gilchrist County,Florida,12,041,20.6
Glades County,Florida,12,043,16.4
Gulf County,Florida,12,045,15.7
Hamilton County,Florida,12,047,19.1
Hardee County,Florida,12,049,26.7
Hendry County,Florida,12,051,27.5
Hernando County,Florida,12,053,18.7
Highlands County,Florida,12,055,17.6
Hillsborough County,Florida,12,057,23.1
Holmes County,Florida,12,059,19.7
Indian River County,Florida,12,061,17.2
Jackson County,Florida,12,063,18.9
Jefferson County,Florida,12,065,16.4
Lafayette County,Florida,12,067,21.1
Lake County,Florida,12,069,19.7
Lee County,Florida,12,071,18.4
Leon County,Florida,12,073,18.8
Levy County,Florida,12,075,20.1
Liberty County,Florida,12,077,18.1
Madison County,Florida,12,079,19.2
Manatee County,Florida,12,081,19.1
Marion County,Florida,12,083,18.8
Martin County,Florida,12,085,16.8
Monroe County,Florida,12,087,15.1
Nassau County,Florida,12,089,20.3
Okaloosa County,Florida,12,091,22.3
Okeechobee County,Florida,12,093,22.1
Orange County,Florida,12,095,22.6
Osceola County,Florida,12,097,25.0
Palm Beach County,Florida,12,099,19.5
Pasco County,Florida,12,101,20.5
Pinellas County,Florida,12,103,16.9
Polk County,Florida,12,105,22.6
Putnam County,Florida,12,107,21.7
Saint Johns County,Florida,12,109,22.0
Saint Lucie County,Florida,12,111,20.6
Santa Rosa County,Florida,12,113,22.4
Sarasota County,Florida,12,115,14.8
Seminole County,Florida,12,117,21.5
Sumter County,Florida,12,119,7.4
Suwannee County,Florida,12,121,21.6
Taylor County,Florida,12,123,19.3
Union County,Florida,12,125,18.9
Volusia County,Florida,12,127,18.0
Wakulla County,Florida,12,129,20.8
Walton County,Florida,12,131,20.4
Washington County,Florida,12,133,19.8
Appling County,Georgia,13,001,25.1
Atkinson County,Georgia,13,003,27.9
Bacon County,Georgia,13,005,25.8
Baker County,Georgia,13,007,20.1
Baldwin County,Georgia,13,009,19.3
Banks County,Georgia,13,011,23.3
Barrow County,Georgia,13,013,27.0
Bartow County,Georgia,13,015,25.0
Ben Hill County,Georgia,13,017,25.5
Berrien County,Georgia,13,019,24.0
Bibb County,Georgia,13,021,24.9
Bleckley County,Georgia,13,023,21.2
Brantley County,Georgia,13,025,24.5
Brooks County,Georgia,13,027,21.7
Bryan County,Georgia,13,029,29.2
Bulloch County,Georgia,13,031,20.1
Burke County,Georgia,13,033,26.3
Butts County,Georgia,13,035,21.1
Calhoun County,Georgia,13,037,18.1
Camden County,Georgia,13,039,24.8
Candler County,Georgia,13,043,25.5
Carroll County,Georgia,13,045,24.2
Catoosa County,Georgia,13,047,23.5
Charlton County,Georgia,13,049,19.5
Chatham County,Georgia,13,051,22.0
Chattahoochee County,Georgia,13,053,22.3
Chattooga County,Georgia,13,055,22.7
Cherokee County,Georgia,13,057,25.7
Clarke County,Georgia,13,059,17.4
Clay County,Georgia,13,061,23.5
Clayton County,Georgia,13,063,28.2
Clinch County,Georgia,13,065,26.6
Cobb County,Georgia,13,067,24.4
Coffee County,Georgia,13,069,24.6
Colquitt County,Georgia,13,071,26.6
Columbia County,Georgia,13,073,25.9
Cook County,Georgia,13,075,26.1
Coweta County,Georgia,13,077,25.5
Crawford County,Georgia,13,079,21.4
Crisp County,Georgia,13,081,24.8
Dade County,Georgia,13,083,19.2
Dawson County,Georgia,13,085,21.3
Decatur County,Georgia,13,087,24.7
DeKalb County,Georgia,13,089,23.5
Dodge County,Georgia,13,091,20.5
Dooly County,Georgia,13,093,18.7
Dougherty County,Georgia,13,095,24.7
Douglas County,Georgia,13,097,26.6
Early County,Georgia,13,099,24.8
Echols County,Georgia,13,101,28.4
Effingham County,Georgia,13,103,26.9
Elbert County,Georgia,13,105,22.0
Emanuel County,Georgia,13,107,25.2
Evans County,Georgia,13,109,26.5
Fannin County,Georgia,13,111,17.4
Fayette County,Georgia,13,113,23.8
Floyd County,Georgia,13,115,23.5
Forsyth County,Georgia,13,117,28.6
Franklin County,Georgia,13,119,22.2
Fulton County,Georgia,13,121,22.8
Gilmer County,Georgia,13,123,20.3
Glascock County,Georgia,13,125,23.1
Glynn County,Georgia,13,127,22.8
Gordon County,Georgia,13,129,25.3
Grady County,Georgia,13,131,25.2
Greene County,Georgia,13,133,19.3
Gwinnett County,Georgia,13,135,27.7
Habersham County,Georgia,13,137,22.8
Hall County,Georgia,13,139,26.3
Hancock County,Georgia,13,141,14.4
Haralson County,Georgia,13,143,24.2
Harris County,Georgia,13,145,22.1
Hart County,Georgia,13,147,21.1
Heard County,Georgia,13,149,23.2
Henry County,Georgia,13,151,26.7
Houston County,Georgia,13,153,25.8
Irwin County,Georgia,13,155,22.1
Jackson County,Georgia,13,157,25.5
Jasper County,Georgia,13,159,23.7
Jeff Davis County,Georgia,13,161,27.0
Jefferson County,Georgia,13,163,23.9
Jenkins County,Georgia,13,165,24.2
Johnson County,Georgia,13,167,20.4
Jones County,Georgia,13,169,23.9
Lamar County,Georgia,13,171,21.0
Lanier County,Georgia,13,173,25.5
Laurens County,Georgia,13,175,24.8
Lee County,Georgia,13,177,26.8
Liberty County,Georgia,13,179,28.7
Lincoln County,Georgia,13,181,19.4
Long County,Georgia,13,183,28.5
Lowndes County,Georgia,13,185,24.0
Lumpkin County,Georgia,13,187,18.5
McDuffie County,Georgia,13,189,26.4
McIntosh County,Georgia,13,191,17.7
Macon County,Georgia,13,193,19.5
Madison County,Georgia,13,195,23.1
Marion County,Georgia,13,197,21.9
Meriwether County,Georgia,13,199,22.0
Miller County,Georgia,13,201,23.1
Mitchell County,Georgia,13,205,23.5
Monroe County,Georgia,13,207,20.8
Montgomery County,Georgia,13,209,21.6
Morgan County,Georgia,13,211,22.9
Murray County,Georgia,13,213,25.3
Muscogee County,Georgia,13,215,24.9
Newton County,Georgia,13,217,26.9
Oconee County,Georgia,13,219,26.8
Oglethorpe County,Georgia,13,221,21.8
Paulding County,Georgia,13,223,27.5
Peach County,Georgia,13,225,21.8
Pickens County,Georgia,13,227,20.4
Pierce County,Georgia,13,229,25.2
Pike County,Georgia,13,231,24.3
Polk County,Georgia,13,233,26.0
Pulaski County,Georgia,13,235,17.0
Putnam County,Georgia,13,237,19.7
Quitman County,Georgia,13,239,17.4
Rabun County,Georgia,13,241,17.4
Randolph County,Georgia,13,243,23.0
Richmond County,Georgia,13,245,23.4
Rockdale County,Georgia,13,247,25.6
Schley County,Georgia,13,249,25.7
Screven County,Georgia,13,251,22.1
Seminole County,Georgia,13,253,21.7
Spalding County,Georgia,13,255,24.2
Stephens County,Georgia,13,257,22.5
Stewart County,Georgia,13,259,14.3
Sumter County,Georgia,13,261,23.5
Talbot County,Georgia,13,263,17.7
Taliaferro County,Georgia,13,265,16.1
Tattnall County,Georgia,13,267,20.8
Taylor County,Georgia,13,269,21.1
Telfair County,Georgia,13,271,17.5
Terrell County,Georgia,13,273,24.2
Thomas County,Georgia,13,275,24.2
Tift County,Georgia,13,277,24.9
Toombs County,Georgia,13,279,27.1
Towns County,Georgia,13,281,13.6
Treutlen County,Georgia,13,283,21.3
Troup County,Georgia,13,285,25.2
Turner County,Georgia,13,287,24.9
Twiggs County,Georgia,13,289,19.2
Union County,Georgia,13,291,16.2
Upson County,Georgia,13,293,22.4
Walker County,Georgia,13,295,22.3
Walton County,Georgia,13,297,25.4
Ware County,Georgia,13,299,23.9
Warren County,Georgia,13,301,21.2
Washington County,Georgia,13,303,22.5
Wayne County,Georgia,13,305,24.7
Webster County,Georgia,13,307,23.6
Wheeler County,Georgia,13,309,16.9
White County,Georgia,13,311,20.9
Whitfield County,Georgia,13,313,26.8
Wilcox County,Georgia,13,315,19.4
Wilkes County,Georgia,13,317,20.6
Wilkinson County,Georgia,13,319,23.2
Worth County,Georgia,13,321,23.4
Hawaii County,Hawaii,15,001,22.0
Honolulu County,Hawaii,15,003,21.4
Kauai County,Hawaii,15,007,22.2
Kalawao County,Hawaii,15,005,2.3
Maui County,Hawaii,15,009,22.2
Ada County,Idaho,16,001,24.8
Adams County,Idaho,16,003,17.6
Bannock County,Idaho,16,005,26.8
Bear Lake County,Idaho,16,007,27.1
Benewah County,Idaho,16,009,22.4
Bingham County,Idaho,16,011,31.7
Blaine County,Idaho,16,013,23.1
Boise County,Idaho,16,015,18.1
Bonner County,Idaho,16,017,20.2
Bonneville County,Idaho,16,019,31.3
Boundary County,Idaho,16,021,23.5
Butte County,Idaho,16,023,20.4
Camas County,Idaho,16,025,25.1
Canyon County,Idaho,16,027,29.7
Caribou County,Idaho,16,029,28.6
Cassia County,Idaho,16,031,32.6
Clearwater County,Idaho,16,035,16.0
Custer County,Idaho,16,037,16.1
Elmore County,Idaho,16,039,26.0
Franklin County,Idaho,16,041,33.7
Fremont County,Idaho,16,043,27.7
Gem County,Idaho,16,045,23.6
Gooding County,Idaho,16,047,27.7
Idaho County,Idaho,16,049,19.9
Jefferson County,Idaho,16,051,34.7
Jerome County,Idaho,16,053,31.1
Kootenai County,Idaho,16,055,23.4
Latah County,Idaho,16,057,18.8
Lemhi County,Idaho,16,059,17.6
Lewis County,Idaho,16,061,22.9
Lincoln County,Idaho,16,063,30.9
Madison County,Idaho,16,065,27.1
Minidoka County,Idaho,16,067,28.7
Nez Perce County,Idaho,16,069,21.5
Oneida County,Idaho,16,071,28.6
Owyhee County,Idaho,16,073,26.7
Payette County,Idaho,16,075,27.0
Power County,Idaho,16,077,30.3
Shoshone County,Idaho,16,079,20.0
Teton County,Idaho,16,081,27.4
Twin Falls County,Idaho,16,083,27.9
Valley County,Idaho,16,085,18.4
Washington County,Idaho,16,087,23.4
Adams County,Illinois,17,001,22.6
Alexander County,Illinois,17,003,24.3
Bond County,Illinois,17,005,19.5
Boone County,Illinois,17,007,26.0
Brown County,Illinois,17,009,15.4
Bureau County,Illinois,17,011,21.9
Calhoun County,Illinois,17,013,21.0
Carroll County,Illinois,17,015,19.5
Cass County,Illinois,17,017,24.4
Champaign County,Illinois,17,019,19.0
Christian County,Illinois,17,021,20.8
Clark County,Illinois,17,023,22.9
Clay County,Illinois,17,025,21.8
Clinton County,Illinois,17,027,21.4
Coles County,Illinois,17,029,18.0
Cook County,Illinois,17,031,22.4
Crawford County,Illinois,17,033,19.4
Cumberland County,Illinois,17,035,22.8
DeKalb County,Illinois,17,037,21.8
De Witt County,Illinois,17,039,21.9
Douglas County,Illinois,17,041,25.3
DuPage County,Illinois,17,043,23.3
Edgar County,Illinois,17,045,21.0
Edwards County,Illinois,17,047,23.3
Effingham County,Illinois,17,049,24.0
Fayette County,Illinois,17,051,20.7
Ford County,Illinois,17,053,23.0
Franklin County,Illinois,17,055,22.2
Fulton County,Illinois,17,057,20.0
Gallatin County,Illinois,17,059,21.5
Greene County,Illinois,17,061,21.6
Grundy County,Illinois,17,063,25.8
Hamilton County,Illinois,17,065,22.3
Hancock County,Illinois,17,067,21.1
Hardin County,Illinois,17,069,17.4
Henderson County,Illinois,17,071,18.9
Henry County,Illinois,17,073,22.6
Iroquois County,Illinois,17,075,22.1
Jackson County,Illinois,17,077,18.1
Jasper County,Illinois,17,079,23.4
Jefferson County,Illinois,17,081,22.1
Jersey County,Illinois,17,083,21.3
Jo Daviess County,Illinois,17,085,19.4
Johnson County,Illinois,17,087,18.1
Kane County,Illinois,17,089,26.7
Kankakee County,Illinois,17,091,23.9
Kendall County,Illinois,17,093,29.5
Knox County,Illinois,17,095,19.8
Lake County,Illinois,17,097,25.1
LaSalle County,Illinois,17,099,21.9
Lawrence County,Illinois,17,101,19.1
Lee County,Illinois,17,103,20.0
Livingston County,Illinois,17,105,21.9
Logan County,Illinois,17,107,19.0
McDonough County,Illinois,17,109,16.6
McHenry County,Illinois,17,111,24.6
McLean County,Illinois,17,113,22.0
Macon County,Illinois,17,115,22.3
Macoupin County,Illinois,17,117,21.5
Madison County,Illinois,17,119,22.1
Marion County,Illinois,17,121,22.8
Marshall County,Illinois,17,123,20.3
Mason County,Illinois,17,125,20.9
Massac County,Illinois,17,127,22.2
Menard County,Illinois,17,129,22.4
Mercer County,Illinois,17,131,21.7
Monroe County,Illinois,17,133,22.9
Montgomery County,Illinois,17,135,20.1
Morgan County,Illinois,17,137,19.7
Moultrie County,Illinois,17,139,25.1
Ogle County,Illinois,17,141,23.0
Peoria County,Illinois,17,143,23.9
Perry County,Illinois,17,145,19.2
Piatt County,Illinois,17,147,22.7
Pike County,Illinois,17,149,22.3
Pope County,Illinois,17,151,16.0
Pulaski County,Illinois,17,153,21.7
Putnam County,Illinois,17,155,20.1
Randolph County,Illinois,17,157,19.3
Richland County,Illinois,17,159,22.1
Rock Island County,Illinois,17,161,22.4
Saint Clair County,Illinois,17,163,23.9
Saline County,Illinois,17,165,21.9
Sangamon County,Illinois,17,167,22.8
Schuyler County,Illinois,17,169,18.3
Scott County,Illinois,17,171,22.4
Shelby County,Illinois,17,173,21.6
Stark County,Illinois,17,175,22.0
Stephenson County,Illinois,17,177,21.8
Tazewell County,Illinois,17,179,23.0
Union County,Illinois,17,181,21.3
Vermilion County,Illinois,17,183,23.9
Wabash County,Illinois,17,185,22.0
Warren County,Illinois,17,187,22.2
Washington County,Illinois,17,189,21.7
Wayne County,Illinois,17,191,22.7
White County,Illinois,17,193,21.9
Whiteside County,Illinois,17,195,22.6
Will County,Illinois,17,197,26.1
Williamson County,Illinois,17,199,21.9
Winnebago County,Illinois,17,201,23.8
Woodford County,Illinois,17,203,24.9
Adams County,Indiana,18,001,31.2
Allen County,Indiana,18,003,26.1
Bartholomew County,Indiana,18,005,24.0
Benton County,Indiana,18,007,25.0
Blackford County,Indiana,18,009,21.8
Boone County,Indiana,18,011,26.9
Brown County,Indiana,18,013,18.5
Carroll County,Indiana,18,015,23.0
Cass County,Indiana,18,017,23.7
Clark County,Indiana,18,019,22.9
Clay County,Indiana,18,021,23.1
Clinton County,Indiana,18,023,26.3
Crawford County,Indiana,18,025,22.1
Daviess County,Indiana,18,027,29.1
Dearborn County,Indiana,18,029,23.3
Decatur County,Indiana,18,031,24.6
DeKalb County,Indiana,18,033,24.8
Delaware County,Indiana,18,035,18.9
Dubois County,Indiana,18,037,24.5
Elkhart County,Indiana,18,039,27.9
Fayette County,Indiana,18,041,22.2
Floyd County,Indiana,18,043,23.1
Fountain County,Indiana,18,045,22.5
Franklin County,Indiana,18,047,24.1
Fulton County,Indiana,18,049,23.8
Gibson County,Indiana,18,051,23.5
Grant County,Indiana,18,053,20.8
Greene County,Indiana,18,055,22.4
Hamilton County,Indiana,18,057,28.2
Hancock County,Indiana,18,059,24.0
Harrison County,Indiana,18,061,22.6
Hendricks County,Indiana,18,063,25.8
Henry County,Indiana,18,065,20.8
Howard County,Indiana,18,067,22.9
Huntington County,Indiana,18,069,22.0
Jackson County,Indiana,18,071,24.5
Jasper County,Indiana,18,073,24.1
Jay County,Indiana,18,075,25.8
Jefferson County,Indiana,18,077,20.7
Jennings County,Indiana,18,079,23.9
