County,State,State_FIPS,County_FIPS,masters_degree
Cedar County,Iowa,19,031,435
Cerro Gordo County,Iowa,19,033,1092
Cherokee County,Iowa,19,035,259
Chickasaw County,Iowa,19,037,243
Clarke County,Iowa,19,039,194
Clay County,Iowa,19,041,221
Clayton County,Iowa,19,043,400
Clinton County,Iowa,19,045,1078
Crawford County,Iowa,19,047,277
Dallas County,Iowa,19,049,3284
Davis County,Iowa,19,051,140
Decatur County,Iowa,19,053,176
Delaware County,Iowa,19,055,391
Des Moines County,Iowa,19,057,1227
Dickinson County,Iowa,19,059,673
Dubuque County,Iowa,19,061,4046
Emmet County,Iowa,19,063,187
Fayette County,Iowa,19,065,642
Floyd County,Iowa,19,067,466
Franklin County,Iowa,19,069,234
Fremont County,Iowa,19,071,122
Greene County,Iowa,19,073,150
Grundy County,Iowa,19,075,338
Guthrie County,Iowa,19,077,160
Hamilton County,Iowa,19,079,313
Hancock County,Iowa,19,081,199
Hardin County,Iowa,19,083,547
Harrison County,Iowa,19,085,290
Henry County,Iowa,19,087,441
Howard County,Iowa,19,089,147
Humboldt County,Iowa,19,091,272
Ida County,Iowa,19,093,204
Iowa County,Iowa,19,095,450
Jackson County,Iowa,19,097,421
Jasper County,Iowa,19,099,854
Jefferson County,Iowa,19,101,1145
Johnson County,Iowa,19,103,9859
Jones County,Iowa,19,105,449
Keokuk County,Iowa,19,107,209
Kossuth County,Iowa,19,109,392
Lee County,Iowa,19,111,763
Linn County,Iowa,19,113,9400
Louisa County,Iowa,19,115,184
Lucas County,Iowa,19,117,97
Lyon County,Iowa,19,119,225
Madison County,Iowa,19,121,355
Mahaska County,Iowa,19,123,605
Marion County,Iowa,19,125,1118
Marshall County,Iowa,19,127,1178
Mills County,Iowa,19,129,573
Mitchell County,Iowa,19,131,165
Monona County,Iowa,19,133,151
Monroe County,Iowa,19,135,233
Montgomery County,Iowa,19,137,219
Muscatine County,Iowa,19,139,1081
O'Brien County,Iowa,19,141,276
Osceola County,Iowa,19,143,71
Page County,Iowa,19,145,399
Palo Alto County,Iowa,19,147,159
Plymouth County,Iowa,19,149,750
Pocahontas County,Iowa,19,151,147
Polk County,Iowa,19,153,19486
Pottawattamie County,Iowa,19,155,2497
Poweshiek County,Iowa,19,157,520
Ringgold County,Iowa,19,159,201
Sac County,Iowa,19,161,263
Scott County,Iowa,19,163,8415
Shelby County,Iowa,19,165,238
Sioux County,Iowa,19,167,971
Story County,Iowa,19,169,5316
Tama County,Iowa,19,171,403
Taylor County,Iowa,19,173,138
Union County,Iowa,19,175,282
Van Buren County,Iowa,19,177,169
Wapello County,Iowa,19,179,980
Warren County,Iowa,19,181,1554
Washington County,Iowa,19,183,534
Wayne County,Iowa,19,185,107
Webster County,Iowa,19,187,860
Winnebago County,Iowa,19,189,290
Winneshiek County,Iowa,19,191,707
Woodbury County,Iowa,19,193,3231
Worth County,Iowa,19,195,152
Wright County,Iowa,19,197,323
Allen County,Kansas,20,001,344
Anderson County,Kansas,20,003,228
Atchison County,Kansas,20,005,646
Barber County,Kansas,20,007,155
Barton County,Kansas,20,009,727
Bourbon County,Kansas,20,011,511
Brown County,Kansas,20,013,329
Butler County,Kansas,20,015,2744
Chase County,Kansas,20,017,108
Chautauqua County,Kansas,20,019,108
Cherokee County,Kansas,20,021,660
Cheyenne County,Kansas,20,023,73
Clark County,Kansas,20,025,61
Clay County,Kansas,20,027,265
Cloud County,Kansas,20,029,225
Coffey County,Kansas,20,031,239
Comanche County,Kansas,20,033,73
Cowley County,Kansas,20,035,1325
Crawford County,Kansas,20,037,1585
Decatur County,Kansas,20,039,79
Dickinson County,Kansas,20,041,505
Doniphan County,Kansas,20,043,248
Douglas County,Kansas,20,045,8490
Edwards County,Kansas,20,047,87
Elk County,Kansas,20,049,79
Ellis County,Kansas,20,051,1200
Ellsworth County,Kansas,20,053,214
Finney County,Kansas,20,055,1108
Ford County,Kansas,20,057,747
Franklin County,Kansas,20,059,725
Geary County,Kansas,20,061,1054
Gove County,Kansas,20,063,47
Graham County,Kansas,20,065,79
Grant County,Kansas,20,067,94
Gray County,Kansas,20,069,131
Greeley County,Kansas,20,071,49
Greenwood County,Kansas,20,073,147
Hamilton County,Kansas,20,075,31
Harper County,Kansas,20,077,221
Harvey County,Kansas,20,079,1593
Haskell County,Kansas,20,081,99
Hodgeman County,Kansas,20,083,63
Jackson County,Kansas,20,085,445
Jefferson County,Kansas,20,087,687
Jewell County,Kansas,20,089,63
Johnson County,Kansas,20,091,48680
Kearny County,Kansas,20,093,71
Kingman County,Kansas,20,095,253
Kiowa County,Kansas,20,097,148
Labette County,Kansas,20,099,711
Lane County,Kansas,20,101,48
Leavenworth County,Kansas,20,103,4920
Lincoln County,Kansas,20,105,127
Linn County,Kansas,20,107,252
Logan County,Kansas,20,109,61
Lyon County,Kansas,20,111,1344
McPherson County,Kansas,20,113,1151
Marion County,Kansas,20,115,483
Marshall County,Kansas,20,117,143
Meade County,Kansas,20,119,159
Miami County,Kansas,20,121,1202
Mitchell County,Kansas,20,123,213
Montgomery County,Kansas,20,125,1048
Morris County,Kansas,20,127,258
Morton County,Kansas,20,129,20
Nemaha County,Kansas,20,131,236
Neosho County,Kansas,20,133,434
Ness County,Kansas,20,135,102
Norton County,Kansas,20,137,81
Osage County,Kansas,20,139,529
Osborne County,Kansas,20,141,73
Ottawa County,Kansas,20,143,191
Pawnee County,Kansas,20,145,319
Phillips County,Kansas,20,147,99
Pottawatomie County,Kansas,20,149,832
Pratt County,Kansas,20,151,506
Rawlins County,Kansas,20,153,46
Reno County,Kansas,20,155,2030
Republic County,Kansas,20,157,163
Rice County,Kansas,20,159,377
Riley County,Kansas,20,161,4498
Rooks County,Kansas,20,163,175
Rush County,Kansas,20,165,103
Russell County,Kansas,20,167,232
Saline County,Kansas,20,169,2623
Scott County,Kansas,20,171,135
Sedgwick County,Kansas,20,173,21116
Seward County,Kansas,20,175,406
Shawnee County,Kansas,20,177,8171
Sheridan County,Kansas,20,179,102
Sherman County,Kansas,20,181,116
Smith County,Kansas,20,183,96
Stafford County,Kansas,20,185,113
Stanton County,Kansas,20,187,44
Stevens County,Kansas,20,189,137
Sumner County,Kansas,20,191,751
Thomas County,Kansas,20,193,366
Trego County,Kansas,20,195,39
Wabaunsee County,Kansas,20,197,190
Wallace County,Kansas,20,199,35
Washington County,Kansas,20,201,149
Wichita County,Kansas,20,203,38
Wilson County,Kansas,20,205,181
Woodson County,Kansas,20,207,53
Wyandotte County,Kansas,20,209,3863
Adair County,Kentucky,21,001,605
Allen County,Kentucky,21,003,381
Anderson County,Kentucky,21,005,962
Ballard County,Kentucky,21,007,363
Barren County,Kentucky,21,009,1210
Bath County,Kentucky,21,011,280
Bell County,Kentucky,21,013,748
Boone County,Kentucky,21,015,5985
Bourbon County,Kentucky,21,017,566
Boyd County,Kentucky,21,019,1766
Boyle County,Kentucky,21,021,1258
Bracken County,Kentucky,21,023,210
Breathitt County,Kentucky,21,025,444
Breckinridge County,Kentucky,21,027,445
Bullitt County,Kentucky,21,029,1847
Butler County,Kentucky,21,031,219
Caldwell County,Kentucky,21,033,575
Calloway County,Kentucky,21,035,1859
Campbell County,Kentucky,21,037,4471
Carlisle County,Kentucky,21,039,164
Carroll County,Kentucky,21,041,204
Carter County,Kentucky,21,043,709
Casey County,Kentucky,21,045,375
Christian County,Kentucky,21,047,1762
Clark County,Kentucky,21,049,1123
Clay County,Kentucky,21,051,496
Clinton County,Kentucky,21,053,214
Crittenden County,Kentucky,21,055,222
Cumberland County,Kentucky,21,057,202
Daviess County,Kentucky,21,059,3802
Edmonson County,Kentucky,21,061,183
Elliott County,Kentucky,21,063,78
Estill County,Kentucky,21,065,340
Fayette County,Kentucky,21,067,19733
Fleming County,Kentucky,21,069,366
Floyd County,Kentucky,21,071,1131
Franklin County,Kentucky,21,073,2517
Fulton County,Kentucky,21,075,121
Gallatin County,Kentucky,21,077,96
Garrard County,Kentucky,21,079,443
Grant County,Kentucky,21,081,429
Graves County,Kentucky,21,083,1020
Grayson County,Kentucky,21,085,676
Green County,Kentucky,21,087,317
Greenup County,Kentucky,21,089,1339
Hancock County,Kentucky,21,091,151
Hardin County,Kentucky,21,093,4049
Harlan County,Kentucky,21,095,743
Harrison County,Kentucky,21,097,433
Hart County,Kentucky,21,099,365
Henderson County,Kentucky,21,101,1611
Henry County,Kentucky,21,103,427
Hickman County,Kentucky,21,105,67
Hopkins County,Kentucky,21,107,1549
Jackson County,Kentucky,21,109,198
Jefferson County,Kentucky,21,111,41870
Jessamine County,Kentucky,21,113,2334
Johnson County,Kentucky,21,115,481
Kenton County,Kentucky,21,117,8133
Knott County,Kentucky,21,119,624
Knox County,Kentucky,21,121,601
Larue County,Kentucky,21,123,413
Laurel County,Kentucky,21,125,1356
Lawrence County,Kentucky,21,127,447
Lee County,Kentucky,21,129,155
Leslie County,Kentucky,21,131,220
Letcher County,Kentucky,21,133,722
Lewis County,Kentucky,21,135,265
Lincoln County,Kentucky,21,137,466
Livingston County,Kentucky,21,139,349
Logan County,Kentucky,21,141,641
Lyon County,Kentucky,21,143,239
McCracken County,Kentucky,21,145,2629
McCreary County,Kentucky,21,147,434
McLean County,Kentucky,21,149,243
Madison County,Kentucky,21,151,3906
Magoffin County,Kentucky,21,153,261
Marion County,Kentucky,21,155,551
Marshall County,Kentucky,21,157,1236
Martin County,Kentucky,21,159,343
Mason County,Kentucky,21,161,588
Meade County,Kentucky,21,163,902
Menifee County,Kentucky,21,165,153
Mercer County,Kentucky,21,167,791
Metcalfe County,Kentucky,21,169,152
Monroe County,Kentucky,21,171,212
Montgomery County,Kentucky,21,173,812
Morgan County,Kentucky,21,175,375
Muhlenberg County,Kentucky,21,177,894
Nelson County,Kentucky,21,179,1528
Nicholas County,Kentucky,21,181,206
Ohio County,Kentucky,21,183,606
Oldham County,Kentucky,21,185,4372
Owen County,Kentucky,21,187,214
Owsley County,Kentucky,21,189,134
Pendleton County,Kentucky,21,191,318
Perry County,Kentucky,21,193,847
Pike County,Kentucky,21,195,1775
Powell County,Kentucky,21,197,404
Pulaski County,Kentucky,21,199,1948
Robertson County,Kentucky,21,201,30
Rockcastle County,Kentucky,21,203,491
Rowan County,Kentucky,21,205,1214
Russell County,Kentucky,21,207,515
Scott County,Kentucky,21,209,2381
Shelby County,Kentucky,21,211,1833
Simpson County,Kentucky,21,213,466
Spencer County,Kentucky,21,215,439
Taylor County,Kentucky,21,217,803
Todd County,Kentucky,21,219,155
Trigg County,Kentucky,21,221,530
Trimble County,Kentucky,21,223,220
Union County,Kentucky,21,225,281
Warren County,Kentucky,21,227,5149
Washington County,Kentucky,21,229,380
Wayne County,Kentucky,21,231,490
Webster County,Kentucky,21,233,318
Whitley County,Kentucky,21,235,723
Wolfe County,Kentucky,21,237,284
Woodford County,Kentucky,21,239,1263
Acadia Parish,Louisiana,22,001,718
Allen Parish,Louisiana,22,003,571
Ascension Parish,Louisiana,22,005,3260
Assumption Parish,Louisiana,22,007,228
Avoyelles Parish,Louisiana,22,009,697
Beauregard Parish,Louisiana,22,011,885
Bienville Parish,Louisiana,22,013,386
Bossier Parish,Louisiana,22,015,4719
Caddo Parish,Louisiana,22,017,8785
Calcasieu Parish,Louisiana,22,019,5085
Caldwell Parish,Louisiana,22,021,209
Cameron Parish,Louisiana,22,023,78
Catahoula Parish,Louisiana,22,025,159
Claiborne Parish,Louisiana,22,027,290
Concordia Parish,Louisiana,22,029,529
De Soto Parish,Louisiana,22,031,534
East Baton Rouge Parish,Louisiana,22,033,21332
East Carroll Parish,Louisiana,22,035,140
East Feliciana Parish,Louisiana,22,037,274
Evangeline Parish,Louisiana,22,039,526
Franklin Parish,Louisiana,22,041,487
Grant Parish,Louisiana,22,043,496
Iberia Parish,Louisiana,22,045,1430
Iberville Parish,Louisiana,22,047,606
Jackson Parish,Louisiana,22,049,460
Jefferson Parish,Louisiana,22,051,13688
Jefferson Davis Parish,Louisiana,22,053,542
Lafayette Parish,Louisiana,22,055,7164
Lafourche Parish,Louisiana,22,057,2092
LaSalle Parish,Louisiana,22,059,325
Lincoln Parish,Louisiana,22,061,2427
Livingston Parish,Louisiana,22,063,2167
Madison Parish,Louisiana,22,065,258
Morehouse Parish,Louisiana,22,067,428
Natchitoches Parish,Louisiana,22,069,1389
Orleans Parish,Louisiana,22,071,18091
Ouachita Parish,Louisiana,22,073,5222
Plaquemines Parish,Louisiana,22,075,286
Pointe Coupee Parish,Louisiana,22,077,579
Rapides Parish,Louisiana,22,079,3486
Red River Parish,Louisiana,22,081,144
Richland Parish,Louisiana,22,083,399
Sabine Parish,Louisiana,22,085,412
Saint Bernard Parish,Louisiana,22,087,486
Saint Charles Parish,Louisiana,22,089,1391
Saint Helena Parish,Louisiana,22,091,212
Saint James Parish,Louisiana,22,093,463
Saint John the Baptist Parish,Louisiana,22,095,774
Saint Landry Parish,Louisiana,22,097,1491
Saint Martin Parish,Louisiana,22,099,870
Saint Mary Parish,Louisiana,22,101,774
Saint Tammany Parish,Louisiana,22,103,10086
Tangipahoa Parish,Louisiana,22,105,3457
Tensas Parish,Louisiana,22,107,72
Terrebonne Parish,Louisiana,22,109,2277
Union Parish,Louisiana,22,111,400
Vermilion Parish,Louisiana,22,113,797
Vernon Parish,Louisiana,22,115,1315
Washington Parish,Louisiana,22,117,846
Webster Parish,Louisiana,22,119,705
West Baton Rouge Parish,Louisiana,22,121,466
West Carroll Parish,Louisiana,22,123,242
West Feliciana Parish,Louisiana,22,125,371
Winn Parish,Louisiana,22,127,253
Androscoggin County,Maine,23,001,3295
Aroostook County,Maine,23,003,1798
Cumberland County,Maine,23,005,20314
Franklin County,Maine,23,007,1303
Hancock County,Maine,23,009,3279
Kennebec County,Maine,23,011,5595
Knox County,Maine,23,013,1835
Lincoln County,Maine,23,015,2467
Oxford County,Maine,23,017,2239
Penobscot County,Maine,23,019,5934
Piscataquis County,Maine,23,021,520
Sagadahoc County,Maine,23,023,2165
Somerset County,Maine,23,025,1112
Waldo County,Maine,23,027,1958
Washington County,Maine,23,029,1189
York County,Maine,23,031,9894
Allegany County,Maryland,24,001,2721
Anne Arundel County,Maryland,24,003,40976
Baltimore County,Maryland,24,005,55934
Calvert County,Maryland,24,009,5344
Caroline County,Maryland,24,011,768
Carroll County,Maryland,24,013,10768
Cecil County,Maryland,24,015,3856
Charles County,Maryland,24,017,7706
Dorchester County,Maryland,24,019,1255
Frederick County,Maryland,24,021,17056
Garrett County,Maryland,24,023,1218
Harford County,Maryland,24,025,15927
Howard County,Maryland,24,027,37113
Kent County,Maryland,24,029,1167
Queen Anne's County,Maryland,24,035,3012
Saint Mary's County,Maryland,24,037,6063
Somerset County,Maryland,24,039,624
Talbot County,Maryland,24,041,2915
Washington County,Maryland,24,043,5539
Wicomico County,Maryland,24,045,4866
Worcester County,Maryland,24,047,2718
Baltimore City,Maryland,24,510,31560
Montgomery County,Maryland,24,031,119049
Prince George's County,Maryland,24,033,51408
Barnstable County,Massachusetts,25,001,19091
Berkshire County,Massachusetts,25,003,8131
Bristol County,Massachusetts,25,005,25067
Dukes County,Massachusetts,25,007,1679
Essex County,Massachusetts,25,009,54988
Franklin County,Massachusetts,25,011,5522
Hampden County,Massachusetts,25,013,20784
Hampshire County,Massachusetts,25,015,13655
Middlesex County,Massachusetts,25,017,172332
Nantucket County,Massachusetts,25,019,710
Norfolk County,Massachusetts,25,021,65828
Plymouth County,Massachusetts,25,023,30155
Suffolk County,Massachusetts,25,025,53226
Worcester County,Massachusetts,25,027,52494
Alcona County,Michigan,26,001,297
Alger County,Michigan,26,003,235
Allegan County,Michigan,26,005,3747
Alpena County,Michigan,26,007,942
Antrim County,Michigan,26,009,1305
Arenac County,Michigan,26,011,399
Baraga County,Michigan,26,013,150
Barry County,Michigan,26,015,1993
Bay County,Michigan,26,017,3339
Benzie County,Michigan,26,019,1035
Berrien County,Michigan,26,021,7855
Branch County,Michigan,26,023,1178
Calhoun County,Michigan,26,025,4549
Cass County,Michigan,26,027,1627
Charlevoix County,Michigan,26,029,1352
Cheboygan County,Michigan,26,031,843
Chippewa County,Michigan,26,033,1263
Clare County,Michigan,26,035,763
Clinton County,Michigan,26,037,3641
Crawford County,Michigan,26,039,391
Delta County,Michigan,26,041,983
Dickinson County,Michigan,26,043,958
Eaton County,Michigan,26,045,5042
Emmet County,Michigan,26,047,1992
Genesee County,Michigan,26,049,14632
Gladwin County,Michigan,26,051,712
Gogebic County,Michigan,26,053,424
Grand Traverse County,Michigan,26,055,5167
Gratiot County,Michigan,26,057,990
Hillsdale County,Michigan,26,059,1517
Houghton County,Michigan,26,061,1345
Huron County,Michigan,26,063,747
Ingham County,Michigan,26,065,15867
Ionia County,Michigan,26,067,1279
Iosco County,Michigan,26,069,853
Iron County,Michigan,26,071,434
Isabella County,Michigan,26,073,2599
Jackson County,Michigan,26,075,4580
Kalamazoo County,Michigan,26,077,13798
Kalkaska County,Michigan,26,079,435
Kent County,Michigan,26,081,28569
Keweenaw County,Michigan,26,083,89
Lake County,Michigan,26,085,246
Lapeer County,Michigan,26,087,2710
Leelanau County,Michigan,26,089,1869
Lenawee County,Michigan,26,091,3736
Livingston County,Michigan,26,093,10252
Luce County,Michigan,26,095,133
Mackinac County,Michigan,26,097,496
Macomb County,Michigan,26,099,36476
Manistee County,Michigan,26,101,892
Marquette County,Michigan,26,103,2754
Mason County,Michigan,26,105,1166
Mecosta County,Michigan,26,107,1563
Menominee County,Michigan,26,109,499
Midland County,Michigan,26,111,5081
Missaukee County,Michigan,26,113,396
Monroe County,Michigan,26,115,5432
Montcalm County,Michigan,26,117,1616
Montmorency County,Michigan,26,119,270
Muskegon County,Michigan,26,121,4802
Newaygo County,Michigan,26,123,1256
Oakland County,Michigan,26,125,107053
Oceana County,Michigan,26,127,766
Ogemaw County,Michigan,26,129,433
Ontonagon County,Michigan,26,131,241
Osceola County,Michigan,26,133,500
Oscoda County,Michigan,26,135,140
Otsego County,Michigan,26,137,735
Ottawa County,Michigan,26,139,12565
Presque Isle County,Michigan,26,141,399
Roscommon County,Michigan,26,143,793
Saginaw County,Michigan,26,145,5905
Saint Clair County,Michigan,26,147,5346
Saint Joseph County,Michigan,26,149,1552
Sanilac County,Michigan,26,151,1121
Schoolcraft County,Michigan,26,153,242
Shiawassee County,Michigan,26,155,1997
Tuscola County,Michigan,26,157,1280
Van Buren County,Michigan,26,159,2739
Washtenaw County,Michigan,26,161,34989
Wayne County,Michigan,26,163,71952
Wexford County,Michigan,26,165,976
Aitkin County,Minnesota,27,001,341
Anoka County,Minnesota,27,003,12354
Becker County,Minnesota,27,005,1009
Beltrami County,Minnesota,27,007,1885
Benton County,Minnesota,27,009,1085
Big Stone County,Minnesota,27,011,85
Blue Earth County,Minnesota,27,013,2325
Brown County,Minnesota,27,015,693
Carlton County,Minnesota,27,017,1240
Carver County,Minnesota,27,019,5569
Cass County,Minnesota,27,021,859
Chippewa County,Minnesota,27,023,204
Chisago County,Minnesota,27,025,1460
Clay County,Minnesota,27,027,2053
Clearwater County,Minnesota,27,029,157
Cook County,Minnesota,27,031,373
Cottonwood County,Minnesota,27,033,371
Crow Wing County,Minnesota,27,035,2106
Dakota County,Minnesota,27,037,22813
Dodge County,Minnesota,27,039,636
Douglas County,Minnesota,27,041,1089
Faribault County,Minnesota,27,043,312
Fillmore County,Minnesota,27,045,583
Freeborn County,Minnesota,27,047,631
Goodhue County,Minnesota,27,049,1410
Grant County,Minnesota,27,051,144
Hennepin County,Minnesota,27,053,82292
Houston County,Minnesota,27,055,665
Hubbard County,Minnesota,27,057,729
Isanti County,Minnesota,27,059,866
Itasca County,Minnesota,27,061,1501
Jackson County,Minnesota,27,063,190
Kanabec County,Minnesota,27,065,392
Kandiyohi County,Minnesota,27,067,1053
Kittson County,Minnesota,27,069,80
Koochiching County,Minnesota,27,071,238
Lac qui Parle County,Minnesota,27,073,136
Lake County,Minnesota,27,075,331
Lake of the Woods County,Minnesota,27,077,53
Le Sueur County,Minnesota,27,079,837
Lincoln County,Minnesota,27,081,115
Lyon County,Minnesota,27,083,783
McLeod County,Minnesota,27,085,817
Mahnomen County,Minnesota,27,087,77
Marshall County,Minnesota,27,089,175
Martin County,Minnesota,27,091,494
Meeker County,Minnesota,27,093,484
Mille Lacs County,Minnesota,27,095,494
Morrison County,Minnesota,27,097,683
Mower County,Minnesota,27,099,795
Murray County,Minnesota,27,101,174
Nicollet County,Minnesota,27,103,1284
Nobles County,Minnesota,27,105,412
Norman County,Minnesota,27,107,78
Olmsted County,Minnesota,27,109,9182
Otter Tail County,Minnesota,27,111,1748
Pennington County,Minnesota,27,113,368
Pine County,Minnesota,27,115,720
Pipestone County,Minnesota,27,117,236
Polk County,Minnesota,27,119,1210
Pope County,Minnesota,27,121,295
Ramsey County,Minnesota,27,123,32200
Red Lake County,Minnesota,27,125,65
Redwood County,Minnesota,27,127,249
Renville County,Minnesota,27,129,192
Rice County,Minnesota,27,131,2418
Rock County,Minnesota,27,133,196
Roseau County,Minnesota,27,135,269
Saint Louis County,Minnesota,27,137,7541
Scott County,Minnesota,27,139,6605
Sherburne County,Minnesota,27,141,2916
Sibley County,Minnesota,27,143,184
Stearns County,Minnesota,27,145,4750
Steele County,Minnesota,27,147,1197
Stevens County,Minnesota,27,149,279
Swift County,Minnesota,27,151,245
Todd County,Minnesota,27,153,376
Traverse County,Minnesota,27,155,60
Wabasha County,Minnesota,27,157,672
Wadena County,Minnesota,27,159,290
Waseca County,Minnesota,27,161,439
Washington County,Minnesota,27,163,14898
Watonwan County,Minnesota,27,165,248
Wilkin County,Minnesota,27,167,147
Winona County,Minnesota,27,169,1778
Wright County,Minnesota,27,171,3934
Yellow Medicine County,Minnesota,27,173,212
Adams County,Mississippi,28,001,1193
Alcorn County,Mississippi,28,003,865
Amite County,Mississippi,28,005,365
Attala County,Mississippi,28,007,662
Benton County,Mississippi,28,009,194
Bolivar County,Mississippi,28,011,1304
Calhoun County,Mississippi,28,013,217
Carroll County,Mississippi,28,015,203
Chickasaw County,Mississippi,28,017,314
Choctaw County,Mississippi,28,019,206
Claiborne County,Mississippi,28,021,388
Clarke County,Mississippi,28,023,296
Clay County,Mississippi,28,025,539
Coahoma County,Mississippi,28,027,491
Copiah County,Mississippi,28,029,718
Covington County,Mississippi,28,031,475
DeSoto County,Mississippi,28,033,4815
Forrest County,Mississippi,28,035,3430
Franklin County,Mississippi,28,037,88
George County,Mississippi,28,039,379
Greene County,Mississippi,28,041,228
Grenada County,Mississippi,28,043,586
Hancock County,Mississippi,28,045,1940
Harrison County,Mississippi,28,047,7485
Hinds County,Mississippi,28,049,10631
Holmes County,Mississippi,28,051,385
Humphreys County,Mississippi,28,053,166
Issaquena County,Mississippi,28,055,18
Itawamba County,Mississippi,28,057,517
Jackson County,Mississippi,28,059,4480
Jasper County,Mississippi,28,061,333
Jefferson County,Mississippi,28,063,410
Jefferson Davis County,Mississippi,28,065,324
Jones County,Mississippi,28,067,2110
Kemper County,Mississippi,28,069,115
Lafayette County,Mississippi,28,071,2638
Lamar County,Mississippi,28,073,2782
Lauderdale County,Mississippi,28,075,2246
Lawrence County,Mississippi,28,077,309
Leake County,Mississippi,28,079,302
Lee County,Mississippi,28,081,2572
Leflore County,Mississippi,28,083,857
Lincoln County,Mississippi,28,085,1212
Lowndes County,Mississippi,28,087,1832
Madison County,Mississippi,28,089,6679
Marion County,Mississippi,28,091,556
Marshall County,Mississippi,28,093,368
Monroe County,Mississippi,28,095,840
Montgomery County,Mississippi,28,097,210
Neshoba County,Mississippi,28,099,692
Newton County,Mississippi,28,101,454
Noxubee County,Mississippi,28,103,163
Oktibbeha County,Mississippi,28,105,2887
Panola County,Mississippi,28,107,827
Pearl River County,Mississippi,28,109,1354
Perry County,Mississippi,28,111,141
Pike County,Mississippi,28,113,1093
Pontotoc County,Mississippi,28,115,552
Prentiss County,Mississippi,28,117,681
Quitman County,Mississippi,28,119,106
Rankin County,Mississippi,28,121,6165
Scott County,Mississippi,28,123,266
Sharkey County,Mississippi,28,125,110
Simpson County,Mississippi,28,127,549
Smith County,Mississippi,28,129,538
Stone County,Mississippi,28,131,582
Sunflower County,Mississippi,28,133,747
Tallahatchie County,Mississippi,28,135,227
Tate County,Mississippi,28,137,735
Tippah County,Mississippi,28,139,538
Tishomingo County,Mississippi,28,141,356
Tunica County,Mississippi,28,143,146
Union County,Mississippi,28,145,634
Walthall County,Mississippi,28,147,305
Warren County,Mississippi,28,149,1922
Washington County,Mississippi,28,151,1352
Wayne County,Mississippi,28,153,379
Webster County,Mississippi,28,155,340
Wilkinson County,Mississippi,28,157,120
Winston County,Mississippi,28,159,536
Yalobusha County,Mississippi,28,161,371
Yazoo County,Mississippi,28,163,465
Adair County,Missouri,29,001,921
Andrew County,Missouri,29,003,797
Atchison County,Missouri,29,005,164
Audrain County,Missouri,29,007,569
Barry County,Missouri,29,009,727
Barton County,Missouri,29,011,388
Bates County,Missouri,29,013,404
Benton County,Missouri,29,015,477
Bollinger County,Missouri,29,017,211
Boone County,Missouri,29,019,11924
Buchanan County,Missouri,29,021,2832
Butler County,Missouri,29,023,1274
Caldwell County,Missouri,29,025,216
Callaway County,Missouri,29,027,1354
Camden County,Missouri,29,029,1701
Cape Girardeau County,Missouri,29,031,3145
Carroll County,Missouri,29,033,301
Carter County,Missouri,29,035,179
Cass County,Missouri,29,037,3695
Cedar County,Missouri,29,039,394
Chariton County,Missouri,29,041,242
Christian County,Missouri,29,043,2788
Clark County,Missouri,29,045,131
Clay County,Missouri,29,047,11797
Clinton County,Missouri,29,049,571
Cole County,Missouri,29,051,3955
Cooper County,Missouri,29,053,448
Crawford County,Missouri,29,055,477
Dade County,Missouri,29,057,133
Dallas County,Missouri,29,059,294
Daviess County,Missouri,29,061,155
DeKalb County,Missouri,29,063,202
Dent County,Missouri,29,065,464
Douglas County,Missouri,29,067,271
Dunklin County,Missouri,29,069,746
Franklin County,Missouri,29,071,3117
Gasconade County,Missouri,29,073,495
Gentry County,Missouri,29,075,164
Greene County,Missouri,29,077,11568
Grundy County,Missouri,29,079,328
Harrison County,Missouri,29,081,55
Henry County,Missouri,29,083,595
Hickory County,Missouri,29,085,108
Holt County,Missouri,29,087,148
Howard County,Missouri,29,089,426
Howell County,Missouri,29,091,1556
Iron County,Missouri,29,093,196
Jackson County,Missouri,29,095,33620
Jasper County,Missouri,29,097,3356
Jefferson County,Missouri,29,099,6341
Johnson County,Missouri,29,101,2112
Knox County,Missouri,29,103,138
Laclede County,Missouri,29,105,813
Lafayette County,Missouri,29,107,996
Lawrence County,Missouri,29,109,854
Lewis County,Missouri,29,111,155
Lincoln County,Missouri,29,113,1008
Linn County,Missouri,29,115,308
Livingston County,Missouri,29,117,528
McDonald County,Missouri,29,119,299
Macon County,Missouri,29,121,432
Madison County,Missouri,29,123,245
Maries County,Missouri,29,125,270
Marion County,Missouri,29,127,975
Mercer County,Missouri,29,129,102
Miller County,Missouri,29,131,592
Mississippi County,Missouri,29,133,219
Moniteau County,Missouri,29,135,497
Monroe County,Missouri,29,137,167
Montgomery County,Missouri,29,139,234
Morgan County,Missouri,29,141,423
New Madrid County,Missouri,29,143,432
Newton County,Missouri,29,145,1786
Nodaway County,Missouri,29,147,820
Oregon County,Missouri,29,149,213
Osage County,Missouri,29,151,283
Ozark County,Missouri,29,153,229
Pemiscot County,Missouri,29,155,388
Perry County,Missouri,29,157,392
Pettis County,Missouri,29,159,1201
Phelps County,Missouri,29,161,1931
Pike County,Missouri,29,163,321
Platte County,Missouri,29,165,6117
Polk County,Missouri,29,167,927
Pulaski County,Missouri,29,169,1716
Putnam County,Missouri,29,171,209
Ralls County,Missouri,29,173,286
Randolph County,Missouri,29,175,535
Ray County,Missouri,29,177,557
