County,State,State_FIPS,County_FIPS,some_college_1_plus_year
Vigo County,Indiana,18,167,10557
Wabash County,Indiana,18,169,2855
Warren County,Indiana,18,171,720
Warrick County,Indiana,18,173,5386
Washington County,Indiana,18,175,2159
Wayne County,Indiana,18,177,5796
Wells County,Indiana,18,179,2617
White County,Indiana,18,181,2239
Whitley County,Indiana,18,183,2695
Adair County,Iowa,19,001,655
Adams County,Iowa,19,003,430
Allamakee County,Iowa,19,005,1334
Appanoose County,Iowa,19,007,1153
Audubon County,Iowa,19,009,574
Benton County,Iowa,19,011,2335
Black Hawk County,Iowa,19,013,10963
Boone County,Iowa,19,015,2625
Bremer County,Iowa,19,017,2080
Buchanan County,Iowa,19,019,1498
Buena Vista County,Iowa,19,021,1761
Butler County,Iowa,19,023,1450
Calhoun County,Iowa,19,025,1077
Carroll County,Iowa,19,027,1725
Cass County,Iowa,19,029,1269
Cedar County,Iowa,19,031,1651
Cerro Gordo County,Iowa,19,033,4698
Cherokee County,Iowa,19,035,1297
Chickasaw County,Iowa,19,037,1101
Clarke County,Iowa,19,039,746
Clay County,Iowa,19,041,1620
Clayton County,Iowa,19,043,1677
Clinton County,Iowa,19,045,5039
Crawford County,Iowa,19,047,1345
Dallas County,Iowa,19,049,5730
Davis County,Iowa,19,051,661
Decatur County,Iowa,19,053,827
Delaware County,Iowa,19,055,1807
Des Moines County,Iowa,19,057,4287
Dickinson County,Iowa,19,059,2072
Dubuque County,Iowa,19,061,8245
Emmet County,Iowa,19,063,1199
Fayette County,Iowa,19,065,1879
Floyd County,Iowa,19,067,1541
Franklin County,Iowa,19,069,1112
Fremont County,Iowa,19,071,762
Greene County,Iowa,19,073,989
Grundy County,Iowa,19,075,1313
Guthrie County,Iowa,19,077,1165
Hamilton County,Iowa,19,079,1883
Hancock County,Iowa,19,081,1134
Hardin County,Iowa,19,083,1884
Harrison County,Iowa,19,085,1489
Henry County,Iowa,19,087,2073
Howard County,Iowa,19,089,910
Humboldt County,Iowa,19,091,1119
Ida County,Iowa,19,093,734
Iowa County,Iowa,19,095,1767
Jackson County,Iowa,19,097,1705
Jasper County,Iowa,19,099,3766
Jefferson County,Iowa,19,101,1496
Johnson County,Iowa,19,103,10300
Jones County,Iowa,19,105,1945
Keokuk County,Iowa,19,107,857
Kossuth County,Iowa,19,109,1583
Lee County,Iowa,19,111,3375
Linn County,Iowa,19,113,21515
Louisa County,Iowa,19,115,1004
Lucas County,Iowa,19,117,770
Lyon County,Iowa,19,119,809
Madison County,Iowa,19,121,1494
Mahaska County,Iowa,19,123,1904
Marion County,Iowa,19,125,2855
Marshall County,Iowa,19,127,3895
Mills County,Iowa,19,129,1496
Mitchell County,Iowa,19,131,744
Monona County,Iowa,19,133,917
Monroe County,Iowa,19,135,577
Montgomery County,Iowa,19,137,1121
Muscatine County,Iowa,19,139,3987
O'Brien County,Iowa,19,141,1401
Osceola County,Iowa,19,143,632
Page County,Iowa,19,145,1651
Palo Alto County,Iowa,19,147,1203
Plymouth County,Iowa,19,149,2716
Pocahontas County,Iowa,19,151,714
Polk County,Iowa,19,153,40831
Pottawattamie County,Iowa,19,155,9746
Poweshiek County,Iowa,19,157,1663
Ringgold County,Iowa,19,159,498
Sac County,Iowa,19,161,1046
Scott County,Iowa,19,163,14900
Shelby County,Iowa,19,165,1127
Sioux County,Iowa,19,167,2749
Story County,Iowa,19,169,6654
Tama County,Iowa,19,171,1523
Taylor County,Iowa,19,173,672
Union County,Iowa,19,175,1529
Van Buren County,Iowa,19,177,634
Wapello County,Iowa,19,179,3124
Warren County,Iowa,19,181,4946
Washington County,Iowa,19,183,2124
Wayne County,Iowa,19,185,417
Webster County,Iowa,19,187,3715
Winnebago County,Iowa,19,189,1365
Winneshiek County,Iowa,19,191,1776
Woodbury County,Iowa,19,193,9847
Worth County,Iowa,19,195,1019
Wright County,Iowa,19,197,1351
Allen County,Kansas,20,001,1705
Anderson County,Kansas,20,003,670
Atchison County,Kansas,20,005,1348
Barber County,Kansas,20,007,541
Barton County,Kansas,20,009,2817
Bourbon County,Kansas,20,011,1419
Brown County,Kansas,20,013,1064
Butler County,Kansas,20,015,7956
Chase County,Kansas,20,017,401
Chautauqua County,Kansas,20,019,358
Cherokee County,Kansas,20,021,2632
Cheyenne County,Kansas,20,023,354
Clark County,Kansas,20,025,302
Clay County,Kansas,20,027,1214
Cloud County,Kansas,20,029,1204
Coffey County,Kansas,20,031,905
Comanche County,Kansas,20,033,310
Cowley County,Kansas,20,035,4055
Crawford County,Kansas,20,037,4047
Decatur County,Kansas,20,039,363
Dickinson County,Kansas,20,041,2138
Doniphan County,Kansas,20,043,811
Douglas County,Kansas,20,045,8792
Edwards County,Kansas,20,047,314
Elk County,Kansas,20,049,323
Ellis County,Kansas,20,051,3061
Ellsworth County,Kansas,20,053,686
Finney County,Kansas,20,055,2910
Ford County,Kansas,20,057,2957
Franklin County,Kansas,20,059,2730
Geary County,Kansas,20,061,4243
Gove County,Kansas,20,063,324
Graham County,Kansas,20,065,357
Grant County,Kansas,20,067,660
Gray County,Kansas,20,069,447
Greeley County,Kansas,20,071,175
Greenwood County,Kansas,20,073,631
Hamilton County,Kansas,20,075,337
Harper County,Kansas,20,077,638
Harvey County,Kansas,20,079,3894
Haskell County,Kansas,20,081,384
Hodgeman County,Kansas,20,083,283
Jackson County,Kansas,20,085,1635
Jefferson County,Kansas,20,087,1755
Jewell County,Kansas,20,089,415
Johnson County,Kansas,20,091,55309
Kearny County,Kansas,20,093,479
Kingman County,Kansas,20,095,1094
Kiowa County,Kansas,20,097,352
Labette County,Kansas,20,099,2345
Lane County,Kansas,20,101,239
Leavenworth County,Kansas,20,103,7688
Lincoln County,Kansas,20,105,367
Linn County,Kansas,20,107,1231
Logan County,Kansas,20,109,274
Lyon County,Kansas,20,111,3288
McPherson County,Kansas,20,113,3456
Marion County,Kansas,20,115,1292
Marshall County,Kansas,20,117,1107
Meade County,Kansas,20,119,459
Miami County,Kansas,20,121,4037
Mitchell County,Kansas,20,123,872
Montgomery County,Kansas,20,125,3815
Morris County,Kansas,20,127,678
Morton County,Kansas,20,129,423
Nemaha County,Kansas,20,131,627
Neosho County,Kansas,20,133,1888
Ness County,Kansas,20,135,368
Norton County,Kansas,20,137,768
Osage County,Kansas,20,139,1667
Osborne County,Kansas,20,141,511
Ottawa County,Kansas,20,143,711
Pawnee County,Kansas,20,145,952
Phillips County,Kansas,20,147,618
Pottawatomie County,Kansas,20,149,2369
Pratt County,Kansas,20,151,1002
Rawlins County,Kansas,20,153,345
Reno County,Kansas,20,155,8361
Republic County,Kansas,20,157,613
Rice County,Kansas,20,159,1096
Riley County,Kansas,20,161,6886
Rooks County,Kansas,20,163,618
Rush County,Kansas,20,165,507
Russell County,Kansas,20,167,797
Saline County,Kansas,20,169,5829
Scott County,Kansas,20,171,487
Sedgwick County,Kansas,20,173,56091
Seward County,Kansas,20,175,1633
Shawnee County,Kansas,20,177,18254
Sheridan County,Kansas,20,179,335
Sherman County,Kansas,20,181,707
Smith County,Kansas,20,183,473
Stafford County,Kansas,20,185,578
Stanton County,Kansas,20,187,240
Stevens County,Kansas,20,189,568
Sumner County,Kansas,20,191,2560
Thomas County,Kansas,20,193,761
Trego County,Kansas,20,195,340
Wabaunsee County,Kansas,20,197,825
Wallace County,Kansas,20,199,193
Washington County,Kansas,20,201,618
Wichita County,Kansas,20,203,230
Wilson County,Kansas,20,205,1028
Woodson County,Kansas,20,207,298
Wyandotte County,Kansas,20,209,14905
Adair County,Kentucky,21,001,1472
Allen County,Kentucky,21,003,1628
Anderson County,Kentucky,21,005,2056
Ballard County,Kentucky,21,007,941
Barren County,Kentucky,21,009,3266
Bath County,Kentucky,21,011,831
Bell County,Kentucky,21,013,2077
Boone County,Kentucky,21,015,12279
Bourbon County,Kentucky,21,017,2019
Boyd County,Kentucky,21,019,6016
Boyle County,Kentucky,21,021,2370
Bracken County,Kentucky,21,023,542
Breathitt County,Kentucky,21,025,977
Breckinridge County,Kentucky,21,027,1454
Bullitt County,Kentucky,21,029,7555
Butler County,Kentucky,21,031,863
Caldwell County,Kentucky,21,033,1173
Calloway County,Kentucky,21,035,3326
Campbell County,Kentucky,21,037,8353
Carlisle County,Kentucky,21,039,600
Carroll County,Kentucky,21,041,790
Carter County,Kentucky,21,043,2396
Casey County,Kentucky,21,045,1234
Christian County,Kentucky,21,047,7876
Clark County,Kentucky,21,049,3459
Clay County,Kentucky,21,051,1223
Clinton County,Kentucky,21,053,814
Crittenden County,Kentucky,21,055,744
Cumberland County,Kentucky,21,057,506
Daviess County,Kentucky,21,059,8896
Edmonson County,Kentucky,21,061,865
Elliott County,Kentucky,21,063,688
Estill County,Kentucky,21,065,1001
Fayette County,Kentucky,21,067,30444
Fleming County,Kentucky,21,069,1010
Floyd County,Kentucky,21,071,4036
Franklin County,Kentucky,21,073,5167
Fulton County,Kentucky,21,075,679
Gallatin County,Kentucky,21,077,614
Garrard County,Kentucky,21,079,1470
Grant County,Kentucky,21,081,2424
Graves County,Kentucky,21,083,3422
Grayson County,Kentucky,21,085,1995
Green County,Kentucky,21,087,672
Greenup County,Kentucky,21,089,4040
Hancock County,Kentucky,21,091,820
Hardin County,Kentucky,21,093,10877
Harlan County,Kentucky,21,095,1983
Harrison County,Kentucky,21,097,1784
Hart County,Kentucky,21,099,1348
Henderson County,Kentucky,21,101,4862
Henry County,Kentucky,21,103,1059
Hickman County,Kentucky,21,105,693
Hopkins County,Kentucky,21,107,4072
Jackson County,Kentucky,21,109,892
Jefferson County,Kentucky,21,111,80300
Jessamine County,Kentucky,21,113,4736
Johnson County,Kentucky,21,115,2184
Kenton County,Kentucky,21,117,16555
Knott County,Kentucky,21,119,1052
Knox County,Kentucky,21,121,1806
Larue County,Kentucky,21,123,946
Laurel County,Kentucky,21,125,5532
Lawrence County,Kentucky,21,127,1339
Lee County,Kentucky,21,129,809
Leslie County,Kentucky,21,131,879
Letcher County,Kentucky,21,133,2080
Lewis County,Kentucky,21,135,983
Lincoln County,Kentucky,21,137,1638
Livingston County,Kentucky,21,139,870
Logan County,Kentucky,21,141,2442
Lyon County,Kentucky,21,143,1032
McCracken County,Kentucky,21,145,6847
McCreary County,Kentucky,21,147,1287
McLean County,Kentucky,21,149,1010
Madison County,Kentucky,21,151,7174
Magoffin County,Kentucky,21,153,1120
Marion County,Kentucky,21,155,1370
Marshall County,Kentucky,21,157,3575
Martin County,Kentucky,21,159,1449
Mason County,Kentucky,21,161,1443
Meade County,Kentucky,21,163,2932
Menifee County,Kentucky,21,165,587
Mercer County,Kentucky,21,167,1964
Metcalfe County,Kentucky,21,169,660
Monroe County,Kentucky,21,171,651
Montgomery County,Kentucky,21,173,2419
Morgan County,Kentucky,21,175,1222
Muhlenberg County,Kentucky,21,177,2903
Nelson County,Kentucky,21,179,3302
Nicholas County,Kentucky,21,181,521
Ohio County,Kentucky,21,183,1807
Oldham County,Kentucky,21,185,5381
Owen County,Kentucky,21,187,1255
Owsley County,Kentucky,21,189,356
Pendleton County,Kentucky,21,191,777
Perry County,Kentucky,21,193,1980
Pike County,Kentucky,21,195,5557
Powell County,Kentucky,21,197,743
Pulaski County,Kentucky,21,199,4992
Robertson County,Kentucky,21,201,176
Rockcastle County,Kentucky,21,203,1421
Rowan County,Kentucky,21,205,1508
Russell County,Kentucky,21,207,1263
Scott County,Kentucky,21,209,4636
Shelby County,Kentucky,21,211,4471
Simpson County,Kentucky,21,213,1605
Spencer County,Kentucky,21,215,1682
Taylor County,Kentucky,21,217,1826
Todd County,Kentucky,21,219,1037
Trigg County,Kentucky,21,221,1412
Trimble County,Kentucky,21,223,811
Union County,Kentucky,21,225,1115
Warren County,Kentucky,21,227,10127
Washington County,Kentucky,21,229,767
Wayne County,Kentucky,21,231,1463
Webster County,Kentucky,21,233,1170
Whitley County,Kentucky,21,235,3137
Wolfe County,Kentucky,21,237,438
Woodford County,Kentucky,21,239,2332
Acadia Parish,Louisiana,22,001,4862
Allen Parish,Louisiana,22,003,2166
Ascension Parish,Louisiana,22,005,10760
Assumption Parish,Louisiana,22,007,1841
Avoyelles Parish,Louisiana,22,009,3354
Beauregard Parish,Louisiana,22,011,3107
Bienville Parish,Louisiana,22,013,1585
Bossier Parish,Louisiana,22,015,14460
Caddo Parish,Louisiana,22,017,29800
Calcasieu Parish,Louisiana,22,019,20218
Caldwell Parish,Louisiana,22,021,985
Cameron Parish,Louisiana,22,023,574
Catahoula Parish,Louisiana,22,025,719
Claiborne Parish,Louisiana,22,027,1649
Concordia Parish,Louisiana,22,029,2014
De Soto Parish,Louisiana,22,031,2945
East Baton Rouge Parish,Louisiana,22,033,50364
East Carroll Parish,Louisiana,22,035,564
East Feliciana Parish,Louisiana,22,037,2069
Evangeline Parish,Louisiana,22,039,2066
Franklin Parish,Louisiana,22,041,1829
Grant Parish,Louisiana,22,043,1993
Iberia Parish,Louisiana,22,045,5973
Iberville Parish,Louisiana,22,047,3609
Jackson Parish,Louisiana,22,049,1798
Jefferson Parish,Louisiana,22,051,52092
Jefferson Davis Parish,Louisiana,22,053,3092
Lafayette Parish,Louisiana,22,055,23726
Lafourche Parish,Louisiana,22,057,6400
LaSalle Parish,Louisiana,22,059,1449
Lincoln Parish,Louisiana,22,061,3741
Livingston Parish,Louisiana,22,063,12319
Madison Parish,Louisiana,22,065,1349
Morehouse Parish,Louisiana,22,067,2492
Natchitoches Parish,Louisiana,22,069,3416
Orleans Parish,Louisiana,22,071,43314
Ouachita Parish,Louisiana,22,073,16927
Plaquemines Parish,Louisiana,22,075,2357
Pointe Coupee Parish,Louisiana,22,077,2447
Rapides Parish,Louisiana,22,079,15462
Red River Parish,Louisiana,22,081,710
Richland Parish,Louisiana,22,083,2015
Sabine Parish,Louisiana,22,085,2367
Saint Bernard Parish,Louisiana,22,087,4430
Saint Charles Parish,Louisiana,22,089,5427
Saint Helena Parish,Louisiana,22,091,1119
Saint James Parish,Louisiana,22,093,1981
Saint John the Baptist Parish,Louisiana,22,095,5126
Saint Landry Parish,Louisiana,22,097,5529
Saint Martin Parish,Louisiana,22,099,4215
Saint Mary Parish,Louisiana,22,101,4972
Saint Tammany Parish,Louisiana,22,103,29296
Tangipahoa Parish,Louisiana,22,105,12212
Tensas Parish,Louisiana,22,107,547
Terrebonne Parish,Louisiana,22,109,9331
Union Parish,Louisiana,22,111,2010
Vermilion Parish,Louisiana,22,113,3747
Vernon Parish,Louisiana,22,115,5456
Washington Parish,Louisiana,22,117,4158
Webster Parish,Louisiana,22,119,3818
West Baton Rouge Parish,Louisiana,22,121,2446
West Carroll Parish,Louisiana,22,123,887
West Feliciana Parish,Louisiana,22,125,1715
Winn Parish,Louisiana,22,127,1527
Androscoggin County,Maine,23,001,10241
Aroostook County,Maine,23,003,7651
Cumberland County,Maine,23,005,26604
Franklin County,Maine,23,007,3219
Hancock County,Maine,23,009,5896
Kennebec County,Maine,23,011,11899
Knox County,Maine,23,013,3925
Lincoln County,Maine,23,015,3792
Oxford County,Maine,23,017,5546
Penobscot County,Maine,23,019,15072
Piscataquis County,Maine,23,021,1730
Sagadahoc County,Maine,23,023,3742
Somerset County,Maine,23,025,5325
Waldo County,Maine,23,027,3848
Washington County,Maine,23,029,3400
York County,Maine,23,031,19149
Allegany County,Maryland,24,001,6181
Anne Arundel County,Maryland,24,003,52404
Baltimore County,Maryland,24,005,76716
Calvert County,Maryland,24,009,9546
Caroline County,Maryland,24,011,2906
Carroll County,Maryland,24,013,14323
Cecil County,Maryland,24,015,9563
Charles County,Maryland,24,017,17248
Dorchester County,Maryland,24,019,2977
Frederick County,Maryland,24,021,21346
Garrett County,Maryland,24,023,2377
Harford County,Maryland,24,025,23881
Howard County,Maryland,24,027,21281
Kent County,Maryland,24,029,1411
Queen Anne's County,Maryland,24,035,4176
Saint Mary's County,Maryland,24,037,10497
Somerset County,Maryland,24,039,2065
Talbot County,Maryland,24,041,3701
Washington County,Maryland,24,043,13084
Wicomico County,Maryland,24,045,9081
Worcester County,Maryland,24,047,5242
Baltimore City,Maryland,24,510,58312
Montgomery County,Maryland,24,031,72429
Prince George's County,Maryland,24,033,95499
Barnstable County,Massachusetts,25,001,23354
Berkshire County,Massachusetts,25,003,11673
Bristol County,Massachusetts,25,005,43780
Dukes County,Massachusetts,25,007,2175
Essex County,Massachusetts,25,009,64685
Franklin County,Massachusetts,25,011,7014
Hampden County,Massachusetts,25,013,38173
Hampshire County,Massachusetts,25,015,11734
Middlesex County,Massachusetts,25,017,101227
Nantucket County,Massachusetts,25,019,1048
Norfolk County,Massachusetts,25,021,50324
Plymouth County,Massachusetts,25,023,44477
Suffolk County,Massachusetts,25,025,52684
Worcester County,Massachusetts,25,027,64670
Alcona County,Michigan,26,001,1472
Alger County,Michigan,26,003,1033
Allegan County,Michigan,26,005,10897
Alpena County,Michigan,26,007,3592
Antrim County,Michigan,26,009,2871
Arenac County,Michigan,26,011,1620
Baraga County,Michigan,26,013,964
Barry County,Michigan,26,015,6363
Bay County,Michigan,26,017,11535
Benzie County,Michigan,26,019,1900
Berrien County,Michigan,26,021,16050
Branch County,Michigan,26,023,4635
Calhoun County,Michigan,26,025,14739
Cass County,Michigan,26,027,5255
Charlevoix County,Michigan,26,029,2917
Cheboygan County,Michigan,26,031,2907
Chippewa County,Michigan,26,033,4394
Clare County,Michigan,26,035,3445
Clinton County,Michigan,26,037,8528
Crawford County,Michigan,26,039,1533
Delta County,Michigan,26,041,4213
Dickinson County,Michigan,26,043,2814
Eaton County,Michigan,26,045,13661
Emmet County,Michigan,26,047,3835
Genesee County,Michigan,26,049,50458
Gladwin County,Michigan,26,051,2789
Gogebic County,Michigan,26,053,1854
Grand Traverse County,Michigan,26,055,9943
Gratiot County,Michigan,26,057,4629
Hillsdale County,Michigan,26,059,4575
Houghton County,Michigan,26,061,2785
Huron County,Michigan,26,063,3055
Ingham County,Michigan,26,065,27253
Ionia County,Michigan,26,067,6540
Iosco County,Michigan,26,069,3193
Iron County,Michigan,26,071,1298
Isabella County,Michigan,26,073,6015
Jackson County,Michigan,26,075,19308
Kalamazoo County,Michigan,26,077,27253
Kalkaska County,Michigan,26,079,1951
Kent County,Michigan,26,081,59714
Keweenaw County,Michigan,26,083,362
Lake County,Michigan,26,085,1268
Lapeer County,Michigan,26,087,10214
Leelanau County,Michigan,26,089,2459
Lenawee County,Michigan,26,091,10786
Livingston County,Michigan,26,093,22109
Luce County,Michigan,26,095,572
Mackinac County,Michigan,26,097,1329
Macomb County,Michigan,26,099,97957
Manistee County,Michigan,26,101,2794
Marquette County,Michigan,26,103,7193
Mason County,Michigan,26,105,3609
Mecosta County,Michigan,26,107,3870
Menominee County,Michigan,26,109,2521
Midland County,Michigan,26,111,8017
Missaukee County,Michigan,26,113,1360
Monroe County,Michigan,26,115,16322
Montcalm County,Michigan,26,117,6449
Montmorency County,Michigan,26,119,1278
Muskegon County,Michigan,26,121,18310
Newaygo County,Michigan,26,123,4755
Oakland County,Michigan,26,125,126299
Oceana County,Michigan,26,127,2764
Ogemaw County,Michigan,26,129,2244
Ontonagon County,Michigan,26,131,860
Osceola County,Michigan,26,133,2003
Oscoda County,Michigan,26,135,1051
Otsego County,Michigan,26,137,2942
Ottawa County,Michigan,26,139,24009
Presque Isle County,Michigan,26,141,1340
Roscommon County,Michigan,26,143,2974
Saginaw County,Michigan,26,145,20859
Saint Clair County,Michigan,26,147,17959
Saint Joseph County,Michigan,26,149,6131
Sanilac County,Michigan,26,151,3779
Schoolcraft County,Michigan,26,153,783
Shiawassee County,Michigan,26,155,8569
Tuscola County,Michigan,26,157,5661
Van Buren County,Michigan,26,159,8361
Washtenaw County,Michigan,26,161,30934
Wayne County,Michigan,26,163,208371
Wexford County,Michigan,26,165,3069
Aitkin County,Minnesota,27,001,1913
Anoka County,Minnesota,27,003,37471
Becker County,Minnesota,27,005,3809
Beltrami County,Minnesota,27,007,4692
Benton County,Minnesota,27,009,4297
Big Stone County,Minnesota,27,011,461
Blue Earth County,Minnesota,27,013,6161
Brown County,Minnesota,27,015,2635
Carlton County,Minnesota,27,017,4414
Carver County,Minnesota,27,019,8000
Cass County,Minnesota,27,021,3787
Chippewa County,Minnesota,27,023,1286
Chisago County,Minnesota,27,025,5988
Clay County,Minnesota,27,027,5305
Clearwater County,Minnesota,27,029,897
Cook County,Minnesota,27,031,620
Cottonwood County,Minnesota,27,033,1276
Crow Wing County,Minnesota,27,035,8366
Dakota County,Minnesota,27,037,42618
Dodge County,Minnesota,27,039,2175
Douglas County,Minnesota,27,041,3895
Faribault County,Minnesota,27,043,1406
Fillmore County,Minnesota,27,045,2114
Freeborn County,Minnesota,27,047,3656
Goodhue County,Minnesota,27,049,5410
Grant County,Minnesota,27,051,679
Hennepin County,Minnesota,27,053,115891
Houston County,Minnesota,27,055,1856
Hubbard County,Minnesota,27,057,2396
Isanti County,Minnesota,27,059,4379
Itasca County,Minnesota,27,061,5817
Jackson County,Minnesota,27,063,1221
Kanabec County,Minnesota,27,065,1501
Kandiyohi County,Minnesota,27,067,4616
Kittson County,Minnesota,27,069,611
Koochiching County,Minnesota,27,071,1513
Lac qui Parle County,Minnesota,27,073,820
Lake County,Minnesota,27,075,1259
Lake of the Woods County,Minnesota,27,077,457
Le Sueur County,Minnesota,27,079,2766
Lincoln County,Minnesota,27,081,562
Lyon County,Minnesota,27,083,2385
McLeod County,Minnesota,27,085,3985
Mahnomen County,Minnesota,27,087,633
Marshall County,Minnesota,27,089,921
Martin County,Minnesota,27,091,2137
Meeker County,Minnesota,27,093,2317
Mille Lacs County,Minnesota,27,095,2814
Morrison County,Minnesota,27,097,3409
Mower County,Minnesota,27,099,4534
Murray County,Minnesota,27,101,1078
Nicollet County,Minnesota,27,103,3533
Nobles County,Minnesota,27,105,1967
Norman County,Minnesota,27,107,646
Olmsted County,Minnesota,27,109,14463
Otter Tail County,Minnesota,27,111,6497
Pennington County,Minnesota,27,113,1620
Pine County,Minnesota,27,115,3250
Pipestone County,Minnesota,27,117,1137
Polk County,Minnesota,27,119,3494
Pope County,Minnesota,27,121,1379
Ramsey County,Minnesota,27,123,47412
Red Lake County,Minnesota,27,125,432
Redwood County,Minnesota,27,127,1679
Renville County,Minnesota,27,129,1736
Rice County,Minnesota,27,131,5710
Rock County,Minnesota,27,133,1032
Roseau County,Minnesota,27,135,1795
Saint Louis County,Minnesota,27,137,23871
Scott County,Minnesota,27,139,12648
Sherburne County,Minnesota,27,141,11085
Sibley County,Minnesota,27,143,1644
Stearns County,Minnesota,27,145,15256
Steele County,Minnesota,27,147,3823
Stevens County,Minnesota,27,149,901
Swift County,Minnesota,27,151,1038
Todd County,Minnesota,27,153,2837
Traverse County,Minnesota,27,155,395
Wabasha County,Minnesota,27,157,2276
Wadena County,Minnesota,27,159,1494
Waseca County,Minnesota,27,161,2145
Washington County,Minnesota,27,163,24188
Watonwan County,Minnesota,27,165,1000
Wilkin County,Minnesota,27,167,708
Winona County,Minnesota,27,169,4580
Wright County,Minnesota,27,171,13227
Yellow Medicine County,Minnesota,27,173,1084
Adams County,Mississippi,28,001,3492
Alcorn County,Mississippi,28,003,2976
Amite County,Mississippi,28,005,1496
Attala County,Mississippi,28,007,2002
Benton County,Mississippi,28,009,837
Bolivar County,Mississippi,28,011,3945
Calhoun County,Mississippi,28,013,1491
Carroll County,Mississippi,28,015,1071
Chickasaw County,Mississippi,28,017,1558
Choctaw County,Mississippi,28,019,1040
Claiborne County,Mississippi,28,021,1081
Clarke County,Mississippi,28,023,1894
Clay County,Mississippi,28,025,2320
Coahoma County,Mississippi,28,027,2872
Copiah County,Mississippi,28,029,3270
Covington County,Mississippi,28,031,2086
DeSoto County,Mississippi,28,033,21515
Forrest County,Mississippi,28,035,7375
Franklin County,Mississippi,28,037,944
George County,Mississippi,28,039,2191
Greene County,Mississippi,28,041,1548
Grenada County,Mississippi,28,043,2525
Hancock County,Mississippi,28,045,5168
Harrison County,Mississippi,28,047,24688
Hinds County,Mississippi,28,049,31420
Holmes County,Mississippi,28,051,1754
Humphreys County,Mississippi,28,053,1006
Issaquena County,Mississippi,28,055,107
Itawamba County,Mississippi,28,057,2390
Jackson County,Mississippi,28,059,14798
Jasper County,Mississippi,28,061,1802
Jefferson County,Mississippi,28,063,839
Jefferson Davis County,Mississippi,28,065,1493
Jones County,Mississippi,28,067,7619
Kemper County,Mississippi,28,069,1087
Lafayette County,Mississippi,28,071,4085
Lamar County,Mississippi,28,073,6335
Lauderdale County,Mississippi,28,075,9672
Lawrence County,Mississippi,28,077,1572
Leake County,Mississippi,28,079,1821
Lee County,Mississippi,28,081,9664
Leflore County,Mississippi,28,083,2903
Lincoln County,Mississippi,28,085,3796
Lowndes County,Mississippi,28,087,6573
Madison County,Mississippi,28,089,10364
Marion County,Mississippi,28,091,2233
Marshall County,Mississippi,28,093,3825
Monroe County,Mississippi,28,095,3514
Montgomery County,Mississippi,28,097,1048
Neshoba County,Mississippi,28,099,3047
Newton County,Mississippi,28,101,2657
Noxubee County,Mississippi,28,103,835
Oktibbeha County,Mississippi,28,105,3430
Panola County,Mississippi,28,107,2932
Pearl River County,Mississippi,28,109,6490
Perry County,Mississippi,28,111,1225
Pike County,Mississippi,28,113,4195
Pontotoc County,Mississippi,28,115,2504
Prentiss County,Mississippi,28,117,2035
Quitman County,Mississippi,28,119,740
Rankin County,Mississippi,28,121,17117
Scott County,Mississippi,28,123,2506
Sharkey County,Mississippi,28,125,386
Simpson County,Mississippi,28,127,2761
Smith County,Mississippi,28,129,1486
Stone County,Mississippi,28,131,2497
Sunflower County,Mississippi,28,133,3702
Tallahatchie County,Mississippi,28,135,1208
Tate County,Mississippi,28,137,3139
Tippah County,Mississippi,28,139,2245
Tishomingo County,Mississippi,28,141,2020
Tunica County,Mississippi,28,143,960
Union County,Mississippi,28,145,2705
Walthall County,Mississippi,28,147,975
Warren County,Mississippi,28,149,5495
Washington County,Mississippi,28,151,5684
Wayne County,Mississippi,28,153,1957
Webster County,Mississippi,28,155,1089
Wilkinson County,Mississippi,28,157,925
Winston County,Mississippi,28,159,1886
Yalobusha County,Mississippi,28,161,1391
Yazoo County,Mississippi,28,163,2651
Adair County,Missouri,29,001,1836
Andrew County,Missouri,29,003,1959
Atchison County,Missouri,29,005,520
Audrain County,Missouri,29,007,1823
Barry County,Missouri,29,009,3504
Barton County,Missouri,29,011,1012
Bates County,Missouri,29,013,1537
Benton County,Missouri,29,015,1966
Bollinger County,Missouri,29,017,1127
Boone County,Missouri,29,019,12396
Buchanan County,Missouri,29,021,8837
Butler County,Missouri,29,023,3842
Caldwell County,Missouri,29,025,819
Callaway County,Missouri,29,027,3901
Camden County,Missouri,29,029,5504
Cape Girardeau County,Missouri,29,031,6727
Carroll County,Missouri,29,033,697
Carter County,Missouri,29,035,672
Cass County,Missouri,29,037,10767
Cedar County,Missouri,29,039,1407
Chariton County,Missouri,29,041,592
Christian County,Missouri,29,043,9668
Clark County,Missouri,29,045,726
Clay County,Missouri,29,047,25590
Clinton County,Missouri,29,049,2486
Cole County,Missouri,29,051,8000
Cooper County,Missouri,29,053,1661
Crawford County,Missouri,29,055,1985
Dade County,Missouri,29,057,759
Dallas County,Missouri,29,059,1241
Daviess County,Missouri,29,061,648
DeKalb County,Missouri,29,063,1159
Dent County,Missouri,29,065,1614
Douglas County,Missouri,29,067,1378
Dunklin County,Missouri,29,069,1876
Franklin County,Missouri,29,071,10729
Gasconade County,Missouri,29,073,1199
Gentry County,Missouri,29,075,637
Greene County,Missouri,29,077,33464
Grundy County,Missouri,29,079,751
Harrison County,Missouri,29,081,612
Henry County,Missouri,29,083,2455
Hickory County,Missouri,29,085,1069
Holt County,Missouri,29,087,521
Howard County,Missouri,29,089,770
Howell County,Missouri,29,091,3657
