County,State,State_FIPS,County_FIPS,ged_or_alternative
Dixie County,Florida,12,029,1493.0
Duval County,Florida,12,031,26951.0
Escambia County,Florida,12,033,9012.0
Flagler County,Florida,12,035,4168.0
Franklin County,Florida,12,037,944.0
Gadsden County,Florida,12,039,2132.0
Gilchrist County,Florida,12,041,900.0
Glades County,Florida,12,043,679.0
Gulf County,Florida,12,045,1003.0
Hamilton County,Florida,12,047,1021.0
Hardee County,Florida,12,049,1528.0
Hendry County,Florida,12,051,1715.0
Hernando County,Florida,12,053,7881.0
Highlands County,Florida,12,055,4076.0
Hillsborough County,Florida,12,057,37778.0
Holmes County,Florida,12,059,1341.0
Indian River County,Florida,12,061,5766.0
Jackson County,Florida,12,063,3419.0
Jefferson County,Florida,12,065,1018.0
Lafayette County,Florida,12,067,728.0
Lake County,Florida,12,069,12275.0
Lee County,Florida,12,071,22065.0
Leon County,Florida,12,073,6870.0
Levy County,Florida,12,075,2313.0
Liberty County,Florida,12,077,776.0
Madison County,Florida,12,079,1459.0
Manatee County,Florida,12,081,12596.0
Marion County,Florida,12,083,16209.0
Martin County,Florida,12,085,4796.0
Monroe County,Florida,12,087,1952.0
Nassau County,Florida,12,089,2757.0
Okaloosa County,Florida,12,091,6516.0
Okeechobee County,Florida,12,093,1901.0
Orange County,Florida,12,095,31820.0
Osceola County,Florida,12,097,11030.0
Palm Beach County,Florida,12,099,30275.0
Pasco County,Florida,12,101,19141.0
Pinellas County,Florida,12,103,32085.0
Polk County,Florida,12,105,24789.0
Putnam County,Florida,12,107,4310.0
Saint Johns County,Florida,12,109,5877.0
Saint Lucie County,Florida,12,111,12197.0
Santa Rosa County,Florida,12,113,5737.0
Sarasota County,Florida,12,115,11460.0
Seminole County,Florida,12,117,11433.0
Sumter County,Florida,12,119,6520.0
Suwannee County,Florida,12,121,2158.0
Taylor County,Florida,12,123,2209.0
Union County,Florida,12,125,1178.0
Volusia County,Florida,12,127,19044.0
Wakulla County,Florida,12,129,2181.0
Walton County,Florida,12,131,2750.0
Washington County,Florida,12,133,1716.0
Appling County,Georgia,13,001,559.0
Atkinson County,Georgia,13,003,315.0
Bacon County,Georgia,13,005,562.0
Baker County,Georgia,13,007,166.0
Baldwin County,Georgia,13,009,1641.0
Banks County,Georgia,13,011,1269.0
Barrow County,Georgia,13,013,3671.0
Bartow County,Georgia,13,015,4977.0
Ben Hill County,Georgia,13,017,542.0
Berrien County,Georgia,13,019,842.0
Bibb County,Georgia,13,021,4770.0
Bleckley County,Georgia,13,023,567.0
Brantley County,Georgia,13,025,1215.0
Brooks County,Georgia,13,027,524.0
Bryan County,Georgia,13,029,989.0
Bulloch County,Georgia,13,031,1967.0
Burke County,Georgia,13,033,656.0
Butts County,Georgia,13,035,1215.0
Calhoun County,Georgia,13,037,608.0
Camden County,Georgia,13,039,1786.0
Candler County,Georgia,13,043,574.0
Carroll County,Georgia,13,045,5186.0
Catoosa County,Georgia,13,047,3007.0
Charlton County,Georgia,13,049,843.0
Chatham County,Georgia,13,051,8264.0
Chattahoochee County,Georgia,13,053,226.0
Chattooga County,Georgia,13,055,2135.0
Cherokee County,Georgia,13,057,6169.0
Clarke County,Georgia,13,059,2730.0
Clay County,Georgia,13,061,79.0
Clayton County,Georgia,13,063,6872.0
Clinch County,Georgia,13,065,263.0
Cobb County,Georgia,13,067,12545.0
Coffee County,Georgia,13,069,2259.0
Colquitt County,Georgia,13,071,2349.0
Columbia County,Georgia,13,073,4462.0
Cook County,Georgia,13,075,558.0
Coweta County,Georgia,13,077,3974.0
Crawford County,Georgia,13,079,725.0
Crisp County,Georgia,13,081,1093.0
Dade County,Georgia,13,083,729.0
Dawson County,Georgia,13,085,1137.0
Decatur County,Georgia,13,087,1424.0
DeKalb County,Georgia,13,089,13057.0
Dodge County,Georgia,13,091,1794.0
Dooly County,Georgia,13,093,818.0
Dougherty County,Georgia,13,095,3557.0
Douglas County,Georgia,13,097,4776.0
Early County,Georgia,13,099,373.0
Echols County,Georgia,13,101,165.0
Effingham County,Georgia,13,103,2564.0
Elbert County,Georgia,13,105,973.0
Emanuel County,Georgia,13,107,1194.0
Evans County,Georgia,13,109,435.0
Fannin County,Georgia,13,111,1207.0
Fayette County,Georgia,13,113,2080.0
Floyd County,Georgia,13,115,4807.0
Forsyth County,Georgia,13,117,3390.0
Franklin County,Georgia,13,119,1257.0
Fulton County,Georgia,13,121,15402.0
Gilmer County,Georgia,13,123,1459.0
Glascock County,Georgia,13,125,152.0
Glynn County,Georgia,13,127,2862.0
Gordon County,Georgia,13,129,2724.0
Grady County,Georgia,13,131,841.0
Greene County,Georgia,13,133,740.0
Gwinnett County,Georgia,13,135,16352.0
Habersham County,Georgia,13,137,2769.0
Hall County,Georgia,13,139,6788.0
Hancock County,Georgia,13,141,891.0
Haralson County,Georgia,13,143,1609.0
Harris County,Georgia,13,145,967.0
Hart County,Georgia,13,147,1353.0
Heard County,Georgia,13,149,762.0
Henry County,Georgia,13,151,6378.0
Houston County,Georgia,13,153,4649.0
Irwin County,Georgia,13,155,451.0
Jackson County,Georgia,13,157,3221.0
Jasper County,Georgia,13,159,622.0
Jeff Davis County,Georgia,13,161,1137.0
Jefferson County,Georgia,13,163,605.0
Jenkins County,Georgia,13,165,218.0
Johnson County,Georgia,13,167,572.0
Jones County,Georgia,13,169,1013.0
Lamar County,Georgia,13,171,938.0
Lanier County,Georgia,13,173,453.0
Laurens County,Georgia,13,175,2224.0
Lee County,Georgia,13,177,1321.0
Liberty County,Georgia,13,179,2098.0
Lincoln County,Georgia,13,181,291.0
Long County,Georgia,13,183,584.0
Lowndes County,Georgia,13,185,3193.0
Lumpkin County,Georgia,13,187,1263.0
McDuffie County,Georgia,13,189,1104.0
McIntosh County,Georgia,13,191,1092.0
Macon County,Georgia,13,193,861.0
Madison County,Georgia,13,195,1440.0
Marion County,Georgia,13,197,599.0
Meriwether County,Georgia,13,199,1089.0
Miller County,Georgia,13,201,201.0
Mitchell County,Georgia,13,205,1602.0
Monroe County,Georgia,13,207,1147.0
Montgomery County,Georgia,13,209,412.0
Morgan County,Georgia,13,211,612.0
Murray County,Georgia,13,213,3048.0
Muscogee County,Georgia,13,215,7203.0
Newton County,Georgia,13,217,4152.0
Oconee County,Georgia,13,219,594.0
Oglethorpe County,Georgia,13,221,569.0
Paulding County,Georgia,13,223,6032.0
Peach County,Georgia,13,225,919.0
Pickens County,Georgia,13,227,1318.0
Pierce County,Georgia,13,229,967.0
Pike County,Georgia,13,231,1111.0
Polk County,Georgia,13,233,2151.0
Pulaski County,Georgia,13,235,597.0
Putnam County,Georgia,13,237,680.0
Quitman County,Georgia,13,239,120.0
Rabun County,Georgia,13,241,992.0
Randolph County,Georgia,13,243,224.0
Richmond County,Georgia,13,245,7307.0
Rockdale County,Georgia,13,247,1932.0
Schley County,Georgia,13,249,233.0
Screven County,Georgia,13,251,731.0
Seminole County,Georgia,13,253,468.0
Spalding County,Georgia,13,255,3374.0
Stephens County,Georgia,13,257,1325.0
Stewart County,Georgia,13,259,182.0
Sumter County,Georgia,13,261,1035.0
Talbot County,Georgia,13,263,312.0
Taliaferro County,Georgia,13,265,94.0
Tattnall County,Georgia,13,267,2084.0
Taylor County,Georgia,13,269,387.0
Telfair County,Georgia,13,271,1147.0
Terrell County,Georgia,13,273,321.0
Thomas County,Georgia,13,275,1672.0
Tift County,Georgia,13,277,1198.0
Toombs County,Georgia,13,279,1414.0
Towns County,Georgia,13,281,406.0
Treutlen County,Georgia,13,283,362.0
Troup County,Georgia,13,285,3493.0
Turner County,Georgia,13,287,302.0
Twiggs County,Georgia,13,289,289.0
Union County,Georgia,13,291,1044.0
Upson County,Georgia,13,293,1369.0
Walker County,Georgia,13,295,5336.0
Walton County,Georgia,13,297,3822.0
Ware County,Georgia,13,299,2196.0
Warren County,Georgia,13,301,190.0
Washington County,Georgia,13,303,1398.0
Wayne County,Georgia,13,305,2232.0
Webster County,Georgia,13,307,113.0
Wheeler County,Georgia,13,309,598.0
White County,Georgia,13,311,1419.0
Whitfield County,Georgia,13,313,4412.0
Wilcox County,Georgia,13,315,762.0
Wilkes County,Georgia,13,317,471.0
Wilkinson County,Georgia,13,319,549.0
Worth County,Georgia,13,321,1240.0
Hawaii County,Hawaii,15,001,2972.0
Honolulu County,Hawaii,15,003,14718.0
Kauai County,Hawaii,15,007,1250.0
Kalawao County,Hawaii,15,005,4.0
Maui County,Hawaii,15,009,3409.0
Ada County,Idaho,16,001,15508.0
Adams County,Idaho,16,003,205.0
Bannock County,Idaho,16,005,2271.0
Bear Lake County,Idaho,16,007,182.0
Benewah County,Idaho,16,009,431.0
Bingham County,Idaho,16,011,1168.0
Blaine County,Idaho,16,013,320.0
Boise County,Idaho,16,015,224.0
Bonner County,Idaho,16,017,1635.0
Bonneville County,Idaho,16,019,3322.0
Boundary County,Idaho,16,021,575.0
Butte County,Idaho,16,023,101.0
Camas County,Idaho,16,025,22.0
Canyon County,Idaho,16,027,10426.0
Caribou County,Idaho,16,029,126.0
Cassia County,Idaho,16,031,709.0
Clearwater County,Idaho,16,035,588.0
Custer County,Idaho,16,037,121.0
Elmore County,Idaho,16,039,813.0
Franklin County,Idaho,16,041,304.0
Fremont County,Idaho,16,043,500.0
Gem County,Idaho,16,045,1014.0
Gooding County,Idaho,16,047,342.0
Idaho County,Idaho,16,049,703.0
Jefferson County,Idaho,16,051,603.0
Jerome County,Idaho,16,053,732.0
Kootenai County,Idaho,16,055,5388.0
Latah County,Idaho,16,057,641.0
Lemhi County,Idaho,16,059,288.0
Lewis County,Idaho,16,061,141.0
Lincoln County,Idaho,16,063,81.0
Madison County,Idaho,16,065,365.0
Minidoka County,Idaho,16,067,552.0
Nez Perce County,Idaho,16,069,1410.0
Oneida County,Idaho,16,071,201.0
Owyhee County,Idaho,16,073,423.0
Payette County,Idaho,16,075,1316.0
Power County,Idaho,16,077,299.0
Shoshone County,Idaho,16,079,776.0
Teton County,Idaho,16,081,118.0
Twin Falls County,Idaho,16,083,3106.0
Valley County,Idaho,16,085,611.0
Washington County,Idaho,16,087,554.0
Adams County,Illinois,17,001,2182.0
Alexander County,Illinois,17,003,251.0
Bond County,Illinois,17,005,815.0
Boone County,Illinois,17,007,2335.0
Brown County,Illinois,17,009,269.0
Bureau County,Illinois,17,011,1221.0
Calhoun County,Illinois,17,013,145.0
Carroll County,Illinois,17,015,608.0
Cass County,Illinois,17,017,448.0
Champaign County,Illinois,17,019,3391.0
Christian County,Illinois,17,021,1553.0
Clark County,Illinois,17,023,595.0
Clay County,Illinois,17,025,754.0
Clinton County,Illinois,17,027,1378.0
Coles County,Illinois,17,029,1752.0
Cook County,Illinois,17,031,99101.0
Crawford County,Illinois,17,033,682.0
Cumberland County,Illinois,17,035,421.0
DeKalb County,Illinois,17,037,2752.0
De Witt County,Illinois,17,039,640.0
Douglas County,Illinois,17,041,579.0
DuPage County,Illinois,17,043,12172.0
Edgar County,Illinois,17,045,1145.0
Edwards County,Illinois,17,047,204.0
Effingham County,Illinois,17,049,1137.0
Fayette County,Illinois,17,051,1148.0
Ford County,Illinois,17,053,501.0
Franklin County,Illinois,17,055,1466.0
Fulton County,Illinois,17,057,1506.0
Gallatin County,Illinois,17,059,223.0
Greene County,Illinois,17,061,655.0
Grundy County,Illinois,17,063,1380.0
Hamilton County,Illinois,17,065,281.0
Hancock County,Illinois,17,067,542.0
Hardin County,Illinois,17,069,79.0
Henderson County,Illinois,17,071,287.0
Henry County,Illinois,17,073,1480.0
Iroquois County,Illinois,17,075,1025.0
Jackson County,Illinois,17,077,1784.0
Jasper County,Illinois,17,079,402.0
Jefferson County,Illinois,17,081,1530.0
Jersey County,Illinois,17,083,593.0
Jo Daviess County,Illinois,17,085,658.0
Johnson County,Illinois,17,087,728.0
Kane County,Illinois,17,089,11799.0
Kankakee County,Illinois,17,091,3424.0
Kendall County,Illinois,17,093,1902.0
Knox County,Illinois,17,095,2555.0
Lake County,Illinois,17,097,13760.0
LaSalle County,Illinois,17,099,3661.0
Lawrence County,Illinois,17,101,992.0
Lee County,Illinois,17,103,1412.0
Livingston County,Illinois,17,105,1683.0
Logan County,Illinois,17,107,1380.0
McDonough County,Illinois,17,109,499.0
McHenry County,Illinois,17,111,5747.0
McLean County,Illinois,17,113,3778.0
Macon County,Illinois,17,115,4853.0
Macoupin County,Illinois,17,117,1918.0
Madison County,Illinois,17,119,9324.0
Marion County,Illinois,17,121,1849.0
Marshall County,Illinois,17,123,469.0
Mason County,Illinois,17,125,731.0
Massac County,Illinois,17,127,538.0
Menard County,Illinois,17,129,446.0
Mercer County,Illinois,17,131,564.0
Monroe County,Illinois,17,133,740.0
Montgomery County,Illinois,17,135,1507.0
Morgan County,Illinois,17,137,1200.0
Moultrie County,Illinois,17,139,562.0
Ogle County,Illinois,17,141,1787.0
Peoria County,Illinois,17,143,4828.0
Perry County,Illinois,17,145,1513.0
Piatt County,Illinois,17,147,483.0
Pike County,Illinois,17,149,558.0
Pope County,Illinois,17,151,213.0
Pulaski County,Illinois,17,153,145.0
Putnam County,Illinois,17,155,156.0
Randolph County,Illinois,17,157,1838.0
Richland County,Illinois,17,159,665.0
Rock Island County,Illinois,17,161,4910.0
Saint Clair County,Illinois,17,163,8359.0
Saline County,Illinois,17,165,987.0
Sangamon County,Illinois,17,167,5228.0
Schuyler County,Illinois,17,169,408.0
Scott County,Illinois,17,171,142.0
Shelby County,Illinois,17,173,771.0
Stark County,Illinois,17,175,195.0
Stephenson County,Illinois,17,177,1545.0
Tazewell County,Illinois,17,179,4618.0
Union County,Illinois,17,181,740.0
Vermilion County,Illinois,17,183,4588.0
Wabash County,Illinois,17,185,535.0
Warren County,Illinois,17,187,436.0
Washington County,Illinois,17,189,555.0
Wayne County,Illinois,17,191,713.0
White County,Illinois,17,193,588.0
Whiteside County,Illinois,17,195,2349.0
Will County,Illinois,17,197,15216.0
Williamson County,Illinois,17,199,3062.0
Winnebago County,Illinois,17,201,12820.0
Woodford County,Illinois,17,203,806.0
Adams County,Indiana,18,001,1004.0
Allen County,Indiana,18,003,9882.0
Bartholomew County,Indiana,18,005,3245.0
Benton County,Indiana,18,007,354.0
Blackford County,Indiana,18,009,450.0
Boone County,Indiana,18,011,1345.0
Brown County,Indiana,18,013,707.0
Carroll County,Indiana,18,015,778.0
Cass County,Indiana,18,017,1502.0
Clark County,Indiana,18,019,5179.0
Clay County,Indiana,18,021,1026.0
Clinton County,Indiana,18,023,1365.0
Crawford County,Indiana,18,025,743.0
Daviess County,Indiana,18,027,903.0
Dearborn County,Indiana,18,029,1768.0
Decatur County,Indiana,18,031,1178.0
DeKalb County,Indiana,18,033,1966.0
Delaware County,Indiana,18,035,3796.0
Dubois County,Indiana,18,037,785.0
