County,State,State_FIPS,County_FIPS,high_school_only_percentage
Jackson County,Indiana,18,071,44.3
Jasper County,Indiana,18,073,44.0
Jay County,Indiana,18,075,55.2
Jefferson County,Indiana,18,077,39.2
Jennings County,Indiana,18,079,48.4
Johnson County,Indiana,18,081,33.4
Knox County,Indiana,18,083,38.4
Kosciusko County,Indiana,18,085,36.5
LaGrange County,Indiana,18,087,30.3
Lake County,Indiana,18,089,38.4
LaPorte County,Indiana,18,091,39.0
Lawrence County,Indiana,18,093,44.0
Madison County,Indiana,18,095,41.9
Marion County,Indiana,18,097,29.3
Marshall County,Indiana,18,099,42.3
Martin County,Indiana,18,101,40.6
Miami County,Indiana,18,103,42.4
Monroe County,Indiana,18,105,23.8
Montgomery County,Indiana,18,107,44.6
Morgan County,Indiana,18,109,40.9
Newton County,Indiana,18,111,52.9
Noble County,Indiana,18,113,41.3
Ohio County,Indiana,18,115,44.1
Orange County,Indiana,18,117,45.5
Owen County,Indiana,18,119,48.1
Parke County,Indiana,18,121,39.3
Perry County,Indiana,18,123,47.4
Pike County,Indiana,18,125,46.7
Porter County,Indiana,18,127,36.3
Posey County,Indiana,18,129,43.2
Pulaski County,Indiana,18,131,49.0
Putnam County,Indiana,18,133,41.2
Randolph County,Indiana,18,135,46.3
Ripley County,Indiana,18,137,47.4
Rush County,Indiana,18,139,48.3
Saint Joseph County,Indiana,18,141,33.1
Scott County,Indiana,18,143,43.8
Shelby County,Indiana,18,145,44.3
Spencer County,Indiana,18,147,45.3
Starke County,Indiana,18,149,46.8
Steuben County,Indiana,18,151,44.3
Sullivan County,Indiana,18,153,43.5
Switzerland County,Indiana,18,155,51.1
Tippecanoe County,Indiana,18,157,27.9
Tipton County,Indiana,18,159,49.4
Union County,Indiana,18,161,43.2
Vanderburgh County,Indiana,18,163,34.7
Vermillion County,Indiana,18,165,49.7
Vigo County,Indiana,18,167,35.9
Wabash County,Indiana,18,169,44.5
Warren County,Indiana,18,171,45.8
Warrick County,Indiana,18,173,33.1
Washington County,Indiana,18,175,49.1
Wayne County,Indiana,18,177,40.3
Wells County,Indiana,18,179,43.6
White County,Indiana,18,181,43.1
Whitley County,Indiana,18,183,43.1
Adair County,Iowa,19,001,45.7
Adams County,Iowa,19,003,44.1
Allamakee County,Iowa,19,005,45.5
Appanoose County,Iowa,19,007,42.8
Audubon County,Iowa,19,009,40.7
Benton County,Iowa,19,011,44.1
Black Hawk County,Iowa,19,013,35.0
Boone County,Iowa,19,015,37.5
Bremer County,Iowa,19,017,33.3
Buchanan County,Iowa,19,019,48.2
Buena Vista County,Iowa,19,021,30.0
Butler County,Iowa,19,023,47.4
Calhoun County,Iowa,19,025,43.6
Carroll County,Iowa,19,027,47.6
Cass County,Iowa,19,029,42.9
Cedar County,Iowa,19,031,46.6
Cerro Gordo County,Iowa,19,033,33.0
Cherokee County,Iowa,19,035,42.4
Chickasaw County,Iowa,19,037,48.5
Clarke County,Iowa,19,039,52.7
Clay County,Iowa,19,041,38.8
Clayton County,Iowa,19,043,51.4
Clinton County,Iowa,19,045,41.5
Crawford County,Iowa,19,047,40.0
Dallas County,Iowa,19,049,22.6
Davis County,Iowa,19,051,38.0
Decatur County,Iowa,19,053,43.5
Delaware County,Iowa,19,055,50.4
Des Moines County,Iowa,19,057,39.8
Dickinson County,Iowa,19,059,32.3
Dubuque County,Iowa,19,061,39.0
Emmet County,Iowa,19,063,34.9
Fayette County,Iowa,19,065,46.9
Floyd County,Iowa,19,067,43.2
Franklin County,Iowa,19,069,31.5
Fremont County,Iowa,19,071,45.9
Greene County,Iowa,19,073,36.0
Grundy County,Iowa,19,075,40.5
Guthrie County,Iowa,19,077,42.0
Hamilton County,Iowa,19,079,40.3
Hancock County,Iowa,19,081,40.1
Hardin County,Iowa,19,083,34.6
Harrison County,Iowa,19,085,42.9
Henry County,Iowa,19,087,37.9
Howard County,Iowa,19,089,48.1
Humboldt County,Iowa,19,091,41.7
Ida County,Iowa,19,093,41.1
Iowa County,Iowa,19,095,40.6
Jackson County,Iowa,19,097,49.9
Jasper County,Iowa,19,099,43.5
Jefferson County,Iowa,19,101,34.0
Johnson County,Iowa,19,103,19.1
Jones County,Iowa,19,105,48.5
Keokuk County,Iowa,19,107,50.7
Kossuth County,Iowa,19,109,43.6
Lee County,Iowa,19,111,42.9
Linn County,Iowa,19,113,28.0
Louisa County,Iowa,19,115,46.6
Lucas County,Iowa,19,117,44.6
Lyon County,Iowa,19,119,41.0
Madison County,Iowa,19,121,44.3
Mahaska County,Iowa,19,123,45.5
Marion County,Iowa,19,125,38.3
Marshall County,Iowa,19,127,37.3
Mills County,Iowa,19,129,33.4
Mitchell County,Iowa,19,131,42.9
Monona County,Iowa,19,133,47.1
Monroe County,Iowa,19,135,48.2
Montgomery County,Iowa,19,137,33.9
Muscatine County,Iowa,19,139,37.7
O'Brien County,Iowa,19,141,36.6
Osceola County,Iowa,19,143,47.7
Page County,Iowa,19,145,38.5
Palo Alto County,Iowa,19,147,36.5
Plymouth County,Iowa,19,149,41.1
Pocahontas County,Iowa,19,151,42.3
Polk County,Iowa,19,153,26.4
Pottawattamie County,Iowa,19,155,38.0
Poweshiek County,Iowa,19,157,43.8
Ringgold County,Iowa,19,159,40.2
Sac County,Iowa,19,161,47.1
Scott County,Iowa,19,163,28.4
Shelby County,Iowa,19,165,48.5
Sioux County,Iowa,19,167,35.4
Story County,Iowa,19,169,17.9
Tama County,Iowa,19,171,45.0
Taylor County,Iowa,19,173,47.6
Union County,Iowa,19,175,42.2
Van Buren County,Iowa,19,177,46.9
Wapello County,Iowa,19,179,40.0
Warren County,Iowa,19,181,34.7
Washington County,Iowa,19,183,38.9
Wayne County,Iowa,19,185,46.1
Webster County,Iowa,19,187,35.0
Winnebago County,Iowa,19,189,33.9
Winneshiek County,Iowa,19,191,39.0
Woodbury County,Iowa,19,193,33.7
Worth County,Iowa,19,195,35.0
Wright County,Iowa,19,197,43.1
Allen County,Kansas,20,001,38.1
Anderson County,Kansas,20,003,45.7
Atchison County,Kansas,20,005,47.3
Barber County,Kansas,20,007,36.8
Barton County,Kansas,20,009,32.7
Bourbon County,Kansas,20,011,30.1
Brown County,Kansas,20,013,43.7
Butler County,Kansas,20,015,29.3
Chase County,Kansas,20,017,37.0
Chautauqua County,Kansas,20,019,34.4
Cherokee County,Kansas,20,021,39.4
Cheyenne County,Kansas,20,023,37.4
Clark County,Kansas,20,025,33.4
Clay County,Kansas,20,027,39.4
Cloud County,Kansas,20,029,39.7
Coffey County,Kansas,20,031,37.7
Comanche County,Kansas,20,033,32.0
Cowley County,Kansas,20,035,31.9
Crawford County,Kansas,20,037,30.0
Decatur County,Kansas,20,039,44.2
Dickinson County,Kansas,20,041,38.7
Doniphan County,Kansas,20,043,40.7
Douglas County,Kansas,20,045,20.0
Edwards County,Kansas,20,047,31.7
Elk County,Kansas,20,049,46.3
Ellis County,Kansas,20,051,31.6
Ellsworth County,Kansas,20,053,41.8
Finney County,Kansas,20,055,27.3
Ford County,Kansas,20,057,25.4
Franklin County,Kansas,20,059,40.3
Geary County,Kansas,20,061,30.9
Gove County,Kansas,20,063,47.1
Graham County,Kansas,20,065,37.8
Grant County,Kansas,20,067,33.8
Gray County,Kansas,20,069,28.1
Greeley County,Kansas,20,071,29.0
Greenwood County,Kansas,20,073,45.7
Hamilton County,Kansas,20,075,32.5
Harper County,Kansas,20,077,33.5
Harvey County,Kansas,20,079,34.9
Haskell County,Kansas,20,081,34.2
Hodgeman County,Kansas,20,083,32.5
Jackson County,Kansas,20,085,44.2
Jefferson County,Kansas,20,087,45.1
Jewell County,Kansas,20,089,32.8
Johnson County,Kansas,20,091,15.2
Kearny County,Kansas,20,093,26.6
Kingman County,Kansas,20,095,33.6
Kiowa County,Kansas,20,097,33.9
Labette County,Kansas,20,099,30.7
Lane County,Kansas,20,101,36.7
Leavenworth County,Kansas,20,103,34.4
Lincoln County,Kansas,20,105,38.3
Linn County,Kansas,20,107,45.5
Logan County,Kansas,20,109,36.8
Lyon County,Kansas,20,111,33.2
McPherson County,Kansas,20,113,33.9
Marion County,Kansas,20,115,40.7
Marshall County,Kansas,20,117,52.2
Meade County,Kansas,20,119,35.6
Miami County,Kansas,20,121,35.9
Mitchell County,Kansas,20,123,35.1
Montgomery County,Kansas,20,125,33.0
Morris County,Kansas,20,127,44.7
Morton County,Kansas,20,129,35.0
Nemaha County,Kansas,20,131,50.9
Neosho County,Kansas,20,133,38.4
Ness County,Kansas,20,135,45.6
Norton County,Kansas,20,137,37.1
Osage County,Kansas,20,139,42.9
Osborne County,Kansas,20,141,38.5
Ottawa County,Kansas,20,143,34.0
Pawnee County,Kansas,20,145,29.2
Phillips County,Kansas,20,147,41.9
Pottawatomie County,Kansas,20,149,30.5
Pratt County,Kansas,20,151,29.3
Rawlins County,Kansas,20,153,39.3
Reno County,Kansas,20,155,33.4
Republic County,Kansas,20,157,37.8
Rice County,Kansas,20,159,40.0
Riley County,Kansas,20,161,20.5
Rooks County,Kansas,20,163,38.8
Rush County,Kansas,20,165,43.0
Russell County,Kansas,20,167,40.2
Saline County,Kansas,20,169,32.7
Scott County,Kansas,20,171,36.3
Sedgwick County,Kansas,20,173,27.8
Seward County,Kansas,20,175,29.4
Shawnee County,Kansas,20,177,31.3
Sheridan County,Kansas,20,179,36.7
Sherman County,Kansas,20,181,31.3
Smith County,Kansas,20,183,41.6
Stafford County,Kansas,20,185,35.0
Stanton County,Kansas,20,187,26.6
Stevens County,Kansas,20,189,39.3
Sumner County,Kansas,20,191,38.7
Thomas County,Kansas,20,193,25.0
Trego County,Kansas,20,195,43.2
Wabaunsee County,Kansas,20,197,48.0
Wallace County,Kansas,20,199,41.7
Washington County,Kansas,20,201,43.4
Wichita County,Kansas,20,203,32.1
Wilson County,Kansas,20,205,38.3
Woodson County,Kansas,20,207,44.0
Wyandotte County,Kansas,20,209,36.5
Adair County,Kentucky,21,001,36.7
Allen County,Kentucky,21,003,41.3
Anderson County,Kentucky,21,005,41.6
Ballard County,Kentucky,21,007,43.9
Barren County,Kentucky,21,009,44.6
Bath County,Kentucky,21,011,39.3
Bell County,Kentucky,21,013,38.2
Boone County,Kentucky,21,015,28.2
Bourbon County,Kentucky,21,017,40.1
Boyd County,Kentucky,21,019,39.6
Boyle County,Kentucky,21,021,36.6
Bracken County,Kentucky,21,023,43.6
Breathitt County,Kentucky,21,025,38.6
Breckinridge County,Kentucky,21,027,49.3
Bullitt County,Kentucky,21,029,43.5
Butler County,Kentucky,21,031,46.0
Caldwell County,Kentucky,21,033,51.2
Calloway County,Kentucky,21,035,32.9
Campbell County,Kentucky,21,037,33.8
Carlisle County,Kentucky,21,039,47.6
Carroll County,Kentucky,21,041,46.3
Carter County,Kentucky,21,043,43.3
Casey County,Kentucky,21,045,35.3
Christian County,Kentucky,21,047,38.7
Clark County,Kentucky,21,049,36.2
Clay County,Kentucky,21,051,37.7
Clinton County,Kentucky,21,053,35.3
Crittenden County,Kentucky,21,055,47.6
Cumberland County,Kentucky,21,057,46.1
Daviess County,Kentucky,21,059,42.7
Edmonson County,Kentucky,21,061,48.2
Elliott County,Kentucky,21,063,44.9
Estill County,Kentucky,21,065,46.4
Fayette County,Kentucky,21,067,21.4
Fleming County,Kentucky,21,069,40.6
Floyd County,Kentucky,21,071,34.7
Franklin County,Kentucky,21,073,31.7
Fulton County,Kentucky,21,075,42.1
Gallatin County,Kentucky,21,077,38.6
Garrard County,Kentucky,21,079,43.4
Grant County,Kentucky,21,081,42.5
Graves County,Kentucky,21,083,41.7
Grayson County,Kentucky,21,085,44.5
Green County,Kentucky,21,087,48.0
Greenup County,Kentucky,21,089,38.5
Hancock County,Kentucky,21,091,45.1
Hardin County,Kentucky,21,093,35.0
Harlan County,Kentucky,21,095,37.9
Harrison County,Kentucky,21,097,42.9
Hart County,Kentucky,21,099,41.9
Henderson County,Kentucky,21,101,41.8
Henry County,Kentucky,21,103,46.8
Hickman County,Kentucky,21,105,42.2
Hopkins County,Kentucky,21,107,40.1
Jackson County,Kentucky,21,109,42.0
Jefferson County,Kentucky,21,111,29.7
Jessamine County,Kentucky,21,113,30.3
Johnson County,Kentucky,21,115,39.5
Kenton County,Kentucky,21,117,30.2
Knott County,Kentucky,21,119,39.5
Knox County,Kentucky,21,121,42.6
Larue County,Kentucky,21,123,42.6
Laurel County,Kentucky,21,125,39.2
Lawrence County,Kentucky,21,127,40.3
Lee County,Kentucky,21,129,42.6
Leslie County,Kentucky,21,131,35.9
Letcher County,Kentucky,21,133,36.5
Lewis County,Kentucky,21,135,43.3
Lincoln County,Kentucky,21,137,43.2
Livingston County,Kentucky,21,139,43.5
Logan County,Kentucky,21,141,44.6
Lyon County,Kentucky,21,143,42.0
McCracken County,Kentucky,21,145,32.8
McCreary County,Kentucky,21,147,37.4
McLean County,Kentucky,21,149,47.0
Madison County,Kentucky,21,151,32.5
Magoffin County,Kentucky,21,153,38.0
Marion County,Kentucky,21,155,52.1
Marshall County,Kentucky,21,157,45.9
Martin County,Kentucky,21,159,41.7
Mason County,Kentucky,21,161,38.2
Meade County,Kentucky,21,163,39.9
Menifee County,Kentucky,21,165,44.1
Mercer County,Kentucky,21,167,41.5
Metcalfe County,Kentucky,21,169,47.9
Monroe County,Kentucky,21,171,45.9
Montgomery County,Kentucky,21,173,42.4
Morgan County,Kentucky,21,175,43.5
Muhlenberg County,Kentucky,21,177,43.8
Nelson County,Kentucky,21,179,44.6
Nicholas County,Kentucky,21,181,44.1
Ohio County,Kentucky,21,183,45.8
Oldham County,Kentucky,21,185,24.6
Owen County,Kentucky,21,187,41.8
Owsley County,Kentucky,21,189,32.8
Pendleton County,Kentucky,21,191,42.7
Perry County,Kentucky,21,193,36.9
Pike County,Kentucky,21,195,37.8
Powell County,Kentucky,21,197,48.3
Pulaski County,Kentucky,21,199,39.1
Robertson County,Kentucky,21,201,36.8
Rockcastle County,Kentucky,21,203,39.3
Rowan County,Kentucky,21,205,33.6
Russell County,Kentucky,21,207,37.4
Scott County,Kentucky,21,209,31.7
Shelby County,Kentucky,21,211,31.3
Simpson County,Kentucky,21,213,39.4
Spencer County,Kentucky,21,215,34.1
Taylor County,Kentucky,21,217,40.0
Todd County,Kentucky,21,219,45.4
Trigg County,Kentucky,21,221,37.1
Trimble County,Kentucky,21,223,46.0
Union County,Kentucky,21,225,43.2
Warren County,Kentucky,21,227,31.1
Washington County,Kentucky,21,229,43.5
Wayne County,Kentucky,21,231,37.6
Webster County,Kentucky,21,233,40.8
Whitley County,Kentucky,21,235,40.7
Wolfe County,Kentucky,21,237,37.6
Woodford County,Kentucky,21,239,30.2
Acadia Parish,Louisiana,22,001,43.3
Allen Parish,Louisiana,22,003,41.7
Ascension Parish,Louisiana,22,005,38.0
Assumption Parish,Louisiana,22,007,42.6
Avoyelles Parish,Louisiana,22,009,38.5
Beauregard Parish,Louisiana,22,011,42.4
Bienville Parish,Louisiana,22,013,37.6
Bossier Parish,Louisiana,22,015,34.2
Caddo Parish,Louisiana,22,017,36.3
Calcasieu Parish,Louisiana,22,019,37.2
Caldwell Parish,Louisiana,22,021,46.7
Cameron Parish,Louisiana,22,023,45.5
Catahoula Parish,Louisiana,22,025,39.6
Claiborne Parish,Louisiana,22,027,41.2
Concordia Parish,Louisiana,22,029,39.2
De Soto Parish,Louisiana,22,031,43.7
East Baton Rouge Parish,Louisiana,22,033,25.9
East Carroll Parish,Louisiana,22,035,44.7
East Feliciana Parish,Louisiana,22,037,40.5
Evangeline Parish,Louisiana,22,039,39.6
Franklin Parish,Louisiana,22,041,39.0
Grant Parish,Louisiana,22,043,42.8
Iberia Parish,Louisiana,22,045,42.0
Iberville Parish,Louisiana,22,047,43.1
Jackson Parish,Louisiana,22,049,38.5
Jefferson Parish,Louisiana,22,051,31.1
Jefferson Davis Parish,Louisiana,22,053,45.4
Lafayette Parish,Louisiana,22,055,30.7
Lafourche Parish,Louisiana,22,057,38.6
LaSalle Parish,Louisiana,22,059,43.6
Lincoln Parish,Louisiana,22,061,30.0
Livingston Parish,Louisiana,22,063,39.1
Madison Parish,Louisiana,22,065,45.6
Morehouse Parish,Louisiana,22,067,43.2
Natchitoches Parish,Louisiana,22,069,37.7
Orleans Parish,Louisiana,22,071,26.6
Ouachita Parish,Louisiana,22,073,33.7
Plaquemines Parish,Louisiana,22,075,35.8
Pointe Coupee Parish,Louisiana,22,077,42.1
Rapides Parish,Louisiana,22,079,35.7
Red River Parish,Louisiana,22,081,47.2
Richland Parish,Louisiana,22,083,39.1
Sabine Parish,Louisiana,22,085,44.3
Saint Bernard Parish,Louisiana,22,087,43.3
Saint Charles Parish,Louisiana,22,089,37.5
Saint Helena Parish,Louisiana,22,091,51.4
Saint James Parish,Louisiana,22,093,50.0
Saint John the Baptist Parish,Louisiana,22,095,37.6
Saint Landry Parish,Louisiana,22,097,42.5
Saint Martin Parish,Louisiana,22,099,42.4
Saint Mary Parish,Louisiana,22,101,39.0
Saint Tammany Parish,Louisiana,22,103,26.2
Tangipahoa Parish,Louisiana,22,105,36.0
Tensas Parish,Louisiana,22,107,44.2
Terrebonne Parish,Louisiana,22,109,38.8
Union Parish,Louisiana,22,111,46.8
Vermilion Parish,Louisiana,22,113,45.1
Vernon Parish,Louisiana,22,115,38.0
Washington Parish,Louisiana,22,117,44.5
Webster Parish,Louisiana,22,119,42.3
West Baton Rouge Parish,Louisiana,22,121,40.4
West Carroll Parish,Louisiana,22,123,42.0
West Feliciana Parish,Louisiana,22,125,33.1
Winn Parish,Louisiana,22,127,42.6
Androscoggin County,Maine,23,001,41.1
Aroostook County,Maine,23,003,39.5
Cumberland County,Maine,23,005,25.6
Franklin County,Maine,23,007,38.4
Hancock County,Maine,23,009,35.6
Kennebec County,Maine,23,011,37.5
Knox County,Maine,23,013,39.2
Lincoln County,Maine,23,015,34.4
Oxford County,Maine,23,017,45.8
Penobscot County,Maine,23,019,36.6
Piscataquis County,Maine,23,021,45.0
Sagadahoc County,Maine,23,023,33.3
Somerset County,Maine,23,025,45.2
Waldo County,Maine,23,027,40.4
Washington County,Maine,23,029,38.9
York County,Maine,23,031,34.0
Allegany County,Maryland,24,001,46.9
Anne Arundel County,Maryland,24,003,25.3
Baltimore County,Maryland,24,005,26.6
Calvert County,Maryland,24,009,33.5
Caroline County,Maryland,24,011,38.6
Carroll County,Maryland,24,013,31.3
Cecil County,Maryland,24,015,37.7
Charles County,Maryland,24,017,32.0
Dorchester County,Maryland,24,019,41.0
Frederick County,Maryland,24,021,26.7
Garrett County,Maryland,24,023,45.2
Harford County,Maryland,24,025,28.7
Howard County,Maryland,24,027,14.2
Kent County,Maryland,24,029,37.6
Queen Anne's County,Maryland,24,035,32.0
Saint Mary's County,Maryland,24,037,31.7
Somerset County,Maryland,24,039,50.3
Talbot County,Maryland,24,041,29.8
Washington County,Maryland,24,043,38.5
Wicomico County,Maryland,24,045,33.9
Worcester County,Maryland,24,047,31.8
Baltimore City,Maryland,24,510,30.7
Montgomery County,Maryland,24,031,13.1
Prince George's County,Maryland,24,033,29.0
Barnstable County,Massachusetts,25,001,26.6
Berkshire County,Massachusetts,25,003,35.4
Bristol County,Massachusetts,25,005,32.2
Dukes County,Massachusetts,25,007,23.3
Essex County,Massachusetts,25,009,26.4
Franklin County,Massachusetts,25,011,32.1
Hampden County,Massachusetts,25,013,33.8
Hampshire County,Massachusetts,25,015,28.5
Middlesex County,Massachusetts,25,017,22.1
Nantucket County,Massachusetts,25,019,30.2
Norfolk County,Massachusetts,25,021,22.6
Plymouth County,Massachusetts,25,023,31.8
Suffolk County,Massachusetts,25,025,25.2
Worcester County,Massachusetts,25,027,30.1
Alcona County,Michigan,26,001,39.3
Alger County,Michigan,26,003,46.4
Allegan County,Michigan,26,005,40.2
Alpena County,Michigan,26,007,34.9
Antrim County,Michigan,26,009,37.8
Arenac County,Michigan,26,011,41.9
Baraga County,Michigan,26,013,48.6
Barry County,Michigan,26,015,40.2
Bay County,Michigan,26,017,36.0
Benzie County,Michigan,26,019,33.5
Berrien County,Michigan,26,021,31.1
Branch County,Michigan,26,023,42.9
Calhoun County,Michigan,26,025,37.3
Cass County,Michigan,26,027,40.0
Charlevoix County,Michigan,26,029,33.7
Cheboygan County,Michigan,26,031,40.1
Chippewa County,Michigan,26,033,39.2
Clare County,Michigan,26,035,39.0
Clinton County,Michigan,26,037,29.9
Crawford County,Michigan,26,039,39.4
Delta County,Michigan,26,041,38.4
Dickinson County,Michigan,26,043,38.7
Eaton County,Michigan,26,045,29.3
Emmet County,Michigan,26,047,30.7
Genesee County,Michigan,26,049,34.5
Gladwin County,Michigan,26,051,40.6
Gogebic County,Michigan,26,053,37.6
Grand Traverse County,Michigan,26,055,29.2
Gratiot County,Michigan,26,057,42.9
Hillsdale County,Michigan,26,059,42.4
Houghton County,Michigan,26,061,33.4
Huron County,Michigan,26,063,45.5
Ingham County,Michigan,26,065,21.9
Ionia County,Michigan,26,067,40.1
Iosco County,Michigan,26,069,38.9
Iron County,Michigan,26,071,42.7
Isabella County,Michigan,26,073,34.5
Jackson County,Michigan,26,075,35.8
Kalamazoo County,Michigan,26,077,25.0
Kalkaska County,Michigan,26,079,44.0
Kent County,Michigan,26,081,26.7
Keweenaw County,Michigan,26,083,40.9
Lake County,Michigan,26,085,43.9
Lapeer County,Michigan,26,087,39.6
Leelanau County,Michigan,26,089,23.9
Lenawee County,Michigan,26,091,37.6
Livingston County,Michigan,26,093,26.6
Luce County,Michigan,26,095,40.5
Mackinac County,Michigan,26,097,41.4
Macomb County,Michigan,26,099,30.0
Manistee County,Michigan,26,101,38.7
Marquette County,Michigan,26,103,33.3
Mason County,Michigan,26,105,34.9
Mecosta County,Michigan,26,107,36.3
Menominee County,Michigan,26,109,43.6
Midland County,Michigan,26,111,28.1
Missaukee County,Michigan,26,113,44.7
Monroe County,Michigan,26,115,38.2
Montcalm County,Michigan,26,117,40.2
Montmorency County,Michigan,26,119,42.8
Muskegon County,Michigan,26,121,37.6
Newaygo County,Michigan,26,123,42.3
Oakland County,Michigan,26,125,19.4
Oceana County,Michigan,26,127,37.0
Ogemaw County,Michigan,26,129,44.2
Ontonagon County,Michigan,26,131,38.0
Osceola County,Michigan,26,133,45.3
Oscoda County,Michigan,26,135,41.7
Otsego County,Michigan,26,137,38.3
Ottawa County,Michigan,26,139,30.4
Presque Isle County,Michigan,26,141,40.6
Roscommon County,Michigan,26,143,36.5
Saginaw County,Michigan,26,145,36.4
Saint Clair County,Michigan,26,147,37.8
Saint Joseph County,Michigan,26,149,39.1
Sanilac County,Michigan,26,151,48.3
Schoolcraft County,Michigan,26,153,44.5
Shiawassee County,Michigan,26,155,39.5
Tuscola County,Michigan,26,157,42.1
Van Buren County,Michigan,26,159,35.1
Washtenaw County,Michigan,26,161,15.5
Wayne County,Michigan,26,163,32.4
Wexford County,Michigan,26,165,38.8
Aitkin County,Minnesota,27,001,40.4
Anoka County,Minnesota,27,003,31.7
Becker County,Minnesota,27,005,35.2
Beltrami County,Minnesota,27,007,27.5
Benton County,Minnesota,27,009,35.7
Big Stone County,Minnesota,27,011,43.7
Blue Earth County,Minnesota,27,013,30.8
Brown County,Minnesota,27,015,39.9
Carlton County,Minnesota,27,017,35.1
Carver County,Minnesota,27,019,20.7
Cass County,Minnesota,27,021,36.8
Chippewa County,Minnesota,27,023,36.7
Chisago County,Minnesota,27,025,37.7
Clay County,Minnesota,27,027,31.1
Clearwater County,Minnesota,27,029,39.1
Cook County,Minnesota,27,031,28.2
Cottonwood County,Minnesota,27,033,36.0
Crow Wing County,Minnesota,27,035,32.0
Dakota County,Minnesota,27,037,22.4
Dodge County,Minnesota,27,039,36.3
Douglas County,Minnesota,27,041,30.7
Faribault County,Minnesota,27,043,42.1
Fillmore County,Minnesota,27,045,38.6
Freeborn County,Minnesota,27,047,40.0
Goodhue County,Minnesota,27,049,34.0
Grant County,Minnesota,27,051,38.9
Hennepin County,Minnesota,27,053,18.7
Houston County,Minnesota,27,055,37.7
Hubbard County,Minnesota,27,057,34.6
Isanti County,Minnesota,27,059,43.3
Itasca County,Minnesota,27,061,35.4
Jackson County,Minnesota,27,063,38.4
Kanabec County,Minnesota,27,065,43.2
Kandiyohi County,Minnesota,27,067,33.2
Kittson County,Minnesota,27,069,37.2
Koochiching County,Minnesota,27,071,43.2
Lac qui Parle County,Minnesota,27,073,40.3
Lake County,Minnesota,27,075,39.3
Lake of the Woods County,Minnesota,27,077,31.5
Le Sueur County,Minnesota,27,079,38.8
Lincoln County,Minnesota,27,081,44.6
Lyon County,Minnesota,27,083,34.4
McLeod County,Minnesota,27,085,37.7
Mahnomen County,Minnesota,27,087,39.2
Marshall County,Minnesota,27,089,40.4
Martin County,Minnesota,27,091,39.1
Meeker County,Minnesota,27,093,40.5
Mille Lacs County,Minnesota,27,095,41.3
Morrison County,Minnesota,27,097,42.2
Mower County,Minnesota,27,099,34.8
Murray County,Minnesota,27,101,43.1
Nicollet County,Minnesota,27,103,27.9
Nobles County,Minnesota,27,105,35.3
Norman County,Minnesota,27,107,42.7
Olmsted County,Minnesota,27,109,23.5
Otter Tail County,Minnesota,27,111,33.7
Pennington County,Minnesota,27,113,36.8
Pine County,Minnesota,27,115,44.5
Pipestone County,Minnesota,27,117,36.7
Polk County,Minnesota,27,119,33.6
Pope County,Minnesota,27,121,37.1
Ramsey County,Minnesota,27,123,23.3
Red Lake County,Minnesota,27,125,41.3
Redwood County,Minnesota,27,127,38.5
Renville County,Minnesota,27,129,42.1
Rice County,Minnesota,27,131,35.3
Rock County,Minnesota,27,133,43.3
Roseau County,Minnesota,27,135,40.4
Saint Louis County,Minnesota,27,137,30.1
Scott County,Minnesota,27,139,24.5
Sherburne County,Minnesota,27,141,30.9
Sibley County,Minnesota,27,143,46.3
Stearns County,Minnesota,27,145,32.9
Steele County,Minnesota,27,147,33.7
Stevens County,Minnesota,27,149,34.2
Swift County,Minnesota,27,151,46.3
Todd County,Minnesota,27,153,39.1
Traverse County,Minnesota,27,155,40.7
Wabasha County,Minnesota,27,157,42.8
Wadena County,Minnesota,27,159,36.5
Waseca County,Minnesota,27,161,38.3
Washington County,Minnesota,27,163,23.0
Watonwan County,Minnesota,27,165,39.4
Wilkin County,Minnesota,27,167,32.7
Winona County,Minnesota,27,169,31.4
Wright County,Minnesota,27,171,33.4
Yellow Medicine County,Minnesota,27,173,42.4
Adams County,Mississippi,28,001,37.1
Alcorn County,Mississippi,28,003,34.9
Amite County,Mississippi,28,005,41.5
Attala County,Mississippi,28,007,28.2
Benton County,Mississippi,28,009,37.8
Bolivar County,Mississippi,28,011,27.9
Calhoun County,Mississippi,28,013,35.0
Carroll County,Mississippi,28,015,41.7
Chickasaw County,Mississippi,28,017,34.8
Choctaw County,Mississippi,28,019,40.3
Claiborne County,Mississippi,28,021,41.2
Clarke County,Mississippi,28,023,40.9
Clay County,Mississippi,28,025,34.3
Coahoma County,Mississippi,28,027,32.7
Copiah County,Mississippi,28,029,31.9
Covington County,Mississippi,28,031,35.8
DeSoto County,Mississippi,28,033,31.7
Forrest County,Mississippi,28,035,27.8
Franklin County,Mississippi,28,037,35.5
George County,Mississippi,28,039,50.4
Greene County,Mississippi,28,041,44.3
Grenada County,Mississippi,28,043,33.5
Hancock County,Mississippi,28,045,31.5
Harrison County,Mississippi,28,047,28.7
Hinds County,Mississippi,28,049,27.9
Holmes County,Mississippi,28,051,34.2
Humphreys County,Mississippi,28,053,34.7
Issaquena County,Mississippi,28,055,31.8
Itawamba County,Mississippi,28,057,33.1
Jackson County,Mississippi,28,059,32.8
Jasper County,Mississippi,28,061,38.8
Jefferson County,Mississippi,28,063,51.4
Jefferson Davis County,Mississippi,28,065,34.2
Jones County,Mississippi,28,067,28.4
Kemper County,Mississippi,28,069,43.2
