County,State,State_FIPS,County_FIPS,high_school_grads
San Luis Obispo County,California,06,079,32096.0
San Mateo County,California,06,081,79083.0
Santa Barbara County,California,06,083,40915.0
Santa Clara County,California,06,085,171597.0
Santa Cruz County,California,06,087,23305.0
Shasta County,California,06,089,27645.0
Sierra County,California,06,091,679.0
Siskiyou County,California,06,093,7266.0
Solano County,California,06,095,58752.0
Sonoma County,California,06,097,60329.0
Stanislaus County,California,06,099,79584.0
Sutter County,California,06,101,12785.0
Tehama County,California,06,103,11337.0
Trinity County,California,06,105,2391.0
Tulare County,California,06,107,56363.0
Tuolumne County,California,06,109,9642.0
Ventura County,California,06,111,93429.0
Yolo County,California,06,113,20513.0
Yuba County,California,06,115,9320.0
Alamosa County,Colorado,08,003,1863.0
Archuleta County,Colorado,08,007,2140.0
Baca County,Colorado,08,009,783.0
Bent County,Colorado,08,011,1184.0
Chaffee County,Colorado,08,015,3120.0
Cheyenne County,Colorado,08,017,388.0
Clear Creek County,Colorado,08,019,1398.0
Conejos County,Colorado,08,021,1601.0
Costilla County,Colorado,08,023,607.0
Crowley County,Colorado,08,025,770.0
Custer County,Colorado,08,027,644.0
Delta County,Colorado,08,029,6638.0
Dolores County,Colorado,08,033,420.0
Douglas County,Colorado,08,035,23049.0
Eagle County,Colorado,08,037,5684.0
Elbert County,Colorado,08,039,4117.0
El Paso County,Colorado,08,041,71055.0
Fremont County,Colorado,08,043,8390.0
Garfield County,Colorado,08,045,7430.0
Gilpin County,Colorado,08,047,760.0
Grand County,Colorado,08,049,2028.0
Gunnison County,Colorado,08,051,1440.0
Huerfano County,Colorado,08,055,1213.0
Jackson County,Colorado,08,057,343.0
Kiowa County,Colorado,08,061,234.0
Kit Carson County,Colorado,08,063,1497.0
Lake County,Colorado,08,065,1347.0
La Plata County,Colorado,08,067,6122.0
Larimer County,Colorado,08,069,31371.0
Las Animas County,Colorado,08,071,2545.0
Lincoln County,Colorado,08,073,1170.0
Logan County,Colorado,08,075,4065.0
Mesa County,Colorado,08,077,24072.0
Moffat County,Colorado,08,081,2732.0
Montezuma County,Colorado,08,083,4432.0
Montrose County,Colorado,08,085,7859.0
Morgan County,Colorado,08,087,4761.0
Otero County,Colorado,08,089,2497.0
Ouray County,Colorado,08,091,580.0
Park County,Colorado,08,093,2616.0
Phillips County,Colorado,08,095,667.0
Pitkin County,Colorado,08,097,1391.0
Prowers County,Colorado,08,099,1729.0
Pueblo County,Colorado,08,101,25258.0
Rio Blanco County,Colorado,08,103,1371.0
Rio Grande County,Colorado,08,105,2003.0
Routt County,Colorado,08,107,2570.0
Saguache County,Colorado,08,109,922.0
San Miguel County,Colorado,08,113,855.0
Sedgwick County,Colorado,08,115,487.0
Summit County,Colorado,08,117,3080.0
Teller County,Colorado,08,119,3919.0
Washington County,Colorado,08,121,966.0
Yuma County,Colorado,08,125,1981.0
Adams County,Colorado,08,001,68881.0
Arapahoe County,Colorado,08,005,69179.0
Boulder County,Colorado,08,013,21413.0
Broomfield County,Colorado,08,014,5122.0
Denver County,Colorado,08,031,64445.0
Jefferson County,Colorado,08,059,67603.0
Weld County,Colorado,08,123,37327.0
Fairfield County,Connecticut,09,001,128440.0
Hartford County,Connecticut,09,003,147452.0
Litchfield County,Connecticut,09,005,36127.0
Middlesex County,Connecticut,09,007,29286.0
New Haven County,Connecticut,09,009,159209.0
New London County,Connecticut,09,011,51761.0
Tolland County,Connecticut,09,013,23030.0
Windham County,Connecticut,09,015,23852.0
Kent County,Delaware,10,001,31261.0
New Castle County,Delaware,10,003,94436.0
Sussex County,Delaware,10,005,48616.0
Alachua County,Florida,12,001,26915.0
Baker County,Florida,12,003,6463.0
Bay County,Florida,12,005,29253.0
Bradford County,Florida,12,007,5413.0
Brevard County,Florida,12,009,100440.0
Broward County,Florida,12,011,309588.0
Calhoun County,Florida,12,013,3013.0
Charlotte County,Florida,12,015,38287.0
Citrus County,Florida,12,017,34656.0
Clay County,Florida,12,019,31783.0
Collier County,Florida,12,021,59705.0
Columbia County,Florida,12,023,12839.0
Miami-Dade County,Florida,12,086,465665.0
DeSoto County,Florida,12,027,7456.0
Dixie County,Florida,12,029,3510.0
Duval County,Florida,12,031,143722.0
Escambia County,Florida,12,033,48864.0
Flagler County,Florida,12,035,21486.0
Franklin County,Florida,12,037,2188.0
Gadsden County,Florida,12,039,9105.0
Gilchrist County,Florida,12,041,3596.0
Glades County,Florida,12,043,3342.0
Gulf County,Florida,12,045,3383.0
Hamilton County,Florida,12,047,3046.0
Hardee County,Florida,12,049,5006.0
Hendry County,Florida,12,051,6568.0
Hernando County,Florida,12,053,40331.0
Highlands County,Florida,12,055,22267.0
Hillsborough County,Florida,12,057,201538.0
Holmes County,Florida,12,059,3763.0
Indian River County,Florida,12,061,26098.0
Jackson County,Florida,12,063,8848.0
Jefferson County,Florida,12,065,2367.0
Lafayette County,Florida,12,067,1641.0
Lake County,Florida,12,069,62796.0
Lee County,Florida,12,071,133205.0
Leon County,Florida,12,073,25235.0
Levy County,Florida,12,075,9549.0
Liberty County,Florida,12,077,1694.0
Madison County,Florida,12,079,4046.0
Manatee County,Florida,12,081,65606.0
Marion County,Florida,12,083,74388.0
Martin County,Florida,12,085,25935.0
Monroe County,Florida,12,087,14982.0
Nassau County,Florida,12,089,15168.0
Okaloosa County,Florida,12,091,28286.0
Okeechobee County,Florida,12,093,6955.0
Orange County,Florida,12,095,178347.0
Osceola County,Florida,12,097,54286.0
Palm Beach County,Florida,12,099,225655.0
Pasco County,Florida,12,101,97897.0
Pinellas County,Florida,12,103,177329.0
Polk County,Florida,12,105,127560.0
Putnam County,Florida,12,107,15423.0
Saint Johns County,Florida,12,109,25048.0
Saint Lucie County,Florida,12,111,57913.0
Santa Rosa County,Florida,12,113,25109.0
Sarasota County,Florida,12,115,82370.0
Seminole County,Florida,12,117,60550.0
Sumter County,Florida,12,119,23462.0
Suwannee County,Florida,12,121,10578.0
Taylor County,Florida,12,123,4301.0
Union County,Florida,12,125,2859.0
Volusia County,Florida,12,127,102644.0
Wakulla County,Florida,12,129,6600.0
Walton County,Florida,12,131,9442.0
Washington County,Florida,12,133,5304.0
Appling County,Georgia,13,001,4508.0
Atkinson County,Georgia,13,003,1763.0
Bacon County,Georgia,13,005,2425.0
Baker County,Georgia,13,007,866.0
Baldwin County,Georgia,13,009,8693.0
Banks County,Georgia,13,011,4371.0
Barrow County,Georgia,13,013,12653.0
Bartow County,Georgia,13,015,20212.0
Ben Hill County,Georgia,13,017,3860.0
Berrien County,Georgia,13,019,3534.0
Bibb County,Georgia,13,021,27441.0
Bleckley County,Georgia,13,023,2733.0
Brantley County,Georgia,13,025,4263.0
Brooks County,Georgia,13,027,3417.0
Bryan County,Georgia,13,029,4766.0
Bulloch County,Georgia,13,031,9773.0
Burke County,Georgia,13,033,5254.0
Butts County,Georgia,13,035,5284.0
Calhoun County,Georgia,13,037,1149.0
Camden County,Georgia,13,039,7400.0
Candler County,Georgia,13,043,2285.0
Carroll County,Georgia,13,045,19998.0
Catoosa County,Georgia,13,047,10731.0
Charlton County,Georgia,13,049,2840.0
Chatham County,Georgia,13,051,39431.0
Chattahoochee County,Georgia,13,053,1074.0
Chattooga County,Georgia,13,055,5001.0
Cherokee County,Georgia,13,057,28758.0
Clarke County,Georgia,13,059,11524.0
Clay County,Georgia,13,061,817.0
Clayton County,Georgia,13,063,43295.0
Clinch County,Georgia,13,065,1513.0
Cobb County,Georgia,13,067,78142.0
Coffee County,Georgia,13,069,8334.0
Colquitt County,Georgia,13,071,8972.0
Columbia County,Georgia,13,073,17628.0
Cook County,Georgia,13,075,3624.0
Coweta County,Georgia,13,077,23268.0
Crawford County,Georgia,13,079,2842.0
Crisp County,Georgia,13,081,4412.0
Dade County,Georgia,13,083,3178.0
Dawson County,Georgia,13,085,3399.0
Decatur County,Georgia,13,087,4971.0
DeKalb County,Georgia,13,089,88135.0
Dodge County,Georgia,13,091,4733.0
Dooly County,Georgia,13,093,3540.0
Dougherty County,Georgia,13,095,13949.0
Douglas County,Georgia,13,097,23224.0
Early County,Georgia,13,099,2394.0
Echols County,Georgia,13,101,877.0
Effingham County,Georgia,13,103,10358.0
Elbert County,Georgia,13,105,5652.0
Emanuel County,Georgia,13,107,4814.0
Evans County,Georgia,13,109,2210.0
Fannin County,Georgia,13,111,5782.0
Fayette County,Georgia,13,113,13310.0
Floyd County,Georgia,13,115,15039.0
Forsyth County,Georgia,13,117,21415.0
Franklin County,Georgia,13,119,4408.0
Fulton County,Georgia,13,121,101721.0
Gilmer County,Georgia,13,123,5273.0
Glascock County,Georgia,13,125,728.0
Glynn County,Georgia,13,127,13004.0
Gordon County,Georgia,13,129,9653.0
Grady County,Georgia,13,131,5027.0
Greene County,Georgia,13,133,3379.0
Gwinnett County,Georgia,13,135,106962.0
Habersham County,Georgia,13,137,7739.0
Hall County,Georgia,13,139,28462.0
Hancock County,Georgia,13,141,2098.0
Haralson County,Georgia,13,143,5585.0
Harris County,Georgia,13,145,5684.0
Hart County,Georgia,13,147,5539.0
Heard County,Georgia,13,149,2450.0
Henry County,Georgia,13,151,34787.0
Houston County,Georgia,13,153,23265.0
Irwin County,Georgia,13,155,1966.0
Jackson County,Georgia,13,157,11285.0
Jasper County,Georgia,13,159,3122.0
Jeff Davis County,Georgia,13,161,3296.0
Jefferson County,Georgia,13,163,3834.0
Jenkins County,Georgia,13,165,1483.0
Johnson County,Georgia,13,167,2238.0
Jones County,Georgia,13,169,6173.0
Lamar County,Georgia,13,171,3392.0
Lanier County,Georgia,13,173,1508.0
Laurens County,Georgia,13,175,11993.0
Lee County,Georgia,13,177,4233.0
Liberty County,Georgia,13,179,9226.0
Lincoln County,Georgia,13,181,2061.0
Long County,Georgia,13,183,2915.0
Lowndes County,Georgia,13,185,15783.0
Lumpkin County,Georgia,13,187,4472.0
McDuffie County,Georgia,13,189,3972.0
McIntosh County,Georgia,13,191,2930.0
Macon County,Georgia,13,193,2876.0
Madison County,Georgia,13,195,6393.0
Marion County,Georgia,13,197,1860.0
Meriwether County,Georgia,13,199,4505.0
Miller County,Georgia,13,201,1291.0
Mitchell County,Georgia,13,205,4914.0
Monroe County,Georgia,13,207,5337.0
Montgomery County,Georgia,13,209,2288.0
Morgan County,Georgia,13,211,3636.0
Murray County,Georgia,13,213,6469.0
Muscogee County,Georgia,13,215,27744.0
Newton County,Georgia,13,217,16302.0
Oconee County,Georgia,13,219,3726.0
Oglethorpe County,Georgia,13,221,3099.0
Paulding County,Georgia,13,223,26738.0
Peach County,Georgia,13,225,4413.0
Pickens County,Georgia,13,227,5403.0
Pierce County,Georgia,13,229,3967.0
Pike County,Georgia,13,231,3489.0
Polk County,Georgia,13,233,8185.0
Pulaski County,Georgia,13,235,2625.0
Putnam County,Georgia,13,237,4923.0
Quitman County,Georgia,13,239,577.0
Rabun County,Georgia,13,241,3367.0
Randolph County,Georgia,13,243,1559.0
Richmond County,Georgia,13,245,32934.0
Rockdale County,Georgia,13,247,14246.0
Schley County,Georgia,13,249,896.0
Screven County,Georgia,13,251,3551.0
Seminole County,Georgia,13,253,1845.0
Spalding County,Georgia,13,255,11714.0
Stephens County,Georgia,13,257,5531.0
Stewart County,Georgia,13,259,1471.0
Sumter County,Georgia,13,261,5419.0
Talbot County,Georgia,13,263,1670.0
Taliaferro County,Georgia,13,265,473.0
Tattnall County,Georgia,13,267,4514.0
Taylor County,Georgia,13,269,1648.0
Telfair County,Georgia,13,271,4649.0
Terrell County,Georgia,13,273,1820.0
Thomas County,Georgia,13,275,8059.0
Tift County,Georgia,13,277,6673.0
Toombs County,Georgia,13,279,6104.0
Towns County,Georgia,13,281,2319.0
Treutlen County,Georgia,13,283,1555.0
Troup County,Georgia,13,285,12709.0
Turner County,Georgia,13,287,1725.0
Twiggs County,Georgia,13,289,2139.0
Union County,Georgia,13,291,4683.0
Upson County,Georgia,13,293,4744.0
Walker County,Georgia,13,295,12179.0
Walton County,Georgia,13,297,15168.0
Ware County,Georgia,13,299,7314.0
Warren County,Georgia,13,301,1469.0
Washington County,Georgia,13,303,4849.0
Wayne County,Georgia,13,305,6172.0
Webster County,Georgia,13,307,805.0
Wheeler County,Georgia,13,309,1931.0
White County,Georgia,13,311,5350.0
Whitfield County,Georgia,13,313,14778.0
Wilcox County,Georgia,13,315,2176.0
Wilkes County,Georgia,13,317,2573.0
Wilkinson County,Georgia,13,319,2761.0
Worth County,Georgia,13,321,4901.0
Hawaii County,Hawaii,15,001,39938.0
Honolulu County,Hawaii,15,003,160209.0
Kauai County,Hawaii,15,007,13179.0
Kalawao County,Hawaii,15,005,19.0
Maui County,Hawaii,15,009,31519.0
Ada County,Idaho,16,001,46617.0
Adams County,Idaho,16,003,881.0
Bannock County,Idaho,16,005,11021.0
Bear Lake County,Idaho,16,007,1419.0
Benewah County,Idaho,16,009,2311.0
Bingham County,Idaho,16,011,6783.0
Blaine County,Idaho,16,013,2154.0
Boise County,Idaho,16,015,1161.0
Bonner County,Idaho,16,017,7606.0
Bonneville County,Idaho,16,019,14659.0
Boundary County,Idaho,16,021,2370.0
Butte County,Idaho,16,023,595.0
Camas County,Idaho,16,025,180.0
Canyon County,Idaho,16,027,28718.0
Caribou County,Idaho,16,029,1334.0
Cassia County,Idaho,16,031,3025.0
Clearwater County,Idaho,16,035,1867.0
Custer County,Idaho,16,037,946.0
Elmore County,Idaho,16,039,3995.0
Franklin County,Idaho,16,041,2347.0
Fremont County,Idaho,16,043,2127.0
Gem County,Idaho,16,045,3501.0
Gooding County,Idaho,16,047,2744.0
Idaho County,Idaho,16,049,4099.0
Jefferson County,Idaho,16,051,4024.0
Jerome County,Idaho,16,053,3056.0
Kootenai County,Idaho,16,055,22522.0
Latah County,Idaho,16,057,3607.0
Lemhi County,Idaho,16,059,1575.0
Lewis County,Idaho,16,061,803.0
Lincoln County,Idaho,16,063,1007.0
Madison County,Idaho,16,065,2193.0
Minidoka County,Idaho,16,067,3266.0
Nez Perce County,Idaho,16,069,7125.0
Oneida County,Idaho,16,071,1043.0
Owyhee County,Idaho,16,073,2295.0
Payette County,Idaho,16,075,3767.0
Power County,Idaho,16,077,1537.0
Shoshone County,Idaho,16,079,2601.0
Teton County,Idaho,16,081,1225.0
Twin Falls County,Idaho,16,083,12566.0
Valley County,Idaho,16,085,1621.0
Washington County,Idaho,16,087,1803.0
Adams County,Illinois,17,001,14472.0
Alexander County,Illinois,17,003,1453.0
Bond County,Illinois,17,005,3484.0
Boone County,Illinois,17,007,10715.0
Brown County,Illinois,17,009,1550.0
Bureau County,Illinois,17,011,8506.0
Calhoun County,Illinois,17,013,1359.0
Carroll County,Illinois,17,015,4079.0
Cass County,Illinois,17,017,3640.0
Champaign County,Illinois,17,019,22628.0
Christian County,Illinois,17,021,8668.0
Clark County,Illinois,17,023,3512.0
Clay County,Illinois,17,025,3117.0
Clinton County,Illinois,17,027,7368.0
Coles County,Illinois,17,029,8388.0
Cook County,Illinois,17,031,752114.0
Crawford County,Illinois,17,033,3841.0
Cumberland County,Illinois,17,035,2476.0
DeKalb County,Illinois,17,037,13836.0
De Witt County,Illinois,17,039,4170.0
Douglas County,Illinois,17,041,4159.0
DuPage County,Illinois,17,043,108463.0
Edgar County,Illinois,17,045,4126.0
Edwards County,Illinois,17,047,1484.0
Effingham County,Illinois,17,049,7275.0
Fayette County,Illinois,17,051,5175.0
Ford County,Illinois,17,053,3307.0
Franklin County,Illinois,17,055,8003.0
Fulton County,Illinois,17,057,8277.0
Gallatin County,Illinois,17,059,1132.0
Greene County,Illinois,17,061,3406.0
Grundy County,Illinois,17,063,10144.0
Hamilton County,Illinois,17,065,1808.0
Hancock County,Illinois,17,067,4713.0
Hardin County,Illinois,17,069,942.0
Henderson County,Illinois,17,071,1964.0
Henry County,Illinois,17,073,11088.0
Iroquois County,Illinois,17,075,7479.0
Jackson County,Illinois,17,077,7003.0
Jasper County,Illinois,17,079,2311.0
Jefferson County,Illinois,17,081,7337.0
Jersey County,Illinois,17,083,4954.0
Jo Daviess County,Illinois,17,085,5676.0
Johnson County,Illinois,17,087,2338.0
Kane County,Illinois,17,089,67918.0
Kankakee County,Illinois,17,091,21926.0
Kendall County,Illinois,17,093,16317.0
Knox County,Illinois,17,095,11561.0
Lake County,Illinois,17,097,83560.0
LaSalle County,Illinois,17,099,25264.0
Lawrence County,Illinois,17,101,3001.0
Lee County,Illinois,17,103,7965.0
Livingston County,Illinois,17,105,8853.0
Logan County,Illinois,17,107,5670.0
McDonough County,Illinois,17,109,4616.0
McHenry County,Illinois,17,111,48072.0
McLean County,Illinois,17,113,22295.0
Macon County,Illinois,17,115,21180.0
Macoupin County,Illinois,17,117,10213.0
Madison County,Illinois,17,119,50069.0
Marion County,Illinois,17,121,7807.0
Marshall County,Illinois,17,123,3227.0
Mason County,Illinois,17,125,3560.0
Massac County,Illinois,17,127,2825.0
Menard County,Illinois,17,129,2886.0
Mercer County,Illinois,17,131,4148.0
Monroe County,Illinois,17,133,7055.0
Montgomery County,Illinois,17,135,6899.0
Morgan County,Illinois,17,137,8460.0
Moultrie County,Illinois,17,139,3070.0
Ogle County,Illinois,17,141,10559.0
Peoria County,Illinois,17,143,30735.0
Perry County,Illinois,17,145,4611.0
Piatt County,Illinois,17,147,3603.0
Pike County,Illinois,17,149,4290.0
Pope County,Illinois,17,151,908.0
Pulaski County,Illinois,17,153,1184.0
Putnam County,Illinois,17,155,1511.0
Randolph County,Illinois,17,157,8259.0
Richland County,Illinois,17,159,2943.0
Rock Island County,Illinois,17,161,26705.0
Saint Clair County,Illinois,17,163,41635.0
Saline County,Illinois,17,165,4444.0
Sangamon County,Illinois,17,167,32850.0
Schuyler County,Illinois,17,169,1733.0
Scott County,Illinois,17,171,1608.0
Shelby County,Illinois,17,173,5949.0
Stark County,Illinois,17,175,1379.0
Stephenson County,Illinois,17,177,10500.0
Tazewell County,Illinois,17,179,26347.0
Union County,Illinois,17,181,3242.0
Vermilion County,Illinois,17,183,17380.0
Wabash County,Illinois,17,185,2271.0
Warren County,Illinois,17,187,3576.0
Washington County,Illinois,17,189,2933.0
Wayne County,Illinois,17,191,3422.0
White County,Illinois,17,193,2965.0
Whiteside County,Illinois,17,195,12190.0
Will County,Illinois,17,197,102989.0
Williamson County,Illinois,17,199,10786.0
Winnebago County,Illinois,17,201,53837.0
Woodford County,Illinois,17,203,7395.0
Adams County,Indiana,18,001,7919.0
Allen County,Indiana,18,003,60754.0
Bartholomew County,Indiana,18,005,15596.0
Benton County,Indiana,18,007,2423.0
Blackford County,Indiana,18,009,3910.0
Boone County,Indiana,18,011,9784.0
