County,State,State_FIPS,County_FIPS,masters_degree
Hempstead County,Arkansas,05,057,614.0
Hot Spring County,Arkansas,05,059,992.0
Howard County,Arkansas,05,061,416.0
Independence County,Arkansas,05,063,1136.0
Izard County,Arkansas,05,065,371.0
Jackson County,Arkansas,05,067,290.0
Jefferson County,Arkansas,05,069,1999.0
Johnson County,Arkansas,05,071,687.0
Lafayette County,Arkansas,05,073,83.0
Lawrence County,Arkansas,05,075,471.0
Lee County,Arkansas,05,077,181.0
Lincoln County,Arkansas,05,079,153.0
Little River County,Arkansas,05,081,170.0
Logan County,Arkansas,05,083,406.0
Lonoke County,Arkansas,05,085,2210.0
Madison County,Arkansas,05,087,202.0
Marion County,Arkansas,05,089,573.0
Miller County,Arkansas,05,091,1099.0
Mississippi County,Arkansas,05,093,1001.0
Monroe County,Arkansas,05,095,101.0
Montgomery County,Arkansas,05,097,278.0
Nevada County,Arkansas,05,099,240.0
Newton County,Arkansas,05,101,264.0
Ouachita County,Arkansas,05,103,897.0
Perry County,Arkansas,05,105,186.0
Phillips County,Arkansas,05,107,400.0
Pike County,Arkansas,05,109,410.0
Poinsett County,Arkansas,05,111,363.0
Polk County,Arkansas,05,113,479.0
Pope County,Arkansas,05,115,2225.0
Prairie County,Arkansas,05,117,166.0
Pulaski County,Arkansas,05,119,20840.0
Randolph County,Arkansas,05,121,510.0
Saint Francis County,Arkansas,05,123,625.0
Saline County,Arkansas,05,125,4957.0
Scott County,Arkansas,05,127,225.0
Searcy County,Arkansas,05,129,284.0
Sebastian County,Arkansas,05,131,3354.0
Sevier County,Arkansas,05,133,324.0
Sharp County,Arkansas,05,135,348.0
Stone County,Arkansas,05,137,395.0
Union County,Arkansas,05,139,1036.0
Van Buren County,Arkansas,05,141,373.0
Washington County,Arkansas,05,143,10905.0
White County,Arkansas,05,145,2974.0
Woodruff County,Arkansas,05,147,87.0
Yell County,Arkansas,05,149,483.0
Alameda County,California,06,001,141689.0
Alpine County,California,06,003,67.0
Amador County,California,06,005,1192.0
Butte County,California,06,007,8002.0
Calaveras County,California,06,009,1550.0
Colusa County,California,06,011,233.0
Contra Costa County,California,06,013,73252.0
Del Norte County,California,06,015,678.0
El Dorado County,California,06,017,10371.0
Fresno County,California,06,019,24116.0
Glenn County,California,06,021,357.0
Humboldt County,California,06,023,5389.0
Imperial County,California,06,025,3627.0
Inyo County,California,06,027,973.0
Kern County,California,06,029,18553.0
Kings County,California,06,031,2128.0
Lake County,California,06,033,1810.0
Lassen County,California,06,035,728.0
Los Angeles County,California,06,037,474729.0
Madera County,California,06,039,2558.0
Marin County,California,06,041,28898.0
Mariposa County,California,06,043,839.0
Mendocino County,California,06,045,3374.0
Merced County,California,06,047,4956.0
Modoc County,California,06,049,208.0
Mono County,California,06,051,539.0
Monterey County,California,06,053,16843.0
Napa County,California,06,055,6815.0
Nevada County,California,06,057,6092.0
Orange County,California,06,059,195472.0
Placer County,California,06,061,21583.0
Plumas County,California,06,063,988.0
Riverside County,California,06,065,79849.0
Sacramento County,California,06,067,64859.0
San Benito County,California,06,069,1439.0
San Bernardino County,California,06,071,63738.0
San Diego County,California,06,073,199234.0
San Francisco County,California,06,075,95666.0
San Joaquin County,California,06,077,16993.0
San Luis Obispo County,California,06,079,15020.0
San Mateo County,California,06,081,66121.0
Santa Barbara County,California,06,083,22062.0
Santa Clara County,California,06,085,208794.0
Santa Cruz County,California,06,087,18085.0
Shasta County,California,06,089,5537.0
Sierra County,California,06,091,82.0
Siskiyou County,California,06,093,1640.0
Solano County,California,06,095,14765.0
Sonoma County,California,06,097,26826.0
Stanislaus County,California,06,099,11983.0
Sutter County,California,06,101,2310.0
Tehama County,California,06,103,1353.0
Trinity County,California,06,105,339.0
Tulare County,California,06,107,8033.0
Tuolumne County,California,06,109,1929.0
Ventura County,California,06,111,45763.0
Yolo County,California,06,113,12765.0
Yuba County,California,06,115,1693.0
Alamosa County,Colorado,08,003,751.0
Archuleta County,Colorado,08,007,759.0
Baca County,Colorado,08,009,105.0
Bent County,Colorado,08,011,123.0
Chaffee County,Colorado,08,015,1338.0
Cheyenne County,Colorado,08,017,59.0
Clear Creek County,Colorado,08,019,839.0
Conejos County,Colorado,08,021,207.0
Costilla County,Colorado,08,023,228.0
Crowley County,Colorado,08,025,136.0
Custer County,Colorado,08,027,265.0
Delta County,Colorado,08,029,1128.0
Dolores County,Colorado,08,033,73.0
Douglas County,Colorado,08,035,31364.0
Eagle County,Colorado,08,037,3018.0
Elbert County,Colorado,08,039,1230.0
El Paso County,Colorado,08,041,47296.0
Fremont County,Colorado,08,043,1911.0
Garfield County,Colorado,08,045,2933.0
Gilpin County,Colorado,08,047,339.0
Grand County,Colorado,08,049,691.0
Gunnison County,Colorado,08,051,1052.0
Huerfano County,Colorado,08,055,416.0
Jackson County,Colorado,08,057,16.0
Kiowa County,Colorado,08,061,58.0
Kit Carson County,Colorado,08,063,188.0
Lake County,Colorado,08,065,189.0
La Plata County,Colorado,08,067,3905.0
Larimer County,Colorado,08,069,25672.0
Las Animas County,Colorado,08,071,617.0
Lincoln County,Colorado,08,073,112.0
Logan County,Colorado,08,075,569.0
Mesa County,Colorado,08,077,6219.0
Moffat County,Colorado,08,081,473.0
Montezuma County,Colorado,08,083,1579.0
Montrose County,Colorado,08,085,2076.0
Morgan County,Colorado,08,087,815.0
Otero County,Colorado,08,089,533.0
Ouray County,Colorado,08,091,580.0
Park County,Colorado,08,093,872.0
Phillips County,Colorado,08,095,121.0
Pitkin County,Colorado,08,097,1513.0
Prowers County,Colorado,08,099,296.0
Pueblo County,Colorado,08,101,6607.0
Rio Blanco County,Colorado,08,103,250.0
Rio Grande County,Colorado,08,105,465.0
Routt County,Colorado,08,107,2069.0
Saguache County,Colorado,08,109,282.0
San Miguel County,Colorado,08,113,680.0
Sedgwick County,Colorado,08,115,94.0
Summit County,Colorado,08,117,2502.0
Teller County,Colorado,08,119,1648.0
Washington County,Colorado,08,121,106.0
Yuma County,Colorado,08,125,436.0
Adams County,Colorado,08,001,17121.0
Arapahoe County,Colorado,08,005,44392.0
Boulder County,Colorado,08,013,37367.0
Broomfield County,Colorado,08,014,6315.0
Denver County,Colorado,08,031,56260.0
Jefferson County,Colorado,08,059,45927.0
Weld County,Colorado,08,123,10966.0
Fairfield County,Connecticut,09,001,95188.0
Hartford County,Connecticut,09,003,71798.0
Litchfield County,Connecticut,09,005,14833.0
Middlesex County,Connecticut,09,007,16395.0
New Haven County,Connecticut,09,009,63749.0
New London County,Connecticut,09,011,20758.0
Tolland County,Connecticut,09,013,11962.0
Windham County,Connecticut,09,015,5883.0
Kent County,Delaware,10,001,7280.0
New Castle County,Delaware,10,003,38515.0
Sussex County,Delaware,10,005,11442.0
Alachua County,Florida,12,001,16729.0
Baker County,Florida,12,003,441.0
Bay County,Florida,12,005,6980.0
Bradford County,Florida,12,007,516.0
Brevard County,Florida,12,009,33608.0
Broward County,Florida,12,011,98835.0
Calhoun County,Florida,12,013,212.0
Charlotte County,Florida,12,015,8227.0
Citrus County,Florida,12,017,4708.0
Clay County,Florida,12,019,7631.0
Collier County,Florida,12,021,23756.0
Columbia County,Florida,12,023,2110.0
Miami-Dade County,Florida,12,086,113739.0
DeSoto County,Florida,12,027,564.0
Dixie County,Florida,12,029,138.0
Duval County,Florida,12,031,38607.0
Escambia County,Florida,12,033,12240.0
Flagler County,Florida,12,035,4854.0
Franklin County,Florida,12,037,410.0
Gadsden County,Florida,12,039,1510.0
Gilchrist County,Florida,12,041,392.0
Glades County,Florida,12,043,240.0
Gulf County,Florida,12,045,367.0
Hamilton County,Florida,12,047,203.0
Hardee County,Florida,12,049,370.0
Hendry County,Florida,12,051,595.0
Hernando County,Florida,12,053,5500.0
Highlands County,Florida,12,055,3043.0
Hillsborough County,Florida,12,057,70305.0
Holmes County,Florida,12,059,414.0
Indian River County,Florida,12,061,8145.0
Jackson County,Florida,12,063,1514.0
Jefferson County,Florida,12,065,581.0
Lafayette County,Florida,12,067,228.0
Lake County,Florida,12,069,13543.0
Lee County,Florida,12,071,34434.0
Leon County,Florida,12,073,20972.0
Levy County,Florida,12,075,791.0
Liberty County,Florida,12,077,175.0
Madison County,Florida,12,079,539.0
Manatee County,Florida,12,081,19621.0
Marion County,Florida,12,083,11293.0
Martin County,Florida,12,085,9231.0
Monroe County,Florida,12,087,4574.0
Nassau County,Florida,12,089,3545.0
Okaloosa County,Florida,12,091,11759.0
Okeechobee County,Florida,12,093,661.0
Orange County,Florida,12,095,62862.0
Osceola County,Florida,12,097,8109.0
Palm Beach County,Florida,12,099,83531.0
Pasco County,Florida,12,101,21306.0
Pinellas County,Florida,12,103,50013.0
Polk County,Florida,12,105,21028.0
Putnam County,Florida,12,107,1547.0
Saint Johns County,Florida,12,109,16449.0
Saint Lucie County,Florida,12,111,11378.0
Santa Rosa County,Florida,12,113,7665.0
Sarasota County,Florida,12,115,28451.0
Seminole County,Florida,12,117,26018.0
Sumter County,Florida,12,119,9827.0
Suwannee County,Florida,12,121,836.0
Taylor County,Florida,12,123,518.0
Union County,Florida,12,125,180.0
Volusia County,Florida,12,127,19826.0
Wakulla County,Florida,12,129,976.0
Walton County,Florida,12,131,2581.0
Washington County,Florida,12,133,578.0
Appling County,Georgia,13,001,382.0
Atkinson County,Georgia,13,003,112.0
Bacon County,Georgia,13,005,276.0
Baker County,Georgia,13,007,109.0
Baldwin County,Georgia,13,009,1674.0
Banks County,Georgia,13,011,361.0
Barrow County,Georgia,13,013,1729.0
Bartow County,Georgia,13,015,3185.0
Ben Hill County,Georgia,13,017,317.0
Berrien County,Georgia,13,019,420.0
Bibb County,Georgia,13,021,6343.0
Bleckley County,Georgia,13,023,405.0
Brantley County,Georgia,13,025,321.0
Brooks County,Georgia,13,027,259.0
Bryan County,Georgia,13,029,2038.0
Bulloch County,Georgia,13,031,3001.0
Burke County,Georgia,13,033,444.0
Butts County,Georgia,13,035,262.0
Calhoun County,Georgia,13,037,144.0
Camden County,Georgia,13,039,2112.0
Candler County,Georgia,13,043,168.0
Carroll County,Georgia,13,045,3232.0
Catoosa County,Georgia,13,047,2093.0
Charlton County,Georgia,13,049,265.0
Chatham County,Georgia,13,051,16368.0
Chattahoochee County,Georgia,13,053,260.0
Chattooga County,Georgia,13,055,405.0
Cherokee County,Georgia,13,057,12095.0
Clarke County,Georgia,13,059,7880.0
Clay County,Georgia,13,061,102.0
Clayton County,Georgia,13,063,7488.0
Clinch County,Georgia,13,065,223.0
Cobb County,Georgia,13,067,55252.0
Coffee County,Georgia,13,069,919.0
Colquitt County,Georgia,13,071,1104.0
Columbia County,Georgia,13,073,8159.0
Cook County,Georgia,13,075,396.0
Coweta County,Georgia,13,077,6450.0
Crawford County,Georgia,13,079,379.0
Crisp County,Georgia,13,081,499.0
Dade County,Georgia,13,083,358.0
Dawson County,Georgia,13,085,1313.0
Decatur County,Georgia,13,087,810.0
DeKalb County,Georgia,13,089,56677.0
Dodge County,Georgia,13,091,702.0
Dooly County,Georgia,13,093,245.0
Dougherty County,Georgia,13,095,2945.0
Douglas County,Georgia,13,097,6537.0
Early County,Georgia,13,099,352.0
Echols County,Georgia,13,101,39.0
Effingham County,Georgia,13,103,1611.0
Elbert County,Georgia,13,105,489.0
Emanuel County,Georgia,13,107,482.0
Evans County,Georgia,13,109,218.0
Fannin County,Georgia,13,111,730.0
Fayette County,Georgia,13,113,8742.0
Floyd County,Georgia,13,115,3185.0
Forsyth County,Georgia,13,117,16471.0
Franklin County,Georgia,13,119,449.0
Fulton County,Georgia,13,121,94178.0
Gilmer County,Georgia,13,123,931.0
Glascock County,Georgia,13,125,32.0
Glynn County,Georgia,13,127,4449.0
Gordon County,Georgia,13,129,1326.0
Grady County,Georgia,13,131,663.0
Greene County,Georgia,13,133,963.0
Gwinnett County,Georgia,13,135,48139.0
Habersham County,Georgia,13,137,1643.0
Hall County,Georgia,13,139,6819.0
Hancock County,Georgia,13,141,227.0
Haralson County,Georgia,13,143,721.0
Harris County,Georgia,13,145,1582.0
Hart County,Georgia,13,147,555.0
Heard County,Georgia,13,149,251.0
Henry County,Georgia,13,151,9810.0
Houston County,Georgia,13,153,7431.0
Irwin County,Georgia,13,155,165.0
Jackson County,Georgia,13,157,1723.0
Jasper County,Georgia,13,159,296.0
Jeff Davis County,Georgia,13,161,288.0
Jefferson County,Georgia,13,163,310.0
Jenkins County,Georgia,13,165,297.0
Johnson County,Georgia,13,167,161.0
Jones County,Georgia,13,169,1203.0
Lamar County,Georgia,13,171,365.0
Lanier County,Georgia,13,173,287.0
Laurens County,Georgia,13,175,1617.0
Lee County,Georgia,13,177,1547.0
Liberty County,Georgia,13,179,1706.0
Lincoln County,Georgia,13,181,201.0
Long County,Georgia,13,183,392.0
Lowndes County,Georgia,13,185,4296.0
Lumpkin County,Georgia,13,187,1397.0
McDuffie County,Georgia,13,189,405.0
McIntosh County,Georgia,13,191,472.0
Macon County,Georgia,13,193,224.0
Madison County,Georgia,13,195,883.0
Marion County,Georgia,13,197,217.0
Meriwether County,Georgia,13,199,407.0
Miller County,Georgia,13,201,90.0
Mitchell County,Georgia,13,205,545.0
Monroe County,Georgia,13,207,1364.0
Montgomery County,Georgia,13,209,277.0
Morgan County,Georgia,13,211,638.0
Murray County,Georgia,13,213,679.0
Muscogee County,Georgia,13,215,8557.0
Newton County,Georgia,13,217,3453.0
Oconee County,Georgia,13,219,3440.0
Oglethorpe County,Georgia,13,221,566.0
Paulding County,Georgia,13,223,5956.0
Peach County,Georgia,13,225,1059.0
Pickens County,Georgia,13,227,1441.0
Pierce County,Georgia,13,229,444.0
Pike County,Georgia,13,231,345.0
Polk County,Georgia,13,233,1041.0
Pulaski County,Georgia,13,235,416.0
Putnam County,Georgia,13,237,681.0
Quitman County,Georgia,13,239,27.0
Rabun County,Georgia,13,241,764.0
Randolph County,Georgia,13,243,193.0
Richmond County,Georgia,13,245,6207.0
Rockdale County,Georgia,13,247,3420.0
Schley County,Georgia,13,249,153.0
Screven County,Georgia,13,251,300.0
Seminole County,Georgia,13,253,225.0
Spalding County,Georgia,13,255,1479.0
Stephens County,Georgia,13,257,994.0
Stewart County,Georgia,13,259,50.0
Sumter County,Georgia,13,261,1178.0
Talbot County,Georgia,13,263,123.0
Taliaferro County,Georgia,13,265,31.0
Tattnall County,Georgia,13,267,492.0
Taylor County,Georgia,13,269,147.0
Telfair County,Georgia,13,271,355.0
Terrell County,Georgia,13,273,197.0
Thomas County,Georgia,13,275,1638.0
Tift County,Georgia,13,277,1417.0
Toombs County,Georgia,13,279,790.0
Towns County,Georgia,13,281,527.0
Treutlen County,Georgia,13,283,149.0
Troup County,Georgia,13,285,2297.0
Turner County,Georgia,13,287,113.0
Twiggs County,Georgia,13,289,248.0
Union County,Georgia,13,291,1336.0
Upson County,Georgia,13,293,728.0
Walker County,Georgia,13,295,1585.0
Walton County,Georgia,13,297,2263.0
Ware County,Georgia,13,299,776.0
Warren County,Georgia,13,301,126.0
Washington County,Georgia,13,303,430.0
Wayne County,Georgia,13,305,776.0
Webster County,Georgia,13,307,71.0
Wheeler County,Georgia,13,309,59.0
White County,Georgia,13,311,1254.0
Whitfield County,Georgia,13,313,1910.0
Wilcox County,Georgia,13,315,179.0
Wilkes County,Georgia,13,317,228.0
Wilkinson County,Georgia,13,319,192.0
Worth County,Georgia,13,321,393.0
Hawaii County,Hawaii,15,001,8144.0
Honolulu County,Hawaii,15,003,50147.0
Kauai County,Hawaii,15,007,3114.0
Kalawao County,Hawaii,15,005,14.0
Maui County,Hawaii,15,009,6014.0
Ada County,Idaho,16,001,23725.0
Adams County,Idaho,16,003,202.0
Bannock County,Idaho,16,005,2868.0
Bear Lake County,Idaho,16,007,101.0
Benewah County,Idaho,16,009,233.0
Bingham County,Idaho,16,011,1034.0
Blaine County,Idaho,16,013,1246.0
Boise County,Idaho,16,015,315.0
Bonner County,Idaho,16,017,1436.0
Bonneville County,Idaho,16,019,3978.0
Boundary County,Idaho,16,021,319.0
Butte County,Idaho,16,023,69.0
Camas County,Idaho,16,025,10.0
Canyon County,Idaho,16,027,5173.0
Caribou County,Idaho,16,029,102.0
Cassia County,Idaho,16,031,534.0
Clearwater County,Idaho,16,035,234.0
Custer County,Idaho,16,037,221.0
Elmore County,Idaho,16,039,621.0
Franklin County,Idaho,16,041,304.0
Fremont County,Idaho,16,043,344.0
Gem County,Idaho,16,045,422.0
Gooding County,Idaho,16,047,254.0
Idaho County,Idaho,16,049,353.0
Jefferson County,Idaho,16,051,520.0
Jerome County,Idaho,16,053,336.0
Kootenai County,Idaho,16,055,5565.0
Latah County,Idaho,16,057,2411.0
Lemhi County,Idaho,16,059,238.0
Lewis County,Idaho,16,061,104.0
Lincoln County,Idaho,16,063,106.0
Madison County,Idaho,16,065,1334.0
Minidoka County,Idaho,16,067,412.0
Nez Perce County,Idaho,16,069,1237.0
Oneida County,Idaho,16,071,94.0
Owyhee County,Idaho,16,073,87.0
Payette County,Idaho,16,075,324.0
Power County,Idaho,16,077,125.0
Shoshone County,Idaho,16,079,199.0
Teton County,Idaho,16,081,501.0
Twin Falls County,Idaho,16,083,1942.0
Valley County,Idaho,16,085,618.0
Washington County,Idaho,16,087,322.0
Adams County,Illinois,17,001,2763.0
Alexander County,Illinois,17,003,98.0
Bond County,Illinois,17,005,640.0
Boone County,Illinois,17,007,2092.0
Brown County,Illinois,17,009,134.0
Bureau County,Illinois,17,011,1130.0
Calhoun County,Illinois,17,013,187.0
Carroll County,Illinois,17,015,458.0
Cass County,Illinois,17,017,266.0
Champaign County,Illinois,17,019,15958.0
Christian County,Illinois,17,021,823.0
Clark County,Illinois,17,023,532.0
Clay County,Illinois,17,025,260.0
Clinton County,Illinois,17,027,1341.0
Coles County,Illinois,17,029,2552.0
Cook County,Illinois,17,031,367264.0
Crawford County,Illinois,17,033,623.0
Cumberland County,Illinois,17,035,239.0
DeKalb County,Illinois,17,037,5697.0
De Witt County,Illinois,17,039,536.0
Douglas County,Illinois,17,041,469.0
DuPage County,Illinois,17,043,86866.0
Edgar County,Illinois,17,045,677.0
Edwards County,Illinois,17,047,146.0
Effingham County,Illinois,17,049,1120.0
Fayette County,Illinois,17,051,519.0
Ford County,Illinois,17,053,422.0
Franklin County,Illinois,17,055,1195.0
Fulton County,Illinois,17,057,1012.0
Gallatin County,Illinois,17,059,100.0
Greene County,Illinois,17,061,190.0
Grundy County,Illinois,17,063,2124.0
Hamilton County,Illinois,17,065,289.0
Hancock County,Illinois,17,067,570.0
Hardin County,Illinois,17,069,81.0
Henderson County,Illinois,17,071,110.0
Henry County,Illinois,17,073,1637.0
Iroquois County,Illinois,17,075,751.0
Jackson County,Illinois,17,077,4302.0
Jasper County,Illinois,17,079,289.0
Jefferson County,Illinois,17,081,1160.0
Jersey County,Illinois,17,083,826.0
Jo Daviess County,Illinois,17,085,1168.0
Johnson County,Illinois,17,087,392.0
Kane County,Illinois,17,089,30759.0
Kankakee County,Illinois,17,091,4183.0
Kendall County,Illinois,17,093,8132.0
Knox County,Illinois,17,095,1777.0
Lake County,Illinois,17,097,58275.0
LaSalle County,Illinois,17,099,3141.0
Lawrence County,Illinois,17,101,276.0
Lee County,Illinois,17,103,1347.0
Livingston County,Illinois,17,105,1021.0
Logan County,Illinois,17,107,848.0
McDonough County,Illinois,17,109,1849.0
McHenry County,Illinois,17,111,18090.0
McLean County,Illinois,17,113,11172.0
Macon County,Illinois,17,115,4426.0
Macoupin County,Illinois,17,117,1570.0
Madison County,Illinois,17,119,12865.0
Marion County,Illinois,17,121,1171.0
Marshall County,Illinois,17,123,246.0
Mason County,Illinois,17,125,319.0
Massac County,Illinois,17,127,299.0
Menard County,Illinois,17,129,362.0
Mercer County,Illinois,17,131,496.0
Monroe County,Illinois,17,133,1897.0
Montgomery County,Illinois,17,135,883.0
Morgan County,Illinois,17,137,1301.0
Moultrie County,Illinois,17,139,421.0
Ogle County,Illinois,17,141,1947.0
Peoria County,Illinois,17,143,10276.0
Perry County,Illinois,17,145,466.0
Piatt County,Illinois,17,147,1014.0
Pike County,Illinois,17,149,360.0
Pope County,Illinois,17,151,158.0
Pulaski County,Illinois,17,153,111.0
Putnam County,Illinois,17,155,148.0
Randolph County,Illinois,17,157,590.0
Richland County,Illinois,17,159,521.0
Rock Island County,Illinois,17,161,5780.0
Saint Clair County,Illinois,17,163,14818.0
Saline County,Illinois,17,165,786.0
Sangamon County,Illinois,17,167,12535.0
Schuyler County,Illinois,17,169,227.0
Scott County,Illinois,17,171,93.0
Shelby County,Illinois,17,173,618.0
Stark County,Illinois,17,175,165.0
Stephenson County,Illinois,17,177,1557.0
Tazewell County,Illinois,17,179,5466.0
Union County,Illinois,17,181,823.0
Vermilion County,Illinois,17,183,1854.0
Wabash County,Illinois,17,185,321.0
Warren County,Illinois,17,187,432.0
Washington County,Illinois,17,189,540.0
Wayne County,Illinois,17,191,350.0
White County,Illinois,17,193,392.0
Whiteside County,Illinois,17,195,1953.0
Will County,Illinois,17,197,41877.0
Williamson County,Illinois,17,199,3142.0
Winnebago County,Illinois,17,201,12255.0
Woodford County,Illinois,17,203,1765.0
Adams County,Indiana,18,001,768.0
Allen County,Indiana,18,003,16367.0
Bartholomew County,Indiana,18,005,5255.0
Benton County,Indiana,18,007,188.0
Blackford County,Indiana,18,009,315.0
Boone County,Indiana,18,011,4608.0
Brown County,Indiana,18,013,1076.0
Carroll County,Indiana,18,015,624.0
Cass County,Indiana,18,017,987.0
Clark County,Indiana,18,019,3558.0
Clay County,Indiana,18,021,814.0
Clinton County,Indiana,18,023,887.0
Crawford County,Indiana,18,025,221.0
Daviess County,Indiana,18,027,892.0
Dearborn County,Indiana,18,029,1816.0
Decatur County,Indiana,18,031,858.0
DeKalb County,Indiana,18,033,1403.0
Delaware County,Indiana,18,035,5104.0
Dubois County,Indiana,18,037,1362.0
Elkhart County,Indiana,18,039,6018.0
Fayette County,Indiana,18,041,409.0
Floyd County,Indiana,18,043,3930.0
Fountain County,Indiana,18,045,511.0
