County,State,State_FIPS,County_FIPS,population_aged_25_plus
Haines Borough,Alaska,02,100,1948
Juneau City and Borough,Alaska,02,110,21633
Kenai Peninsula Borough,Alaska,02,122,38242
Kodiak Island Borough,Alaska,02,150,8364
Matanuska-Susitna Borough,Alaska,02,170,57480
Nome Census Area,Alaska,02,180,5258
North Slope Borough,Alaska,02,185,6073
Sitka City and Borough,Alaska,02,220,6092
Southeast Fairbanks Census Area,Alaska,02,240,4524
Valdez-Cordova Census Area,Alaska,02,261,6523
Wade Hampton Census Area,Alaska,02,270,3424
Northwest Arctic Borough,Alaska,02,188,3918
Aleutians East Borough,Alaska,02,013,2458
Aleutians West Census Area,Alaska,02,016,4065
Dillingham Census Area,Alaska,02,070,2725
Lake and Peninsula Borough,Alaska,02,164,801
Denali Borough,Alaska,02,068,1390
Yukon-Koyukuk Census Area,Alaska,02,290,3537
Hoonah-Angoon Census Area,Alaska,02,105,1578
Skagway Municipality,Alaska,02,230,797
Yakutat City and Borough,Alaska,02,282,396
Ketchikan Gateway Borough,Alaska,02,130,9199
Petersburg Borough,Alaska,02,195,2696
Prince of Wales-Hyder Census Area,Alaska,02,198,3817
Wrangell City and Borough,Alaska,02,275,1806
Apache County,Arizona,04,001,42349
Cochise County,Arizona,04,003,89013
Coconino County,Arizona,04,005,78523
Gila County,Arizona,04,007,38494
Graham County,Arizona,04,009,22324
Greenlee County,Arizona,04,011,5354
Maricopa County,Arizona,04,013,2497802
Mohave County,Arizona,04,015,147081
Navajo County,Arizona,04,017,65802
Pima County,Arizona,04,019,650440
Pinal County,Arizona,04,021,250120
Santa Cruz County,Arizona,04,023,28729
Yavapai County,Arizona,04,025,157797
La Paz County,Arizona,04,012,15967
Yuma County,Arizona,04,027,121399
Arkansas County,Arkansas,05,001,13176
Ashley County,Arkansas,05,003,14671
Baxter County,Arkansas,05,005,31352
Benton County,Arkansas,05,007,145847
Boone County,Arkansas,05,009,25733
Bradley County,Arkansas,05,011,7755
Calhoun County,Arkansas,05,013,3821
Carroll County,Arkansas,05,015,19294
Chicot County,Arkansas,05,017,7959
Clark County,Arkansas,05,019,13342
Clay County,Arkansas,05,021,11125
Cleburne County,Arkansas,05,023,18945
Cleveland County,Arkansas,05,025,5914
Columbia County,Arkansas,05,027,15253
Conway County,Arkansas,05,029,14397
Craighead County,Arkansas,05,031,61773
Crawford County,Arkansas,05,033,40526
Crittenden County,Arkansas,05,035,31386
Cross County,Arkansas,05,037,11966
Dallas County,Arkansas,05,039,5521
Desha County,Arkansas,05,041,8536
Drew County,Arkansas,05,043,11774
Faulkner County,Arkansas,05,045,69669
Franklin County,Arkansas,05,047,12221
Fulton County,Arkansas,05,049,8941
Garland County,Arkansas,05,051,68728
Grant County,Arkansas,05,053,12180
Greene County,Arkansas,05,055,28067
Hempstead County,Arkansas,05,057,14917
Hot Spring County,Arkansas,05,059,22869
Howard County,Arkansas,05,061,9038
Independence County,Arkansas,05,063,24630
Izard County,Arkansas,05,065,10113
Jackson County,Arkansas,05,067,12643
Jefferson County,Arkansas,05,069,49723
Johnson County,Arkansas,05,071,16763
Lafayette County,Arkansas,05,073,5142
Lawrence County,Arkansas,05,075,11678
Lee County,Arkansas,05,077,7053
Lincoln County,Arkansas,05,079,9895
Little River County,Arkansas,05,081,9177
Logan County,Arkansas,05,083,15084
Lonoke County,Arkansas,05,085,44588
Madison County,Arkansas,05,087,10636
Marion County,Arkansas,05,089,12661
Miller County,Arkansas,05,091,29007
Mississippi County,Arkansas,05,093,28954
Monroe County,Arkansas,05,095,5577
Montgomery County,Arkansas,05,097,6778
Nevada County,Arkansas,05,099,6153
Newton County,Arkansas,05,101,5918
Ouachita County,Arkansas,05,103,17665
Perry County,Arkansas,05,105,7203
Phillips County,Arkansas,05,107,13500
Pike County,Arkansas,05,109,7598
Poinsett County,Arkansas,05,111,16444
Polk County,Arkansas,05,113,14205
Pope County,Arkansas,05,115,38978
Prairie County,Arkansas,05,117,6144
Pulaski County,Arkansas,05,119,257858
Randolph County,Arkansas,05,121,12325
Saint Francis County,Arkansas,05,123,18943
Saline County,Arkansas,05,125,75154
Scott County,Arkansas,05,127,7373
Searcy County,Arkansas,05,129,5947
Sebastian County,Arkansas,05,131,82694
Sevier County,Arkansas,05,133,10487
Sharp County,Arkansas,05,135,12405
Stone County,Arkansas,05,137,8861
Union County,Arkansas,05,139,28088
Van Buren County,Arkansas,05,141,12491
Washington County,Arkansas,05,143,124177
White County,Arkansas,05,145,49488
Woodruff County,Arkansas,05,147,5027
Yell County,Arkansas,05,149,14630
Alameda County,California,06,001,1044256
Alpine County,California,06,003,814
Amador County,California,06,005,28856
Butte County,California,06,007,141208
Calaveras County,California,06,009,33546
Colusa County,California,06,011,13119
Contra Costa County,California,06,013,715628
Del Norte County,California,06,015,19537
El Dorado County,California,06,017,126998
Fresno County,California,06,019,553637
Glenn County,California,06,021,17745
Humboldt County,California,06,023,90514
Imperial County,California,06,025,104615
Inyo County,California,06,027,13372
Kern County,California,06,029,498699
Kings County,California,06,031,92107
Lake County,California,06,033,45952
Lassen County,California,06,035,24601
Los Angeles County,California,06,037,6456772
Madera County,California,06,039,92862
Marin County,California,06,041,187029
Mariposa County,California,06,043,13633
Mendocino County,California,06,045,61319
Merced County,California,06,047,147604
Modoc County,California,06,049,6807
Mono County,California,06,051,9768
Monterey County,California,06,053,262170
Napa County,California,06,055,93928
Nevada County,California,06,057,73286
Orange County,California,06,059,2008808
Placer County,California,06,061,242794
Plumas County,California,06,063,14737
Riverside County,California,06,065,1376023
Sacramento County,California,06,067,929957
San Benito County,California,06,069,34933
San Bernardino County,California,06,071,1233965
San Diego County,California,06,073,2046489
San Francisco County,California,06,075,635411
San Joaquin County,California,06,077,420689
San Luis Obispo County,California,06,079,179884
San Mateo County,California,06,081,513291
Santa Barbara County,California,06,083,263390
Santa Clara County,California,06,085,1220205
Santa Cruz County,California,06,087,170658
Shasta County,California,06,089,122688
Sierra County,California,06,091,2471
Siskiyou County,California,06,093,32131
Solano County,California,06,095,275608
Sonoma County,California,06,097,336308
Stanislaus County,California,06,099,317714
Sutter County,California,06,101,59751
Tehama County,California,06,103,42164
Trinity County,California,06,105,10419
Tulare County,California,06,107,254408
Tuolumne County,California,06,109,41028
Ventura County,California,06,111,536939
Yolo County,California,06,113,117608
Yuba County,California,06,115,44157
Alamosa County,Colorado,08,003,9361
Archuleta County,Colorado,08,007,8856
Baca County,Colorado,08,009,2740
Bent County,Colorado,08,011,4781
Chaffee County,Colorado,08,015,14069
Cheyenne County,Colorado,08,017,1478
Clear Creek County,Colorado,08,019,6965
Conejos County,Colorado,08,021,5242
Costilla County,Colorado,08,023,2543
Crowley County,Colorado,08,025,3980
Custer County,Colorado,08,027,3390
Delta County,Colorado,08,029,22055
Dolores County,Colorado,08,033,1295
Douglas County,Colorado,08,035,188063
Eagle County,Colorado,08,037,35308
Elbert County,Colorado,08,039,15994
El Paso County,Colorado,08,041,400054
Fremont County,Colorado,08,043,35922
Garfield County,Colorado,08,045,36920
Gilpin County,Colorado,08,047,4312
Grand County,Colorado,08,049,10549
Gunnison County,Colorado,08,051,9632
Huerfano County,Colorado,08,055,5165
Jackson County,Colorado,08,057,1030
Kiowa County,Colorado,08,061,907
Kit Carson County,Colorado,08,063,5728
Lake County,Colorado,08,065,4869
La Plata County,Colorado,08,067,35725
Larimer County,Colorado,08,069,197365
Las Animas County,Colorado,08,071,10680
Lincoln County,Colorado,08,073,4078
Logan County,Colorado,08,075,14871
Mesa County,Colorado,08,077,98362
Moffat County,Colorado,08,081,8659
Montezuma County,Colorado,08,083,17783
Montrose County,Colorado,08,085,28420
Morgan County,Colorado,08,087,18015
Otero County,Colorado,08,089,12602
Ouray County,Colorado,08,091,3580
Park County,Colorado,08,093,12352
Phillips County,Colorado,08,095,2879
Pitkin County,Colorado,08,097,13207
Prowers County,Colorado,08,099,7845
Pueblo County,Colorado,08,101,106292
Rio Blanco County,Colorado,08,103,4482
Rio Grande County,Colorado,08,105,7972
Routt County,Colorado,08,107,16570
Saguache County,Colorado,08,109,4297
San Miguel County,Colorado,08,113,5517
Sedgwick County,Colorado,08,115,1623
Summit County,Colorado,08,117,20334
Teller County,Colorado,08,119,17333
Washington County,Colorado,08,121,3377
Yuma County,Colorado,08,125,6725
Adams County,Colorado,08,001,282256
Arapahoe County,Colorado,08,005,387378
Boulder County,Colorado,08,013,192815
Broomfield County,Colorado,08,014,37804
Denver County,Colorado,08,031,427755
Jefferson County,Colorado,08,059,376852
Weld County,Colorado,08,123,159896
Fairfield County,Connecticut,09,001,624597
Hartford County,Connecticut,09,003,614011
Litchfield County,Connecticut,09,005,135867
Middlesex County,Connecticut,09,007,118122
New Haven County,Connecticut,09,009,587014
New London County,Connecticut,09,011,188245
Tolland County,Connecticut,09,013,96183
Windham County,Connecticut,09,015,79722
Kent County,Delaware,10,001,106475
New Castle County,Delaware,10,003,359765
Sussex County,Delaware,10,005,145488
Alachua County,Florida,12,001,147203
Baker County,Florida,12,003,17477
Bay County,Florida,12,005,117483
Bradford County,Florida,12,007,20081
Brevard County,Florida,12,009,396372
Broward County,Florida,12,011,1238034
Calhoun County,Florida,12,013,10382
Charlotte County,Florida,12,015,129515
Citrus County,Florida,12,017,110076
Clay County,Florida,12,019,126548
Collier County,Florida,12,021,242723
Columbia County,Florida,12,023,45346
Miami-Dade County,Florida,12,086,1752160
DeSoto County,Florida,12,027,23197
Dixie County,Florida,12,029,11850
Duval County,Florida,12,031,579312
Escambia County,Florida,12,033,197601
Flagler County,Florida,12,035,72086
Franklin County,Florida,12,037,8817
Gadsden County,Florida,12,039,31962
Gilchrist County,Florida,12,041,11323
Glades County,Florida,12,043,9527
Gulf County,Florida,12,045,11922
Hamilton County,Florida,12,047,9775
Hardee County,Florida,12,049,17159
Hendry County,Florida,12,051,23461
Hernando County,Florida,12,053,127654
Highlands County,Florida,12,055,73949
Hillsborough County,Florida,12,057,832593
Holmes County,Florida,12,059,14021
Indian River County,Florida,12,061,104246
Jackson County,Florida,12,063,35317
Jefferson County,Florida,12,065,10789
Lafayette County,Florida,12,067,5844
Lake County,Florida,12,069,218635
Lee County,Florida,12,071,463578
Leon County,Florida,12,073,160509
Levy County,Florida,12,075,28824
Liberty County,Florida,12,077,5518
Madison County,Florida,12,079,13280
Manatee County,Florida,12,081,239526
Marion County,Florida,12,083,245434
Martin County,Florida,12,085,112423
Monroe County,Florida,12,087,57445
Nassau County,Florida,12,089,52439
Okaloosa County,Florida,12,091,125221
Okeechobee County,Florida,12,093,26676
Orange County,Florida,12,095,756005
Osceola County,Florida,12,097,179864
Palm Beach County,Florida,12,099,961003
Pasco County,Florida,12,101,336767
Pinellas County,Florida,12,103,690836
Polk County,Florida,12,105,413846
Putnam County,Florida,12,107,51252
Saint Johns County,Florida,12,109,136822
Saint Lucie County,Florida,12,111,197792
Santa Rosa County,Florida,12,113,105751
Sarasota County,Florida,12,115,300561
Seminole County,Florida,12,117,289124
Sumter County,Florida,12,119,86304
Suwannee County,Florida,12,121,29657
Taylor County,Florida,12,123,16370
Union County,Florida,12,125,10794
Volusia County,Florida,12,127,359565
Wakulla County,Florida,12,129,21604
Walton County,Florida,12,131,40907
Washington County,Florida,12,133,17366
Appling County,Georgia,13,001,12235
Atkinson County,Georgia,13,003,5182
Bacon County,Georgia,13,005,7418
Baker County,Georgia,13,007,2159
Baldwin County,Georgia,13,009,27864
Banks County,Georgia,13,011,12251
Barrow County,Georgia,13,013,44770
Bartow County,Georgia,13,015,65320
Ben Hill County,Georgia,13,017,11106
Berrien County,Georgia,13,019,12814
Bibb County,Georgia,13,021,99362
Bleckley County,Georgia,13,023,7866
Brantley County,Georgia,13,025,12040
Brooks County,Georgia,13,027,10814
Bryan County,Georgia,13,029,19817
Bulloch County,Georgia,13,031,37092
Burke County,Georgia,13,033,14598
Butts County,Georgia,13,035,15989
Calhoun County,Georgia,13,037,4530
Camden County,Georgia,13,039,30772
Candler County,Georgia,13,043,7047
Carroll County,Georgia,13,045,68342
Catoosa County,Georgia,13,047,43408
Charlton County,Georgia,13,049,9356
Chatham County,Georgia,13,051,175502
Chattahoochee County,Georgia,13,053,5576
Chattooga County,Georgia,13,055,17737
Cherokee County,Georgia,13,057,141937
Clarke County,Georgia,13,059,62513
Clay County,Georgia,13,061,2059
Clayton County,Georgia,13,063,159192
Clinch County,Georgia,13,065,4353
Cobb County,Georgia,13,067,457919
Coffee County,Georgia,13,069,27156
Colquitt County,Georgia,13,071,28888
Columbia County,Georgia,13,073,82773
Cook County,Georgia,13,075,11149
Coweta County,Georgia,13,077,84408
Crawford County,Georgia,13,079,8731
Crisp County,Georgia,13,081,15404
Dade County,Georgia,13,083,11039
Dawson County,Georgia,13,085,15517
Decatur County,Georgia,13,087,18112
DeKalb County,Georgia,13,089,464849
Dodge County,Georgia,13,091,14501
Dooly County,Georgia,13,093,10140
Dougherty County,Georgia,13,095,58142
Douglas County,Georgia,13,097,84567
Early County,Georgia,13,099,7036
Echols County,Georgia,13,101,2418
Effingham County,Georgia,13,103,33615
Elbert County,Georgia,13,105,13661
Emanuel County,Georgia,13,107,14738
Evans County,Georgia,13,109,7064
Fannin County,Georgia,13,111,17737
Fayette County,Georgia,13,113,71449
Floyd County,Georgia,13,115,62996
Forsyth County,Georgia,13,117,116454
Franklin County,Georgia,13,119,15083
Fulton County,Georgia,13,121,622408
Gilmer County,Georgia,13,123,20182
Glascock County,Georgia,13,125,2088
Glynn County,Georgia,13,127,54359
Gordon County,Georgia,13,129,35715
Grady County,Georgia,13,131,16545
Greene County,Georgia,13,133,11774
Gwinnett County,Georgia,13,135,516632
Habersham County,Georgia,13,137,29055
Hall County,Georgia,13,139,115478
Hancock County,Georgia,13,141,6557
Haralson County,Georgia,13,143,18988
Harris County,Georgia,13,145,22311
Hart County,Georgia,13,147,17577
Heard County,Georgia,13,149,7791
Henry County,Georgia,13,151,129349
Houston County,Georgia,13,153,91340
Irwin County,Georgia,13,155,6572
Jackson County,Georgia,13,157,39851
Jasper County,Georgia,13,159,9284
Jeff Davis County,Georgia,13,161,9575
Jefferson County,Georgia,13,163,10892
Jenkins County,Georgia,13,165,5800
Johnson County,Georgia,13,167,6960
Jones County,Georgia,13,169,18927
Lamar County,Georgia,13,171,11607
Lanier County,Georgia,13,173,6607
Laurens County,Georgia,13,175,31812
Lee County,Georgia,13,177,18431
Liberty County,Georgia,13,179,35977
Lincoln County,Georgia,13,181,5582
Long County,Georgia,13,183,8892
Lowndes County,Georgia,13,185,63501
Lumpkin County,Georgia,13,187,19064
McDuffie County,Georgia,13,189,14234
McIntosh County,Georgia,13,191,9772
Macon County,Georgia,13,193,9735
Madison County,Georgia,13,195,19104
Marion County,Georgia,13,197,5986
Meriwether County,Georgia,13,199,14849
Miller County,Georgia,13,201,4126
Mitchell County,Georgia,13,205,15528
Monroe County,Georgia,13,207,18374
Montgomery County,Georgia,13,209,5907
Morgan County,Georgia,13,211,12244
Murray County,Georgia,13,213,25580
Muscogee County,Georgia,13,215,122581
Newton County,Georgia,13,217,62842
Oconee County,Georgia,13,219,21585
Oglethorpe County,Georgia,13,221,10055
Paulding County,Georgia,13,223,89520
Peach County,Georgia,13,225,16426
Pickens County,Georgia,13,227,20995
Pierce County,Georgia,13,229,12287
Pike County,Georgia,13,231,11696
Polk County,Georgia,13,233,26632
Pulaski County,Georgia,13,235,8692
Putnam County,Georgia,13,237,15216
Quitman County,Georgia,13,239,1578
Rabun County,Georgia,13,241,11958
Randolph County,Georgia,13,243,5302
Richmond County,Georgia,13,245,127702
Rockdale County,Georgia,13,247,55071
Schley County,Georgia,13,249,3307
Screven County,Georgia,13,251,9587
Seminole County,Georgia,13,253,6022
Spalding County,Georgia,13,255,42313
Stephens County,Georgia,13,257,17246
Stewart County,Georgia,13,259,4318
Sumter County,Georgia,13,261,19782
Talbot County,Georgia,13,263,4734
Taliaferro County,Georgia,13,265,1227
Tattnall County,Georgia,13,267,17217
Taylor County,Georgia,13,269,5758
Telfair County,Georgia,13,271,11926
Terrell County,Georgia,13,273,6044
Thomas County,Georgia,13,275,30016
Tift County,Georgia,13,277,25192
Toombs County,Georgia,13,279,17140
Towns County,Georgia,13,281,7806
Treutlen County,Georgia,13,283,4503
Troup County,Georgia,13,285,43076
Turner County,Georgia,13,287,5671
Twiggs County,Georgia,13,289,6189
Union County,Georgia,13,291,16322
Upson County,Georgia,13,293,18286
Walker County,Georgia,13,295,47272
Walton County,Georgia,13,297,55068
Ware County,Georgia,13,299,24039
Warren County,Georgia,13,301,3914
Washington County,Georgia,13,303,14110
Wayne County,Georgia,13,305,20334
Webster County,Georgia,13,307,1865
Wheeler County,Georgia,13,309,5863
White County,Georgia,13,311,18959
Whitfield County,Georgia,13,313,63755
Wilcox County,Georgia,13,315,6553
Wilkes County,Georgia,13,317,7242
Wilkinson County,Georgia,13,319,6380
Worth County,Georgia,13,321,14457
Hawaii County,Hawaii,15,001,129217
Honolulu County,Hawaii,15,003,652380
Kauai County,Hawaii,15,007,47624
Kalawao County,Hawaii,15,005,65
Maui County,Hawaii,15,009,108931
Ada County,Idaho,16,001,261000
Adams County,Idaho,16,003,2980
Bannock County,Idaho,16,005,50594
Bear Lake County,Idaho,16,007,3955
Benewah County,Idaho,16,009,6421
Bingham County,Idaho,16,011,26826
Blaine County,Idaho,16,013,14910
Boise County,Idaho,16,015,5164
Bonner County,Idaho,16,017,29617
Bonneville County,Idaho,16,019,63505
Boundary County,Idaho,16,021,7507
Butte County,Idaho,16,023,1847
Camas County,Idaho,16,025,878
Canyon County,Idaho,16,027,114317
Caribou County,Idaho,16,029,4458
Cassia County,Idaho,16,031,13520
Clearwater County,Idaho,16,035,6647
Custer County,Idaho,16,037,3249
Elmore County,Idaho,16,039,15832
Franklin County,Idaho,16,041,7369
Fremont County,Idaho,16,043,8183
Gem County,Idaho,16,045,11615
Gooding County,Idaho,16,047,9547
Idaho County,Idaho,16,049,11872
Jefferson County,Idaho,16,051,15028
Jerome County,Idaho,16,053,13320
Kootenai County,Idaho,16,055,94378
Latah County,Idaho,16,057,21020
Lemhi County,Idaho,16,059,5930
Lewis County,Idaho,16,061,2786
Lincoln County,Idaho,16,063,3097
Madison County,Idaho,16,065,14932
Minidoka County,Idaho,16,067,12556
Nez Perce County,Idaho,16,069,27091
Oneida County,Idaho,16,071,2738
Owyhee County,Idaho,16,073,7255
Payette County,Idaho,16,075,14422
Power County,Idaho,16,077,4690
Shoshone County,Idaho,16,079,9273
Teton County,Idaho,16,081,6529
Twin Falls County,Idaho,16,083,49299
Valley County,Idaho,16,085,7169
Washington County,Idaho,16,087,7139
Adams County,Illinois,17,001,45892
Alexander County,Illinois,17,003,5368
Bond County,Illinois,17,005,11537
Boone County,Illinois,17,007,34279
Brown County,Illinois,17,009,5031
Bureau County,Illinois,17,011,24241
Calhoun County,Illinois,17,013,3610
Carroll County,Illinois,17,015,11092
Cass County,Illinois,17,017,9120
Champaign County,Illinois,17,019,115291
Christian County,Illinois,17,021,24219
Clark County,Illinois,17,023,11294
Clay County,Illinois,17,025,9497
Clinton County,Illinois,17,027,26294
Coles County,Illinois,17,029,31570
Cook County,Illinois,17,031,3484571
Crawford County,Illinois,17,033,13850
Cumberland County,Illinois,17,035,7531
DeKalb County,Illinois,17,037,59838
De Witt County,Illinois,17,039,11612
Douglas County,Illinois,17,041,13212
DuPage County,Illinois,17,043,618755
Edgar County,Illinois,17,045,13022
Edwards County,Illinois,17,047,4679
Effingham County,Illinois,17,049,22949
Fayette County,Illinois,17,051,14845
Ford County,Illinois,17,053,9734
Franklin County,Illinois,17,055,27393
Fulton County,Illinois,17,057,26300
Gallatin County,Illinois,17,059,3968
Greene County,Illinois,17,061,9608
Grundy County,Illinois,17,063,32624
Hamilton County,Illinois,17,065,5899
Hancock County,Illinois,17,067,13541
Hardin County,Illinois,17,069,3116
Henderson County,Illinois,17,071,5287
Henry County,Illinois,17,073,34553
Iroquois County,Illinois,17,075,20475
Jackson County,Illinois,17,077,34416
Jasper County,Illinois,17,079,6810
Jefferson County,Illinois,17,081,26908
Jersey County,Illinois,17,083,15546
Jo Daviess County,Illinois,17,085,16525
Johnson County,Illinois,17,087,9205
Kane County,Illinois,17,089,326889
Kankakee County,Illinois,17,091,73040
Kendall County,Illinois,17,093,72195
Knox County,Illinois,17,095,36555
Lake County,Illinois,17,097,448708
LaSalle County,Illinois,17,099,77965
Lawrence County,Illinois,17,101,12244
Lee County,Illinois,17,103,24943
Livingston County,Illinois,17,105,27197
Logan County,Illinois,17,107,21078
McDonough County,Illinois,17,109,18022
McHenry County,Illinois,17,111,201509
McLean County,Illinois,17,113,102383
Macon County,Illinois,17,115,74969
Macoupin County,Illinois,17,117,32989
Madison County,Illinois,17,119,181299
Marion County,Illinois,17,121,26788
Marshall County,Illinois,17,123,8937
Mason County,Illinois,17,125,10367
Massac County,Illinois,17,127,10692
Menard County,Illinois,17,129,8853
Mercer County,Illinois,17,131,11520
Monroe County,Illinois,17,133,22812
Montgomery County,Illinois,17,135,21196
Morgan County,Illinois,17,137,24260
Moultrie County,Illinois,17,139,10099
Ogle County,Illinois,17,141,35918
Peoria County,Illinois,17,143,123210
Perry County,Illinois,17,145,15313
Piatt County,Illinois,17,147,11579
Pike County,Illinois,17,149,11284
Pope County,Illinois,17,151,3220
Pulaski County,Illinois,17,153,4140
Putnam County,Illinois,17,155,4249
Randolph County,Illinois,17,157,23855
Richland County,Illinois,17,159,11305
Rock Island County,Illinois,17,161,100842
Saint Clair County,Illinois,17,163,176907
Saline County,Illinois,17,165,17191
Sangamon County,Illinois,17,167,134992
Schuyler County,Illinois,17,169,5430
Scott County,Illinois,17,171,3689
Shelby County,Illinois,17,173,15719
Stark County,Illinois,17,175,4194
Stephenson County,Illinois,17,177,33028
Tazewell County,Illinois,17,179,93917
Union County,Illinois,17,181,12471
Vermilion County,Illinois,17,183,54502
Wabash County,Illinois,17,185,8227
Warren County,Illinois,17,187,11533
Washington County,Illinois,17,189,10331
Wayne County,Illinois,17,191,11636
White County,Illinois,17,193,10454
Whiteside County,Illinois,17,195,40056
Will County,Illinois,17,197,429849
Williamson County,Illinois,17,199,46357
Winnebago County,Illinois,17,201,196057
Woodford County,Illinois,17,203,25668
Adams County,Indiana,18,001,20854
Allen County,Indiana,18,003,228805
Bartholomew County,Indiana,18,005,52208
Benton County,Indiana,18,007,5944
Blackford County,Indiana,18,009,8825
Boone County,Indiana,18,011,38018
Brown County,Indiana,18,013,11125
Carroll County,Indiana,18,015,13782
Cass County,Indiana,18,017,25910
Clark County,Indiana,18,019,75953
Clay County,Indiana,18,021,18288
Clinton County,Indiana,18,023,21562
Crawford County,Indiana,18,025,7334
Daviess County,Indiana,18,027,19857
Dearborn County,Indiana,18,029,33842
Decatur County,Indiana,18,031,17408
DeKalb County,Indiana,18,033,27894
Delaware County,Indiana,18,035,71150
Dubois County,Indiana,18,037,28534
Elkhart County,Indiana,18,039,124757
Fayette County,Indiana,18,041,16666
Floyd County,Indiana,18,043,50637
Fountain County,Indiana,18,045,11768
Franklin County,Indiana,18,047,15522
Fulton County,Indiana,18,049,14102
Gibson County,Indiana,18,051,22720
Grant County,Indiana,18,053,45309
Greene County,Indiana,18,055,22743
Hamilton County,Indiana,18,057,181413
Hancock County,Indiana,18,059,47229
Harrison County,Indiana,18,061,26974
Hendricks County,Indiana,18,063,97361
Henry County,Indiana,18,065,34865
Howard County,Indiana,18,067,56780
Huntington County,Indiana,18,069,24728
Jackson County,Indiana,18,071,28987
Jasper County,Indiana,18,073,21825
Jay County,Indiana,18,075,13936
Jefferson County,Indiana,18,077,21897
Jennings County,Indiana,18,079,18583
Johnson County,Indiana,18,081,92759
Knox County,Indiana,18,083,24987
Kosciusko County,Indiana,18,085,50778
LaGrange County,Indiana,18,087,21149
Lake County,Indiana,18,089,325401
LaPorte County,Indiana,18,091,76715
Lawrence County,Indiana,18,093,31921
Madison County,Indiana,18,095,89307
Marion County,Indiana,18,097,591223
Marshall County,Indiana,18,099,30770
Martin County,Indiana,18,101,7120
Miami County,Indiana,18,103,25101
Monroe County,Indiana,18,105,76643
Montgomery County,Indiana,18,107,25400
Morgan County,Indiana,18,109,46722
Newton County,Indiana,18,111,9779
Noble County,Indiana,18,113,30872
Ohio County,Indiana,18,115,4412
Orange County,Indiana,18,117,13334
Owen County,Indiana,18,119,14868
Parke County,Indiana,18,121,12105
Perry County,Indiana,18,123,13668
Pike County,Indiana,18,125,9000
Porter County,Indiana,18,127,110462
Posey County,Indiana,18,129,17572
Pulaski County,Indiana,18,131,9046
Putnam County,Indiana,18,133,24628
Randolph County,Indiana,18,135,17757
Ripley County,Indiana,18,137,19101
Rush County,Indiana,18,139,11716
Saint Joseph County,Indiana,18,141,171362
Scott County,Indiana,18,143,16259
Shelby County,Indiana,18,145,30247
Spencer County,Indiana,18,147,14579
Starke County,Indiana,18,149,15843
Steuben County,Indiana,18,151,22884
Sullivan County,Indiana,18,153,14975
Switzerland County,Indiana,18,155,7010
Tippecanoe County,Indiana,18,157,96245
Tipton County,Indiana,18,159,11125
Union County,Indiana,18,161,5009
