County,State,State_FIPS,County_FIPS,bachelors_degree
Baxter County,Arkansas,05,005,3870
Benton County,Arkansas,05,007,28470
Boone County,Arkansas,05,009,2561
Bradley County,Arkansas,05,011,595
Calhoun County,Arkansas,05,013,197
Carroll County,Arkansas,05,015,2302
Chicot County,Arkansas,05,017,700
Clark County,Arkansas,05,019,1595
Clay County,Arkansas,05,021,729
Cleburne County,Arkansas,05,023,2087
Cleveland County,Arkansas,05,025,634
Columbia County,Arkansas,05,027,2155
Conway County,Arkansas,05,029,1455
Craighead County,Arkansas,05,031,9771
Crawford County,Arkansas,05,033,4008
Crittenden County,Arkansas,05,035,3226
Cross County,Arkansas,05,037,943
Dallas County,Arkansas,05,039,398
Desha County,Arkansas,05,041,777
Drew County,Arkansas,05,043,1554
Faulkner County,Arkansas,05,045,12603
Franklin County,Arkansas,05,047,993
Fulton County,Arkansas,05,049,516
Garland County,Arkansas,05,051,9099
Grant County,Arkansas,05,053,1424
Greene County,Arkansas,05,055,2702
Hempstead County,Arkansas,05,057,1516
Hot Spring County,Arkansas,05,059,1827
Howard County,Arkansas,05,061,665
Independence County,Arkansas,05,063,2374
Izard County,Arkansas,05,065,732
Jackson County,Arkansas,05,067,770
Jefferson County,Arkansas,05,069,5961
Johnson County,Arkansas,05,071,1781
Lafayette County,Arkansas,05,073,406
Lawrence County,Arkansas,05,075,784
Lee County,Arkansas,05,077,344
Lincoln County,Arkansas,05,079,603
Little River County,Arkansas,05,081,717
Logan County,Arkansas,05,083,1373
Lonoke County,Arkansas,05,085,5635
Madison County,Arkansas,05,087,809
Marion County,Arkansas,05,089,1118
Miller County,Arkansas,05,091,2876
Mississippi County,Arkansas,05,093,2412
Monroe County,Arkansas,05,095,498
Montgomery County,Arkansas,05,097,575
Nevada County,Arkansas,05,099,562
Newton County,Arkansas,05,101,522
Ouachita County,Arkansas,05,103,1990
Perry County,Arkansas,05,105,600
Phillips County,Arkansas,05,107,1112
Pike County,Arkansas,05,109,604
Poinsett County,Arkansas,05,111,1044
Polk County,Arkansas,05,113,1190
Pope County,Arkansas,05,115,5391
Prairie County,Arkansas,05,117,377
Pulaski County,Arkansas,05,119,50894
Randolph County,Arkansas,05,121,1002
Saint Francis County,Arkansas,05,123,1476
Saline County,Arkansas,05,125,12070
Scott County,Arkansas,05,127,539
Searcy County,Arkansas,05,129,440
Sebastian County,Arkansas,05,131,10579
Sevier County,Arkansas,05,133,622
Sharp County,Arkansas,05,135,731
Stone County,Arkansas,05,137,863
Union County,Arkansas,05,139,3178
Van Buren County,Arkansas,05,141,1093
Washington County,Arkansas,05,143,21866
White County,Arkansas,05,145,5570
Woodruff County,Arkansas,05,147,401
Yell County,Arkansas,05,149,1019
Alameda County,California,06,001,256881
Alpine County,California,06,003,154
Amador County,California,06,005,4104
Butte County,California,06,007,22977
Calaveras County,California,06,009,5044
Colusa County,California,06,011,1480
Contra Costa County,California,06,013,178698
Del Norte County,California,06,015,1746
El Dorado County,California,06,017,27370
Fresno County,California,06,019,72578
Glenn County,California,06,021,1778
Humboldt County,California,06,023,16877
Imperial County,California,06,025,9603
Inyo County,California,06,027,1749
Kern County,California,06,029,49384
Kings County,California,06,031,8745
Lake County,California,06,033,5248
Lassen County,California,06,035,2218
Los Angeles County,California,06,037,1254787
Madera County,California,06,039,8882
Marin County,California,06,041,58348
Mariposa County,California,06,043,1999
Mendocino County,California,06,045,8329
Merced County,California,06,047,12444
Modoc County,California,06,049,927
Mono County,California,06,051,1889
Monterey County,California,06,053,37138
Napa County,California,06,055,19438
Nevada County,California,06,057,15589
Orange County,California,06,059,480104
Placer County,California,06,061,57421
Plumas County,California,06,063,1940
Riverside County,California,06,065,181572
Sacramento County,California,06,067,174232
San Benito County,California,06,069,4702
San Bernardino County,California,06,071,150285
San Diego County,California,06,073,439641
San Francisco County,California,06,075,201608
San Joaquin County,California,06,077,52122
San Luis Obispo County,California,06,079,35579
San Mateo County,California,06,081,137435
Santa Barbara County,California,06,083,48533
Santa Clara County,California,06,085,314485
Santa Cruz County,California,06,087,38868
Shasta County,California,06,089,15334
Sierra County,California,06,091,403
Siskiyou County,California,06,093,5225
Solano County,California,06,095,46834
Sonoma County,California,06,097,70116
Stanislaus County,California,06,099,35149
Sutter County,California,06,101,7973
Tehama County,California,06,103,3734
Trinity County,California,06,105,1707
Tulare County,California,06,107,22449
Tuolumne County,California,06,109,5335
Ventura County,California,06,111,106166
Yolo County,California,06,113,23710
Yuba County,California,06,115,4380
Alamosa County,Colorado,08,003,1097
Archuleta County,Colorado,08,007,1871
Baca County,Colorado,08,009,342
Bent County,Colorado,08,011,284
Chaffee County,Colorado,08,015,3083
Cheyenne County,Colorado,08,017,243
Clear Creek County,Colorado,08,019,1818
Conejos County,Colorado,08,021,704
Costilla County,Colorado,08,023,239
Crowley County,Colorado,08,025,395
Custer County,Colorado,08,027,698
Delta County,Colorado,08,029,2690
Dolores County,Colorado,08,033,161
Douglas County,Colorado,08,035,71403
Eagle County,Colorado,08,037,12533
Elbert County,Colorado,08,039,3356
El Paso County,Colorado,08,041,86611
Fremont County,Colorado,08,043,3630
Garfield County,Colorado,08,045,6761
Gilpin County,Colorado,08,047,697
Grand County,Colorado,08,049,2701
Gunnison County,Colorado,08,051,3925
Huerfano County,Colorado,08,055,835
Jackson County,Colorado,08,057,170
Kiowa County,Colorado,08,061,138
Kit Carson County,Colorado,08,063,517
Lake County,Colorado,08,065,964
La Plata County,Colorado,08,067,9198
Larimer County,Colorado,08,069,53334
Las Animas County,Colorado,08,071,1123
Lincoln County,Colorado,08,073,496
Logan County,Colorado,08,075,1439
Mesa County,Colorado,08,077,16648
Moffat County,Colorado,08,081,964
Montezuma County,Colorado,08,083,2836
Montrose County,Colorado,08,085,4245
Morgan County,Colorado,08,087,1754
Otero County,Colorado,08,089,1401
Ouray County,Colorado,08,091,1075
Park County,Colorado,08,093,2860
Phillips County,Colorado,08,095,348
Pitkin County,Colorado,08,097,5250
Prowers County,Colorado,08,099,723
Pueblo County,Colorado,08,101,14647
Rio Blanco County,Colorado,08,103,702
Rio Grande County,Colorado,08,105,1095
Routt County,Colorado,08,107,5527
Saguache County,Colorado,08,109,623
San Miguel County,Colorado,08,113,2173
Sedgwick County,Colorado,08,115,185
Summit County,Colorado,08,117,6576
Teller County,Colorado,08,119,3064
Washington County,Colorado,08,121,463
Yuma County,Colorado,08,125,900
Adams County,Colorado,08,001,41405
Arapahoe County,Colorado,08,005,97953
Boulder County,Colorado,08,013,61466
Broomfield County,Colorado,08,014,11791
Denver County,Colorado,08,031,112032
Jefferson County,Colorado,08,059,98394
Weld County,Colorado,08,123,28431
Fairfield County,Connecticut,09,001,157861
Hartford County,Connecticut,09,003,121398
Litchfield County,Connecticut,09,005,27006
Middlesex County,Connecticut,09,007,25947
New Haven County,Connecticut,09,009,104413
New London County,Connecticut,09,011,32343
Tolland County,Connecticut,09,013,18814
Windham County,Connecticut,09,015,10342
Kent County,Delaware,10,001,14218
New Castle County,Delaware,10,003,71606
Sussex County,Delaware,10,005,19284
Alachua County,Florida,12,001,30900
Baker County,Florida,12,003,1040
Bay County,Florida,12,005,16284
Bradford County,Florida,12,007,1200
Brevard County,Florida,12,009,64518
Broward County,Florida,12,011,238066
Calhoun County,Florida,12,013,582
Charlotte County,Florida,12,015,17498
Citrus County,Florida,12,017,11797
Clay County,Florida,12,019,20761
Collier County,Florida,12,021,46645
Columbia County,Florida,12,023,3634
Miami-Dade County,Florida,12,086,290647
DeSoto County,Florida,12,027,1633
Dixie County,Florida,12,029,675
Duval County,Florida,12,031,105624
Escambia County,Florida,12,033,30575
Flagler County,Florida,12,035,11278
Franklin County,Florida,12,037,936
Gadsden County,Florida,12,039,2883
Gilchrist County,Florida,12,041,830
Glades County,Florida,12,043,723
Gulf County,Florida,12,045,1185
Hamilton County,Florida,12,047,669
Hardee County,Florida,12,049,1126
Hendry County,Florida,12,051,1586
Hernando County,Florida,12,053,13491
Highlands County,Florida,12,055,7062
Hillsborough County,Florida,12,057,158926
Holmes County,Florida,12,059,1048
Indian River County,Florida,12,061,17302
Jackson County,Florida,12,063,3319
Jefferson County,Florida,12,065,1190
Lafayette County,Florida,12,067,378
Lake County,Florida,12,069,29686
Lee County,Florida,12,071,71871
Leon County,Florida,12,073,40605
Levy County,Florida,12,075,2205
Liberty County,Florida,12,077,451
Madison County,Florida,12,079,786
Manatee County,Florida,12,081,38906
Marion County,Florida,12,083,27750
Martin County,Florida,12,085,21397
Monroe County,Florida,12,087,10106
Nassau County,Florida,12,089,8122
Okaloosa County,Florida,12,091,20595
Okeechobee County,Florida,12,093,1916
Orange County,Florida,12,095,153296
Osceola County,Florida,12,097,22400
Palm Beach County,Florida,12,099,194316
Pasco County,Florida,12,101,46849
Pinellas County,Florida,12,103,124368
Polk County,Florida,12,105,51228
Putnam County,Florida,12,107,3907
Saint Johns County,Florida,12,109,37688
Saint Lucie County,Florida,12,111,24899
Santa Rosa County,Florida,12,113,18337
Sarasota County,Florida,12,115,54691
Seminole County,Florida,12,117,67017
Sumter County,Florida,12,119,12963
Suwannee County,Florida,12,121,1944
Taylor County,Florida,12,123,1132
Union County,Florida,12,125,772
Volusia County,Florida,12,127,47434
Wakulla County,Florida,12,129,2357
Walton County,Florida,12,131,6632
Washington County,Florida,12,133,1300
Appling County,Georgia,13,001,998
Atkinson County,Georgia,13,003,203
Bacon County,Georgia,13,005,556
Baker County,Georgia,13,007,150
Baldwin County,Georgia,13,009,2814
Banks County,Georgia,13,011,965
Barrow County,Georgia,13,013,5388
Bartow County,Georgia,13,015,6334
Ben Hill County,Georgia,13,017,746
Berrien County,Georgia,13,019,1024
Bibb County,Georgia,13,021,14277
Bleckley County,Georgia,13,023,565
Brantley County,Georgia,13,025,451
Brooks County,Georgia,13,027,845
Bryan County,Georgia,13,029,4034
Bulloch County,Georgia,13,031,5878
Burke County,Georgia,13,033,961
Butts County,Georgia,13,035,840
Calhoun County,Georgia,13,037,349
Camden County,Georgia,13,039,3690
Candler County,Georgia,13,043,699
Carroll County,Georgia,13,045,7755
Catoosa County,Georgia,13,047,5301
Charlton County,Georgia,13,049,509
Chatham County,Georgia,13,051,34872
Chattahoochee County,Georgia,13,053,1110
Chattooga County,Georgia,13,055,960
Cherokee County,Georgia,13,057,34382
Clarke County,Georgia,13,059,12437
Clay County,Georgia,13,061,79
Clayton County,Georgia,13,063,19651
Clinch County,Georgia,13,065,263
Cobb County,Georgia,13,067,132796
Coffee County,Georgia,13,069,2016
Colquitt County,Georgia,13,071,2429
Columbia County,Georgia,13,073,16986
Cook County,Georgia,13,075,719
Coweta County,Georgia,13,077,14808
Crawford County,Georgia,13,079,861
Crisp County,Georgia,13,081,1540
Dade County,Georgia,13,083,1313
Dawson County,Georgia,13,085,2891
Decatur County,Georgia,13,087,1630
DeKalb County,Georgia,13,089,110022
Dodge County,Georgia,13,091,1405
Dooly County,Georgia,13,093,693
Dougherty County,Georgia,13,095,6005
Douglas County,Georgia,13,097,13689
Early County,Georgia,13,099,477
Echols County,Georgia,13,101,89
Effingham County,Georgia,13,103,3596
Elbert County,Georgia,13,105,919
Emanuel County,Georgia,13,107,1048
Evans County,Georgia,13,109,617
Fannin County,Georgia,13,111,1557
Fayette County,Georgia,13,113,19837
Floyd County,Georgia,13,115,6289
Forsyth County,Georgia,13,117,35405
Franklin County,Georgia,13,119,1267
Fulton County,Georgia,13,121,184935
Gilmer County,Georgia,13,123,2106
Glascock County,Georgia,13,125,111
Glynn County,Georgia,13,127,8548
Gordon County,Georgia,13,129,3002
Grady County,Georgia,13,131,1124
Greene County,Georgia,13,133,1420
Gwinnett County,Georgia,13,135,119183
Habersham County,Georgia,13,137,2952
Hall County,Georgia,13,139,16309
Hancock County,Georgia,13,141,468
Haralson County,Georgia,13,143,1683
Harris County,Georgia,13,145,3435
Hart County,Georgia,13,147,1795
Heard County,Georgia,13,149,440
Henry County,Georgia,13,151,23027
Houston County,Georgia,13,153,13277
Irwin County,Georgia,13,155,315
Jackson County,Georgia,13,157,5105
Jasper County,Georgia,13,159,743
Jeff Davis County,Georgia,13,161,571
Jefferson County,Georgia,13,163,652
Jenkins County,Georgia,13,165,579
Johnson County,Georgia,13,167,528
Jones County,Georgia,13,169,2231
Lamar County,Georgia,13,171,999
Lanier County,Georgia,13,173,416
Laurens County,Georgia,13,175,2764
Lee County,Georgia,13,177,2203
Liberty County,Georgia,13,179,4923
Lincoln County,Georgia,13,181,364
Long County,Georgia,13,183,936
Lowndes County,Georgia,13,185,9252
Lumpkin County,Georgia,13,187,3236
McDuffie County,Georgia,13,189,1186
McIntosh County,Georgia,13,191,894
Macon County,Georgia,13,193,657
Madison County,Georgia,13,195,1689
Marion County,Georgia,13,197,393
Meriwether County,Georgia,13,199,889
Miller County,Georgia,13,201,315
Mitchell County,Georgia,13,205,1000
Monroe County,Georgia,13,207,1874
Montgomery County,Georgia,13,209,527
Morgan County,Georgia,13,211,1748
Murray County,Georgia,13,213,1350
Muscogee County,Georgia,13,215,17354
Newton County,Georgia,13,217,7981
Oconee County,Georgia,13,219,4756
Oglethorpe County,Georgia,13,221,981
Paulding County,Georgia,13,223,13485
Peach County,Georgia,13,225,1955
Pickens County,Georgia,13,227,3141
Pierce County,Georgia,13,229,791
Pike County,Georgia,13,231,1150
Polk County,Georgia,13,233,1972
Pulaski County,Georgia,13,235,471
Putnam County,Georgia,13,237,1816
Quitman County,Georgia,13,239,46
Rabun County,Georgia,13,241,1961
Randolph County,Georgia,13,243,418
Richmond County,Georgia,13,245,16488
Rockdale County,Georgia,13,247,9587
Schley County,Georgia,13,249,295
Screven County,Georgia,13,251,780
Seminole County,Georgia,13,253,467
Spalding County,Georgia,13,255,3939
Stephens County,Georgia,13,257,1441
Stewart County,Georgia,13,259,268
Sumter County,Georgia,13,261,2035
Talbot County,Georgia,13,263,314
Taliaferro County,Georgia,13,265,73
Tattnall County,Georgia,13,267,1204
Taylor County,Georgia,13,269,356
Telfair County,Georgia,13,271,671
Terrell County,Georgia,13,273,335
Thomas County,Georgia,13,275,2989
Tift County,Georgia,13,277,2097
Toombs County,Georgia,13,279,1665
Towns County,Georgia,13,281,935
Treutlen County,Georgia,13,283,390
Troup County,Georgia,13,285,4939
Turner County,Georgia,13,287,300
Twiggs County,Georgia,13,289,466
Union County,Georgia,13,291,1854
Upson County,Georgia,13,293,1133
Walker County,Georgia,13,295,4538
Walton County,Georgia,13,297,7142
Ware County,Georgia,13,299,1801
Warren County,Georgia,13,301,166
Washington County,Georgia,13,303,1137
Wayne County,Georgia,13,305,1452
Webster County,Georgia,13,307,83
Wheeler County,Georgia,13,309,357
White County,Georgia,13,311,2373
Whitfield County,Georgia,13,313,5323
Wilcox County,Georgia,13,315,451
Wilkes County,Georgia,13,317,614
Wilkinson County,Georgia,13,319,305
Worth County,Georgia,13,321,695
Hawaii County,Hawaii,15,001,21699
Honolulu County,Hawaii,15,003,137763
Kauai County,Hawaii,15,007,8309
Kalawao County,Hawaii,15,005,7
Maui County,Hawaii,15,009,18601
Ada County,Idaho,16,001,63500
Adams County,Idaho,16,003,412
Bannock County,Idaho,16,005,8933
Bear Lake County,Idaho,16,007,503
Benewah County,Idaho,16,009,559
Bingham County,Idaho,16,011,3445
Blaine County,Idaho,16,013,4867
Boise County,Idaho,16,015,853
Bonner County,Idaho,16,017,4363
Bonneville County,Idaho,16,019,11530
Boundary County,Idaho,16,021,694
Butte County,Idaho,16,023,216
Camas County,Idaho,16,025,155
Canyon County,Idaho,16,027,13692
Caribou County,Idaho,16,029,576
Cassia County,Idaho,16,031,1507
Clearwater County,Idaho,16,035,718
Custer County,Idaho,16,037,593
Elmore County,Idaho,16,039,1670
Franklin County,Idaho,16,041,1003
Fremont County,Idaho,16,043,1157
Gem County,Idaho,16,045,1350
Gooding County,Idaho,16,047,726
Idaho County,Idaho,16,049,1341
Jefferson County,Idaho,16,051,2491
Jerome County,Idaho,16,053,1390
Kootenai County,Idaho,16,055,15082
Latah County,Idaho,16,057,5435
Lemhi County,Idaho,16,059,1030
Lewis County,Idaho,16,061,374
Lincoln County,Idaho,16,063,233
Madison County,Idaho,16,065,3363
Minidoka County,Idaho,16,067,777
Nez Perce County,Idaho,16,069,3961
Oneida County,Idaho,16,071,231
Owyhee County,Idaho,16,073,486
Payette County,Idaho,16,075,1609
Power County,Idaho,16,077,582
Shoshone County,Idaho,16,079,912
Teton County,Idaho,16,081,1640
Twin Falls County,Idaho,16,083,5704
Valley County,Idaho,16,085,1855
Washington County,Idaho,16,087,831
Adams County,Illinois,17,001,6771
Alexander County,Illinois,17,003,318
Bond County,Illinois,17,005,1152
Boone County,Illinois,17,007,4357
Brown County,Illinois,17,009,470
Bureau County,Illinois,17,011,2750
Calhoun County,Illinois,17,013,293
Carroll County,Illinois,17,015,1114
Cass County,Illinois,17,017,849
Champaign County,Illinois,17,019,24797
Christian County,Illinois,17,021,2263
Clark County,Illinois,17,023,1302
Clay County,Illinois,17,025,996
Clinton County,Illinois,17,027,3760
Coles County,Illinois,17,029,4694
Cook County,Illinois,17,031,726485
Crawford County,Illinois,17,033,1498
Cumberland County,Illinois,17,035,691
DeKalb County,Illinois,17,037,11236
De Witt County,Illinois,17,039,1482
Douglas County,Illinois,17,041,1555
DuPage County,Illinois,17,043,176529
Edgar County,Illinois,17,045,1685
Edwards County,Illinois,17,047,373
Effingham County,Illinois,17,049,3095
Fayette County,Illinois,17,051,1184
Ford County,Illinois,17,053,1214
Franklin County,Illinois,17,055,2372
Fulton County,Illinois,17,057,2763
Gallatin County,Illinois,17,059,317
Greene County,Illinois,17,061,890
Grundy County,Illinois,17,063,4615
Hamilton County,Illinois,17,065,584
Hancock County,Illinois,17,067,1826
Hardin County,Illinois,17,069,257
Henderson County,Illinois,17,071,697
Henry County,Illinois,17,073,4674
Iroquois County,Illinois,17,075,2039
Jackson County,Illinois,17,077,6215
Jasper County,Illinois,17,079,693
Jefferson County,Illinois,17,081,2698
Jersey County,Illinois,17,083,1520
Jo Daviess County,Illinois,17,085,2530
Johnson County,Illinois,17,087,995
Kane County,Illinois,17,089,67102
Kankakee County,Illinois,17,091,7686
Kendall County,Illinois,17,093,16275
Knox County,Illinois,17,095,4055
Lake County,Illinois,17,097,112519
LaSalle County,Illinois,17,099,8586
Lawrence County,Illinois,17,101,794
Lee County,Illinois,17,103,2753
Livingston County,Illinois,17,105,2598
Logan County,Illinois,17,107,2403
McDonough County,Illinois,17,109,3251
McHenry County,Illinois,17,111,44340
McLean County,Illinois,17,113,30553
Macon County,Illinois,17,115,10888
Macoupin County,Illinois,17,117,3455
Madison County,Illinois,17,119,28534
Marion County,Illinois,17,121,2494
Marshall County,Illinois,17,123,1132
Mason County,Illinois,17,125,979
Massac County,Illinois,17,127,1311
Menard County,Illinois,17,129,1378
Mercer County,Illinois,17,131,1082
Monroe County,Illinois,17,133,4101
Montgomery County,Illinois,17,135,1638
Morgan County,Illinois,17,137,3079
Moultrie County,Illinois,17,139,975
Ogle County,Illinois,17,141,4624
Peoria County,Illinois,17,143,22419
Perry County,Illinois,17,145,1525
Piatt County,Illinois,17,147,2043
Pike County,Illinois,17,149,1080
Pope County,Illinois,17,151,263
Pulaski County,Illinois,17,153,316
Putnam County,Illinois,17,155,361
Randolph County,Illinois,17,157,2022
Richland County,Illinois,17,159,1727
Rock Island County,Illinois,17,161,14499
Saint Clair County,Illinois,17,163,27983
Saline County,Illinois,17,165,1755
Sangamon County,Illinois,17,167,27376
Schuyler County,Illinois,17,169,743
Scott County,Illinois,17,171,408
Shelby County,Illinois,17,173,1602
Stark County,Illinois,17,175,534
Stephenson County,Illinois,17,177,3849
Tazewell County,Illinois,17,179,15991
Union County,Illinois,17,181,1560
Vermilion County,Illinois,17,183,5115
Wabash County,Illinois,17,185,981
Warren County,Illinois,17,187,1714
Washington County,Illinois,17,189,1386
Wayne County,Illinois,17,191,1016
White County,Illinois,17,193,963
Whiteside County,Illinois,17,195,4322
Will County,Illinois,17,197,89333
Williamson County,Illinois,17,199,6257
Winnebago County,Illinois,17,201,26664
Woodford County,Illinois,17,203,4957
Adams County,Indiana,18,001,1972
Allen County,Indiana,18,003,39766
Bartholomew County,Indiana,18,005,8422
Benton County,Indiana,18,007,656
Blackford County,Indiana,18,009,571
Boone County,Indiana,18,011,9017
Brown County,Indiana,18,013,1309
Carroll County,Indiana,18,015,1470
Cass County,Indiana,18,017,2370
Clark County,Indiana,18,019,9620
Clay County,Indiana,18,021,1711
Clinton County,Indiana,18,023,1895
Crawford County,Indiana,18,025,440
Daviess County,Indiana,18,027,1396
Dearborn County,Indiana,18,029,3981
Decatur County,Indiana,18,031,1487
DeKalb County,Indiana,18,033,3005
Delaware County,Indiana,18,035,8846
Dubois County,Indiana,18,037,3460
Elkhart County,Indiana,18,039,15372
Fayette County,Indiana,18,041,958
Floyd County,Indiana,18,043,7684
Fountain County,Indiana,18,045,887
Franklin County,Indiana,18,047,1824
Fulton County,Indiana,18,049,1189
Gibson County,Indiana,18,051,2682
Grant County,Indiana,18,053,4640
Greene County,Indiana,18,055,1705
Hamilton County,Indiana,18,057,64077
Hancock County,Indiana,18,059,8045
Harrison County,Indiana,18,061,2654
Hendricks County,Indiana,18,063,22534
Henry County,Indiana,18,065,3450
Howard County,Indiana,18,067,7090
Huntington County,Indiana,18,069,2552
Jackson County,Indiana,18,071,2754
Jasper County,Indiana,18,073,2213
Jay County,Indiana,18,075,897
Jefferson County,Indiana,18,077,2207
Jennings County,Indiana,18,079,1159
Johnson County,Indiana,18,081,16733
Knox County,Indiana,18,083,2233
Kosciusko County,Indiana,18,085,6595
LaGrange County,Indiana,18,087,1156
Lake County,Indiana,18,089,42667
LaPorte County,Indiana,18,091,8571
Lawrence County,Indiana,18,093,2862
Madison County,Indiana,18,095,10191
Marion County,Indiana,18,097,106682
Marshall County,Indiana,18,099,3316
Martin County,Indiana,18,101,454
Miami County,Indiana,18,103,1656
Monroe County,Indiana,18,105,16541
Montgomery County,Indiana,18,107,2855
Morgan County,Indiana,18,109,4904
Newton County,Indiana,18,111,571
Noble County,Indiana,18,113,2624
Ohio County,Indiana,18,115,443
Orange County,Indiana,18,117,1129
Owen County,Indiana,18,119,1036
Parke County,Indiana,18,121,1130
Perry County,Indiana,18,123,827
Pike County,Indiana,18,125,639
Porter County,Indiana,18,127,17947
Posey County,Indiana,18,129,2322
Pulaski County,Indiana,18,131,860
Putnam County,Indiana,18,133,2203
Randolph County,Indiana,18,135,1414
Ripley County,Indiana,18,137,2206
Rush County,Indiana,18,139,1119
Saint Joseph County,Indiana,18,141,27560
Scott County,Indiana,18,143,1307
Shelby County,Indiana,18,145,3150
Spencer County,Indiana,18,147,1265
Starke County,Indiana,18,149,1272
Steuben County,Indiana,18,151,2928
Sullivan County,Indiana,18,153,1350
Switzerland County,Indiana,18,155,475
Tippecanoe County,Indiana,18,157,19106
Tipton County,Indiana,18,159,1212
Union County,Indiana,18,161,577
Vanderburgh County,Indiana,18,163,18243
Vermillion County,Indiana,18,165,1043
Vigo County,Indiana,18,167,8772
Wabash County,Indiana,18,169,2193
Warren County,Indiana,18,171,668
Warrick County,Indiana,18,173,7215
Washington County,Indiana,18,175,1211
Wayne County,Indiana,18,177,4709
Wells County,Indiana,18,179,1959
White County,Indiana,18,181,1661
Whitley County,Indiana,18,183,2365
Adair County,Iowa,19,001,701
Adams County,Iowa,19,003,290
