County,State,State_FIPS,County_FIPS,population_aged_25_plus
Lincoln County,Arkansas,05,079,9816
Little River County,Arkansas,05,081,9148
Logan County,Arkansas,05,083,15145
Lonoke County,Arkansas,05,085,43984
Madison County,Arkansas,05,087,10657
Marion County,Arkansas,05,089,12691
Miller County,Arkansas,05,091,28803
Mississippi County,Arkansas,05,093,29091
Monroe County,Arkansas,05,095,5630
Montgomery County,Arkansas,05,097,6759
Nevada County,Arkansas,05,099,6187
Newton County,Arkansas,05,101,5980
Ouachita County,Arkansas,05,103,17805
Perry County,Arkansas,05,105,7253
Phillips County,Arkansas,05,107,13616
Pike County,Arkansas,05,109,7551
Poinsett County,Arkansas,05,111,16548
Polk County,Arkansas,05,113,14288
Pope County,Arkansas,05,115,38585
Prairie County,Arkansas,05,117,6198
Pulaski County,Arkansas,05,119,255353
Randolph County,Arkansas,05,121,12327
Saint Francis County,Arkansas,05,123,18977
Saline County,Arkansas,05,125,73424
Scott County,Arkansas,05,127,7383
Searcy County,Arkansas,05,129,5920
Sebastian County,Arkansas,05,131,81884
Sevier County,Arkansas,05,133,10436
Sharp County,Arkansas,05,135,12449
Stone County,Arkansas,05,137,8946
Union County,Arkansas,05,139,28190
Van Buren County,Arkansas,05,141,12408
Washington County,Arkansas,05,143,122596
White County,Arkansas,05,145,48895
Woodruff County,Arkansas,05,147,5055
Yell County,Arkansas,05,149,14449
Alameda County,California,06,001,1025190
Alpine County,California,06,003,801
Amador County,California,06,005,28872
Butte County,California,06,007,140844
Calaveras County,California,06,009,33758
Colusa County,California,06,011,13036
Contra Costa County,California,06,013,704269
Del Norte County,California,06,015,19714
El Dorado County,California,06,017,126157
Fresno County,California,06,019,545604
Glenn County,California,06,021,17599
Humboldt County,California,06,023,90254
Imperial County,California,06,025,103539
Inyo County,California,06,027,13330
Kern County,California,06,029,491875
Kings County,California,06,031,92096
Lake County,California,06,033,45907
Lassen County,California,06,035,24816
Los Angeles County,California,06,037,6380366
Madera County,California,06,039,92337
Marin County,California,06,041,185934
Mariposa County,California,06,043,13926
Mendocino County,California,06,045,60895
Merced County,California,06,047,145402
Modoc County,California,06,049,6844
Mono County,California,06,051,9677
Monterey County,California,06,053,258541
Napa County,California,06,055,92987
Nevada County,California,06,057,72875
Orange County,California,06,059,1979327
Placer County,California,06,061,237873
Plumas County,California,06,063,14989
Riverside County,California,06,065,1345607
Sacramento County,California,06,067,916822
San Benito County,California,06,069,34238
San Bernardino County,California,06,071,1216126
San Diego County,California,06,073,2011024
San Francisco County,California,06,075,624779
San Joaquin County,California,06,077,414657
San Luis Obispo County,California,06,079,178671
San Mateo County,California,06,081,506386
Santa Barbara County,California,06,083,261339
Santa Clara County,California,06,085,1200542
Santa Cruz County,California,06,087,169357
Shasta County,California,06,089,121798
Sierra County,California,06,091,2472
Siskiyou County,California,06,093,32203
Solano County,California,06,095,272020
Sonoma County,California,06,097,331295
Stanislaus County,California,06,099,314088
Sutter County,California,06,101,59387
Tehama County,California,06,103,41896
Trinity County,California,06,105,10278
Tulare County,California,06,107,251020
Tuolumne County,California,06,109,41241
Ventura County,California,06,111,530211
Yolo County,California,06,113,116436
Yuba County,California,06,115,43790
Alamosa County,Colorado,08,003,9424
Archuleta County,Colorado,08,007,8659
Baca County,Colorado,08,009,2769
Bent County,Colorado,08,011,4709
Chaffee County,Colorado,08,015,13791
Cheyenne County,Colorado,08,017,1476
Clear Creek County,Colorado,08,019,6977
Conejos County,Colorado,08,021,5203
Costilla County,Colorado,08,023,2512
Crowley County,Colorado,08,025,4279
Custer County,Colorado,08,027,3348
Delta County,Colorado,08,029,22044
Dolores County,Colorado,08,033,1370
Douglas County,Colorado,08,035,184379
Eagle County,Colorado,08,037,34874
Elbert County,Colorado,08,039,15848
El Paso County,Colorado,08,041,393192
Fremont County,Colorado,08,043,36150
Garfield County,Colorado,08,045,36515
Gilpin County,Colorado,08,047,4163
Grand County,Colorado,08,049,10768
Gunnison County,Colorado,08,051,9696
Huerfano County,Colorado,08,055,5185
Jackson County,Colorado,08,057,1058
Kiowa County,Colorado,08,061,878
Kit Carson County,Colorado,08,063,5691
Lake County,Colorado,08,065,4844
La Plata County,Colorado,08,067,34900
Larimer County,Colorado,08,069,193909
Las Animas County,Colorado,08,071,10849
Lincoln County,Colorado,08,073,4000
Logan County,Colorado,08,075,14912
Mesa County,Colorado,08,077,97568
Moffat County,Colorado,08,081,8740
Montezuma County,Colorado,08,083,17710
Montrose County,Colorado,08,085,28357
Morgan County,Colorado,08,087,17938
Otero County,Colorado,08,089,12579
Ouray County,Colorado,08,091,3581
Park County,Colorado,08,093,12296
Phillips County,Colorado,08,095,2810
Pitkin County,Colorado,08,097,13099
Prowers County,Colorado,08,099,7905
Pueblo County,Colorado,08,101,105306
Rio Blanco County,Colorado,08,103,4400
Rio Grande County,Colorado,08,105,7955
Routt County,Colorado,08,107,16415
Saguache County,Colorado,08,109,4260
San Miguel County,Colorado,08,113,5457
Sedgwick County,Colorado,08,115,1694
Summit County,Colorado,08,117,20341
Teller County,Colorado,08,119,17189
Washington County,Colorado,08,121,3375
Yuma County,Colorado,08,125,6709
Adams County,Colorado,08,001,275628
Arapahoe County,Colorado,08,005,378792
Boulder County,Colorado,08,013,190415
Broomfield County,Colorado,08,014,36960
Denver County,Colorado,08,031,413562
Jefferson County,Colorado,08,059,371992
Weld County,Colorado,08,123,155571
Fairfield County,Connecticut,09,001,619381
Hartford County,Connecticut,09,003,610975
Litchfield County,Connecticut,09,005,135759
Middlesex County,Connecticut,09,007,117863
New Haven County,Connecticut,09,009,583906
New London County,Connecticut,09,011,187542
Tolland County,Connecticut,09,013,96665
Windham County,Connecticut,09,015,79249
Kent County,Delaware,10,001,104474
New Castle County,Delaware,10,003,356060
Sussex County,Delaware,10,005,142797
Alachua County,Florida,12,001,145621
Baker County,Florida,12,003,17366
Bay County,Florida,12,005,115548
Bradford County,Florida,12,007,20294
Brevard County,Florida,12,009,393540
Broward County,Florida,12,011,1220643
Calhoun County,Florida,12,013,10314
Charlotte County,Florida,12,015,128612
Citrus County,Florida,12,017,110425
Clay County,Florida,12,019,124825
Collier County,Florida,12,021,238278
Columbia County,Florida,12,023,45605
Miami-Dade County,Florida,12,086,1717817
DeSoto County,Florida,12,027,23020
Dixie County,Florida,12,029,11379
Duval County,Florida,12,031,571649
Escambia County,Florida,12,033,195863
Flagler County,Florida,12,035,70826
Franklin County,Florida,12,037,8809
Gadsden County,Florida,12,039,31683
Gilchrist County,Florida,12,041,11292
Glades County,Florida,12,043,9429
Gulf County,Florida,12,045,11869
Hamilton County,Florida,12,047,9897
Hardee County,Florida,12,049,16746
Hendry County,Florida,12,051,23475
Hernando County,Florida,12,053,127296
Highlands County,Florida,12,055,74170
Hillsborough County,Florida,12,057,815442
Holmes County,Florida,12,059,14064
Indian River County,Florida,12,061,103050
Jackson County,Florida,12,063,35245
Jefferson County,Florida,12,065,10705
Lafayette County,Florida,12,067,5692
Lake County,Florida,12,069,216443
Lee County,Florida,12,071,454454
Leon County,Florida,12,073,159386
Levy County,Florida,12,075,28842
Liberty County,Florida,12,077,5622
Madison County,Florida,12,079,13206
Manatee County,Florida,12,081,235332
Marion County,Florida,12,083,243732
Martin County,Florida,12,085,111278
Monroe County,Florida,12,087,56994
Nassau County,Florida,12,089,51623
Okaloosa County,Florida,12,091,123370
Okeechobee County,Florida,12,093,26366
Orange County,Florida,12,095,736726
Osceola County,Florida,12,097,174283
Palm Beach County,Florida,12,099,948582
Pasco County,Florida,12,101,334461
Pinellas County,Florida,12,103,687614
Polk County,Florida,12,105,408881
Putnam County,Florida,12,107,51241
Saint Johns County,Florida,12,109,132733
Saint Lucie County,Florida,12,111,194962
Santa Rosa County,Florida,12,113,103700
Sarasota County,Florida,12,115,298279
Seminole County,Florida,12,117,284515
Sumter County,Florida,12,119,82332
Suwannee County,Florida,12,121,29252
Taylor County,Florida,12,123,16137
Union County,Florida,12,125,10882
Volusia County,Florida,12,127,357170
Wakulla County,Florida,12,129,21247
Walton County,Florida,12,131,40017
Washington County,Florida,12,133,17473
Appling County,Georgia,13,001,12259
Atkinson County,Georgia,13,003,5139
Bacon County,Georgia,13,005,7298
Baker County,Georgia,13,007,2244
Baldwin County,Georgia,13,009,28162
Banks County,Georgia,13,011,12114
Barrow County,Georgia,13,013,44035
Bartow County,Georgia,13,015,64873
Ben Hill County,Georgia,13,017,11234
Berrien County,Georgia,13,019,12734
Bibb County,Georgia,13,021,99399
Bleckley County,Georgia,13,023,7872
Brantley County,Georgia,13,025,11945
Brooks County,Georgia,13,027,10688
Bryan County,Georgia,13,029,19319
Bulloch County,Georgia,13,031,36329
Burke County,Georgia,13,033,14446
Butts County,Georgia,13,035,15958
Calhoun County,Georgia,13,037,4449
Camden County,Georgia,13,039,30476
Candler County,Georgia,13,043,6998
Carroll County,Georgia,13,045,68355
Catoosa County,Georgia,13,047,43052
Charlton County,Georgia,13,049,9148
Chatham County,Georgia,13,051,171414
Chattahoochee County,Georgia,13,053,5489
Chattooga County,Georgia,13,055,17921
Cherokee County,Georgia,13,057,139654
Clarke County,Georgia,13,059,61138
Clay County,Georgia,13,061,2138
Clayton County,Georgia,13,063,158150
Clinch County,Georgia,13,065,4324
Cobb County,Georgia,13,067,452004
Coffee County,Georgia,13,069,26952
Colquitt County,Georgia,13,071,28663
Columbia County,Georgia,13,073,80591
Cook County,Georgia,13,075,11018
Coweta County,Georgia,13,077,82941
Crawford County,Georgia,13,079,8643
Crisp County,Georgia,13,081,15282
Dade County,Georgia,13,083,10980
Dawson County,Georgia,13,085,15332
Decatur County,Georgia,13,087,18126
DeKalb County,Georgia,13,089,458432
Dodge County,Georgia,13,091,14355
Dooly County,Georgia,13,093,9980
Dougherty County,Georgia,13,095,58045
Douglas County,Georgia,13,097,83634
Early County,Georgia,13,099,7142
Echols County,Georgia,13,101,2397
Effingham County,Georgia,13,103,33017
Elbert County,Georgia,13,105,13588
Emanuel County,Georgia,13,107,14656
Evans County,Georgia,13,109,7032
Fannin County,Georgia,13,111,17650
Fayette County,Georgia,13,113,71119
Floyd County,Georgia,13,115,62877
Forsyth County,Georgia,13,117,113432
Franklin County,Georgia,13,119,14933
Fulton County,Georgia,13,121,609076
Gilmer County,Georgia,13,123,20075
Glascock County,Georgia,13,125,2137
Glynn County,Georgia,13,127,53761
Gordon County,Georgia,13,129,35335
Grady County,Georgia,13,131,16294
Greene County,Georgia,13,133,11784
Gwinnett County,Georgia,13,135,506708
Habersham County,Georgia,13,137,28838
Hall County,Georgia,13,139,113727
Hancock County,Georgia,13,141,6649
Haralson County,Georgia,13,143,18886
Harris County,Georgia,13,145,22012
Hart County,Georgia,13,147,17544
Heard County,Georgia,13,149,7807
Henry County,Georgia,13,151,127441
Houston County,Georgia,13,153,89543
Irwin County,Georgia,13,155,6481
Jackson County,Georgia,13,157,39493
Jasper County,Georgia,13,159,9176
Jeff Davis County,Georgia,13,161,9349
Jefferson County,Georgia,13,163,11077
Jenkins County,Georgia,13,165,5468
Johnson County,Georgia,13,167,6965
Jones County,Georgia,13,169,19057
Lamar County,Georgia,13,171,11720
Lanier County,Georgia,13,173,6298
Laurens County,Georgia,13,175,31764
Lee County,Georgia,13,177,18236
Liberty County,Georgia,13,179,35743
Lincoln County,Georgia,13,181,5528
Long County,Georgia,13,183,8432
Lowndes County,Georgia,13,185,63034
Lumpkin County,Georgia,13,187,18928
McDuffie County,Georgia,13,189,14179
McIntosh County,Georgia,13,191,9272
Macon County,Georgia,13,193,9747
Madison County,Georgia,13,195,18873
Marion County,Georgia,13,197,5834
Meriwether County,Georgia,13,199,14924
Miller County,Georgia,13,201,4119
Mitchell County,Georgia,13,205,15580
Monroe County,Georgia,13,207,18157
Montgomery County,Georgia,13,209,5834
Morgan County,Georgia,13,211,12271
Murray County,Georgia,13,213,25542
Muscogee County,Georgia,13,215,119041
Newton County,Georgia,13,217,62330
Oconee County,Georgia,13,219,21125
Oglethorpe County,Georgia,13,221,10036
Paulding County,Georgia,13,223,87811
Peach County,Georgia,13,225,16571
Pickens County,Georgia,13,227,20802
Pierce County,Georgia,13,229,12260
Pike County,Georgia,13,231,11672
Polk County,Georgia,13,233,26565
Pulaski County,Georgia,13,235,8860
Putnam County,Georgia,13,237,15143
Quitman County,Georgia,13,239,1638
Rabun County,Georgia,13,241,11830
Randolph County,Georgia,13,243,5216
Richmond County,Georgia,13,245,125932
Rockdale County,Georgia,13,247,54547
Schley County,Georgia,13,249,3096
Screven County,Georgia,13,251,9575
Seminole County,Georgia,13,253,6008
Spalding County,Georgia,13,255,42035
Stephens County,Georgia,13,257,17376
Stewart County,Georgia,13,259,4296
Sumter County,Georgia,13,261,19949
Talbot County,Georgia,13,263,4842
Taliaferro County,Georgia,13,265,1168
Tattnall County,Georgia,13,267,16987
Taylor County,Georgia,13,269,5964
Telfair County,Georgia,13,271,11801
Terrell County,Georgia,13,273,6078
Thomas County,Georgia,13,275,29853
Tift County,Georgia,13,277,25002
Toombs County,Georgia,13,279,17187
Towns County,Georgia,13,281,7780
Treutlen County,Georgia,13,283,4365
Troup County,Georgia,13,285,42726
Turner County,Georgia,13,287,5702
Twiggs County,Georgia,13,289,6196
Union County,Georgia,13,291,16307
Upson County,Georgia,13,293,18127
Walker County,Georgia,13,295,46912
Walton County,Georgia,13,297,54724
Ware County,Georgia,13,299,24026
Warren County,Georgia,13,301,4084
Washington County,Georgia,13,303,14158
Wayne County,Georgia,13,305,20188
Webster County,Georgia,13,307,2017
Wheeler County,Georgia,13,309,5710
White County,Georgia,13,311,18961
Whitfield County,Georgia,13,313,63166
Wilcox County,Georgia,13,315,6533
Wilkes County,Georgia,13,317,7204
Wilkinson County,Georgia,13,319,6375
Worth County,Georgia,13,321,14378
Hawaii County,Hawaii,15,001,127562
Honolulu County,Hawaii,15,003,646091
Kauai County,Hawaii,15,007,46933
Kalawao County,Hawaii,15,005,65
Maui County,Hawaii,15,009,107481
Ada County,Idaho,16,001,255344
Adams County,Idaho,16,003,2976
Bannock County,Idaho,16,005,49631
Bear Lake County,Idaho,16,007,3946
Benewah County,Idaho,16,009,6405
Bingham County,Idaho,16,011,26581
Blaine County,Idaho,16,013,14895
Boise County,Idaho,16,015,5134
Bonner County,Idaho,16,017,29544
Bonneville County,Idaho,16,019,62559
Boundary County,Idaho,16,021,7486
Butte County,Idaho,16,023,1928
Camas County,Idaho,16,025,858
Canyon County,Idaho,16,027,112095
Caribou County,Idaho,16,029,4521
Cassia County,Idaho,16,031,13326
Clearwater County,Idaho,16,035,6682
Custer County,Idaho,16,037,3243
Elmore County,Idaho,16,039,15778
Franklin County,Idaho,16,041,7291
Fremont County,Idaho,16,043,8116
Gem County,Idaho,16,045,11473
Gooding County,Idaho,16,047,9478
Idaho County,Idaho,16,049,11821
Jefferson County,Idaho,16,051,14752
Jerome County,Idaho,16,053,13159
Kootenai County,Idaho,16,055,92890
Latah County,Idaho,16,057,20660
Lemhi County,Idaho,16,059,5976
Lewis County,Idaho,16,061,2736
Lincoln County,Idaho,16,063,2995
Madison County,Idaho,16,065,14328
Minidoka County,Idaho,16,067,12433
Nez Perce County,Idaho,16,069,26877
Oneida County,Idaho,16,071,2759
Owyhee County,Idaho,16,073,7156
Payette County,Idaho,16,075,14316
Power County,Idaho,16,077,4708
Shoshone County,Idaho,16,079,9327
Teton County,Idaho,16,081,6489
Twin Falls County,Idaho,16,083,48566
Valley County,Idaho,16,085,7261
Washington County,Idaho,16,087,7178
Adams County,Illinois,17,001,45667
Alexander County,Illinois,17,003,5473
Bond County,Illinois,17,005,11610
Boone County,Illinois,17,007,34117
Brown County,Illinois,17,009,5091
Bureau County,Illinois,17,011,24318
Calhoun County,Illinois,17,013,3596
Carroll County,Illinois,17,015,11160
Cass County,Illinois,17,017,9257
Champaign County,Illinois,17,019,113814
Christian County,Illinois,17,021,24189
Clark County,Illinois,17,023,11366
Clay County,Illinois,17,025,9560
Clinton County,Illinois,17,027,26070
Coles County,Illinois,17,029,31303
Cook County,Illinois,17,031,3456817
Crawford County,Illinois,17,033,13854
Cumberland County,Illinois,17,035,7525
DeKalb County,Illinois,17,037,59477
De Witt County,Illinois,17,039,11636
Douglas County,Illinois,17,041,13210
DuPage County,Illinois,17,043,613687
Edgar County,Illinois,17,045,13047
Edwards County,Illinois,17,047,4681
Effingham County,Illinois,17,049,22903
Fayette County,Illinois,17,051,14819
Ford County,Illinois,17,053,9750
Franklin County,Illinois,17,055,27403
Fulton County,Illinois,17,057,26198
Gallatin County,Illinois,17,059,4018
Greene County,Illinois,17,061,9582
Grundy County,Illinois,17,063,32440
Hamilton County,Illinois,17,065,5916
Hancock County,Illinois,17,067,13583
Hardin County,Illinois,17,069,3178
Henderson County,Illinois,17,071,5365
Henry County,Illinois,17,073,34540
Iroquois County,Illinois,17,075,20628
Jackson County,Illinois,17,077,34252
Jasper County,Illinois,17,079,6805
Jefferson County,Illinois,17,081,26987
Jersey County,Illinois,17,083,15532
Jo Daviess County,Illinois,17,085,16565
Johnson County,Illinois,17,087,9160
Kane County,Illinois,17,089,323008
Kankakee County,Illinois,17,091,72907
Kendall County,Illinois,17,093,70709
Knox County,Illinois,17,095,36700
Lake County,Illinois,17,097,446837
LaSalle County,Illinois,17,099,77909
Lawrence County,Illinois,17,101,13801
Lee County,Illinois,17,103,24878
Livingston County,Illinois,17,105,26904
Logan County,Illinois,17,107,21099
McDonough County,Illinois,17,109,17892
McHenry County,Illinois,17,111,200749
McLean County,Illinois,17,113,101516
Macon County,Illinois,17,115,75070
Macoupin County,Illinois,17,117,33013
Madison County,Illinois,17,119,180265
Marion County,Illinois,17,121,26879
Marshall County,Illinois,17,123,8984
Mason County,Illinois,17,125,10411
Massac County,Illinois,17,127,10758
Menard County,Illinois,17,129,8861
Mercer County,Illinois,17,131,11560
Monroe County,Illinois,17,133,22589
Montgomery County,Illinois,17,135,21238
Morgan County,Illinois,17,137,24348
Moultrie County,Illinois,17,139,10063
Ogle County,Illinois,17,141,35952
Peoria County,Illinois,17,143,122398
Perry County,Illinois,17,145,15388
Piatt County,Illinois,17,147,11644
Pike County,Illinois,17,149,11314
Pope County,Illinois,17,151,3188
Pulaski County,Illinois,17,153,4142
Putnam County,Illinois,17,155,4257
Randolph County,Illinois,17,157,24036
Richland County,Illinois,17,159,11340
Rock Island County,Illinois,17,161,100759
Saint Clair County,Illinois,17,163,176030
Saline County,Illinois,17,165,17092
Sangamon County,Illinois,17,167,134331
Schuyler County,Illinois,17,169,5349
Scott County,Illinois,17,171,3670
Shelby County,Illinois,17,173,15736
Stark County,Illinois,17,175,4193
Stephenson County,Illinois,17,177,33085
Tazewell County,Illinois,17,179,93379
Union County,Illinois,17,181,12408
Vermilion County,Illinois,17,183,54293
Wabash County,Illinois,17,185,8283
Warren County,Illinois,17,187,11573
Washington County,Illinois,17,189,10324
Wayne County,Illinois,17,191,11707
White County,Illinois,17,193,10513
Whiteside County,Illinois,17,195,40251
Will County,Illinois,17,197,426692
Williamson County,Illinois,17,199,45943
Winnebago County,Illinois,17,201,196106
Woodford County,Illinois,17,203,25474
Adams County,Indiana,18,001,20835
Allen County,Indiana,18,003,226738
Bartholomew County,Indiana,18,005,51767
Benton County,Indiana,18,007,5932
Blackford County,Indiana,18,009,8856
Boone County,Indiana,18,011,37145
Brown County,Indiana,18,013,11104
Carroll County,Indiana,18,015,13695
Cass County,Indiana,18,017,25819
Clark County,Indiana,18,019,75041
Clay County,Indiana,18,021,18191
Clinton County,Indiana,18,023,21443
Crawford County,Indiana,18,025,7317
Daviess County,Indiana,18,027,19752
Dearborn County,Indiana,18,029,33688
Decatur County,Indiana,18,031,17286
DeKalb County,Indiana,18,033,27758
Delaware County,Indiana,18,035,70919
Dubois County,Indiana,18,037,28410
Elkhart County,Indiana,18,039,123931
Fayette County,Indiana,18,041,16634
Floyd County,Indiana,18,043,50133
Fountain County,Indiana,18,045,11859
Franklin County,Indiana,18,047,15500
Fulton County,Indiana,18,049,14141
Gibson County,Indiana,18,051,22569
Grant County,Indiana,18,053,45500
Greene County,Indiana,18,055,22729
Hamilton County,Indiana,18,057,177124
Hancock County,Indiana,18,059,46629
Harrison County,Indiana,18,061,26855
Hendricks County,Indiana,18,063,95520
Henry County,Indiana,18,065,34774
Howard County,Indiana,18,067,56696
Huntington County,Indiana,18,069,24640
Jackson County,Indiana,18,071,28662
Jasper County,Indiana,18,073,21732
Jay County,Indiana,18,075,13937
Jefferson County,Indiana,18,077,21807
Jennings County,Indiana,18,079,18594
Johnson County,Indiana,18,081,91498
Knox County,Indiana,18,083,24962
Kosciusko County,Indiana,18,085,50537
LaGrange County,Indiana,18,087,21016
Lake County,Indiana,18,089,325164
LaPorte County,Indiana,18,091,76567
Lawrence County,Indiana,18,093,32000
Madison County,Indiana,18,095,89156
Marion County,Indiana,18,097,584250
Marshall County,Indiana,18,099,30730
Martin County,Indiana,18,101,7079
Miami County,Indiana,18,103,25260
Monroe County,Indiana,18,105,75623
Montgomery County,Indiana,18,107,25383
Morgan County,Indiana,18,109,46564
Newton County,Indiana,18,111,9841
Noble County,Indiana,18,113,30760
Ohio County,Indiana,18,115,4366
Orange County,Indiana,18,117,13330
Owen County,Indiana,18,119,14886
Parke County,Indiana,18,121,12119
Perry County,Indiana,18,123,13657
Pike County,Indiana,18,125,9023
Porter County,Indiana,18,127,109671
Posey County,Indiana,18,129,17635
Pulaski County,Indiana,18,131,9091
Putnam County,Indiana,18,133,24678
Randolph County,Indiana,18,135,17799
Ripley County,Indiana,18,137,18963
Rush County,Indiana,18,139,11719
Saint Joseph County,Indiana,18,141,170825
Scott County,Indiana,18,143,16294
Shelby County,Indiana,18,145,30034
Spencer County,Indiana,18,147,14584
Starke County,Indiana,18,149,15802
Steuben County,Indiana,18,151,22705
Sullivan County,Indiana,18,153,15033
Switzerland County,Indiana,18,155,7007
Tippecanoe County,Indiana,18,157,94537
Tipton County,Indiana,18,159,11176
Union County,Indiana,18,161,5038
