County,State,State_FIPS,County_FIPS,high_school_grads
Bradley County,Arkansas,05,011,2747
Calhoun County,Arkansas,05,013,1681
Carroll County,Arkansas,05,015,6088
Chicot County,Arkansas,05,017,2674
Clark County,Arkansas,05,019,3965
Clay County,Arkansas,05,021,3565
Cleburne County,Arkansas,05,023,5586
Cleveland County,Arkansas,05,025,2200
Columbia County,Arkansas,05,027,5240
Conway County,Arkansas,05,029,5433
Craighead County,Arkansas,05,031,16711
Crawford County,Arkansas,05,033,12403
Crittenden County,Arkansas,05,035,9478
Cross County,Arkansas,05,037,4837
Dallas County,Arkansas,05,039,2710
Desha County,Arkansas,05,041,3060
Drew County,Arkansas,05,043,3567
Faulkner County,Arkansas,05,045,18000
Franklin County,Arkansas,05,047,3899
Fulton County,Arkansas,05,049,3141
Garland County,Arkansas,05,051,18017
Grant County,Arkansas,05,053,4086
Greene County,Arkansas,05,055,9080
Hempstead County,Arkansas,05,057,5084
Hot Spring County,Arkansas,05,059,7091
Howard County,Arkansas,05,061,2974
Independence County,Arkansas,05,063,8083
Izard County,Arkansas,05,065,3124
Jackson County,Arkansas,05,067,4486
Jefferson County,Arkansas,05,069,15283
Johnson County,Arkansas,05,071,5422
Lafayette County,Arkansas,05,073,1923
Lawrence County,Arkansas,05,075,4012
Lee County,Arkansas,05,077,2435
Lincoln County,Arkansas,05,079,3298
Little River County,Arkansas,05,081,2887
Logan County,Arkansas,05,083,5143
Lonoke County,Arkansas,05,085,12863
Madison County,Arkansas,05,087,3792
Marion County,Arkansas,05,089,4405
Miller County,Arkansas,05,091,9466
Mississippi County,Arkansas,05,093,8137
Monroe County,Arkansas,05,095,1770
Montgomery County,Arkansas,05,097,2179
Nevada County,Arkansas,05,099,1982
Newton County,Arkansas,05,101,2102
Ouachita County,Arkansas,05,103,6477
Perry County,Arkansas,05,105,2492
Phillips County,Arkansas,05,107,3417
Pike County,Arkansas,05,109,2085
Poinsett County,Arkansas,05,111,5531
Polk County,Arkansas,05,113,4432
Pope County,Arkansas,05,115,10700
Prairie County,Arkansas,05,117,2375
Pulaski County,Arkansas,05,119,61509
Randolph County,Arkansas,05,121,3662
Saint Francis County,Arkansas,05,123,5510
Saline County,Arkansas,05,125,21786
Scott County,Arkansas,05,127,2425
Searcy County,Arkansas,05,129,1759
Sebastian County,Arkansas,05,131,21228
Sevier County,Arkansas,05,133,2794
Sharp County,Arkansas,05,135,4551
Stone County,Arkansas,05,137,2343
Union County,Arkansas,05,139,8916
Van Buren County,Arkansas,05,141,3913
Washington County,Arkansas,05,143,28778
White County,Arkansas,05,145,14933
Woodruff County,Arkansas,05,147,1983
Yell County,Arkansas,05,149,5103
Alameda County,California,06,001,183227
Alpine County,California,06,003,200
Amador County,California,06,005,7089
Butte County,California,06,007,27849
Calaveras County,California,06,009,8272
Colusa County,California,06,011,2880
Contra Costa County,California,06,013,123594
Del Norte County,California,06,015,4821
El Dorado County,California,06,017,24992
Fresno County,California,06,019,109459
Glenn County,California,06,021,3929
Humboldt County,California,06,023,20330
Imperial County,California,06,025,19321
Inyo County,California,06,027,3886
Kern County,California,06,029,113629
Kings County,California,06,031,19282
Lake County,California,06,033,11001
Lassen County,California,06,035,4360
Los Angeles County,California,06,037,1217789
Madera County,California,06,039,18394
Marin County,California,06,041,20145
Mariposa County,California,06,043,3393
Mendocino County,California,06,045,14018
Merced County,California,06,047,30910
Modoc County,California,06,049,1673
Mono County,California,06,051,1542
Monterey County,California,06,053,44946
Napa County,California,06,055,16332
Nevada County,California,06,057,13738
Orange County,California,06,059,328627
Placer County,California,06,061,43800
Plumas County,California,06,063,2932
Riverside County,California,06,065,308683
Sacramento County,California,06,067,176751
San Benito County,California,06,069,7044
San Bernardino County,California,06,071,283690
San Diego County,California,06,073,346648
San Francisco County,California,06,075,75676
San Joaquin County,California,06,077,92812
San Luis Obispo County,California,06,079,33150
San Mateo County,California,06,081,80493
Santa Barbara County,California,06,083,39776
Santa Clara County,California,06,085,169834
Santa Cruz County,California,06,087,23023
Shasta County,California,06,089,28131
Sierra County,California,06,091,749
Siskiyou County,California,06,093,7428
Solano County,California,06,095,58627
Sonoma County,California,06,097,59243
Stanislaus County,California,06,099,77489
Sutter County,California,06,101,12401
Tehama County,California,06,103,10909
Trinity County,California,06,105,2426
Tulare County,California,06,107,53505
Tuolumne County,California,06,109,9940
Ventura County,California,06,111,91886
Yolo County,California,06,113,19270
Yuba County,California,06,115,9150
Alamosa County,Colorado,08,003,1951
Archuleta County,Colorado,08,007,2284
Baca County,Colorado,08,009,775
Bent County,Colorado,08,011,1236
Chaffee County,Colorado,08,015,3108
Cheyenne County,Colorado,08,017,407
Clear Creek County,Colorado,08,019,1401
Conejos County,Colorado,08,021,1614
Costilla County,Colorado,08,023,583
Crowley County,Colorado,08,025,808
Custer County,Colorado,08,027,799
Delta County,Colorado,08,029,6932
Dolores County,Colorado,08,033,438
Douglas County,Colorado,08,035,22344
Eagle County,Colorado,08,037,5728
Elbert County,Colorado,08,039,4118
El Paso County,Colorado,08,041,70992
Fremont County,Colorado,08,043,8676
Garfield County,Colorado,08,045,7832
Gilpin County,Colorado,08,047,828
Grand County,Colorado,08,049,2259
Gunnison County,Colorado,08,051,1267
Huerfano County,Colorado,08,055,1061
Jackson County,Colorado,08,057,357
Kiowa County,Colorado,08,061,227
Kit Carson County,Colorado,08,063,1635
Lake County,Colorado,08,065,1235
La Plata County,Colorado,08,067,5968
Larimer County,Colorado,08,069,30565
Las Animas County,Colorado,08,071,2655
Lincoln County,Colorado,08,073,1153
Logan County,Colorado,08,075,4166
Mesa County,Colorado,08,077,23941
Moffat County,Colorado,08,081,2678
Montezuma County,Colorado,08,083,4434
Montrose County,Colorado,08,085,7747
Morgan County,Colorado,08,087,4591
Otero County,Colorado,08,089,2659
Ouray County,Colorado,08,091,626
Park County,Colorado,08,093,2456
Phillips County,Colorado,08,095,829
Pitkin County,Colorado,08,097,1190
Prowers County,Colorado,08,099,1784
Pueblo County,Colorado,08,101,24961
Rio Blanco County,Colorado,08,103,1336
Rio Grande County,Colorado,08,105,2106
Routt County,Colorado,08,107,2697
Saguache County,Colorado,08,109,914
San Miguel County,Colorado,08,113,977
Sedgwick County,Colorado,08,115,478
Summit County,Colorado,08,117,2931
Teller County,Colorado,08,119,3781
Washington County,Colorado,08,121,1034
Yuma County,Colorado,08,125,1936
Adams County,Colorado,08,001,68650
Arapahoe County,Colorado,08,005,68873
Boulder County,Colorado,08,013,20340
Broomfield County,Colorado,08,014,5266
Denver County,Colorado,08,031,64145
Jefferson County,Colorado,08,059,66836
Weld County,Colorado,08,123,35121
Fairfield County,Connecticut,09,001,128419
Hartford County,Connecticut,09,003,147783
Litchfield County,Connecticut,09,005,36044
Middlesex County,Connecticut,09,007,29830
New Haven County,Connecticut,09,009,159722
New London County,Connecticut,09,011,51347
Tolland County,Connecticut,09,013,22618
Windham County,Connecticut,09,015,24554
Kent County,Delaware,10,001,31126
New Castle County,Delaware,10,003,94362
Sussex County,Delaware,10,005,47388
Alachua County,Florida,12,001,26051
Baker County,Florida,12,003,6823
Bay County,Florida,12,005,28889
Bradford County,Florida,12,007,5626
Brevard County,Florida,12,009,99324
Broward County,Florida,12,011,304285
Calhoun County,Florida,12,013,2974
Charlotte County,Florida,12,015,37995
Citrus County,Florida,12,017,34432
Clay County,Florida,12,019,30314
Collier County,Florida,12,021,60177
Columbia County,Florida,12,023,12321
Miami-Dade County,Florida,12,086,450403
DeSoto County,Florida,12,027,7178
Dixie County,Florida,12,029,3517
Duval County,Florida,12,031,140078
Escambia County,Florida,12,033,47121
Flagler County,Florida,12,035,20712
Franklin County,Florida,12,037,2433
Gadsden County,Florida,12,039,9259
Gilchrist County,Florida,12,041,3575
Glades County,Florida,12,043,3067
Gulf County,Florida,12,045,3598
Hamilton County,Florida,12,047,3220
Hardee County,Florida,12,049,4759
Hendry County,Florida,12,051,6157
Hernando County,Florida,12,053,40634
Highlands County,Florida,12,055,22736
Hillsborough County,Florida,12,057,199439
Holmes County,Florida,12,059,3888
Indian River County,Florida,12,061,25214
Jackson County,Florida,12,063,8705
Jefferson County,Florida,12,065,2673
Lafayette County,Florida,12,067,1800
Lake County,Florida,12,069,63024
Lee County,Florida,12,071,131990
Leon County,Florida,12,073,25227
Levy County,Florida,12,075,9362
Liberty County,Florida,12,077,1555
Madison County,Florida,12,079,4011
Manatee County,Florida,12,081,65007
Marion County,Florida,12,083,74653
Martin County,Florida,12,085,25382
Monroe County,Florida,12,087,15222
Nassau County,Florida,12,089,15328
Okaloosa County,Florida,12,091,28026
Okeechobee County,Florida,12,093,6643
Orange County,Florida,12,095,177120
Osceola County,Florida,12,097,52471
Palm Beach County,Florida,12,099,222402
Pasco County,Florida,12,101,98135
Pinellas County,Florida,12,103,179506
Polk County,Florida,12,105,123041
Putnam County,Florida,12,107,15726
Saint Johns County,Florida,12,109,24205
Saint Lucie County,Florida,12,111,56997
Santa Rosa County,Florida,12,113,23733
Sarasota County,Florida,12,115,81680
Seminole County,Florida,12,117,58519
Sumter County,Florida,12,119,22523
Suwannee County,Florida,12,121,10594
Taylor County,Florida,12,123,4178
Union County,Florida,12,125,2777
Volusia County,Florida,12,127,100179
Wakulla County,Florida,12,129,6458
Walton County,Florida,12,131,9878
Washington County,Florida,12,133,5361
Appling County,Georgia,13,001,4537
Atkinson County,Georgia,13,003,1634
Bacon County,Georgia,13,005,2491
Baker County,Georgia,13,007,885
Baldwin County,Georgia,13,009,8221
Banks County,Georgia,13,011,4075
Barrow County,Georgia,13,013,12018
Bartow County,Georgia,13,015,20727
Ben Hill County,Georgia,13,017,3467
Berrien County,Georgia,13,019,3055
Bibb County,Georgia,13,021,27680
Bleckley County,Georgia,13,023,2506
Brantley County,Georgia,13,025,4447
Brooks County,Georgia,13,027,3402
Bryan County,Georgia,13,029,4455
Bulloch County,Georgia,13,031,9582
Burke County,Georgia,13,033,5162
Butts County,Georgia,13,035,5484
Calhoun County,Georgia,13,037,1070
Camden County,Georgia,13,039,7746
Candler County,Georgia,13,043,2187
Carroll County,Georgia,13,045,19948
Catoosa County,Georgia,13,047,11016
Charlton County,Georgia,13,049,2847
Chatham County,Georgia,13,051,40761
Chattahoochee County,Georgia,13,053,1078
Chattooga County,Georgia,13,055,5077
Cherokee County,Georgia,13,057,27999
Clarke County,Georgia,13,059,11454
Clay County,Georgia,13,061,733
Clayton County,Georgia,13,063,43431
Clinch County,Georgia,13,065,1419
Cobb County,Georgia,13,067,77701
Coffee County,Georgia,13,069,8357
Colquitt County,Georgia,13,071,8990
Columbia County,Georgia,13,073,16726
Cook County,Georgia,13,075,3764
Coweta County,Georgia,13,077,23419
Crawford County,Georgia,13,079,2529
Crisp County,Georgia,13,081,4677
Dade County,Georgia,13,083,3071
Dawson County,Georgia,13,085,3764
Decatur County,Georgia,13,087,4679
DeKalb County,Georgia,13,089,88408
Dodge County,Georgia,13,091,4717
Dooly County,Georgia,13,093,3133
Dougherty County,Georgia,13,095,13935
Douglas County,Georgia,13,097,22555
Early County,Georgia,13,099,2377
Echols County,Georgia,13,101,917
Effingham County,Georgia,13,103,10308
Elbert County,Georgia,13,105,5407
Emanuel County,Georgia,13,107,4619
Evans County,Georgia,13,109,2401
Fannin County,Georgia,13,111,6050
Fayette County,Georgia,13,113,13221
Floyd County,Georgia,13,115,15387
Forsyth County,Georgia,13,117,20557
Franklin County,Georgia,13,119,4466
Fulton County,Georgia,13,121,100108
Gilmer County,Georgia,13,123,4988
Glascock County,Georgia,13,125,745
Glynn County,Georgia,13,127,12682
Gordon County,Georgia,13,129,9725
Grady County,Georgia,13,131,5271
Greene County,Georgia,13,133,3859
Gwinnett County,Georgia,13,135,106025
Habersham County,Georgia,13,137,7818
Hall County,Georgia,13,139,28749
Hancock County,Georgia,13,141,2301
Haralson County,Georgia,13,143,5509
Harris County,Georgia,13,145,5604
Hart County,Georgia,13,147,5649
Heard County,Georgia,13,149,2347
Henry County,Georgia,13,151,34327
Houston County,Georgia,13,153,21582
Irwin County,Georgia,13,155,2087
Jackson County,Georgia,13,157,11691
Jasper County,Georgia,13,159,3229
Jeff Davis County,Georgia,13,161,3458
Jefferson County,Georgia,13,163,3894
Jenkins County,Georgia,13,165,1639
Johnson County,Georgia,13,167,2148
Jones County,Georgia,13,169,6391
Lamar County,Georgia,13,171,3465
Lanier County,Georgia,13,173,1477
Laurens County,Georgia,13,175,11726
Lee County,Georgia,13,177,4282
Liberty County,Georgia,13,179,9388
Lincoln County,Georgia,13,181,2187
Long County,Georgia,13,183,2663
Lowndes County,Georgia,13,185,16158
Lumpkin County,Georgia,13,187,4487
McDuffie County,Georgia,13,189,4097
McIntosh County,Georgia,13,191,2883
Macon County,Georgia,13,193,2987
Madison County,Georgia,13,195,6278
Marion County,Georgia,13,197,2234
Meriwether County,Georgia,13,199,4902
Miller County,Georgia,13,201,1390
Mitchell County,Georgia,13,205,4913
Monroe County,Georgia,13,207,5379
Montgomery County,Georgia,13,209,2335
Morgan County,Georgia,13,211,3731
Murray County,Georgia,13,213,6539
Muscogee County,Georgia,13,215,27714
Newton County,Georgia,13,217,16111
Oconee County,Georgia,13,219,3649
Oglethorpe County,Georgia,13,221,2799
Paulding County,Georgia,13,223,26306
Peach County,Georgia,13,225,4314
Pickens County,Georgia,13,227,5535
Pierce County,Georgia,13,229,3854
Pike County,Georgia,13,231,3434
Polk County,Georgia,13,233,7830
Pulaski County,Georgia,13,235,2625
Putnam County,Georgia,13,237,4989
Quitman County,Georgia,13,239,571
Rabun County,Georgia,13,241,3270
Randolph County,Georgia,13,243,1671
Richmond County,Georgia,13,245,32352
Rockdale County,Georgia,13,247,13798
Schley County,Georgia,13,249,897
Screven County,Georgia,13,251,3583
Seminole County,Georgia,13,253,2090
Spalding County,Georgia,13,255,12069
Stephens County,Georgia,13,257,5613
Stewart County,Georgia,13,259,1523
Sumter County,Georgia,13,261,5643
Talbot County,Georgia,13,263,1722
Taliaferro County,Georgia,13,265,465
Tattnall County,Georgia,13,267,5015
Taylor County,Georgia,13,269,1879
Telfair County,Georgia,13,271,4435
Terrell County,Georgia,13,273,1784
Thomas County,Georgia,13,275,8386
Tift County,Georgia,13,277,6923
Toombs County,Georgia,13,279,5742
Towns County,Georgia,13,281,2428
Treutlen County,Georgia,13,283,1457
Troup County,Georgia,13,285,12218
Turner County,Georgia,13,287,1598
Twiggs County,Georgia,13,289,2145
Union County,Georgia,13,291,4647
Upson County,Georgia,13,293,5212
Walker County,Georgia,13,295,12326
Walton County,Georgia,13,297,14279
Ware County,Georgia,13,299,7510
Warren County,Georgia,13,301,1496
Washington County,Georgia,13,303,4864
Wayne County,Georgia,13,305,6061
Webster County,Georgia,13,307,690
Wheeler County,Georgia,13,309,1992
White County,Georgia,13,311,5150
Whitfield County,Georgia,13,313,14658
Wilcox County,Georgia,13,315,2134
Wilkes County,Georgia,13,317,2461
Wilkinson County,Georgia,13,319,2632
Worth County,Georgia,13,321,4539
Hawaii County,Hawaii,15,001,38739
Honolulu County,Hawaii,15,003,158753
Kauai County,Hawaii,15,007,12547
Kalawao County,Hawaii,15,005,18
Maui County,Hawaii,15,009,30746
Ada County,Idaho,16,001,45416
Adams County,Idaho,16,003,914
Bannock County,Idaho,16,005,11503
Bear Lake County,Idaho,16,007,1396
Benewah County,Idaho,16,009,2425
Bingham County,Idaho,16,011,6914
Blaine County,Idaho,16,013,2275
Boise County,Idaho,16,015,1270
Bonner County,Idaho,16,017,7664
Bonneville County,Idaho,16,019,14232
Boundary County,Idaho,16,021,2256
Butte County,Idaho,16,023,574
Camas County,Idaho,16,025,211
Canyon County,Idaho,16,027,28691
Caribou County,Idaho,16,029,1391
Cassia County,Idaho,16,031,2866
Clearwater County,Idaho,16,035,1847
Custer County,Idaho,16,037,1055
Elmore County,Idaho,16,039,3998
Franklin County,Idaho,16,041,2497
Fremont County,Idaho,16,043,2076
Gem County,Idaho,16,045,3681
Gooding County,Idaho,16,047,2500
Idaho County,Idaho,16,049,4158
Jefferson County,Idaho,16,051,3656
Jerome County,Idaho,16,053,2924
Kootenai County,Idaho,16,055,22221
Latah County,Idaho,16,057,3516
Lemhi County,Idaho,16,059,1363
Lewis County,Idaho,16,061,820
Lincoln County,Idaho,16,063,927
Madison County,Idaho,16,065,2077
Minidoka County,Idaho,16,067,3375
Nez Perce County,Idaho,16,069,7122
Oneida County,Idaho,16,071,887
Owyhee County,Idaho,16,073,2382
Payette County,Idaho,16,075,3997
Power County,Idaho,16,077,1338
Shoshone County,Idaho,16,079,2420
Teton County,Idaho,16,081,1301
Twin Falls County,Idaho,16,083,12278
Valley County,Idaho,16,085,1745
Washington County,Idaho,16,087,1733
Adams County,Illinois,17,001,14523
Alexander County,Illinois,17,003,1602
Bond County,Illinois,17,005,3424
Boone County,Illinois,17,007,10639
Brown County,Illinois,17,009,1479
Bureau County,Illinois,17,011,8425
Calhoun County,Illinois,17,013,1436
Carroll County,Illinois,17,015,4061
Cass County,Illinois,17,017,3761
Champaign County,Illinois,17,019,22886
Christian County,Illinois,17,021,8815
Clark County,Illinois,17,023,3773
Clay County,Illinois,17,025,3251
Clinton County,Illinois,17,027,7066
Coles County,Illinois,17,029,8439
Cook County,Illinois,17,031,749698
Crawford County,Illinois,17,033,3935
Cumberland County,Illinois,17,035,2540
DeKalb County,Illinois,17,037,14133
De Witt County,Illinois,17,039,4332
Douglas County,Illinois,17,041,4137
DuPage County,Illinois,17,043,108070
Edgar County,Illinois,17,045,3998
Edwards County,Illinois,17,047,1510
Effingham County,Illinois,17,049,7426
Fayette County,Illinois,17,051,5184
Ford County,Illinois,17,053,3359
Franklin County,Illinois,17,055,7887
Fulton County,Illinois,17,057,8476
Gallatin County,Illinois,17,059,1110
Greene County,Illinois,17,061,3564
Grundy County,Illinois,17,063,10408
Hamilton County,Illinois,17,065,1817
Hancock County,Illinois,17,067,4561
Hardin County,Illinois,17,069,968
Henderson County,Illinois,17,071,1830
Henry County,Illinois,17,073,10844
Iroquois County,Illinois,17,075,7742
Jackson County,Illinois,17,077,6856
Jasper County,Illinois,17,079,2287
Jefferson County,Illinois,17,081,7590
Jersey County,Illinois,17,083,4608
Jo Daviess County,Illinois,17,085,5604
Johnson County,Illinois,17,087,2341
Kane County,Illinois,17,089,67146
Kankakee County,Illinois,17,091,22149
Kendall County,Illinois,17,093,16409
Knox County,Illinois,17,095,11568
Lake County,Illinois,17,097,82969
LaSalle County,Illinois,17,099,25289
Lawrence County,Illinois,17,101,2889
Lee County,Illinois,17,103,7673
Livingston County,Illinois,17,105,9102
Logan County,Illinois,17,107,5923
McDonough County,Illinois,17,109,4447
McHenry County,Illinois,17,111,48801
McLean County,Illinois,17,113,22367
Macon County,Illinois,17,115,21423
Macoupin County,Illinois,17,117,10583
Madison County,Illinois,17,119,50257
Marion County,Illinois,17,121,7989
Marshall County,Illinois,17,123,3404
Mason County,Illinois,17,125,3485
Massac County,Illinois,17,127,2735
Menard County,Illinois,17,129,2990
Mercer County,Illinois,17,131,4167
Monroe County,Illinois,17,133,6899
Montgomery County,Illinois,17,135,6832
Morgan County,Illinois,17,137,8506
Moultrie County,Illinois,17,139,3224
Ogle County,Illinois,17,141,10919
Peoria County,Illinois,17,143,31000
Perry County,Illinois,17,145,4319
Piatt County,Illinois,17,147,3557
Pike County,Illinois,17,149,4377
Pope County,Illinois,17,151,992
Pulaski County,Illinois,17,153,1208
Putnam County,Illinois,17,155,1495
Randolph County,Illinois,17,157,8036
Richland County,Illinois,17,159,3089
Rock Island County,Illinois,17,161,27354
Saint Clair County,Illinois,17,163,41399
Saline County,Illinois,17,165,4505
Sangamon County,Illinois,17,167,32363
Schuyler County,Illinois,17,169,1784
Scott County,Illinois,17,171,1592
Shelby County,Illinois,17,173,5911
Stark County,Illinois,17,175,1458
Stephenson County,Illinois,17,177,10355
Tazewell County,Illinois,17,179,26355
Union County,Illinois,17,181,3389
Vermilion County,Illinois,17,183,17357
Wabash County,Illinois,17,185,2227
Warren County,Illinois,17,187,3508
Washington County,Illinois,17,189,2840
Wayne County,Illinois,17,191,3444
White County,Illinois,17,193,2816
Whiteside County,Illinois,17,195,12691
Will County,Illinois,17,197,103334
Williamson County,Illinois,17,199,10888
Winnebago County,Illinois,17,201,54860
Woodford County,Illinois,17,203,7195
Adams County,Indiana,18,001,8056
Allen County,Indiana,18,003,60434
Bartholomew County,Indiana,18,005,15714
Benton County,Indiana,18,007,2494
Blackford County,Indiana,18,009,3878
Boone County,Indiana,18,011,9722
Brown County,Indiana,18,013,3711
Carroll County,Indiana,18,015,5117
Cass County,Indiana,18,017,9549
Clark County,Indiana,18,019,22509
Clay County,Indiana,18,021,7091
Clinton County,Indiana,18,023,9046
Crawford County,Indiana,18,025,2875
Daviess County,Indiana,18,027,7086
Dearborn County,Indiana,18,029,12578
Decatur County,Indiana,18,031,7059
DeKalb County,Indiana,18,033,10151
Delaware County,Indiana,18,035,21516
Dubois County,Indiana,18,037,10848
Elkhart County,Indiana,18,039,38518
Fayette County,Indiana,18,041,5555
Floyd County,Indiana,18,043,14771
Fountain County,Indiana,18,045,4652
Franklin County,Indiana,18,047,6043
Fulton County,Indiana,18,049,5329
Gibson County,Indiana,18,051,7876
Grant County,Indiana,18,053,15711
Greene County,Indiana,18,055,7737
Hamilton County,Indiana,18,057,26241
Hancock County,Indiana,18,059,13994
Harrison County,Indiana,18,061,9699
Hendricks County,Indiana,18,063,26597
Henry County,Indiana,18,065,12808
Howard County,Indiana,18,067,17824
Huntington County,Indiana,18,069,8614
Jackson County,Indiana,18,071,11596
Jasper County,Indiana,18,073,8134
Jay County,Indiana,18,075,5897
Jefferson County,Indiana,18,077,6828
Jennings County,Indiana,18,079,7145
Johnson County,Indiana,18,081,27712
Knox County,Indiana,18,083,8069
Kosciusko County,Indiana,18,085,17180
LaGrange County,Indiana,18,087,5686
Lake County,Indiana,18,089,103506
LaPorte County,Indiana,18,091,24768
Lawrence County,Indiana,18,093,11043
Madison County,Indiana,18,095,30235
Marion County,Indiana,18,097,145874
Marshall County,Indiana,18,099,10817
Martin County,Indiana,18,101,2435
Miami County,Indiana,18,103,8940
Monroe County,Indiana,18,105,15034
Montgomery County,Indiana,18,107,9982
Morgan County,Indiana,18,109,16386
Newton County,Indiana,18,111,4105
Noble County,Indiana,18,113,10851
Ohio County,Indiana,18,115,1659
Orange County,Indiana,18,117,4910
Owen County,Indiana,18,119,5525
Parke County,Indiana,18,121,4243
Perry County,Indiana,18,123,5199
Pike County,Indiana,18,125,3729
Porter County,Indiana,18,127,34766
Posey County,Indiana,18,129,6140
Pulaski County,Indiana,18,131,3606
Putnam County,Indiana,18,133,8384
Randolph County,Indiana,18,135,6888
Ripley County,Indiana,18,137,7942
Rush County,Indiana,18,139,4971
Saint Joseph County,Indiana,18,141,47883
Scott County,Indiana,18,143,4893
Shelby County,Indiana,18,145,10791
Spencer County,Indiana,18,147,5587
Starke County,Indiana,18,149,5601
Steuben County,Indiana,18,151,7845
Sullivan County,Indiana,18,153,5155
Switzerland County,Indiana,18,155,2856
Tippecanoe County,Indiana,18,157,23248
Tipton County,Indiana,18,159,3984
Union County,Indiana,18,161,1738
Vanderburgh County,Indiana,18,163,36166
Vermillion County,Indiana,18,165,4315
