County,State,State_FIPS,County_FIPS,associates_degree
Drew County,Arkansas,05,043,571.0
Faulkner County,Arkansas,05,045,5422.0
Franklin County,Arkansas,05,047,815.0
Fulton County,Arkansas,05,049,532.0
Garland County,Arkansas,05,051,5716.0
Grant County,Arkansas,05,053,894.0
Greene County,Arkansas,05,055,1443.0
Hempstead County,Arkansas,05,057,1153.0
Hot Spring County,Arkansas,05,059,2005.0
Howard County,Arkansas,05,061,543.0
Independence County,Arkansas,05,063,1790.0
Izard County,Arkansas,05,065,891.0
Jackson County,Arkansas,05,067,769.0
Jefferson County,Arkansas,05,069,2745.0
Johnson County,Arkansas,05,071,612.0
Lafayette County,Arkansas,05,073,355.0
Lawrence County,Arkansas,05,075,698.0
Lee County,Arkansas,05,077,316.0
Lincoln County,Arkansas,05,079,457.0
Little River County,Arkansas,05,081,621.0
Logan County,Arkansas,05,083,892.0
Lonoke County,Arkansas,05,085,4015.0
Madison County,Arkansas,05,087,515.0
Marion County,Arkansas,05,089,770.0
Miller County,Arkansas,05,091,1516.0
Mississippi County,Arkansas,05,093,2070.0
Monroe County,Arkansas,05,095,211.0
Montgomery County,Arkansas,05,097,535.0
Nevada County,Arkansas,05,099,296.0
Newton County,Arkansas,05,101,254.0
Ouachita County,Arkansas,05,103,1270.0
Perry County,Arkansas,05,105,512.0
Phillips County,Arkansas,05,107,1001.0
Pike County,Arkansas,05,109,525.0
Poinsett County,Arkansas,05,111,910.0
Polk County,Arkansas,05,113,1221.0
Pope County,Arkansas,05,115,2017.0
Prairie County,Arkansas,05,117,323.0
Pulaski County,Arkansas,05,119,16396.0
Randolph County,Arkansas,05,121,1061.0
Saint Francis County,Arkansas,05,123,1264.0
Saline County,Arkansas,05,125,5843.0
Scott County,Arkansas,05,127,447.0
Searcy County,Arkansas,05,129,466.0
Sebastian County,Arkansas,05,131,6711.0
Sevier County,Arkansas,05,133,528.0
Sharp County,Arkansas,05,135,988.0
Stone County,Arkansas,05,137,666.0
Union County,Arkansas,05,139,1965.0
Van Buren County,Arkansas,05,141,684.0
Washington County,Arkansas,05,143,6415.0
White County,Arkansas,05,145,3469.0
Woodruff County,Arkansas,05,147,261.0
Yell County,Arkansas,05,149,478.0
Alameda County,California,06,001,74447.0
Alpine County,California,06,003,46.0
Amador County,California,06,005,2554.0
Butte County,California,06,007,14030.0
Calaveras County,California,06,009,3692.0
Colusa County,California,06,011,1331.0
Contra Costa County,California,06,013,61945.0
Del Norte County,California,06,015,1659.0
El Dorado County,California,06,017,13770.0
Fresno County,California,06,019,47219.0
Glenn County,California,06,021,1318.0
Humboldt County,California,06,023,8182.0
Imperial County,California,06,025,7027.0
Inyo County,California,06,027,1024.0
Kern County,California,06,029,37205.0
Kings County,California,06,031,7085.0
Lake County,California,06,033,5695.0
Lassen County,California,06,035,2162.0
Los Angeles County,California,06,037,462091.0
Madera County,California,06,039,7520.0
Marin County,California,06,041,11753.0
Mariposa County,California,06,043,1105.0
Mendocino County,California,06,045,4816.0
Merced County,California,06,047,11116.0
Modoc County,California,06,049,826.0
Mono County,California,06,051,708.0
Monterey County,California,06,053,21913.0
Napa County,California,06,055,8564.0
Nevada County,California,06,057,7944.0
Orange County,California,06,059,163428.0
Placer County,California,06,061,29708.0
Plumas County,California,06,063,1723.0
Riverside County,California,06,065,115356.0
Sacramento County,California,06,067,94393.0
San Benito County,California,06,069,3005.0
San Bernardino County,California,06,071,106522.0
San Diego County,California,06,073,187464.0
San Francisco County,California,06,075,36363.0
San Joaquin County,California,06,077,41649.0
San Luis Obispo County,California,06,079,18436.0
San Mateo County,California,06,081,39861.0
Santa Barbara County,California,06,083,21096.0
Santa Clara County,California,06,085,89726.0
Santa Cruz County,California,06,087,16140.0
Shasta County,California,06,089,14458.0
Sierra County,California,06,091,287.0
Siskiyou County,California,06,093,3217.0
Solano County,California,06,095,28686.0
Sonoma County,California,06,097,33159.0
Stanislaus County,California,06,099,25807.0
Sutter County,California,06,101,6903.0
Tehama County,California,06,103,3208.0
Trinity County,California,06,105,858.0
Tulare County,California,06,107,19182.0
Tuolumne County,California,06,109,3920.0
Ventura County,California,06,111,49414.0
Yolo County,California,06,113,8049.0
Yuba County,California,06,115,4814.0
Alamosa County,Colorado,08,003,475.0
Archuleta County,Colorado,08,007,820.0
Baca County,Colorado,08,009,231.0
Bent County,Colorado,08,011,480.0
Chaffee County,Colorado,08,015,1322.0
Cheyenne County,Colorado,08,017,171.0
Clear Creek County,Colorado,08,019,618.0
Conejos County,Colorado,08,021,247.0
Costilla County,Colorado,08,023,78.0
Crowley County,Colorado,08,025,436.0
Custer County,Colorado,08,027,303.0
Delta County,Colorado,08,029,1662.0
Dolores County,Colorado,08,033,131.0
Douglas County,Colorado,08,035,16468.0
Eagle County,Colorado,08,037,3627.0
Elbert County,Colorado,08,039,1816.0
El Paso County,Colorado,08,041,48049.0
Fremont County,Colorado,08,043,2910.0
Garfield County,Colorado,08,045,3157.0
Gilpin County,Colorado,08,047,291.0
Grand County,Colorado,08,049,1125.0
Gunnison County,Colorado,08,051,684.0
Huerfano County,Colorado,08,055,503.0
Jackson County,Colorado,08,057,59.0
Kiowa County,Colorado,08,061,86.0
Kit Carson County,Colorado,08,063,437.0
Lake County,Colorado,08,065,498.0
La Plata County,Colorado,08,067,2899.0
Larimer County,Colorado,08,069,18798.0
Las Animas County,Colorado,08,071,1256.0
Lincoln County,Colorado,08,073,219.0
Logan County,Colorado,08,075,1847.0
Mesa County,Colorado,08,077,8601.0
Moffat County,Colorado,08,081,610.0
Montezuma County,Colorado,08,083,1363.0
Montrose County,Colorado,08,085,2088.0
Morgan County,Colorado,08,087,1505.0
Otero County,Colorado,08,089,1583.0
Ouray County,Colorado,08,091,215.0
Park County,Colorado,08,093,1222.0
Phillips County,Colorado,08,095,383.0
Pitkin County,Colorado,08,097,737.0
Prowers County,Colorado,08,099,919.0
Pueblo County,Colorado,08,101,12725.0
Rio Blanco County,Colorado,08,103,441.0
Rio Grande County,Colorado,08,105,456.0
Routt County,Colorado,08,107,1284.0
Saguache County,Colorado,08,109,177.0
San Miguel County,Colorado,08,113,324.0
Sedgwick County,Colorado,08,115,174.0
Summit County,Colorado,08,117,1750.0
Teller County,Colorado,08,119,2154.0
Washington County,Colorado,08,121,366.0
Yuma County,Colorado,08,125,533.0
Adams County,Colorado,08,001,25947.0
Arapahoe County,Colorado,08,005,35628.0
Boulder County,Colorado,08,013,12232.0
Broomfield County,Colorado,08,014,3370.0
Denver County,Colorado,08,031,24834.0
Jefferson County,Colorado,08,059,32584.0
Weld County,Colorado,08,123,15534.0
Fairfield County,Connecticut,09,001,38024.0
Hartford County,Connecticut,09,003,48549.0
Litchfield County,Connecticut,09,005,12278.0
Middlesex County,Connecticut,09,007,10422.0
New Haven County,Connecticut,09,009,43086.0
New London County,Connecticut,09,011,15556.0
Tolland County,Connecticut,09,013,9078.0
Windham County,Connecticut,09,015,7433.0
Kent County,Delaware,10,001,9626.0
New Castle County,Delaware,10,003,25842.0
Sussex County,Delaware,10,005,14123.0
Alachua County,Florida,12,001,15699.0
Baker County,Florida,12,003,1411.0
Bay County,Florida,12,005,13063.0
Bradford County,Florida,12,007,1960.0
Brevard County,Florida,12,009,47657.0
Broward County,Florida,12,011,129877.0
Calhoun County,Florida,12,013,533.0
Charlotte County,Florida,12,015,12632.0
Citrus County,Florida,12,017,9256.0
Clay County,Florida,12,019,15621.0
Collier County,Florida,12,021,20102.0
Columbia County,Florida,12,023,4485.0
Miami-Dade County,Florida,12,086,167811.0
DeSoto County,Florida,12,027,1101.0
Dixie County,Florida,12,029,751.0
Duval County,Florida,12,031,59437.0
Escambia County,Florida,12,033,29028.0
Flagler County,Florida,12,035,7119.0
Franklin County,Florida,12,037,593.0
Gadsden County,Florida,12,039,2132.0
Gilchrist County,Florida,12,041,1113.0
Glades County,Florida,12,043,652.0
Gulf County,Florida,12,045,829.0
Hamilton County,Florida,12,047,554.0
Hardee County,Florida,12,049,581.0
Hendry County,Florida,12,051,1449.0
Hernando County,Florida,12,053,13932.0
Highlands County,Florida,12,055,6050.0
Hillsborough County,Florida,12,057,83146.0
Holmes County,Florida,12,059,692.0
Indian River County,Florida,12,061,10413.0
Jackson County,Florida,12,063,2410.0
Jefferson County,Florida,12,065,1021.0
Lafayette County,Florida,12,067,316.0
Lake County,Florida,12,069,22673.0
Lee County,Florida,12,071,42840.0
Leon County,Florida,12,073,15239.0
Levy County,Florida,12,075,2528.0
Liberty County,Florida,12,077,205.0
Madison County,Florida,12,079,1258.0
Manatee County,Florida,12,081,22866.0
Marion County,Florida,12,083,22805.0
Martin County,Florida,12,085,11739.0
Monroe County,Florida,12,087,5382.0
Nassau County,Florida,12,089,4785.0
Okaloosa County,Florida,12,091,13884.0
Okeechobee County,Florida,12,093,1573.0
Orange County,Florida,12,095,86505.0
Osceola County,Florida,12,097,20092.0
Palm Beach County,Florida,12,099,89228.0
Pasco County,Florida,12,101,38144.0
Pinellas County,Florida,12,103,70471.0
Polk County,Florida,12,105,35965.0
Putnam County,Florida,12,107,3578.0
Saint Johns County,Florida,12,109,14316.0
Saint Lucie County,Florida,12,111,22591.0
Santa Rosa County,Florida,12,113,14060.0
Sarasota County,Florida,12,115,26233.0
Seminole County,Florida,12,117,39601.0
Sumter County,Florida,12,119,7916.0
Suwannee County,Florida,12,121,2163.0
Taylor County,Florida,12,123,1271.0
Union County,Florida,12,125,756.0
Volusia County,Florida,12,127,37632.0
Wakulla County,Florida,12,129,2109.0
Walton County,Florida,12,131,3475.0
Washington County,Florida,12,133,917.0
Appling County,Georgia,13,001,702.0
Atkinson County,Georgia,13,003,372.0
Bacon County,Georgia,13,005,594.0
Baker County,Georgia,13,007,186.0
Baldwin County,Georgia,13,009,1975.0
Banks County,Georgia,13,011,746.0
Barrow County,Georgia,13,013,4214.0
Bartow County,Georgia,13,015,4783.0
Ben Hill County,Georgia,13,017,970.0
Berrien County,Georgia,13,019,1374.0
Bibb County,Georgia,13,021,6420.0
Bleckley County,Georgia,13,023,518.0
Brantley County,Georgia,13,025,850.0
Brooks County,Georgia,13,027,776.0
Bryan County,Georgia,13,029,1934.0
Bulloch County,Georgia,13,031,3030.0
Burke County,Georgia,13,033,1272.0
Butts County,Georgia,13,035,627.0
Calhoun County,Georgia,13,037,195.0
Camden County,Georgia,13,039,3201.0
Candler County,Georgia,13,043,530.0
Carroll County,Georgia,13,045,3892.0
Catoosa County,Georgia,13,047,4552.0
Charlton County,Georgia,13,049,611.0
Chatham County,Georgia,13,051,12605.0
Chattahoochee County,Georgia,13,053,391.0
Chattooga County,Georgia,13,055,1229.0
Cherokee County,Georgia,13,057,10584.0
Clarke County,Georgia,13,059,4140.0
Clay County,Georgia,13,061,149.0
Clayton County,Georgia,13,063,12990.0
Clinch County,Georgia,13,065,244.0
Cobb County,Georgia,13,067,34510.0
Coffee County,Georgia,13,069,2262.0
Colquitt County,Georgia,13,071,1802.0
Columbia County,Georgia,13,073,9633.0
Cook County,Georgia,13,075,772.0
Coweta County,Georgia,13,077,6275.0
Crawford County,Georgia,13,079,554.0
Crisp County,Georgia,13,081,807.0
Dade County,Georgia,13,083,1038.0
Dawson County,Georgia,13,085,922.0
Decatur County,Georgia,13,087,1161.0
DeKalb County,Georgia,13,089,32171.0
Dodge County,Georgia,13,091,1165.0
Dooly County,Georgia,13,093,514.0
Dougherty County,Georgia,13,095,4354.0
Douglas County,Georgia,13,097,6675.0
Early County,Georgia,13,099,535.0
Echols County,Georgia,13,101,156.0
Effingham County,Georgia,13,103,2782.0
Elbert County,Georgia,13,105,773.0
Emanuel County,Georgia,13,107,908.0
Evans County,Georgia,13,109,383.0
Fannin County,Georgia,13,111,1309.0
Fayette County,Georgia,13,113,5610.0
Floyd County,Georgia,13,115,4310.0
Forsyth County,Georgia,13,117,9266.0
Franklin County,Georgia,13,119,1118.0
Fulton County,Georgia,13,121,38341.0
Gilmer County,Georgia,13,123,1547.0
Glascock County,Georgia,13,125,93.0
Glynn County,Georgia,13,127,4524.0
Gordon County,Georgia,13,129,2168.0
Grady County,Georgia,13,131,1470.0
Greene County,Georgia,13,133,675.0
Gwinnett County,Georgia,13,135,50235.0
Habersham County,Georgia,13,137,1864.0
Hall County,Georgia,13,139,8395.0
Hancock County,Georgia,13,141,267.0
Haralson County,Georgia,13,143,1182.0
Harris County,Georgia,13,145,2228.0
Hart County,Georgia,13,147,1316.0
Heard County,Georgia,13,149,458.0
Henry County,Georgia,13,151,11626.0
Houston County,Georgia,13,153,9991.0
Irwin County,Georgia,13,155,621.0
Jackson County,Georgia,13,157,3282.0
Jasper County,Georgia,13,159,547.0
Jeff Davis County,Georgia,13,161,688.0
Jefferson County,Georgia,13,163,676.0
Jenkins County,Georgia,13,165,308.0
Johnson County,Georgia,13,167,385.0
Jones County,Georgia,13,169,1428.0
Lamar County,Georgia,13,171,744.0
Lanier County,Georgia,13,173,687.0
Laurens County,Georgia,13,175,2515.0
Lee County,Georgia,13,177,2224.0
Liberty County,Georgia,13,179,3107.0
Lincoln County,Georgia,13,181,440.0
Long County,Georgia,13,183,1027.0
Lowndes County,Georgia,13,185,5540.0
Lumpkin County,Georgia,13,187,1490.0
McDuffie County,Georgia,13,189,1015.0
McIntosh County,Georgia,13,191,969.0
Macon County,Georgia,13,193,551.0
Madison County,Georgia,13,195,1522.0
Marion County,Georgia,13,197,206.0
Meriwether County,Georgia,13,199,798.0
Miller County,Georgia,13,201,271.0
Mitchell County,Georgia,13,205,859.0
Monroe County,Georgia,13,207,1150.0
Montgomery County,Georgia,13,209,328.0
Morgan County,Georgia,13,211,785.0
Murray County,Georgia,13,213,1334.0
Muscogee County,Georgia,13,215,11434.0
Newton County,Georgia,13,217,5146.0
Oconee County,Georgia,13,219,1650.0
Oglethorpe County,Georgia,13,221,729.0
Paulding County,Georgia,13,223,7471.0
Peach County,Georgia,13,225,1177.0
Pickens County,Georgia,13,227,1677.0
Pierce County,Georgia,13,229,985.0
Pike County,Georgia,13,231,808.0
Polk County,Georgia,13,233,1540.0
Pulaski County,Georgia,13,235,685.0
Putnam County,Georgia,13,237,1182.0
Quitman County,Georgia,13,239,36.0
Rabun County,Georgia,13,241,728.0
Randolph County,Georgia,13,243,238.0
Richmond County,Georgia,13,245,10206.0
Rockdale County,Georgia,13,247,4939.0
Schley County,Georgia,13,249,255.0
Screven County,Georgia,13,251,603.0
Seminole County,Georgia,13,253,357.0
Spalding County,Georgia,13,255,2732.0
Stephens County,Georgia,13,257,1176.0
Stewart County,Georgia,13,259,179.0
Sumter County,Georgia,13,261,1296.0
Talbot County,Georgia,13,263,293.0
Taliaferro County,Georgia,13,265,60.0
Tattnall County,Georgia,13,267,1143.0
Taylor County,Georgia,13,269,343.0
Telfair County,Georgia,13,271,632.0
Terrell County,Georgia,13,273,540.0
Thomas County,Georgia,13,275,2488.0
Tift County,Georgia,13,277,2859.0
Toombs County,Georgia,13,279,886.0
Towns County,Georgia,13,281,719.0
Treutlen County,Georgia,13,283,221.0
Troup County,Georgia,13,285,2889.0
Turner County,Georgia,13,287,431.0
Twiggs County,Georgia,13,289,269.0
Union County,Georgia,13,291,1628.0
Upson County,Georgia,13,293,1358.0
Walker County,Georgia,13,295,3393.0
Walton County,Georgia,13,297,4664.0
Ware County,Georgia,13,299,1702.0
Warren County,Georgia,13,301,194.0
Washington County,Georgia,13,303,1020.0
Wayne County,Georgia,13,305,1730.0
Webster County,Georgia,13,307,143.0
Wheeler County,Georgia,13,309,404.0
White County,Georgia,13,311,1729.0
Whitfield County,Georgia,13,313,3452.0
Wilcox County,Georgia,13,315,287.0
Wilkes County,Georgia,13,317,298.0
Wilkinson County,Georgia,13,319,359.0
Worth County,Georgia,13,321,1107.0
Hawaii County,Hawaii,15,001,13300.0
Honolulu County,Hawaii,15,003,69951.0
Kauai County,Hawaii,15,007,6208.0
Kalawao County,Hawaii,15,005,9.0
Maui County,Hawaii,15,009,11522.0
Ada County,Idaho,16,001,25974.0
Adams County,Idaho,16,003,197.0
Bannock County,Idaho,16,005,4731.0
Bear Lake County,Idaho,16,007,386.0
Benewah County,Idaho,16,009,502.0
Bingham County,Idaho,16,011,2417.0
Blaine County,Idaho,16,013,1161.0
Boise County,Idaho,16,015,608.0
Bonner County,Idaho,16,017,2335.0
Bonneville County,Idaho,16,019,6731.0
Boundary County,Idaho,16,021,709.0
Butte County,Idaho,16,023,168.0
Camas County,Idaho,16,025,40.0
Canyon County,Idaho,16,027,9766.0
Caribou County,Idaho,16,029,434.0
Cassia County,Idaho,16,031,1197.0
Clearwater County,Idaho,16,035,483.0
Custer County,Idaho,16,037,269.0
Elmore County,Idaho,16,039,1860.0
Franklin County,Idaho,16,041,623.0
Fremont County,Idaho,16,043,762.0
Gem County,Idaho,16,045,1007.0
Gooding County,Idaho,16,047,669.0
Idaho County,Idaho,16,049,895.0
Jefferson County,Idaho,16,051,2369.0
Jerome County,Idaho,16,053,963.0
Kootenai County,Idaho,16,055,10814.0
Latah County,Idaho,16,057,1807.0
Lemhi County,Idaho,16,059,450.0
Lewis County,Idaho,16,061,230.0
Lincoln County,Idaho,16,063,195.0
Madison County,Idaho,16,065,2756.0
Minidoka County,Idaho,16,067,1006.0
Nez Perce County,Idaho,16,069,2495.0
Oneida County,Idaho,16,071,211.0
Owyhee County,Idaho,16,073,590.0
Payette County,Idaho,16,075,1368.0
Power County,Idaho,16,077,203.0
Shoshone County,Idaho,16,079,872.0
Teton County,Idaho,16,081,564.0
Twin Falls County,Idaho,16,083,6182.0
Valley County,Idaho,16,085,432.0
Washington County,Idaho,16,087,388.0
Adams County,Illinois,17,001,3984.0
Alexander County,Illinois,17,003,317.0
Bond County,Illinois,17,005,1037.0
Boone County,Illinois,17,007,2884.0
Brown County,Illinois,17,009,462.0
Bureau County,Illinois,17,011,2335.0
Calhoun County,Illinois,17,013,402.0
Carroll County,Illinois,17,015,1052.0
Cass County,Illinois,17,017,489.0
Champaign County,Illinois,17,019,9444.0
Christian County,Illinois,17,021,1942.0
Clark County,Illinois,17,023,1289.0
Clay County,Illinois,17,025,1108.0
Clinton County,Illinois,17,027,3272.0
Coles County,Illinois,17,029,3387.0
Cook County,Illinois,17,031,230565.0
Crawford County,Illinois,17,033,2123.0
Cumberland County,Illinois,17,035,868.0
DeKalb County,Illinois,17,037,6711.0
De Witt County,Illinois,17,039,1050.0
Douglas County,Illinois,17,041,1024.0
DuPage County,Illinois,17,043,45217.0
Edgar County,Illinois,17,045,1498.0
Edwards County,Illinois,17,047,866.0
Effingham County,Illinois,17,049,2993.0
Fayette County,Illinois,17,051,1343.0
Ford County,Illinois,17,053,837.0
Franklin County,Illinois,17,055,2789.0
Fulton County,Illinois,17,057,2650.0
Gallatin County,Illinois,17,059,335.0
Greene County,Illinois,17,061,854.0
Grundy County,Illinois,17,063,2844.0
Hamilton County,Illinois,17,065,636.0
Hancock County,Illinois,17,067,1632.0
Hardin County,Illinois,17,069,359.0
Henderson County,Illinois,17,071,469.0
Henry County,Illinois,17,073,3808.0
Iroquois County,Illinois,17,075,2044.0
Jackson County,Illinois,17,077,3098.0
Jasper County,Illinois,17,079,1071.0
Jefferson County,Illinois,17,081,3047.0
Jersey County,Illinois,17,083,1899.0
Jo Daviess County,Illinois,17,085,1276.0
Johnson County,Illinois,17,087,804.0
Kane County,Illinois,17,089,24832.0
Kankakee County,Illinois,17,091,6072.0
Kendall County,Illinois,17,093,6959.0
Knox County,Illinois,17,095,3749.0
Lake County,Illinois,17,097,28530.0
LaSalle County,Illinois,17,099,7294.0
Lawrence County,Illinois,17,101,1453.0
Lee County,Illinois,17,103,2388.0
Livingston County,Illinois,17,105,2095.0
Logan County,Illinois,17,107,1676.0
McDonough County,Illinois,17,109,1651.0
McHenry County,Illinois,17,111,17650.0
McLean County,Illinois,17,113,7503.0
Macon County,Illinois,17,115,6003.0
Macoupin County,Illinois,17,117,2665.0
Madison County,Illinois,17,119,18254.0
Marion County,Illinois,17,121,3244.0
Marshall County,Illinois,17,123,933.0
Mason County,Illinois,17,125,899.0
Massac County,Illinois,17,127,1148.0
Menard County,Illinois,17,129,953.0
Mercer County,Illinois,17,131,972.0
Monroe County,Illinois,17,133,1992.0
Montgomery County,Illinois,17,135,1948.0
Morgan County,Illinois,17,137,1550.0
Moultrie County,Illinois,17,139,1014.0
Ogle County,Illinois,17,141,3552.0
Peoria County,Illinois,17,143,12225.0
Perry County,Illinois,17,145,1706.0
Piatt County,Illinois,17,147,1163.0
Pike County,Illinois,17,149,760.0
Pope County,Illinois,17,151,298.0
Pulaski County,Illinois,17,153,354.0
Putnam County,Illinois,17,155,479.0
Randolph County,Illinois,17,157,1994.0
Richland County,Illinois,17,159,1441.0
Rock Island County,Illinois,17,161,9635.0
Saint Clair County,Illinois,17,163,19572.0
Saline County,Illinois,17,165,2030.0
Sangamon County,Illinois,17,167,10571.0
Schuyler County,Illinois,17,169,602.0
Scott County,Illinois,17,171,271.0
Shelby County,Illinois,17,173,1598.0
Stark County,Illinois,17,175,516.0
Stephenson County,Illinois,17,177,3316.0
Tazewell County,Illinois,17,179,9867.0
Union County,Illinois,17,181,1109.0
Vermilion County,Illinois,17,183,5794.0
Wabash County,Illinois,17,185,1374.0
Warren County,Illinois,17,187,1091.0
Washington County,Illinois,17,189,1291.0
Wayne County,Illinois,17,191,1623.0
White County,Illinois,17,193,1244.0
Whiteside County,Illinois,17,195,3823.0
Will County,Illinois,17,197,36580.0
Williamson County,Illinois,17,199,5080.0
Winnebago County,Illinois,17,201,16611.0
Woodford County,Illinois,17,203,2710.0
Adams County,Indiana,18,001,1594.0
Allen County,Indiana,18,003,23158.0
Bartholomew County,Indiana,18,005,4588.0
Benton County,Indiana,18,007,471.0
Blackford County,Indiana,18,009,755.0
Boone County,Indiana,18,011,3025.0
Brown County,Indiana,18,013,914.0
Carroll County,Indiana,18,015,1193.0
Cass County,Indiana,18,017,2257.0
Clark County,Indiana,18,019,7331.0
Clay County,Indiana,18,021,1813.0
Clinton County,Indiana,18,023,1535.0
Crawford County,Indiana,18,025,519.0
Daviess County,Indiana,18,027,1946.0
Dearborn County,Indiana,18,029,3195.0
Decatur County,Indiana,18,031,1588.0
DeKalb County,Indiana,18,033,2621.0
