County,State,State_FIPS,County_FIPS,bachelors_and_above_percentage
Johnson County,Indiana,18,081,28.5
Knox County,Indiana,18,083,15.2
Kosciusko County,Indiana,18,085,20.7
LaGrange County,Indiana,18,087,9.8
Lake County,Indiana,18,089,20.4
LaPorte County,Indiana,18,091,17.2
Lawrence County,Indiana,18,093,13.8
Madison County,Indiana,18,095,17.5
Marion County,Indiana,18,097,28.3
Marshall County,Indiana,18,099,18.3
Martin County,Indiana,18,101,12.1
Miami County,Indiana,18,103,11.9
Monroe County,Indiana,18,105,45.0
Montgomery County,Indiana,18,107,16.0
Morgan County,Indiana,18,109,15.7
Newton County,Indiana,18,111,9.7
Noble County,Indiana,18,113,14.3
Ohio County,Indiana,18,115,12.9
Orange County,Indiana,18,117,11.4
Owen County,Indiana,18,119,10.5
Parke County,Indiana,18,121,13.5
Perry County,Indiana,18,123,11.5
Pike County,Indiana,18,125,11.6
Porter County,Indiana,18,127,26.4
Posey County,Indiana,18,129,20.6
Pulaski County,Indiana,18,131,11.4
Putnam County,Indiana,18,133,15.2
Randolph County,Indiana,18,135,12.3
Ripley County,Indiana,18,137,16.4
Rush County,Indiana,18,139,14.9
Saint Joseph County,Indiana,18,141,27.9
Scott County,Indiana,18,143,12.2
Shelby County,Indiana,18,145,14.8
Spencer County,Indiana,18,147,15.0
Starke County,Indiana,18,149,11.6
Steuben County,Indiana,18,151,20.0
Sullivan County,Indiana,18,153,13.2
Switzerland County,Indiana,18,155,9.1
Tippecanoe County,Indiana,18,157,35.2
Tipton County,Indiana,18,159,19.4
Union County,Indiana,18,161,18.6
Vanderburgh County,Indiana,18,163,24.2
Vermillion County,Indiana,18,165,13.5
Vigo County,Indiana,18,167,22.5
Wabash County,Indiana,18,169,18.8
Warren County,Indiana,18,171,18.6
Warrick County,Indiana,18,173,27.0
Washington County,Indiana,18,175,12.4
Wayne County,Indiana,18,177,17.4
Wells County,Indiana,18,179,17.6
White County,Indiana,18,181,15.5
Whitley County,Indiana,18,183,18.4
Adair County,Iowa,19,001,15.3
Adams County,Iowa,19,003,15.1
Allamakee County,Iowa,19,005,16.3
Appanoose County,Iowa,19,007,17.6
Audubon County,Iowa,19,009,14.3
Benton County,Iowa,19,011,21.6
Black Hawk County,Iowa,19,013,27.0
Boone County,Iowa,19,015,23.2
Bremer County,Iowa,19,017,28.6
Buchanan County,Iowa,19,019,16.8
Buena Vista County,Iowa,19,021,18.9
Butler County,Iowa,19,023,15.2
Calhoun County,Iowa,19,025,18.4
Carroll County,Iowa,19,027,20.1
Cass County,Iowa,19,029,19.9
Cedar County,Iowa,19,031,21.5
Cerro Gordo County,Iowa,19,033,22.2
Cherokee County,Iowa,19,035,18.8
Chickasaw County,Iowa,19,037,15.0
Clarke County,Iowa,19,039,13.9
Clay County,Iowa,19,041,19.3
Clayton County,Iowa,19,043,16.8
Clinton County,Iowa,19,045,19.6
Crawford County,Iowa,19,047,13.5
Dallas County,Iowa,19,049,44.2
Davis County,Iowa,19,051,16.8
Decatur County,Iowa,19,053,19.8
Delaware County,Iowa,19,055,14.8
Des Moines County,Iowa,19,057,20.0
Dickinson County,Iowa,19,059,27.4
Dubuque County,Iowa,19,061,28.7
Emmet County,Iowa,19,063,16.2
Fayette County,Iowa,19,065,18.5
Floyd County,Iowa,19,067,18.2
Franklin County,Iowa,19,069,16.7
Fremont County,Iowa,19,071,21.5
Greene County,Iowa,19,073,18.6
Grundy County,Iowa,19,075,22.7
Guthrie County,Iowa,19,077,19.2
Hamilton County,Iowa,19,079,19.9
Hancock County,Iowa,19,081,18.1
Hardin County,Iowa,19,083,18.2
Harrison County,Iowa,19,085,17.4
Henry County,Iowa,19,087,18.8
Howard County,Iowa,19,089,12.8
Humboldt County,Iowa,19,091,17.6
Ida County,Iowa,19,093,19.3
Iowa County,Iowa,19,095,20.7
Jackson County,Iowa,19,097,15.3
Jasper County,Iowa,19,099,18.2
Jefferson County,Iowa,19,101,31.9
Johnson County,Iowa,19,103,51.3
Jones County,Iowa,19,105,16.6
Keokuk County,Iowa,19,107,15.5
Kossuth County,Iowa,19,109,19.1
Lee County,Iowa,19,111,15.5
Linn County,Iowa,19,113,31.5
Louisa County,Iowa,19,115,13.2
Lucas County,Iowa,19,117,14.9
Lyon County,Iowa,19,119,20.8
Madison County,Iowa,19,121,21.7
Mahaska County,Iowa,19,123,22.7
Marion County,Iowa,19,125,24.8
Marshall County,Iowa,19,127,19.7
Mills County,Iowa,19,129,23.8
Mitchell County,Iowa,19,131,14.9
Monona County,Iowa,19,133,14.5
Monroe County,Iowa,19,135,17.2
Montgomery County,Iowa,19,137,14.9
Muscatine County,Iowa,19,139,18.8
O'Brien County,Iowa,19,141,18.8
Osceola County,Iowa,19,143,17.4
Page County,Iowa,19,145,20.0
Palo Alto County,Iowa,19,147,20.0
Plymouth County,Iowa,19,149,20.5
Pocahontas County,Iowa,19,151,17.4
Polk County,Iowa,19,153,35.8
Pottawattamie County,Iowa,19,155,20.2
Poweshiek County,Iowa,19,157,24.6
Ringgold County,Iowa,19,159,20.8
Sac County,Iowa,19,161,19.7
Scott County,Iowa,19,163,32.1
Shelby County,Iowa,19,165,21.3
Sioux County,Iowa,19,167,25.5
Story County,Iowa,19,169,48.3
Tama County,Iowa,19,171,15.7
Taylor County,Iowa,19,173,14.5
Union County,Iowa,19,175,14.7
Van Buren County,Iowa,19,177,12.7
Wapello County,Iowa,19,179,16.8
Warren County,Iowa,19,181,28.2
Washington County,Iowa,19,183,20.9
Wayne County,Iowa,19,185,13.9
Webster County,Iowa,19,187,18.8
Winnebago County,Iowa,19,189,20.6
Winneshiek County,Iowa,19,191,27.7
Woodbury County,Iowa,19,193,21.1
Worth County,Iowa,19,195,15.4
Wright County,Iowa,19,197,17.0
Allen County,Kansas,20,001,18.2
Anderson County,Kansas,20,003,16.5
Atchison County,Kansas,20,005,19.9
Barber County,Kansas,20,007,20.2
Barton County,Kansas,20,009,16.9
Bourbon County,Kansas,20,011,22.1
Brown County,Kansas,20,013,19.8
Butler County,Kansas,20,015,28.0
Chase County,Kansas,20,017,24.3
Chautauqua County,Kansas,20,019,17.5
Cherokee County,Kansas,20,021,17.4
Cheyenne County,Kansas,20,023,22.3
Clark County,Kansas,20,025,29.7
Clay County,Kansas,20,027,23.7
Cloud County,Kansas,20,029,17.5
Coffey County,Kansas,20,031,21.0
Comanche County,Kansas,20,033,24.0
Cowley County,Kansas,20,035,19.2
Crawford County,Kansas,20,037,28.6
Decatur County,Kansas,20,039,26.6
Dickinson County,Kansas,20,041,20.0
Doniphan County,Kansas,20,043,16.5
Douglas County,Kansas,20,045,49.1
Edwards County,Kansas,20,047,18.7
Elk County,Kansas,20,049,17.4
Ellis County,Kansas,20,051,32.3
Ellsworth County,Kansas,20,053,21.2
Finney County,Kansas,20,055,18.6
Ford County,Kansas,20,057,17.9
Franklin County,Kansas,20,059,21.2
Geary County,Kansas,20,061,20.4
Gove County,Kansas,20,063,21.4
Graham County,Kansas,20,065,26.5
Grant County,Kansas,20,067,18.2
Gray County,Kansas,20,069,19.1
Greeley County,Kansas,20,071,25.5
Greenwood County,Kansas,20,073,16.5
Hamilton County,Kansas,20,075,13.3
Harper County,Kansas,20,077,19.7
Harvey County,Kansas,20,079,26.5
Haskell County,Kansas,20,081,17.7
Hodgeman County,Kansas,20,083,23.7
Jackson County,Kansas,20,085,18.7
Jefferson County,Kansas,20,087,19.5
Jewell County,Kansas,20,089,15.4
Johnson County,Kansas,20,091,52.8
Kearny County,Kansas,20,093,17.2
Kingman County,Kansas,20,095,20.5
Kiowa County,Kansas,20,097,27.3
Labette County,Kansas,20,099,19.5
Lane County,Kansas,20,101,21.4
Leavenworth County,Kansas,20,103,29.0
Lincoln County,Kansas,20,105,20.3
Linn County,Kansas,20,107,15.0
Logan County,Kansas,20,109,18.2
Lyon County,Kansas,20,111,25.6
McPherson County,Kansas,20,113,27.4
Marion County,Kansas,20,115,22.6
Marshall County,Kansas,20,117,16.6
Meade County,Kansas,20,119,22.2
Miami County,Kansas,20,121,23.3
Mitchell County,Kansas,20,123,25.7
Montgomery County,Kansas,20,125,17.1
Morris County,Kansas,20,127,17.6
Morton County,Kansas,20,129,13.9
Nemaha County,Kansas,20,131,22.6
Neosho County,Kansas,20,133,18.6
Ness County,Kansas,20,135,19.8
Norton County,Kansas,20,137,17.4
Osage County,Kansas,20,139,19.5
Osborne County,Kansas,20,141,20.6
Ottawa County,Kansas,20,143,21.4
Pawnee County,Kansas,20,145,21.7
Phillips County,Kansas,20,147,21.6
Pottawatomie County,Kansas,20,149,32.2
Pratt County,Kansas,20,151,25.9
Rawlins County,Kansas,20,153,25.0
Reno County,Kansas,20,155,20.2
Republic County,Kansas,20,157,20.0
Rice County,Kansas,20,159,21.2
Riley County,Kansas,20,161,44.9
Rooks County,Kansas,20,163,22.0
Rush County,Kansas,20,165,21.7
Russell County,Kansas,20,167,24.0
Saline County,Kansas,20,169,23.4
Scott County,Kansas,20,171,20.5
Sedgwick County,Kansas,20,173,29.4
Seward County,Kansas,20,175,11.8
Shawnee County,Kansas,20,177,29.0
Sheridan County,Kansas,20,179,21.6
Sherman County,Kansas,20,181,14.1
Smith County,Kansas,20,183,18.1
Stafford County,Kansas,20,185,21.8
Stanton County,Kansas,20,187,22.2
Stevens County,Kansas,20,189,15.4
Sumner County,Kansas,20,191,19.9
Thomas County,Kansas,20,193,28.3
Trego County,Kansas,20,195,25.0
Wabaunsee County,Kansas,20,197,23.0
Wallace County,Kansas,20,199,25.2
Washington County,Kansas,20,201,17.0
Wichita County,Kansas,20,203,16.1
Wilson County,Kansas,20,205,14.7
Woodson County,Kansas,20,207,16.0
Wyandotte County,Kansas,20,209,15.9
Adair County,Kentucky,21,001,15.9
Allen County,Kentucky,21,003,13.6
Anderson County,Kentucky,21,005,18.9
Ballard County,Kentucky,21,007,13.6
Barren County,Kentucky,21,009,15.6
Bath County,Kentucky,21,011,12.2
Bell County,Kentucky,21,013,9.8
Boone County,Kentucky,21,015,30.8
Bourbon County,Kentucky,21,017,16.0
Boyd County,Kentucky,21,019,17.7
Boyle County,Kentucky,21,021,22.7
Bracken County,Kentucky,21,023,14.0
Breathitt County,Kentucky,21,025,11.2
Breckinridge County,Kentucky,21,027,9.5
Bullitt County,Kentucky,21,029,14.3
Butler County,Kentucky,21,031,8.7
Caldwell County,Kentucky,21,033,16.4
Calloway County,Kentucky,21,035,27.5
Campbell County,Kentucky,21,037,29.1
Carlisle County,Kentucky,21,039,13.3
Carroll County,Kentucky,21,041,11.2
Carter County,Kentucky,21,043,12.8
Casey County,Kentucky,21,045,11.2
Christian County,Kentucky,21,047,16.6
Clark County,Kentucky,21,049,20.7
Clay County,Kentucky,21,051,9.6
Clinton County,Kentucky,21,053,9.6
Crittenden County,Kentucky,21,055,11.4
Cumberland County,Kentucky,21,057,13.4
Daviess County,Kentucky,21,059,20.3
Edmonson County,Kentucky,21,061,13.3
Elliott County,Kentucky,21,063,7.5
Estill County,Kentucky,21,065,7.8
Fayette County,Kentucky,21,067,41.2
Fleming County,Kentucky,21,069,12.8
Floyd County,Kentucky,21,071,12.8
Franklin County,Kentucky,21,073,27.0
Fulton County,Kentucky,21,075,13.1
Gallatin County,Kentucky,21,077,10.1
Garrard County,Kentucky,21,079,15.1
Grant County,Kentucky,21,081,12.4
Graves County,Kentucky,21,083,17.3
Grayson County,Kentucky,21,085,9.1
Green County,Kentucky,21,087,10.2
Greenup County,Kentucky,21,089,16.9
Hancock County,Kentucky,21,091,11.2
Hardin County,Kentucky,21,093,23.2
Harlan County,Kentucky,21,095,11.7
Harrison County,Kentucky,21,097,14.0
Hart County,Kentucky,21,099,10.3
Henderson County,Kentucky,21,101,16.8
Henry County,Kentucky,21,103,11.2
Hickman County,Kentucky,21,105,9.2
Hopkins County,Kentucky,21,107,15.3
Jackson County,Kentucky,21,109,9.7
Jefferson County,Kentucky,21,111,31.5
Jessamine County,Kentucky,21,113,29.0
Johnson County,Kentucky,21,115,10.8
Kenton County,Kentucky,21,117,28.9
Knott County,Kentucky,21,119,12.3
Knox County,Kentucky,21,121,11.0
Larue County,Kentucky,21,123,10.3
Laurel County,Kentucky,21,125,12.3
Lawrence County,Kentucky,21,127,11.9
Lee County,Kentucky,21,129,7.9
Leslie County,Kentucky,21,131,8.6
Letcher County,Kentucky,21,133,11.8
Lewis County,Kentucky,21,135,10.9
Lincoln County,Kentucky,21,137,10.6
Livingston County,Kentucky,21,139,10.4
Logan County,Kentucky,21,141,13.2
Lyon County,Kentucky,21,143,17.8
McCracken County,Kentucky,21,145,23.0
McCreary County,Kentucky,21,147,7.0
McLean County,Kentucky,21,149,10.9
Madison County,Kentucky,21,151,28.6
Magoffin County,Kentucky,21,153,8.5
Marion County,Kentucky,21,155,13.4
Marshall County,Kentucky,21,157,15.8
Martin County,Kentucky,21,159,6.5
Mason County,Kentucky,21,161,16.0
Meade County,Kentucky,21,163,14.8
Menifee County,Kentucky,21,165,10.7
Mercer County,Kentucky,21,167,18.8
Metcalfe County,Kentucky,21,169,11.6
Monroe County,Kentucky,21,171,14.1
Montgomery County,Kentucky,21,173,17.1
Morgan County,Kentucky,21,175,11.8
Muhlenberg County,Kentucky,21,177,10.4
Nelson County,Kentucky,21,179,16.2
Nicholas County,Kentucky,21,181,11.2
Ohio County,Kentucky,21,183,9.7
Oldham County,Kentucky,21,185,39.4
Owen County,Kentucky,21,187,12.2
Owsley County,Kentucky,21,189,16.6
Pendleton County,Kentucky,21,191,10.8
Perry County,Kentucky,21,193,14.0
Pike County,Kentucky,21,195,13.3
Powell County,Kentucky,21,197,13.0
Pulaski County,Kentucky,21,199,14.4
Robertson County,Kentucky,21,201,16.0
Rockcastle County,Kentucky,21,203,9.8
Rowan County,Kentucky,21,205,26.9
Russell County,Kentucky,21,207,12.4
Scott County,Kentucky,21,209,27.8
Shelby County,Kentucky,21,211,23.8
Simpson County,Kentucky,21,213,15.1
Spencer County,Kentucky,21,215,18.5
Taylor County,Kentucky,21,217,15.8
Todd County,Kentucky,21,219,10.8
Trigg County,Kentucky,21,221,17.6
Trimble County,Kentucky,21,223,10.3
Union County,Kentucky,21,225,11.3
Warren County,Kentucky,21,227,28.1
Washington County,Kentucky,21,229,14.5
Wayne County,Kentucky,21,231,10.0
Webster County,Kentucky,21,233,9.2
Whitley County,Kentucky,21,235,15.9
Wolfe County,Kentucky,21,237,11.9
Woodford County,Kentucky,21,239,32.9
Acadia Parish,Louisiana,22,001,10.5
Allen Parish,Louisiana,22,003,11.6
Ascension Parish,Louisiana,22,005,26.0
Assumption Parish,Louisiana,22,007,10.7
Avoyelles Parish,Louisiana,22,009,9.5
Beauregard Parish,Louisiana,22,011,15.1
Bienville Parish,Louisiana,22,013,11.2
Bossier Parish,Louisiana,22,015,25.7
Caddo Parish,Louisiana,22,017,23.8
Calcasieu Parish,Louisiana,22,019,20.7
Caldwell Parish,Louisiana,22,021,10.2
Cameron Parish,Louisiana,22,023,15.8
Catahoula Parish,Louisiana,22,025,12.3
Claiborne Parish,Louisiana,22,027,12.8
Concordia Parish,Louisiana,22,029,11.6
De Soto Parish,Louisiana,22,031,12.1
East Baton Rouge Parish,Louisiana,22,033,34.1
East Carroll Parish,Louisiana,22,035,8.8
East Feliciana Parish,Louisiana,22,037,12.3
Evangeline Parish,Louisiana,22,039,12.6
Franklin Parish,Louisiana,22,041,10.8
Grant Parish,Louisiana,22,043,8.6
Iberia Parish,Louisiana,22,045,13.0
Iberville Parish,Louisiana,22,047,13.1
Jackson Parish,Louisiana,22,049,13.0
Jefferson Parish,Louisiana,22,051,24.6
Jefferson Davis Parish,Louisiana,22,053,14.0
Lafayette Parish,Louisiana,22,055,29.9
Lafourche Parish,Louisiana,22,057,15.4
LaSalle Parish,Louisiana,22,059,11.7
Lincoln Parish,Louisiana,22,061,35.6
Livingston Parish,Louisiana,22,063,18.3
Madison Parish,Louisiana,22,065,11.4
Morehouse Parish,Louisiana,22,067,12.7
Natchitoches Parish,Louisiana,22,069,20.4
Orleans Parish,Louisiana,22,071,35.3
Ouachita Parish,Louisiana,22,073,24.0
Plaquemines Parish,Louisiana,22,075,14.2
Pointe Coupee Parish,Louisiana,22,077,13.4
Rapides Parish,Louisiana,22,079,18.4
Red River Parish,Louisiana,22,081,12.0
Richland Parish,Louisiana,22,083,14.5
Sabine Parish,Louisiana,22,085,14.1
Saint Bernard Parish,Louisiana,22,087,12.5
Saint Charles Parish,Louisiana,22,089,20.3
Saint Helena Parish,Louisiana,22,091,10.0
Saint James Parish,Louisiana,22,093,14.2
Saint John the Baptist Parish,Louisiana,22,095,16.5
Saint Landry Parish,Louisiana,22,097,12.8
Saint Martin Parish,Louisiana,22,099,13.2
Saint Mary Parish,Louisiana,22,101,11.1
Saint Tammany Parish,Louisiana,22,103,30.6
Tangipahoa Parish,Louisiana,22,105,19.3
Tensas Parish,Louisiana,22,107,10.3
Terrebonne Parish,Louisiana,22,109,13.7
Union Parish,Louisiana,22,111,11.7
Vermilion Parish,Louisiana,22,113,12.4
Vernon Parish,Louisiana,22,115,19.2
Washington Parish,Louisiana,22,117,12.3
Webster Parish,Louisiana,22,119,14.0
West Baton Rouge Parish,Louisiana,22,121,19.7
West Carroll Parish,Louisiana,22,123,11.1
West Feliciana Parish,Louisiana,22,125,21.6
Winn Parish,Louisiana,22,127,12.5
Androscoggin County,Maine,23,001,20.3
Aroostook County,Maine,23,003,17.2
Cumberland County,Maine,23,005,43.0
Franklin County,Maine,23,007,25.6
Hancock County,Maine,23,009,32.7
Kennebec County,Maine,23,011,25.0
Knox County,Maine,23,013,31.2
Lincoln County,Maine,23,015,31.2
Oxford County,Maine,23,017,18.1
Penobscot County,Maine,23,019,24.5
Piscataquis County,Maine,23,021,17.4
Sagadahoc County,Maine,23,023,32.2
Somerset County,Maine,23,025,15.4
Waldo County,Maine,23,027,30.3
Washington County,Maine,23,029,20.1
York County,Maine,23,031,30.5
Allegany County,Maryland,24,001,17.4
Anne Arundel County,Maryland,24,003,38.3
Baltimore County,Maryland,24,005,36.6
Calvert County,Maryland,24,009,29.1
Caroline County,Maryland,24,011,15.5
Carroll County,Maryland,24,013,33.1
Cecil County,Maryland,24,015,22.0
Charles County,Maryland,24,017,27.4
Dorchester County,Maryland,24,019,20.2
Frederick County,Maryland,24,021,39.1
Garrett County,Maryland,24,023,19.0
Harford County,Maryland,24,025,33.8
Howard County,Maryland,24,027,60.6
Kent County,Maryland,24,029,30.0
Queen Anne's County,Maryland,24,035,34.9
Saint Mary's County,Maryland,24,037,30.6
Somerset County,Maryland,24,039,14.8
Talbot County,Maryland,24,041,33.9
Washington County,Maryland,24,043,19.9
Wicomico County,Maryland,24,045,28.5
Worcester County,Maryland,24,047,30.2
Baltimore City,Maryland,24,510,28.7
Montgomery County,Maryland,24,031,57.9
Prince George's County,Maryland,24,033,31.1
Barnstable County,Massachusetts,25,001,40.1
Berkshire County,Massachusetts,25,003,31.6
Bristol County,Massachusetts,25,005,25.9
Dukes County,Massachusetts,25,007,40.3
Essex County,Massachusetts,25,009,37.5
Franklin County,Massachusetts,25,011,35.2
Hampden County,Massachusetts,25,013,25.8
Hampshire County,Massachusetts,25,015,44.2
Middlesex County,Massachusetts,25,017,52.0
Nantucket County,Massachusetts,25,019,43.7
Norfolk County,Massachusetts,25,021,50.6
Plymouth County,Massachusetts,25,023,34.4
Suffolk County,Massachusetts,25,025,41.7
Worcester County,Massachusetts,25,027,34.4
Alcona County,Michigan,26,001,14.3
Alger County,Michigan,26,003,18.4
Allegan County,Michigan,26,005,21.5
Alpena County,Michigan,26,007,16.5
Antrim County,Michigan,26,009,25.3
Arenac County,Michigan,26,011,11.7
Baraga County,Michigan,26,013,13.1
Barry County,Michigan,26,015,19.2
Bay County,Michigan,26,017,18.3
Benzie County,Michigan,26,019,24.2
Berrien County,Michigan,26,021,26.1
Branch County,Michigan,26,023,13.5
Calhoun County,Michigan,26,025,20.1
Cass County,Michigan,26,027,16.9
Charlevoix County,Michigan,26,029,27.9
Cheboygan County,Michigan,26,031,18.1
Chippewa County,Michigan,26,033,19.1
Clare County,Michigan,26,035,11.6
Clinton County,Michigan,26,037,29.7
Crawford County,Michigan,26,039,17.2
Delta County,Michigan,26,041,18.9
Dickinson County,Michigan,26,043,22.4
Eaton County,Michigan,26,045,24.7
Emmet County,Michigan,26,047,33.2
Genesee County,Michigan,26,049,19.3
Gladwin County,Michigan,26,051,12.3
Gogebic County,Michigan,26,053,18.3
Grand Traverse County,Michigan,26,055,31.5
Gratiot County,Michigan,26,057,14.1
Hillsdale County,Michigan,26,059,15.5
Houghton County,Michigan,26,061,31.1
Huron County,Michigan,26,063,14.1
Ingham County,Michigan,26,065,37.2
Ionia County,Michigan,26,067,14.9
Iosco County,Michigan,26,069,16.1
Iron County,Michigan,26,071,19.3
Isabella County,Michigan,26,073,27.3
Jackson County,Michigan,26,075,20.0
Kalamazoo County,Michigan,26,077,35.1
Kalkaska County,Michigan,26,079,12.7
Kent County,Michigan,26,081,33.3
Keweenaw County,Michigan,26,083,22.8
Lake County,Michigan,26,085,9.4
Lapeer County,Michigan,26,087,17.5
Leelanau County,Michigan,26,089,40.0
Lenawee County,Michigan,26,091,19.2
Livingston County,Michigan,26,093,33.6
Luce County,Michigan,26,095,12.4
Mackinac County,Michigan,26,097,18.3
Macomb County,Michigan,26,099,23.3
Manistee County,Michigan,26,101,19.7
Marquette County,Michigan,26,103,28.8
Mason County,Michigan,26,105,20.2
Mecosta County,Michigan,26,107,22.7
Menominee County,Michigan,26,109,15.1
Midland County,Michigan,26,111,32.5
Missaukee County,Michigan,26,113,13.1
Monroe County,Michigan,26,115,18.6
Montcalm County,Michigan,26,117,13.1
Montmorency County,Michigan,26,119,10.7
Muskegon County,Michigan,26,121,18.2
Newaygo County,Michigan,26,123,13.9
Oakland County,Michigan,26,125,44.4
Oceana County,Michigan,26,127,16.8
Ogemaw County,Michigan,26,129,11.7
Ontonagon County,Michigan,26,131,15.1
Osceola County,Michigan,26,133,13.2
Oscoda County,Michigan,26,135,9.7
Otsego County,Michigan,26,137,20.5
Ottawa County,Michigan,26,139,31.1
Presque Isle County,Michigan,26,141,16.9
Roscommon County,Michigan,26,143,14.4
Saginaw County,Michigan,26,145,20.2
Saint Clair County,Michigan,26,147,17.4
Saint Joseph County,Michigan,26,149,14.7
Sanilac County,Michigan,26,151,12.3
Schoolcraft County,Michigan,26,153,13.2
Shiawassee County,Michigan,26,155,15.7
Tuscola County,Michigan,26,157,13.9
Van Buren County,Michigan,26,159,19.5
Washtenaw County,Michigan,26,161,52.6
Wayne County,Michigan,26,163,22.0
Wexford County,Michigan,26,165,16.8
Aitkin County,Minnesota,27,001,15.5
Anoka County,Minnesota,27,003,27.8
Becker County,Minnesota,27,005,22.4
Beltrami County,Minnesota,27,007,26.6
Benton County,Minnesota,27,009,21.5
Big Stone County,Minnesota,27,011,17.4
Blue Earth County,Minnesota,27,013,31.3
Brown County,Minnesota,27,015,21.3
Carlton County,Minnesota,27,017,22.8
Carver County,Minnesota,27,019,45.2
Cass County,Minnesota,27,021,20.2
Chippewa County,Minnesota,27,023,15.9
Chisago County,Minnesota,27,025,22.0
Clay County,Minnesota,27,027,31.7
Clearwater County,Minnesota,27,029,14.9
Cook County,Minnesota,27,031,39.0
Cottonwood County,Minnesota,27,033,18.5
Crow Wing County,Minnesota,27,035,23.2
Dakota County,Minnesota,27,037,40.3
Dodge County,Minnesota,27,039,23.7
Douglas County,Minnesota,27,041,24.7
Faribault County,Minnesota,27,043,16.9
Fillmore County,Minnesota,27,045,19.5
Freeborn County,Minnesota,27,047,16.1
Goodhue County,Minnesota,27,049,23.4
Grant County,Minnesota,27,051,18.9
Hennepin County,Minnesota,27,053,47.0
Houston County,Minnesota,27,055,21.4
Hubbard County,Minnesota,27,057,25.0
Isanti County,Minnesota,27,059,17.7
Itasca County,Minnesota,27,061,21.9
Jackson County,Minnesota,27,063,18.8
Kanabec County,Minnesota,27,065,13.5
Kandiyohi County,Minnesota,27,067,22.2
Kittson County,Minnesota,27,069,20.9
Koochiching County,Minnesota,27,071,18.4
Lac qui Parle County,Minnesota,27,073,17.7
Lake County,Minnesota,27,075,24.4
Lake of the Woods County,Minnesota,27,077,15.5
Le Sueur County,Minnesota,27,079,21.2
Lincoln County,Minnesota,27,081,19.2
Lyon County,Minnesota,27,083,25.8
McLeod County,Minnesota,27,085,18.0
Mahnomen County,Minnesota,27,087,12.9
Marshall County,Minnesota,27,089,18.7
Martin County,Minnesota,27,091,18.9
Meeker County,Minnesota,27,093,18.9
Mille Lacs County,Minnesota,27,095,14.7
Morrison County,Minnesota,27,097,17.0
Mower County,Minnesota,27,099,19.0
Murray County,Minnesota,27,101,18.1
Nicollet County,Minnesota,27,103,32.5
Nobles County,Minnesota,27,105,13.8
Norman County,Minnesota,27,107,15.1
Olmsted County,Minnesota,27,109,41.3
Otter Tail County,Minnesota,27,111,24.5
Pennington County,Minnesota,27,113,16.1
Pine County,Minnesota,27,115,13.2
Pipestone County,Minnesota,27,117,19.0
Polk County,Minnesota,27,119,23.2
Pope County,Minnesota,27,121,22.2
Ramsey County,Minnesota,27,123,40.4
Red Lake County,Minnesota,27,125,15.4
Redwood County,Minnesota,27,127,17.0
Renville County,Minnesota,27,129,15.7
Rice County,Minnesota,27,131,27.6
Rock County,Minnesota,27,133,20.4
Roseau County,Minnesota,27,135,19.0
Saint Louis County,Minnesota,27,137,27.0
Scott County,Minnesota,27,139,38.2
Sherburne County,Minnesota,27,141,26.5
Sibley County,Minnesota,27,143,16.3
Stearns County,Minnesota,27,145,25.9
Steele County,Minnesota,27,147,25.4
Stevens County,Minnesota,27,149,28.3
Swift County,Minnesota,27,151,16.2
Todd County,Minnesota,27,153,15.2
Traverse County,Minnesota,27,155,18.0
Wabasha County,Minnesota,27,157,21.2
Wadena County,Minnesota,27,159,12.7
Waseca County,Minnesota,27,161,20.4
Washington County,Minnesota,27,163,41.6
Watonwan County,Minnesota,27,165,15.8
Wilkin County,Minnesota,27,167,17.5
Winona County,Minnesota,27,169,28.2
Wright County,Minnesota,27,171,27.3
Yellow Medicine County,Minnesota,27,173,16.1
Adams County,Mississippi,28,001,17.8
Alcorn County,Mississippi,28,003,16.2
Amite County,Mississippi,28,005,12.1
Attala County,Mississippi,28,007,14.9
Benton County,Mississippi,28,009,10.6
Bolivar County,Mississippi,28,011,21.1
Calhoun County,Mississippi,28,013,11.2
Carroll County,Mississippi,28,015,13.6
Chickasaw County,Mississippi,28,017,10.7
Choctaw County,Mississippi,28,019,13.5
Claiborne County,Mississippi,28,021,15.6
Clarke County,Mississippi,28,023,13.9
Clay County,Mississippi,28,025,17.8
Coahoma County,Mississippi,28,027,17.6
Copiah County,Mississippi,28,029,14.1
Covington County,Mississippi,28,031,15.3
DeSoto County,Mississippi,28,033,22.4
Forrest County,Mississippi,28,035,26.7
Franklin County,Mississippi,28,037,17.9
George County,Mississippi,28,039,12.0
Greene County,Mississippi,28,041,8.2
Grenada County,Mississippi,28,043,15.6
Hancock County,Mississippi,28,045,21.0
Harrison County,Mississippi,28,047,21.3
Hinds County,Mississippi,28,049,27.7
Holmes County,Mississippi,28,051,12.3
Humphreys County,Mississippi,28,053,12.1
Issaquena County,Mississippi,28,055,7.2
Itawamba County,Mississippi,28,057,13.2
Jackson County,Mississippi,28,059,20.1
Jasper County,Mississippi,28,061,13.4
Jefferson County,Mississippi,28,063,16.5
Jefferson Davis County,Mississippi,28,065,14.2
Jones County,Mississippi,28,067,18.4
Kemper County,Mississippi,28,069,11.5
Lafayette County,Mississippi,28,071,38.3
Lamar County,Mississippi,28,073,35.9
Lauderdale County,Mississippi,28,075,18.7
Lawrence County,Mississippi,28,077,12.1
