County,State,State_FIPS,County_FIPS,masters_degree
Autauga County,Alabama,01,001,3058.0
Baldwin County,Alabama,01,003,10714.0
Barbour County,Alabama,01,005,656.0
Bibb County,Alabama,01,007,617.0
Blount County,Alabama,01,009,1378.0
Bullock County,Alabama,01,011,334.0
Butler County,Alabama,01,013,667.0
Calhoun County,Alabama,01,015,4284.0
Chambers County,Alabama,01,017,713.0
Cherokee County,Alabama,01,019,710.0
Chilton County,Alabama,01,021,1268.0
Choctaw County,Alabama,01,023,276.0
Clarke County,Alabama,01,025,579.0
Clay County,Alabama,01,027,317.0
Cleburne County,Alabama,01,029,318.0
Coffee County,Alabama,01,031,2193.0
Colbert County,Alabama,01,033,2297.0
Conecuh County,Alabama,01,035,267.0
Coosa County,Alabama,01,037,255.0
Covington County,Alabama,01,039,1028.0
Crenshaw County,Alabama,01,041,377.0
Cullman County,Alabama,01,043,2206.0
Dale County,Alabama,01,045,1520.0
Dallas County,Alabama,01,047,1275.0
DeKalb County,Alabama,01,049,1875.0
Elmore County,Alabama,01,051,3614.0
Escambia County,Alabama,01,053,848.0
Etowah County,Alabama,01,055,3328.0
Fayette County,Alabama,01,057,463.0
Franklin County,Alabama,01,059,788.0
Geneva County,Alabama,01,061,603.0
Greene County,Alabama,01,063,125.0
Hale County,Alabama,01,065,286.0
Henry County,Alabama,01,067,835.0
Houston County,Alabama,01,069,3939.0
Jackson County,Alabama,01,071,1331.0
Jefferson County,Alabama,01,073,34310.0
Lamar County,Alabama,01,075,365.0
Lauderdale County,Alabama,01,077,4096.0
Lawrence County,Alabama,01,079,605.0
Lee County,Alabama,01,081,9345.0
Limestone County,Alabama,01,083,4085.0
Lowndes County,Alabama,01,085,246.0
Macon County,Alabama,01,087,801.0
Madison County,Alabama,01,089,28926.0
Marengo County,Alabama,01,091,611.0
Marion County,Alabama,01,093,970.0
Marshall County,Alabama,01,095,3036.0
Mobile County,Alabama,01,097,15743.0
Monroe County,Alabama,01,099,576.0
Montgomery County,Alabama,01,101,13859.0
Morgan County,Alabama,01,103,4040.0
Perry County,Alabama,01,105,401.0
Pickens County,Alabama,01,107,355.0
Pike County,Alabama,01,109,1417.0
Randolph County,Alabama,01,111,725.0
Russell County,Alabama,01,113,2012.0
Saint Clair County,Alabama,01,115,2391.0
Shelby County,Alabama,01,117,15003.0
Sumter County,Alabama,01,119,537.0
Talladega County,Alabama,01,121,2296.0
Tallapoosa County,Alabama,01,123,1265.0
Tuscaloosa County,Alabama,01,125,10010.0
Walker County,Alabama,01,127,1451.0
Washington County,Alabama,01,129,358.0
Wilcox County,Alabama,01,131,204.0
Winston County,Alabama,01,133,620.0
Anchorage Municipality,Alaska,02,020,16859.0
Bethel Census Area,Alaska,02,050,342.0
Bristol Bay Borough,Alaska,02,060,33.0
Fairbanks North Star Borough,Alaska,02,090,5367.0
Haines Borough,Alaska,02,100,151.0
Juneau City and Borough,Alaska,02,110,2245.0
Kenai Peninsula Borough,Alaska,02,122,2849.0
Kodiak Island Borough,Alaska,02,150,678.0
Matanuska-Susitna Borough,Alaska,02,170,3372.0
Nome Census Area,Alaska,02,180,158.0
North Slope Borough,Alaska,02,185,262.0
Sitka City and Borough,Alaska,02,220,527.0
Southeast Fairbanks Census Area,Alaska,02,240,370.0
Valdez-Cordova Census Area,Alaska,02,261,524.0
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,119.0
Aleutians East Borough,Alaska,02,013,78.0
Aleutians West Census Area,Alaska,02,016,127.0
Dillingham Census Area,Alaska,02,070,120.0
Lake and Peninsula Borough,Alaska,02,164,33.0
Denali Borough,Alaska,02,068,193.0
Yukon-Koyukuk Census Area,Alaska,02,290,166.0
Hoonah-Angoon Census Area,Alaska,02,105,88.0
Skagway Municipality,Alaska,02,230,55.0
Yakutat City and Borough,Alaska,02,282,8.0
Ketchikan Gateway Borough,Alaska,02,130,523.0
Petersburg Borough,Alaska,02,195,138.0
Prince of Wales-Hyder Census Area,Alaska,02,198,209.0
Wrangell City and Borough,Alaska,02,275,105.0
Apache County,Arizona,04,001,1347.0
Cochise County,Arizona,04,003,6288.0
Coconino County,Arizona,04,005,8170.0
Gila County,Arizona,04,007,2042.0
Graham County,Arizona,04,009,940.0
Greenlee County,Arizona,04,011,123.0
Maricopa County,Arizona,04,013,226449.0
Mohave County,Arizona,04,015,4604.0
Navajo County,Arizona,04,017,3177.0
Pima County,Arizona,04,019,60484.0
Pinal County,Arizona,04,021,14490.0
Santa Cruz County,Arizona,04,023,1440.0
Yavapai County,Arizona,04,025,12227.0
La Paz County,Arizona,04,012,457.0
Yuma County,Arizona,04,027,5071.0
Arkansas County,Arkansas,05,001,447.0
