County,State,State_FIPS,County_FIPS,high_school_grads
Autauga County,Alabama,01,001,10226.0
Baldwin County,Alabama,01,003,32709.0
Barbour County,Alabama,01,005,5103.0
Bibb County,Alabama,01,007,5581.0
Blount County,Alabama,01,009,10553.0
Bullock County,Alabama,01,011,2336.0
Butler County,Alabama,01,013,4862.0
Calhoun County,Alabama,01,015,20453.0
Chambers County,Alabama,01,017,7346.0
Cherokee County,Alabama,01,019,5942.0
Chilton County,Alabama,01,021,10961.0
Choctaw County,Alabama,01,023,3212.0
Clarke County,Alabama,01,025,6623.0
Clay County,Alabama,01,027,2831.0
Cleburne County,Alabama,01,029,3175.0
Coffee County,Alabama,01,031,8211.0
Colbert County,Alabama,01,033,10353.0
Conecuh County,Alabama,01,035,3744.0
Coosa County,Alabama,01,037,2552.0
Covington County,Alabama,01,039,7680.0
Crenshaw County,Alabama,01,041,3074.0
Cullman County,Alabama,01,043,16374.0
Dale County,Alabama,01,045,8412.0
Dallas County,Alabama,01,047,8382.0
DeKalb County,Alabama,01,049,12867.0
Elmore County,Alabama,01,051,14206.0
Escambia County,Alabama,01,053,8801.0
Etowah County,Alabama,01,055,18681.0
Fayette County,Alabama,01,057,3511.0
Franklin County,Alabama,01,059,6361.0
Geneva County,Alabama,01,061,5231.0
Greene County,Alabama,01,063,2033.0
Hale County,Alabama,01,065,3654.0
Henry County,Alabama,01,067,3398.0
Houston County,Alabama,01,069,18768.0
Jackson County,Alabama,01,071,11989.0
Jefferson County,Alabama,01,073,101588.0
Lamar County,Alabama,01,075,3113.0
Lauderdale County,Alabama,01,077,18456.0
Lawrence County,Alabama,01,079,7870.0
Lee County,Alabama,01,081,18345.0
Limestone County,Alabama,01,083,15001.0
Lowndes County,Alabama,01,085,2243.0
Macon County,Alabama,01,087,3205.0
Madison County,Alabama,01,089,39974.0
Marengo County,Alabama,01,091,4881.0
Marion County,Alabama,01,093,6097.0
Marshall County,Alabama,01,095,15359.0
Mobile County,Alabama,01,097,76195.0
Monroe County,Alabama,01,099,6257.0
Montgomery County,Alabama,01,101,30433.0
Morgan County,Alabama,01,103,19232.0
Perry County,Alabama,01,105,1918.0
Pickens County,Alabama,01,107,4601.0
Pike County,Alabama,01,109,5563.0
Randolph County,Alabama,01,111,4508.0
Russell County,Alabama,01,113,10369.0
Saint Clair County,Alabama,01,115,17590.0
Shelby County,Alabama,01,117,25033.0
Sumter County,Alabama,01,119,3032.0
Talladega County,Alabama,01,121,15919.0
Tallapoosa County,Alabama,01,123,7952.0
Tuscaloosa County,Alabama,01,125,31246.0
Walker County,Alabama,01,127,13270.0
Washington County,Alabama,01,129,4589.0
Wilcox County,Alabama,01,131,2878.0
Winston County,Alabama,01,133,5082.0
Anchorage Municipality,Alaska,02,020,36897.0
Bethel Census Area,Alaska,02,050,3611.0
Bristol Bay Borough,Alaska,02,060,208.0
Fairbanks North Star Borough,Alaska,02,090,10172.0
Haines Borough,Alaska,02,100,464.0
Juneau City and Borough,Alaska,02,110,3397.0
Kenai Peninsula Borough,Alaska,02,122,9877.0
Kodiak Island Borough,Alaska,02,150,2092.0
Matanuska-Susitna Borough,Alaska,02,170,16670.0
Nome Census Area,Alaska,02,180,2005.0
North Slope Borough,Alaska,02,185,2289.0
Sitka City and Borough,Alaska,02,220,1252.0
Southeast Fairbanks Census Area,Alaska,02,240,1246.0
Valdez-Cordova Census Area,Alaska,02,261,1613.0
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,1552.0
Aleutians East Borough,Alaska,02,013,972.0
Aleutians West Census Area,Alaska,02,016,1486.0
Dillingham Census Area,Alaska,02,070,983.0
Lake and Peninsula Borough,Alaska,02,164,310.0
Denali Borough,Alaska,02,068,387.0
Yukon-Koyukuk Census Area,Alaska,02,290,1191.0
Hoonah-Angoon Census Area,Alaska,02,105,544.0
Skagway Municipality,Alaska,02,230,144.0
Yakutat City and Borough,Alaska,02,282,179.0
Ketchikan Gateway Borough,Alaska,02,130,2270.0
Petersburg Borough,Alaska,02,195,576.0
Prince of Wales-Hyder Census Area,Alaska,02,198,1395.0
Wrangell City and Borough,Alaska,02,275,612.0
Apache County,Arizona,04,001,13076.0
Cochise County,Arizona,04,003,15666.0
Coconino County,Arizona,04,005,15036.0
Gila County,Arizona,04,007,8992.0
Graham County,Arizona,04,009,5393.0
Greenlee County,Arizona,04,011,1613.0
Maricopa County,Arizona,04,013,525186.0
Mohave County,Arizona,04,015,45308.0
Navajo County,Arizona,04,017,17159.0
Pima County,Arizona,04,019,122630.0
Pinal County,Arizona,04,021,64895.0
Santa Cruz County,Arizona,04,023,6468.0
Yavapai County,Arizona,04,025,36212.0
La Paz County,Arizona,04,012,4827.0
Yuma County,Arizona,04,027,27185.0
Arkansas County,Arkansas,05,001,4208.0
Ashley County,Arkansas,05,003,5003.0
Baxter County,Arkansas,05,005,8931.0
Benton County,Arkansas,05,007,41100.0
Boone County,Arkansas,05,009,6730.0
Bradley County,Arkansas,05,011,2819.0
Calhoun County,Arkansas,05,013,1555.0
Carroll County,Arkansas,05,015,5764.0
Chicot County,Arkansas,05,017,2496.0
Clark County,Arkansas,05,019,3558.0
Clay County,Arkansas,05,021,3316.0
Cleburne County,Arkansas,05,023,6042.0
Cleveland County,Arkansas,05,025,2221.0
Columbia County,Arkansas,05,027,5479.0
Conway County,Arkansas,05,029,5278.0
Craighead County,Arkansas,05,031,16734.0
Crawford County,Arkansas,05,033,13051.0
Crittenden County,Arkansas,05,035,9395.0
Cross County,Arkansas,05,037,4280.0
Dallas County,Arkansas,05,039,2116.0
Desha County,Arkansas,05,041,2821.0
Drew County,Arkansas,05,043,3717.0
Faulkner County,Arkansas,05,045,18026.0
Franklin County,Arkansas,05,047,3960.0
Fulton County,Arkansas,05,049,2997.0
Garland County,Arkansas,05,051,17552.0
Grant County,Arkansas,05,053,4227.0
Greene County,Arkansas,05,055,9413.0
Hempstead County,Arkansas,05,057,4980.0
Hot Spring County,Arkansas,05,059,7474.0
Howard County,Arkansas,05,061,2753.0
Independence County,Arkansas,05,063,7548.0
Izard County,Arkansas,05,065,2920.0
Jackson County,Arkansas,05,067,3749.0
Jefferson County,Arkansas,05,069,15100.0
Johnson County,Arkansas,05,071,5675.0
Lafayette County,Arkansas,05,073,1741.0
Lawrence County,Arkansas,05,075,3642.0
Lee County,Arkansas,05,077,2107.0
Lincoln County,Arkansas,05,079,4112.0
Little River County,Arkansas,05,081,3006.0
Logan County,Arkansas,05,083,5514.0
Lonoke County,Arkansas,05,085,12880.0
Madison County,Arkansas,05,087,4088.0
Marion County,Arkansas,05,089,3885.0
Miller County,Arkansas,05,091,8796.0
Mississippi County,Arkansas,05,093,8667.0
Monroe County,Arkansas,05,095,1947.0
Montgomery County,Arkansas,05,097,2106.0
Nevada County,Arkansas,05,099,2303.0
Newton County,Arkansas,05,101,2024.0
Ouachita County,Arkansas,05,103,6278.0
Perry County,Arkansas,05,105,2350.0
Phillips County,Arkansas,05,107,3127.0
Pike County,Arkansas,05,109,2222.0
Poinsett County,Arkansas,05,111,5597.0
Polk County,Arkansas,05,113,4300.0
Pope County,Arkansas,05,115,11000.0
Prairie County,Arkansas,05,117,2038.0
Pulaski County,Arkansas,05,119,59648.0
Randolph County,Arkansas,05,121,3545.0
Saint Francis County,Arkansas,05,123,5375.0
Saline County,Arkansas,05,125,21663.0
Scott County,Arkansas,05,127,2376.0
Searcy County,Arkansas,05,129,2073.0
Sebastian County,Arkansas,05,131,21470.0
Sevier County,Arkansas,05,133,2920.0
Sharp County,Arkansas,05,135,4112.0
Stone County,Arkansas,05,137,2466.0
Union County,Arkansas,05,139,8420.0
Van Buren County,Arkansas,05,141,4437.0
Washington County,Arkansas,05,143,29301.0
White County,Arkansas,05,145,16122.0
Woodruff County,Arkansas,05,147,1738.0
Yell County,Arkansas,05,149,5339.0
Alameda County,California,06,001,185282.0
Alpine County,California,06,003,236.0
Amador County,California,06,005,6539.0
Butte County,California,06,007,27666.0
Calaveras County,California,06,009,8504.0
Colusa County,California,06,011,2893.0
Contra Costa County,California,06,013,121135.0
Del Norte County,California,06,015,4867.0
El Dorado County,California,06,017,24471.0
Fresno County,California,06,019,117009.0
Glenn County,California,06,021,4138.0
Humboldt County,California,06,023,18790.0
Imperial County,California,06,025,21224.0
Inyo County,California,06,027,3675.0
Kern County,California,06,029,125246.0
Kings County,California,06,031,19642.0
Lake County,California,06,033,11825.0
Lassen County,California,06,035,5055.0
Los Angeles County,California,06,037,1293011.0
Madera County,California,06,039,20471.0
Marin County,California,06,041,18981.0
Mariposa County,California,06,043,3407.0
Mendocino County,California,06,045,14116.0
Merced County,California,06,047,33373.0
Modoc County,California,06,049,1818.0
Mono County,California,06,051,1674.0
Monterey County,California,06,053,47285.0
Napa County,California,06,055,15526.0
Nevada County,California,06,057,12076.0
Orange County,California,06,059,332590.0
Placer County,California,06,061,44725.0
Plumas County,California,06,063,3269.0
Riverside County,California,06,065,352253.0
Sacramento County,California,06,067,195780.0
San Benito County,California,06,069,8202.0
San Bernardino County,California,06,071,301884.0
San Diego County,California,06,073,360572.0
San Francisco County,California,06,075,74941.0
San Joaquin County,California,06,077,106070.0
San Luis Obispo County,California,06,079,31548.0
San Mateo County,California,06,081,74975.0
Santa Barbara County,California,06,083,41020.0
Santa Clara County,California,06,085,172224.0
Santa Cruz County,California,06,087,23806.0
Shasta County,California,06,089,27228.0
Sierra County,California,06,091,564.0
Siskiyou County,California,06,093,7061.0
Solano County,California,06,095,59416.0
Sonoma County,California,06,097,58588.0
Stanislaus County,California,06,099,82537.0
Sutter County,California,06,101,13709.0
Tehama County,California,06,103,11809.0
Trinity County,California,06,105,2994.0
Tulare County,California,06,107,59476.0
Tuolumne County,California,06,109,9704.0
Ventura County,California,06,111,96089.0
Yolo County,California,06,113,20176.0
Yuba County,California,06,115,9714.0
Alamosa County,Colorado,08,003,1880.0
Archuleta County,Colorado,08,007,1893.0
Baca County,Colorado,08,009,628.0
Bent County,Colorado,08,011,1072.0
Chaffee County,Colorado,08,015,2998.0
Cheyenne County,Colorado,08,017,381.0
Clear Creek County,Colorado,08,019,1207.0
Conejos County,Colorado,08,021,1436.0
Costilla County,Colorado,08,023,578.0
Crowley County,Colorado,08,025,666.0
Custer County,Colorado,08,027,658.0
Delta County,Colorado,08,029,6353.0
Dolores County,Colorado,08,033,458.0
Douglas County,Colorado,08,035,22133.0
Eagle County,Colorado,08,037,5733.0
Elbert County,Colorado,08,039,3927.0
El Paso County,Colorado,08,041,71598.0
Fremont County,Colorado,08,043,8149.0
Garfield County,Colorado,08,045,9269.0
