County,State,State_FIPS,County_FIPS,population_aged_25_plus
Mohave County,Arizona,04,015,148797.0
Navajo County,Arizona,04,017,66359.0
Pima County,Arizona,04,019,654497.0
Pinal County,Arizona,04,021,258629.0
Santa Cruz County,Arizona,04,023,29027.0
Yavapai County,Arizona,04,025,160107.0
La Paz County,Arizona,04,012,15618.0
Yuma County,Arizona,04,027,123759.0
Arkansas County,Arkansas,05,001,13042.0
Ashley County,Arkansas,05,003,14635.0
Baxter County,Arkansas,05,005,31340.0
Benton County,Arkansas,05,007,149968.0
Boone County,Arkansas,05,009,25810.0
Bradley County,Arkansas,05,011,7709.0
Calhoun County,Arkansas,05,013,3770.0
Carroll County,Arkansas,05,015,19502.0
Chicot County,Arkansas,05,017,7886.0
Clark County,Arkansas,05,019,13292.0
Clay County,Arkansas,05,021,11044.0
Cleburne County,Arkansas,05,023,18878.0
Cleveland County,Arkansas,05,025,5832.0
Columbia County,Arkansas,05,027,15088.0
Conway County,Arkansas,05,029,14489.0
Craighead County,Arkansas,05,031,62706.0
Crawford County,Arkansas,05,033,40779.0
Crittenden County,Arkansas,05,035,31293.0
Cross County,Arkansas,05,037,11910.0
Dallas County,Arkansas,05,039,5446.0
Desha County,Arkansas,05,041,8323.0
Drew County,Arkansas,05,043,11739.0
Faulkner County,Arkansas,05,045,71027.0
Franklin County,Arkansas,05,047,12116.0
Fulton County,Arkansas,05,049,8965.0
Garland County,Arkansas,05,051,68941.0
Grant County,Arkansas,05,053,12259.0
Greene County,Arkansas,05,055,28415.0
Hempstead County,Arkansas,05,057,14679.0
Hot Spring County,Arkansas,05,059,23155.0
Howard County,Arkansas,05,061,8980.0
Independence County,Arkansas,05,063,24801.0
Izard County,Arkansas,05,065,10066.0
Jackson County,Arkansas,05,067,12624.0
Jefferson County,Arkansas,05,069,49170.0
Johnson County,Arkansas,05,071,16862.0
Lafayette County,Arkansas,05,073,5138.0
Lawrence County,Arkansas,05,075,11646.0
Lee County,Arkansas,05,077,7010.0
Lincoln County,Arkansas,05,079,9966.0
Little River County,Arkansas,05,081,9082.0
Logan County,Arkansas,05,083,15167.0
Lonoke County,Arkansas,05,085,45334.0
Madison County,Arkansas,05,087,10732.0
Marion County,Arkansas,05,089,12631.0
Miller County,Arkansas,05,091,29193.0
Mississippi County,Arkansas,05,093,28735.0
Monroe County,Arkansas,05,095,5484.0
Montgomery County,Arkansas,05,097,6780.0
Nevada County,Arkansas,05,099,6017.0
Newton County,Arkansas,05,101,5954.0
Ouachita County,Arkansas,05,103,17551.0
Perry County,Arkansas,05,105,7210.0
Phillips County,Arkansas,05,107,13197.0
Pike County,Arkansas,05,109,7682.0
Poinsett County,Arkansas,05,111,16295.0
Polk County,Arkansas,05,113,14183.0
Pope County,Arkansas,05,115,39481.0
Prairie County,Arkansas,05,117,6103.0
Pulaski County,Arkansas,05,119,260090.0
Randolph County,Arkansas,05,121,12314.0
Saint Francis County,Arkansas,05,123,18841.0
Saline County,Arkansas,05,125,76893.0
Scott County,Arkansas,05,127,7290.0
Searcy County,Arkansas,05,129,5854.0
Sebastian County,Arkansas,05,131,83090.0
Sevier County,Arkansas,05,133,10615.0
Sharp County,Arkansas,05,135,12305.0
Stone County,Arkansas,05,137,9140.0
Union County,Arkansas,05,139,27906.0
Van Buren County,Arkansas,05,141,12481.0
Washington County,Arkansas,05,143,126607.0
White County,Arkansas,05,145,49921.0
Woodruff County,Arkansas,05,147,4977.0
Yell County,Arkansas,05,149,14527.0
Alameda County,California,06,001,1066975.0
Alpine County,California,06,003,842.0
Amador County,California,06,005,28733.0
Butte County,California,06,007,141823.0
Calaveras County,California,06,009,33623.0
Colusa County,California,06,011,13244.0
Contra Costa County,California,06,013,729106.0
Del Norte County,California,06,015,19350.0
El Dorado County,California,06,017,127838.0
Fresno County,California,06,019,562708.0
Glenn County,California,06,021,17796.0
Humboldt County,California,06,023,90886.0
Imperial County,California,06,025,105988.0
Inyo County,California,06,027,13260.0
Kern County,California,06,029,506477.0
Kings County,California,06,031,91918.0
Lake County,California,06,033,45971.0
Lassen County,California,06,035,24264.0
Los Angeles County,California,06,037,6557746.0
Madera County,California,06,039,93891.0
Marin County,California,06,041,188590.0
Mariposa County,California,06,043,13640.0
Mendocino County,California,06,045,61116.0
Merced County,California,06,047,150292.0
Modoc County,California,06,049,6775.0
Mono County,California,06,051,9680.0
Monterey County,California,06,053,265834.0
Napa County,California,06,055,95540.0
Nevada County,California,06,057,73611.0
Orange County,California,06,059,2043735.0
Placer County,California,06,061,247799.0
Plumas County,California,06,063,14643.0
Riverside County,California,06,065,1410823.0
Sacramento County,California,06,067,945773.0
San Benito County,California,06,069,35636.0
San Bernardino County,California,06,071,1256972.0
San Diego County,California,06,073,2088134.0
San Francisco County,California,06,075,647337.0
San Joaquin County,California,06,077,428299.0
San Luis Obispo County,California,06,079,181329.0
San Mateo County,California,06,081,521984.0
Santa Barbara County,California,06,083,265963.0
Santa Clara County,California,06,085,1244800.0
Santa Cruz County,California,06,087,172276.0
Shasta County,California,06,089,123699.0
Sierra County,California,06,091,2411.0
Siskiyou County,California,06,093,31964.0
Solano County,California,06,095,280199.0
Sonoma County,California,06,097,341490.0
Stanislaus County,California,06,099,322668.0
Sutter County,California,06,101,60267.0
Tehama County,California,06,103,42515.0
Trinity County,California,06,105,10377.0
Tulare County,California,06,107,258046.0
Tuolumne County,California,06,109,41038.0
Ventura County,California,06,111,544266.0
Yolo County,California,06,113,119240.0
Yuba County,California,06,115,44666.0
Alamosa County,Colorado,08,003,9337.0
Archuleta County,Colorado,08,007,9043.0
Baca County,Colorado,08,009,2701.0
Bent County,Colorado,08,011,4831.0
Chaffee County,Colorado,08,015,14243.0
Cheyenne County,Colorado,08,017,1373.0
Clear Creek County,Colorado,08,019,7095.0
Conejos County,Colorado,08,021,5301.0
Costilla County,Colorado,08,023,2613.0
Crowley County,Colorado,08,025,3870.0
Custer County,Colorado,08,027,3419.0
Delta County,Colorado,08,029,21848.0
Dolores County,Colorado,08,033,1311.0
Douglas County,Colorado,08,035,192742.0
Eagle County,Colorado,08,037,35583.0
Elbert County,Colorado,08,039,16257.0
El Paso County,Colorado,08,041,407656.0
Fremont County,Colorado,08,043,35756.0
Garfield County,Colorado,08,045,37128.0
Gilpin County,Colorado,08,047,4194.0
Grand County,Colorado,08,049,10445.0
Gunnison County,Colorado,08,051,9768.0
Huerfano County,Colorado,08,055,5047.0
Jackson County,Colorado,08,057,1059.0
Kiowa County,Colorado,08,061,895.0
Kit Carson County,Colorado,08,063,5569.0
Lake County,Colorado,08,065,5066.0
La Plata County,Colorado,08,067,36364.0
Larimer County,Colorado,08,069,201336.0
Las Animas County,Colorado,08,071,10482.0
Lincoln County,Colorado,08,073,4079.0
Logan County,Colorado,08,075,15004.0
Mesa County,Colorado,08,077,98727.0
Moffat County,Colorado,08,081,8668.0
Montezuma County,Colorado,08,083,17882.0
Montrose County,Colorado,08,085,28666.0
Morgan County,Colorado,08,087,18104.0
Otero County,Colorado,08,089,12495.0
Ouray County,Colorado,08,091,3642.0
Park County,Colorado,08,093,12452.0
Phillips County,Colorado,08,095,2862.0
Pitkin County,Colorado,08,097,13493.0
Prowers County,Colorado,08,099,7848.0
Pueblo County,Colorado,08,101,107136.0
Rio Blanco County,Colorado,08,103,4467.0
Rio Grande County,Colorado,08,105,7945.0
Routt County,Colorado,08,107,16661.0
Saguache County,Colorado,08,109,4343.0
San Miguel County,Colorado,08,113,5664.0
Sedgwick County,Colorado,08,115,1680.0
Summit County,Colorado,08,117,20896.0
Teller County,Colorado,08,119,17379.0
Washington County,Colorado,08,121,3379.0
Yuma County,Colorado,08,125,6697.0
Adams County,Colorado,08,001,289449.0
Arapahoe County,Colorado,08,005,396254.0
Boulder County,Colorado,08,013,195716.0
Broomfield County,Colorado,08,014,39477.0
Denver County,Colorado,08,031,441119.0
Jefferson County,Colorado,08,059,382072.0
Weld County,Colorado,08,123,164896.0
Fairfield County,Connecticut,09,001,630525.0
Hartford County,Connecticut,09,003,616972.0
Litchfield County,Connecticut,09,005,135694.0
Middlesex County,Connecticut,09,007,118381.0
New Haven County,Connecticut,09,009,589145.0
New London County,Connecticut,09,011,188762.0
Tolland County,Connecticut,09,013,96016.0
Windham County,Connecticut,09,015,80082.0
Kent County,Delaware,10,001,108618.0
New Castle County,Delaware,10,003,363957.0
Sussex County,Delaware,10,005,148311.0
Alachua County,Florida,12,001,148913.0
Baker County,Florida,12,003,17562.0
Bay County,Florida,12,005,119564.0
Bradford County,Florida,12,007,19800.0
Brevard County,Florida,12,009,400434.0
Broward County,Florida,12,011,1262414.0
Calhoun County,Florida,12,013,10384.0
Charlotte County,Florida,12,015,131689.0
Citrus County,Florida,12,017,110151.0
Clay County,Florida,12,019,129162.0
Collier County,Florida,12,021,248040.0
Columbia County,Florida,12,023,46229.0
Miami-Dade County,Florida,12,086,1799044.0
DeSoto County,Florida,12,027,23548.0
Dixie County,Florida,12,029,11708.0
Duval County,Florida,12,031,587399.0
Escambia County,Florida,12,033,199781.0
Flagler County,Florida,12,035,73358.0
Franklin County,Florida,12,037,8776.0
Gadsden County,Florida,12,039,32211.0
Gilchrist County,Florida,12,041,11388.0
Glades County,Florida,12,043,9555.0
Gulf County,Florida,12,045,11806.0
Hamilton County,Florida,12,047,9445.0
Hardee County,Florida,12,049,17244.0
Hendry County,Florida,12,051,23629.0
Hernando County,Florida,12,053,128488.0
Highlands County,Florida,12,055,74156.0
Hillsborough County,Florida,12,057,851556.0
Holmes County,Florida,12,059,13895.0
Indian River County,Florida,12,061,105814.0
Jackson County,Florida,12,063,35306.0
Jefferson County,Florida,12,065,10758.0
Lafayette County,Florida,12,067,5904.0
Lake County,Florida,12,069,222046.0
Lee County,Florida,12,071,475182.0
Leon County,Florida,12,073,162052.0
Levy County,Florida,12,075,28882.0
Liberty County,Florida,12,077,5677.0
Madison County,Florida,12,079,13246.0
Manatee County,Florida,12,081,244788.0
Marion County,Florida,12,083,246795.0
Martin County,Florida,12,085,114217.0
Monroe County,Florida,12,087,58246.0
Nassau County,Florida,12,089,53257.0
Okaloosa County,Florida,12,091,127568.0
Okeechobee County,Florida,12,093,26701.0
Orange County,Florida,12,095,778147.0
Osceola County,Florida,12,097,186791.0
Palm Beach County,Florida,12,099,978030.0
Pasco County,Florida,12,101,340442.0
Pinellas County,Florida,12,103,696366.0
Polk County,Florida,12,105,420091.0
Putnam County,Florida,12,107,51185.0
Saint Johns County,Florida,12,109,141593.0
Saint Lucie County,Florida,12,111,200884.0
Santa Rosa County,Florida,12,113,108075.0
Sarasota County,Florida,12,115,304065.0
Seminole County,Florida,12,117,294926.0
Sumter County,Florida,12,119,91658.0
Suwannee County,Florida,12,121,29949.0
Taylor County,Florida,12,123,16517.0
Union County,Florida,12,125,10881.0
Volusia County,Florida,12,127,362881.0
Wakulla County,Florida,12,129,21919.0
Walton County,Florida,12,131,42029.0
Washington County,Florida,12,133,17399.0
Appling County,Georgia,13,001,12194.0
Atkinson County,Georgia,13,003,5180.0
Bacon County,Georgia,13,005,7299.0
Baker County,Georgia,13,007,2264.0
Baldwin County,Georgia,13,009,27826.0
Banks County,Georgia,13,011,12272.0
Barrow County,Georgia,13,013,45470.0
Bartow County,Georgia,13,015,65807.0
Ben Hill County,Georgia,13,017,11270.0
Berrien County,Georgia,13,019,12776.0
Bibb County,Georgia,13,021,99332.0
Bleckley County,Georgia,13,023,7870.0
Brantley County,Georgia,13,025,12140.0
Brooks County,Georgia,13,027,10780.0
Bryan County,Georgia,13,029,20383.0
Bulloch County,Georgia,13,031,37821.0
Burke County,Georgia,13,033,14591.0
Butts County,Georgia,13,035,15937.0
Calhoun County,Georgia,13,037,4489.0
Camden County,Georgia,13,039,31155.0
Candler County,Georgia,13,043,7154.0
Carroll County,Georgia,13,045,68808.0
Catoosa County,Georgia,13,047,43846.0
Charlton County,Georgia,13,049,9174.0
Chatham County,Georgia,13,051,179025.0
Chattahoochee County,Georgia,13,053,5295.0
Chattooga County,Georgia,13,055,17655.0
Cherokee County,Georgia,13,057,144964.0
Clarke County,Georgia,13,059,63733.0
Clay County,Georgia,13,061,1968.0
Clayton County,Georgia,13,063,160760.0
Clinch County,Georgia,13,065,4427.0
Cobb County,Georgia,13,067,465732.0
Coffee County,Georgia,13,069,27147.0
Colquitt County,Georgia,13,071,29275.0
Columbia County,Georgia,13,073,85824.0
Cook County,Georgia,13,075,11210.0
Coweta County,Georgia,13,077,86002.0
Crawford County,Georgia,13,079,8692.0
Crisp County,Georgia,13,081,15370.0
Dade County,Georgia,13,083,11055.0
Dawson County,Georgia,13,085,15734.0
Decatur County,Georgia,13,087,18022.0
DeKalb County,Georgia,13,089,471344.0
Dodge County,Georgia,13,091,14496.0
Dooly County,Georgia,13,093,10127.0
Dougherty County,Georgia,13,095,58370.0
Douglas County,Georgia,13,097,85935.0
Early County,Georgia,13,099,7052.0
Echols County,Georgia,13,101,2506.0
Effingham County,Georgia,13,103,34172.0
Elbert County,Georgia,13,105,13606.0
Emanuel County,Georgia,13,107,14751.0
Evans County,Georgia,13,109,7009.0
Fannin County,Georgia,13,111,17877.0
Fayette County,Georgia,13,113,72187.0
Floyd County,Georgia,13,115,63085.0
Forsyth County,Georgia,13,117,120835.0
Franklin County,Georgia,13,119,15209.0
Fulton County,Georgia,13,121,636648.0
Gilmer County,Georgia,13,123,20331.0
Glascock County,Georgia,13,125,2074.0
Glynn County,Georgia,13,127,55092.0
Gordon County,Georgia,13,129,36097.0
Grady County,Georgia,13,131,16727.0
Greene County,Georgia,13,133,11940.0
Gwinnett County,Georgia,13,135,528019.0
Habersham County,Georgia,13,137,29215.0
Hall County,Georgia,13,139,117557.0
Hancock County,Georgia,13,141,6470.0
Haralson County,Georgia,13,143,19008.0
Harris County,Georgia,13,145,22607.0
Hart County,Georgia,13,147,17753.0
Heard County,Georgia,13,149,7805.0
Henry County,Georgia,13,151,131579.0
Houston County,Georgia,13,153,93271.0
Irwin County,Georgia,13,155,6521.0
Jackson County,Georgia,13,157,40137.0
Jasper County,Georgia,13,159,9185.0
Jeff Davis County,Georgia,13,161,9602.0
Jefferson County,Georgia,13,163,10847.0
Jenkins County,Georgia,13,165,5935.0
Johnson County,Georgia,13,167,6926.0
Jones County,Georgia,13,169,19297.0
Lamar County,Georgia,13,171,11601.0
Lanier County,Georgia,13,173,6716.0
Laurens County,Georgia,13,175,31835.0
Lee County,Georgia,13,177,18626.0
Liberty County,Georgia,13,179,36049.0
Lincoln County,Georgia,13,181,5614.0
Long County,Georgia,13,183,9377.0
Lowndes County,Georgia,13,185,64014.0
Lumpkin County,Georgia,13,187,19024.0
McDuffie County,Georgia,13,189,14294.0
McIntosh County,Georgia,13,191,10256.0
Macon County,Georgia,13,193,9833.0
Madison County,Georgia,13,195,19246.0
Marion County,Georgia,13,197,6011.0
Meriwether County,Georgia,13,199,14724.0
Miller County,Georgia,13,201,4099.0
Mitchell County,Georgia,13,205,15479.0
Monroe County,Georgia,13,207,18553.0
Montgomery County,Georgia,13,209,5881.0
Morgan County,Georgia,13,211,12260.0
Murray County,Georgia,13,213,25689.0
Muscogee County,Georgia,13,215,125771.0
Newton County,Georgia,13,217,63841.0
Oconee County,Georgia,13,219,21994.0
Oglethorpe County,Georgia,13,221,10314.0
Paulding County,Georgia,13,223,90989.0
Peach County,Georgia,13,225,16485.0
Pickens County,Georgia,13,227,21295.0
Pierce County,Georgia,13,229,12367.0
Pike County,Georgia,13,231,11761.0
Polk County,Georgia,13,233,26817.0
Pulaski County,Georgia,13,235,8740.0
Putnam County,Georgia,13,237,15377.0
Quitman County,Georgia,13,239,1603.0
Rabun County,Georgia,13,241,12026.0
Randolph County,Georgia,13,243,4908.0
Richmond County,Georgia,13,245,128220.0
Rockdale County,Georgia,13,247,55538.0
Schley County,Georgia,13,249,3331.0
Screven County,Georgia,13,251,9533.0
Seminole County,Georgia,13,253,6104.0
Spalding County,Georgia,13,255,42315.0
Stephens County,Georgia,13,257,17062.0
Stewart County,Georgia,13,259,4296.0
Sumter County,Georgia,13,261,19542.0
Talbot County,Georgia,13,263,4742.0
Taliaferro County,Georgia,13,265,1235.0
Tattnall County,Georgia,13,267,17275.0
Taylor County,Georgia,13,269,5725.0
Telfair County,Georgia,13,271,12104.0
Terrell County,Georgia,13,273,6107.0
Thomas County,Georgia,13,275,30160.0
Tift County,Georgia,13,277,25368.0
Toombs County,Georgia,13,279,17320.0
Towns County,Georgia,13,281,7790.0
Treutlen County,Georgia,13,283,4583.0
Troup County,Georgia,13,285,43570.0
Turner County,Georgia,13,287,5556.0
Twiggs County,Georgia,13,289,6065.0
Union County,Georgia,13,291,16361.0
Upson County,Georgia,13,293,18203.0
Walker County,Georgia,13,295,47170.0
Walton County,Georgia,13,297,55696.0
Ware County,Georgia,13,299,23936.0
Warren County,Georgia,13,301,3855.0
Washington County,Georgia,13,303,14183.0
Wayne County,Georgia,13,305,20409.0
Webster County,Georgia,13,307,1915.0
Wheeler County,Georgia,13,309,6211.0
White County,Georgia,13,311,19294.0
Whitfield County,Georgia,13,313,64680.0
Wilcox County,Georgia,13,315,6484.0
Wilkes County,Georgia,13,317,7243.0
Wilkinson County,Georgia,13,319,6431.0
Worth County,Georgia,13,321,14403.0
Hawaii County,Hawaii,15,001,131247.0
Honolulu County,Hawaii,15,003,660551.0
Kauai County,Hawaii,15,007,48229.0
Kalawao County,Hawaii,15,005,67.0
Maui County,Hawaii,15,009,110769.0
Ada County,Idaho,16,001,267372.0
Adams County,Idaho,16,003,2949.0
Bannock County,Idaho,16,005,51204.0
Bear Lake County,Idaho,16,007,3920.0
Benewah County,Idaho,16,009,6402.0
Bingham County,Idaho,16,011,26974.0
Blaine County,Idaho,16,013,14933.0
Boise County,Idaho,16,015,5153.0
Bonner County,Idaho,16,017,29846.0
Bonneville County,Idaho,16,019,64312.0
Boundary County,Idaho,16,021,7585.0
Butte County,Idaho,16,023,1856.0
Camas County,Idaho,16,025,814.0
Canyon County,Idaho,16,027,117075.0
Caribou County,Idaho,16,029,4441.0
Cassia County,Idaho,16,031,13643.0
Clearwater County,Idaho,16,035,6681.0
Custer County,Idaho,16,037,3237.0
Elmore County,Idaho,16,039,15753.0
Franklin County,Idaho,16,041,7444.0
Fremont County,Idaho,16,043,8188.0
Gem County,Idaho,16,045,11643.0
Gooding County,Idaho,16,047,9557.0
Idaho County,Idaho,16,049,11888.0
Jefferson County,Idaho,16,051,15135.0
Jerome County,Idaho,16,053,13458.0
Kootenai County,Idaho,16,055,96099.0
Latah County,Idaho,16,057,21194.0
Lemhi County,Idaho,16,059,6040.0
Lewis County,Idaho,16,061,2778.0
Lincoln County,Idaho,16,063,3125.0
Madison County,Idaho,16,065,15365.0
Minidoka County,Idaho,16,067,12574.0
Nez Perce County,Idaho,16,069,27327.0
Oneida County,Idaho,16,071,2794.0
Owyhee County,Idaho,16,073,7277.0
Payette County,Idaho,16,075,14521.0
Power County,Idaho,16,077,4693.0
Shoshone County,Idaho,16,079,9213.0
Teton County,Idaho,16,081,6574.0
Twin Falls County,Idaho,16,083,49899.0
Valley County,Idaho,16,085,7093.0
Washington County,Idaho,16,087,6981.0
Adams County,Illinois,17,001,45935.0
Alexander County,Illinois,17,003,5271.0
Bond County,Illinois,17,005,12139.0
Boone County,Illinois,17,007,34535.0
Brown County,Illinois,17,009,5107.0
Bureau County,Illinois,17,011,24131.0
Calhoun County,Illinois,17,013,3620.0
Carroll County,Illinois,17,015,10958.0
Cass County,Illinois,17,017,9034.0
Champaign County,Illinois,17,019,116657.0
Christian County,Illinois,17,021,24232.0
Clark County,Illinois,17,023,11251.0
Clay County,Illinois,17,025,9366.0
Clinton County,Illinois,17,027,26469.0
Coles County,Illinois,17,029,31855.0
Cook County,Illinois,17,031,3513404.0
Crawford County,Illinois,17,033,13905.0
Cumberland County,Illinois,17,035,7551.0
DeKalb County,Illinois,17,037,59912.0
De Witt County,Illinois,17,039,11630.0
Douglas County,Illinois,17,041,13189.0
DuPage County,Illinois,17,043,623597.0
Edgar County,Illinois,17,045,12902.0
Edwards County,Illinois,17,047,4632.0
Effingham County,Illinois,17,049,23006.0
Fayette County,Illinois,17,051,15157.0
Ford County,Illinois,17,053,9705.0
Franklin County,Illinois,17,055,27612.0
Fulton County,Illinois,17,057,26183.0
Gallatin County,Illinois,17,059,3910.0
Greene County,Illinois,17,061,9578.0
Grundy County,Illinois,17,063,32850.0
Hamilton County,Illinois,17,065,5857.0
Hancock County,Illinois,17,067,13498.0
Hardin County,Illinois,17,069,3079.0
Henderson County,Illinois,17,071,5232.0
Henry County,Illinois,17,073,34499.0
Iroquois County,Illinois,17,075,20386.0
Jackson County,Illinois,17,077,34748.0
Jasper County,Illinois,17,079,6793.0
Jefferson County,Illinois,17,081,26953.0
Jersey County,Illinois,17,083,15562.0
Jo Daviess County,Illinois,17,085,16482.0
Johnson County,Illinois,17,087,9229.0
Kane County,Illinois,17,089,330832.0
Kankakee County,Illinois,17,091,73109.0
Kendall County,Illinois,17,093,73553.0
Knox County,Illinois,17,095,36542.0
Lake County,Illinois,17,097,450871.0
LaSalle County,Illinois,17,099,77826.0
Lawrence County,Illinois,17,101,12332.0
Lee County,Illinois,17,103,24960.0
Livingston County,Illinois,17,105,27055.0
Logan County,Illinois,17,107,21039.0
McDonough County,Illinois,17,109,18090.0
McHenry County,Illinois,17,111,202364.0
McLean County,Illinois,17,113,102966.0
Macon County,Illinois,17,115,74711.0
Macoupin County,Illinois,17,117,32923.0
Madison County,Illinois,17,119,182223.0
Marion County,Illinois,17,121,26707.0
Marshall County,Illinois,17,123,8832.0
Mason County,Illinois,17,125,10235.0
Massac County,Illinois,17,127,10676.0
Menard County,Illinois,17,129,8808.0
Mercer County,Illinois,17,131,11439.0
Monroe County,Illinois,17,133,23204.0
Montgomery County,Illinois,17,135,21209.0
Morgan County,Illinois,17,137,24149.0
Moultrie County,Illinois,17,139,10146.0
Ogle County,Illinois,17,141,35909.0
Peoria County,Illinois,17,143,123595.0
Perry County,Illinois,17,145,15497.0
Piatt County,Illinois,17,147,11574.0
Pike County,Illinois,17,149,11277.0
Pope County,Illinois,17,151,3188.0
Pulaski County,Illinois,17,153,4129.0
Putnam County,Illinois,17,155,4213.0
Randolph County,Illinois,17,157,23933.0
Richland County,Illinois,17,159,11248.0
Rock Island County,Illinois,17,161,100772.0
Saint Clair County,Illinois,17,163,177539.0
Saline County,Illinois,17,165,17126.0
Sangamon County,Illinois,17,167,135709.0
Schuyler County,Illinois,17,169,5439.0
Scott County,Illinois,17,171,3656.0
Shelby County,Illinois,17,173,15728.0
Stark County,Illinois,17,175,4179.0
Stephenson County,Illinois,17,177,32941.0
Tazewell County,Illinois,17,179,94090.0
Union County,Illinois,17,181,12480.0
Vermilion County,Illinois,17,183,54345.0
Wabash County,Illinois,17,185,8241.0
Warren County,Illinois,17,187,11511.0
Washington County,Illinois,17,189,10330.0
Wayne County,Illinois,17,191,11636.0
White County,Illinois,17,193,10406.0
Whiteside County,Illinois,17,195,39881.0
Will County,Illinois,17,197,433388.0
Williamson County,Illinois,17,199,46578.0
Winnebago County,Illinois,17,201,195836.0
Woodford County,Illinois,17,203,25779.0
Adams County,Indiana,18,001,20871.0
Allen County,Indiana,18,003,230974.0
Bartholomew County,Indiana,18,005,52856.0
