County,State,State_FIPS,County_FIPS,high_school_only_percentage
Kit Carson County,Colorado,08,063,39.3
Lake County,Colorado,08,065,33.4
La Plata County,Colorado,08,067,19.6
Larimer County,Colorado,08,069,19.5
Las Animas County,Colorado,08,071,28.8
Lincoln County,Colorado,08,073,53.2
Logan County,Colorado,08,075,31.8
Mesa County,Colorado,08,077,28.3
Moffat County,Colorado,08,081,40.1
Montezuma County,Colorado,08,083,29.4
Montrose County,Colorado,08,085,33.5
Morgan County,Colorado,08,087,31.2
Otero County,Colorado,08,089,28.2
Ouray County,Colorado,08,091,17.4
Park County,Colorado,08,093,29.2
Phillips County,Colorado,08,095,31.5
Pitkin County,Colorado,08,097,14.3
Prowers County,Colorado,08,099,25.8
Pueblo County,Colorado,08,101,29.0
Rio Blanco County,Colorado,08,103,32.6
Rio Grande County,Colorado,08,105,28.2
Routt County,Colorado,08,107,20.7
Saguache County,Colorado,08,109,28.3
San Miguel County,Colorado,08,113,13.9
Sedgwick County,Colorado,08,115,30.0
Summit County,Colorado,08,117,20.0
Teller County,Colorado,08,119,25.4
Washington County,Colorado,08,121,34.3
Yuma County,Colorado,08,125,32.3
Adams County,Colorado,08,001,28.3
Arapahoe County,Colorado,08,005,20.7
Boulder County,Colorado,08,013,12.4
Broomfield County,Colorado,08,014,14.5
Denver County,Colorado,08,031,17.6
Jefferson County,Colorado,08,059,20.7
Weld County,Colorado,08,123,27.3
Fairfield County,Connecticut,09,001,22.0
Hartford County,Connecticut,09,003,27.1
Litchfield County,Connecticut,09,005,29.1
Middlesex County,Connecticut,09,007,27.2
New Haven County,Connecticut,09,009,30.7
New London County,Connecticut,09,011,30.1
Tolland County,Connecticut,09,013,27.2
Windham County,Connecticut,09,015,32.7
Kent County,Delaware,10,001,33.1
New Castle County,Delaware,10,003,29.7
Sussex County,Delaware,10,005,33.4
Alachua County,Florida,12,001,22.1
Baker County,Florida,12,003,41.6
Bay County,Florida,12,005,30.9
Bradford County,Florida,12,007,38.1
Brevard County,Florida,12,009,28.5
Broward County,Florida,12,011,27.2
Calhoun County,Florida,12,013,40.4
Charlotte County,Florida,12,015,34.3
Citrus County,Florida,12,017,37.8
Clay County,Florida,12,019,31.3
Collier County,Florida,12,021,26.4
Columbia County,Florida,12,023,36.1
Miami-Dade County,Florida,12,086,28.2
DeSoto County,Florida,12,027,40.4
Dixie County,Florida,12,029,43.9
Duval County,Florida,12,031,27.9
Escambia County,Florida,12,033,27.3
Flagler County,Florida,12,035,33.5
Franklin County,Florida,12,037,36.7
Gadsden County,Florida,12,039,36.2
Gilchrist County,Florida,12,041,39.9
Glades County,Florida,12,043,39.5
Gulf County,Florida,12,045,36.6
Hamilton County,Florida,12,047,41.1
Hardee County,Florida,12,049,43.9
Hendry County,Florida,12,051,33.0
Hernando County,Florida,12,053,36.7
Highlands County,Florida,12,055,36.7
Hillsborough County,Florida,12,057,27.2
Holmes County,Florida,12,059,39.1
Indian River County,Florida,12,061,30.9
Jackson County,Florida,12,063,35.6
Jefferson County,Florida,12,065,32.9
Lafayette County,Florida,12,067,38.4
Lake County,Florida,12,069,33.3
Lee County,Florida,12,071,30.9
Leon County,Florida,12,073,18.6
Levy County,Florida,12,075,41.4
Liberty County,Florida,12,077,48.8
Madison County,Florida,12,079,38.5
Manatee County,Florida,12,081,30.6
Marion County,Florida,12,083,36.9
Martin County,Florida,12,085,26.0
Monroe County,Florida,12,087,27.8
Nassau County,Florida,12,089,33.0
Okaloosa County,Florida,12,091,25.3
Okeechobee County,Florida,12,093,38.4
Orange County,Florida,12,095,25.1
Osceola County,Florida,12,097,32.2
Palm Beach County,Florida,12,099,24.9
Pasco County,Florida,12,101,33.1
Pinellas County,Florida,12,103,28.5
Polk County,Florida,12,105,35.5
Putnam County,Florida,12,107,40.1
Saint Johns County,Florida,12,109,21.3
Saint Lucie County,Florida,12,111,34.0
Santa Rosa County,Florida,12,113,27.1
Sarasota County,Florida,12,115,29.6
Seminole County,Florida,12,117,21.9
Sumter County,Florida,12,119,30.1
Suwannee County,Florida,12,121,39.7
Taylor County,Florida,12,123,42.6
Union County,Florida,12,125,37.7
Volusia County,Florida,12,127,33.1
Wakulla County,Florida,12,129,36.2
Walton County,Florida,12,131,26.5
Washington County,Florida,12,133,41.1
Appling County,Georgia,13,001,40.1
Atkinson County,Georgia,13,003,40.1
Bacon County,Georgia,13,005,41.3
Baker County,Georgia,13,007,37.3
Baldwin County,Georgia,13,009,36.4
Banks County,Georgia,13,011,41.8
Barrow County,Georgia,13,013,34.1
Bartow County,Georgia,13,015,34.4
Ben Hill County,Georgia,13,017,43.5
Berrien County,Georgia,13,019,41.3
Bibb County,Georgia,13,021,32.2
Bleckley County,Georgia,13,023,42.3
Brantley County,Georgia,13,025,48.3
Brooks County,Georgia,13,027,37.7
Bryan County,Georgia,13,029,26.6
Bulloch County,Georgia,13,031,27.2
Burke County,Georgia,13,033,37.0
Butts County,Georgia,13,035,42.9
Calhoun County,Georgia,13,037,40.1
Camden County,Georgia,13,039,31.2
Candler County,Georgia,13,043,35.2
Carroll County,Georgia,13,045,34.5
Catoosa County,Georgia,13,047,32.1
Charlton County,Georgia,13,049,42.4
Chatham County,Georgia,13,051,24.1
Chattahoochee County,Georgia,13,053,26.3
Chattooga County,Georgia,13,055,38.9
Cherokee County,Georgia,13,057,24.0
Clarke County,Georgia,13,059,21.1
Clay County,Georgia,13,061,44.7
Clayton County,Georgia,13,063,33.1
Clinch County,Georgia,13,065,34.2
Cobb County,Georgia,13,067,18.9
Coffee County,Georgia,13,069,38.1
Colquitt County,Georgia,13,071,38.3
Columbia County,Georgia,13,073,24.7
Cook County,Georgia,13,075,37.3
Coweta County,Georgia,13,077,30.0
Crawford County,Georgia,13,079,37.0
Crisp County,Georgia,13,081,40.5
Dade County,Georgia,13,083,34.2
Dawson County,Georgia,13,085,28.6
Decatur County,Georgia,13,087,35.8
DeKalb County,Georgia,13,089,21.1
Dodge County,Georgia,13,091,42.0
Dooly County,Georgia,13,093,38.5
Dougherty County,Georgia,13,095,29.0
Douglas County,Georgia,13,097,31.5
Early County,Georgia,13,099,36.3
Echols County,Georgia,13,101,34.9
Effingham County,Georgia,13,103,37.5
Elbert County,Georgia,13,105,45.2
Emanuel County,Georgia,13,107,43.2
Evans County,Georgia,13,109,39.3
Fannin County,Georgia,13,111,37.6
Fayette County,Georgia,13,113,20.4
Floyd County,Georgia,13,115,31.9
Forsyth County,Georgia,13,117,16.9
Franklin County,Georgia,13,119,39.1
Fulton County,Georgia,13,121,18.3
Gilmer County,Georgia,13,123,35.1
Glascock County,Georgia,13,125,42.4
Glynn County,Georgia,13,127,27.8
Gordon County,Georgia,13,129,34.6
Grady County,Georgia,13,131,36.2
Greene County,Georgia,13,133,32.7
Gwinnett County,Georgia,13,135,23.1
Habersham County,Georgia,13,137,33.8
Hall County,Georgia,13,139,27.5
Hancock County,Georgia,13,141,41.8
Haralson County,Georgia,13,143,36.8
Harris County,Georgia,13,145,24.5
Hart County,Georgia,13,147,39.2
Heard County,Georgia,13,149,44.9
Henry County,Georgia,13,151,30.3
Houston County,Georgia,13,153,28.9
Irwin County,Georgia,13,155,40.7
Jackson County,Georgia,13,157,33.0
Jasper County,Georgia,13,159,38.1
Jeff Davis County,Georgia,13,161,36.5
Jefferson County,Georgia,13,163,41.5
Jenkins County,Georgia,13,165,42.4
Johnson County,Georgia,13,167,43.2
Jones County,Georgia,13,169,38.4
Lamar County,Georgia,13,171,37.7
Lanier County,Georgia,13,173,33.3
Laurens County,Georgia,13,175,44.3
Lee County,Georgia,13,177,29.0
Liberty County,Georgia,13,179,31.3
Lincoln County,Georgia,13,181,43.9
Long County,Georgia,13,183,30.8
Lowndes County,Georgia,13,185,29.4
Lumpkin County,Georgia,13,187,28.9
McDuffie County,Georgia,13,189,39.6
McIntosh County,Georgia,13,191,36.1
Macon County,Georgia,13,193,33.8
Madison County,Georgia,13,195,37.8
Marion County,Georgia,13,197,37.0
Meriwether County,Georgia,13,199,39.2
Miller County,Georgia,13,201,39.0
Mitchell County,Georgia,13,205,38.5
Monroe County,Georgia,13,207,35.8
Montgomery County,Georgia,13,209,38.3
Morgan County,Georgia,13,211,34.7
Murray County,Georgia,13,213,37.1
Muscogee County,Georgia,13,215,27.7
Newton County,Georgia,13,217,32.6
Oconee County,Georgia,13,219,21.0
Oglethorpe County,Georgia,13,221,36.0
Paulding County,Georgia,13,223,33.0
Peach County,Georgia,13,225,30.8
Pickens County,Georgia,13,227,28.8
Pierce County,Georgia,13,229,40.2
Pike County,Georgia,13,231,41.1
Polk County,Georgia,13,233,38.2
Pulaski County,Georgia,13,235,40.1
Putnam County,Georgia,13,237,36.9
Quitman County,Georgia,13,239,38.6
Rabun County,Georgia,13,241,33.4
Randolph County,Georgia,13,243,35.1
Richmond County,Georgia,13,245,30.8
Rockdale County,Georgia,13,247,32.3
Schley County,Georgia,13,249,34.5
Screven County,Georgia,13,251,40.8
Seminole County,Georgia,13,253,40.9
Spalding County,Georgia,13,255,38.2
Stephens County,Georgia,13,257,36.1
Stewart County,Georgia,13,259,38.3
Sumter County,Georgia,13,261,33.7
Talbot County,Georgia,13,263,43.0
Taliaferro County,Georgia,13,265,47.5
Tattnall County,Georgia,13,267,38.9
Taylor County,Georgia,13,269,36.0
Telfair County,Georgia,13,271,47.4
Terrell County,Georgia,13,273,31.4
Thomas County,Georgia,13,275,31.2
Tift County,Georgia,13,277,34.8
Toombs County,Georgia,13,279,38.9
Towns County,Georgia,13,281,30.4
Treutlen County,Georgia,13,283,35.7
Troup County,Georgia,13,285,35.5
Turner County,Georgia,13,287,37.7
Twiggs County,Georgia,13,289,38.2
Union County,Georgia,13,291,34.6
Upson County,Georgia,13,293,36.9
Walker County,Georgia,13,295,37.1
Walton County,Georgia,13,297,38.1
Ware County,Georgia,13,299,41.3
Warren County,Georgia,13,301,43.9
Washington County,Georgia,13,303,41.8
Wayne County,Georgia,13,305,39.8
Webster County,Georgia,13,307,49.1
Wheeler County,Georgia,13,309,49.7
White County,Georgia,13,311,31.7
Whitfield County,Georgia,13,313,28.9
Wilcox County,Georgia,13,315,49.8
Wilkes County,Georgia,13,317,41.6
Wilkinson County,Georgia,13,319,52.1
Worth County,Georgia,13,321,39.1
Hawaii County,Hawaii,15,001,31.1
Honolulu County,Hawaii,15,003,26.2
Kauai County,Hawaii,15,007,31.2
Kalawao County,Hawaii,15,005,25.3
Maui County,Hawaii,15,009,31.5
Ada County,Idaho,16,001,22.4
Adams County,Idaho,16,003,37.2
Bannock County,Idaho,16,005,26.0
Bear Lake County,Idaho,16,007,38.5
Benewah County,Idaho,16,009,39.1
Bingham County,Idaho,16,011,30.9
Blaine County,Idaho,16,013,21.5
Boise County,Idaho,16,015,28.4
Bonner County,Idaho,16,017,30.3
Bonneville County,Idaho,16,019,26.2
Boundary County,Idaho,16,021,37.2
Butte County,Idaho,16,023,36.4
Camas County,Idaho,16,025,32.6
Canyon County,Idaho,16,027,32.1
Caribou County,Idaho,16,029,35.2
Cassia County,Idaho,16,031,29.3
Clearwater County,Idaho,16,035,35.1
Custer County,Idaho,16,037,31.4
Elmore County,Idaho,16,039,27.9
Franklin County,Idaho,16,041,33.1
Fremont County,Idaho,16,043,32.3
Gem County,Idaho,16,045,39.2
Gooding County,Idaho,16,047,34.7
Idaho County,Idaho,16,049,35.0
Jefferson County,Idaho,16,051,28.3
Jerome County,Idaho,16,053,32.4
Kootenai County,Idaho,16,055,27.2
Latah County,Idaho,16,057,19.0
Lemhi County,Idaho,16,059,32.2
Lewis County,Idaho,16,061,32.9
Lincoln County,Idaho,16,063,35.8
Madison County,Idaho,16,065,15.0
Minidoka County,Idaho,16,067,29.4
Nez Perce County,Idaho,16,069,31.4
Oneida County,Idaho,16,071,36.4
Owyhee County,Idaho,16,073,34.9
Payette County,Idaho,16,075,34.6
Power County,Idaho,16,077,33.0
Shoshone County,Idaho,16,079,37.4
Teton County,Idaho,16,081,17.2
Twin Falls County,Idaho,16,083,28.5
Valley County,Idaho,16,085,23.4
Washington County,Idaho,16,087,33.1
Adams County,Illinois,17,001,34.9
Alexander County,Illinois,17,003,34.7
Bond County,Illinois,17,005,39.3
Boone County,Illinois,17,007,35.6
Brown County,Illinois,17,009,37.9
Bureau County,Illinois,17,011,38.6
Calhoun County,Illinois,17,013,45.1
Carroll County,Illinois,17,015,42.4
Cass County,Illinois,17,017,45.8
Champaign County,Illinois,17,019,22.0
Christian County,Illinois,17,021,42.5
Clark County,Illinois,17,023,38.4
Clay County,Illinois,17,025,36.6
Clinton County,Illinois,17,027,31.7
Coles County,Illinois,17,029,30.6
Cook County,Illinois,17,031,23.5
Crawford County,Illinois,17,033,31.0
Cumberland County,Illinois,17,035,38.1
DeKalb County,Illinois,17,037,26.0
De Witt County,Illinois,17,039,37.2
Douglas County,Illinois,17,041,33.6
DuPage County,Illinois,17,043,18.5
Edgar County,Illinois,17,045,38.4
Edwards County,Illinois,17,047,35.8
Effingham County,Illinois,17,049,36.7
Fayette County,Illinois,17,051,41.2
Ford County,Illinois,17,053,38.0
Franklin County,Illinois,17,055,31.9
Fulton County,Illinois,17,057,33.6
Gallatin County,Illinois,17,059,40.1
Greene County,Illinois,17,061,42.2
Grundy County,Illinois,17,063,34.4
Hamilton County,Illinois,17,065,37.0
Hancock County,Illinois,17,067,38.6
Hardin County,Illinois,17,069,34.5
Henderson County,Illinois,17,071,45.8
Henry County,Illinois,17,073,34.0
Iroquois County,Illinois,17,075,41.8
Jackson County,Illinois,17,077,24.6
Jasper County,Illinois,17,079,39.2
Jefferson County,Illinois,17,081,31.5
Jersey County,Illinois,17,083,35.8
Jo Daviess County,Illinois,17,085,37.2
Johnson County,Illinois,17,087,31.8
Kane County,Illinois,17,089,23.0
Kankakee County,Illinois,17,091,33.9
Kendall County,Illinois,17,093,22.4
Knox County,Illinois,17,095,35.7
Lake County,Illinois,17,097,21.1
LaSalle County,Illinois,17,099,36.2
Lawrence County,Illinois,17,101,37.0
Lee County,Illinois,17,103,35.3
Livingston County,Illinois,17,105,43.5
Logan County,Illinois,17,107,35.9
McDonough County,Illinois,17,109,30.7
McHenry County,Illinois,17,111,26.5
McLean County,Illinois,17,113,25.3
Macon County,Illinois,17,115,34.3
Macoupin County,Illinois,17,117,38.6
Madison County,Illinois,17,119,30.9
Marion County,Illinois,17,121,35.3
Marshall County,Illinois,17,123,41.3
Mason County,Illinois,17,125,43.6
Massac County,Illinois,17,127,34.2
Menard County,Illinois,17,129,34.9
Mercer County,Illinois,17,131,41.1
Monroe County,Illinois,17,133,31.1
Montgomery County,Illinois,17,135,40.0
Morgan County,Illinois,17,137,41.4
Moultrie County,Illinois,17,139,34.6
Ogle County,Illinois,17,141,33.6
Peoria County,Illinois,17,143,27.0
Perry County,Illinois,17,145,39.3
Piatt County,Illinois,17,147,34.5
Pike County,Illinois,17,149,40.9
Pope County,Illinois,17,151,32.2
Pulaski County,Illinois,17,153,36.0
Putnam County,Illinois,17,155,40.0
Randolph County,Illinois,17,157,40.7
Richland County,Illinois,17,159,31.2
Rock Island County,Illinois,17,161,30.8
Saint Clair County,Illinois,17,163,28.9
Saline County,Illinois,17,165,30.2
Sangamon County,Illinois,17,167,27.7
Schuyler County,Illinois,17,169,36.2
Scott County,Illinois,17,171,48.7
Shelby County,Illinois,17,173,45.8
Stark County,Illinois,17,175,38.3
Stephenson County,Illinois,17,177,35.6
Tazewell County,Illinois,17,179,32.2
Union County,Illinois,17,181,32.6
Vermilion County,Illinois,17,183,40.8
Wabash County,Illinois,17,185,30.5
Warren County,Illinois,17,187,33.6
Washington County,Illinois,17,189,33.9
Wayne County,Illinois,17,191,36.9
White County,Illinois,17,193,37.7
Whiteside County,Illinois,17,195,36.5
Will County,Illinois,17,197,26.9
Williamson County,Illinois,17,199,30.0
Winnebago County,Illinois,17,201,32.1
Woodford County,Illinois,17,203,33.3
Adams County,Indiana,18,001,40.7
Allen County,Indiana,18,003,29.2
Bartholomew County,Indiana,18,005,33.5
Benton County,Indiana,18,007,44.3
Blackford County,Indiana,18,009,49.9
Boone County,Indiana,18,011,23.4
Brown County,Indiana,18,013,34.7
Carroll County,Indiana,18,015,41.6
Cass County,Indiana,18,017,39.4
Clark County,Indiana,18,019,34.8
Clay County,Indiana,18,021,44.6
Clinton County,Indiana,18,023,44.6
Crawford County,Indiana,18,025,47.4
Daviess County,Indiana,18,027,34.3
Dearborn County,Indiana,18,029,40.0
Decatur County,Indiana,18,031,43.8
DeKalb County,Indiana,18,033,40.6
Delaware County,Indiana,18,035,35.0
Dubois County,Indiana,18,037,38.6
Elkhart County,Indiana,18,039,35.9
Fayette County,Indiana,18,041,43.5
Floyd County,Indiana,18,043,30.9
Fountain County,Indiana,18,045,43.0
Franklin County,Indiana,18,047,42.8
Fulton County,Indiana,18,049,41.3
Gibson County,Indiana,18,051,40.5
Grant County,Indiana,18,053,40.8
Greene County,Indiana,18,055,40.8
Hamilton County,Indiana,18,057,15.2
Hancock County,Indiana,18,059,32.4
Harrison County,Indiana,18,061,42.4
Hendricks County,Indiana,18,063,27.8
Henry County,Indiana,18,065,43.6
Howard County,Indiana,18,067,36.8
Huntington County,Indiana,18,069,43.4
Jackson County,Indiana,18,071,43.8
Jasper County,Indiana,18,073,42.1
Jay County,Indiana,18,075,47.8
Jefferson County,Indiana,18,077,40.2
Jennings County,Indiana,18,079,46.0
