County,State,State_FIPS,County_FIPS,bachelors_degree
Autauga County,Alabama,01,001,5204.0
Baldwin County,Alabama,01,003,27056.0
Barbour County,Alabama,01,005,1431.0
Bibb County,Alabama,01,007,971.0
Blount County,Alabama,01,009,3522.0
Bullock County,Alabama,01,011,356.0
Butler County,Alabama,01,013,1328.0
Calhoun County,Alabama,01,015,8247.0
Chambers County,Alabama,01,017,2086.0
Cherokee County,Alabama,01,019,1463.0
Chilton County,Alabama,01,021,2830.0
Choctaw County,Alabama,01,023,740.0
Clarke County,Alabama,01,025,1317.0
Clay County,Alabama,01,027,626.0
Cleburne County,Alabama,01,029,651.0
Coffee County,Alabama,01,031,5251.0
Colbert County,Alabama,01,033,4501.0
Conecuh County,Alabama,01,035,434.0
Coosa County,Alabama,01,037,489.0
Covington County,Alabama,01,039,2653.0
Crenshaw County,Alabama,01,041,1045.0
Cullman County,Alabama,01,043,5435.0
Dale County,Alabama,01,045,3540.0
Dallas County,Alabama,01,047,2233.0
DeKalb County,Alabama,01,049,3154.0
Elmore County,Alabama,01,051,7600.0
Escambia County,Alabama,01,053,1901.0
Etowah County,Alabama,01,055,7513.0
Fayette County,Alabama,01,057,1048.0
Franklin County,Alabama,01,059,1660.0
Geneva County,Alabama,01,061,1559.0
Greene County,Alabama,01,063,457.0
Hale County,Alabama,01,065,992.0
Henry County,Alabama,01,067,1102.0
Houston County,Alabama,01,069,9614.0
Jackson County,Alabama,01,071,2929.0
Jefferson County,Alabama,01,073,84843.0
Lamar County,Alabama,01,075,814.0
Lauderdale County,Alabama,01,077,8196.0
Lawrence County,Alabama,01,079,1700.0
Lee County,Alabama,01,081,17732.0
Limestone County,Alabama,01,083,9700.0
Lowndes County,Alabama,01,085,679.0
Macon County,Alabama,01,087,1369.0
Madison County,Alabama,01,089,60122.0
Marengo County,Alabama,01,091,1414.0
Marion County,Alabama,01,093,1713.0
Marshall County,Alabama,01,095,6877.0
Mobile County,Alabama,01,097,41373.0
Monroe County,Alabama,01,099,1158.0
Montgomery County,Alabama,01,101,28639.0
Morgan County,Alabama,01,103,11960.0
Perry County,Alabama,01,105,475.0
Pickens County,Alabama,01,107,1105.0
Pike County,Alabama,01,109,2888.0
Randolph County,Alabama,01,111,1555.0
Russell County,Alabama,01,113,4152.0
Saint Clair County,Alabama,01,115,6314.0
Shelby County,Alabama,01,117,38107.0
Sumter County,Alabama,01,119,907.0
Talladega County,Alabama,01,121,4519.0
Tallapoosa County,Alabama,01,123,3372.0
Tuscaloosa County,Alabama,01,125,22314.0
Walker County,Alabama,01,127,2805.0
Washington County,Alabama,01,129,710.0
Wilcox County,Alabama,01,131,545.0
Winston County,Alabama,01,133,1387.0
Anchorage Municipality,Alaska,02,020,41512.0
Bethel Census Area,Alaska,02,050,671.0
Bristol Bay Borough,Alaska,02,060,87.0
Fairbanks North Star Borough,Alaska,02,090,12675.0
Haines Borough,Alaska,02,100,513.0
Juneau City and Borough,Alaska,02,110,5631.0
Kenai Peninsula Borough,Alaska,02,122,5805.0
Kodiak Island Borough,Alaska,02,150,1569.0
Matanuska-Susitna Borough,Alaska,02,170,8599.0
Nome Census Area,Alaska,02,180,556.0
North Slope Borough,Alaska,02,185,615.0
Sitka City and Borough,Alaska,02,220,1148.0
Southeast Fairbanks Census Area,Alaska,02,240,500.0
Valdez-Cordova Census Area,Alaska,02,261,1355.0
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,301.0
Aleutians East Borough,Alaska,02,013,250.0
Aleutians West Census Area,Alaska,02,016,479.0
Dillingham Census Area,Alaska,02,070,307.0
Lake and Peninsula Borough,Alaska,02,164,63.0
Denali Borough,Alaska,02,068,449.0
Yukon-Koyukuk Census Area,Alaska,02,290,274.0
Hoonah-Angoon Census Area,Alaska,02,105,260.0
Skagway Municipality,Alaska,02,230,217.0
Yakutat City and Borough,Alaska,02,282,78.0
Ketchikan Gateway Borough,Alaska,02,130,1469.0
Petersburg Borough,Alaska,02,195,385.0
Prince of Wales-Hyder Census Area,Alaska,02,198,426.0
Wrangell City and Borough,Alaska,02,275,247.0
Apache County,Arizona,04,001,3129.0
Cochise County,Arizona,04,003,13036.0
Coconino County,Arizona,04,005,16006.0
Gila County,Arizona,04,007,4161.0
Graham County,Arizona,04,009,1863.0
Greenlee County,Arizona,04,011,546.0
Maricopa County,Arizona,04,013,527975.0
Mohave County,Arizona,04,015,11921.0
Navajo County,Arizona,04,017,5990.0
Pima County,Arizona,04,019,117924.0
Pinal County,Arizona,04,021,32073.0
Santa Cruz County,Arizona,04,023,4333.0
Yavapai County,Arizona,04,025,25781.0
La Paz County,Arizona,04,012,1021.0
Yuma County,Arizona,04,027,11922.0
Arkansas County,Arkansas,05,001,1276.0
Ashley County,Arkansas,05,003,1330.0
Baxter County,Arkansas,05,005,3869.0
Benton County,Arkansas,05,007,32516.0
Boone County,Arkansas,05,009,2542.0
Bradley County,Arkansas,05,011,798.0
Calhoun County,Arkansas,05,013,312.0
Carroll County,Arkansas,05,015,2157.0
Chicot County,Arkansas,05,017,718.0
Clark County,Arkansas,05,019,2010.0
Clay County,Arkansas,05,021,775.0
Cleburne County,Arkansas,05,023,1817.0
Cleveland County,Arkansas,05,025,594.0
Columbia County,Arkansas,05,027,2240.0
Conway County,Arkansas,05,029,1641.0
Craighead County,Arkansas,05,031,10543.0
Crawford County,Arkansas,05,033,3906.0
Crittenden County,Arkansas,05,035,3688.0
Cross County,Arkansas,05,037,1047.0
Dallas County,Arkansas,05,039,503.0
Desha County,Arkansas,05,041,726.0
Drew County,Arkansas,05,043,1572.0
Faulkner County,Arkansas,05,045,13492.0
Franklin County,Arkansas,05,047,1125.0
Fulton County,Arkansas,05,049,605.0
Garland County,Arkansas,05,051,9123.0
Grant County,Arkansas,05,053,1619.0
Greene County,Arkansas,05,055,3262.0
Hempstead County,Arkansas,05,057,1173.0
Hot Spring County,Arkansas,05,059,2021.0
Howard County,Arkansas,05,061,945.0
Independence County,Arkansas,05,063,2815.0
Izard County,Arkansas,05,065,839.0
Jackson County,Arkansas,05,067,766.0
Jefferson County,Arkansas,05,069,5384.0
Johnson County,Arkansas,05,071,1813.0
Lafayette County,Arkansas,05,073,551.0
Lawrence County,Arkansas,05,075,969.0
Lee County,Arkansas,05,077,368.0
Lincoln County,Arkansas,05,079,570.0
Little River County,Arkansas,05,081,672.0
Logan County,Arkansas,05,083,1519.0
Lonoke County,Arkansas,05,085,6390.0
Madison County,Arkansas,05,087,809.0
Marion County,Arkansas,05,089,1253.0
Miller County,Arkansas,05,091,2885.0
Mississippi County,Arkansas,05,093,2223.0
Monroe County,Arkansas,05,095,357.0
Montgomery County,Arkansas,05,097,495.0
Nevada County,Arkansas,05,099,598.0
Newton County,Arkansas,05,101,543.0
Ouachita County,Arkansas,05,103,1808.0
Perry County,Arkansas,05,105,529.0
Phillips County,Arkansas,05,107,891.0
Pike County,Arkansas,05,109,653.0
Poinsett County,Arkansas,05,111,1069.0
Polk County,Arkansas,05,113,1119.0
